record	locus	at	word	version	op	material_source	component	vessel	before	after	status	foreign_components	prior_problem	row_status
F83_P2	f83r.11	f83r.11:6	qokedy	D?	WITHDRAW	f83r.11:9	C	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A""],""unknown"":true}"	CONFLICT_OTHER_COMPONENT	A	f83r.4:3	recorded
F83_P2	f83r.12	f83r.12:8	qokedy	D?	WITHDRAW	f83r.13:3	A	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A""],""unknown"":true}"	UNRESOLVED_INITIAL_CONTENT	NONE	f83r.4:3	recorded
F83_P2	f83r.13	f83r.13:7	qokedy	D?	WITHDRAW	NONE	NONE	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A""],""unknown"":true}"	MISSING_MATERIAL	NONE	f83r.4:3	recorded
F83_P2	f83r.14	f83r.14:2	qokeedy	D?	FILL	f83r.13:3	A	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A""],""unknown"":true}"	COMPLETE	NONE	f83r.4:3	recorded
F83_P2	f83r.16	f83r.16:5	chedy	D?	HEAT	f83r.15:9	C	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A""],""unknown"":true}"	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P3	f83r.20	f83r.20:3	qokeey	D?	OPEN	NONE	NONE	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A""],""unknown"":true}"	OPEN	NONE	f83r.4:3	recorded
F83_P3	f83r.20	f83r.20:4	qokedy	D?	WITHDRAW	NONE	NONE	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A""],""unknown"":true}"	MISSING_MATERIAL	NONE	f83r.4:3	recorded
F83_P3	f83r.20	f83r.20:7	qokedy	D?	WITHDRAW	NONE	NONE	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A""],""unknown"":true}"	MISSING_MATERIAL	NONE	f83r.4:3	recorded
F83_P3	f83r.21	f83r.21:2	qokedy	D?	WITHDRAW	NONE	NONE	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A""],""unknown"":true}"	MISSING_MATERIAL	NONE	f83r.4:3	recorded
F83_P3	f83r.21	f83r.21:5	chedy	D?	HEAT	f83r.19:11	C	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A""],""unknown"":true}"	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P3	f83r.21	f83r.21:8	qokedy	D?	WITHDRAW	NONE	NONE	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A""],""unknown"":true}"	MISSING_MATERIAL	NONE	f83r.4:3	recorded
F83_P3	f83r.22	f83r.22:3	qokeedy	D?	FILL	f83r.19:11	C	SHARED	"{""components"":[""A""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	COMPLETE	NONE	f83r.4:3	recorded
F83_P3	f83r.22	f83r.22:5	chedy	D?	HEAT	f83r.19:11	C	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P3	f83r.23	f83r.23:5	qokedy	D?	WITHDRAW	f83r.24:6	A	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	CONFLICT_OTHER_COMPONENT	C	f83r.4:3	recorded
F83_P3	f83r.23	f83r.23:9	chedy	D?	HEAT	f83r.23:4	A	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P4	f83r.25	f83r.25:1	qokeedy	D?	FILL	NONE	NONE	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	MISSING_MATERIAL	NONE	f83r.4:3	recorded
F83_P4	f83r.25	f83r.25:3	qokeey	D?	OPEN	NONE	NONE	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	OPEN	NONE	f83r.4:3	recorded
F83_P4	f83r.25	f83r.25:4	qokedy	D?	WITHDRAW	NONE	NONE	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	MISSING_MATERIAL	NONE	f83r.4:3	recorded
F83_P4	f83r.25	f83r.25:5	chedy	D?	HEAT	NONE	NONE	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	MISSING_MATERIAL	NONE	f83r.4:3	recorded
F83_P4	f83r.26	f83r.26:2	qokeey	D?	OPEN	NONE	NONE	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	OPEN	NONE	f83r.4:3	recorded
F83_P4	f83r.27	f83r.27:2	chedy	D?	HEAT	f83r.26:5	A	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P4	f83r.27	f83r.27:3	qokeedy	D?	FILL	f83r.26:5	A	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	COMPLETE	NONE	f83r.4:3	recorded
F83_P4	f83r.28	f83r.28:4	qokedy	D?	WITHDRAW	f83r.28:5	A	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	CONFLICT_OTHER_COMPONENT	C	f83r.4:3	recorded
F83_P4	f83r.30	f83r.30:3	qokeedy	D?	FILL	f83r.28:5	A	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	COMPLETE	NONE	f83r.4:3	recorded
F83_P5	f83r.42	f83r.42:5	chedy	D?	HEAT	f83r.41:2	C	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P5	f83r.43	f83r.43:3	chedy	D?	HEAT	f83r.41:2	C	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_Q1	f83r.49	f83r.49:3	chedy	D?	HEAT	NONE	NONE	SHARED	"{""components"":[""A"",""C""],""unknown"":true}"	"{""components"":[""A"",""C""],""unknown"":true}"	MISSING_MATERIAL	NONE	f83r.4:3	recorded
