event_id	clause_id	physical_page	locus	surface	component_recipe	codebook_layer	learned_card_id	simple_reading_route	simple_card_reading_de
P912-E0015	P915-C001	f10r	f10r.2	otytchol	OT+Y+T+CH+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	DANACH · DIES · EINSTELLEN · ENTNEHMEN · FORTSETZEN
P912-E0016	P915-C001	f10r	f10r.2	oky	OK+Y	LEARNED_FORMULA_CARD	P942-K08	LEARNED_FORMULA_IDIOM	DIESEN POSTEN ANSETZEN
P912-E0017	P915-C001	f10r	f10r.2	daiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0018	P915-C001	f10r	f10r.2	etyd	E+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	KURZ · EINSTELLEN · DIES
P912-E0019	P915-C001	f10r	f10r.3	qotor	OT+OR	LEARNED_FORMULA_CARD	P942-K36	LEARNED_FORMULA_IDIOM	DER NAECHSTE ANSATZ
P912-E0020	P915-C001	f10r	f10r.3	o	O	LEARNED_FORMULA_CARD	P942-K35	LEARNED_FORMULA_IDIOM	ARBEITSGANG AUSFUEHREN
P912-E0021	P915-C001	f10r	f10r.3	tchy	T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	EINSTELLEN · DIES
P912-E0022	P915-C001	f10r	f10r.3	daiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0023	P915-C001	f10r	f10r.3	chocthy	CH+O+CTH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ENTNEHMEN · AUSFÜHREN · BEREIT · DIES
P912-E0024	P915-C001	f10r	f10r.3	qotchy	OT+Y	LEARNED_FORMULA_CARD	P942-K17	LEARNED_FORMULA_IDIOM	DANACH DIESER POSTEN
P912-E0025	P915-C001	f10r	f10r.3	chol	OL	LEARNED_FORMULA_CARD	P942-K02	LEARNED_FORMULA_IDIOM	DAMIT WEITER
P912-E0026	P915-C001	f10r	f10r.3	or	OR	LEARNED_FORMULA_CARD	P942-K23	LEARNED_FORMULA_IDIOM	DER ANSATZ
P912-E0027	P915-C001	f10r	f10r.3	yty	Y+T+Y	LEARNED_FORMULA_CARD	P952-K66	LEARNED_FORMULA_IDIOM	DIESEN POSTEN EINSTELLEN
P912-E0028	P915-C001	f10r	f10r.3	dy	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0029	P915-C001	f10r	f10r.3	dy	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0030	P915-C001	f10r	f10r.4	sor	S+OR	LEARNED_FORMULA_CARD	P949-K61	LEARNED_FORMULA_IDIOM	ZUBEREITUNGSVARIANTE
P912-E0031	P915-C001	f10r	f10r.4	chaiin	CH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ENTNEHMEN · SOLLMASS
P912-E0032	P915-C001	f10r	f10r.4	chcthy	CH+CTH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ENTNEHMEN · BEREIT · DIES
P912-E0033	P915-C001	f10r	f10r.4	ctho	CTH+O	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	BEREIT · AUSFÜHREN
P912-E0034	P915-C001	f10r	f10r.4	ckhy	CKH+Y	LEARNED_FORMULA_CARD	P942-K28	LEARNED_FORMULA_IDIOM	DURCH DEN DURCHLASS FUEHREN
P912-E0035	P915-C001	f10r	f10r.4	or	OR	LEARNED_FORMULA_CARD	P942-K23	LEARNED_FORMULA_IDIOM	DER ANSATZ
P912-E0036	P915-C001	f10r	f10r.4	aiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0037	P915-C001	f10r	f10r.4	chtchor	CH+T+CH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ENTNEHMEN · EINSTELLEN · ENTNEHMEN · ANSATZ
P912-E0038	P915-C001	f10r	f10r.4	doiir	D_ADDR+O+IIN+R	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	TEIL · AUSFÜHREN · STUFE · MARKIEREN
P912-E0039	P915-C001	f10r	f10r.4	ody	O+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	AUSFÜHREN · SCHLIESSEN
P912-E0040	P915-C002	f10r	f10r.5	qokchy	OK+Y	LEARNED_FORMULA_CARD	P942-K08	LEARNED_FORMULA_IDIOM	DIESEN POSTEN ANSETZEN
P912-E0041	P915-C002	f10r	f10r.5	qotchol	OT+CH+OL	LEARNED_FORMULA_CARD	P952-K69	LEARNED_FORMULA_IDIOM	DANACH TEIL ENTNEHMEN UND WEITER
P912-E0042	P915-C002	f10r	f10r.5	chol	OL	LEARNED_FORMULA_CARD	P942-K02	LEARNED_FORMULA_IDIOM	DAMIT WEITER
P912-E0043	P915-C002	f10r	f10r.5	cthy	CTH+Y	LEARNED_FORMULA_CARD	P942-K34	LEARNED_FORMULA_IDIOM	BIS BEREIT FUEHREN
P912-E0044	P915-C002	f10r	f10r.6	ycheor	Y+CHEO+R	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	DIES · AUSZUG · MARKIEREN
P912-E0045	P915-C002	f10r	f10r.6	cthy	CTH+Y	LEARNED_FORMULA_CARD	P942-K34	LEARNED_FORMULA_IDIOM	BIS BEREIT FUEHREN
P912-E0046	P915-C002	f10r	f10r.6	chor	CH+OR	LEARNED_FORMULA_CARD	P942-K39	LEARNED_FORMULA_IDIOM	VOM ANSATZ ENTNEHMEN
P912-E0047	P915-C002	f10r	f10r.6	cthaiin	CTH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	BEREIT · SOLLMASS
P912-E0048	P915-C002	f10r	f10r.6	qoctholy	CARRIER_Q+O+CTH+OL+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES
P912-E0049	P915-C002	f10r	f10r.6	dy	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0050	P915-C002	f10r	f10r.6	chy	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0051	P915-C002	f10r	f10r.6	taiin	T+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	EINSTELLEN · SOLLMASS
P912-E0052	P915-C002	f10r	f10r.6	shy	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0053	P915-C002	f10r	f10r.7	dchy	D_ADDR+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	TEIL · DIES
P912-E0054	P915-C002	f10r	f10r.7	qokchol	OK+OL	LEARNED_FORMULA_CARD	P949-K48	LEARNED_FORMULA_IDIOM	ANSETZEN UND WEITERFÜHREN
P912-E0055	P915-C002	f10r	f10r.7	y	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0056	P915-C002	f10r	f10r.7	kchaiin	K+CH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ZUGEBEN · ENTNEHMEN · SOLLMASS
P912-E0057	P915-C002	f10r	f10r.7	yty	Y+T+Y	LEARNED_FORMULA_CARD	P952-K66	LEARNED_FORMULA_IDIOM	DIESEN POSTEN EINSTELLEN
P912-E0058	P915-C002	f10r	f10r.7	daiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0059	P915-C002	f10r	f10r.7	cth	CTH	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	BEREIT
P912-E0060	P915-C002	f10r	f10r.7	dain	AIN	LEARNED_FORMULA_CARD	P942-K18	LEARNED_FORMULA_IDIOM	EINE PORTION
P912-E0061	P915-C002	f10r	f10r.7	dair	D_ADDR+AIR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	TEIL · LAUF
P912-E0062	P915-C002	f10r	f10r.7	am	AM_ADDR	LEARNED_FORMULA_CARD	P942-K33	LEARNED_FORMULA_IDIOM	AN DER INNENSTELLE
P912-E0063	P915-C002	f10r	f10r.8	qotchor	OT+CH+OR	LEARNED_FORMULA_CARD	P952-K76	LEARNED_FORMULA_IDIOM	DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN
P912-E0064	P915-C002	f10r	f10r.8	chor	CH+OR	LEARNED_FORMULA_CARD	P942-K39	LEARNED_FORMULA_IDIOM	VOM ANSATZ ENTNEHMEN
P912-E0065	P915-C002	f10r	f10r.8	otol	OT+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	DANACH · FORTSETZEN
P912-E0066	P915-C002	f10r	f10r.8	chol	OL	LEARNED_FORMULA_CARD	P942-K02	LEARNED_FORMULA_IDIOM	DAMIT WEITER
P912-E0067	P915-C002	f10r	f10r.8	cholor	OL+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	FORTSETZEN · ANSATZ
P912-E0068	P915-C002	f10r	f10r.8	chol	OL	LEARNED_FORMULA_CARD	P942-K02	LEARNED_FORMULA_IDIOM	DAMIT WEITER
P912-E0069	P915-C002	f10r	f10r.8	daiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0070	P915-C002	f10r	f10r.8	dar	D_ADDR+AR	LEARNED_FORMULA_CARD	P942-K19	LEARNED_FORMULA_IDIOM	AUS DEM BEZEICHNETEN TEIL
P912-E0071	P915-C002	f10r	f10r.9	oykchor	O+Y+K+CH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	AUSFÜHREN · DIES · ZUGEBEN · ENTNEHMEN · ANSATZ
P912-E0072	P915-C002	f10r	f10r.9	shor	SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	HALTEN · ANSATZ
P912-E0073	P915-C002	f10r	f10r.9	chor	CH+OR	LEARNED_FORMULA_CARD	P942-K39	LEARNED_FORMULA_IDIOM	VOM ANSATZ ENTNEHMEN
P912-E0074	P915-C002	f10r	f10r.9	chy	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0075	P915-C002	f10r	f10r.9	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ZUGEBEN · ORT · UNTERSTUFE · STUFE
P912-E0076	P915-C002	f10r	f10r.9	dy	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0077	P915-C002	f10r	f10r.9	chodaiin	CH+O+D_ADDR+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ENTNEHMEN · AUSFÜHREN · TEIL · SOLLMASS
P912-E0078	P915-C002	f10r	f10r.10	oqotor	O+OT+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	AUSFÜHREN · DANACH · ANSATZ
P912-E0079	P915-C002	f10r	f10r.10	otor	OT+OR	LEARNED_FORMULA_CARD	P942-K36	LEARNED_FORMULA_IDIOM	DER NAECHSTE ANSATZ
P912-E0080	P915-C002	f10r	f10r.10	cfhy	CFH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	TRENNEN · DIES
P912-E0081	P915-C002	f10r	f10r.10	cthor	CTH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	BEREIT · ANSATZ
P912-E0082	P915-C002	f10r	f10r.10	osain	O+S+AIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	AUSFÜHREN · AUSWÄHLEN · PORTION
P912-E0083	P915-C002	f10r	f10r.10	ytoiin	Y+T+O+IIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	DIES · EINSTELLEN · AUSFÜHREN · STUFE
P912-E0084	P915-C002	f10r	f10r.11	otchoshor	OT+CH+O+SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	DANACH · ENTNEHMEN · AUSFÜHREN · HALTEN · ANSATZ
P912-E0085	P915-C002	f10r	f10r.11	qoty	OT+Y	LEARNED_FORMULA_CARD	P942-K17	LEARNED_FORMULA_IDIOM	DANACH DIESER POSTEN
P912-E0086	P915-C002	f10r	f10r.11	qotor	OT+OR	LEARNED_FORMULA_CARD	P942-K36	LEARNED_FORMULA_IDIOM	DER NAECHSTE ANSATZ
P912-E0087	P915-C002	f10r	f10r.11	cthyd	CTH+Y+D_ADDR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	BEREIT · DIES · TEIL
P912-E0088	P915-C002	f10r	f10r.11	otar	OT+AR	LEARNED_FORMULA_CARD	P942-K24	LEARNED_FORMULA_IDIOM	DANACH AUS DER QUELLE
P912-E0089	P915-C002	f10r	f10r.12	odaiin	O+D_ADDR+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	AUSFÜHREN · TEIL · SOLLMASS
P912-E0090	P915-C002	f10r	f10r.12	daiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0091	P915-C002	f10r	f10r.12	qotchy	OT+Y	LEARNED_FORMULA_CARD	P942-K17	LEARNED_FORMULA_IDIOM	DANACH DIESER POSTEN
P912-E0092	P915-C002	f10r	f10r.12	qotor	OT+OR	LEARNED_FORMULA_CARD	P942-K36	LEARNED_FORMULA_IDIOM	DER NAECHSTE ANSATZ
P912-E0093	P915-C003	f11r	f11r.1	tshol	T+SH+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	EINSTELLEN · HALTEN · FORTSETZEN
P912-E0094	P915-C003	f11r	f11r.1	schoal	SH+O+AL	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	HALTEN · AUSFÜHREN · ZIEL
P912-E0095	P915-C003	f11r	f11r.1	cfhy	CFH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	TRENNEN · DIES
P912-E0096	P915-C003	f11r	f11r.1	shfydaiin	SH+Y+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	HALTEN · DIES · SOLLMASS
P912-E0097	P915-C003	f11r	f11r.1	cphy	CPH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	UMLEITEN · DIES
P912-E0098	P915-C003	f11r	f11r.1	shey	SH+E+Y	LEARNED_FORMULA_CARD	P942-K15	LEARNED_FORMULA_IDIOM	KURZ HALTEN
P912-E0099	P915-C003	f11r	f11r.1	tchody	T+CH+O+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	EINSTELLEN · ENTNEHMEN · AUSFÜHREN · SCHLIESSEN
P912-E0100	P915-C004	f11r	f11r.1	shoyty	SH+O+Y+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES
P912-E0101	P915-C004	f11r	f11r.2	socthody	S+O+CTH+O+D_ADDR+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES
P912-E0102	P915-C004	f11r	f11r.2	qodor	CARRIER_Q+O+D_ADDR+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	BEGINNEN · AUSFÜHREN · TEIL · ANSATZ
P912-E0103	P915-C004	f11r	f11r.2	y	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0104	P915-C004	f11r	f11r.2	kshy	K+SH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ZUGEBEN · HALTEN · DIES
P912-E0105	P915-C004	f11r	f11r.2	daiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0106	P915-C004	f11r	f11r.2	ytchy	Y+T+Y	LEARNED_FORMULA_CARD	P952-K66	LEARNED_FORMULA_IDIOM	DIESEN POSTEN EINSTELLEN
P912-E0107	P915-C004	f11r	f11r.2	ytchoky	Y+T+OK+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	DIES · EINSTELLEN · ANSETZEN · DIES
P912-E0108	P915-C004	f11r	f11r.2	kchol	K+OL	LEARNED_FORMULA_CARD	P949-K60	LEARNED_FORMULA_IDIOM	WEITER ZUGEBEN
P912-E0109	P915-C004	f11r	f11r.2	daiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0110	P915-C004	f11r	f11r.3	qoty	OT+Y	LEARNED_FORMULA_CARD	P942-K17	LEARNED_FORMULA_IDIOM	DANACH DIESER POSTEN
P912-E0111	P915-C004	f11r	f11r.3	chol	OL	LEARNED_FORMULA_CARD	P942-K02	LEARNED_FORMULA_IDIOM	DAMIT WEITER
P912-E0112	P915-C004	f11r	f11r.3	cthy	CTH+Y	LEARNED_FORMULA_CARD	P942-K34	LEARNED_FORMULA_IDIOM	BIS BEREIT FUEHREN
P912-E0113	P915-C004	f11r	f11r.3	dor	D_ADDR+OR	LEARNED_FORMULA_CARD	P949-K58	LEARNED_FORMULA_IDIOM	BEZEICHNETER TEILANSATZ
P912-E0114	P915-C004	f11r	f11r.3	ykychy	Y+K+Y+CH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	DIES · ZUGEBEN · DIES · ENTNEHMEN · DIES
P912-E0115	P915-C004	f11r	f11r.3	choty	CH+OT+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ENTNEHMEN · DANACH · DIES
P912-E0116	P915-C004	f11r	f11r.3	dain	AIN	LEARNED_FORMULA_CARD	P942-K18	LEARNED_FORMULA_IDIOM	EINE PORTION
P912-E0117	P915-C004	f11r	f11r.3	chaiin	CH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ENTNEHMEN · SOLLMASS
P912-E0118	P915-C004	f11r	f11r.3	daiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0119	P915-C004	f11r	f11r.3	dod	D_ADDR+O+D_ADDR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	TEIL · AUSFÜHREN · TEIL
P912-E0120	P915-C004	f11r	f11r.4	dchol	D_ADDR+OL	LEARNED_FORMULA_CARD	P949-K53	LEARNED_FORMULA_IDIOM	DEN BEZEICHNETEN TEIL WEITERFÜHREN
P912-E0121	P915-C004	f11r	f11r.4	chy	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0122	P915-C004	f11r	f11r.4	kchy	K+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ZUGEBEN · DIES
P912-E0123	P915-C004	f11r	f11r.4	dy	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0124	P915-C004	f11r	f11r.4	daiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0125	P915-C004	f11r	f11r.5	tchol	T+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	EINSTELLEN · FORTSETZEN
P912-E0126	P915-C004	f11r	f11r.5	shor	SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	HALTEN · ANSATZ
P912-E0127	P915-C004	f11r	f11r.5	shor	SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	HALTEN · ANSATZ
P912-E0128	P915-C004	f11r	f11r.5	dky	D_ADDR+K+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	TEIL · ZUGEBEN · DIES
P912-E0129	P915-C004	f11r	f11r.5	y	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0130	P915-C004	f11r	f11r.5	daiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0131	P915-C004	f11r	f11r.5	cthy	CTH+Y	LEARNED_FORMULA_CARD	P942-K34	LEARNED_FORMULA_IDIOM	BIS BEREIT FUEHREN
P912-E0132	P915-C004	f11r	f11r.5	d	D_ADDR	LEARNED_FORMULA_CARD	P942-K42	LEARNED_FORMULA_IDIOM	DER BEZEICHNETE TEIL
P912-E0133	P915-C004	f11r	f11r.5	y	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0134	P915-C004	f11r	f11r.5	chodl	CH+O+D_ADDR+L	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ENTNEHMEN · AUSFÜHREN · TEIL · LEITEN
P912-E0135	P915-C004	f11r	f11r.5	daiin	AIIN	LEARNED_FORMULA_CARD	P942-K03	LEARNED_FORMULA_IDIOM	NACH SOLLMASS
P912-E0136	P915-C004	f11r	f11r.6	odl	O+D_ADDR+L	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	AUSFÜHREN · TEIL · LEITEN
P912-E0137	P915-C004	f11r	f11r.6	d	D_ADDR	LEARNED_FORMULA_CARD	P942-K42	LEARNED_FORMULA_IDIOM	DER BEZEICHNETE TEIL
P912-E0138	P915-C004	f11r	f11r.6	s	S	LEARNED_FORMULA_CARD	P942-K12	LEARNED_FORMULA_IDIOM	VARIANTE WAEHLEN
P912-E0139	P915-C004	f11r	f11r.6	y	Y	LEARNED_FORMULA_CARD	P942-K01	LEARNED_FORMULA_IDIOM	DIESER POSTEN
P912-E0140	P915-C004	f11r	f11r.6	otol	OT+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	DANACH · FORTSETZEN
P912-E0141	P915-C004	f11r	f11r.6	chaiin	CH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	ENTNEHMEN · SOLLMASS
P912-E0142	P915-C004	f11r	f11r.6	ykchor	Y+K+CH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	NONE	ROOT_LEMMA_COMPOSITION	DIES · ZUGEBEN · ENTNEHMEN · ANSATZ
