clause_id	physical_page	register	start_event	end_event	events	formula_cards	root_compositions	end_reason	surface_equals_reading	simple_continuous_reading_de	event_ids
P915-C011	f55v	HERBAL	P912-E0237	P912-E0258	22	11	11	LICENSED_DY_CLOSE	qoaiin=BEGINNEN · AUSFÜHREN · SOLLMASS | okeody=ANSETZEN · KURZ · AUSFÜHREN · TEIL · DIES | ykeesan=DIES · ZUGEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ | qokeeey=ANSETZEN · VOLL · DIES | os=DAZU | ain=EINE PORTION | qool=BEGINNEN · AUSFÜHREN · FORTSETZEN | al=ZUR ZIELSTELLE | chedy=DIESEN POSTEN UMSETZEN | sar=QUELLE WAEHLEN | aiin=NACH SOLLMASS | ol=DAMIT WEITER | kar=VON DER ENTNAHMESTELLE ZUGEBEN | am=AN DER INNENSTELLE | okar=AUS DER QUELLE ANSETZEN | chckhdy=ENTNEHMEN · DURCHLASS · TEIL · DIES | cheody=AUSZUG · DIES | keeyfar=ZUGEBEN · LÄNGER · DIES · NEBENWEG · QUELLE | al=ZUR ZIELSTELLE | ochedy=AUSFÜHREN · UMSETZEN · DIES | qokain=EINE PORTION ANSETZEN | ody=AUSFÜHREN · SCHLIESSEN	BEGINNEN · AUSFÜHREN · SOLLMASS; dann ANSETZEN · KURZ · AUSFÜHREN · TEIL · DIES; dann DIES · ZUGEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ; dann ANSETZEN · VOLL · DIES; dann DAZU; dann EINE PORTION; dann BEGINNEN · AUSFÜHREN · FORTSETZEN; dann ZUR ZIELSTELLE; dann DIESEN POSTEN UMSETZEN; dann QUELLE WAEHLEN; dann NACH SOLLMASS; dann DAMIT WEITER; dann VON DER ENTNAHMESTELLE ZUGEBEN; dann AN DER INNENSTELLE; dann AUS DER QUELLE ANSETZEN; dann ENTNEHMEN · DURCHLASS · TEIL · DIES; dann AUSZUG · DIES; dann ZUGEBEN · LÄNGER · DIES · NEBENWEG · QUELLE; dann ZUR ZIELSTELLE; dann AUSFÜHREN · UMSETZEN · DIES; dann EINE PORTION ANSETZEN; dann AUSFÜHREN · SCHLIESSEN. Teilgang geschlossen.	P912-E0237|P912-E0238|P912-E0239|P912-E0240|P912-E0241|P912-E0242|P912-E0243|P912-E0244|P912-E0245|P912-E0246|P912-E0247|P912-E0248|P912-E0249|P912-E0250|P912-E0251|P912-E0252|P912-E0253|P912-E0254|P912-E0255|P912-E0256|P912-E0257|P912-E0258
P915-C012	f55v	HERBAL	P912-E0259	P912-E0263	5	1	4	LICENSED_DY_CLOSE	qokaiin=NACH SOLLMASS ANSETZEN | chaiin=ENTNEHMEN · SOLLMASS | ykain=DIES · ZUGEBEN · PORTION | ykan=DIES · ZUGEBEN · ZUSATZ | ody=AUSFÜHREN · SCHLIESSEN	NACH SOLLMASS ANSETZEN; dann ENTNEHMEN · SOLLMASS; dann DIES · ZUGEBEN · PORTION; dann DIES · ZUGEBEN · ZUSATZ; dann AUSFÜHREN · SCHLIESSEN. Teilgang geschlossen.	P912-E0259|P912-E0260|P912-E0261|P912-E0262|P912-E0263
P915-C013	f55v	HERBAL	P912-E0264	P912-E0319	56	33	23	LICENSED_DY_CLOSE	daiin=NACH SOLLMASS | chedy=DIESEN POSTEN UMSETZEN | talam=EINSTELLEN · ZIEL · INNEN | ykaiin=DIES · ZUGEBEN · SOLLMASS | daiin=NACH SOLLMASS | ykair=DIES · ZUGEBEN · LAUF | cheky=KURZ BEHANDELN | daiiny=TEIL · SOLLMASS · DIES | okchd=ANSETZEN · UMSETZEN | ykain=DIES · ZUGEBEN · PORTION | sheokey=HALTEN · KURZ · ANSETZEN · KURZ · DIES | or=DER ANSATZ | ain=EINE PORTION | ch=ENTNEHMEN | kchdy=ZUGEBEN · UMSETZEN · DIES | pchal=EINSETZEN · ENTNEHMEN · ZIEL | ar=AUS DER QUELLE | aldy=ZIEL · TEIL · DIES | dary=ZWEIT · MARKIEREN · DIES | tar=EINSTELLEN · QUELLE | chedy=DIESEN POSTEN UMSETZEN | qokaiin=NACH SOLLMASS ANSETZEN | okar=AUS DER QUELLE ANSETZEN | qol=DAMIT WEITER | otar=DANACH AUS DER QUELLE | cho=SICHTBARER TEIL | ar=AUS DER QUELLE | talody=EINSTELLEN · ZIEL · AUSFÜHREN · TEIL · DIES | okar=AUS DER QUELLE ANSETZEN | y=DIESER POSTEN | ykaky=DIES · ZUGEBEN · ORT · ZUGEBEN · DIES | qokchy=DIESEN POSTEN ANSETZEN | okal=AN DER ZIELSTELLE ANSETZEN | chey=DIESER POSTEN | or=DER ANSATZ | or=DER ANSATZ | aiin=NACH SOLLMASS | okaiin=NACH SOLLMASS ANSETZEN | ykain=DIES · ZUGEBEN · PORTION | otaky=DANACH · ORT · ZUGEBEN · DIES | oaiin=AUSFÜHREN · SOLLMASS | ol=DAMIT WEITER | s=VARIANTE WAEHLEN | aiin=NACH SOLLMASS | okaiin=NACH SOLLMASS ANSETZEN | oky=DIESEN POSTEN ANSETZEN | ytaiin=DIES · EINSTELLEN · SOLLMASS | otar=DANACH AUS DER QUELLE | y=DIESER POSTEN | kal=ZUGEBEN · ZIEL | ykar=DIES · ZUGEBEN · QUELLE | ol=DAMIT WEITER | ykaiin=DIES · ZUGEBEN · SOLLMASS | cheoar=ENTNEHMEN · KURZ · AUSFÜHREN · QUELLE | cheeky=DIESEN POSTEN LÄNGER BEHANDELN | oldy=DAMIT FORTFAHREN; ENDE	NACH SOLLMASS; dann DIESEN POSTEN UMSETZEN; dann EINSTELLEN · ZIEL · INNEN; dann DIES · ZUGEBEN · SOLLMASS; dann NACH SOLLMASS; dann DIES · ZUGEBEN · LAUF; dann KURZ BEHANDELN; dann TEIL · SOLLMASS · DIES; dann ANSETZEN · UMSETZEN; dann DIES · ZUGEBEN · PORTION; dann HALTEN · KURZ · ANSETZEN · KURZ · DIES; dann DER ANSATZ; dann EINE PORTION; dann ENTNEHMEN; dann ZUGEBEN · UMSETZEN · DIES; dann EINSETZEN · ENTNEHMEN · ZIEL; dann AUS DER QUELLE; dann ZIEL · TEIL · DIES; dann ZWEIT · MARKIEREN · DIES; dann EINSTELLEN · QUELLE; dann DIESEN POSTEN UMSETZEN; dann NACH SOLLMASS ANSETZEN; dann AUS DER QUELLE ANSETZEN; dann DAMIT WEITER; dann DANACH AUS DER QUELLE; dann SICHTBARER TEIL; dann AUS DER QUELLE; dann EINSTELLEN · ZIEL · AUSFÜHREN · TEIL · DIES; dann AUS DER QUELLE ANSETZEN; dann DIESER POSTEN; dann DIES · ZUGEBEN · ORT · ZUGEBEN · DIES; dann DIESEN POSTEN ANSETZEN; dann AN DER ZIELSTELLE ANSETZEN; dann DIESER POSTEN; dann DER ANSATZ; dann DER ANSATZ; dann NACH SOLLMASS; dann NACH SOLLMASS ANSETZEN; dann DIES · ZUGEBEN · PORTION; dann DANACH · ORT · ZUGEBEN · DIES; dann AUSFÜHREN · SOLLMASS; dann DAMIT WEITER; dann VARIANTE WAEHLEN; dann NACH SOLLMASS; dann NACH SOLLMASS ANSETZEN; dann DIESEN POSTEN ANSETZEN; dann DIES · EINSTELLEN · SOLLMASS; dann DANACH AUS DER QUELLE; dann DIESER POSTEN; dann ZUGEBEN · ZIEL; dann DIES · ZUGEBEN · QUELLE; dann DAMIT WEITER; dann DIES · ZUGEBEN · SOLLMASS; dann ENTNEHMEN · KURZ · AUSFÜHREN · QUELLE; dann DIESEN POSTEN LÄNGER BEHANDELN; dann DAMIT FORTFAHREN; ENDE. Teilgang geschlossen.	P912-E0264|P912-E0265|P912-E0266|P912-E0267|P912-E0268|P912-E0269|P912-E0270|P912-E0271|P912-E0272|P912-E0273|P912-E0274|P912-E0275|P912-E0276|P912-E0277|P912-E0278|P912-E0279|P912-E0280|P912-E0281|P912-E0282|P912-E0283|P912-E0284|P912-E0285|P912-E0286|P912-E0287|P912-E0288|P912-E0289|P912-E0290|P912-E0291|P912-E0292|P912-E0293|P912-E0294|P912-E0295|P912-E0296|P912-E0297|P912-E0298|P912-E0299|P912-E0300|P912-E0301|P912-E0302|P912-E0303|P912-E0304|P912-E0305|P912-E0306|P912-E0307|P912-E0308|P912-E0309|P912-E0310|P912-E0311|P912-E0312|P912-E0313|P912-E0314|P912-E0315|P912-E0316|P912-E0317|P912-E0318|P912-E0319
P915-C014	f55v	HERBAL	P912-E0320	P912-E0334	15	10	5	PAGE_END_OPEN	aiin=NACH SOLLMASS | okal=AN DER ZIELSTELLE ANSETZEN | oltchy=FORTSETZEN · EINSTELLEN · DIES | or=DER ANSATZ | y=DIESER POSTEN | orain=ANSATZ · PORTION | daiin=NACH SOLLMASS | ar=AUS DER QUELLE | cheky=KURZ BEHANDELN | olkeechy=FORTSETZEN · ZUGEBEN · LÄNGER · ENTNEHMEN · DIES | sl=AUSWÄHLEN · LEITEN | ar=AUS DER QUELLE | aiin=NACH SOLLMASS | daiin=NACH SOLLMASS | otam=DANACH · INNEN	NACH SOLLMASS; dann AN DER ZIELSTELLE ANSETZEN; dann FORTSETZEN · EINSTELLEN · DIES; dann DER ANSATZ; dann DIESER POSTEN; dann ANSATZ · PORTION; dann NACH SOLLMASS; dann AUS DER QUELLE; dann KURZ BEHANDELN; dann FORTSETZEN · ZUGEBEN · LÄNGER · ENTNEHMEN · DIES; dann AUSWÄHLEN · LEITEN; dann AUS DER QUELLE; dann NACH SOLLMASS; dann NACH SOLLMASS; dann DANACH · INNEN. Zur Fortsetzung offen.	P912-E0320|P912-E0321|P912-E0322|P912-E0323|P912-E0324|P912-E0325|P912-E0326|P912-E0327|P912-E0328|P912-E0329|P912-E0330|P912-E0331|P912-E0332|P912-E0333|P912-E0334
P915-C015	f56r	HERBAL	P912-E0335	P912-E0340	6	3	3	LICENSED_DY_CLOSE	o=ARBEITSGANG AUSFUEHREN | chal=ENTNEHMEN · ZIEL | chchs=ENTNEHMEN · ENTNEHMEN · AUSWÄHLEN | y=DIESER POSTEN | oty=DANACH DIESER POSTEN | esedy=KURZ · AUSWÄHLEN · KURZ · SCHLIESSEN	ARBEITSGANG AUSFUEHREN; dann ENTNEHMEN · ZIEL; dann ENTNEHMEN · ENTNEHMEN · AUSWÄHLEN; dann DIESER POSTEN; dann DANACH DIESER POSTEN; dann KURZ · AUSWÄHLEN · KURZ · SCHLIESSEN. Teilgang geschlossen.	P912-E0335|P912-E0336|P912-E0337|P912-E0338|P912-E0339|P912-E0340
P915-C016	f56r	HERBAL	P912-E0341	P912-E0385	45	24	21	LICENSED_DY_CLOSE	chy=DIESER POSTEN | ychocphy=DIES · ENTNEHMEN · AUSFÜHREN · UMLEITEN · DIES | chorchy=ENTNEHMEN · ANSATZ · ENTNEHMEN · DIES | chy=DIESER POSTEN | chokchey=ANSETZEN · ENTNEHMEN · KURZ · DIES | chol=DAMIT WEITER | choly=MIT DIESEM POSTEN WEITER | korchy=ZUGEBEN · ANSATZ · ENTNEHMEN · DIES | chykey=ENTNEHMEN · DIES · ZUGEBEN · KURZ · DIES | choty=ENTNEHMEN · DANACH · DIES | shokaiin=HALTEN · ANSETZEN · SOLLMASS | olchey=MIT DIESEM POSTEN WEITER | chokchol=ANSETZEN UND WEITERFÜHREN | chey=DIESER POSTEN | keey=ZUGEBEN · LÄNGER · DIES | qokeey=LAENGER ANSETZEN | chokeey=LAENGER ANSETZEN | choksy=ANSETZEN · AUSWÄHLEN · DIES | qot=DANACH | chor=VOM ANSATZ ENTNEHMEN | chor=VOM ANSATZ ENTNEHMEN | chokor=ANSETZEN · ANSATZ | chkor=BEHANDELN · ANSATZ | chy=DIESER POSTEN | okar=AUS DER QUELLE ANSETZEN | chdy=DIESEN POSTEN UMSETZEN | chochor=TEILSTOFF · ENTNEHMEN · ANSATZ | cho=SICHTBARER TEIL | chodaly=TEILSTOFF · ZIEL · DIES | daiin=NACH SOLLMASS | ykcho=DIES · ZUGEBEN · ENTNEHMEN · AUSFÜHREN | dy=DIESER POSTEN | dchey=ENTNEHMEN · KURZ · DIES | keey=ZUGEBEN · LÄNGER · DIES | daiin=NACH SOLLMASS | y=DIESER POSTEN | sho=HALTEN · AUSFÜHREN | kchol=WEITER ZUGEBEN | otchor=DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN | choky=DIESEN POSTEN ANSETZEN | dal=ZUR ZIELSTELLE | schol=WIEDER | choy=TEILSTOFF · DIES | choky=DIESEN POSTEN ANSETZEN | cheeckhody=ENTNEHMEN · LÄNGER · DURCHLASS · AUSFÜHREN · SCHLIESSEN	DIESER POSTEN; dann DIES · ENTNEHMEN · AUSFÜHREN · UMLEITEN · DIES; dann ENTNEHMEN · ANSATZ · ENTNEHMEN · DIES; dann DIESER POSTEN; dann ANSETZEN · ENTNEHMEN · KURZ · DIES; dann DAMIT WEITER; dann MIT DIESEM POSTEN WEITER; dann ZUGEBEN · ANSATZ · ENTNEHMEN · DIES; dann ENTNEHMEN · DIES · ZUGEBEN · KURZ · DIES; dann ENTNEHMEN · DANACH · DIES; dann HALTEN · ANSETZEN · SOLLMASS; dann MIT DIESEM POSTEN WEITER; dann ANSETZEN UND WEITERFÜHREN; dann DIESER POSTEN; dann ZUGEBEN · LÄNGER · DIES; dann LAENGER ANSETZEN; dann LAENGER ANSETZEN; dann ANSETZEN · AUSWÄHLEN · DIES; dann DANACH; dann VOM ANSATZ ENTNEHMEN; dann VOM ANSATZ ENTNEHMEN; dann ANSETZEN · ANSATZ; dann BEHANDELN · ANSATZ; dann DIESER POSTEN; dann AUS DER QUELLE ANSETZEN; dann DIESEN POSTEN UMSETZEN; dann TEILSTOFF · ENTNEHMEN · ANSATZ; dann SICHTBARER TEIL; dann TEILSTOFF · ZIEL · DIES; dann NACH SOLLMASS; dann DIES · ZUGEBEN · ENTNEHMEN · AUSFÜHREN; dann DIESER POSTEN; dann ENTNEHMEN · KURZ · DIES; dann ZUGEBEN · LÄNGER · DIES; dann NACH SOLLMASS; dann DIESER POSTEN; dann HALTEN · AUSFÜHREN; dann WEITER ZUGEBEN; dann DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN; dann DIESEN POSTEN ANSETZEN; dann ZUR ZIELSTELLE; dann WIEDER; dann TEILSTOFF · DIES; dann DIESEN POSTEN ANSETZEN; dann ENTNEHMEN · LÄNGER · DURCHLASS · AUSFÜHREN · SCHLIESSEN. Teilgang geschlossen.	P912-E0341|P912-E0342|P912-E0343|P912-E0344|P912-E0345|P912-E0346|P912-E0347|P912-E0348|P912-E0349|P912-E0350|P912-E0351|P912-E0352|P912-E0353|P912-E0354|P912-E0355|P912-E0356|P912-E0357|P912-E0358|P912-E0359|P912-E0360|P912-E0361|P912-E0362|P912-E0363|P912-E0364|P912-E0365|P912-E0366|P912-E0367|P912-E0368|P912-E0369|P912-E0370|P912-E0371|P912-E0372|P912-E0373|P912-E0374|P912-E0375|P912-E0376|P912-E0377|P912-E0378|P912-E0379|P912-E0380|P912-E0381|P912-E0382|P912-E0383|P912-E0384|P912-E0385
P915-C017	f56r	HERBAL	P912-E0386	P912-E0439	54	27	27	PAGE_END_OPEN	tchoky=EINSTELLEN · ANSETZEN · DIES | kchol=WEITER ZUGEBEN | shol=WEITER HALTEN | chotchey=ENTNEHMEN · DANACH · ENTNEHMEN · KURZ · DIES | tchol=EINSTELLEN · FORTSETZEN | yt=DIES · EINSTELLEN | chor=VOM ANSATZ ENTNEHMEN | otchy=DANACH · ENTNEHMEN · DIES | chok=ANSETZEN | y=DIESER POSTEN | t=EINSTELLEN | chey=DIESER POSTEN | r=ZUSTAND MARKIEREN | okaiin=NACH SOLLMASS ANSETZEN | shy=DIESER POSTEN | kcheey=ZUGEBEN · ENTNEHMEN · LÄNGER · DIES | daiin=NACH SOLLMASS | cthol=BEREIT · FORTSETZEN | chos=TEIL BEARBEITEN UND VARIANTE WÄHLEN | chokor=ANSETZEN · ANSATZ | sh=HALTEN | cho=SICHTBARER TEIL | kchey=ZUGEBEN · ENTNEHMEN · KURZ · DIES | qokokchy=ANSETZEN · ANSETZEN · ENTNEHMEN · DIES | okchy=DIESEN POSTEN ANSETZEN | chokcheo=ANSETZEN · AUSZUG | kchal=ZUGEBEN · ENTNEHMEN · ZIEL | s=VARIANTE WAEHLEN | chol=DAMIT WEITER | chotol=ENTNEHMEN · DANACH · FORTSETZEN | qotchy=DANACH DIESER POSTEN | tcho=EINSTELLEN · ENTNEHMEN · AUSFÜHREN | tchol=EINSTELLEN · FORTSETZEN | chol=DAMIT WEITER | cthy=BIS BEREIT FUEHREN | qotchy=DANACH DIESER POSTEN | chody=DEN BEZEICHNETEN TEIL BEARBEITEN | ctho=BEREIT · AUSFÜHREN | r=ZUSTAND MARKIEREN | chey=DIESER POSTEN | kcharg=ZUGEBEN · ENTNEHMEN · QUELLE · EINMAL | chokeey=LAENGER ANSETZEN | qokcheey=ANSETZEN · ENTNEHMEN · LÄNGER · DIES | schey=AUSWÄHLEN · ENTNEHMEN · KURZ · DIES | d=DER BEZEICHNETE TEIL | aiin=NACH SOLLMASS | dy=DIESER POSTEN | sho=HALTEN · AUSFÜHREN | chokchy=ANSETZEN · ENTNEHMEN · DIES | kchoar=ZUGEBEN · ENTNEHMEN · AUSFÜHREN · QUELLE | sotodan=AUSWÄHLEN · DANACH · AUSFÜHREN · TEIL · ZUSATZ | otchey=DANACH DIESER POSTEN | keol=ZUGEBEN · KURZ · FORTSETZEN | daiin=NACH SOLLMASS	EINSTELLEN · ANSETZEN · DIES; dann WEITER ZUGEBEN; dann WEITER HALTEN; dann ENTNEHMEN · DANACH · ENTNEHMEN · KURZ · DIES; dann EINSTELLEN · FORTSETZEN; dann DIES · EINSTELLEN; dann VOM ANSATZ ENTNEHMEN; dann DANACH · ENTNEHMEN · DIES; dann ANSETZEN; dann DIESER POSTEN; dann EINSTELLEN; dann DIESER POSTEN; dann ZUSTAND MARKIEREN; dann NACH SOLLMASS ANSETZEN; dann DIESER POSTEN; dann ZUGEBEN · ENTNEHMEN · LÄNGER · DIES; dann NACH SOLLMASS; dann BEREIT · FORTSETZEN; dann TEIL BEARBEITEN UND VARIANTE WÄHLEN; dann ANSETZEN · ANSATZ; dann HALTEN; dann SICHTBARER TEIL; dann ZUGEBEN · ENTNEHMEN · KURZ · DIES; dann ANSETZEN · ANSETZEN · ENTNEHMEN · DIES; dann DIESEN POSTEN ANSETZEN; dann ANSETZEN · AUSZUG; dann ZUGEBEN · ENTNEHMEN · ZIEL; dann VARIANTE WAEHLEN; dann DAMIT WEITER; dann ENTNEHMEN · DANACH · FORTSETZEN; dann DANACH DIESER POSTEN; dann EINSTELLEN · ENTNEHMEN · AUSFÜHREN; dann EINSTELLEN · FORTSETZEN; dann DAMIT WEITER; dann BIS BEREIT FUEHREN; dann DANACH DIESER POSTEN; dann DEN BEZEICHNETEN TEIL BEARBEITEN; dann BEREIT · AUSFÜHREN; dann ZUSTAND MARKIEREN; dann DIESER POSTEN; dann ZUGEBEN · ENTNEHMEN · QUELLE · EINMAL; dann LAENGER ANSETZEN; dann ANSETZEN · ENTNEHMEN · LÄNGER · DIES; dann AUSWÄHLEN · ENTNEHMEN · KURZ · DIES; dann DER BEZEICHNETE TEIL; dann NACH SOLLMASS; dann DIESER POSTEN; dann HALTEN · AUSFÜHREN; dann ANSETZEN · ENTNEHMEN · DIES; dann ZUGEBEN · ENTNEHMEN · AUSFÜHREN · QUELLE; dann AUSWÄHLEN · DANACH · AUSFÜHREN · TEIL · ZUSATZ; dann DANACH DIESER POSTEN; dann ZUGEBEN · KURZ · FORTSETZEN; dann NACH SOLLMASS. Zur Fortsetzung offen.	P912-E0386|P912-E0387|P912-E0388|P912-E0389|P912-E0390|P912-E0391|P912-E0392|P912-E0393|P912-E0394|P912-E0395|P912-E0396|P912-E0397|P912-E0398|P912-E0399|P912-E0400|P912-E0401|P912-E0402|P912-E0403|P912-E0404|P912-E0405|P912-E0406|P912-E0407|P912-E0408|P912-E0409|P912-E0410|P912-E0411|P912-E0412|P912-E0413|P912-E0414|P912-E0415|P912-E0416|P912-E0417|P912-E0418|P912-E0419|P912-E0420|P912-E0421|P912-E0422|P912-E0423|P912-E0424|P912-E0425|P912-E0426|P912-E0427|P912-E0428|P912-E0429|P912-E0430|P912-E0431|P912-E0432|P912-E0433|P912-E0434|P912-E0435|P912-E0436|P912-E0437|P912-E0438|P912-E0439
P915-C018	f75r	BIOLOGICAL	P912-E0440	P912-E0446	7	5	2	LICENSED_DY_CLOSE	kchedykary=ZUGEBEN · UMSETZEN · DIES · ZUGEBEN · QUELLE · DIES | okeey=LAENGER ANSETZEN | qokar=AUS DER QUELLE ANSETZEN | shyk=DIES · ZUGEBEN | chedy=DIESEN POSTEN UMSETZEN | qotar=DANACH AUS DER QUELLE | shedy=ABSETZEN; ENDE	ZUGEBEN · UMSETZEN · DIES · ZUGEBEN · QUELLE · DIES; dann LAENGER ANSETZEN; dann AUS DER QUELLE ANSETZEN; dann DIES · ZUGEBEN; dann DIESEN POSTEN UMSETZEN; dann DANACH AUS DER QUELLE; dann ABSETZEN; ENDE. Teilgang geschlossen.	P912-E0440|P912-E0441|P912-E0442|P912-E0443|P912-E0444|P912-E0445|P912-E0446
P915-C019	f75r	BIOLOGICAL	P912-E0447	P912-E0451	5	3	2	LICENSED_DY_CLOSE	dain=EINE PORTION | shey=KURZ HALTEN | ly=LEITEN · DIES | ssheol=AUSWÄHLEN · HALTEN · KURZ · FORTSETZEN | qoldy=DAMIT FORTFAHREN; ENDE	EINE PORTION; dann KURZ HALTEN; dann LEITEN · DIES; dann AUSWÄHLEN · HALTEN · KURZ · FORTSETZEN; dann DAMIT FORTFAHREN; ENDE. Teilgang geschlossen.	P912-E0447|P912-E0448|P912-E0449|P912-E0450|P912-E0451
P915-C020	f75r	BIOLOGICAL	P912-E0452	P912-E0453	2	0	2	LICENSED_DY_CLOSE	chedykar=UMSETZEN · DIES · ZUGEBEN · QUELLE | chekeedy=BEHANDELN · LÄNGER · SCHLIESSEN	UMSETZEN · DIES · ZUGEBEN · QUELLE; dann BEHANDELN · LÄNGER · SCHLIESSEN. Teilgang geschlossen.	P912-E0452|P912-E0453
P915-C021	f75r	BIOLOGICAL	P912-E0454	P912-E0473	20	7	13	LICENSED_DY_CLOSE	ror=MARKIEREN · ANSATZ | qokain=EINE PORTION ANSETZEN | chal=ENTNEHMEN · ZIEL | orchey=ANSATZ · DIES | qey=KURZ · DIES | kain=ZUGEBEN · PORTION | sheeky=HALTEN · LÄNGER · ZUGEBEN · DIES | ltain=LEITEN · EINSTELLEN · PORTION | olkar=AUFFANGEN · QUELLE | or=DER ANSATZ | dackhy=ZWEIT · DURCHLASS · DIES | lkamo=LEITEN · ZUGEBEN · INNEN · AUSFÜHREN | ykeey=DIESEN POSTEN LÄNGER ZUGEBEN | lshey=LEITEN · HALTEN · KURZ · DIES | kal=ZUGEBEN · ZIEL | dy=DIESER POSTEN | shey=KURZ HALTEN | ok=ANSETZEN | shey=KURZ HALTEN | qokeedy=LAENGER ANSETZEN; ENDE	MARKIEREN · ANSATZ; dann EINE PORTION ANSETZEN; dann ENTNEHMEN · ZIEL; dann ANSATZ · DIES; dann KURZ · DIES; dann ZUGEBEN · PORTION; dann HALTEN · LÄNGER · ZUGEBEN · DIES; dann LEITEN · EINSTELLEN · PORTION; dann AUFFANGEN · QUELLE; dann DER ANSATZ; dann ZWEIT · DURCHLASS · DIES; dann LEITEN · ZUGEBEN · INNEN · AUSFÜHREN; dann DIESEN POSTEN LÄNGER ZUGEBEN; dann LEITEN · HALTEN · KURZ · DIES; dann ZUGEBEN · ZIEL; dann DIESER POSTEN; dann KURZ HALTEN; dann ANSETZEN; dann KURZ HALTEN; dann LAENGER ANSETZEN; ENDE. Teilgang geschlossen.	P912-E0454|P912-E0455|P912-E0456|P912-E0457|P912-E0458|P912-E0459|P912-E0460|P912-E0461|P912-E0462|P912-E0463|P912-E0464|P912-E0465|P912-E0466|P912-E0467|P912-E0468|P912-E0469|P912-E0470|P912-E0471|P912-E0472|P912-E0473
P915-C022	f75r	BIOLOGICAL	P912-E0474	P912-E0481	8	6	2	LICENSED_DY_CLOSE	shey=KURZ HALTEN | kar=VON DER ENTNAHMESTELLE ZUGEBEN | chey=DIESER POSTEN | ckhey=DURCHLASS · KURZ · DIES | r=ZUSTAND MARKIEREN | ain=EINE PORTION | ol=DAMIT WEITER | olsheedy=FORTSETZEN · HALTEN · LÄNGER · SCHLIESSEN	KURZ HALTEN; dann VON DER ENTNAHMESTELLE ZUGEBEN; dann DIESER POSTEN; dann DURCHLASS · KURZ · DIES; dann ZUSTAND MARKIEREN; dann EINE PORTION; dann DAMIT WEITER; dann FORTSETZEN · HALTEN · LÄNGER · SCHLIESSEN. Teilgang geschlossen.	P912-E0474|P912-E0475|P912-E0476|P912-E0477|P912-E0478|P912-E0479|P912-E0480|P912-E0481
P915-C023	f75r	BIOLOGICAL	P912-E0482	P912-E0490	9	6	3	LICENSED_DY_CLOSE	qokeey=LAENGER ANSETZEN | qoky=DIESEN POSTEN ANSETZEN | pcheykeeor=EINSETZEN · DIES · ZUGEBEN · LÄNGER · ANSATZ | olky=AUFFANGEN · DIES | dar=AUS DEM BEZEICHNETEN TEIL | okey=KURZ ANSETZEN | qokain=EINE PORTION ANSETZEN | chcthy=ENTNEHMEN · BEREIT · DIES | qokeedy=LAENGER ANSETZEN; ENDE	LAENGER ANSETZEN; dann DIESEN POSTEN ANSETZEN; dann EINSETZEN · DIES · ZUGEBEN · LÄNGER · ANSATZ; dann AUFFANGEN · DIES; dann AUS DEM BEZEICHNETEN TEIL; dann KURZ ANSETZEN; dann EINE PORTION ANSETZEN; dann ENTNEHMEN · BEREIT · DIES; dann LAENGER ANSETZEN; ENDE. Teilgang geschlossen.	P912-E0482|P912-E0483|P912-E0484|P912-E0485|P912-E0486|P912-E0487|P912-E0488|P912-E0489|P912-E0490
P915-C024	f75r	BIOLOGICAL	P912-E0491	P912-E0492	2	2	0	LICENSED_DY_CLOSE	qoky=DIESEN POSTEN ANSETZEN | pchedy=EINSETZEN, UMSETZEN; ENDE	DIESEN POSTEN ANSETZEN; dann EINSETZEN, UMSETZEN; ENDE. Teilgang geschlossen.	P912-E0491|P912-E0492
P915-C025	f75r	BIOLOGICAL	P912-E0493	P912-E0493	1	0	1	LICENSED_DY_CLOSE	qokshdy=ANSETZEN · HALTEN · SCHLIESSEN	ANSETZEN · HALTEN · SCHLIESSEN. Teilgang geschlossen.	P912-E0493
P915-C026	f75r	BIOLOGICAL	P912-E0494	P912-E0503	10	7	3	LICENSED_DY_CLOSE	ytain=DIES · EINSTELLEN · PORTION | chedy=DIESEN POSTEN UMSETZEN | qokar=AUS DER QUELLE ANSETZEN | chy=DIESER POSTEN | lol=LEITEN · FORTSETZEN | chedy=DIESEN POSTEN UMSETZEN | qoky=DIESEN POSTEN ANSETZEN | sor=ZUBEREITUNGSVARIANTE | chey=DIESER POSTEN | qokardy=ANSETZEN · QUELLE · SCHLIESSEN	DIES · EINSTELLEN · PORTION; dann DIESEN POSTEN UMSETZEN; dann AUS DER QUELLE ANSETZEN; dann DIESER POSTEN; dann LEITEN · FORTSETZEN; dann DIESEN POSTEN UMSETZEN; dann DIESEN POSTEN ANSETZEN; dann ZUBEREITUNGSVARIANTE; dann DIESER POSTEN; dann ANSETZEN · QUELLE · SCHLIESSEN. Teilgang geschlossen.	P912-E0494|P912-E0495|P912-E0496|P912-E0497|P912-E0498|P912-E0499|P912-E0500|P912-E0501|P912-E0502|P912-E0503
