event_id	record_unit_id	statement_id	field_id	page	locus	fresh_surface	master_card_id	atomic_gloss_de	terminal_scope	atomic_reading	sentence_expansion_de	reverse_identity_match
E188	B2	B2-S006	F052	f82r	f82r.4	qoky	MC026	einsetzen	NONCLOSE	einsetzen	Setze den Posten ein	YES
E189	B2	B2-S007	F053	f82r	f82r.7	dshedy	MC138	Frischspülung	TERMINAL	Frischspülung;	Lass frische Spülflüssigkeit ein	YES
E190	B2	B2-S008	F054	f82r	f82r.7	otaiin	MC060	Folgemaß	NONCLOSE	Folgemaß	Arbeite danach nach dem nächsten Maß	YES
E191	B2	B2-S008	F054	f82r	f82r.7	qokar	MC044	Quelleinsatz	NONCLOSE	Quelleinsatz	Setze den Quellposten ein	YES
E192	B2	B2-S008	F054	f82r	f82r.7	cheedy	MC128	Kurzabsetzung	TERMINAL	Kurzabsetzung;	Lass ihn kurz absetzen	YES
E193	B2	B2-S009	F055	f82r	f82r.7	solshedy	MC149	Folgeabsetzen	TERMINAL	Folgeabsetzen;	Lass danach den nächsten Posten absetzen	YES
E194	B2	B2-S010	F056	f82r	f82r.7	qokeey	MC002	Langkontakt	NONCLOSE	Langkontakt	Lass ihn länger einwirken	YES
E195	B2	B2-S010	F056	f82r	f82r.7	qoky	MC026	einsetzen	NONCLOSE	einsetzen	Setze den Posten ein	YES
E196	B2	B2-S010	F056	f82r	f82r.7	ls	MC065	Auslass	NONCLOSE	Auslass	Führe zum Auslass	YES
E197	B2	B2-S010	F056	f82r	f82r.7	cheey	MC119	Klarlauf	NONCLOSE	Klarlauf	Nimm den klaren Ablauf	YES
E198	B2	B2-S011	F057	f82r	f82r.19	qokain	MC017	Zugabe	NONCLOSE	Zugabe	Gib einen Anteil zu	YES
E199	B2	B2-S011	F057	f82r	f82r.19	char	MC055	davon	NONCLOSE	davon	Nimm davon	YES
E200	B2	B2-S011	F057	f82r	f82r.19	qokain	MC017	Zugabe	NONCLOSE	Zugabe	Gib einen Anteil zu	YES
E201	B2	B2-S011	F057	f82r	f82r.19	qokeedy	MC082	Langkontakt	TERMINAL	Langkontakt;	Lass ihn lange einwirken	YES
E202	B2	B2-S012	F058	f82r	f82r.19	lchy	MC008	Abführgut	NONCLOSE	Abführgut	Nimm das abzuführende Gut	YES
E203	B2	B2-S012	F059	f82r	f82r.23	cheey	MC119	Klarlauf	NONCLOSE	Klarlauf	Nimm den klaren Ablauf	YES
E204	B2	B2-S012	F059	f82r	f82r.23	qcthey	MC073	Kurzvorbereitung	NONCLOSE	Kurzvorbereitung	Bereite ihn kurz vor	YES
E205	B2	B2-S012	F059	f82r	f82r.23	qokeey	MC002	Langkontakt	NONCLOSE	Langkontakt	Lass ihn länger einwirken	YES
E206	B2	B2-S012	F059	f82r	f82r.23	lcheey	MC066	Klarabzug	NONCLOSE	Klarabzug	Ziehe den klaren Anteil ab	YES
E207	B2	B2-S012	F059	f82r	f82r.23	aiin	MC039	Sollmaß	NONCLOSE	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	YES
E208	B2	B2-S012	F059	f82r	f82r.23	y	MC123	dies	NONCLOSE	dies	Halte diesen Posten aktiv	YES
E209	B2	B2-S012	F059	f82r	f82r.23	qokeeedy	MC140	Volleinsatz	TERMINAL	Volleinsatz;	Setze ihn vollständig ein	YES
E210	B2	B2-S013	F060	f82r	f82r.23	lchedy	MC155	abführen	TERMINAL	abführen;	Führe ihn ab	YES
E211	B2	B2-S014	F061	f82r	f82r.23	lar	MC029	Quellabzug	NONCLOSE	Quellabzug	Ziehe ihn aus der Quelle ab	YES
E212	B2	B2-S015	F062	f82r	f82r.26	tshey	MC141	Folgeklarlauf	NONCLOSE	Folgeklarlauf	Nimm danach den klaren Ablauf	YES
E213	B2	B2-S015	F062	f82r	f82r.26	qokeedy	MC082	Langkontakt	TERMINAL	Langkontakt;	Lass ihn lange einwirken	YES
E214	B2	B2-S016	F063	f82r	f82r.26	al	MC154	dorthin	NONCLOSE	dorthin	Führe ihn dorthin	YES
E215	B2	B2-S016	F063	f82r	f82r.26	lchedar	MC011	Quellabführung	NONCLOSE	Quellabführung	Führe ihn von der Quelle ab	YES
E216	B2	B2-S016	F063	f82r	f82r.26	ches	MC152	teilen	NONCLOSE	teilen	Teile den Posten	YES
E217	B2	B2-S016	F063	f82r	f82r.26	aiin	MC039	Sollmaß	NONCLOSE	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	YES
E218	B2	B2-S016	F063	f82r	f82r.26	oteey	MC063	Langfolge	NONCLOSE	Langfolge	Führe ihn länger im Folgegang weiter	YES
E219	B2	B2-S016	F063	f82r	f82r.26	qokaiin	MC120	bemessen	NONCLOSE	bemessen	Messe den Posten ab	YES
E220	B2	B2-S016	F063	f82r	f82r.26	qokey	MC007	Kurzkontakt	NONCLOSE	Kurzkontakt	Lass ihn kurz einwirken	YES
E221	B2	B2-S016	F064	f82r	f82r.27	pchedy	MC070	Zuführung	TERMINAL	Zuführung;	Führe ihn zu	YES
E222	B2	B2-S017	F065	f82r	f82r.27	rsheal	MC102	Zielkurzhalt	NONCLOSE	Zielkurzhalt	Halte den zugeführten Posten kurz am Ziel	YES
E223	B2	B2-S017	F065	f82r	f82r.27	daldy	MC079	Zielschluss	TERMINAL	Zielschluss;	Schließe den Schritt am Ziel ab	YES
E224	B2	B2-S018	F066	f82r	f82r.27	qokeedy	MC082	Langkontakt	TERMINAL	Langkontakt;	Lass ihn lange einwirken	YES
E225	B2	B2-S019	F067	f82r	f82r.27	rshedy	MC084	Vollwaschung	TERMINAL	Vollwaschung;	Wasche ihn vollständig	YES
E226	B2	B2-S020	F068	f82r	f82r.27	qoteedy	MC173	Langfolgestufe	TERMINAL	Langfolgestufe;	Führe die lange Folgestufe aus	YES
E227	B2	B2-S021	F069	f82r	f82r.27	qokeedy	MC082	Langkontakt	TERMINAL	Langkontakt;	Lass ihn lange einwirken	YES
E228	B2	B2-S022	F070	f82r	f82r.27	lochedy	MC167	Abführung	TERMINAL	Abführung;	Führe ihn ab	YES
E229	B3	B3-S001	F071	f83r	f83r.3	solkeedy	MC045	Langsammlung	TERMINAL	Langsammlung;	Sammle ihn lange	YES
E230	B3	B3-S002	F072	f83r	f83r.3	qotal	MC093	Folgeziel	NONCLOSE	Folgeziel	Führe ihn danach dorthin	YES
E231	B3	B3-S002	F072	f83r	f83r.3	chkeedy	MC110	Langwärmen	TERMINAL	Langwärmen;	Wärme ihn lange	YES
E232	B3	B3-S003	F073	f83r	f83r.3	dy	MC123	dies	NONCLOSE	dies	Halte diesen Posten aktiv	YES
E233	B3	B3-S003	F073	f83r	f83r.3	daiin	MC039	Sollmaß	NONCLOSE	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	YES
E234	B3	B3-S003	F073	f83r	f83r.3	dy	MC123	dies	NONCLOSE	dies	Halte diesen Posten aktiv	YES
E235	B3	B3-S003	F073	f83r	f83r.3	lchedy	MC155	abführen	TERMINAL	abführen;	Führe ihn ab	YES
E236	B3	B3-S004	F074	f83r	f83r.3	qokaiin	MC120	bemessen	NONCLOSE	bemessen	Messe den Posten ab	YES
E237	B3	B3-S004	F074	f83r	f83r.3	otal	MC093	Folgeziel	NONCLOSE	Folgeziel	Führe ihn danach dorthin	YES
E238	B3	B3-S004	F074	f83r	f83r.3	dar	MC055	davon	NONCLOSE	davon	Nimm davon	YES
E239	B3	B3-S005	F075	f83r	f83r.6	schedy	MC025	überführen	TERMINAL	überführen;	Führe den Posten über	YES
E240	B3	B3-S006	F076	f83r	f83r.6	chedchy	MC064	Postentransfer	NONCLOSE	Postentransfer	Führe den aktuellen Posten über	YES
E241	B3	B3-S006	F076	f83r	f83r.6	okal	MC040	Orteinsatz	NONCLOSE	Orteinsatz	Setze ihn dort ein	YES
E242	B3	B3-S006	F076	f83r	f83r.6	olchedy	MC028	weiterführen	TERMINAL	weiterführen;	Führe ihn weiter	YES
E243	B3	B3-S007	F077	f83r	f83r.6	qokaiin	MC120	bemessen	NONCLOSE	bemessen	Messe den Posten ab	YES
E244	B3	B3-S007	F077	f83r	f83r.6	chedy	MC074	überführen	NONCLOSE	überführen	Führe den Posten über	YES
E245	B3	B3-S007	F077	f83r	f83r.6	qokeedy	MC082	Langkontakt	TERMINAL	Langkontakt;	Lass ihn lange einwirken	YES
E246	B3	B3-S008	F078	f83r	f83r.6	lchedy	MC155	abführen	TERMINAL	abführen;	Führe ihn ab	YES
E247	B3	B3-S009	F079	f83r	f83r.6	qoky	MC026	einsetzen	NONCLOSE	einsetzen	Setze den Posten ein	YES
E248	B3	B3-S010	F080	f83r	f83r.8	pchedal	MC126	Zielzuführung	NONCLOSE	Zielzuführung	Führe ihn dem Ziel zu	YES
E249	B3	B3-S010	F080	f83r	f83r.8	otedy	MC135	Kurzfolge	TERMINAL	Kurzfolge;	Führe ihn kurz zum Folgeschritt weiter	YES
E250	B3	B3-S011	F081	f83r	f83r.8	shecthedchy	MC043	Vorbereitungstransfer	NONCLOSE	Vorbereitungstransfer	Führe die vorbereitete Portion über	YES
E251	B3	B3-S011	F081	f83r	f83r.8	choky	MC026	einsetzen	NONCLOSE	einsetzen	Setze den Posten ein	YES
E252	B3	B3-S011	F081	f83r	f83r.8	chedy	MC074	überführen	NONCLOSE	überführen	Führe den Posten über	YES
E253	B3	B3-S011	F081	f83r	f83r.8	chary	MC009	Quellposten	NONCLOSE	Quellposten	Nimm den Posten aus der Quelle	YES
E254	B3	B3-S012	F082	f83r	f83r.11	sor	MC080	Ansatz	NONCLOSE	Ansatz	Verwende den Ansatz	YES
E255	B3	B3-S012	F082	f83r	f83r.11	tedy	MC128	Kurzabsetzung	TERMINAL	Kurzabsetzung;	Lass ihn kurz absetzen	YES
E256	B3	B3-S013	F083	f83r	f83r.11	qokaiin	MC120	bemessen	NONCLOSE	bemessen	Messe den Posten ab	YES
E257	B3	B3-S013	F083	f83r	f83r.11	chkain	MC105	Portion	NONCLOSE	Portion	Nimm eine Portion	YES
E258	B3	B3-S013	F083	f83r	f83r.11	qcthey	MC073	Kurzvorbereitung	NONCLOSE	Kurzvorbereitung	Bereite ihn kurz vor	YES
E259	B3	B3-S013	F083	f83r	f83r.11	qokedy	MC083	Kurzkontakt	TERMINAL	Kurzkontakt;	Lass ihn kurz einwirken	YES
E260	B3	B3-S014	F084	f83r	f83r.11	okair	MC081	Laufeinsatz	NONCLOSE	Laufeinsatz	Setze ihn in den Lauf ein	YES
E261	B3	B3-S014	F084	f83r	f83r.11	sheedy	MC003	Langabsetzen	TERMINAL	Langabsetzen;	Lass ihn lange absetzen	YES
E262	B3	B3-S015	F085	f83r	f83r.11	lchedy	MC155	abführen	TERMINAL	abführen;	Führe ihn ab	YES
E263	B3	B3-S016	F086	f83r	f83r.11	lo	MC030	Abzug	NONCLOSE	Abzug	Ziehe ihn ab	YES
E264	B3	B3-S016	F087	f83r	f83r.14	okchedy	MC005	Rücktransfer	TERMINAL	Rücktransfer;	Führe den vorigen Posten über	YES
E265	B3	B3-S017	F088	f83r	f83r.14	qokeedy	MC082	Langkontakt	TERMINAL	Langkontakt;	Lass ihn lange einwirken	YES
E266	B3	B3-S018	F089	f83r	f83r.14	tedy	MC128	Kurzabsetzung	TERMINAL	Kurzabsetzung;	Lass ihn kurz absetzen	YES
E267	B3	B3-S019	F090	f83r	f83r.14	qokshedy	MC151	Einsatzabsetzen	TERMINAL	Einsatzabsetzen;	Lass ihn nach dem Einsatz absetzen	YES
E268	B3	B3-S020	F091	f83r	f83r.14	dal	MC154	dorthin	NONCLOSE	dorthin	Führe ihn dorthin	YES
E269	B3	B3-S020	F091	f83r	f83r.14	lchedy	MC155	abführen	TERMINAL	abführen;	Führe ihn ab	YES
E270	B3	B3-S021	F092	f83r	f83r.14	qokaiin	MC120	bemessen	NONCLOSE	bemessen	Messe den Posten ab	YES
E271	B3	B3-S021	F092	f83r	f83r.14	checthy	MC161	bereit	NONCLOSE	bereit	Halte ihn bereit	YES
E272	B3	B3-S021	F092	f83r	f83r.14	dal	MC154	dorthin	NONCLOSE	dorthin	Führe ihn dorthin	YES
E273	B3	B3-S021	F092	f83r	f83r.14	dy	MC123	dies	NONCLOSE	dies	Halte diesen Posten aktiv	YES
E274	B3	B3-S021	F093	f83r	f83r.15	saiin	MC039	Sollmaß	NONCLOSE	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	YES
E275	B3	B3-S021	F093	f83r	f83r.15	shedal	MC113	Zielabsetzung	NONCLOSE	Zielabsetzung	Lass ihn am Ziel absetzen	YES
E276	B3	B3-S021	F093	f83r	f83r.15	shecthy	MC137	Kurzvorbereitung	NONCLOSE	Kurzvorbereitung	Bereite ihn kurz vor	YES
E277	B3	B3-S021	F093	f83r	f83r.15	dy	MC123	dies	NONCLOSE	dies	Halte diesen Posten aktiv	YES
E278	B3	B3-S021	F093	f83r	f83r.15	dal	MC154	dorthin	NONCLOSE	dorthin	Führe ihn dorthin	YES
E279	B3	B3-S021	F093	f83r	f83r.15	checthy	MC161	bereit	NONCLOSE	bereit	Halte ihn bereit	YES
E280	B3	B3-S021	F093	f83r	f83r.15	dalchdy	MC031	Zieltransfer	TERMINAL	Zieltransfer;	Führe ihn zum Ziel über	YES
E281	B3	B3-S022	F094	f83r	f83r.15	qotchedy	MC057	Folgetransfer	TERMINAL	Folgetransfer;	Führe danach den nächsten Posten über	YES
E282	B3	B3-S023	F095	f83r	f83r.15	lchedy	MC155	abführen	TERMINAL	abführen;	Führe ihn ab	YES
E283	B3	B3-S024	F096	f83r	f83r.16	schedy	MC025	überführen	TERMINAL	überführen;	Führe den Posten über	YES
E284	B3	B3-S025	F097	f83r	f83r.16	qokchdy	MC088	Neueinsatz	TERMINAL	Neueinsatz;	Setze einen neuen Posten ein	YES
E285	B3	B3-S026	F098	f83r	f83r.16	cheedar	MC042	Quelltransfer	NONCLOSE	Quelltransfer	Führe ihn von der Quelle über	YES
E286	B3	B3-S026	F098	f83r	f83r.16	chldaiin	MC144	Sollabsetzung	NONCLOSE	Sollabsetzung	Lass ihn bis zum Sollstand absetzen	YES
E287	B3	B3-S026	F098	f83r	f83r.16	chedy	MC074	überführen	NONCLOSE	überführen	Führe den Posten über	YES
E288	B3	B3-S026	F098	f83r	f83r.16	okain	MC017	Zugabe	NONCLOSE	Zugabe	Gib einen Anteil zu	YES
E289	B3	B3-S026	F098	f83r	f83r.16	checthy	MC161	bereit	NONCLOSE	bereit	Halte ihn bereit	YES
E290	B3	B3-S026	F098	f83r	f83r.16	chealror	MC146	Zielbereitung	NONCLOSE	Zielbereitung	Stelle ihn am Zielgefäß bereit	YES
E291	B3	B3-S026	F099	f83r	f83r.20	solkeedy	MC045	Langsammlung	TERMINAL	Langsammlung;	Sammle ihn lange	YES
E292	B3	B3-S027	F100	f83r	f83r.20	qoteedy	MC173	Langfolgestufe	TERMINAL	Langfolgestufe;	Führe die lange Folgestufe aus	YES
E293	B3	B3-S028	F101	f83r	f83r.20	qokeey	MC002	Langkontakt	NONCLOSE	Langkontakt	Lass ihn länger einwirken	YES
E294	B3	B3-S028	F101	f83r	f83r.20	qokedy	MC083	Kurzkontakt	TERMINAL	Kurzkontakt;	Lass ihn kurz einwirken	YES
E295	B3	B3-S029	F102	f83r	f83r.20	qol	MC153	weiter	NONCLOSE	weiter	Arbeite weiter	YES
E296	B3	B3-S029	F102	f83r	f83r.20	cheeety	MC094	Vollteil	NONCLOSE	Vollteil	Nimm den ganzen bezeichneten Teil	YES
