master_card_id	canonical_form	registered_surfaces	atomic_gloss_de	terminal_scope	atomic_plus_scope_key	component_recipe	grade_instruction	form_selector	old_short_value_de	sentence_expansion_de	gloss_layer	semantic_rule_de
MC076	dsheol	dsheol	Kurzhalt	NONCLOSE	Kurzhalt|NONCLOSE	F_E_GRADE+F_OL	E_SHORT	DEFAULT_FOR_RECIPE	Kurzhalt	Halte ihn kurz	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC078	olsaly	olsaly	Zwischenziel	NONCLOSE	Zwischenziel|NONCLOSE	F_AL+F_Y	NO_GRADE	SELECT_MC078	Zwischenziel	Führe zum Zwischenziel	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC079	daldy	daldy	Zielschluss	TERMINAL	Zielschluss|TERMINAL	F_AL+F_DY	NO_GRADE	UNIQUE_RECIPE	Zielschluss	Schließe den Schritt am Ziel ab	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC080	chor	chor|or|shor|sor	Ansatz	NONCLOSE	Ansatz|NONCLOSE	F_OR	NO_GRADE	UNIQUE_RECIPE	Ansatz	Verwende den Ansatz	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC081	okair	okair	Laufeinsatz	NONCLOSE	Laufeinsatz|NONCLOSE	F_AIR+F_OK	NO_GRADE	UNIQUE_RECIPE	Laufeinsatz	Setze ihn in den Lauf ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC082	qokeedy	qokeedy	Langkontakt	TERMINAL	Langkontakt|TERMINAL	F_DY+F_E_GRADE+F_OK	EE_LONG	UNIQUE_RECIPE	lange einwirken	Lass ihn lange einwirken	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC083	qokedy	qokedy	Kurzkontakt	TERMINAL	Kurzkontakt|TERMINAL	F_DY+F_E_GRADE+F_OK	E_SHORT	UNIQUE_RECIPE	kurz einwirken	Lass ihn kurz einwirken	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC084	rshedy	rshedy	Vollwaschung	TERMINAL	Vollwaschung|TERMINAL	W_MC084	NO_GRADE	UNIQUE_RECIPE	Vollwaschung	Wasche ihn vollständig	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC086	chety	chety|chty	Teil	NONCLOSE	Teil|NONCLOSE	F_TY	NO_GRADE	UNIQUE_RECIPE	Teil	Nimm den bezeichneten Teil	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC088	qokchdy	qokchdy	Neueinsatz	TERMINAL	Neueinsatz|TERMINAL	F_CHED_TRANSFER+F_DY+F_OK	NO_GRADE	DEFAULT_FOR_RECIPE	neuen Posten einsetzen	Setze einen neuen Posten ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC089	skar	skar	Quellausguss	NONCLOSE	Quellausguss|NONCLOSE	F_AR	NO_GRADE	SELECT_MC089	Quellausguss	Gieße ihn von der Quellseite zu	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC091	dairydy	dairydy	Laufschluss	TERMINAL	Laufschluss|TERMINAL	F_AIR+F_DY+F_Y	NO_GRADE	UNIQUE_RECIPE	Laufschluss	Schließe den Lauf ab	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC092	lol	lol	Weiterabzug	NONCLOSE	Weiterabzug|NONCLOSE	F_L+F_OL	NO_GRADE	UNIQUE_RECIPE	Weiterabzug	Ziehe ihn weiter ab	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC093	otal	otal|qotal	Folgeziel	NONCLOSE	Folgeziel|NONCLOSE	F_AL+F_OT	NO_GRADE	UNIQUE_RECIPE	danach dorthin	Führe ihn danach dorthin	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC094	cheeety	cheeety	Vollteil	NONCLOSE	Vollteil|NONCLOSE	F_E_GRADE+F_TY	EEE_FULL	UNIQUE_RECIPE	Vollteil	Nimm den ganzen bezeichneten Teil	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC095	sheey	sheey	Langhalt	NONCLOSE	Langhalt|NONCLOSE	F_E_GRADE+F_Y	EE_LONG	UNIQUE_RECIPE	Langhalt	Halte ihn lange	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC096	qokeedal	qokeedal	Ziellanghalt	NONCLOSE	Ziellanghalt|NONCLOSE	F_AL+F_E_GRADE+F_OK	EE_LONG	UNIQUE_RECIPE	Langer Zieleinsatz	Setze ihn lange am Ziel ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC097	olkain	olkain|qolkain	Folgeportion	NONCLOSE	Folgeportion|NONCLOSE	F_AIN+F_OL	NO_GRADE	UNIQUE_RECIPE	weiterer Anteil	Nimm einen weiteren Anteil	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC101	ldalor	ldalor	Endziel	NONCLOSE	Endziel|NONCLOSE	F_AL+F_L	NO_GRADE	UNIQUE_RECIPE	Endziel	Führe bis zum Endziel	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC102	rsheal	rsheal	Zielkurzhalt	NONCLOSE	Zielkurzhalt|NONCLOSE	F_AL+F_E_GRADE	E_SHORT	UNIQUE_RECIPE	Kurzhalt am Ziel	Halte den zugeführten Posten kurz am Ziel	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC105	chkain	chkain|kain	Portion	NONCLOSE	Portion|NONCLOSE	F_AIN	NO_GRADE	UNIQUE_RECIPE	Portion	Nimm eine Portion	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC106	teol	teol	Kurzfortgang	NONCLOSE	Kurzfortgang|NONCLOSE	F_E_GRADE+F_OL	E_SHORT	SELECT_MC106	kurz weiterführen	Führe ihn kurz weiter	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC109	ytey	ytey	Kurzteil	NONCLOSE	Kurzteil|NONCLOSE	W_MC109	NO_GRADE	UNIQUE_RECIPE	Kurzteil	Nimm einen kleinen Teil	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC110	chkeedy	chkeedy	Langwärmen	TERMINAL	Langwärmen|TERMINAL	F_CHK+F_DY+F_E_GRADE	EE_LONG	UNIQUE_RECIPE	Langwärmen	Wärme ihn lange	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
