audit_id	round	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_exact	split_normalized	before_state	before_gloss	after_gloss	known_other_tokens	local_before_de	local_after_de	flags	hard_collision	verdict	review_reason
G642-A01-011	1	cheol	f102v2	f102v2.21	P	A	1	6	MEDIAL	okeeor	os	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo	ycheey s odeeeey okeeor cheol or oiin oeees okear chey keey saiin oteos	ycheey s odeey okeeor cheol os oiin oeees okear chey keey s aiin oteo	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[ycheey:?] | [s:?] | [od:?] | [eey:?] | [okeeor:?] | [cheol:?] | [os:?] | [oiin:?] | [oeees:?] | [okear:?] | [chey:?] | [keey:?] | Samen/Saatgut, Typ/Charge III | [oteo:?]	[ycheey:?] | [s:?] | [od:?] | [eey:?] | [okeeor:?] | trockener Drogenstoff | [os:?] | [oiin:?] | [oeees:?] | [okear:?] | [chey:?] | [keey:?] | Samen/Saatgut, Typ/Charge III | [oteo:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-012	1	cheol	f102v2	f102v2.22	P	A	1	4	MEDIAL	aiin	s	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	doin or oiin cheol soiir chol sheey qockhy ol keor okeody okeor chos	d in or aiin cheol s oiir chol sheey qockhy ol keor okeody okeor cho	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	6	Grad-/Maßwert II | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III | [cheol:?] | [s:?] | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht, Bindungsstufe II | [qockhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keo:?] | [r:?] | [okeody:?] | [okeor:?] | [cho:?]	Grad-/Maßwert II | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III | trockener Drogenstoff | [s:?] | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht, Bindungsstufe II | [qockhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keo:?] | [r:?] | [okeody:?] | [okeor:?] | [cho:?]	ACTIVE_SCOPE_RIVAL	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-013	1	cheol	f103r	f103r.41	S	B	3	1	INITIAL	<BOS>	sheeey	cheol sheeey qotey oteeal oteedy shet sho keeo s shey qokeedy qokal dal	cheol sheeey qotey oteeal oteedy shetsho keeos shey qokeedy qokal dal	cheol sheeey qotey oteeal oteedy etsho keeosshey qokee y qokal dal	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	[cheol:?] | [sheeey:?] | [qotey:?] | [oteeal:?] | [oteedy:?] | [shet:?] | feuchter Ansatz | [keeo:?] | [s:?] | feucht, attributiv gebunden | heißer Zustand, Bindungsstufe II | heiße Substanz | [dal:?]	trockener Drogenstoff | [sheeey:?] | [qotey:?] | [oteeal:?] | [oteedy:?] | [shet:?] | feuchter Ansatz | [keeo:?] | [s:?] | feucht, attributiv gebunden | heißer Zustand, Bindungsstufe II | heiße Substanz | [dal:?]	MOIST_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-014	1	cheol	f103r	f103r.46	S	B	3	4	MEDIAL	qokeey	chorol	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan	chol keey qokeey cheol chorol shedy qokeey qokeey ol laiin chedan	cholkeey qokeey cheol chorol shedy qokeey qokeey ol l iin che an	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	trocken; nominal trockenes Gut/Material | [keey:?] | [qokeey:?] | [cheol:?] | [chorol:?] | [shedy:?] | [qokeey:?] | [qokeey:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenholzzubereitung, Form III | [chedan:?]	trocken; nominal trockenes Gut/Material | [keey:?] | [qokeey:?] | trockener Drogenstoff | [chorol:?] | [shedy:?] | [qokeey:?] | [qokeey:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenholzzubereitung, Form III | [chedan:?]	ACTIVE_SCOPE_RIVAL|HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-015	1	cheol	f103v	f103v.6	S	B	3	4	MEDIAL	qokeedy	qoeeor	dain shey qokeedy cheol qoeeor lshor qoky shedy qokaiin chedy qokam	doin shey qokeedy cheol qoeeor lshor qoky shedy qokaiin chedy qokam	dain shey qokeedy cheol qoeeor lshor qoky shedy qokaiin che y qokam	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	6	Grad-/Maßwert II | feucht, attributiv gebunden | heißer Zustand, Bindungsstufe II | [cheol:?] | [qoeeor:?] | [lshor:?] | heiße Grundform | [shedy:?] | heiß, Grad III | getrockneter Zustand | [qokam:?]	Grad-/Maßwert II | feucht, attributiv gebunden | heißer Zustand, Bindungsstufe II | trockener Drogenstoff | [qoeeor:?] | [lshor:?] | heiße Grundform | [shedy:?] | heiß, Grad III | getrockneter Zustand | [qokam:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-016	1	cheol	f104r	f104r.32	S	B	3	5	MEDIAL	otechshy	kaiin	ysheeody qocth okshey otechshy cheol kaiin shoda lkaiin cheodain qokar alchd	ysheeody qoete okshey otechshy cheol kaiin shoda lkaiin cheodain qokar alchd	ysheeody qocth okshey otechshy cheol taiin shoda lkaiin cheo ain qokar alchd	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[ysheeody:?] | [qocth:?] | [okshey:?] | [otechshy:?] | [cheol:?] | heiß, Grad III | [shoda:?] | [lkaiin:?] | [cheodain:?] | heiße Portion | [alchd:?]	[ysheeody:?] | [qocth:?] | [okshey:?] | [otechshy:?] | trockener Drogenstoff | heiß, Grad III | [shoda:?] | [lkaiin:?] | [cheodain:?] | heiße Portion | [alchd:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-017	1	cheol	f104r	f104r.35	S	B	3	7	MEDIAL	chol	olaly	yshoiin qocheol chedaiin qodal chey chol cheol olaly	yshoiin qocheeol chedaiin qodal chey chol cheol olaly	yshoiin qocheol chedaiin qodal chey chol cheol olaly	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[yshoiin:?] | [qocheol:?] | [chedaiin:?] | [qodal:?] | [chey:?] | trocken; nominal trockenes Gut/Material | [cheol:?] | [olaly:?]	[yshoiin:?] | [qocheol:?] | [chedaiin:?] | [qodal:?] | [chey:?] | trocken; nominal trockenes Gut/Material | trockener Drogenstoff | [olaly:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-018	1	cheol	f104r	f104r.44	S	B	3	6	MEDIAL	ar	olkair	okcheochy cheey qoeedaiin qokeey ar cheol olkair qokaiin otaiin okam	okcheochy cheey qoeedaiin qokeey ar cheol olkair qokoiin otaiin okam	okcheochy cheey qoeedaiin qokeey ar cheol olkair qok iin otaiin okam	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[okcheochy:?] | [cheey:?] | [qoeedaiin:?] | [qokeey:?] | [ar:?] | [cheol:?] | [olkair:?] | heiß, Grad III | kalt im Zubereitungsrahmen, Grad III | [okam:?]	[okcheochy:?] | [cheey:?] | [qoeedaiin:?] | [qokeey:?] | [ar:?] | trockener Drogenstoff | [olkair:?] | heiß, Grad III | kalt im Zubereitungsrahmen, Grad III | [okam:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-019	1	cheol	f104v	f104v.12	S	B	3	10	MEDIAL	l	par	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteo chotchs cheeta oteeey otee y qoty ched l cheol par oltedy chedam	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[polchechy:?] | [oteoy:?] | [chotchs:?] | [cheeta:?] | [oteeey:?] | [oteedy:?] | kalt, Grundform | [ched:?] | [l:?] | [cheol:?] | Pulverfraktion I | [oltedy:?] | [chedam:?]	[polchechy:?] | [oteoy:?] | [chotchs:?] | [cheeta:?] | [oteeey:?] | [oteedy:?] | kalt, Grundform | [ched:?] | [l:?] | trockener Drogenstoff | Pulverfraktion I | [oltedy:?] | [chedam:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-020	1	cheol	f104v	f104v.17	S	B	3	12	FINAL	ain	<EOS>	ycheechy cheey cheos s otkchedy cholkchy qotchdy qotol sheedy or ain cheol	ycheechy cheey cheos air otkchedy cholkchy qotchdy qotol sheedy orain cheol	ycheechy cheey cheos s otkchedy chol chy qotchdy qotol sheedy or ain cheol	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	[ycheechy:?] | [cheey:?] | [cheos:?] | [s:?] | [otkchedy:?] | [cholkchy:?] | [qotchdy:?] | kaltes Material | [sheedy:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge-/Klassenwert II | [cheol:?]	[ycheechy:?] | [cheey:?] | [cheos:?] | [s:?] | [otkchedy:?] | [cholkchy:?] | [qotchdy:?] | kaltes Material | [sheedy:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge-/Klassenwert II | trockener Drogenstoff	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-021	1	cheol	f104v	f104v.34	S	B	3	7	MEDIAL	okain	olcho	ycheo lkeed qotain okaiin chokain okain cheol olcho	ycheo lkeed qotain okaiin chokain okain cheol olcho	ycheo lkeed qotain okaiin chokain okain cheol olcho	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	[ycheo:?] | [lkeed:?] | kalt im qo-Rahmen, Grad II | heiß, Grad III, im Ansatzrahmen | [chokain:?] | heiß im Zubereitungsrahmen, Grad II | [cheol:?] | [olcho:?]	[ycheo:?] | [lkeed:?] | kalt im qo-Rahmen, Grad II | heiß, Grad III, im Ansatzrahmen | [chokain:?] | heiß im Zubereitungsrahmen, Grad II | trockener Drogenstoff | [olcho:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-022	1	cheol	f106r	f106r.11	S	B	3	3	MEDIAL	aiin	aiin	sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg	sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg	sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	6	Samenfraktion I | Menge III | [cheol:?] | Menge III | [cheokey:?] | Wurzel, Typ/Charge III | [chokar:?] | [cholky:?] | [okeees:?] | Menge III | heißer Ansatz, Bindungsstufe II | [lchg:?]	Samenfraktion I | Menge III | trockener Drogenstoff | Menge III | [cheokey:?] | Wurzel, Typ/Charge III | [chokar:?] | [cholky:?] | [okeees:?] | Menge III | heißer Ansatz, Bindungsstufe II | [lchg:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-023	1	cheol	f106r	f106r.31	S	B	3	5	MEDIAL	ral	oraiin	yshar chkar aiiiky ral cheol oraiin	yshar chkar aiiiky ral cheol oraiin	yshar chkar aiiiky ral cheol oraiin	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[yshar:?] | [chkar:?] | [aiiiky:?] | Wurzelrohstoff I | [cheol:?] | Portion III	[yshar:?] | [chkar:?] | [aiiiky:?] | Wurzelrohstoff I | trockener Drogenstoff | Portion III	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-024	1	cheol	f106r	f106r.41	S	B	3	5	MEDIAL	cholchedy	shory	dair alsheod shedy cholchedy cheol shory	dair al sheod shedy chol chedy cheol shory	dairalsheo she y cholchedy che l ory	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[dair:?] | [alsheod:?] | [shedy:?] | [cholchedy:?] | [cheol:?] | [shory:?]	[dair:?] | [alsheod:?] | [shedy:?] | [cholchedy:?] | trockener Drogenstoff | [shory:?]	ALTERNATE_READER_BOUNDARY|OPAQUE_OTHER_TOKENS|MOIST_NEIGHBOR_DIFFERENT_SLOT	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-025	1	cheol	f106v	f106v.10	S	B	3	2	MEDIAL	ysheody	oteey	ysheody cheol oteey qodaiin ytain ychdy oltydy	ysheody cheol oteey qodaiin ytain ychdy oltydy	ysheody cheol otee qo aiin ytain ychdy oltydy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[ysheody:?] | [cheol:?] | [oteey:?] | [qodaiin:?] | [ytain:?] | [ychdy:?] | [oltydy:?]	[ysheody:?] | trockener Drogenstoff | [oteey:?] | [qodaiin:?] | [ytain:?] | [ychdy:?] | [oltydy:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-026	1	cheol	f107r	f107r.24	S	B	3	4	MEDIAL	okil	kair	pal alchky okil cheol kair lkain qokeeo kair dar aiinpchod lkaiiin olfy	pal alchky okilcheol kair lkain qokeeo kair dar aiin pchod lkaiiin olfy	pal al chky okil cheol kair lkain qokeeo kair dar aiin pchod l kaiiin olfy	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	Pulverrohstoff I | [alchky:?] | [okil:?] | [cheol:?] | [kair:?] | [lkain:?] | heißer Ansatz, Bindungsstufe II | [kair:?] | [dar:?] | [aiinpchod:?] | [lkaiiin:?] | [olfy:?]	Pulverrohstoff I | [alchky:?] | [okil:?] | trockener Drogenstoff | [kair:?] | [lkain:?] | heißer Ansatz, Bindungsstufe II | [kair:?] | [dar:?] | [aiinpchod:?] | [lkaiiin:?] | [olfy:?]	ALTERNATE_READER_BOUNDARY|HOT_NEIGHBOR_DIFFERENT_SLOT	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-027	1	cheol	f107r	f107r.39	S	B	3	2	MEDIAL	tair	cheol	tair cheol cheol kchekain cheear ol oiin cho lkain al oeedy chey	tair cheol cheol kchekain cheear ol oiin cho lkain al oeedy chey	tair cheol cheol kchekain cheear l iin cho lkain al oeedy chey	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[tair:?] | [cheol:?] | [cheol:?] | [kchekain:?] | [cheear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oiin:?] | [cho:?] | [lkain:?] | [al:?] | [oeedy:?] | [chey:?]	[tair:?] | trockener Drogenstoff | trockener Drogenstoff | [kchekain:?] | [cheear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oiin:?] | [cho:?] | [lkain:?] | [al:?] | [oeedy:?] | [chey:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-028	1	cheol	f107r	f107r.39	S	B	3	3	MEDIAL	cheol	kchekain	tair cheol cheol kchekain cheear ol oiin cho lkain al oeedy chey	tair cheol cheol kchekain cheear ol oiin cho lkain al oeedy chey	tair cheol cheol kchekain cheear l iin cho lkain al oeedy chey	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[tair:?] | [cheol:?] | [cheol:?] | [kchekain:?] | [cheear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oiin:?] | [cho:?] | [lkain:?] | [al:?] | [oeedy:?] | [chey:?]	[tair:?] | trockener Drogenstoff | trockener Drogenstoff | [kchekain:?] | [cheear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oiin:?] | [cho:?] | [lkain:?] | [al:?] | [oeedy:?] | [chey:?]	OPAQUE_OTHER_TOKENS|HOT_NEIGHBOR_DIFFERENT_SLOT	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-029	1	cheol	f107v	f107v.17	S	B	3	8	MEDIAL	qoklaiin	qokar	saiin or ykeear chckhy okaiin okal qoklaiin cheol qokar chey lkam	saiin or ykeear chckhy okaiin okal qoklaiin cheol qokar chey lkam	saiin or ykeear chckhy okaiin okal qoklaiin cheol qokar chey lkam	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	Samen/Saatgut, Typ/Charge III | Teil-/Nominalträger; genaue Basisbedeutung offen | [ykeear:?] | [chckhy:?] | heiß, Grad III, im Ansatzrahmen | Ansatz aus heißem Rohstoff, Form I | [qoklaiin:?] | [cheol:?] | heiße Portion | [chey:?] | [lkam:?]	Samen/Saatgut, Typ/Charge III | Teil-/Nominalträger; genaue Basisbedeutung offen | [ykeear:?] | [chckhy:?] | heiß, Grad III, im Ansatzrahmen | Ansatz aus heißem Rohstoff, Form I | [qoklaiin:?] | trockener Drogenstoff | heiße Portion | [chey:?] | [lkam:?]	ACTIVE_SCOPE_RIVAL|HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-030	1	cheol	f107v	f107v.28	S	B	3	3	MEDIAL	cheor	lcheedy	y cheor cheol lcheedy raraiin	ycheor cheol lcheedy raraiin	y cheor cheol lcheedy r araiin	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[y:?] | [cheor:?] | [cheol:?] | [lcheedy:?] | [raraiin:?]	[y:?] | [cheor:?] | trockener Drogenstoff | [lcheedy:?] | [raraiin:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
