surface	side	neighbor_surface	contact_count	neighbor_in_v19_glossary	neighbor_working_meaning_de
cheol	RIGHT	okeey	1	1	heißer Ansatz, Bindungsstufe II
cheol	RIGHT	okolchy	1	0	OPEN
cheol	RIGHT	ol	2	1	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz
cheol	RIGHT	olaly	1	0	OPEN
cheol	RIGHT	olchedy	1	0	OPEN
cheol	RIGHT	olcho	1	0	OPEN
cheol	RIGHT	oleey	1	0	OPEN
cheol	RIGHT	olkair	1	0	OPEN
cheol	RIGHT	ololy	1	0	OPEN
cheol	RIGHT	oraiin	1	1	Portion III
cheol	RIGHT	orain	1	0	OPEN
cheol	RIGHT	orair	1	0	OPEN
cheol	RIGHT	os	1	0	OPEN
cheol	RIGHT	otar	2	0	OPEN
cheol	RIGHT	oteey	1	0	OPEN
cheol	RIGHT	par	1	1	Pulverfraktion I
cheol	RIGHT	qo	1	0	OPEN
cheol	RIGHT	qoeedy	1	0	OPEN
cheol	RIGHT	qoeeor	1	0	OPEN
cheol	RIGHT	qokal	1	1	heiße Substanz
cheol	RIGHT	qokar	1	1	heiße Portion
cheol	RIGHT	qokchain	1	0	OPEN
cheol	RIGHT	qokchedy	1	0	OPEN
cheol	RIGHT	qokeedy	1	1	heißer Zustand, Bindungsstufe II
cheol	RIGHT	qokeey	1	0	OPEN
cheol	RIGHT	qokeor	2	0	OPEN
cheol	RIGHT	qoky	1	1	heiße Grundform
cheol	RIGHT	qool	1	0	OPEN
cheol	RIGHT	qoolkeey	1	0	OPEN
cheol	RIGHT	qotaldar	1	0	OPEN
cheol	RIGHT	qotar	1	0	OPEN
cheol	RIGHT	qoteey	1	1	kalt, Bindungsstufe II
cheol	RIGHT	qotol	1	1	kaltes Material
cheol	RIGHT	raiin	1	1	Wurzel, Typ/Charge III
cheol	RIGHT	s	1	0	OPEN
cheol	RIGHT	saiin	2	1	Samen/Saatgut, Typ/Charge III
cheol	RIGHT	sal	1	1	Saat-Rohstoff I
cheol	RIGHT	shed	1	0	OPEN
cheol	RIGHT	shedy	2	0	OPEN
cheol	RIGHT	sheeey	1	0	OPEN
cheol	RIGHT	shey	1	1	feucht, attributiv gebunden
cheol	RIGHT	shocthy	1	1	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung
cheol	RIGHT	shory	1	0	OPEN
cheol	RIGHT	shy	1	1	feucht, Grundform
cheol	RIGHT	tcheor	1	1	kalt-trockener Drogenteil
cheol	RIGHT	tedy	2	0	OPEN
cheol	RIGHT	teedar	1	0	OPEN
cheol	RIGHT	teedy	1	0	OPEN
cheol	RIGHT	teeoar	1	0	OPEN
cheol	RIGHT	teey	1	0	OPEN
cheol	RIGHT	ypchdaiin	1	0	OPEN
cheor	LEFT	aiin	1	1	Menge III
cheor	LEFT	ain	1	1	Menge-/Klassenwert II
cheor	LEFT	ar	3	0	OPEN
cheor	LEFT	chckhy	1	0	OPEN
cheor	LEFT	chey	1	0	OPEN
cheor	LEFT	chody	2	0	OPEN
cheor	LEFT	choky	1	0	OPEN
cheor	LEFT	chol	1	1	trocken; nominal trockenes Gut/Material
cheor	LEFT	cholo	1	0	OPEN
cheor	LEFT	chor	2	1	Pflanzen-/Reproduktionsteil
cheor	LEFT	dam	1	0	OPEN
cheor	LEFT	dar	1	0	OPEN
cheor	LEFT	ey	1	0	OPEN
cheor	LEFT	fchdar	1	0	OPEN
cheor	LEFT	kcheol	1	0	OPEN
cheor	LEFT	keeeos	1	0	OPEN
cheor	LEFT	keeor	1	0	OPEN
cheor	LEFT	l	1	0	OPEN
cheor	LEFT	lkeo	1	0	OPEN
cheor	LEFT	lol	1	1	Holzstoff
cheor	LEFT	o	1	0	OPEN
cheor	LEFT	odaiiin	1	0	OPEN
cheor	LEFT	odalar	1	0	OPEN
cheor	LEFT	oiin	1	0	OPEN
cheor	LEFT	okain	1	1	heiß im Zubereitungsrahmen, Grad II
cheor	LEFT	okar	1	0	OPEN
cheor	LEFT	okeem	1	0	OPEN
cheor	LEFT	okeey	2	1	heißer Ansatz, Bindungsstufe II
cheor	LEFT	okeol	1	0	OPEN
cheor	LEFT	ol	3	1	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz
cheor	LEFT	opchar	1	0	OPEN
cheor	LEFT	or	1	1	Teil-/Nominalträger; genaue Basisbedeutung offen
cheor	LEFT	oraiin	2	1	Portion III
cheor	LEFT	poiis	1	0	OPEN
cheor	LEFT	psheot	1	0	OPEN
cheor	LEFT	qokaiin	2	1	heiß, Grad III
cheor	LEFT	qokain	1	1	heiß, Grad II
cheor	LEFT	qokal	1	1	heiße Substanz
cheor	LEFT	qokalos	1	0	OPEN
cheor	LEFT	qokchody	1	0	OPEN
cheor	LEFT	qokol	1	0	OPEN
cheor	LEFT	qoor	1	0	OPEN
cheor	LEFT	qotchor	1	1	kalt-trockene Drogenportion
cheor	LEFT	s	3	0	OPEN
cheor	LEFT	saraloaly	1	0	OPEN
cheor	LEFT	shain	1	1	feucht, Grad II
cheor	LEFT	sho	2	1	feuchter Ansatz
cheor	LEFT	shoeor	1	0	OPEN
cheor	LEFT	soysar	1	0	OPEN
cheor	LEFT	tocthey	1	0	OPEN
cheor	LEFT	tshoiin	1	0	OPEN
cheor	LEFT	y	1	0	OPEN
cheor	LEFT	ykaiin	1	0	OPEN
cheor	LEFT	ykeeey	1	0	OPEN
cheor	LEFT	yotaiin	1	0	OPEN
cheor	LEFT	ytey	1	0	OPEN
cheor	RIGHT	aiin	2	1	Menge III
cheor	RIGHT	ain	1	1	Menge-/Klassenwert II
cheor	RIGHT	al	1	0	OPEN
cheor	RIGHT	alkain	1	0	OPEN
cheor	RIGHT	aly	1	0	OPEN
cheor	RIGHT	chaly	1	0	OPEN
cheor	RIGHT	chckhey	1	0	OPEN
cheor	RIGHT	chear	1	1	trockene Fraktion I
cheor	RIGHT	cheeey	1	0	OPEN
cheor	RIGHT	cheekey	1	0	OPEN
cheor	RIGHT	cheody	1	1	getrockneter Ansatz
cheor	RIGHT	cheokchet	1	0	OPEN
cheor	RIGHT	cheol	1	1	trockener Drogenstoff
cheor	RIGHT	cheotey	1	0	OPEN
cheor	RIGHT	chey	4	0	OPEN
cheor	RIGHT	chocthy	1	1	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung
cheor	RIGHT	chodaiin	1	0	OPEN
cheor	RIGHT	chokeody	1	0	OPEN
cheor	RIGHT	chokody	1	0	OPEN
cheor	RIGHT	chol	2	1	trocken; nominal trockenes Gut/Material
cheor	RIGHT	cholsho	1	0	OPEN
cheor	RIGHT	chor	2	1	Pflanzen-/Reproduktionsteil
cheor	RIGHT	chy	1	1	trocken, Grundform
cheor	RIGHT	ckhal	1	0	OPEN
cheor	RIGHT	ckhey	1	0	OPEN
cheor	RIGHT	cthol	1	0	OPEN
cheor	RIGHT	ey	1	0	OPEN
cheor	RIGHT	kas	1	0	OPEN
cheor	RIGHT	kor	1	0	OPEN
cheor	RIGHT	o	2	0	OPEN
cheor	RIGHT	oekeody	1	0	OPEN
cheor	RIGHT	okeeo	1	0	OPEN
cheor	RIGHT	okol	1	0	OPEN
cheor	RIGHT	ol	5	1	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz
cheor	RIGHT	olkaiin	1	0	OPEN
cheor	RIGHT	olol	1	0	OPEN
cheor	RIGHT	ols	1	0	OPEN
cheor	RIGHT	os	1	0	OPEN
cheor	RIGHT	qodaiin	1	0	OPEN
cheor	RIGHT	qoeor	1	0	OPEN
cheor	RIGHT	qokain	1	1	heiß, Grad II
cheor	RIGHT	qokey	1	0	OPEN
cheor	RIGHT	roshckhy	1	0	OPEN
cheor	RIGHT	saiin	1	1	Samen/Saatgut, Typ/Charge III
cheor	RIGHT	sar	1	1	Samenfraktion I
cheor	RIGHT	sheedy	2	0	OPEN
cheor	RIGHT	sheey	1	1	feucht, Bindungsstufe II
cheor	RIGHT	sheol	1	1	feuchtes Material
cheor	RIGHT	sheos	1	0	OPEN
cheor	RIGHT	shey	3	1	feucht, attributiv gebunden
cheor	RIGHT	shoar	1	0	OPEN
cheor	RIGHT	shody	1	0	OPEN
cheor	RIGHT	shy	1	1	feucht, Grundform
cheor	RIGHT	ydam	1	0	OPEN
tcheol	LEFT	sheey	1	1	feucht, Bindungsstufe II
tcheol	LEFT	y	1	0	OPEN
tcheol	RIGHT	daiin	1	1	Grad-/Maßwert III
tcheol	RIGHT	kain	1	1	heiß, Grad II
tcheol	RIGHT	kcheedy	1	0	OPEN
tcheol	RIGHT	kedy	1	0	OPEN
tcheol	RIGHT	olchedy	1	0	OPEN
tcheol	RIGHT	qoeair	1	0	OPEN
