event_id	page	record	statement_id	case_id	surface	card_no	semantic_component_parse	standard_command_de	image_owner_or_station_de	case_material_de	application_context_de	card_word_contains_concrete_substance
E011	f10r	H1	H1-S002	C1	qokchy	PROC011	OK+Y	ANSETZEN · ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	NO
E012	f10r	H1	H1-S002	C1	qotchol	PROC012	OT+CH+OL	DANACH · ABNEHMEN · FORTSETZEN	abgebildete breit gezähnte radialblütige Pflanze	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	NO
E013	f10r	H1	H1-S002	C1	chol	PROC013	OL	FORTSETZEN	abgebildete breit gezähnte radialblütige Pflanze	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	NO
E014	f10r	H1	H1-S002	C1	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	NO
E015	f10r	H2	H2-S001	C2	ycheor	PROC015	Y+CH+E+OR	ARBEITSPOSTEN · ABNEHMEN · KURZ · ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E016	f10r	H2	H2-S001	C2	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E017	f10r	H2	H2-S001	C2	chor	PROC016	OR	ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E018	f10r	H2	H2-S001	C2	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E019	f10r	H2	H2-S001	C2	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E020	f10r	H2	H2-S001	C2	dy	PROC019	Y	ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E021	f10r	H2	H2-S001	C2	chy	PROC019	Y	ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E022	f10r	H2	H2-S001	C2	taiin	PROC009	AIIN	SOLLMASS	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E023	f10r	H2	H2-S001	C2	shy	PROC019	Y	ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E024	f10r	H2	H2-S002	C2	qotchor	PROC020	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E025	f10r	H2	H2-S002	C2	chor	PROC016	OR	ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E026	f10r	H2	H2-S002	C2	otol	PROC021	OT+OL	DANACH · FORTSETZEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E027	f10r	H2	H2-S002	C2	chol	PROC013	OL	FORTSETZEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E028	f10r	H2	H2-S002	C2	cholor	PROC022	OL+OR	FORTSETZEN · ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E029	f10r	H2	H2-S002	C2	chol	PROC013	OL	FORTSETZEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E030	f10r	H2	H2-S002	C2	daiin	PROC009	AIIN	SOLLMASS	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E031	f10r	H2	H2-S002	C2	dar	PROC003	AR	VORRAT	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E032	f10r	H2	H2-S003	C2	oykchor	PROC023	O+Y+K+OR	ARBEITSGANG · ARBEITSPOSTEN · ZUDOSIEREN · ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E033	f10r	H2	H2-S003	C2	shor	PROC016	OR	ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E034	f10r	H2	H2-S003	C2	chor	PROC016	OR	ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E035	f10r	H2	H2-S003	C2	chy	PROC019	Y	ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E036	f10r	H2	H2-S003	C2	kaiiin	PROC024	K+IIN	ZUDOSIEREN · ARBEITSSTUFE	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E037	f10r	H2	H2-S003	C2	dy	PROC019	Y	ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E038	f10r	H2	H2-S003	C2	chodaiin	PROC025	CH+O+AIIN	ABNEHMEN · ARBEITSGANG · SOLLMASS	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	mehrstufige Bad- und Spuelanwendung an den B2-Stationen	NO
E039	f11r	H3	H3-S001	C3	tshol	PROC026	T+SH+OL	EINTRAGEN · HALTEN · FORTSETZEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E040	f11r	H3	H3-S001	C3	schoal	PROC027	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E041	f11r	H3	H3-S001	C3	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E042	f11r	H3	H3-S001	C3	shfydaiin	PROC029	SH+Y+AIIN	HALTEN · ARBEITSPOSTEN · SOLLMASS	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E043	f11r	H3	H3-S001	C3	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E044	f11r	H3	H3-S001	C3	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E045	f11r	H3	H3-S001	C3	tchody	PROC032	T+CH+O+DY	EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E046	f11r	H3	H3-S002	C3	shoyty	PROC033	SH+O+Y+T+Y	ARBEITSPOSTEN HALTEN · IM ARBEITSGANG EINTRAGEN · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E047	f11r	H3	H3-S003	C3	dchol	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E048	f11r	H3	H3-S003	C3	chy	PROC019	Y	ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E049	f11r	H3	H3-S003	C3	kchy	PROC035	K+Y	ZUDOSIEREN · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E050	f11r	H3	H3-S003	C3	dy	PROC019	Y	ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E051	f11r	H3	H3-S003	C3	daiin	PROC009	AIIN	SOLLMASS	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E052	f11r	H3	H3-S004	C3	qotchy	PROC036	OT+Y	DANACH · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E053	f11r	H3	H3-S004	C3	okchol	PROC037	OK+OL	ANSETZEN · FORTSETZEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E054	f11r	H3	H3-S004	C3	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E055	f11r	H3	H3-S004	C3	dy	PROC019	Y	ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	Bluetenwaschung oder Eintauchfolge an den B3-Stationen	NO
E056	f55v	H4	H4-S001	C4	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E057	f55v	H4	H4-S001	C4	chaiin	PROC009	AIIN	SOLLMASS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E058	f55v	H4	H4-S001	C4	ykain	PROC039	Y+K+AIN	ARBEITSPOSTEN · ZUDOSIEREN · PORTION	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E059	f55v	H4	H4-S001	C4	ykan	PROC040	Y+K+AN	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E060	f55v	H4	H4-S001	C4	ody	PROC041	O+DY	ARBEITSGANG; SCHLUSS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E061	f55v	H4	H4-S002	C4	daiin	PROC009	AIIN	SOLLMASS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E062	f55v	H4	H4-S002	C4	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E063	f55v	H4	H4-S002	C4	talam	PROC043	TALAM	VERWAHREN	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E064	f55v	H4	H4-S003	C4	ykaiin	PROC044	Y+K+AIIN	ARBEITSPOSTEN · ZUDOSIEREN · SOLLMASS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E065	f55v	H4	H4-S003	C4	cheoar	PROC045	CH+E+O+AR	ABNEHMEN · KURZ · ARBEITSGANG · VORRAT	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E066	f55v	H4	H4-S003	C4	cheeky	PROC046	CHK+EE+Y	WAERMEN · LANG · ARBEITSPOSTEN	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E067	f55v	H4	H4-S003	C4	oldy	PROC047	OL+DY	FORTSETZEN; SCHLUSS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E068	f55v	H4	H4-S004	C4	aiin	PROC009	AIIN	SOLLMASS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E069	f55v	H4	H4-S004	C4	okal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E070	f55v	H4	H4-S004	C4	oltchy	PROC049	OL+T+Y	FORTSETZEN · EINTRAGEN · ARBEITSPOSTEN	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E071	f55v	H4	H4-S004	C4	or	PROC016	OR	ANSATZ	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E072	f55v	H4	H4-S004	C4	y	PROC019	Y	ARBEITSPOSTEN	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E073	f55v	H4	H4-S004	C4	orain	PROC050	OR+AIN	ANSATZ · PORTION	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	Auflage-/Kontaktfolge am sichtbaren Figurenpaar mit Nebenlaeufen	NO
E074	f56r	H5	H5-S001	C5	chochor	PROC051	HO+CH+OR	ZUTAT · ABNEHMEN · ANSATZ	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E075	f56r	H5	H5-S001	C5	cho	PROC052	HO	ZUTAT	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E076	f56r	H5	H5-S001	C5	chodaly	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E077	f56r	H5	H5-S001	C5	daiin	PROC009	AIIN	SOLLMASS	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E078	f56r	H5	H5-S001	C5	sho	PROC052	HO	ZUTAT	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E079	f56r	H5	H5-S001	C5	kchol	PROC054	K+OL	ZUDOSIEREN · FORTSETZEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E080	f56r	H5	H5-S001	C5	otchor	PROC020	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E081	f56r	H5	H5-S001	C5	choky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E082	f56r	H5	H5-S001	C5	dal	PROC055	AL	ZIELSTELLE	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E083	f56r	H5	H5-S002	C5	schol	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E084	f56r	H5	H5-S002	C5	choy	PROC056	HO+Y	ZUTAT · ARBEITSPOSTEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E085	f56r	H5	H5-S002	C5	choky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E086	f56r	H5	H5-S002	C5	cheeckhody	PROC057	CH+EE+CKH+O+DY	ABNEHMEN · LANG · DURCHLASSKANAL · ARBEITSGANG; SCHLUSS	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E087	f56r	H5	H5-S003	C5	sh	PROC058	SH	HALTEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E088	f56r	H5	H5-S003	C5	cho	PROC052	HO	ZUTAT	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E089	f56r	H5	H5-S003	C5	kchey	PROC059	K+E+Y	ZUDOSIEREN · KURZ · ARBEITSPOSTEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E090	f56r	H5	H5-S003	C5	qokokchy	PROC060	OK+OK+Y	ANSETZEN · ANSETZEN · ARBEITSPOSTEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E091	f56r	H5	H5-S004	C5	okchy	PROC011	OK+Y	ANSETZEN · ARBEITSPOSTEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E092	f56r	H5	H5-S004	C5	chokcheo	PROC061	OK+CH+E+O	ANSETZEN · ABNEHMEN · KURZ · ARBEITSGANG	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E093	f56r	H5	H5-S004	C5	kchal	PROC062	K+AL	ZUDOSIEREN · ZIELSTELLE	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E094	f56r	H5	H5-S005	C5	sho	PROC052	HO	ZUTAT	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E095	f56r	H5	H5-S005	C5	chokchy	PROC011	OK+Y	ANSETZEN · ARBEITSPOSTEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E096	f56r	H5	H5-S005	C5	kchoar	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · VORRAT	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E097	f56r	H5	H5-S005	C5	sotodan	PROC064	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E098	f56r	H5	H5-S006	C5	otchey	PROC065	OT+Y	DANACH · ARBEITSPOSTEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E099	f56r	H5	H5-S006	C5	keol	PROC066	K+E+OL	ZUDOSIEREN · KURZ · FORTSETZEN	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E100	f56r	H5	H5-S006	C5	daiin	PROC009	AIIN	SOLLMASS	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	Uebertragen, Halten und Sammeln im linken B5-Nachtrag	NO
E101	f81v	B1	B1-S001	C1	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	NO
