statement_id	physical_page	register	visible_owner_or_namespace_de	locus_span	event_count	template_id	template_name_de	template_pattern_de	canonical_slot_signature	event_role_trace	observed_primary_trace	end_style	crosses_physical_line	surface_sequence	fluent_workshop_de	event_ids
P1006-S045	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.1	7	T03	FORTSETZUNG ODER FOLGESCHRITT	BESITZER → DANACH/FORTSETZEN → [POSTEN] → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>ACTION>STATE>CLOSE	ITEM+SOURCE+ACTION | ITEM+ACTION+STATE | SOURCE+ACTION | ITEM+ACTION | ITEM+ACTION | SEQUENCE+SOURCE | ACTION+CLOSE	SOURCE>STATE>SOURCE>ACTION>SEQUENCE>CLOSE	CLOSE	NO	kchedykary okeey qokar shyk chedy qotar shedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	P912-E0440|P912-E0441|P912-E0442|P912-E0443|P912-E0444|P912-E0445|P912-E0446
P1006-S046	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.2	5	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>PATH>STATE>CLOSE	QUANTITY | ITEM+ACTION+STATE | ITEM+PATH | SEQUENCE+ACTION+STATE | SEQUENCE+CLOSE	QUANTITY>STATE>PATH>SEQUENCE>CLOSE	CLOSE	NO	dain shey ly ssheol qoldy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E0447|P912-E0448|P912-E0449|P912-E0450|P912-E0451
P1006-S047	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.2	2	T02	POSTEN BEARBEITEN	BESITZER → POSTEN → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ITEM>SOURCE>ACTION>STATE>CLOSE	ITEM+SOURCE+ACTION | ACTION+STATE+CLOSE	SOURCE>CLOSE	CLOSE	NO	chedykar chekeedy	Auf dem großen Bad- und Stationsblatt länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E0452|P912-E0453
P1006-S048	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.2|f75r.3|f75r.4	20	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE>CLOSE	SEQUENCE+PREPARATION | QUANTITY+ACTION | ACTION+TARGET | ITEM+PREPARATION | ITEM+STATE | QUANTITY+ACTION | ITEM+ACTION+STATE | QUANTITY+ACTION+PATH | SOURCE+PATH | PREPARATION | ITEM+PATH | ACTION+PATH+TARGET | ITEM+ACTION+STATE | ITEM+ACTION+PATH+STATE | ACTION+TARGET | ITEM | ITEM+ACTION+STATE | ACTION | ITEM+ACTION+STATE | ACTION+STATE+CLOSE	SEQUENCE>QUANTITY>TARGET>PREPARATION>STATE>QUANTITY>STATE>PATH>PREPARATION>PATH>TARGET>STATE>PATH>TARGET>ITEM>STATE>ACTION>STATE>CLOSE	CLOSE	YES	ror qokain chal orchey qey kain sheeky ltain olkar or dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	Am großen Stationsblatt eine Portion aus der markierten Quelle nehmen, in das Zielbecken geben, die Stufe einstellen, den Posten länger halten und über die angeschlossene Strecke weiterleiten; danach kurz ansetzen und länger einwirken lassen.	P912-E0454|P912-E0455|P912-E0456|P912-E0457|P912-E0458|P912-E0459|P912-E0460|P912-E0461|P912-E0462|P912-E0463|P912-E0464|P912-E0465|P912-E0466|P912-E0467|P912-E0468|P912-E0469|P912-E0470|P912-E0471|P912-E0472|P912-E0473
P1006-S049	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.5	8	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>ACTION>PATH>STATE>CLOSE	ITEM+ACTION+STATE | SOURCE+ACTION | ITEM | ITEM+PATH+STATE | SEQUENCE | QUANTITY | SEQUENCE | SEQUENCE+ACTION+STATE+CLOSE	STATE>SOURCE>ITEM>PATH>SEQUENCE>QUANTITY>SEQUENCE>CLOSE	CLOSE	NO	shey kar chey ckhey r ain ol olsheedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, länger halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	P912-E0474|P912-E0475|P912-E0476|P912-E0477|P912-E0478|P912-E0479|P912-E0480|P912-E0481
P1006-S050	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.5|f75r.6	9	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE>CLOSE	ITEM+ACTION+STATE | ITEM+ACTION | ITEM+PREPARATION+ACTION+STATE | ITEM+PATH | SOURCE+TARGET | ITEM+ACTION+STATE | QUANTITY+ACTION | ITEM+ACTION+STATE | ACTION+STATE+CLOSE	STATE>ACTION>STATE>PATH>TARGET>STATE>QUANTITY>STATE>CLOSE	CLOSE	YES	qokeey qoky pcheykeeor olky dar okey qokain chcthy qokeedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, in die Arbeitsstation geben, im Empfangsbecken auffangen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	P912-E0482|P912-E0483|P912-E0484|P912-E0485|P912-E0486|P912-E0487|P912-E0488|P912-E0489|P912-E0490
P1006-S051	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.6|f75r.7	2	T02	POSTEN BEARBEITEN	BESITZER → POSTEN → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ITEM>ACTION>CLOSE	ITEM+ACTION | ACTION+CLOSE	ACTION>CLOSE	CLOSE	YES	qoky pchedy	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E0491|P912-E0492
P1006-S052	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.7	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>CLOSE	ACTION+CLOSE	CLOSE	CLOSE	NO	qokshdy	Auf dem großen Bad- und Stationsblatt halten und behandeln und den Teilgang schließen.	P912-E0493
P1006-S053	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.7|f75r.8	10	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>CLOSE	ITEM+QUANTITY+ACTION | ITEM+ACTION | SOURCE+ACTION | ITEM | SEQUENCE+PATH | ITEM+ACTION | ITEM+ACTION | PREPARATION | ITEM | SOURCE+ACTION+CLOSE	QUANTITY>ACTION>SOURCE>ITEM>SEQUENCE>ACTION>PREPARATION>ITEM>CLOSE	CLOSE	YES	ytain chedy qokar chy lol chedy qoky sor chey qokardy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E0494|P912-E0495|P912-E0496|P912-E0497|P912-E0498|P912-E0499|P912-E0500|P912-E0501|P912-E0502|P912-E0503
P1006-S054	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.8	4	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ITEM>QUANTITY>ACTION>PATH>TARGET>STATE>CLOSE	ITEM+ACTION+PATH+TARGET+STATE | QUANTITY+ACTION | ITEM+PATH | ACTION+STATE+CLOSE	TARGET>QUANTITY>PATH>CLOSE	CLOSE	NO	dsheckhy qokain chckhy lshedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, kurz halten und behandeln, durch den angeschlossenen Durchlass geben, die Station spülen und den Teilgang schließen.	P912-E0504|P912-E0505|P912-E0506|P912-E0507
P1006-S055	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.8	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	okeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	P912-E0508
P1006-S056	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.9	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>CLOSE	ACTION+CLOSE	CLOSE	CLOSE	NO	qokchdy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E0509
P1006-S057	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.9	3	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ITEM>ACTION>PATH>STATE>CLOSE	ITEM+ACTION+STATE | ACTION+PATH | ACTION+STATE+CLOSE	STATE>PATH>CLOSE	CLOSE	NO	chcthy lo qokedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	P912-E0510|P912-E0511|P912-E0512
P1006-S058	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.9	4	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>ACTION>PATH>STATE>CLOSE	ACTION | ITEM+ACTION+PATH+STATE | SOURCE+ACTION | SEQUENCE+ACTION+CLOSE	ACTION>PATH>SOURCE>CLOSE	CLOSE	NO	qokan checkhy qokar olchedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	P912-E0513|P912-E0514|P912-E0515|P912-E0516
P1006-S059	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.9|f75r.10	10	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE>CLOSE	TARGET | PREPARATION+ACTION+TARGET | SEQUENCE+SOURCE | ITEM+ACTION | ITEM+ACTION+STATE | QUANTITY+ACTION | ITEM+PATH | ITEM | SEQUENCE+ITEM+STATE | ACTION+STATE+CLOSE	TARGET>SEQUENCE>ACTION>STATE>QUANTITY>PATH>ITEM>SEQUENCE>CLOSE	CLOSE	YES	sal dshor qotar chdy shey qokain chckhy dy otey tedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	P912-E0517|P912-E0518|P912-E0519|P912-E0520|P912-E0521|P912-E0522|P912-E0523|P912-E0524|P912-E0525|P912-E0526
P1006-S060	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.10	1	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ACTION>PATH>CLOSE	ACTION+PATH+CLOSE	CLOSE	CLOSE	NO	lchedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E0527
P1006-S061	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.11	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	P912-E0528
P1006-S062	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.11	3	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>ACTION>PATH>STATE>CLOSE	ACTION+PATH | SEQUENCE+ITEM | ACTION+STATE+CLOSE	PATH>SEQUENCE>CLOSE	CLOSE	NO	qokair oly qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	P912-E0529|P912-E0530|P912-E0531
P1006-S063	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.11	4	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>ITEM>SOURCE>ACTION>TARGET>CLOSE	ITEM | ACTION+TARGET | SOURCE+ACTION | ACTION+CLOSE	ITEM>TARGET>SOURCE>CLOSE	CLOSE	NO	dy qokal okar shedy	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	P912-E0532|P912-E0533|P912-E0534|P912-E0535
P1006-S064	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.11|f75r.12	12	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>PREPARATION>ACTION>PATH>TARGET>STATE>CLOSE	PREPARATION+TARGET | ACTION+TARGET | ITEM+ACTION+PATH+STATE | ACTION+TARGET | SEQUENCE+ITEM | ITEM+ACTION+STATE | SEQUENCE | SEQUENCE | ITEM+ACTION+STATE | ITEM+ACTION+STATE | ITEM | SEQUENCE+ACTION+STATE+CLOSE	TARGET>PATH>TARGET>SEQUENCE>STATE>SEQUENCE>STATE>ITEM>CLOSE	CLOSE	YES	dor chekam ssheckhy qokal oly shey r ol cheey shey dy olshedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, länger halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	P912-E0536|P912-E0537|P912-E0538|P912-E0539|P912-E0540|P912-E0541|P912-E0542|P912-E0543|P912-E0544|P912-E0545|P912-E0546|P912-E0547
P1006-S065	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.12|f75r.13	2	T02	POSTEN BEARBEITEN	BESITZER → POSTEN → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ITEM>ACTION>CLOSE	ITEM+ACTION | ACTION+CLOSE	ACTION>CLOSE	CLOSE	YES	qoky pchedy	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E0548|P912-E0549
P1006-S066	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	keedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	P912-E0550
P1006-S067	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	P912-E0551
P1006-S068	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	P912-E0552
P1006-S069	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	P912-E0553
P1006-S070	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	P912-E0554
P1006-S071	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	2	T04	ABGEMESSENER ARBEITSGANG	BESITZER → [POSTEN] → MENGE/STUFE → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>QUANTITY>ACTION>STATE>CLOSE	QUANTITY+ACTION | SEQUENCE+ACTION+STATE+CLOSE	QUANTITY>CLOSE	CLOSE	NO	qokain olshedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	P912-E0555|P912-E0556
P1006-S072	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.14	6	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>TARGET>STATE>CLOSE	QUANTITY | TARGET | ITEM+ACTION+STATE | QUANTITY+ACTION | ITEM | SEQUENCE+ACTION+STATE+CLOSE	QUANTITY>TARGET>STATE>QUANTITY>ITEM>CLOSE	CLOSE	NO	sain al keishy qokain dy olshedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	P912-E0557|P912-E0558|P912-E0559|P912-E0560|P912-E0561|P912-E0562
P1006-S073	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.14|f75r.15	13	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE>CLOSE	QUANTITY+ACTION | ITEM+PATH | QUANTITY+ACTION | SEQUENCE+SOURCE | ITEM+TARGET | QUANTITY | QUANTITY+ACTION | SEQUENCE+ITEM+PATH+STATE | QUANTITY | ITEM+ACTION | SEQUENCE | PREPARATION | ACTION+CLOSE	QUANTITY>PATH>QUANTITY>SEQUENCE>TARGET>QUANTITY>SEQUENCE>QUANTITY>ACTION>SEQUENCE>PREPARATION>CLOSE	CLOSE	YES	qokain chckhy qokain otar aly sain qokain qolkeeoly saiin chedy sol or shedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, im Empfangsbecken auffangen, absetzen lassen und den Teilgang schließen.	P912-E0563|P912-E0564|P912-E0565|P912-E0566|P912-E0567|P912-E0568|P912-E0569|P912-E0570|P912-E0571|P912-E0572|P912-E0573|P912-E0574|P912-E0575
P1006-S074	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.15	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>CLOSE	ACTION+CLOSE	CLOSE	CLOSE	NO	okchdy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E0576
P1006-S075	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.15|f75r.16	2	T02	POSTEN BEARBEITEN	BESITZER → POSTEN → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ITEM>ACTION>STATE>CLOSE	ITEM+ACTION | ACTION+STATE+CLOSE	ACTION>CLOSE	CLOSE	YES	qoky dshedy	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	P912-E0577|P912-E0578
P1006-S076	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.16	2	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SOURCE>ACTION>STATE>CLOSE	SOURCE+ACTION | ACTION+STATE+CLOSE	SOURCE>CLOSE	CLOSE	NO	qokar sheedy	Auf dem großen Bad- und Stationsblatt länger halten und behandeln und den Teilgang schließen.	P912-E0579|P912-E0580
P1006-S077	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.16	4	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ITEM>QUANTITY>ACTION>PATH>STATE>CLOSE	ACTION+PATH | QUANTITY+ACTION | ITEM | ACTION+STATE+CLOSE	PATH>QUANTITY>ITEM>CLOSE	CLOSE	NO	lch shokain chy okshedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E0581|P912-E0582|P912-E0583|P912-E0584
P1006-S078	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.16|f75r.17	10	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>ACTION>PATH>TARGET>STATE>CLOSE	QUANTITY+ACTION | ITEM+ACTION | SOURCE+ACTION | ITEM+ACTION+STATE | ITEM+SOURCE+ACTION+PATH+TARGET+STATE | TARGET | ACTION+TARGET | ITEM | SEQUENCE+ACTION | ACTION+CLOSE	QUANTITY>ACTION>SOURCE>STATE>TARGET>ITEM>SEQUENCE>CLOSE	CLOSE	YES	qokain chedy pchedar shepchy lshedary dal shal shy kol shedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, in die Arbeitsstation geben, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	P912-E0585|P912-E0586|P912-E0587|P912-E0588|P912-E0589|P912-E0590|P912-E0591|P912-E0592|P912-E0593|P912-E0594
P1006-S079	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.17|f75r.18	3	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ACTION>TARGET>STATE>CLOSE	ACTION+TARGET | SEQUENCE | ACTION+STATE+CLOSE	TARGET>SEQUENCE>CLOSE	CLOSE	YES	qokam sol sheedy	Auf dem großen Bad- und Stationsblatt länger halten und behandeln und den Teilgang schließen.	P912-E0595|P912-E0596|P912-E0597
P1006-S080	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.18	2	T03	FORTSETZUNG ODER FOLGESCHRITT	BESITZER → DANACH/FORTSETZEN → [POSTEN] → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ACTION>CLOSE	SEQUENCE | ACTION+CLOSE	SEQUENCE>CLOSE	CLOSE	NO	qol shedy	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	P912-E0598|P912-E0599
P1006-S081	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.18|f75r.19	6	T04	ABGEMESSENER ARBEITSGANG	BESITZER → [POSTEN] → MENGE/STUFE → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>ACTION>STATE>CLOSE	SEQUENCE | SEQUENCE+QUANTITY | SOURCE | SOURCE | SEQUENCE+ITEM | ACTION+STATE+CLOSE	SEQUENCE>SOURCE>SEQUENCE>CLOSE	CLOSE	YES	qol otain char sar oly qokshedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	P912-E0600|P912-E0601|P912-E0602|P912-E0603|P912-E0604|P912-E0605
