left	right	input_proxy_match	left_input	right_input	one_explicit_intervention_witnesses	left_intervention_count	right_intervention_count	left_outcomes	right_outcomes	paired_outcome_carrier	same_outcomes	unparsed_remainder_equal	left_issues	right_issues	modeled_pair_candidate	fully_controlled_pair	independent_confirmation_capacity	interpretation	row_status
F83_P2	F83_Q2	False	"[""A"", ""B"", ""C""]"	[]	[]	2	0	[]	[]	False	False	False	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.9:3""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.11:6""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.12:8""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.13:7""}]"	[]	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P3	F83_P4	False	"[""A"", ""C""]"	[]	[]	6	7	[]	[]	False	False	False	"[{""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:7""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:8""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.22:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.23:5""}]"	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:1""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:3""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:4""}, {""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.25:5""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.26:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.27:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.28:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.30:3""}]"	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P3	F83_P5	False	"[""A"", ""C""]"	"[""C"", ""A""]"	[]	6	2	[]	[]	False	False	False	"[{""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:7""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:8""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.22:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.23:5""}]"	[]	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P3	F83_Q1	False	"[""A"", ""C""]"	[]	[]	6	1	[]	[]	False	False	False	"[{""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:7""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:8""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.22:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.23:5""}]"	"[{""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.49:3""}]"	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P3	F83_Q2	False	"[""A"", ""C""]"	[]	[]	6	0	[]	[]	False	False	False	"[{""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:7""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:8""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.22:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.23:5""}]"	[]	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P4	F83_P5	False	[]	"[""C"", ""A""]"	[]	7	2	[]	[]	False	False	False	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:1""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:3""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:4""}, {""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.25:5""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.26:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.27:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.28:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.30:3""}]"	[]	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P4	F83_Q1	False	[]	[]	[]	7	1	[]	[]	False	False	False	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:1""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:3""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:4""}, {""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.25:5""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.26:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.27:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.28:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.30:3""}]"	"[{""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.49:3""}]"	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P4	F83_Q2	False	[]	[]	[]	7	0	[]	[]	False	False	False	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:1""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:3""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:4""}, {""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.25:5""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.26:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.27:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.28:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.30:3""}]"	[]	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P5	F83_Q1	False	"[""C"", ""A""]"	[]	[]	2	1	[]	[]	False	False	False	[]	"[{""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.49:3""}]"	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P5	F83_Q2	False	"[""C"", ""A""]"	[]	[]	2	0	[]	[]	False	False	False	[]	[]	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_Q1	F83_Q2	False	[]	[]	"[{""edit"": ""delete_left"", ""event"": [""HEAT"", ""MISSING"", ""NA""], ""index"": 0}]"	1	0	[]	[]	False	False	False	"[{""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.49:3""}]"	[]	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
