language	config	seed	unit	category	output	train_occurrences	held_occurrences
latin	B0_W11	11	qokedy	D	xx	185	62
latin	B0_W11	11	CE	L	e	178	98
latin	B0_W11	11	Sy	S	are	173	68
latin	B0_W11	11	eol	L	i	173	75
latin	B0_W11	11	q	S	in	173	71
latin	B0_W11	11	CEy	S	cae	171	113
latin	B0_W11	11	Ceol	D	ii	167	77
latin	B0_W11	11	daI	L	t	165	148
latin	B0_W11	11	os	L	t	164	86
latin	B0_W11	11	qol	L	c	158	45
latin	B0_W11	11	lk	L	s	156	249
latin	B0_W11	11	qokEy	L	l	149	134
latin	B0_W11	11	okaN	L	a	144	92
latin	B0_W11	11	okal	L	c	143	52
latin	B0_W11	11	m	L	t	138	80
latin	B0_W11	11	otal	S	ad	130	48
latin	B0_W11	11	oky	L	a	129	44
latin	B0_W11	11	oty	L	d	127	48
latin	B0_W11	11	P	L	s	107	66
latin	B0_W11	11	n	L	t	86	37
latin	B0_W11	11	g	L	i	73	38
latin	B0_W11	11	F	N	<EMPTY>	35	13
latin	B0_W11	11	I	L	d	18	9
latin	B0_W11	11	x	L	x	14	11
latin	B0_W11	11	b	L	i	12	3
latin	B0_W11	11	j	L	m	7	3
latin	B0_W11	11	u	L	d	5	3
latin	B0_W11	11	c	D	mm	4	1
latin	B0_W11	11	h	L	q	2	1
latin	B0_W11	11	z	L	g	2	1
latin	B0_W11	11	v	L	x	1	0
latin	B0_W11	29	ol	W	castris	1825	712
latin	B0_W11	29	y	W	exercitum	1554	554
latin	B0_W11	29	C	W	civitates	1445	711
latin	B0_W11	29	ar	S	tum	1423	766
latin	B0_W11	29	or	W	hostibus	1322	535
latin	B0_W11	29	s	W	proeliis	1322	486
latin	B0_W11	29	aN	S	qui	1169	556
latin	B0_W11	29	d	W	exercitus	1144	597
latin	B0_W11	29	o	W	legiones	1126	609
latin	B0_W11	29	ok	S	in	1084	625
latin	B0_W11	29	ot	S	con	1033	689
latin	B0_W11	29	k	W	haeduorum	1025	478
latin	B0_W11	29	al	W	finibus	915	476
latin	B0_W11	29	S	W	essent	910	439
latin	B0_W11	29	t	W	proelium	883	359
latin	B0_W11	29	Ce	N	<EMPTY>	866	609
latin	B0_W11	29	qok	S	ver	862	444
latin	B0_W11	29	daN	S	est	844	387
latin	B0_W11	29	Cedy	S	ius	732	448
latin	B0_W11	29	qot	S	res	727	353
latin	B0_W11	29	e	N	<EMPTY>	699	453
latin	B0_W11	29	Cy	S	cum	671	212
latin	B0_W11	29	E	N	<EMPTY>	669	497
latin	B0_W11	29	l	N	<EMPTY>	666	524
latin	B0_W11	29	ody	S	que	608	272
latin	B0_W11	29	dy	S	rem	603	204
latin	B0_W11	29	aI	S	um	597	414
latin	B0_W11	29	p	N	<EMPTY>	572	338
latin	B0_W11	29	Se	S	iti	570	260
latin	B0_W11	29	Col	S	non	522	188
latin	B0_W11	29	Cey	S	iis	521	264
latin	B0_W11	29	Ey	L	t	505	370
latin	B0_W11	29	ey	S	sse	498	259
latin	B0_W11	29	Edy	L	t	469	312
latin	B0_W11	29	edy	L	t	446	253
latin	B0_W11	29	od	S	ari	445	222
latin	B0_W11	29	Sedy	S	qua	418	173
latin	B0_W11	29	am	S	ita	408	242
latin	B0_W11	29	olk	L	e	402	152
latin	B0_W11	29	yk	L	s	396	149
latin	B0_W11	29	Cor	S	ini	376	100
latin	B0_W11	29	yt	L	e	375	90
latin	B0_W11	29	r	S	tur	374	250
latin	B0_W11	29	qo	S	min	371	233
latin	B0_W11	29	Co	S	ani	364	121
latin	B0_W11	29	dal	S	nis	362	174
latin	B0_W11	29	T	L	e	344	121
latin	B0_W11	29	dar	S	mis	341	227
latin	B0_W11	29	Cdy	S	sar	331	167
latin	B0_W11	29	a	L	i	278	128
latin	B0_W11	29	Ky	L	a	273	120
latin	B0_W11	29	ai	L	i	264	143
latin	B0_W11	29	air	L	a	254	210
latin	B0_W11	29	Ty	L	a	251	74
latin	B0_W11	29	K	L	e	250	98
latin	B0_W11	29	Sey	S	si	236	148
latin	B0_W11	29	N	L	t	222	88
latin	B0_W11	29	f	N	<EMPTY>	220	104
latin	B0_W11	29	ky	L	a	204	69
latin	B0_W11	29	So	S	ad	201	76
latin	B0_W11	29	qokaI	D	xx	201	74
latin	B0_W11	29	i	L	n	199	118
latin	B0_W11	29	op	N	<EMPTY>	198	110
latin	B0_W11	29	Sol	D	ii	195	51
latin	B0_W11	29	qokaN	L	l	190	72
latin	B0_W11	29	qokEdy	D	cc	189	105
latin	B0_W11	29	qokal	L	p	187	41
latin	B0_W11	29	qokedy	L	c	185	62
latin	B0_W11	29	CE	L	t	178	98
latin	B0_W11	29	Sy	S	tra	173	68
latin	B0_W11	29	eol	L	t	173	75
latin	B0_W11	29	q	L	s	173	71
latin	B0_W11	29	CEy	S	tus	171	113
latin	B0_W11	29	Ceol	S	tem	167	77
latin	B0_W11	29	daI	S	hos	165	148
latin	B0_W11	29	os	S	ter	164	86
latin	B0_W11	29	qol	S	pro	158	45
latin	B0_W11	29	lk	L	e	156	249
latin	B0_W11	29	qokEy	L	l	149	134
latin	B0_W11	29	okaN	L	c	144	92
latin	B0_W11	29	okal	L	s	143	52
latin	B0_W11	29	m	L	i	138	80
latin	B0_W11	29	otal	L	c	130	48
latin	B0_W11	29	oky	L	a	129	44
latin	B0_W11	29	oty	L	a	127	48
latin	B0_W11	29	P	L	e	107	66
latin	B0_W11	29	n	L	s	86	37
latin	B0_W11	29	g	L	s	73	38
latin	B0_W11	29	F	L	i	35	13
latin	B0_W11	29	I	L	i	18	9
latin	B0_W11	29	x	L	s	14	11
latin	B0_W11	29	b	L	i	12	3
latin	B0_W11	29	j	L	l	7	3
latin	B0_W11	29	u	L	q	5	3
latin	B0_W11	29	c	L	q	4	1
latin	B0_W11	29	h	L	o	2	1
latin	B0_W11	29	z	D	rr	2	1
latin	B0_W11	29	v	L	m	1	0
latin	B0_W11	47	ol	W	haeduorum	1825	712
latin	B0_W11	47	y	W	caesaris	1554	554
latin	B0_W11	47	C	W	nostrorum	1445	711
latin	B0_W11	47	ar	W	caesar	1423	766
latin	B0_W11	47	or	W	omnibus	1322	535
latin	B0_W11	47	s	W	possent	1322	486
latin	B0_W11	47	aN	S	cum	1169	556
latin	B0_W11	47	d	W	celeriter	1144	597
latin	B0_W11	47	o	W	legiones	1126	609
latin	B0_W11	47	ok	S	in	1084	625
latin	B0_W11	47	ot	N	<EMPTY>	1033	689
latin	B0_W11	47	k	W	gallorum	1025	478
latin	B0_W11	47	al	S	qui	915	476
latin	B0_W11	47	S	W	legatos	910	439
latin	B0_W11	47	t	N	<EMPTY>	883	359
latin	B0_W11	47	Ce	W	rhenum	866	609
latin	B0_W11	47	qok	L	e	862	444
latin	B0_W11	47	daN	S	non	844	387
latin	B0_W11	47	Cedy	S	tem	732	448
latin	B0_W11	47	qot	N	<EMPTY>	727	353
latin	B0_W11	47	e	N	<EMPTY>	699	453
latin	B0_W11	47	Cy	S	que	671	212
latin	B0_W11	47	E	S	re	669	497
latin	B0_W11	47	l	S	ari	666	524
latin	B0_W11	47	ody	S	ret	608	272
latin	B0_W11	47	dy	S	mis	603	204
latin	B0_W11	47	aI	S	ius	597	414
latin	B0_W11	47	p	N	<EMPTY>	572	338
latin	B0_W11	47	Se	S	tra	570	260
latin	B0_W11	47	Col	S	ani	522	188
latin	B0_W11	47	Cey	S	rat	521	264
latin	B0_W11	47	Ey	S	iis	505	370
latin	B0_W11	47	ey	S	tur	498	259
latin	B0_W11	47	Edy	S	et	469	312
latin	B0_W11	47	edy	S	res	446	253
latin	B0_W11	47	od	S	per	445	222
latin	B0_W11	47	Sedy	S	est	418	173
latin	B0_W11	47	am	S	ant	408	242
latin	B0_W11	47	olk	S	ner	402	152
latin	B0_W11	47	yk	N	<EMPTY>	396	149
latin	B0_W11	47	Cor	S	quo	376	100
latin	B0_W11	47	yt	N	<EMPTY>	375	90
latin	B0_W11	47	r	S	pro	374	250
latin	B0_W11	47	qo	S	ter	371	233
latin	B0_W11	47	Co	S	qua	364	121
latin	B0_W11	47	dal	S	tri	362	174
latin	B0_W11	47	T	L	a	344	121
latin	B0_W11	47	dar	S	de	341	227
latin	B0_W11	47	Cdy	S	num	331	167
latin	B0_W11	47	a	L	i	278	128
latin	B0_W11	47	Ky	L	m	273	120
latin	B0_W11	47	ai	L	s	264	143
latin	B0_W11	47	air	S	ita	254	210
latin	B0_W11	47	Ty	L	d	251	74
latin	B0_W11	47	K	L	e	250	98
latin	B0_W11	47	Sey	L	t	236	148
latin	B0_W11	47	N	L	e	222	88
latin	B0_W11	47	f	L	e	220	104
latin	B0_W11	47	ky	L	i	204	69
latin	B0_W11	47	So	L	a	201	76
latin	B0_W11	47	qokaI	D	cc	201	74
latin	B0_W11	47	i	L	u	199	118
latin	B0_W11	47	op	S	ini	198	110
latin	B0_W11	47	Sol	S	sar	195	51
latin	B0_W11	47	qokaN	L	a	190	72
latin	B0_W11	47	qokEdy	L	c	189	105
latin	B0_W11	47	qokal	L	a	187	41
latin	B0_W11	47	qokedy	L	l	185	62
latin	B0_W11	47	CE	L	e	178	98
latin	B0_W11	47	Sy	S	are	173	68
latin	B0_W11	47	eol	L	t	173	75
latin	B0_W11	47	q	L	i	173	71
latin	B0_W11	47	CEy	L	a	171	113
latin	B0_W11	47	Ceol	D	ii	167	77
latin	B0_W11	47	daI	L	m	165	148
latin	B0_W11	47	os	L	t	164	86
latin	B0_W11	47	qol	S	ad	158	45
latin	B0_W11	47	lk	L	i	156	249
latin	B0_W11	47	qokEy	L	c	149	134
latin	B0_W11	47	okaN	L	c	144	92
latin	B0_W11	47	okal	L	a	143	52
latin	B0_W11	47	m	L	e	138	80
latin	B0_W11	47	otal	L	c	130	48
latin	B0_W11	47	oky	D	xx	129	44
latin	B0_W11	47	oty	L	m	127	48
latin	B0_W11	47	P	L	i	107	66
latin	B0_W11	47	n	L	n	86	37
latin	B0_W11	47	g	L	t	73	38
latin	B0_W11	47	F	L	s	35	13
latin	B0_W11	47	I	L	i	18	9
latin	B0_W11	47	x	L	l	14	11
latin	B0_W11	47	b	L	t	12	3
latin	B0_W11	47	j	L	d	7	3
latin	B0_W11	47	u	L	m	5	3
latin	B0_W11	47	c	L	l	4	1
latin	B0_W11	47	h	L	n	2	1
latin	B0_W11	47	z	L	n	2	1
latin	B0_W11	47	v	D	tt	1	0
latin	B0_W11	71	ol	W	caesarem	1825	712
latin	B0_W11	71	y	W	nostrorum	1554	554
latin	B0_W11	71	C	W	legiones	1445	711
latin	B0_W11	71	ar	W	castris	1423	766
latin	B0_W11	71	or	W	caesar	1322	535
latin	B0_W11	71	s	W	galliae	1322	486
latin	B0_W11	71	aN	S	cum	1169	556
latin	B0_W11	71	d	W	civitates	1144	597
latin	B0_W11	71	o	W	omnibus	1126	609
latin	B0_W11	71	ok	S	ter	1084	625
latin	B0_W11	71	ot	S	per	1033	689
latin	B0_W11	71	k	S	ari	1025	478
latin	B0_W11	71	al	W	galliam	915	476
latin	B0_W11	71	S	W	navibus	910	439
latin	B0_W11	71	t	W	caesaris	883	359
latin	B0_W11	71	Ce	N	<EMPTY>	866	609
latin	B0_W11	71	qok	S	res	862	444
latin	B0_W11	71	daN	S	rem	844	387
latin	B0_W11	71	Cedy	S	tem	732	448
latin	B0_W11	71	qot	L	s	727	353
latin	B0_W11	71	e	N	<EMPTY>	699	453
latin	B0_W11	71	Cy	S	tus	671	212
latin	B0_W11	71	E	N	<EMPTY>	669	497
latin	B0_W11	71	l	S	qui	666	524
latin	B0_W11	71	ody	S	unt	608	272
latin	B0_W11	71	dy	S	quo	603	204
latin	B0_W11	71	aI	S	ius	597	414
latin	B0_W11	71	p	N	<EMPTY>	572	338
latin	B0_W11	71	Se	S	ver	570	260
latin	B0_W11	71	Col	S	est	522	188
latin	B0_W11	71	Cey	S	ant	521	264
latin	B0_W11	71	Ey	L	i	505	370
latin	B0_W11	71	ey	L	e	498	259
latin	B0_W11	71	Edy	L	e	469	312
latin	B0_W11	71	edy	L	i	446	253
latin	B0_W11	71	od	L	e	445	222
latin	B0_W11	71	Sedy	S	num	418	173
latin	B0_W11	71	am	S	int	408	242
latin	B0_W11	71	olk	S	ar	402	152
latin	B0_W11	71	yk	S	mis	396	149
latin	B0_W11	71	Cor	S	iis	376	100
latin	B0_W11	71	yt	L	s	375	90
latin	B0_W11	71	r	S	bus	374	250
latin	B0_W11	71	qo	S	par	371	233
latin	B0_W11	71	Co	S	ita	364	121
latin	B0_W11	71	dal	S	iti	362	174
latin	B0_W11	71	T	L	s	344	121
latin	B0_W11	71	dar	S	ani	341	227
latin	B0_W11	71	Cdy	S	tis	331	167
latin	B0_W11	71	a	L	i	278	128
latin	B0_W11	71	Ky	L	t	273	120
latin	B0_W11	71	ai	L	e	264	143
latin	B0_W11	71	air	L	a	254	210
latin	B0_W11	71	Ty	S	men	251	74
latin	B0_W11	71	K	L	s	250	98
latin	B0_W11	71	Sey	L	a	236	148
latin	B0_W11	71	N	L	t	222	88
latin	B0_W11	71	f	N	<EMPTY>	220	104
latin	B0_W11	71	ky	S	us	204	69
latin	B0_W11	71	So	L	a	201	76
latin	B0_W11	71	qokaI	D	xx	201	74
latin	B0_W11	71	i	L	i	199	118
latin	B0_W11	71	op	N	<EMPTY>	198	110
latin	B0_W11	71	Sol	S	que	195	51
latin	B0_W11	71	qokaN	L	l	190	72
latin	B0_W11	71	qokEdy	D	cc	189	105
latin	B0_W11	71	qokal	L	c	187	41
latin	B0_W11	71	qokedy	D	ii	185	62
latin	B0_W11	71	CE	L	s	178	98
latin	B0_W11	71	Sy	L	e	173	68
latin	B0_W11	71	eol	L	e	173	75
latin	B0_W11	71	q	L	d	173	71
latin	B0_W11	71	CEy	S	si	171	113
latin	B0_W11	71	Ceol	L	a	167	77
latin	B0_W11	71	daI	S	bat	165	148
latin	B0_W11	71	os	S	ati	164	86
latin	B0_W11	71	qol	S	min	158	45
latin	B0_W11	71	lk	S	omn	156	249
latin	B0_W11	71	qokEy	L	m	149	134
latin	B0_W11	71	okaN	L	l	144	92
latin	B0_W11	71	okal	L	a	143	52
latin	B0_W11	71	m	L	t	138	80
latin	B0_W11	71	otal	L	l	130	48
latin	B0_W11	71	oky	L	a	129	44
latin	B0_W11	71	oty	L	m	127	48
latin	B0_W11	71	P	L	s	107	66
latin	B0_W11	71	n	L	n	86	37
latin	B0_W11	71	g	L	t	73	38
latin	B0_W11	71	F	N	<EMPTY>	35	13
latin	B0_W11	71	I	L	m	18	9
latin	B0_W11	71	x	L	l	14	11
latin	B0_W11	71	b	L	i	12	3
latin	B0_W11	71	j	L	m	7	3
latin	B0_W11	71	u	L	i	5	3
latin	B0_W11	71	c	L	t	4	1
latin	B0_W11	71	h	L	u	2	1
latin	B0_W11	71	z	D	ss	2	1
latin	B0_W11	71	v	L	l	1	0
latin	B0_W11	89	ol	W	exercitus	1825	712
latin	B0_W11	89	y	W	omnibus	1554	554
latin	B0_W11	89	C	W	caesare	1445	711
latin	B0_W11	89	ar	W	exercitum	1423	766
latin	B0_W11	89	or	W	legatis	1322	535
latin	B0_W11	89	s	W	propter	1322	486
latin	B0_W11	89	aN	S	cum	1169	556
latin	B0_W11	89	d	W	quibus	1144	597
latin	B0_W11	89	o	W	haeduorum	1126	609
latin	B0_W11	89	ok	S	per	1084	625
latin	B0_W11	89	ot	S	par	1033	689
latin	B0_W11	89	k	W	proeliis	1025	478
latin	B0_W11	89	al	W	nostris	915	476
latin	B0_W11	89	S	S	ter	910	439
latin	B0_W11	89	t	N	<EMPTY>	883	359
latin	B0_W11	89	Ce	N	<EMPTY>	866	609
latin	B0_W11	89	qok	S	eti	862	444
latin	B0_W11	89	daN	S	qui	844	387
latin	B0_W11	89	Cedy	S	ius	732	448
latin	B0_W11	89	qot	L	s	727	353
latin	B0_W11	89	e	L	i	699	453
latin	B0_W11	89	Cy	S	tes	671	212
latin	B0_W11	89	E	N	<EMPTY>	669	497
latin	B0_W11	89	l	W	caesar	666	524
latin	B0_W11	89	ody	S	ere	608	272
latin	B0_W11	89	dy	S	quo	603	204
latin	B0_W11	89	aI	S	tum	597	414
latin	B0_W11	89	p	N	<EMPTY>	572	338
latin	B0_W11	89	Se	N	<EMPTY>	570	260
latin	B0_W11	89	Col	S	nos	522	188
latin	B0_W11	89	Cey	S	tem	521	264
latin	B0_W11	89	Ey	L	e	505	370
latin	B0_W11	89	ey	S	unt	498	259
latin	B0_W11	89	Edy	L	e	469	312
latin	B0_W11	89	edy	S	ent	446	253
latin	B0_W11	89	od	S	ari	445	222
latin	B0_W11	89	Sedy	S	num	418	173
latin	B0_W11	89	am	S	tur	408	242
latin	B0_W11	89	olk	L	s	402	152
latin	B0_W11	89	yk	S	ess	396	149
latin	B0_W11	89	Cor	S	ita	376	100
latin	B0_W11	89	yt	L	s	375	90
latin	B0_W11	89	r	S	de	374	250
latin	B0_W11	89	qo	S	in	371	233
latin	B0_W11	89	Co	S	ani	364	121
latin	B0_W11	89	dal	S	se	362	174
latin	B0_W11	89	T	L	s	344	121
latin	B0_W11	89	dar	S	res	341	227
latin	B0_W11	89	Cdy	S	ium	331	167
latin	B0_W11	89	a	L	i	278	128
latin	B0_W11	89	Ky	S	non	273	120
latin	B0_W11	89	ai	L	i	264	143
latin	B0_W11	89	air	L	e	254	210
latin	B0_W11	89	Ty	L	a	251	74
latin	B0_W11	89	K	L	s	250	98
latin	B0_W11	89	Sey	L	a	236	148
latin	B0_W11	89	N	L	t	222	88
latin	B0_W11	89	f	N	<EMPTY>	220	104
latin	B0_W11	89	ky	S	que	204	69
latin	B0_W11	89	So	L	e	201	76
latin	B0_W11	89	qokaI	L	a	201	74
latin	B0_W11	89	i	L	n	199	118
latin	B0_W11	89	op	N	<EMPTY>	198	110
latin	B0_W11	89	Sol	D	ii	195	51
latin	B0_W11	89	qokaN	L	l	190	72
latin	B0_W11	89	qokEdy	L	l	189	105
latin	B0_W11	89	qokal	L	a	187	41
latin	B0_W11	89	qokedy	D	xx	185	62
latin	B0_W11	89	CE	L	e	178	98
latin	B0_W11	89	Sy	S	us	173	68
latin	B0_W11	89	eol	L	e	173	75
latin	B0_W11	89	q	L	d	173	71
latin	B0_W11	89	CEy	S	sar	171	113
latin	B0_W11	89	Ceol	L	a	167	77
latin	B0_W11	89	daI	S	pro	165	148
latin	B0_W11	89	os	S	nis	164	86
latin	B0_W11	89	qol	S	min	158	45
latin	B0_W11	89	lk	L	s	156	249
latin	B0_W11	89	qokEy	D	cc	149	134
latin	B0_W11	89	okaN	L	l	144	92
latin	B0_W11	89	okal	L	c	143	52
latin	B0_W11	89	m	L	t	138	80
latin	B0_W11	89	otal	S	mis	130	48
latin	B0_W11	89	oky	L	a	129	44
latin	B0_W11	89	oty	L	c	127	48
latin	B0_W11	89	P	L	r	107	66
latin	B0_W11	89	n	L	d	86	37
latin	B0_W11	89	g	L	i	73	38
latin	B0_W11	89	F	L	n	35	13
latin	B0_W11	89	I	L	t	18	9
latin	B0_W11	89	x	L	t	14	11
latin	B0_W11	89	b	L	o	12	3
latin	B0_W11	89	j	L	m	7	3
latin	B0_W11	89	u	L	t	5	3
latin	B0_W11	89	c	L	m	4	1
latin	B0_W11	89	h	L	i	2	1
latin	B0_W11	89	z	D	nn	2	1
latin	B0_W11	89	v	L	m	1	0
latin	B0_W11	107	ol	W	exercitus	1825	712
latin	B0_W11	107	y	W	exercitum	1554	554
latin	B0_W11	107	C	W	castris	1445	711
latin	B0_W11	107	ar	W	caesarem	1423	766
latin	B0_W11	107	or	W	caesari	1322	535
latin	B0_W11	107	s	W	omnibus	1322	486
latin	B0_W11	107	aN	S	tum	1169	556
latin	B0_W11	107	d	W	haeduorum	1144	597
latin	B0_W11	107	o	W	helvetii	1126	609
latin	B0_W11	107	ok	S	quo	1084	625
latin	B0_W11	107	ot	S	in	1033	689
latin	B0_W11	107	k	W	possent	1025	478
latin	B0_W11	107	al	W	civitates	915	476
latin	B0_W11	107	S	W	auxilium	910	439
latin	B0_W11	107	t	N	<EMPTY>	883	359
latin	B0_W11	107	Ce	S	ani	866	609
latin	B0_W11	107	qok	N	<EMPTY>	862	444
latin	B0_W11	107	daN	S	et	844	387
latin	B0_W11	107	Cedy	S	tem	732	448
latin	B0_W11	107	qot	S	era	727	353
latin	B0_W11	107	e	S	ter	699	453
latin	B0_W11	107	Cy	S	ant	671	212
latin	B0_W11	107	E	N	<EMPTY>	669	497
latin	B0_W11	107	l	S	qui	666	524
latin	B0_W11	107	ody	S	ius	608	272
latin	B0_W11	107	dy	S	res	603	204
latin	B0_W11	107	aI	S	tia	597	414
latin	B0_W11	107	p	N	<EMPTY>	572	338
latin	B0_W11	107	Se	S	per	570	260
latin	B0_W11	107	Col	S	non	522	188
latin	B0_W11	107	Cey	S	nis	521	264
latin	B0_W11	107	Ey	L	t	505	370
latin	B0_W11	107	ey	S	rat	498	259
latin	B0_W11	107	Edy	L	t	469	312
latin	B0_W11	107	edy	L	t	446	253
latin	B0_W11	107	od	S	re	445	222
latin	B0_W11	107	Sedy	S	iam	418	173
latin	B0_W11	107	am	S	rum	408	242
latin	B0_W11	107	olk	L	e	402	152
latin	B0_W11	107	yk	L	e	396	149
latin	B0_W11	107	Cor	S	nos	376	100
latin	B0_W11	107	yt	L	e	375	90
latin	B0_W11	107	r	L	i	374	250
latin	B0_W11	107	qo	S	par	371	233
latin	B0_W11	107	Co	S	tri	364	121
latin	B0_W11	107	dal	S	ari	362	174
latin	B0_W11	107	T	L	e	344	121
latin	B0_W11	107	dar	S	qua	341	227
latin	B0_W11	107	Cdy	S	cum	331	167
latin	B0_W11	107	a	L	t	278	128
latin	B0_W11	107	Ky	L	a	273	120
latin	B0_W11	107	ai	L	i	264	143
latin	B0_W11	107	air	L	t	254	210
latin	B0_W11	107	Ty	L	a	251	74
latin	B0_W11	107	K	L	e	250	98
latin	B0_W11	107	Sey	L	a	236	148
latin	B0_W11	107	N	L	s	222	88
latin	B0_W11	107	f	N	<EMPTY>	220	104
latin	B0_W11	107	ky	L	i	204	69
latin	B0_W11	107	So	S	men	201	76
latin	B0_W11	107	qokaI	D	xx	201	74
latin	B0_W11	107	i	L	i	199	118
latin	B0_W11	107	op	N	<EMPTY>	198	110
latin	B0_W11	107	Sol	S	se	195	51
latin	B0_W11	107	qokaN	S	bat	190	72
latin	B0_W11	107	qokEdy	D	ii	189	105
latin	B0_W11	107	qokal	L	c	187	41
latin	B0_W11	107	qokedy	L	p	185	62
latin	B0_W11	107	CE	L	s	178	98
latin	B0_W11	107	Sy	S	atu	173	68
latin	B0_W11	107	eol	L	t	173	75
latin	B0_W11	107	q	S	eti	173	71
latin	B0_W11	107	CEy	S	mis	171	113
latin	B0_W11	107	Ceol	S	iis	167	77
latin	B0_W11	107	daI	L	a	165	148
latin	B0_W11	107	os	L	a	164	86
latin	B0_W11	107	qol	S	hos	158	45
latin	B0_W11	107	lk	L	e	156	249
latin	B0_W11	107	qokEy	D	cc	149	134
latin	B0_W11	107	okaN	L	a	144	92
latin	B0_W11	107	okal	L	c	143	52
latin	B0_W11	107	m	L	s	138	80
latin	B0_W11	107	otal	L	c	130	48
latin	B0_W11	107	oky	L	m	129	44
latin	B0_W11	107	oty	L	c	127	48
latin	B0_W11	107	P	N	<EMPTY>	107	66
latin	B0_W11	107	n	L	o	86	37
latin	B0_W11	107	g	L	i	73	38
latin	B0_W11	107	F	L	u	35	13
latin	B0_W11	107	I	L	s	18	9
latin	B0_W11	107	x	L	l	14	11
latin	B0_W11	107	b	L	i	12	3
latin	B0_W11	107	j	L	q	7	3
latin	B0_W11	107	u	L	c	5	3
latin	B0_W11	107	c	L	l	4	1
latin	B0_W11	107	h	D	dd	2	1
latin	B0_W11	107	z	L	o	2	1
latin	B0_W11	107	v	L	v	1	0
latin	B3_W8	11	ol	W	coeperunt	1825	712
latin	B3_W8	11	y	W	auxilium	1554	554
latin	B3_W8	11	C	W	civitates	1445	711
latin	B3_W8	11	ar	W	propterea	1423	766
latin	B3_W8	11	or	W	possent	1322	535
latin	B3_W8	11	s	S	nos	1322	486
latin	B3_W8	11	aN	S	tum	1169	556
latin	B3_W8	11	d	W	haeduorum	1144	597
latin	B3_W8	11	o	W	propter	1126	609
latin	B3_W8	11	ok	S	con	1084	625
latin	B3_W8	11	ot	S	de	1033	689
latin	B3_W8	11	k	W	omnibus	1025	478
latin	B3_W8	11	al	S	tur	915	476
latin	B3_W8	11	S	S	eti	910	439
latin	B3_W8	11	t	S	per	883	359
latin	B3_W8	11	Ce	N	<EMPTY>	866	609
latin	B3_W8	11	qok	S	pos	862	444
