edition	iris_code	xiphion_code	page_pairs	acorus_triples	four_page_assignments
IT2a	ko	pc	18	818	78788
IT2a	ko	pch	18	818	78788
IT2a	ko	t	18	806	77466
IT2a	ko	tc	5	225	21639
IT2a	ko	tch	5	225	21639
IT2a	ko	tche	1	46	4423
IT2a	ko	tchy	1	45	4327
IT2a	ko	te	1	45	4327
IT2a	ko	to	4	177	16936
IT2a	ko	tol	1	44	4147
IT2a	ko	tor	2	89	8558
IT2a	ko	tors	1	44	4231
IT2a	kod	ks	1	3	290
IT2a	kod	ksh	1	3	290
IT2a	kod	o	1	2	195
IT2a	kod	ok	1	2	195
IT2a	kod	oke	1	2	195
IT2a	kod	okeo	1	2	195
IT2a	kod	p	6	18	1740
IT2a	kod	pc	4	12	1160
IT2a	kod	pch	4	12	1160
IT2a	kod	t	4	12	1160
IT2a	kod	tc	4	12	1160
IT2a	kod	tch	4	12	1160
IT2a	kod	tchy	1	3	290
IT2a	ks	c	4	37	3491
IT2a	ks	ct	4	37	3491
IT2a	ks	cth	4	37	3491
IT2a	ks	ctho	2	18	1706
IT2a	ks	f	9	87	8225
IT2a	ks	fc	2	18	1706
IT2a	ks	fch	2	18	1706
IT2a	ks	fcho	1	8	758
IT2a	ks	kc	8	82	7738
IT2a	ks	kch	8	82	7738
IT2a	ks	kche	2	18	1706
IT2a	ks	ko	9	90	8538
IT2a	ks	kod	1	9	862
IT2a	ks	ky	3	30	2826
IT2a	ks	kyd	1	10	930
IT2a	ks	kyda	1	10	930
IT2a	ks	o	12	123	11648
IT2a	ks	ok	8	82	7779
IT2a	ks	okc	3	31	2939
IT2a	ks	okch	3	31	2939
IT2a	ks	okche	1	9	853
IT2a	ks	oke	3	30	2856
IT2a	ks	okeo	1	9	862
IT2a	ks	okeod	1	9	862
IT2a	ks	ot	4	41	3869
IT2a	ks	otc	3	30	2826
IT2a	ks	otch	3	30	2826
IT2a	ks	otcha	1	9	853
IT2a	ks	p	75	732	69109
IT2a	ks	pa	1	11	1043
IT2a	ks	pc	18	174	16390
IT2a	ks	pch	18	174	16390
IT2a	ks	pche	4	38	3602
IT2a	ks	pcheo	1	8	758
IT2a	ks	pd	3	32	3034
IT2a	ks	pda	1	11	1043
IT2a	ks	pdai	1	11	1043
IT2a	ks	ps	1	9	837
IT2a	ks	psh	1	9	837
IT2a	ks	psho	1	9	837
IT2a	ks	pshol	1	9	837
IT2a	ks	t	35	352	33301
IT2a	ks	tc	4	41	3910
IT2a	ks	tch	4	41	3910
IT2a	ks	tcho	2	20	1916
IT2a	ks	tchoc	1	9	862
IT2a	ks	te	2	19	1783
IT2a	ks	to	7	69	6473
IT2a	ks	tol	6	59	5543
IT2a	ks	told	1	11	1043
IT2a	ks	ts	5	44	4188
IT2a	ks	tsh	5	44	4188
IT2a	ks	tsho	4	36	3430
IT2a	ks	tshol	1	9	862
IT2a	ksh	c	3	27	2543
IT2a	ksh	ct	3	27	2543
IT2a	ksh	cth	3	27	2543
IT2a	ksh	ctho	2	18	1706
IT2a	ksh	f	6	55	5180
IT2a	ksh	fc	1	8	758
IT2a	ksh	fch	1	8	758
IT2a	ksh	fcho	1	8	758
IT2a	ksh	kc	6	60	5652
IT2a	ksh	kch	6	60	5652
IT2a	ksh	kche	2	18	1706
IT2a	ksh	ko	9	90	8538
IT2a	ksh	kod	1	9	862
IT2a	ksh	ky	2	19	1783
IT2a	ksh	kyd	1	10	930
IT2a	ksh	kyda	1	10	930
IT2a	ksh	o	6	60	5682
IT2a	ksh	ok	6	60	5682
IT2a	ksh	okc	2	20	1896
IT2a	ksh	okch	2	20	1896
IT2a	ksh	okche	1	9	853
IT2a	ksh	oke	2	19	1802
IT2a	ksh	okeo	1	9	862
IT2a	ksh	okeod	1	9	862
IT2a	ksh	p	56	533	50231
IT2a	ksh	pc	12	110	10322
IT2a	ksh	pch	12	110	10322
IT2a	ksh	pche	2	17	1611
IT2a	ksh	pcheo	1	8	758
IT2a	ksh	pd	3	32	3034
IT2a	ksh	pda	1	11	1043
IT2a	ksh	pdai	1	11	1043
IT2a	ksh	ps	1	9	837
IT2a	ksh	psh	1	9	837
IT2a	ksh	psho	1	9	837
IT2a	ksh	pshol	1	9	837
IT2a	ksh	t	26	255	24089
IT2a	ksh	tc	3	30	2856
IT2a	ksh	tch	3	30	2856
IT2a	ksh	tcho	2	20	1916
IT2a	ksh	tchoc	1	9	862
IT2a	ksh	te	2	19	1783
IT2a	ksh	to	5	48	4500
IT2a	ksh	tol	4	38	3570
IT2a	ksh	told	1	11	1043
IT2a	ksh	ts	5	44	4188
IT2a	ksh	tsh	5	44	4188
IT2a	ksh	tsho	4	36	3430
IT2a	ksh	tshol	1	9	862
IT2a	ksho	f	2	2	191
IT2a	ksho	fc	1	1	95
IT2a	ksho	fch	1	1	95
IT2a	ksho	fcho	1	1	95
IT2a	ksho	kc	4	4	380
IT2a	ksho	kch	4	4	380
IT2a	ksho	kche	2	2	190
IT2a	ksho	ko	2	2	192
IT2a	ksho	ky	1	1	95
IT2a	ksho	o	2	2	190
IT2a	ksho	ok	2	2	190
IT2a	ksho	okc	2	2	190
IT2a	ksho	okch	2	2	190
IT2a	ksho	okche	1	1	95
IT2a	ksho	p	9	9	855
IT2a	ksho	pc	1	1	95
IT2a	ksho	pch	1	1	95
IT2a	ksho	t	6	6	566
IT2a	ksho	to	2	2	186
IT2a	ksho	tol	2	2	186
IT2a	ksho	ts	2	2	190
IT2a	ksho	tsh	2	2	190
IT2a	ksho	tsho	2	2	190
IT2a	kshor	f	1	1	96
IT2a	kshor	p	1	1	95
IT2a	ky	c	2	74	7032
IT2a	ky	ct	2	74	7032
IT2a	ky	cth	2	74	7032
IT2a	ky	ko	5	186	17713
IT2a	ky	o	3	112	10679
IT2a	ky	ok	2	75	7163
IT2a	ky	ot	1	37	3516
IT2a	ky	otc	1	37	3516
IT2a	ky	otch	1	37	3516
IT2a	ky	otcha	1	37	3516
IT2a	ky	otchal	1	37	3516
IT2a	ky	p	31	1146	109049
IT2a	ky	pc	15	559	53196
IT2a	ky	pch	15	559	53196
IT2a	ky	pcha	1	37	3516
IT2a	ky	pcho	6	226	21514
IT2a	ky	t	18	664	63140
IT2a	ky	ta	1	37	3516
IT2a	ky	tc	5	185	17584
IT2a	ky	tch	5	185	17584
IT2a	ky	to	3	113	10738
IT2a	ky	toc	1	38	3611
IT2a	ky	tol	1	37	3516
IT2a	ky	told	1	37	3516
IT2a	kyd	ko	1	4	381
IT2a	kyd	o	2	7	669
IT2a	kyd	ok	1	3	288
IT2a	kyd	ot	1	4	381
IT2a	kyd	otc	1	4	381
IT2a	kyd	otch	1	4	381
IT2a	kyd	otcha	1	4	381
IT2a	kyd	otchal	1	4	381
IT2a	kyd	p	12	45	4295
IT2a	kyd	pc	4	15	1429
IT2a	kyd	pch	4	15	1429
IT2a	kyd	pcho	3	11	1048
IT2a	kyd	t	6	22	2088
IT2a	kyd	ta	1	3	286
IT2a	kyd	tc	2	8	754
IT2a	kyd	tch	2	8	754
IT2a	kyd	to	1	4	381
IT2a	kyd	toc	1	4	381
IT2a	kyda	ko	1	2	191
IT2a	kyda	o	2	3	287
IT2a	kyda	ok	1	1	96
IT2a	kyda	ot	1	2	191
IT2a	kyda	otc	1	2	191
IT2a	kyda	otch	1	2	191
IT2a	kyda	otcha	1	2	191
IT2a	kyda	otchal	1	2	191
IT2a	kyda	p	10	19	1819
IT2a	kyda	pc	4	7	669
IT2a	kyda	pch	4	7	669
IT2a	kyda	pcho	3	5	478
IT2a	kyda	t	2	4	382
IT2a	kyda	ta	1	2	191
IT2a	kyda	tc	1	2	191
IT2a	kyda	tch	1	2	191
IT2a	kydai	ko	1	1	95
IT2a	kydai	p	3	3	285
IT2a	kydai	pc	2	2	190
IT2a	kydai	pch	2	2	190
IT2a	kydai	t	1	1	95
IT2a	kydai	tc	1	1	95
IT2a	kydai	tch	1	1	95
IT2a	o	c	8	779	74368
IT2a	o	f	12	1172	112226
IT2a	o	fa	1	98	9416
IT2a	o	fc	3	291	27672
IT2a	o	fch	3	291	27672
IT2a	o	k	59	5743	548128
IT2a	o	kc	3	293	28056
IT2a	o	kch	3	293	28056
IT2a	o	kche	1	97	9224
IT2a	o	ko	27	2637	252510
IT2a	o	koc	1	98	9416
IT2a	o	koch	1	98	9416
IT2a	o	kod	3	295	28442
IT2a	o	koda	2	196	18832
IT2a	o	kodal	1	98	9416
IT2a	o	kodalc	1	98	9416
IT2a	o	kodalch	1	98	9416
IT2a	o	kor	1	97	9224
IT2a	o	ks	21	2035	193386
IT2a	o	ksh	10	967	91704
IT2a	o	kshe	1	96	9040
IT2a	o	kshed	1	96	9040
IT2a	o	kshedy	1	96	9040
IT2a	o	kshedyo	1	96	9040
IT2a	o	ksho	3	291	27672
IT2a	o	ky	2	195	18640
IT2a	o	kyd	2	195	18640
IT2a	o	kyda	2	195	18640
IT2a	o	p	138	13450	1285212
IT2a	o	pa	2	196	18832
IT2a	o	par	1	98	9416
IT2a	o	pc	40	3906	373958
IT2a	o	pch	40	3906	373958
IT2a	o	pcha	3	291	27672
IT2a	o	pchar	1	97	9224
IT2a	o	py	3	294	28248
IT2a	o	t	66	6424	613080
IT2a	o	ta	1	98	9416
IT2a	o	tc	15	1460	139356
IT2a	o	tch	15	1460	139356
IT2a	o	tche	1	98	9416
IT2a	o	tched	1	98	9416
IT2a	o	tchedy	1	98	9416
IT2a	o	tcho	6	585	55944
IT2a	o	tchod	2	195	18650
IT2a	o	tchy	1	97	9224
IT2a	o	te	1	98	9416
IT2a	o	to	6	586	56120
IT2a	o	ty	1	97	9224
IT2a	ok	c	5	453	43340
IT2a	ok	f	10	907	86867
IT2a	ok	fa	1	91	8742
IT2a	ok	fc	2	180	17114
IT2a	ok	fch	2	180	17114
IT2a	ok	k	38	3439	328548
IT2a	ok	kc	2	182	17484
IT2a	ok	kch	2	182	17484
IT2a	ok	ko	16	1454	139327
IT2a	ok	kod	3	275	26509
IT2a	ok	koda	2	183	17580
IT2a	ok	kodal	1	92	8838
IT2a	ok	kodalc	1	92	8838
IT2a	ok	kodalch	1	92	8838
IT2a	ok	ks	14	1261	120025
IT2a	ok	ksh	10	897	85055
IT2a	ok	kshe	1	89	8380
IT2a	ok	kshed	1	89	8380
IT2a	ok	kshedy	1	89	8380
IT2a	ok	kshedyo	1	89	8380
IT2a	ok	ksho	3	270	25671
IT2a	ok	ky	1	91	8742
IT2a	ok	kyd	1	91	8742
IT2a	ok	kyda	1	91	8742
IT2a	ok	ot	2	181	17299
IT2a	ok	otc	2	181	17299
IT2a	ok	otch	2	181	17299
IT2a	ok	otcha	1	90	8557
IT2a	ok	p	86	7803	746853
IT2a	ok	pa	1	91	8742
IT2a	ok	par	1	91	8742
IT2a	ok	pc	38	3451	330370
IT2a	ok	pch	38	3451	330370
IT2a	ok	pcha	2	181	17209
IT2a	ok	pchar	1	91	8652
IT2a	ok	py	3	273	26226
IT2a	ok	t	44	3986	381012
IT2a	ok	ta	1	91	8742
IT2a	ok	tc	10	905	86519
IT2a	ok	tch	10	905	86519
IT2a	ok	tche	1	91	8742
IT2a	ok	tched	1	91	8742
IT2a	ok	tchedy	1	91	8742
IT2a	ok	tcho	3	273	26238
IT2a	ok	tchod	2	181	17309
IT2a	ok	tchy	1	90	8557
IT2a	ok	te	1	91	8742
IT2a	ok	to	6	545	52186
IT2a	okc	c	1	48	4568
IT2a	okc	f	3	143	13609
IT2a	okc	fc	2	95	9041
IT2a	okc	fch	2	95	9041
IT2a	okc	k	14	669	63761
IT2a	okc	ko	7	336	32070
IT2a	okc	ks	4	190	18082
IT2a	okc	ksh	3	143	13609
IT2a	okc	ksho	3	143	13609
IT2a	okc	oke	1	48	4615
IT2a	okc	ot	1	47	4473
IT2a	okc	otc	1	47	4473
IT2a	okc	otch	1	47	4473
IT2a	okc	otcha	1	47	4473
IT2a	okc	p	34	1629	155217
IT2a	okc	pc	14	676	64379
IT2a	okc	pch	14	676	64379
IT2a	okc	pcha	2	97	9231
IT2a	okc	pchar	1	49	4663
IT2a	okc	t	18	863	82174
IT2a	okc	tc	3	144	13800
IT2a	okc	tch	3	144	13800
IT2a	okc	tchy	1	47	4473
IT2a	okch	c	1	48	4568
IT2a	okch	f	3	143	13609
IT2a	okch	fc	2	95	9041
IT2a	okch	fch	2	95	9041
IT2a	okch	k	14	669	63761
IT2a	okch	ko	7	336	32070
IT2a	okch	ks	4	190	18082
IT2a	okch	ksh	3	143	13609
IT2a	okch	ksho	3	143	13609
IT2a	okch	oke	1	48	4615
IT2a	okch	ot	1	47	4473
IT2a	okch	otc	1	47	4473
IT2a	okch	otch	1	47	4473
IT2a	okch	otcha	1	47	4473
IT2a	okch	p	34	1629	155217
IT2a	okch	pc	14	676	64379
IT2a	okch	pch	14	676	64379
IT2a	okch	pcha	2	97	9231
IT2a	okch	pchar	1	49	4663
IT2a	okch	t	18	863	82174
IT2a	okch	tc	3	144	13800
IT2a	okch	tch	3	144	13800
IT2a	okch	tchy	1	47	4473
IT2a	okche	k	4	13	1245
IT2a	okche	ko	1	3	289
IT2a	okche	ks	1	4	382
IT2a	okche	ksh	1	4	382
IT2a	okche	ksho	1	4	382
IT2a	okche	ot	1	2	192
IT2a	okche	otc	1	2	192
IT2a	okche	otch	1	2	192
IT2a	okche	otcha	1	2	192
IT2a	okche	p	10	39	3731
IT2a	okche	pc	4	15	1435
IT2a	okche	pch	4	15	1435
IT2a	okche	pcha	1	4	382
IT2a	okche	t	5	20	1906
IT2a	okche	tc	2	8	768
IT2a	okche	tch	2	8	768
IT2a	okche	tchy	1	4	382
IT2a	oke	c	2	59	5668
IT2a	oke	k	10	293	28184
IT2a	oke	kc	1	29	2786
IT2a	oke	kch	1	29	2786
IT2a	oke	ko	4	120	11588
IT2a	oke	kod	2	60	5794
IT2a	oke	koda	1	30	2882
IT2a	oke	ks	4	114	10928
IT2a	oke	ksh	2	57	5424
IT2a	oke	ky	1	30	2882
IT2a	oke	kyd	1	30	2882
IT2a	oke	kyda	1	30	2882
IT2a	oke	okc	1	29	2786
IT2a	oke	okch	1	29	2786
IT2a	oke	ot	1	29	2786
IT2a	oke	otc	1	29	2786
IT2a	oke	otch	1	29	2786
IT2a	oke	p	27	780	75106
IT2a	oke	pc	13	375	36112
IT2a	oke	pch	13	375	36112
IT2a	oke	py	1	29	2786
IT2a	oke	t	13	379	36416
IT2a	oke	ta	1	29	2786
IT2a	oke	tc	3	87	8386
IT2a	oke	tch	3	87	8386
IT2a	oke	tche	1	29	2786
IT2a	oke	tched	1	29	2786
IT2a	oke	tchedy	1	29	2786
IT2a	oke	tcho	1	29	2814
IT2a	oke	te	1	28	2690
IT2a	oke	to	3	87	8306
IT2a	okeo	c	1	6	579
IT2a	okeo	k	3	17	1653
IT2a	okeo	ko	2	12	1170
IT2a	okeo	kod	1	6	585
IT2a	okeo	ks	1	5	483
IT2a	okeo	ksh	1	5	483
IT2a	okeo	p	11	61	5901
IT2a	okeo	pc	5	28	2711
IT2a	okeo	pch	5	28	2711
IT2a	okeo	t	3	17	1653
IT2a	okeo	tc	1	6	585
IT2a	okeo	tch	1	6	585
IT2a	okeo	tcho	1	6	585
IT2a	okeo	to	1	5	483
IT2a	okeod	c	1	1	97
IT2a	okeod	k	1	1	97
IT2a	okeod	ks	1	1	97
IT2a	okeod	ksh	1	1	97
IT2a	okeod	p	5	5	485
IT2a	okeod	pc	3	3	291
IT2a	okeod	pch	3	3	291
IT2a	okeod	t	1	1	97
IT2a	okeod	to	1	1	97
IT2a	ot	c	3	264	25101
IT2a	ot	k	18	1583	150447
IT2a	ot	kc	1	88	8367
IT2a	ot	kch	1	88	8367
IT2a	ot	kche	1	88	8367
IT2a	ot	ko	9	795	75852
IT2a	ot	kor	1	88	8367
IT2a	ot	ks	6	524	49494
IT2a	ot	ky	1	88	8367
IT2a	ot	kyd	1	88	8367
IT2a	ot	kyda	1	88	8367
IT2a	ot	ok	2	177	16917
IT2a	ot	okc	1	88	8367
IT2a	ot	okch	1	88	8367
IT2a	ot	okche	1	88	8367
IT2a	ot	oke	1	89	8550
IT2a	ot	p	44	3886	370008
IT2a	ot	t	22	1940	184478
IT2a	ot	tc	5	441	41942
IT2a	ot	tch	5	441	41942
IT2a	ot	tcho	3	264	25113
IT2a	ot	ty	1	88	8367
IT2a	otc	c	3	154	14642
IT2a	otc	k	15	779	74118
IT2a	otc	kc	1	51	4849
IT2a	otc	kch	1	51	4849
IT2a	otc	kche	1	51	4849
IT2a	otc	ko	8	417	39802
IT2a	otc	ks	4	207	19579
IT2a	otc	ky	1	52	4944
IT2a	otc	kyd	1	52	4944
IT2a	otc	kyda	1	52	4944
IT2a	otc	ok	2	104	9941
IT2a	otc	okc	1	51	4849
IT2a	otc	okch	1	51	4849
IT2a	otc	okche	1	51	4849
IT2a	otc	oke	1	53	5092
IT2a	otc	p	35	1810	172300
IT2a	otc	t	18	936	88943
IT2a	otc	tc	5	261	24817
IT2a	otc	tch	5	261	24817
IT2a	otc	tcho	3	157	14929
IT2a	otc	ty	1	52	4944
IT2a	otch	c	3	151	14357
IT2a	otch	k	15	764	72692
IT2a	otch	kc	1	50	4754
IT2a	otch	kch	1	50	4754
IT2a	otch	kche	1	50	4754
IT2a	otch	ko	8	409	39039
IT2a	otch	ks	4	203	19201
IT2a	otch	ky	1	51	4849
IT2a	otch	kyd	1	51	4849
IT2a	otch	kyda	1	51	4849
IT2a	otch	ok	2	102	9750
IT2a	otch	okc	1	50	4754
IT2a	otch	okch	1	50	4754
IT2a	otch	okche	1	50	4754
IT2a	otch	oke	1	52	4996
IT2a	otch	p	35	1777	169161
IT2a	otch	t	18	918	87234
IT2a	otch	tc	5	256	24342
IT2a	otch	tch	5	256	24342
IT2a	otch	tcho	3	154	14644
IT2a	otch	ty	1	51	4849
IT2a	otcha	c	1	1	96
IT2a	otcha	k	3	6	575
IT2a	otcha	ko	1	2	193
IT2a	otcha	ks	1	2	191
IT2a	otcha	ky	1	2	191
IT2a	otcha	kyd	1	2	191
IT2a	otcha	kyda	1	2	191
IT2a	otcha	ok	1	2	191
IT2a	otcha	okc	1	2	191
IT2a	otcha	okch	1	2	191
IT2a	otcha	okche	1	2	191
IT2a	otcha	p	7	14	1337
IT2a	otcha	t	2	4	384
IT2a	otcha	tc	1	2	193
IT2a	otcha	tch	1	2	193
IT2a	otcha	tcho	1	2	193
IT2a	p	c	50	2711	257767
IT2a	p	ct	29	1575	149728
IT2a	p	cth	29	1575	149728
IT2a	p	ctho	11	603	57371
IT2a	p	cthod	2	107	10214
IT2a	p	cths	1	53	5033
IT2a	p	f	70	3811	363194
IT2a	p	fa	2	108	10309
IT2a	p	fai	2	108	10309
IT2a	p	faii	1	54	5128
IT2a	p	fc	22	1211	115110
IT2a	p	fch	22	1211	115110
IT2a	p	fcho	8	444	42273
IT2a	p	fchol	3	169	16104
IT2a	p	fchold	1	57	5413
IT2a	p	fcholdy	1	57	5413
IT2a	p	fo	2	109	10405
IT2a	p	k	270	14605	1388249
IT2a	p	kc	14	764	72660
IT2a	p	kch	14	764	72660
IT2a	p	kche	7	381	36235
IT2a	p	kcheo	1	55	5277
IT2a	p	kd	1	55	5223
IT2a	p	ko	66	3606	344310
IT2a	p	koa	1	55	5277
IT2a	p	koai	1	55	5277
IT2a	p	kod	6	324	30878
IT2a	p	kor	6	323	30726
IT2a	p	ks	34	1821	172628
IT2a	p	ksh	24	1272	120107
IT2a	p	kshd	1	52	4893
IT2a	p	kshe	3	153	14247
IT2a	p	ksho	2	108	10256
IT2a	p	ky	10	545	51809
IT2a	p	kyd	3	163	15479
IT2a	p	kyda	2	109	10351
IT2a	p	kydai	1	55	5223
IT2a	p	o	51	2781	265327
IT2a	p	ok	34	1837	175571
IT2a	p	okc	11	591	56229
IT2a	p	okch	11	591	56229
