head	head_value_de	tail_class	tail_value_de	cell_status	observed_master_cards	observed_events	observed_surfaces	forward_sequences	economical_reading_de
OT	danach	GRADED_CLOSE	kurz/länger/voll und Schluss	FILLED_VISIBLE_CELL	2	4	otedy|qoteedy	NONE	danach kurz/länger/voll und Schluss
OL	weiter	BARE	NONE	FILLED_VISIBLE_CELL	3	21	cheol|chol|ol|qol|qolky|rol|sol|tol	NONE	weiter
OL	weiter	Y	dies	FILLED_VISIBLE_CELL	1	1	qolchey	NONE	weiter dies
OL	weiter	CLOSE	Schluss	FILLED_VISIBLE_CELL	1	2	oldy	NONE	weiter Schluss
OL	weiter	AIIN	Sollmaß	FORWARD_PRODUCTIVE_GAP	0	0	NONE	OL+AIIN	weiter Sollmaß
OL	weiter	AIN	Anteil	FILLED_VISIBLE_CELL	1	2	olkain|qolkain	NONE	weiter Anteil
OL	weiter	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	weiter Stufe
OL	weiter	AL	Ziel	FORWARD_PRODUCTIVE_GAP	0	0	NONE	OL+AL	weiter Ziel
OL	weiter	AR	Quelle	FORWARD_PRODUCTIVE_GAP	0	0	NONE	OL+AR	weiter Quelle
OL	weiter	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	weiter Lauf
OL	weiter	OR	Ansatz	FILLED_VISIBLE_CELL	1	2	cholor|olor	NONE	weiter Ansatz
OL	weiter	GRADED_Y	kurz/länger/voll und offen	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	weiter kurz/länger/voll und offen
OL	weiter	GRADED_CLOSE	kurz/länger/voll und Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	weiter kurz/länger/voll und Schluss
L	abführen	BARE	NONE	FILLED_VISIBLE_CELL	2	2	lo|ls	NONE	abführen
L	abführen	Y	dies	FILLED_VISIBLE_CELL	2	2	lchy|ly	NONE	abführen dies
L	abführen	CLOSE	Schluss	FILLED_VISIBLE_CELL	1	2	ldy	NONE	abführen Schluss
L	abführen	AIIN	Sollmaß	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	abführen Sollmaß
L	abführen	AIN	Anteil	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	abführen Anteil
L	abführen	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	abführen Stufe
L	abführen	AL	Ziel	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	abführen Ziel
L	abführen	AR	Quelle	FILLED_VISIBLE_CELL	1	1	lar	NONE	abführen Quelle
L	abführen	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	abführen Lauf
L	abführen	OR	Ansatz	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	abführen Ansatz
L	abführen	GRADED_Y	kurz/länger/voll und offen	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	abführen kurz/länger/voll und offen
L	abführen	GRADED_CLOSE	kurz/länger/voll und Schluss	FILLED_VISIBLE_CELL	1	1	lkedy	NONE	abführen kurz/länger/voll und Schluss
CHD	umsetzen	BARE	NONE	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	umsetzen
CHD	umsetzen	Y	dies	FILLED_VISIBLE_CELL	2	12	chdy|chedchy|chedy	NONE	umsetzen dies
CHD	umsetzen	CLOSE	Schluss	FILLED_VISIBLE_CELL	2	5	dchdy|dchedy|schedy|tchedy	NONE	umsetzen Schluss
CHD	umsetzen	AIIN	Sollmaß	FORWARD_PRODUCTIVE_GAP	0	0	NONE	CHD+AIIN	umsetzen Sollmaß
CHD	umsetzen	AIN	Anteil	FILLED_VISIBLE_CELL	1	1	chedain	NONE	umsetzen Anteil
CHD	umsetzen	IIN	Stufe	FORWARD_PRODUCTIVE_GAP	0	0	NONE	CHD+IIN	umsetzen Stufe
CHD	umsetzen	AL	Ziel	FILLED_VISIBLE_CELL	1	1	chdal	NONE	umsetzen Ziel
CHD	umsetzen	AR	Quelle	FILLED_VISIBLE_CELL	1	1	cheedar	NONE	umsetzen Quelle
CHD	umsetzen	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	umsetzen Lauf
CHD	umsetzen	OR	Ansatz	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	umsetzen Ansatz
CHD	umsetzen	GRADED_Y	kurz/länger/voll und offen	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	umsetzen kurz/länger/voll und offen
CHD	umsetzen	GRADED_CLOSE	kurz/länger/voll und Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	umsetzen kurz/länger/voll und Schluss
CTH	bereit	BARE	NONE	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bereit
CTH	bereit	Y	dies	FILLED_VISIBLE_CELL	1	7	checthy|cthy|shcthy	NONE	bereit dies
CTH	bereit	CLOSE	Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bereit Schluss
CTH	bereit	AIIN	Sollmaß	FILLED_VISIBLE_CELL	1	1	cthaiin	NONE	bereit Sollmaß
CTH	bereit	AIN	Anteil	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bereit Anteil
CTH	bereit	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bereit Stufe
CTH	bereit	AL	Ziel	FORWARD_PRODUCTIVE_GAP	0	0	NONE	CTH+AL	bereit Ziel
CTH	bereit	AR	Quelle	FORWARD_PRODUCTIVE_GAP	0	0	NONE	CTH+AR	bereit Quelle
CTH	bereit	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bereit Lauf
CTH	bereit	OR	Ansatz	FILLED_VISIBLE_CELL	1	1	cthoor	NONE	bereit Ansatz
CTH	bereit	GRADED_Y	kurz/länger/voll und offen	FILLED_VISIBLE_CELL	2	3	qcthey|shcthey|shecthy	NONE	bereit kurz/länger/voll und offen
CTH	bereit	GRADED_CLOSE	kurz/länger/voll und Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bereit kurz/länger/voll und Schluss
CKH	Durchlass	BARE	NONE	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Durchlass
CKH	Durchlass	Y	dies	FILLED_VISIBLE_CELL	1	4	chckhy|shckhy	NONE	Durchlass dies
CKH	Durchlass	CLOSE	Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Durchlass Schluss
CKH	Durchlass	AIIN	Sollmaß	FORWARD_PRODUCTIVE_GAP	0	0	NONE	CKH+AIIN	Durchlass Sollmaß
CKH	Durchlass	AIN	Anteil	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Durchlass Anteil
CKH	Durchlass	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Durchlass Stufe
CKH	Durchlass	AL	Ziel	FILLED_VISIBLE_CELL	1	1	chckhal	NONE	Durchlass Ziel
CKH	Durchlass	AR	Quelle	FORWARD_PRODUCTIVE_GAP	0	0	NONE	CKH+AR	Durchlass Quelle
CKH	Durchlass	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Durchlass Lauf
CKH	Durchlass	OR	Ansatz	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Durchlass Ansatz
CKH	Durchlass	GRADED_Y	kurz/länger/voll und offen	FILLED_VISIBLE_CELL	1	1	sheckhy	NONE	Durchlass kurz/länger/voll und offen
CKH	Durchlass	GRADED_CLOSE	kurz/länger/voll und Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Durchlass kurz/länger/voll und Schluss
CHK	wärmen	BARE	NONE	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	wärmen
CHK	wärmen	Y	dies	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	wärmen dies
CHK	wärmen	CLOSE	Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	wärmen Schluss
CHK	wärmen	AIIN	Sollmaß	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	wärmen Sollmaß
CHK	wärmen	AIN	Anteil	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	wärmen Anteil
CHK	wärmen	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	wärmen Stufe
CHK	wärmen	AL	Ziel	FORWARD_PRODUCTIVE_GAP	0	0	NONE	CHK+AL	wärmen Ziel
CHK	wärmen	AR	Quelle	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	wärmen Quelle
CHK	wärmen	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	wärmen Lauf
CHK	wärmen	OR	Ansatz	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	wärmen Ansatz
CHK	wärmen	GRADED_Y	kurz/länger/voll und offen	FILLED_VISIBLE_CELL	3	6	cheeky|cheky|chkeey	NONE	wärmen kurz/länger/voll und offen
CHK	wärmen	GRADED_CLOSE	kurz/länger/voll und Schluss	FILLED_VISIBLE_CELL	1	1	chkeedy	NONE	wärmen kurz/länger/voll und Schluss
SHED	absetzen	BARE	NONE	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	absetzen
SHED	absetzen	Y	dies	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	absetzen dies
SHED	absetzen	CLOSE	Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	absetzen Schluss
SHED	absetzen	AIIN	Sollmaß	FILLED_VISIBLE_CELL	1	1	chldaiin	SHED+AIIN	absetzen Sollmaß
SHED	absetzen	AIN	Anteil	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	absetzen Anteil
SHED	absetzen	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	absetzen Stufe
SHED	absetzen	AL	Ziel	FILLED_VISIBLE_CELL	1	2	shedal	NONE	absetzen Ziel
SHED	absetzen	AR	Quelle	FORWARD_PRODUCTIVE_GAP	0	0	NONE	SHED+AR	absetzen Quelle
SHED	absetzen	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	absetzen Lauf
SHED	absetzen	OR	Ansatz	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	absetzen Ansatz
SHED	absetzen	GRADED_Y	kurz/länger/voll und offen	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	absetzen kurz/länger/voll und offen
SHED	absetzen	GRADED_CLOSE	kurz/länger/voll und Schluss	FILLED_VISIBLE_CELL	3	14	cheedy|dshedy|shedy|sheedy|tedy	NONE	absetzen kurz/länger/voll und Schluss
SOLK	sammeln	BARE	NONE	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	sammeln
SOLK	sammeln	Y	dies	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	sammeln dies
SOLK	sammeln	CLOSE	Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	sammeln Schluss
SOLK	sammeln	AIIN	Sollmaß	FILLED_VISIBLE_CELL	1	1	solkaiin	NONE	sammeln Sollmaß
SOLK	sammeln	AIN	Anteil	FORWARD_PRODUCTIVE_GAP	0	0	NONE	SOLK+AIN	sammeln Anteil
SOLK	sammeln	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	sammeln Stufe
SOLK	sammeln	AL	Ziel	FORWARD_PRODUCTIVE_GAP	0	0	NONE	SOLK+AL	sammeln Ziel
SOLK	sammeln	AR	Quelle	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	sammeln Quelle
SOLK	sammeln	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	sammeln Lauf
SOLK	sammeln	OR	Ansatz	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	sammeln Ansatz
SOLK	sammeln	GRADED_Y	kurz/länger/voll und offen	FILLED_VISIBLE_CELL	2	2	solkeey|solkey	NONE	sammeln kurz/länger/voll und offen
SOLK	sammeln	GRADED_CLOSE	kurz/länger/voll und Schluss	FILLED_VISIBLE_CELL	1	3	olkeedy|solkeedy	NONE	sammeln kurz/länger/voll und Schluss
HO	Zutat	BARE	NONE	FILLED_VISIBLE_CELL	1	4	cho|sho	NONE	Zutat
HO	Zutat	Y	dies	FILLED_VISIBLE_CELL	1	1	choy	NONE	Zutat dies
HO	Zutat	CLOSE	Schluss	FILLED_VISIBLE_CELL	1	1	tchody	NONE	Zutat Schluss
HO	Zutat	AIIN	Sollmaß	FILLED_VISIBLE_CELL	1	1	chodaiin	NONE	Zutat Sollmaß
HO	Zutat	AIN	Anteil	FORWARD_PRODUCTIVE_GAP	0	0	NONE	HO+AIN	Zutat Anteil
HO	Zutat	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Zutat Stufe
HO	Zutat	AL	Ziel	FILLED_VISIBLE_CELL	1	1	schoal	NONE	Zutat Ziel
HO	Zutat	AR	Quelle	FORWARD_PRODUCTIVE_GAP	0	0	NONE	HO+AR	Zutat Quelle
HO	Zutat	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Zutat Lauf
HO	Zutat	OR	Ansatz	FILLED_VISIBLE_CELL	1	1	chochor	NONE	Zutat Ansatz
HO	Zutat	GRADED_Y	kurz/länger/voll und offen	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Zutat kurz/länger/voll und offen
HO	Zutat	GRADED_CLOSE	kurz/länger/voll und Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Zutat kurz/länger/voll und Schluss
CHEO	Auszug	BARE	NONE	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Auszug
CHEO	Auszug	Y	dies	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Auszug dies
CHEO	Auszug	CLOSE	Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Auszug Schluss
CHEO	Auszug	AIIN	Sollmaß	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Auszug Sollmaß
CHEO	Auszug	AIN	Anteil	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Auszug Anteil
CHEO	Auszug	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Auszug Stufe
CHEO	Auszug	AL	Ziel	FORWARD_PRODUCTIVE_GAP	0	0	NONE	CHEO+AL	Auszug Ziel
CHEO	Auszug	AR	Quelle	FILLED_VISIBLE_CELL	2	2	cheoar|kchoar	NONE	Auszug Quelle
CHEO	Auszug	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Auszug Lauf
CHEO	Auszug	OR	Ansatz	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Auszug Ansatz
CHEO	Auszug	GRADED_Y	kurz/länger/voll und offen	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Auszug kurz/länger/voll und offen
CHEO	Auszug	GRADED_CLOSE	kurz/länger/voll und Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Auszug kurz/länger/voll und Schluss
KCH	bearbeiten	BARE	NONE	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bearbeiten
KCH	bearbeiten	Y	dies	FILLED_VISIBLE_CELL	1	1	kchy	NONE	bearbeiten dies
KCH	bearbeiten	CLOSE	Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bearbeiten Schluss
KCH	bearbeiten	AIIN	Sollmaß	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bearbeiten Sollmaß
KCH	bearbeiten	AIN	Anteil	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bearbeiten Anteil
KCH	bearbeiten	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bearbeiten Stufe
KCH	bearbeiten	AL	Ziel	FILLED_VISIBLE_CELL	1	1	kchal	NONE	bearbeiten Ziel
KCH	bearbeiten	AR	Quelle	FORWARD_PRODUCTIVE_GAP	0	0	NONE	KCH+AR	bearbeiten Quelle
KCH	bearbeiten	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bearbeiten Lauf
KCH	bearbeiten	OR	Ansatz	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bearbeiten Ansatz
KCH	bearbeiten	GRADED_Y	kurz/länger/voll und offen	FILLED_VISIBLE_CELL	2	2	kchey|qekey	NONE	bearbeiten kurz/länger/voll und offen
KCH	bearbeiten	GRADED_CLOSE	kurz/länger/voll und Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	bearbeiten kurz/länger/voll und Schluss
TY	Teil	BARE	NONE	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Teil
TY	Teil	Y	dies	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Teil dies
TY	Teil	CLOSE	Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Teil Schluss
TY	Teil	AIIN	Sollmaß	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Teil Sollmaß
TY	Teil	AIN	Anteil	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Teil Anteil
TY	Teil	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Teil Stufe
TY	Teil	AL	Ziel	FORWARD_PRODUCTIVE_GAP	0	0	NONE	TY+AL	Teil Ziel
TY	Teil	AR	Quelle	FORWARD_PRODUCTIVE_GAP	0	0	NONE	TY+AR	Teil Quelle
TY	Teil	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Teil Lauf
TY	Teil	OR	Ansatz	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Teil Ansatz
TY	Teil	GRADED_Y	kurz/länger/voll und offen	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Teil kurz/länger/voll und offen
TY	Teil	GRADED_CLOSE	kurz/länger/voll und Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	Teil kurz/länger/voll und Schluss
SH	halten	BARE	NONE	FILLED_VISIBLE_CELL	1	1	sh	NONE	halten
SH	halten	Y	dies	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	halten dies
SH	halten	CLOSE	Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	halten Schluss
SH	halten	AIIN	Sollmaß	FILLED_VISIBLE_CELL	1	1	shfydaiin	NONE	halten Sollmaß
SH	halten	AIN	Anteil	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	halten Anteil
SH	halten	IIN	Stufe	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	halten Stufe
SH	halten	AL	Ziel	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	halten Ziel
SH	halten	AR	Quelle	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	halten Quelle
SH	halten	AIR	Lauf	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	halten Lauf
SH	halten	OR	Ansatz	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	halten Ansatz
SH	halten	GRADED_Y	kurz/länger/voll und offen	FILLED_VISIBLE_CELL	1	1	sheey	NONE	halten kurz/länger/voll und offen
SH	halten	GRADED_CLOSE	kurz/länger/voll und Schluss	NO_LICENSED_COMBINATION_YET	0	0	NONE	NONE	halten kurz/länger/voll und Schluss
