unified_serial	source_kind	section	unit_id	page	locus_or_field	source_id	visible_owner	visible_surface	normalized_id	primary_layer	portable_core_value_de	local_expansion_de	component_axes	layer_rule_de	r221_revision
12	PROSE_EVENT	HERBAL	H1	f10r	F002	E012	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchol	MC163	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Folgegang	OL+OT	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
13	PROSE_EVENT	HERBAL	H1	f10r	F002	E013	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
14	PROSE_EVENT	HERBAL	H1	f10r	F002	E014	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bereit	Y+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
15	PROSE_EVENT	HERBAL	H2	f10r	F003	E015	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ycheor	MC075	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Auszugsansatz	Y+OR+CHEO	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
16	PROSE_EVENT	HERBAL	H2	f10r	F003	E016	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bereit	Y+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
17	PROSE_EVENT	HERBAL	H2	f10r	F003	E017	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	COMMON_PORTABLE_CARD	Ansatz	Ansatz	OR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
18	PROSE_EVENT	HERBAL	H2	f10r	F003	E018	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthaiin	MC169	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Sollvorbereitung	AIIN+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
19	PROSE_EVENT	HERBAL	H2	f10r	F003	E019	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qoctholy	MC115	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bereiter Folgeposten	OL+Y+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
20	PROSE_EVENT	HERBAL	H2	f10r	F003	E020	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
21	PROSE_EVENT	HERBAL	H2	f10r	F003	E021	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
22	PROSE_EVENT	HERBAL	H2	f10r	F003	E022	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	taiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
23	PROSE_EVENT	HERBAL	H2	f10r	F003	E023	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shy	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
24	PROSE_EVENT	HERBAL	H2	f10r	F004	E024	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchor	MC013	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Folgeansatz	OT+OR	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
25	PROSE_EVENT	HERBAL	H2	f10r	F004	E025	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	COMMON_PORTABLE_CARD	Ansatz	Ansatz	OR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
26	PROSE_EVENT	HERBAL	H2	f10r	F004	E026	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otol	MC053	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Fortgang	OL+OT	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
27	PROSE_EVENT	HERBAL	H2	f10r	F004	E027	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
28	PROSE_EVENT	HERBAL	H2	f10r	F004	E028	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cholor	MC157	COMMON_PORTABLE_CARD	derselbe Ansatz	derselbe Ansatz	OL+OR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
29	PROSE_EVENT	HERBAL	H2	f10r	F004	E029	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
30	PROSE_EVENT	HERBAL	H2	f10r	F004	E030	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
31	PROSE_EVENT	HERBAL	H2	f10r	F004	E031	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dar	MC055	COMMON_PORTABLE_CARD	davon	davon	AR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
32	PROSE_EVENT	HERBAL	H2	f10r	F005	E032	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oykchor	MC027	LOCAL_WHOLE_CARD	NONE	Zubereitungsgefäß	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
33	PROSE_EVENT	HERBAL	H2	f10r	F005	E033	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shor	MC080	COMMON_PORTABLE_CARD	Ansatz	Ansatz	OR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
34	PROSE_EVENT	HERBAL	H2	f10r	F005	E034	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	COMMON_PORTABLE_CARD	Ansatz	Ansatz	OR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
35	PROSE_EVENT	HERBAL	H2	f10r	F005	E035	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
36	PROSE_EVENT	HERBAL	H2	f10r	F005	E036	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	kaiiin	MC048	PROSE_COMPONENT_CARD	NONE	Bearbeitungsstufe	IIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
37	PROSE_EVENT	HERBAL	H2	f10r	F005	E037	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
38	PROSE_EVENT	HERBAL	H2	f10r	F005	E038	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chodaiin	MC087	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zugabemaß	AIIN+HO	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
39	PROSE_EVENT	HERBAL	H3	f11r	F006	E039	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tshol	MC098	PROSE_COMPONENT_CARD	NONE	Kochgut	L+HO	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
40	PROSE_EVENT	HERBAL	H3	f11r	F006	E040	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	schoal	MC049	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Sudansatz	AL+HO	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
41	PROSE_EVENT	HERBAL	H3	f11r	F006	E041	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cfhy	MC129	LOCAL_WHOLE_CARD	NONE	auswringen	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
42	PROSE_EVENT	HERBAL	H3	f11r	F006	E042	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shfydaiin	MC111	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Stehzeit	AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
43	PROSE_EVENT	HERBAL	H3	f11r	F006	E043	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cphy	MC156	LOCAL_WHOLE_CARD	NONE	nachseihen	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
44	PROSE_EVENT	HERBAL	H3	f11r	F006	E044	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shey	MC119	COMMON_PORTABLE_CARD	Ergebnis	Klarlauf	NONE	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	THREE_OWNER_SIMPLIFICATION
45	PROSE_EVENT	HERBAL	H3	f11r	F006	E045	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tchody	MC037	LOCAL_WHOLE_CARD	NONE	kalt stellen; Schluss	DY	gelernte lokale Prosa-Ganzkarte	UNCHANGED
46	PROSE_EVENT	HERBAL	H3	f11r	F007	E046	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shoyty	MC062	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zugabeteil	Y+HO+TY	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
47	PROSE_EVENT	HERBAL	H3	f11r	F008	E047	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dchol	MC142	LOCAL_WHOLE_CARD	NONE	vom vorigen	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
48	PROSE_EVENT	HERBAL	H3	f11r	F008	E048	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	chy	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
49	PROSE_EVENT	HERBAL	H3	f11r	F008	E049	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	kchy	MC117	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Bearbeiten	Y	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
50	PROSE_EVENT	HERBAL	H3	f11r	F008	E050	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
51	PROSE_EVENT	HERBAL	H3	f11r	F008	E051	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	daiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
52	PROSE_EVENT	HERBAL	H3	f11r	F009	E052	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	qotchy	MC107	LOCAL_CARD_WITH_COMMON_AXIS	NONE	nächster Posten	OT+Y	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
53	PROSE_EVENT	HERBAL	H3	f11r	F009	E053	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	okchol	MC041	LOCAL_CARD_WITH_COMMON_AXIS	NONE	weiter einsetzen	OK+OL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
54	PROSE_EVENT	HERBAL	H3	f11r	F009	E054	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cthy	MC161	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bereit	Y+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
55	PROSE_EVENT	HERBAL	H3	f11r	F009	E055	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
56	PROSE_EVENT	HERBAL	H4	f55v	F010	E056	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	qokaiin	MC120	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bemessen	OK+AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
57	PROSE_EVENT	HERBAL	H4	f55v	F010	E057	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chaiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
58	PROSE_EVENT	HERBAL	H4	f55v	F010	E058	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykain	MC047	LOCAL_CARD_WITH_COMMON_AXIS	NONE	erste Portion	Y+AIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
59	PROSE_EVENT	HERBAL	H4	f55v	F010	E059	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykan	MC148	LOCAL_CARD_WITH_COMMON_AXIS	NONE	zweite Portion	Y+AIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
60	PROSE_EVENT	HERBAL	H4	f55v	F010	E060	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ody	MC100	LOCAL_WHOLE_CARD	NONE	abkühlen; Schluss	DY	gelernte lokale Prosa-Ganzkarte	UNCHANGED
61	PROSE_EVENT	HERBAL	H4	f55v	F011	E061	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	daiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
62	PROSE_EVENT	HERBAL	H4	f55v	F011	E062	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chedy	MC074	COMMON_PORTABLE_CARD	überführen	überführen	Y+CHED~CHD	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
63	PROSE_EVENT	HERBAL	H4	f55v	F011	E063	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	talam	MC160	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Verwahrort	AL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
64	PROSE_EVENT	HERBAL	H4	f55v	F012	E064	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykaiin	MC170	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Sollportion	AIIN+Y	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
65	PROSE_EVENT	HERBAL	H4	f55v	F012	E065	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheoar	MC085	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Quellauszug	AR+CHEO	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
66	PROSE_EVENT	HERBAL	H4	f55v	F012	E066	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheeky	MC032	LOCAL_CARD_WITH_COMMON_AXIS	NONE	länger bearbeiten	Y+EE+CHK	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
67	PROSE_EVENT	HERBAL	H4	f55v	F012	E067	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oldy	MC019	COMMON_PORTABLE_CARD	Schluss	Schluss	OL+DY	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	THREE_OWNER_SIMPLIFICATION
68	PROSE_EVENT	HERBAL	H4	f55v	F013	E068	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	aiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
69	PROSE_EVENT	HERBAL	H4	f55v	F013	E069	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	okal	MC040	COMMON_PORTABLE_CARD	dorthin einsetzen	dorthin einsetzen	OK+AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
70	PROSE_EVENT	HERBAL	H4	f55v	F013	E070	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oltchy	MC021	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Folgebereitung	OL+Y+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
71	PROSE_EVENT	HERBAL	H4	f55v	F013	E071	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	or	MC080	COMMON_PORTABLE_CARD	Ansatz	Ansatz	OR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
72	PROSE_EVENT	HERBAL	H4	f55v	F013	E072	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	y	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
73	PROSE_EVENT	HERBAL	H4	f55v	F013	E073	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	orain	MC072	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Bereitungsanteil	OR+AIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
74	PROSE_EVENT	HERBAL	H5	f56r	F014	E074	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chochor	MC125	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zugabeansatz	OR+HO	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
75	PROSE_EVENT	HERBAL	H5	f56r	F014	E075	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	MC034	PROSE_COMPONENT_CARD	NONE	weitere Zutat	HO	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
76	PROSE_EVENT	HERBAL	H5	f56r	F014	E076	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chodaly	MC010	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zielzugabe	AL+Y+HO	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
77	PROSE_EVENT	HERBAL	H5	f56r	F014	E077	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
78	PROSE_EVENT	HERBAL	H5	f56r	F015	E078	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	MC034	PROSE_COMPONENT_CARD	NONE	weitere Zutat	HO	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
79	PROSE_EVENT	HERBAL	H5	f56r	F015	E079	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchol	MC090	LOCAL_CARD_WITH_COMMON_AXIS	NONE	weiter bearbeiten	OL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
80	PROSE_EVENT	HERBAL	H5	f56r	F015	E080	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchor	MC013	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Folgeansatz	OT+OR	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
81	PROSE_EVENT	HERBAL	H5	f56r	F015	E081	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	MC026	COMMON_PORTABLE_CARD	einsetzen	einsetzen	OK+Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
82	PROSE_EVENT	HERBAL	H5	f56r	F015	E082	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	dal	MC154	COMMON_PORTABLE_CARD	dorthin	dorthin	AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
83	PROSE_EVENT	HERBAL	H5	f56r	F016	E083	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	schol	MC142	LOCAL_WHOLE_CARD	NONE	vom vorigen	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
84	PROSE_EVENT	HERBAL	H5	f56r	F016	E084	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choy	MC131	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zugabeposten	Y+HO	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
85	PROSE_EVENT	HERBAL	H5	f56r	F016	E085	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	MC026	COMMON_PORTABLE_CARD	einsetzen	einsetzen	OK+Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
86	PROSE_EVENT	HERBAL	H5	f56r	F016	E086	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cheeckhody	MC099	LOCAL_WHOLE_CARD	NONE	auftragen; Schluss	DY	gelernte lokale Prosa-Ganzkarte	UNCHANGED
87	PROSE_EVENT	HERBAL	H5	f56r	F017	E087	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sh	MC114	LOCAL_WHOLE_CARD	NONE	Stängel	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
88	PROSE_EVENT	HERBAL	H5	f56r	F017	E088	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	MC034	PROSE_COMPONENT_CARD	NONE	weitere Zutat	HO	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
89	PROSE_EVENT	HERBAL	H5	f56r	F017	E089	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchey	MC122	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Kurzbearbeitung	Y+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
90	PROSE_EVENT	HERBAL	H5	f56r	F017	E090	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	qokokchy	MC015	LOCAL_CARD_WITH_COMMON_AXIS	NONE	erneut einsetzen	OK+Y	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
91	PROSE_EVENT	HERBAL	H5	f56r	F018	E091	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	okchy	MC103	LOCAL_CARD_WITH_COMMON_AXIS	NONE	weiterbearbeiten	OK+Y	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
92	PROSE_EVENT	HERBAL	H5	f56r	F018	E092	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokcheo	MC006	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Auszug einsetzen	OK+CHEO	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
