master_card_id	master_form	registered_surfaces	surface_count	current_value_de	syntactic_type	event_count	records	component_class	component_formula	component_reading_snapshot_de	teaching_symbol	reader_normalization_families	previous_current_value_de	r221_revision
MC011	lchedar	lchedar	1	Quellabführung	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER+AR_FROM	von dort abführen	P	MASTER_ONLY	Quellabführung	UNCHANGED
MC012	dl	dl	1	Zusatz	OBJECT	2	B1	MEMORIZED_WHOLE_CARD	DL_BATH_ADDITIVE_WHOLE_CARD	Zusatz	W	MASTER_ONLY	Zusatz	UNCHANGED
MC013	otchor	otchor|qotchor	2	Folgeansatz	ORDERED_OBJECT	2	H2|H5	PRODUCTIVE_COMPOSITION	OT_FOLLOW+OR_BATCH	Folgeansatz	P	R1_Q_ACTIVE	Folgeansatz	UNCHANGED
MC014	chair	chair	1	Zuguss	LEARNED_TRANSFER_OR_ADDRESS	1	H1	PRODUCTIVE_COMPOSITION	CH_INLET+AIR_WATER	Wasserzulauf	P	MASTER_ONLY	Zuguss	UNCHANGED
MC015	qokokchy	qokokchy	1	erneut einsetzen	LEARNED_LOCAL_ACTION	1	H5	PRODUCTIVE_COMPOSITION	OK_SET+OK_REPEAT+Y_CURRENT	erneut ansetzen	P	MASTER_ONLY	erneut einsetzen	UNCHANGED
MC016	rol	rol	1	Anschluss	LEARNED_ORDER_OR_LINK	1	B1	PRODUCTIVE_COMPOSITION	R_FRAME+OL_CONTINUE	weiterfuehren	P	MASTER_ONLY	Anschluss	UNCHANGED
MC017	okain	okain|qokain	2	Anteil zugeben	QUANTITY_ACTION	7	B1|B2|B3|B4	PRODUCTIVE_COMPOSITION	OK+AIN_PORTION	eine Portion zugeben	P	R1_Q_ACTIVE	Anteil zugeben	UNCHANGED
MC018	qotedaiin	qotedaiin	1	Kurzsoll	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	OT_FOLLOW+E_SHORT+AIIN_MEASURE	kurzes Folgemass	P	MASTER_ONLY	Kurzsoll	UNCHANGED
MC019	oldy	oldy	1	Schluss	TERMINAL_STATE	2	B4|H4	PRODUCTIVE_COMPOSITION	OL_CONTINUE+DY_CLOSE	fortsetzen; Schluss	P	MASTER_ONLY	fertig	THREE_OWNER_SIMPLIFICATION
MC020	solkeey	solkeey	1	Langsammlung	LEARNED_PROCESS_OR_STATE	1	B6	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+EE_LONG+Y_ITEM	länger sammeln	P	MASTER_ONLY	Langsammlung	UNCHANGED
MC021	oltchy	oltchy	1	Folgebereitung	LEARNED_PROCESS_OR_STATE	1	H4	PRODUCTIVE_COMPOSITION	OL_CONTINUE+CTH_READY+Y_CURRENT	bereit weiterfuehren	P	MASTER_ONLY	Folgebereitung	UNCHANGED
MC022	chckhal	chckhal	1	Zielpassage	LEARNED_PROCESS_OR_PATH	1	B4	PRODUCTIVE_COMPOSITION	CKH_THROUGH+AL_TO	zur Zielstelle durchleiten	P	MASTER_ONLY	Zielpassage	UNCHANGED
MC023	kair	kair	1	Beckenlauf	LEARNED_TRANSFER_OR_ADDRESS	1	B1	PRODUCTIVE_COMPOSITION	K_BASIN+AIR_WATER	Beckenwasser	P	MASTER_ONLY	Beckenlauf	UNCHANGED
MC024	qokol	qokol	1	Weiter einsetzen	LEARNED_ORDER_OR_LINK	1	B4	PRODUCTIVE_COMPOSITION	OK_SET+OL_CONTINUE	Fortsetzung einsetzen	P	MASTER_ONLY	Weiter einsetzen	UNCHANGED
MC025	dchedy	dchedy|schedy|tchedy	3	überführen; Schluss	TERMINAL_ACTION	4	B1|B2|B3	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+TERMINAL	umsetzen; Schluss	P	R9_CHEDY_CLOSE	überführen; Schluss	UNCHANGED
MC026	choky	choky|oky|qoky	3	einsetzen	ACTION	10	B1|B2|B3|B4|H1|H5	PRODUCTIVE_COMPOSITION	OK_SET+Y_CURRENT_ITEM	Posten ansetzen	P	R10_PAIRED_ALLOGRAPH|R1_Q_ACTIVE	einsetzen	UNCHANGED
MC027	oykchor	oykchor	1	Zubereitungsgefäß	LEARNED_OBJECT	1	H2	MEMORIZED_WHOLE_CARD	MEMORIZED_VESSEL_CARD	Gefaess	W	MASTER_ONLY	Zubereitungsgefäß	UNCHANGED
MC028	olchedy	olchedy|qolchedy	2	weiterführen; Schluss	TERMINAL_ACTION	3	B1|B2|B3	PRODUCTIVE_COMPOSITION	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	fortsetzen; Schluss	P	R1_Q_ACTIVE	weiterführen; Schluss	UNCHANGED
MC029	lar	lar	1	Quellabzug	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+AR_FROM	von dort abfuehren	P	MASTER_ONLY	Quellabzug	UNCHANGED
MC030	lo	lo	1	Abzug	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	L_OUT+O_RESIDUAL_BRANCH	abfuehren	P	MASTER_ONLY	Abzug	UNCHANGED
MC031	dalchdy	dalchdy	1	Zieltransfer; Schluss	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	D+AL_TO+CHD_TRANSFER+CLOSE	dorthin umsetzen; Schluss	P	MASTER_ONLY	Zieltransfer; Schluss	UNCHANGED
MC032	cheeky	cheeky	1	länger bearbeiten	DURATIVE_ACTION	2	B4|H4	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_2+Y_CURRENT_ITEM	länger wärmen	P	MASTER_ONLY	länger bearbeiten	UNCHANGED
MC033	oiiin	oiiin|soiiin	2	Arbeitsstufe	STAGE_OBJECT	2	B1|B3	PRODUCTIVE_COMPOSITION	IIN_TARGET_STAGE	Sollstufe	P	R10_PAIRED_ALLOGRAPH	Arbeitsstufe	UNCHANGED
MC034	cho	cho|sho	2	weitere Zutat	OBJECT	4	H5	PRODUCTIVE_COMPOSITION	HO_INGREDIENT	Zutat	P	R10_PAIRED_ALLOGRAPH	weitere Zutat	UNCHANGED
MC035	chckhy	chckhy|shckhy	2	durchleiten	ACTION	4	B1|B2	PRODUCTIVE_COMPOSITION	CKH_THROUGH+Y_ITEM	durchleiten	P	R10_PAIRED_ALLOGRAPH	durchleiten	UNCHANGED
MC036	solkaiin	solkaiin	1	Sollsammlung	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+AIIN_MEASURE	bis Sollmass sammeln	P	MASTER_ONLY	Sollsammlung	UNCHANGED
MC037	tchody	tchody	1	kalt stellen; Schluss	LEARNED_OBJECT	1	H3	MEMORIZED_WHOLE_CARD	TCHO_COOL+DY_CLOSE	kalt stellen	W	MASTER_ONLY	kalt stellen; Schluss	UNCHANGED
MC038	lshedy	lshedy	1	Waschgang; Schluss	LEARNED_PROCESS_OR_PATH	2	B1	PRODUCTIVE_COMPOSITION	LSH_WASH+DY_CLOSE	waschen; Schluss	P	MASTER_ONLY	Waschgang; Schluss	UNCHANGED
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	5	Sollwert	QUANTITY	20	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5	PRODUCTIVE_COMPOSITION	AIIN_TARGET_MEASURE	Sollmaß	P	R2_AIIN_MEASURE	Sollwert	UNCHANGED
MC040	okal	okal|qokal	2	dorthin einsetzen	TARGET_ACTION	6	B1|B2|B3|H4	PRODUCTIVE_COMPOSITION	OK_SET+AL_TO	dort ansetzen	P	R1_Q_ACTIVE	dorthin einsetzen	UNCHANGED
MC041	okchol	okchol	1	weiter einsetzen	LEARNED_ORDER_OR_LINK	1	H3	PRODUCTIVE_COMPOSITION	OK_SET+CH_WRAPPER+OL_CONTINUE	Fortsetzung einsetzen	P	MASTER_ONLY	weiter einsetzen	UNCHANGED
MC042	cheedar	cheedar	1	Quelltransfer	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+AR_FROM	von dort umsetzen	P	MASTER_ONLY	Quelltransfer	UNCHANGED
MC043	shecthedchy	shecthedchy	1	Vorbereitungstransfer	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	CTH_READY+CHED_TRANSFER+Y_CURRENT	bereiten Posten umsetzen	P	MASTER_ONLY	Vorbereitungstransfer	UNCHANGED
MC044	qokar	qokar	1	Quelleinsatz	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	OK_SET+AR_FROM	daraus ansetzen	P	MASTER_ONLY	Quelleinsatz	UNCHANGED
MC045	olkeedy	olkeedy|solkeedy	2	lange sammeln; Schluss	TERMINAL_ACTION	3	B1|B3	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+EE_LONG+TERMINAL	länger sammeln; Schluss	P	R10_PAIRED_ALLOGRAPH	lange sammeln; Schluss	UNCHANGED
MC046	raly	raly	1	Endposten	LEARNED_TRANSFER_OR_ADDRESS	1	B6	PRODUCTIVE_COMPOSITION	AL_TO+Y_CURRENT	diesen Posten dorthin	P	MASTER_ONLY	Endposten	UNCHANGED
MC047	ykain	ykain	1	erste Portion	LEARNED_QUANTITY_OR_STAGE	1	H4	PRODUCTIVE_COMPOSITION	Y_ITEM+AIN_PORTION	Postenportion	P	MASTER_ONLY	erste Portion	UNCHANGED
MC048	kaiiin	kaiiin	1	Bearbeitungsstufe	LEARNED_QUANTITY_OR_STAGE	1	H2	PRODUCTIVE_COMPOSITION	K_SOFT+IIN_TARGET_STAGE	Weichstufe	P	MASTER_ONLY	Bearbeitungsstufe	UNCHANGED
MC049	schoal	schoal	1	Sudansatz	LEARNED_OBJECT	1	H3	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+AL_TO	Zutat dorthin	P	MASTER_ONLY	Sudansatz	UNCHANGED
MC050	solkey	solkey	1	Kurzsammlung	LEARNED_PROCESS_OR_STATE	1	B4	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+E_SHORT+Y_ITEM	kurz sammeln	P	MASTER_ONLY	Kurzsammlung	UNCHANGED
MC051	lchedal	lchedal	1	Zielabführung	LEARNED_TRANSFER_OR_ADDRESS	1	B1	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER+AL_TO	Auslass	P	MASTER_ONLY	Zielabführung	UNCHANGED
MC052	qekey	qekey	1	kurz bearbeiten	LEARNED_PROCESS_OR_STATE	1	B6	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	roh	W	MASTER_ONLY	kurz bearbeiten	UNCHANGED
MC053	otol	otol	1	Fortgang	LEARNED_ORDER_OR_LINK	1	H2	PRODUCTIVE_COMPOSITION	OT_FOLLOW+OL_CONTINUE	danach fortsetzen	P	MASTER_ONLY	Fortgang	UNCHANGED
MC054	qokaly	qokaly	1	Zieleinsatz	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	OK_SET+AL_TO+Y_ITEM	dies dort ansetzen	P	MASTER_ONLY	Zieleinsatz	UNCHANGED
MC055	char	char|dar|sar	3	davon	SOURCE_ANAPHOR	5	B1|B2|B3|H1|H2	PRODUCTIVE_COMPOSITION	AR_FROM	daraus	P	R7_AR_SOURCE	davon	UNCHANGED
MC056	ral	ral	1	Zielmarke	LEARNED_TRANSFER_OR_ADDRESS	1	B1	PRODUCTIVE_COMPOSITION	R_FRAME+AL_TO	zur Zielstelle	P	MASTER_ONLY	Zielmarke	UNCHANGED
MC057	otchedy	otchedy|qotchedy	2	Folgetransfer; Schluss	LEARNED_TRANSFER_OR_ADDRESS	2	B3	PRODUCTIVE_COMPOSITION	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	Folgeumsetzung; Schluss	P	R1_Q_ACTIVE	Folgetransfer; Schluss	UNCHANGED
MC058	sheckhal	sheckhal	1	Kurze Zielpassage	LEARNED_PROCESS_OR_PATH	1	B1	PRODUCTIVE_COMPOSITION	CKH_THROUGH+E_SHORT+AL_TO	kurz zur Zielstelle durchleiten	P	MASTER_ONLY	Kurze Zielpassage	UNCHANGED
MC059	dain	dain	1	Einlage	INSERT_OBJECT	2	B4|B6	MEMORIZED_WHOLE_CARD	DAIN_CLOTH_WHOLE	Tuch	W	MASTER_ONLY	Einlage	UNCHANGED
MC060	otaiin	otaiin|sotaiin	2	Folgemaß	ORDERED_QUANTITY	3	B2|B3	PRODUCTIVE_COMPOSITION	OT_FOLLOW+AIIN_MEASURE	Folgemaß	P	R10_PAIRED_ALLOGRAPH	Folgemaß	UNCHANGED
MC061	sshkchdy	sshkchdy	1	Haltetransfer; Schluss	LEARNED_PROCESS_OR_STATE	1	B1	MEMORIZED_WHOLE_CARD	SSHK_SWIVEL_WHOLE+CLOSE	schwenken	W	MASTER_ONLY	Haltetransfer; Schluss	UNCHANGED
MC062	shoyty	shoyty	1	Zugabeteil	LEARNED_OBJECT	1	H3	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+Y_CURRENT+TY_PART	Zutatenteil	P	MASTER_ONLY	Zugabeteil	UNCHANGED
MC063	oteey	oteey	1	Langfolge	LEARNED_PROCESS_OR_STATE	2	B2	PRODUCTIVE_COMPOSITION	OT_FOLLOW+GRADE_2+Y_ITEM	langer Folgeposten	P	MASTER_ONLY	Langfolge	UNCHANGED
MC064	chedchy	chedchy	1	Postentransfer	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+CHY_ITEM	umsetzen	P	MASTER_ONLY	Postentransfer	UNCHANGED
MC065	ls	ls	1	Auslass	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+S_PORT	Auslass	P	MASTER_ONLY	Auslass	UNCHANGED
MC066	lcheey	lcheey	1	Klarabzug	LEARNED_PROCESS_OR_PATH	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+CHEEY_CLEAR_FLOW	Klarlauf abfuehren	P	MASTER_ONLY	Klarabzug	UNCHANGED
MC067	otchdy	otchdy	1	Nachtransfer; Schluss	LEARNED_TRANSFER_OR_ADDRESS	1	B5	PRODUCTIVE_COMPOSITION	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	Folgeumsetzung; Schluss	P	MASTER_ONLY	Nachtransfer; Schluss	UNCHANGED
MC068	sotodan	sotodan	1	Folgeanwendung	LEARNED_APPLICATION_ACTION	1	H5	PRODUCTIVE_COMPOSITION	S_FRAME+OT_FOLLOW+DAN_APPLY	danach anwenden	P	MASTER_ONLY	Folgeanwendung	UNCHANGED
MC069	otytchol	otytchol	1	Folgeteil	LEARNED_QUANTITY_OR_STAGE	1	H1	PRODUCTIVE_COMPOSITION	OT_FOLLOW+TY_PART+OL_CONTINUE	naechsten Teilposten weiterfuehren	P	MASTER_ONLY	Folgeteil	UNCHANGED
MC070	pchedy	pchedy	1	Zuführung; Schluss	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	P_IN+CHED_TRANSFER+TERMINAL	einführen; Schluss	P	MASTER_ONLY	Zuführung; Schluss	UNCHANGED
MC071	dchey	dchey	1	Wurzel	LEARNED_OBJECT	1	H1	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	Wurzel	W	MASTER_ONLY	Wurzel	UNCHANGED
MC072	orain	orain	1	Bereitungsanteil	LEARNED_OBJECT	1	H4	PRODUCTIVE_COMPOSITION	OR_BATCH+AIN_PORTION	Ansatzportion	P	MASTER_ONLY	Bereitungsanteil	UNCHANGED
MC073	qcthey	qcthey|shcthey	2	kurz vorbereiten	SHORT_PREPARATION_ACTION	2	B2|B3	PRODUCTIVE_COMPOSITION	CTH_READY+GRADE_1+Y_CURRENT	kurz bereithalten	P	R10_PAIRED_ALLOGRAPH	kurz vorbereiten	UNCHANGED
MC074	chdy	chdy|chedy	2	überführen	ACTION	11	B1|B3|B4|B5|H4	PRODUCTIVE_COMPOSITION	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	P	R10_PAIRED_ALLOGRAPH	überführen	UNCHANGED
MC075	ycheor	ycheor	1	Auszugsansatz	LEARNED_OBJECT	1	H2	PRODUCTIVE_COMPOSITION	Y_ITEM+CHEO_EXTRACT+OR_BATCH	Auszugsansatz	P	MASTER_ONLY	Auszugsansatz	UNCHANGED
MC076	dsheol	dsheol	1	Kurzhalt	LEARNED_PROCESS_OR_STATE	1	B1	PRODUCTIVE_COMPOSITION	SH_REST+E_SHORT+OL_CONTINUE	kurz weiter ruhen lassen	P	MASTER_ONLY	Kurzhalt	UNCHANGED
MC077	kchal	kchal	1	Zielbearbeitung	LEARNED_TRANSFER_OR_ADDRESS	1	H5	PRODUCTIVE_COMPOSITION	KCH_PROCESS+AL_TO	an der Zielstelle bearbeiten	P	MASTER_ONLY	Zielbearbeitung	UNCHANGED
MC078	olsaly	olsaly	1	Zwischenziel	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	OLS_BELOW+AL_TO+Y_ITEM	untere Zielstelle	P	MASTER_ONLY	Zwischenziel	UNCHANGED
MC079	daldy	daldy	1	Zielschluss	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	Nebenoeffnung; Schluss	P	MASTER_ONLY	Zielschluss	UNCHANGED
MC080	chor	chor|or|shor|sor	4	Ansatz	OBJECT	7	B3|B4|H2|H4	PRODUCTIVE_COMPOSITION	OR_BATCH	Ansatz	P	R6_OR_PREPARATION	Ansatz	UNCHANGED
MC081	okair	okair	1	Laufeinsatz	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	OK_SET+AIR_WATER	Wasser einlassen	P	MASTER_ONLY	Laufeinsatz	UNCHANGED
MC082	qokeedy	qokeedy	1	lange einwirken; Schluss	TERMINAL_ACTION	10	B2|B3|B4	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	P	MASTER_ONLY	lange einwirken; Schluss	UNCHANGED
MC083	qokedy	qokedy	1	kurz einwirken; Schluss	TERMINAL_ACTION	8	B1|B3|B4	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_1+DY_CLOSE	kurz ansetzen; Schluss	P	MASTER_ONLY	kurz einwirken; Schluss	UNCHANGED
MC084	rshedy	rshedy	1	Vollwaschung; Schluss	LEARNED_PROCESS_OR_PATH	1	B2	MEMORIZED_WHOLE_CARD	RSHE_WASH_WHOLE_CARD+DY_CLOSE	Waschgang	W	MASTER_ONLY	Vollwaschung; Schluss	UNCHANGED
MC085	cheoar	cheoar	1	Quellauszug	LEARNED_OBJECT	1	H4	PRODUCTIVE_COMPOSITION	CHEO_EXTRACT+AR_SOURCE	Auszug entnehmen	P	MASTER_ONLY	Quellauszug	UNCHANGED
MC086	chety	chety|chty	2	Teil	QUANTITY_OBJECT	2	B3|H1	PRODUCTIVE_COMPOSITION	CH_PARTITION+TY_PART	Teil abtrennen	P	R10_PAIRED_ALLOGRAPH	Teil	UNCHANGED
MC087	chodaiin	chodaiin	1	Zugabemaß	LEARNED_OBJECT	1	H2	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+AIIN_MEASURE	Zutatenmaß	P	MASTER_ONLY	Zugabemaß	UNCHANGED
MC088	qokchdy	qokchdy	1	einführen; Schluss	TERMINAL_ACTION	3	B1|B3|B5	PRODUCTIVE_COMPOSITION	OK+CHD_TRANSFER+CLOSE	umsetzen; Schluss	P	MASTER_ONLY	einführen; Schluss	UNCHANGED
MC089	skar	skar	1	Quellausguss	LEARNED_TRANSFER_OR_ADDRESS	1	B4	PRODUCTIVE_COMPOSITION	SK_POUR+AR_FROM	von dort ausgiessen	P	MASTER_ONLY	Quellausguss	UNCHANGED
MC090	kchol	kchol	1	weiter bearbeiten	LEARNED_ORDER_OR_LINK	1	H5	PRODUCTIVE_COMPOSITION	KCH_PROCESS+OL_CONTINUE	weiter bearbeiten	P	MASTER_ONLY	weiter bearbeiten	UNCHANGED
MC091	dairydy	dairydy	1	Laufschluss	LEARNED_TRANSFER_OR_ADDRESS	1	B4	PRODUCTIVE_COMPOSITION	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	Wasserlauf schliessen; Schluss	P	MASTER_ONLY	Laufschluss	UNCHANGED
MC092	lol	lol	1	Weiterabzug	LEARNED_TRANSFER_OR_ADDRESS	1	B5	PRODUCTIVE_COMPOSITION	L_OUT+OL_CONTINUE	von dort weiterfuehren	P	MASTER_ONLY	Weiterabzug	UNCHANGED
MC093	otal	otal|qotal	2	danach dorthin	TARGET_ANAPHOR	3	B3|B4	PRODUCTIVE_COMPOSITION	OT_NEXT+AL_TO	danach dorthin	P	R1_Q_ACTIVE	danach dorthin	UNCHANGED
MC094	cheeety	cheeety	1	Vollteil	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	EEE_FULL+TY_PART	ganzen Teilposten	P	MASTER_ONLY	Vollteil	UNCHANGED
MC095	sheey	sheey	1	Langhalt	LEARNED_PROCESS_OR_STATE	1	B4	PRODUCTIVE_COMPOSITION	SH_REST+EE_LONG+Y_CURRENT	laenger ruhen	P	MASTER_ONLY	Langhalt	UNCHANGED
MC096	qokeedal	qokeedal	1	Langer Zieleinsatz	LEARNED_PROCESS_OR_STATE	1	B1	PRODUCTIVE_COMPOSITION	OK_SET+EE_HOLD+AL_TO	dort länger halten	P	MASTER_ONLY	Langer Zieleinsatz	UNCHANGED
MC097	olkain	olkain|qolkain	2	weiterer Anteil	CONTINUED_QUANTITY_OBJECT	2	B1|B4	PRODUCTIVE_COMPOSITION	OL_CONTINUE+AIN_PORTION	weitere Portion	P	R1_Q_ACTIVE	weiterer Anteil	UNCHANGED
MC098	tshol	tshol	1	Kochgut	LEARNED_OBJECT	1	H3	PRODUCTIVE_COMPOSITION	T_FRAME+HO_INGREDIENT+L_OUT	Zutat entnehmen	P	MASTER_ONLY	Kochgut	UNCHANGED
MC099	cheeckhody	cheeckhody	1	auftragen; Schluss	LEARNED_PROCESS_OR_PATH	1	H5	MEMORIZED_WHOLE_CARD	CHEECKHO_APPLY_WHOLE_CARD+DY_CLOSE	auftragen	W	MASTER_ONLY	auftragen; Schluss	UNCHANGED
MC100	ody	ody	1	abkühlen; Schluss	LEARNED_PROCESS_OR_STATE	1	H4	MEMORIZED_WHOLE_CARD	ODY_COOL+TERMINAL_CLOSE	kühlen	W	MASTER_ONLY	abkühlen; Schluss	UNCHANGED
MC101	ldalor	ldalor	1	Endziel	LEARNED_TRANSFER_OR_ADDRESS	1	B6	PRODUCTIVE_COMPOSITION	LD_END+AL_TO	Endziel	P	MASTER_ONLY	Endziel	UNCHANGED
MC102	rsheal	rsheal	1	Kurzhalt am Ziel	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	R_FRAME+SH_REST+E_SHORT+AL_TO	kurz am Ziel ruhen	P	MASTER_ONLY	Kurzhalt am Ziel	UNCHANGED
MC103	chokchy	chokchy|okchy|qokchy	3	weiterbearbeiten	ACTION	3	H1|H5	PRODUCTIVE_COMPOSITION	OK_SET+CH_WRAPPER+Y_CURRENT_ITEM	Posten ansetzen	P	R10_PAIRED_ALLOGRAPH|R1_Q_ACTIVE	weiterbearbeiten	UNCHANGED
MC104	keol	keol	1	kurz weiterbearbeiten	LEARNED_PROCESS_OR_STATE	1	H5	PRODUCTIVE_COMPOSITION	E_SHORT+OL_CONTINUE	kurz weiterfuehren	P	MASTER_ONLY	kurz weiterbearbeiten	UNCHANGED
MC105	chkain	chkain|kain	2	Portion	QUANTITY_OBJECT	3	B1|B3|B4	PRODUCTIVE_COMPOSITION	AIN_PORTION	eine Portion	P	R10_PAIRED_ALLOGRAPH	Portion	UNCHANGED
MC106	teol	teol	1	kurz weiterführen	LEARNED_PROCESS_OR_STATE	1	B1	PRODUCTIVE_COMPOSITION	E_SHORT+OL_CONTINUE	kurz weiterfuehren	P	MASTER_ONLY	kurz weiterführen	UNCHANGED
MC107	qotchy	qotchy	1	nächster Posten	LEARNED_ORDER_OR_LINK	1	H3	PRODUCTIVE_COMPOSITION	OT_FOLLOW+CHY_ITEM	Folgeposten	P	MASTER_ONLY	nächster Posten	UNCHANGED
MC108	etyd	etyd	1	kleiner Rest	LEARNED_QUANTITY_OR_STAGE	1	H1	PRODUCTIVE_COMPOSITION	E_SHORT+TY_PART+D_LOCAL	kleiner Restteil	P	MASTER_ONLY	kleiner Rest	UNCHANGED
MC109	ytey	ytey	1	Kurzteil	LEARNED_PROCESS_OR_STATE	1	B1	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	fuellen	W	MASTER_ONLY	Kurzteil	UNCHANGED
