timing	source_event	execution_index	candidate	world	event	order	kind	location	form	patient	second	object	second_object	source_object	before	after	assertion	status	debts	state_origin	alias_collision	row_status
O	10	10	D	E|ZL3b|B|f6v|f6v.6-f6v.21	10	16	MATERIAL	f6v.9:4	cthom	f6v.9:4		f6v.9:4			{}	{}		EXTERNAL_PORTION			False	recorded
O	11	11	D	E|ZL3b|B|f6v|f6v.6-f6v.21	11	18	ACTION	f6v.10:1	qokchod	f6v.9:4		f6v.9:4			{}	"{""PHYSICAL:moisture"":""dry""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED	IMPLICIT_SUBJECT_CONTINUATION		False	recorded
O	12	12	D	E|ZL3b|B|f6v|f6v.6-f6v.21	12	20	MATERIAL	f6v.10:3	kchdy	f6v.10:3		f6v.10:3			{}	{}		EXTERNAL_PORTION			False	recorded
O	13	13	D	E|ZL3b|B|f6v|f6v.6-f6v.21	13	20	ACTION	f6v.10:2	ychear	f6v.10:3		f6v.10:3			{}	{}		NO_STATE_TRANSITION_MODELLED	MISSING_COINGREDIENT		False	recorded
O	14	14	D	E|ZL3b|B|f6v|f6v.6-f6v.21	14	22	MATERIAL	f6v.11:2	char	f6v.11:2		f6v.11:2			{}	{}		EXTERNAL_PORTION			False	recorded
O	15	15	D	E|ZL3b|B|f6v|f6v.6-f6v.21	15	23	MATERIAL	f6v.11:3	otam	f6v.11:3		f6v.11:3			{}	{}		EXTERNAL_PORTION			False	recorded
O	16	16	D	E|ZL3b|B|f6v|f6v.6-f6v.21	16	24	MATERIAL	f6v.11:4	ctho	f6v.11:4		f6v.11:4			{}	{}		EXTERNAL_PORTION			False	recorded
O	17	17	D	E|ZL3b|B|f6v|f6v.6-f6v.21	17	28	QUALITY	f6v.12:2	shy						{}	{}	PHYSICAL:moisture=wet	MISSING_PATIENT	MISSING_MATERIAL_BINDING		False	recorded
O	18	18	D	E|ZL3b|B|f6v|f6v.6-f6v.21	18	30	MATERIAL	f6v.12:4	cthy	f6v.12:4		f6v.12:4			{}	{}		EXTERNAL_PORTION			False	recorded
O	19	19	D	E|ZL3b|B|f6v|f6v.6-f6v.21	19	30	ACTION	f6v.12:3	qokam	f6v.12:4		f6v.12:4			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
O	20	20	D	E|ZL3b|B|f6v|f6v.6-f6v.21	20	32	MATERIAL	f6v.13:2	cthy	f6v.13:2		f6v.12:4			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
O	21	21	D	E|ZL3b|B|f6v|f6v.6-f6v.21	21	34	MATERIAL	f6v.13:4	chor	f6v.13:4		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
O	22	22	D	E|ZL3b|B|f6v|f6v.6-f6v.21	22	37	ACTION	f6v.14:1	qokor	f6v.13:4		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED	IMPLICIT_SUBJECT_CONTINUATION		False	recorded
O	23	23	D	E|ZL3b|B|f6v|f6v.6-f6v.21	23	39	MATERIAL	f6v.14:3	cthol	f6v.14:3		f6v.7:4			"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
O	24	24	D	E|ZL3b|B|f6v|f6v.6-f6v.21	24	39	ACTION	f6v.14:2	chol	f6v.14:3		f6v.7:4			"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
O	25	25	D	E|ZL3b|B|f6v|f6v.6-f6v.21	25	41	ACTION	f6v.15:1	chockhy	f6v.14:3		f6v.7:4			"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"		NO_STATE_TRANSITION_MODELLED	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False	recorded
O	26	26	D	E|ZL3b|B|f6v|f6v.6-f6v.21	26	44	QUALITY	f6v.15:4	chy	f6v.14:3		f6v.7:4			"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	PHYSICAL:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False	recorded
O	27	27	D	E|ZL3b|B|f6v|f6v.6-f6v.21	27	49	MATERIAL	f6v.16:2	cthar	f6v.16:2		f6v.16:2			{}	{}		EXTERNAL_PORTION			False	recorded
O	28	28	D	E|ZL3b|B|f6v|f6v.6-f6v.21	28	49	ACTION	f6v.16:1	ochy	f6v.16:2		f6v.16:2			{}	"{""PHYSICAL:thermal"":""cold""}"	"{""axis"":""thermal"",""value"":""cold""}"	ASSUMED_EFFECT_APPLIED			False	recorded
O	29	29	D	E|ZL3b|B|f6v|f6v.6-f6v.21	29	51	MATERIAL	f6v.16:4	cthy	f6v.16:4		f6v.12:4			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
O	30	30	D	E|ZL3b|B|f6v|f6v.6-f6v.21	30	55	MATERIAL	f6v.17:4	cthodam	f6v.17:4		f6v.17:4			{}	{}		EXTERNAL_PORTION			False	recorded
O	31	31	D	E|ZL3b|B|f6v|f6v.6-f6v.21	31	55	ACTION	f6v.17:3	ckhal	f6v.17:4		f6v.17:4			{}	{}		NO_STATE_TRANSITION_MODELLED			False	recorded
O	32	32	D	E|ZL3b|B|f6v|f6v.6-f6v.21	32	57	MATERIAL	f6v.18:1	ytchocthol	f6v.18:1		f6v.18:1			{}	{}		EXTERNAL_PORTION			False	recorded
O	33	33	D	E|ZL3b|B|f6v|f6v.6-f6v.21	33	57	PROCESSED_NOMINAL	f6v.18:1	ytchocthol			f6v.18:1			{}	"{""PHYSICAL:moisture"":""wet""}"	PHYSICAL:moisture=wet	INITIAL_CONSTRAINT			False	recorded
O	34	34	D	E|ZL3b|B|f6v|f6v.6-f6v.21	34	58	ACTION	f6v.18:2	ches	f6v.18:1		f6v.18:1			"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"		NO_STATE_TRANSITION_MODELLED			False	recorded
O	35	35	D	E|ZL3b|B|f6v|f6v.6-f6v.21	35	60	MATERIAL	f6v.19:1	ocholy	f6v.19:1		f6v.19:1			{}	{}		EXTERNAL_PORTION			False	recorded
O	36	36	D	E|ZL3b|B|f6v|f6v.6-f6v.21	36	60	BARE_NOMINAL	f6v.19:1	ocholy			f6v.19:1			{}	"{""CONSTITUTION:moisture"":""dry""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT			False	recorded
O	37	37	D	E|ZL3b|B|f6v|f6v.6-f6v.21	37	61	ACTION	f6v.19:2	kchos	f6v.19:1		f6v.19:1			"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"		NO_STATE_TRANSITION_MODELLED			False	recorded
O	38	38	D	E|ZL3b|B|f6v|f6v.6-f6v.21	38	62	QUALITY	f6v.19:3	chy	f6v.19:1		f6v.19:1			"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	PHYSICAL:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2		False	recorded
O	39	39	D	E|ZL3b|B|f6v|f6v.6-f6v.21	39	64	MATERIAL	f6v.20:1	dchor	f6v.20:1		f6v.20:1			{}	{}		EXTERNAL_PORTION			False	recorded
O	40	40	D	E|ZL3b|B|f6v|f6v.6-f6v.21	40	65	MATERIAL	f6v.20:2	choldar	f6v.20:2		f6v.20:2			{}	{}		EXTERNAL_PORTION			False	recorded
O	41	41	D	E|ZL3b|B|f6v|f6v.6-f6v.21	41	65	BARE_NOMINAL	f6v.20:2	choldar			f6v.20:2			{}	"{""CONSTITUTION:moisture"":""dry""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT			False	recorded
O	42	42	D	E|ZL3b|B|f6v|f6v.6-f6v.21	42	66	MATERIAL	f6v.20:3	okol	f6v.20:3		f6v.20:3			{}	{}		EXTERNAL_PORTION			False	recorded
O	43	43	D	E|ZL3b|B|f6v|f6v.6-f6v.21	43	69	MATERIAL	f6v.21:2	chor	f6v.21:2		f6v.8:2			"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
O	44	44	D	E|ZL3b|B|f6v|f6v.6-f6v.21	44	70	ACTION	f6v.21:3	octham	f6v.21:2		f6v.8:2			"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"		NO_STATE_TRANSITION_MODELLED			False	recorded
I	0	0	D	E|ZL3b|B|f6v|f6v.6-f6v.21	0	1	MATERIAL	f6v.6:2	shocthol	f6v.6:2		f6v.6:2			{}	{}		EXTERNAL_PORTION			False	recorded
I	1	1	D	E|ZL3b|B|f6v|f6v.6-f6v.21	1	1	PROCESSED_NOMINAL	f6v.6:2	shocthol			f6v.6:2			{}	"{""PHYSICAL:moisture"":""wet""}"	PHYSICAL:moisture=wet	INITIAL_CONSTRAINT			False	recorded
I	2	2	D	E|ZL3b|B|f6v|f6v.6-f6v.21	2	4	ACTION	f6v.7:1	ychos	f6v.6:2		f6v.6:2			"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"		NO_STATE_TRANSITION_MODELLED	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION		False	recorded
I	3	3	D	E|ZL3b|B|f6v|f6v.6-f6v.21	3	7	MATERIAL	f6v.7:4	cthol	f6v.7:4		f6v.7:4			{}	{}		EXTERNAL_PORTION			False	recorded
I	4	4	D	E|ZL3b|B|f6v|f6v.6-f6v.21	4	7	ACTION	f6v.7:2	ychol	f6v.7:4		f6v.7:4			{}	"{""PHYSICAL:moisture"":""dry""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
I	5	5	D	E|ZL3b|B|f6v|f6v.6-f6v.21	5	10	MATERIAL	f6v.8:2	chor	f6v.8:2		f6v.8:2			{}	{}		EXTERNAL_PORTION			False	recorded
I	6	6	D	E|ZL3b|B|f6v|f6v.6-f6v.21	6	11	ACTION	f6v.8:3	okchey	f6v.8:2		f6v.8:2			{}	{}		NO_STATE_TRANSITION_MODELLED			False	recorded
I	7	7	D	E|ZL3b|B|f6v|f6v.6-f6v.21	7	12	ACTION	f6v.8:4	qokom	f6v.8:2		f6v.8:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
I	8	8	D	E|ZL3b|B|f6v|f6v.6-f6v.21	8	15	MATERIAL	f6v.9:3	chor	f6v.9:3		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
I	9	9	D	E|ZL3b|B|f6v|f6v.6-f6v.21	9	15	ACTION	f6v.9:1	oeeo	f6v.9:3		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		NO_STATE_TRANSITION_MODELLED			False	recorded
I	10	10	D	E|ZL3b|B|f6v|f6v.6-f6v.21	10	16	MATERIAL	f6v.9:4	cthom	f6v.9:4		f6v.9:4			{}	{}		EXTERNAL_PORTION			False	recorded
I	11	11	D	E|ZL3b|B|f6v|f6v.6-f6v.21	11	18	ACTION	f6v.10:1	qokchod	f6v.9:4		f6v.9:4			{}	"{""PHYSICAL:moisture"":""dry""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED	IMPLICIT_SUBJECT_CONTINUATION		False	recorded
I	12	12	D	E|ZL3b|B|f6v|f6v.6-f6v.21	12	20	MATERIAL	f6v.10:3	kchdy	f6v.10:3		f6v.10:3			{}	{}		EXTERNAL_PORTION			False	recorded
I	13	13	D	E|ZL3b|B|f6v|f6v.6-f6v.21	13	20	ACTION	f6v.10:2	ychear	f6v.10:3		f6v.10:3			{}	{}		NO_STATE_TRANSITION_MODELLED	MISSING_COINGREDIENT		False	recorded
I	14	14	D	E|ZL3b|B|f6v|f6v.6-f6v.21	14	22	MATERIAL	f6v.11:2	char	f6v.11:2		f6v.11:2			{}	{}		EXTERNAL_PORTION			False	recorded
I	15	15	D	E|ZL3b|B|f6v|f6v.6-f6v.21	15	23	MATERIAL	f6v.11:3	otam	f6v.11:3		f6v.11:3			{}	{}		EXTERNAL_PORTION			False	recorded
I	16	16	D	E|ZL3b|B|f6v|f6v.6-f6v.21	16	24	MATERIAL	f6v.11:4	ctho	f6v.11:4		f6v.11:4			{}	{}		EXTERNAL_PORTION			False	recorded
I	17	17	D	E|ZL3b|B|f6v|f6v.6-f6v.21	17	28	QUALITY	f6v.12:2	shy						{}	{}	PHYSICAL:moisture=wet	MISSING_PATIENT	MISSING_MATERIAL_BINDING		False	recorded
I	18	18	D	E|ZL3b|B|f6v|f6v.6-f6v.21	18	30	MATERIAL	f6v.12:4	cthy	f6v.12:4		f6v.12:4			{}	{}		EXTERNAL_PORTION			False	recorded
I	19	19	D	E|ZL3b|B|f6v|f6v.6-f6v.21	19	30	ACTION	f6v.12:3	qokam	f6v.12:4		f6v.12:4			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
I	20	20	D	E|ZL3b|B|f6v|f6v.6-f6v.21	20	32	MATERIAL	f6v.13:2	cthy	f6v.13:2		f6v.12:4			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
I	21	21	D	E|ZL3b|B|f6v|f6v.6-f6v.21	21	34	MATERIAL	f6v.13:4	chor	f6v.13:4		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
I	22	22	D	E|ZL3b|B|f6v|f6v.6-f6v.21	22	37	ACTION	f6v.14:1	qokor	f6v.13:4		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED	IMPLICIT_SUBJECT_CONTINUATION		False	recorded
I	23	23	D	E|ZL3b|B|f6v|f6v.6-f6v.21	23	39	MATERIAL	f6v.14:3	cthol	f6v.14:3		f6v.7:4			"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
I	24	24	D	E|ZL3b|B|f6v|f6v.6-f6v.21	24	39	ACTION	f6v.14:2	chol	f6v.14:3		f6v.7:4			"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
I	25	25	D	E|ZL3b|B|f6v|f6v.6-f6v.21	25	41	ACTION	f6v.15:1	chockhy	f6v.14:3		f6v.7:4			"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"		NO_STATE_TRANSITION_MODELLED	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False	recorded
I	26	26	D	E|ZL3b|B|f6v|f6v.6-f6v.21	26	44	QUALITY	f6v.15:4	chy	f6v.14:3		f6v.7:4			"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	PHYSICAL:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False	recorded
I	27	27	D	E|ZL3b|B|f6v|f6v.6-f6v.21	27	49	MATERIAL	f6v.16:2	cthar	f6v.16:2		f6v.16:2			{}	{}		EXTERNAL_PORTION			False	recorded
I	28	28	D	E|ZL3b|B|f6v|f6v.6-f6v.21	28	49	ACTION	f6v.16:1	ochy	f6v.16:2		f6v.16:2			{}	"{""PHYSICAL:thermal"":""cold""}"	"{""axis"":""thermal"",""value"":""cold""}"	ASSUMED_EFFECT_APPLIED			False	recorded
I	29	29	D	E|ZL3b|B|f6v|f6v.6-f6v.21	29	51	MATERIAL	f6v.16:4	cthy	f6v.16:4		f6v.12:4			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
I	30	30	D	E|ZL3b|B|f6v|f6v.6-f6v.21	30	55	MATERIAL	f6v.17:4	cthodam	f6v.17:4		f6v.17:4			{}	{}		EXTERNAL_PORTION			False	recorded
I	31	31	D	E|ZL3b|B|f6v|f6v.6-f6v.21	31	55	ACTION	f6v.17:3	ckhal	f6v.17:4		f6v.17:4			{}	{}		NO_STATE_TRANSITION_MODELLED			False	recorded
I	32	32	D	E|ZL3b|B|f6v|f6v.6-f6v.21	32	57	MATERIAL	f6v.18:1	ytchocthol	f6v.18:1		f6v.18:1			{}	{}		EXTERNAL_PORTION			False	recorded
I	33	33	D	E|ZL3b|B|f6v|f6v.6-f6v.21	33	57	PROCESSED_NOMINAL	f6v.18:1	ytchocthol			f6v.18:1			{}	"{""PHYSICAL:moisture"":""wet""}"	PHYSICAL:moisture=wet	INITIAL_CONSTRAINT			False	recorded
I	34	34	D	E|ZL3b|B|f6v|f6v.6-f6v.21	34	58	ACTION	f6v.18:2	ches	f6v.18:1		f6v.18:1			"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"		NO_STATE_TRANSITION_MODELLED			False	recorded
I	35	35	D	E|ZL3b|B|f6v|f6v.6-f6v.21	35	60	MATERIAL	f6v.19:1	ocholy	f6v.19:1		f6v.19:1			{}	{}		EXTERNAL_PORTION			False	recorded
I	36	36	D	E|ZL3b|B|f6v|f6v.6-f6v.21	36	60	BARE_NOMINAL	f6v.19:1	ocholy			f6v.19:1			{}	"{""CONSTITUTION:moisture"":""dry""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT			False	recorded
I	37	37	D	E|ZL3b|B|f6v|f6v.6-f6v.21	37	61	ACTION	f6v.19:2	kchos	f6v.19:1		f6v.19:1			"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"		NO_STATE_TRANSITION_MODELLED			False	recorded
I	38	38	D	E|ZL3b|B|f6v|f6v.6-f6v.21	38	62	QUALITY	f6v.19:3	chy	f6v.19:1		f6v.19:1			"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	PHYSICAL:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2		False	recorded
I	39	39	D	E|ZL3b|B|f6v|f6v.6-f6v.21	39	64	MATERIAL	f6v.20:1	dchor	f6v.20:1		f6v.20:1			{}	{}		EXTERNAL_PORTION			False	recorded
I	40	40	D	E|ZL3b|B|f6v|f6v.6-f6v.21	40	65	MATERIAL	f6v.20:2	choldar	f6v.20:2		f6v.20:2			{}	{}		EXTERNAL_PORTION			False	recorded
I	41	41	D	E|ZL3b|B|f6v|f6v.6-f6v.21	41	65	BARE_NOMINAL	f6v.20:2	choldar			f6v.20:2			{}	"{""CONSTITUTION:moisture"":""dry""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT			False	recorded
I	42	42	D	E|ZL3b|B|f6v|f6v.6-f6v.21	42	66	MATERIAL	f6v.20:3	okol	f6v.20:3		f6v.20:3			{}	{}		EXTERNAL_PORTION			False	recorded
I	43	43	D	E|ZL3b|B|f6v|f6v.6-f6v.21	43	69	MATERIAL	f6v.21:2	chor	f6v.21:2		f6v.8:2			"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
I	44	44	D	E|ZL3b|B|f6v|f6v.6-f6v.21	44	70	ACTION	f6v.21:3	octham	f6v.21:2		f6v.8:2			"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"		NO_STATE_TRANSITION_MODELLED			False	recorded
O	0	0	H	E|ZL3b|B|f6v|f6v.6-f6v.21	0	1	MATERIAL	f6v.6:2	shocthol	f6v.6:2		f6v.6:2			{}	{}		EXTERNAL_PORTION			False	recorded
O	1	1	H	E|ZL3b|B|f6v|f6v.6-f6v.21	1	1	PROCESSED_NOMINAL	f6v.6:2	shocthol			f6v.6:2			{}	"{""PHYSICAL:moisture"":""wet""}"	PHYSICAL:moisture=wet	INITIAL_CONSTRAINT			False	recorded
O	2	2	H	E|ZL3b|B|f6v|f6v.6-f6v.21	2	4	ACTION	f6v.7:1	ychos	f6v.6:2		f6v.6:2			"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"		NO_STATE_TRANSITION_MODELLED	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION		False	recorded
O	3	3	H	E|ZL3b|B|f6v|f6v.6-f6v.21	3	7	MATERIAL	f6v.7:4	cthol	f6v.7:4		f6v.7:4			{}	{}		EXTERNAL_PORTION			False	recorded
O	4	4	H	E|ZL3b|B|f6v|f6v.6-f6v.21	4	7	ACTION	f6v.7:2	ychol	f6v.7:4		f6v.7:4			{}	"{""PHYSICAL:moisture"":""dry""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
O	5	5	H	E|ZL3b|B|f6v|f6v.6-f6v.21	5	10	MATERIAL	f6v.8:2	chor	f6v.8:2		f6v.8:2			{}	{}		EXTERNAL_PORTION			False	recorded
O	6	6	H	E|ZL3b|B|f6v|f6v.6-f6v.21	6	11	ACTION	f6v.8:3	okchey	f6v.8:2		f6v.8:2			{}	{}		NO_STATE_TRANSITION_MODELLED			False	recorded
O	7	7	H	E|ZL3b|B|f6v|f6v.6-f6v.21	7	12	ACTION	f6v.8:4	qokom	f6v.8:2		f6v.8:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
O	8	8	H	E|ZL3b|B|f6v|f6v.6-f6v.21	8	15	MATERIAL	f6v.9:3	chor	f6v.9:3		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
O	9	9	H	E|ZL3b|B|f6v|f6v.6-f6v.21	9	15	ACTION	f6v.9:1	oeeo	f6v.9:3		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		NO_STATE_TRANSITION_MODELLED			False	recorded
O	10	10	H	E|ZL3b|B|f6v|f6v.6-f6v.21	10	16	MATERIAL	f6v.9:4	cthom	f6v.9:4		f6v.9:4			{}	{}		EXTERNAL_PORTION			False	recorded
O	11	11	H	E|ZL3b|B|f6v|f6v.6-f6v.21	11	18	ACTION	f6v.10:1	qokchod	f6v.9:4		f6v.9:4			{}	"{""PHYSICAL:moisture"":""dry""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED	IMPLICIT_SUBJECT_CONTINUATION		False	recorded
O	12	12	H	E|ZL3b|B|f6v|f6v.6-f6v.21	12	20	MATERIAL	f6v.10:3	kchdy	f6v.10:3		f6v.10:3			{}	{}		EXTERNAL_PORTION			False	recorded
O	13	13	H	E|ZL3b|B|f6v|f6v.6-f6v.21	13	20	ACTION	f6v.10:2	ychear	f6v.10:3		f6v.10:3			{}	{}		NO_STATE_TRANSITION_MODELLED	MISSING_COINGREDIENT		False	recorded
