chol	world	timing	object	state	row_status
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.10:3	{}	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.11:2	{}	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.11:3	{}	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.11:4	{}	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.12:4	"{""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.16:2	"{""PHYSICAL:thermal"":""cold""}"	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.17:4	{}	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.18:1	"{""PHYSICAL:moisture"":""wet""}"	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.19:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.20:1	{}	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.20:2	"{""CONSTITUTION:moisture"":""dry""}"	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.20:3	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.6:2	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.8:2	"{""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.9:4	"{""PHYSICAL:moisture"":""dry""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.10:3	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.11:2	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.11:3	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.11:4	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.12:4	"{""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.16:2	"{""PHYSICAL:thermal"":""cold""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.17:4	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.18:1	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.19:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.20:1	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.20:2	"{""CONSTITUTION:moisture"":""dry""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	f6v.20:3	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.6:2	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.8:2	"{""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.9:4	"{""PHYSICAL:moisture"":""dry""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.10:3	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.11:2	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.11:3	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.11:4	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.12:4	"{""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.16:2	"{""PHYSICAL:thermal"":""cold""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.17:4	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.18:1	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.19:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.20:1	{}	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.20:2	"{""CONSTITUTION:moisture"":""dry""}"	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	f6v.20:3	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.6:2	"{""PHYSICAL:moisture"":""wet""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.8:2	"{""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.9:4	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.10:3	"{""PHYSICAL:moisture"":""dry""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.11:2	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.11:3	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.11:4	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.12:4	"{""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.16:2	"{""PHYSICAL:thermal"":""cold""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.17:4	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.18:1	"{""PHYSICAL:moisture"":""wet""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.19:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.20:1	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.20:2	"{""CONSTITUTION:moisture"":""dry""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.20:3	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.6:2	"{""PHYSICAL:moisture"":""wet""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.8:2	"{""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.9:4	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.10:3	"{""PHYSICAL:moisture"":""dry""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.11:2	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.11:3	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.11:4	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.12:4	"{""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.16:2	"{""PHYSICAL:thermal"":""cold""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.17:4	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.18:1	"{""PHYSICAL:moisture"":""wet""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.19:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.20:1	{}	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.20:2	"{""CONSTITUTION:moisture"":""dry""}"	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.20:3	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.6:2	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.8:2	"{""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.9:4	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.10:3	"{""PHYSICAL:moisture"":""dry""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.11:2	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.11:3	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.11:4	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.12:4	"{""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.16:2	"{""PHYSICAL:thermal"":""cold""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.17:4	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.18:1	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.19:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.20:1	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.20:2	"{""CONSTITUTION:moisture"":""dry""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	f6v.20:3	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.6:2	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.8:2	"{""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.9:4	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.10:3	"{""PHYSICAL:moisture"":""dry""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.11:2	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.11:3	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.11:4	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.12:4	"{""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.16:2	"{""PHYSICAL:thermal"":""cold""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.17:4	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.18:1	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.19:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.20:1	{}	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.20:2	"{""CONSTITUTION:moisture"":""dry""}"	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	f6v.20:3	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.6:2	"{""PHYSICAL:moisture"":""wet""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.8:2	"{""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.9:4	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.10:3	"{""PHYSICAL:moisture"":""dry""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.11:2	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.11:3	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.11:4	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.12:4	"{""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.16:2	"{""PHYSICAL:thermal"":""cold""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.17:4	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.18:1	"{""PHYSICAL:moisture"":""wet""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.19:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.20:1	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.20:2	"{""CONSTITUTION:moisture"":""dry""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.20:3	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.6:2	"{""PHYSICAL:moisture"":""wet""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.8:2	"{""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.9:4	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.10:3	"{""PHYSICAL:moisture"":""dry""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.11:2	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.11:3	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.11:4	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.12:4	"{""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.16:2	"{""PHYSICAL:thermal"":""cold""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.17:4	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.18:1	"{""PHYSICAL:moisture"":""wet""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.19:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.20:1	{}	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.20:2	"{""CONSTITUTION:moisture"":""dry""}"	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.20:3	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.6:2	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.8:2	"{""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.9:4	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.10:3	"{""PHYSICAL:moisture"":""dry""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.11:2	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.11:3	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.11:4	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.12:4	"{""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.16:2	"{""PHYSICAL:thermal"":""cold""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.17:4	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.18:1	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.19:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.20:1	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.20:2	"{""CONSTITUTION:moisture"":""dry""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	f6v.20:3	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.6:2	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.8:2	"{""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.9:4	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.10:3	"{""PHYSICAL:moisture"":""dry""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.11:2	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.11:3	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.11:4	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.12:4	"{""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.16:2	"{""PHYSICAL:thermal"":""cold""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.17:4	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.18:1	"{""PHYSICAL:moisture"":""wet""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.19:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.20:1	{}	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.20:2	"{""CONSTITUTION:moisture"":""dry""}"	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	f6v.20:3	{}	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.6:1	{}	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.6:4	"{""PHYSICAL:moisture"":""dry""}"	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.7:6	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.11:2	"{""CONSTITUTION:moisture"":""wet"",""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.12:3	{}	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.6:1	{}	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.6:4	"{""PHYSICAL:moisture"":""dry""}"	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.7:6	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.11:2	"{""CONSTITUTION:moisture"":""wet"",""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.12:3	{}	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.6:1	{}	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.6:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.7:6	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.11:2	"{""CONSTITUTION:moisture"":""wet"",""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	O	f9v.12:3	{}	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.6:1	{}	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.6:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.7:6	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.11:2	"{""CONSTITUTION:moisture"":""wet"",""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	I	f9v.12:3	{}	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	O	f9v.6:1	{}	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	O	f9v.6:4	"{""PHYSICAL:moisture"":""dry""}"	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	O	f9v.7:6	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	O	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	O	f9v.11:2	"{""CONSTITUTION:moisture"":""wet"",""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	O	f9v.12:3	{}	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	I	f9v.6:1	{}	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	I	f9v.6:4	"{""PHYSICAL:moisture"":""dry""}"	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	I	f9v.7:6	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	I	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	recorded
