chol	world	timing	eligible_count	conflicts	unequal	row_status
H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	O	0	0	0	recorded
H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	I	0	0	0	recorded
D	E|ZL3b|B|f93r|f93r.1-f93r.32	O	0	0	0	recorded
D	E|ZL3b|B|f93r|f93r.1-f93r.32	I	0	0	0	recorded
H	E|ZL3b|B|f93r|f93r.1-f93r.32	O	0	0	0	recorded
H	E|ZL3b|B|f93r|f93r.1-f93r.32	I	0	0	0	recorded
D	E|ZL3b|J|f93r|f93r.1-f93r.32	O	0	0	0	recorded
D	E|ZL3b|J|f93r|f93r.1-f93r.32	I	0	0	0	recorded
H	E|ZL3b|J|f93r|f93r.1-f93r.32	O	0	0	0	recorded
H	E|ZL3b|J|f93r|f93r.1-f93r.32	I	0	0	0	recorded
D	E|ZL3b|M|f93r|f93r.1-f93r.32	O	0	0	0	recorded
D	E|ZL3b|M|f93r|f93r.1-f93r.32	I	0	0	0	recorded
H	E|ZL3b|M|f93r|f93r.1-f93r.32	O	0	0	0	recorded
H	E|ZL3b|M|f93r|f93r.1-f93r.32	I	0	0	0	recorded
D	E|ZL3b|B|f99r|f99r.47-f99r.52	O	0	0	0	recorded
D	E|ZL3b|B|f99r|f99r.47-f99r.52	I	0	0	0	recorded
H	E|ZL3b|B|f99r|f99r.47-f99r.52	O	0	0	0	recorded
H	E|ZL3b|B|f99r|f99r.47-f99r.52	I	0	0	0	recorded
D	E|ZL3b|J|f99r|f99r.47-f99r.52	O	0	0	0	recorded
D	E|ZL3b|J|f99r|f99r.47-f99r.52	I	0	0	0	recorded
H	E|ZL3b|J|f99r|f99r.47-f99r.52	O	0	0	0	recorded
H	E|ZL3b|J|f99r|f99r.47-f99r.52	I	0	0	0	recorded
D	E|ZL3b|M|f99r|f99r.47-f99r.52	O	0	0	0	recorded
D	E|ZL3b|M|f99r|f99r.47-f99r.52	I	0	0	0	recorded
H	E|ZL3b|M|f99r|f99r.47-f99r.52	O	0	0	0	recorded
H	E|ZL3b|M|f99r|f99r.47-f99r.52	I	0	0	0	recorded
D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	O	0	0	0	recorded
D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	I	0	0	0	recorded
H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	O	0	0	0	recorded
H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	I	0	0	0	recorded
D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	O	1	1	0	recorded
D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	I	1	0	0	recorded
H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	O	1	1	0	recorded
H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	I	1	0	0	recorded
D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	O	1	1	0	recorded
D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	I	1	0	0	recorded
H	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	O	1	1	0	recorded
H	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	I	1	0	0	recorded
D	E|ZL3b|B|f106r|f106r.8-f106r.9	O	0	0	0	recorded
D	E|ZL3b|B|f106r|f106r.8-f106r.9	I	0	0	0	recorded
H	E|ZL3b|B|f106r|f106r.8-f106r.9	O	0	0	0	recorded
H	E|ZL3b|B|f106r|f106r.8-f106r.9	I	0	0	0	recorded
D	E|ZL3b|J|f106r|f106r.8-f106r.9	O	0	0	0	recorded
D	E|ZL3b|J|f106r|f106r.8-f106r.9	I	0	0	0	recorded
H	E|ZL3b|J|f106r|f106r.8-f106r.9	O	0	0	0	recorded
H	E|ZL3b|J|f106r|f106r.8-f106r.9	I	0	0	0	recorded
D	E|ZL3b|M|f106r|f106r.8-f106r.9	O	0	0	0	recorded
D	E|ZL3b|M|f106r|f106r.8-f106r.9	I	0	0	0	recorded
H	E|ZL3b|M|f106r|f106r.8-f106r.9	O	0	0	0	recorded
H	E|ZL3b|M|f106r|f106r.8-f106r.9	I	0	0	0	recorded
