source_id	whole_source	whole_working_translation	required_word_count	tested_targets	word_count_contradictions	same_count_contradictions	survivors	independent_confirmation_capacity
PEACH:NONE:COLD_DRY:JUICE_BODY	אלכוך בארד יאבס ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The peach is cold and dry. Its juice strengthens the stomach more and binds less; its bulk binds more.	13	49	48	1	0	0
PEACH:NONE:COLD_DRY:BEFORE_AFTER	אלכוך בארד יאבס עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The peach is cold and dry. It is binding when eaten before food, and softens the bowels when eaten after food.	15	49	44	5	0	0
PEACH:SWEET:COLD:JUICE_BODY	אלכוך אלחלוא בארד ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sweet peach is cold. Its juice strengthens the stomach more and binds less; its bulk binds more.	13	49	48	1	0	0
PEACH:SWEET:COLD:BEFORE_AFTER	אלכוך אלחלוא בארד עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sweet peach is cold. It is binding when eaten before food, and softens the bowels when eaten after food.	15	49	44	5	0	0
PEACH:SWEET:COLD_MOIST:JUICE_BODY	אלכוך אלחלוא בארד רטב ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sweet peach is cold and moist. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
PEACH:SWEET:COLD_MOIST:BEFORE_AFTER	אלכוך אלחלוא בארד רטב עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sweet peach is cold and moist. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
PEACH:SWEET:COLD_DRY:JUICE_BODY	אלכוך אלחלוא בארד יאבס ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sweet peach is cold and dry. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
PEACH:SWEET:COLD_DRY:BEFORE_AFTER	אלכוך אלחלוא בארד יאבס עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sweet peach is cold and dry. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
PEACH:SOUR:COLD:JUICE_BODY	אלכוך אלחאמץֹ בארד ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sour peach is cold. Its juice strengthens the stomach more and binds less; its bulk binds more.	13	49	48	1	0	0
PEACH:SOUR:COLD:BEFORE_AFTER	אלכוך אלחאמץֹ בארד עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sour peach is cold. It is binding when eaten before food, and softens the bowels when eaten after food.	15	49	44	5	0	0
PEACH:SOUR:COLD_MOIST:JUICE_BODY	אלכוך אלחאמץֹ בארד רטב ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sour peach is cold and moist. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
PEACH:SOUR:COLD_MOIST:BEFORE_AFTER	אלכוך אלחאמץֹ בארד רטב עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sour peach is cold and moist. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
PEACH:SOUR:COLD_DRY:JUICE_BODY	אלכוך אלחאמץֹ בארד יאבס ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sour peach is cold and dry. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
PEACH:SOUR:COLD_DRY:BEFORE_AFTER	אלכוך אלחאמץֹ בארד יאבס עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sour peach is cold and dry. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
POMEGRANATE:NONE:COLD:SOUR	אלרמֹאן בארד ומא כאן מנה חאמצֹא פהו קוי אלברד מעתדל אלרטובה ואליבס	The pomegranate is cold. If some of it is sour, it is strongly cold and balanced in moisture and dryness.	12	49	49	0	0	0
POMEGRANATE:NONE:COLD:SWEET	אלרמֹאן בארד ומא כאן מנה חלוא פהו מעתדל אלמזאגֹ פי אלחרארה ואלברודה	The pomegranate is cold. If some of it is sweet, its temperament is balanced in heat and cold.	12	49	49	0	0	0
POMEGRANATE:NONE:COLD:UNRIPE	אלרמֹאן בארד ומא כאן מנה גיר נצֹיגֹ פהו עסר אלאנהצֹאם בטי אלאנחדאר ען אלמעדה קוי אלחבס ללטביעה	The pomegranate is cold. If some of it is unripe, it is difficult to digest, slow to descend from the stomach, and strongly binding.	17	49	45	4	0	0
POMEGRANATE:NONE:COLD:JUICE_BODY	אלרמֹאן בארד ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The pomegranate is cold. Its juice strengthens the stomach more and binds less; its bulk binds more.	12	49	49	0	0	0
POMEGRANATE:NONE:COLD:BEFORE_AFTER	אלרמֹאן בארד עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The pomegranate is cold. It is binding when eaten before food, and softens the bowels when eaten after food.	14	49	45	4	0	0
POMEGRANATE:NONE:COLD_MOIST:SOUR	אלרמֹאן בארד רטב ומא כאן מנה חאמצֹא פהו קוי אלברד מעתדל אלרטובה ואליבס	The pomegranate is cold and moist. If some of it is sour, it is strongly cold and balanced in moisture and dryness.	13	49	48	1	0	0
POMEGRANATE:NONE:COLD_MOIST:SWEET	אלרמֹאן בארד רטב ומא כאן מנה חלוא פהו מעתדל אלמזאגֹ פי אלחרארה ואלברודה	The pomegranate is cold and moist. If some of it is sweet, its temperament is balanced in heat and cold.	13	49	48	1	0	0
POMEGRANATE:NONE:COLD_MOIST:UNRIPE	אלרמֹאן בארד רטב ומא כאן מנה גיר נצֹיגֹ פהו עסר אלאנהצֹאם בטי אלאנחדאר ען אלמעדה קוי אלחבס ללטביעה	The pomegranate is cold and moist. If some of it is unripe, it is difficult to digest, slow to descend from the stomach, and strongly binding.	18	49	46	3	0	0
POMEGRANATE:NONE:COLD_MOIST:JUICE_BODY	אלרמֹאן בארד רטב ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The pomegranate is cold and moist. Its juice strengthens the stomach more and binds less; its bulk binds more.	13	49	48	1	0	0
POMEGRANATE:NONE:COLD_MOIST:BEFORE_AFTER	אלרמֹאן בארד רטב עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The pomegranate is cold and moist. It is binding when eaten before food, and softens the bowels when eaten after food.	15	49	44	5	0	0
POMEGRANATE:NONE:COLD_DRY:SOUR	אלרמֹאן בארד יאבס ומא כאן מנה חאמצֹא פהו קוי אלברד מעתדל אלרטובה ואליבס	The pomegranate is cold and dry. If some of it is sour, it is strongly cold and balanced in moisture and dryness.	13	49	48	1	0	0
POMEGRANATE:NONE:COLD_DRY:SWEET	אלרמֹאן בארד יאבס ומא כאן מנה חלוא פהו מעתדל אלמזאגֹ פי אלחרארה ואלברודה	The pomegranate is cold and dry. If some of it is sweet, its temperament is balanced in heat and cold.	13	49	48	1	0	0
POMEGRANATE:NONE:COLD_DRY:UNRIPE	אלרמֹאן בארד יאבס ומא כאן מנה גיר נצֹיגֹ פהו עסר אלאנהצֹאם בטי אלאנחדאר ען אלמעדה קוי אלחבס ללטביעה	The pomegranate is cold and dry. If some of it is unripe, it is difficult to digest, slow to descend from the stomach, and strongly binding.	18	49	46	3	0	0
POMEGRANATE:NONE:COLD_DRY:JUICE_BODY	אלרמֹאן בארד יאבס ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The pomegranate is cold and dry. Its juice strengthens the stomach more and binds less; its bulk binds more.	13	49	48	1	0	0
POMEGRANATE:NONE:COLD_DRY:BEFORE_AFTER	אלרמֹאן בארד יאבס עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The pomegranate is cold and dry. It is binding when eaten before food, and softens the bowels when eaten after food.	15	49	44	5	0	0
POMEGRANATE:SWEET:COLD:JUICE_BODY	אלרמֹאן אלחלוא בארד ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sweet pomegranate is cold. Its juice strengthens the stomach more and binds less; its bulk binds more.	13	49	48	1	0	0
POMEGRANATE:SWEET:COLD:BEFORE_AFTER	אלרמֹאן אלחלוא בארד עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sweet pomegranate is cold. It is binding when eaten before food, and softens the bowels when eaten after food.	15	49	44	5	0	0
POMEGRANATE:SWEET:COLD_MOIST:JUICE_BODY	אלרמֹאן אלחלוא בארד רטב ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sweet pomegranate is cold and moist. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
POMEGRANATE:SWEET:COLD_MOIST:BEFORE_AFTER	אלרמֹאן אלחלוא בארד רטב עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sweet pomegranate is cold and moist. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
POMEGRANATE:SWEET:COLD_DRY:JUICE_BODY	אלרמֹאן אלחלוא בארד יאבס ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sweet pomegranate is cold and dry. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
POMEGRANATE:SWEET:COLD_DRY:BEFORE_AFTER	אלרמֹאן אלחלוא בארד יאבס עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sweet pomegranate is cold and dry. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
POMEGRANATE:SOUR:COLD:JUICE_BODY	אלרמֹאן אלחאמץֹ בארד ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sour pomegranate is cold. Its juice strengthens the stomach more and binds less; its bulk binds more.	13	49	48	1	0	0
POMEGRANATE:SOUR:COLD:BEFORE_AFTER	אלרמֹאן אלחאמץֹ בארד עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sour pomegranate is cold. It is binding when eaten before food, and softens the bowels when eaten after food.	15	49	44	5	0	0
POMEGRANATE:SOUR:COLD_MOIST:JUICE_BODY	אלרמֹאן אלחאמץֹ בארד רטב ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sour pomegranate is cold and moist. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
POMEGRANATE:SOUR:COLD_MOIST:BEFORE_AFTER	אלרמֹאן אלחאמץֹ בארד רטב עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sour pomegranate is cold and moist. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
POMEGRANATE:SOUR:COLD_DRY:JUICE_BODY	אלרמֹאן אלחאמץֹ בארד יאבס ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sour pomegranate is cold and dry. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
POMEGRANATE:SOUR:COLD_DRY:BEFORE_AFTER	אלרמֹאן אלחאמץֹ בארד יאבס עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sour pomegranate is cold and dry. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
QUINCE:NONE:COLD:SOUR	אלספרגֹל בארד ומא כאן מנה חאמצֹא פהו קוי אלברד מעתדל אלרטובה ואליבס	The quince is cold. If some of it is sour, it is strongly cold and balanced in moisture and dryness.	12	49	49	0	0	0
QUINCE:NONE:COLD:SWEET	אלספרגֹל בארד ומא כאן מנה חלוא פהו מעתדל אלמזאגֹ פי אלחרארה ואלברודה	The quince is cold. If some of it is sweet, its temperament is balanced in heat and cold.	12	49	49	0	0	0
QUINCE:NONE:COLD:UNRIPE	אלספרגֹל בארד ומא כאן מנה גיר נצֹיגֹ פהו עסר אלאנהצֹאם בטי אלאנחדאר ען אלמעדה קוי אלחבס ללטביעה	The quince is cold. If some of it is unripe, it is difficult to digest, slow to descend from the stomach, and strongly binding.	17	49	45	4	0	0
QUINCE:NONE:COLD:JUICE_BODY	אלספרגֹל בארד ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The quince is cold. Its juice strengthens the stomach more and binds less; its bulk binds more.	12	49	49	0	0	0
QUINCE:NONE:COLD:BEFORE_AFTER	אלספרגֹל בארד עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The quince is cold. It is binding when eaten before food, and softens the bowels when eaten after food.	14	49	45	4	0	0
QUINCE:NONE:COLD_MOIST:SOUR	אלספרגֹל בארד רטב ומא כאן מנה חאמצֹא פהו קוי אלברד מעתדל אלרטובה ואליבס	The quince is cold and moist. If some of it is sour, it is strongly cold and balanced in moisture and dryness.	13	49	48	1	0	0
QUINCE:NONE:COLD_MOIST:SWEET	אלספרגֹל בארד רטב ומא כאן מנה חלוא פהו מעתדל אלמזאגֹ פי אלחרארה ואלברודה	The quince is cold and moist. If some of it is sweet, its temperament is balanced in heat and cold.	13	49	48	1	0	0
QUINCE:NONE:COLD_MOIST:UNRIPE	אלספרגֹל בארד רטב ומא כאן מנה גיר נצֹיגֹ פהו עסר אלאנהצֹאם בטי אלאנחדאר ען אלמעדה קוי אלחבס ללטביעה	The quince is cold and moist. If some of it is unripe, it is difficult to digest, slow to descend from the stomach, and strongly binding.	18	49	46	3	0	0
QUINCE:NONE:COLD_MOIST:JUICE_BODY	אלספרגֹל בארד רטב ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The quince is cold and moist. Its juice strengthens the stomach more and binds less; its bulk binds more.	13	49	48	1	0	0
QUINCE:NONE:COLD_MOIST:BEFORE_AFTER	אלספרגֹל בארד רטב עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The quince is cold and moist. It is binding when eaten before food, and softens the bowels when eaten after food.	15	49	44	5	0	0
QUINCE:NONE:COLD_DRY:SOUR	אלספרגֹל בארד יאבס ומא כאן מנה חאמצֹא פהו קוי אלברד מעתדל אלרטובה ואליבס	The quince is cold and dry. If some of it is sour, it is strongly cold and balanced in moisture and dryness.	13	49	48	1	0	0
QUINCE:NONE:COLD_DRY:SWEET	אלספרגֹל בארד יאבס ומא כאן מנה חלוא פהו מעתדל אלמזאגֹ פי אלחרארה ואלברודה	The quince is cold and dry. If some of it is sweet, its temperament is balanced in heat and cold.	13	49	48	1	0	0
QUINCE:NONE:COLD_DRY:UNRIPE	אלספרגֹל בארד יאבס ומא כאן מנה גיר נצֹיגֹ פהו עסר אלאנהצֹאם בטי אלאנחדאר ען אלמעדה קוי אלחבס ללטביעה	The quince is cold and dry. If some of it is unripe, it is difficult to digest, slow to descend from the stomach, and strongly binding.	18	49	46	3	0	0
QUINCE:NONE:COLD_DRY:JUICE_BODY	אלספרגֹל בארד יאבס ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The quince is cold and dry. Its juice strengthens the stomach more and binds less; its bulk binds more.	13	49	48	1	0	0
QUINCE:NONE:COLD_DRY:BEFORE_AFTER	אלספרגֹל בארד יאבס עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The quince is cold and dry. It is binding when eaten before food, and softens the bowels when eaten after food.	15	49	44	5	0	0
QUINCE:SWEET:COLD:JUICE_BODY	אלספרגֹל אלחלוא בארד ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sweet quince is cold. Its juice strengthens the stomach more and binds less; its bulk binds more.	13	49	48	1	0	0
QUINCE:SWEET:COLD:BEFORE_AFTER	אלספרגֹל אלחלוא בארד עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sweet quince is cold. It is binding when eaten before food, and softens the bowels when eaten after food.	15	49	44	5	0	0
QUINCE:SWEET:COLD_MOIST:JUICE_BODY	אלספרגֹל אלחלוא בארד רטב ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sweet quince is cold and moist. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
QUINCE:SWEET:COLD_MOIST:BEFORE_AFTER	אלספרגֹל אלחלוא בארד רטב עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sweet quince is cold and moist. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
QUINCE:SWEET:COLD_DRY:JUICE_BODY	אלספרגֹל אלחלוא בארד יאבס ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sweet quince is cold and dry. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
QUINCE:SWEET:COLD_DRY:BEFORE_AFTER	אלספרגֹל אלחלוא בארד יאבס עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sweet quince is cold and dry. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
QUINCE:SOUR:COLD:JUICE_BODY	אלספרגֹל אלחאמץֹ בארד ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sour quince is cold. Its juice strengthens the stomach more and binds less; its bulk binds more.	13	49	48	1	0	0
QUINCE:SOUR:COLD:BEFORE_AFTER	אלספרגֹל אלחאמץֹ בארד עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sour quince is cold. It is binding when eaten before food, and softens the bowels when eaten after food.	15	49	44	5	0	0
QUINCE:SOUR:COLD_MOIST:JUICE_BODY	אלספרגֹל אלחאמץֹ בארד רטב ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sour quince is cold and moist. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
QUINCE:SOUR:COLD_MOIST:BEFORE_AFTER	אלספרגֹל אלחאמץֹ בארד רטב עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sour quince is cold and moist. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
QUINCE:SOUR:COLD_DRY:JUICE_BODY	אלספרגֹל אלחאמץֹ בארד יאבס ומאוה אשד תקויה ללמעדה ואקל חבסא ללטביעה וגֹרמה אשד חבסא	The sour quince is cold and dry. Its juice strengthens the stomach more and binds less; its bulk binds more.	14	49	45	4	0	0
QUINCE:SOUR:COLD_DRY:BEFORE_AFTER	אלספרגֹל אלחאמץֹ בארד יאבס עאקל ללטביעה אדא אכל קבל אלטעאם וילין אלטביעה אדא אכל בעד אלטעאם	The sour quince is cold and dry. It is binding when eaten before food, and softens the bowels when eaten after food.	16	49	44	5	0	0
