edition	variant	paragraph	operation	form	meaning	patient	patient_form	coingredient	rule	debts	shared_run	additional_grammar_assumption	row_status
ZL3b	M	f9v|f9v.5-f9v.12	f9v.8:3	qokcho	verarbeite warm	f9v.7:6	otal		PARAGRAPH_CARRY	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.10:3	chol	trockne	f9v.10:2	kchol		LOCAL_LEFT				recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.12:2	ckhy	stampfe	f9v.12:3	chor		LOCAL_RIGHT				recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.5:1	ychol	trockne	f17v.4:1	kchor		PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.5:2	chol	trockne	f17v.5:4	tchol		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.5:3			recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.5:6	ckhy	stampfe	f17v.5:4	tchol		LOCAL_LEFT				recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.7:2	chkeey	zerreibe vollständig	f17v.7:4	cheor		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.7:3			recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.8:1	qokeey	erhitze anhaltend	f17v.7:4	cheor		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.11:4	chol	trockne	f17v.10:4	okol		PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.13:2	chol	trockne	f17v.12:6	chor		PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.13:3	chol	trockne	f17v.13:4	cthol		LOCAL_RIGHT				recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.16:2	chol	trockne	f17v.16:3	okeol		LOCAL_RIGHT				recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.17:3	she	lasse stehen	f17v.17:6	cthor		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.17:5			recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.18:4	chol	trockne	f17v.18:2	cheeor		LOCAL_LEFT				recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.19:2	chey	prüfe	f17v.19:4	cthor		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.19:3			recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	erwärme erneut	f17v.19:4	cthor		PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.20:2	okeey	erwärme vorsichtig	f17v.20:3	cheor		LOCAL_RIGHT				recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.20:4	chol	trockne	f17v.20:3	cheor		LOCAL_LEFT				recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.22:3	chey	prüfe	f17v.22:4	keeor		LOCAL_RIGHT				recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	zerreibe vollständig	f17v.23:2	okeor		LOCAL_RIGHT				recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.5:1	ychol	trockne	f17v.4:1	kchor		PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.5:2	chol	trockne	f17v.5:4	tchol		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.5:3			recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.5:6	ckhy	stampfe	f17v.5:4	tchol		LOCAL_LEFT				recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.7:2	chkeey	zerreibe vollständig	f17v.7:4	cheor		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.7:3			recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.8:1	qokeey	erhitze anhaltend	f17v.7:4	cheor		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.11:4	chol	trockne	f17v.10:4	okol		PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.13:2	chol	trockne	f17v.13:4	cthol		SHARED_RIGHT_J		f17v.13:2-3	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.13:3	chol	trockne	f17v.13:4	cthol		SHARED_RIGHT_J		f17v.13:2-3	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.16:2	chol	trockne	f17v.16:3	okeol		LOCAL_RIGHT				recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.17:3	she	lasse stehen	f17v.17:6	cthor		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.17:5			recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.18:4	chol	trockne	f17v.18:2	cheeor		LOCAL_LEFT				recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.19:2	chey	prüfe	f17v.19:4	cthor		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.19:3			recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	erwärme erneut	f17v.20:3	cheor		SHARED_RIGHT_J		f17v.20:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.20:2	okeey	erwärme vorsichtig	f17v.20:3	cheor		SHARED_RIGHT_J		f17v.20:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.20:4	chol	trockne	f17v.20:3	cheor		LOCAL_LEFT				recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.22:3	chey	prüfe	f17v.22:4	keeor		LOCAL_RIGHT				recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	zerreibe vollständig	f17v.23:2	okeor		LOCAL_RIGHT				recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.5:1	ychol	trockne	f17v.4:1	kchor		PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.5:2	chol	trockne	f17v.5:4	tchol		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.5:3			recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.5:6	ckhy	stampfe	f17v.5:4	tchol		LOCAL_LEFT				recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.7:2	chkeey	zerreibe vollständig	f17v.7:4	cheor		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.7:3			recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.8:1	qokeey	erhitze anhaltend	f17v.7:4	cheor		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.11:4	chol	trockne	f17v.10:4	okol		PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION			recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.13:2	chol	trockne	f17v.13:4	cthol		SHARED_RIGHT_M		f17v.13:2-3	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.13:3	chol	trockne	f17v.13:4	cthol		SHARED_RIGHT_M		f17v.13:2-3	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.16:2	chol	trockne	f17v.16:3	okeol		LOCAL_RIGHT				recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.17:3	she	lasse stehen	f17v.17:6	cthor		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.17:5			recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.18:4	chol	trockne	f17v.18:2	cheeor		LOCAL_LEFT				recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.19:2	chey	prüfe	f17v.19:4	cthor		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.19:3			recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	erwärme erneut	f17v.20:3	cheor		SHARED_RIGHT_M		f17v.20:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.20:2	okeey	erwärme vorsichtig	f17v.20:3	cheor		SHARED_RIGHT_M		f17v.20:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.20:4	chol	trockne	f17v.20:3	cheor		LOCAL_LEFT				recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.22:3	chey	prüfe	f17v.22:4	keeor		LOCAL_RIGHT				recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	zerreibe vollständig	f17v.23:2	okeor		LOCAL_RIGHT				recorded
ZL3b	B	f19v|f19v.8-f19v.14	f19v.8:3	qo	nimm				MISSING	MISSING_PATIENT			recorded
ZL3b	B	f19v|f19v.8-f19v.14	f19v.9:5	chol	trockne	f19v.9:3	chor		LOCAL_LEFT	UNREAD_BETWEEN:f19v.9:4			recorded
ZL3b	J	f19v|f19v.8-f19v.14	f19v.8:3	qo	nimm				MISSING	MISSING_PATIENT			recorded
ZL3b	J	f19v|f19v.8-f19v.14	f19v.9:5	chol	trockne	f19v.9:3	chor		LOCAL_LEFT	UNREAD_BETWEEN:f19v.9:4			recorded
ZL3b	M	f19v|f19v.8-f19v.14	f19v.8:3	qo	nimm				MISSING	MISSING_PATIENT			recorded
ZL3b	M	f19v|f19v.8-f19v.14	f19v.9:5	chol	trockne	f19v.9:3	chor		LOCAL_LEFT	UNREAD_BETWEEN:f19v.9:4			recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f22v.8:2	cthy	f22v.8:3	RELATION_LOCAL				recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.9:3	chol	trockne	f22v.9:2	shody		LOCAL_LEFT				recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	mische ein	f22v.9:5	otaiin		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT			recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	mische ein	f22v.15:2	cthy	f22v.15:1	LOCAL_LEFT	UNREAD_BETWEEN:f22v.15:3			recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f22v.8:2	cthy	f22v.8:3	RELATION_LOCAL				recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.9:3	chol	trockne	f22v.9:2	shody		LOCAL_LEFT				recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	mische ein	f22v.9:5	otaiin		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT			recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	mische ein	f22v.15:2	cthy	f22v.15:1	LOCAL_LEFT	UNREAD_BETWEEN:f22v.15:3			recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f22v.8:2	cthy	f22v.8:3	RELATION_LOCAL				recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.9:3	chol	trockne	f22v.9:2	shody		LOCAL_LEFT				recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	mische ein	f22v.9:5	otaiin		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT			recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	mische ein	f22v.15:2	cthy	f22v.15:1	LOCAL_LEFT	UNREAD_BETWEEN:f22v.15:3			recorded
ZL3b	B	f23r|f23r.4-f23r.5	f23r.4:5	qokeey	erhitze anhaltend				MISSING	MISSING_PATIENT			recorded
ZL3b	B	f23r|f23r.4-f23r.5	f23r.5:4	chol	trockne	f23r.5:2	qokchol		LOCAL_LEFT	UNREAD_BETWEEN:f23r.5:3			recorded
ZL3b	B	f23r|f23r.4-f23r.5	f23r.5:6	chol	trockne	f23r.5:2	qokchol		LOCAL_LEFT	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5			recorded
ZL3b	J	f23r|f23r.4-f23r.5	f23r.4:5	qokeey	erhitze anhaltend				MISSING	MISSING_PATIENT			recorded
ZL3b	J	f23r|f23r.4-f23r.5	f23r.5:4	chol	trockne	f23r.5:2	qokchol		LOCAL_LEFT	UNREAD_BETWEEN:f23r.5:3			recorded
ZL3b	J	f23r|f23r.4-f23r.5	f23r.5:6	chol	trockne	f23r.5:2	qokchol		LOCAL_LEFT	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5			recorded
ZL3b	M	f23r|f23r.4-f23r.5	f23r.4:5	qokeey	erhitze anhaltend				MISSING	MISSING_PATIENT			recorded
ZL3b	M	f23r|f23r.4-f23r.5	f23r.5:4	chol	trockne	f23r.5:2	qokchol		LOCAL_LEFT	UNREAD_BETWEEN:f23r.5:3			recorded
