paragraph	locus	index	raw	unchanged_W04_C	status	row_status
f6v|f6v.6-f6v.21	f6v.21	2	chor	Blüten	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.21	3	octham	bewahre auf	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	1	pchor	nimm	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	2	ypcheey	[ungelesen: ypcheey]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	3	qotor	kühle ab	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	4	ypchy	[ungelesen: ypchy]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	5	olcfholy	[ungelesen: olcfholy]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	6	t[o:e]	[ungelesen: t[o:e]]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	7	ar	Teil	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	8	chty	[ungelesen: chty]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	9	daiiin	[ungelesen: daiiin]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	1	odol	abgemessene Zubereitung	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.6	2	choy	grob	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.6	3	ksheody	[ungelesen: ksheody]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	4	chody	getrocknetes Material	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.6	5	da[in:iin]	[ungelesen: da[in:iin]]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	6	otchy	[ungelesen: otchy]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	7	cthod	[ungelesen: cthod]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	8	yko	[ungelesen: yko]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.7	1	qo	nimm	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	2	chol	trockne	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	3	chol	trockne	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	4	{ct}chy	[ungelesen: {ct}chy]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.7	5	daiin	Dosis Q	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	6	otal	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	7	dor	abgemessene Menge	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	8	daim	[ungelesen: daim]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	1	soiin	[ungelesen: soiin]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	2	daiin	Dosis Q	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.8	3	qokcho	verarbeite warm	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.8	4	rokyd	[ungelesen: rokyd]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	5	daly	[ungelesen: daly]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	1	daiin	Dosis Q	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.9	2	chy	heiß	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.9	3	tor	[ungelesen: tor]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	4	chyty	[ungelesen: chyty]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	5	dary	[ungelesen: dary]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	6	ytoldy	[ungelesen: ytoldy]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.10	1	oty	kühl	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	2	kchol	Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	3	chol	trockne	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	4	chy	heiß	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	5	kyty	[ungelesen: kyty]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.11	1	ychor	ferner	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	2	chshoty	kühl-feuchtes Material [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	3	oky	warm	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	4	kaiin	Wärmestufe Q	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.12	1	chkaiin	[ungelesen: chkaiin]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.12	2	ckhy	stampfe	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.12	3	chor	Blüten	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	1	pchodol	[ungelesen: pchodol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	2	chor	Blüten	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	3	pchy	[ungelesen: pchy]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	4	opydaiin	[ungelesen: opydaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	5	odal	abgemessener Anteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	6	dy	fertig	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	1	ycheey	[ungelesen: ycheey]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.2	2	keeor	Feinauszug	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	3	cthodal	[ungelesen: cthodal]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.2	4	okol	Grundansatz	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	5	odaiin	zusätzliche Dosis Q	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	6	okal	Ausgangsmaterial	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	1	oldaig	[ungelesen: oldaig]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	2	odaiin	zusätzliche Dosis Q	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	3	okal	Ausgangsmaterial	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	4	oldaiin	[ungelesen: oldaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	5	chockhol	[ungelesen: chockhol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	6	olol	[ungelesen: olol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	1	kchor	trockene Blüten [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.4	2	fchol	[ungelesen: fchol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	3	cphol	[ungelesen: cphol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	4	olcheol	[ungelesen: olcheol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	5	ok[eee:eeee]y	[ungelesen: ok[eee:eeee]y]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.5	1	ychol	trockne	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	2	chol	trockne	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	3	dolcheey	[ungelesen: dolcheey]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.5	4	tchol	getrockneter Anteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	5	dar	Teilmenge	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	6	ckhy	stampfe	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	1	oekor	[ungelesen: oekor]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.6	2	or	Anteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	3	okaiin	Dosis des Grundansatzes	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	4	or	Anteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	5	otaiin	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	6	d	[ungelesen: d]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.7	1	sor	weiterer Bestandteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	2	chkeey	zerreibe vollständig	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	3	poiis	[ungelesen: poiis]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.7	4	cheor	Auszug	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	5	os	zusammen	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	6	s	jeweils	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	7	aiin	Maßzahl Q	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	1	qokeey	erhitze anhaltend	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	2	kchar	[ungelesen: kchar]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.8	3	ol	mit	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	4	dy	fertig	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	5	choldaiin	[ungelesen: choldaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.8	6	sy	abgesetzt	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	1	ycheol	danach	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	2	shol	feucht	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	3	kchol	Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	4	choltaiin	[ungelesen: choltaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.9	5	ol	mit	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	1	oytor	[ungelesen: oytor]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	2	okeor	warmer Auszug [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	3	okar	[ungelesen: okar]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	4	okol	Grundansatz	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	5	daiir	[ungelesen: daiir]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	6	a[r:m]	[ungelesen: a[r:m]]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	1	qokcheo	[ungelesen: qokcheo]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	2	qokoiir	[ungelesen: qokoiir]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	3	ctheol	[ungelesen: ctheol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	4	chol	trockne	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	1	oy	[ungelesen: oy]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	2	choy	grob	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	3	keaiin	[ungelesen: keaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	4	chckhey	[ungelesen: chckhey]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	5	ol	mit	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	6	chor	Blüten	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	1	ykeor	[ungelesen: ykeor]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.13	2	chol	trockne	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	3	chol	trockne	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	4	cthol	Krautpulver	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	5	chkor	[ungelesen: chkor]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.13	6	sheol	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	1	olo	[ungelesen: olo]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.14	2	r	darauf	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	3	okeeol	[ungelesen: okeeol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.14	4	chodaiin	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	5	okeol	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	6	tchory	[ungelesen: tchory]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.15	1	ychor	ferner	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	2	cthy	Kraut	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	3	che'eky	[ungelesen: che'eky]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.15	4	cheo	Zubereitung	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	5	otor	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	6	oteol	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	1	okcheol	[ungelesen: okcheol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.16	2	chol	trockne	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	3	okeol	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	4	cthol	Krautpulver	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	5	otcheolom	[ungelesen: otcheolom]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	1	qoain	[ungelesen: qoain]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	2	[s:e']ar	[ungelesen: [s:e']ar]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	3	she	lasse stehen	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.17	4	dol	Portion	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.17	5	qopchaiin	[ungelesen: qopchaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	6	cthor	Krautanteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	1	otor	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	2	cheeor	geklärter Auszug	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	3	ol	mit	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	4	chol	trockne	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	5	dor	abgemessene Menge	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	6	chr	Blütenrest	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	7	or	Anteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	8	eees	[ungelesen: eees]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.19	1	dain	Dosis P	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.19	2	chey	prüfe	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.19	3	qoaiin	[ungelesen: qoaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.19	4	cthor	Krautanteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.19	5	cholchom	[ungelesen: cholchom]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.20	1	ykeey	erwärme erneut	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.20	2	okeey	erwärme vorsichtig	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.20	3	cheor	Auszug	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.20	4	chol	trockne	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.20	5	sho	Flüssigkeit	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.20	6	odaiin	zusätzliche Dosis Q	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.21	1	oal	[ungelesen: oal]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.21	2	sheor	[ungelesen: sheor]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.21	3	sholor	[ungelesen: sholor]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.21	4	or	Anteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.21	5	shecthy	[ungelesen: shecthy]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.21	6	cpheor	[ungelesen: cpheor]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.21	7	daiin	Dosis Q	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.22	1	qokeee	[ungelesen: qokeee]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.22	2	dar	Teilmenge	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.22	3	chey	prüfe	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.22	4	keeor	Feinauszug	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.22	5	cheeol	[ungelesen: cheeol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.22	6	ctheey	Krautzubereitung	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.22	7	cthy	Kraut	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.23	1	chkeey	zerreibe vollständig	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.23	2	okeor	warmer Auszug [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.23	3	sh[a:o]r	[ungelesen: sh[a:o]r]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.23	4	okeom	[ungelesen: okeom]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.8	1	toy	[ungelesen: toy]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.8	2	tchey	[ungelesen: tchey]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.8	3	qo	nimm	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.8	4	dchol	[ungelesen: dchol]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.8	5	qokchs	[ungelesen: qokchs]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.8	6	dom	[ungelesen: dom]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.9	1	ychor	ferner	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.9	2	oky	warm	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.9	3	chor	Blüten	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.9	4	yt[o:a]l	[ungelesen: yt[o:a]l]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.9	5	chol	trockne	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.9	6	oky	warm	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.9	7	ddor	[ungelesen: ddor]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.10	1	daiin	Dosis Q	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.10	2	chor	Blüten	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.10	3	daiin	Dosis Q	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.10	4	qoko[r:n]	[ungelesen: qoko[r:n]]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.10	5	y	und	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.10	6	okchan	[ungelesen: okchan]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.11	1	qotol	kalter Ansatz [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.11	2	d[o:a]r	[ungelesen: d[o:a]r]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.11	3	okchor	[ungelesen: okchor]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.11	4	daiin	Dosis Q	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.11	5	cthor	Krautanteil	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.11	6	otam	Ansatzmasse	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.12	1	otch	[ungelesen: otch]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.12	2	okchodshy	[ungelesen: okchodshy]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.12	3	daiin	Dosis Q	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.12	4	or	Anteil	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.12	5	otaiin	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.12	6	dai[s:r]	[ungelesen: dai[s:r]]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.13	1	yees	[ungelesen: yees]	UNREAD	recorded
