edition	paragraph	run	locus	verbs	operations	raw_line	run_separators	same_word_repeat	J_status	J_bridge	J_primary	J_primary_form	J_tail	J_tail_separators	M_status	M_bridge	M_primary	M_primary_form	M_tail	M_tail_separators	B_patients	B_seconds	B_debts	J_patients	J_seconds	J_debts	M_patients	M_seconds	M_debts	row_status
ZL3b	f93r|f93r.1-f93r.32	f93r.10:1-2	f93r.10	ychos chey	f93r.10:1;f93r.10:2	ychos chey keol cheol ckhody	DEFINITE_SPACE;DEFINITE_SPACE	False	BLOCKED_OPEN					DEFINITE_SPACE	BLOCKED_OPEN					DEFINITE_SPACE	f93r.8:3;f93r.10:4	-;-	f93r.10:1:UNREAD_BETWEEN:f93r.8:5;UNREAD_BETWEEN:f93r.9:1;UNREAD_BETWEEN:f93r.9:2;UNREAD_BETWEEN:f93r.9:3;IMPLICIT_SUBJECT_CONTINUATION | f93r.10:2:UNREAD_BETWEEN:f93r.10:3	f93r.8:3;f93r.10:4	-;-	f93r.10:1:UNREAD_BETWEEN:f93r.8:5;UNREAD_BETWEEN:f93r.9:1;UNREAD_BETWEEN:f93r.9:2;UNREAD_BETWEEN:f93r.9:3;IMPLICIT_SUBJECT_CONTINUATION | f93r.10:2:UNREAD_BETWEEN:f93r.10:3	f93r.8:3;f93r.10:4	-;-	f93r.10:1:UNREAD_BETWEEN:f93r.8:5;UNREAD_BETWEEN:f93r.9:1;UNREAD_BETWEEN:f93r.9:2;UNREAD_BETWEEN:f93r.9:3;IMPLICIT_SUBJECT_CONTINUATION | f93r.10:2:UNREAD_BETWEEN:f93r.10:3	recorded
ZL3b	f99r|f99r.47-f99r.52	f99r.50:2-3	f99r.50	okeey qokeey	f99r.50:2;f99r.50:3	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	DEFINITE_SPACE;DEFINITE_SPACE	False	BLOCKED_OPEN					DEFINITE_SPACE	BLOCKED_OPEN					DEFINITE_SPACE	f99r.49:6;f99r.49:6	-;-	f99r.50:2:UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION | f99r.50:3:UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	f99r.49:6;f99r.49:6	-;-	f99r.50:2:UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION | f99r.50:3:UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	f99r.49:6;f99r.49:6	-;-	f99r.50:2:UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION | f99r.50:3:UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.35:5-6	f102v2.35	shekeey qoky	f102v2.35:5;f102v2.35:6	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin	DEFINITE_SPACE;DEFINITE_SPACE	False	SHARED_EXPLICIT_RIGHT		f102v2.35:7	cheo	f102v2.35:7;f102v2.35:9	UNCERTAIN_SMALL_SPACE	SHARED_EXPLICIT_RIGHT		f102v2.35:7	cheo	f102v2.35:7;f102v2.35:9	UNCERTAIN_SMALL_SPACE	f102v2.35:4;f102v2.35:4	-;-		f102v2.35:7;f102v2.35:7	-;-		f102v2.35:7;f102v2.35:7	-;-		recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.36:2-3	f102v2.36	cheey okeey	f102v2.36:2;f102v2.36:3	okeeor cheey okeey sor eeey okey okey okeey qokeor	DEFINITE_SPACE;DEFINITE_SPACE	False	BLOCKED_LINK					DEFINITE_SPACE	BLOCKED_LINK					DEFINITE_SPACE	f102v2.35:9;f102v2.35:9	-;-	f102v2.36:2:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:3:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	f102v2.35:9;f102v2.35:9	-;-	f102v2.36:2:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:3:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	f102v2.35:9;f102v2.35:9	-;-	f102v2.36:2:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:3:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.36:8-9	f102v2.36	okeey qokeor	f102v2.36:8;f102v2.36:9	okeeor cheey okeey sor eeey okey okey okeey qokeor	DEFINITE_SPACE;LINE_END	False	LINE_END						LINE_END						f102v2.35:9;f102v2.35:9	-;-	f102v2.36:8:UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:9:UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	f102v2.35:9;f102v2.35:9	-;-	f102v2.36:8:UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:9:UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	f102v2.35:9;f102v2.35:9	-;-	f102v2.36:8:UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:9:UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
ZL3b	f106r|f106r.8-f106r.9	f106r.8:6-7	f106r.8	oteedy qotor	f106r.8:6;f106r.8:7	porarchy orar ol kaiin shedy oteedy qotor qoteedo qoteedy dair ok[ch:ee]daim	DEFINITE_SPACE;DEFINITE_SPACE	False	BLOCKED_OPEN					DEFINITE_SPACE	BLOCKED_OPEN					DEFINITE_SPACE	UNBOUND;UNBOUND	-;-	f106r.8:6:MISSING_PATIENT | f106r.8:7:MISSING_PATIENT	UNBOUND;UNBOUND	-;-	f106r.8:6:MISSING_PATIENT | f106r.8:7:MISSING_PATIENT	UNBOUND;UNBOUND	-;-	f106r.8:6:MISSING_PATIENT | f106r.8:7:MISSING_PATIENT	recorded
IT2a	f6v|f6v.6-f6v.21	f6v.7:1-2	f6v.7	ychos ychol	f6v.7:1;f6v.7:2	ychos ychol daiin cthol dol	DEFINITE_SPACE;DEFINITE_SPACE	False	BLOCKED_AMOUNT					DEFINITE_SPACE	SHARED_EXPLICIT_RIGHT	f6v.7:3=daiin	f6v.7:4	cthol	f6v.7:4	DEFINITE_SPACE;DEFINITE_SPACE	f6v.6:2;f6v.7:4	-;-	f6v.7:1:UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION	f6v.6:2;f6v.7:4	-;-	f6v.7:1:UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION	f6v.7:4;f6v.7:4	-;-		recorded
IT2a	f6v|f6v.6-f6v.21	f6v.8:3-4	f6v.8	okchey qokom	f6v.8:3;f6v.8:4	ychor chor okchey qokom	DEFINITE_SPACE;LINE_END	False	LINE_END						LINE_END						f6v.8:2;f6v.8:2	-;-		f6v.8:2;f6v.8:2	-;-		f6v.8:2;f6v.8:2	-;-		recorded
IT2a	f6v|f6v.6-f6v.21	f6v.14:1-2	f6v.14	qokor chol	f6v.14:1;f6v.14:2	qokor chol cthol tchalody	DEFINITE_SPACE;DEFINITE_SPACE	False	SHARED_EXPLICIT_RIGHT		f6v.14:3	cthol	f6v.14:3	DEFINITE_SPACE	SHARED_EXPLICIT_RIGHT		f6v.14:3	cthol	f6v.14:3	DEFINITE_SPACE	f6v.13:4;f6v.14:3	-;-	f6v.14:1:IMPLICIT_SUBJECT_CONTINUATION	f6v.14:3;f6v.14:3	-;-		f6v.14:3;f6v.14:3	-;-		recorded
IT2a	f17v|f17v.1-f17v.23	f17v.5:1-2	f17v.5	ychol chol	f17v.5:1;f17v.5:2	ychol chol dolcheey tchol dar ckhy	DEFINITE_SPACE;DEFINITE_SPACE	False	BLOCKED_OPEN					DEFINITE_SPACE	BLOCKED_OPEN					DEFINITE_SPACE	f17v.4:1;f17v.5:4	-;-	f17v.5:1:UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION | f17v.5:2:UNREAD_BETWEEN:f17v.5:3	f17v.4:1;f17v.5:4	-;-	f17v.5:1:UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION | f17v.5:2:UNREAD_BETWEEN:f17v.5:3	f17v.4:1;f17v.5:4	-;-	f17v.5:1:UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION | f17v.5:2:UNREAD_BETWEEN:f17v.5:3	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.13:2-3	f17v.13	chol chol	f17v.13:2;f17v.13:3	ykeor chol chol cthol chkor sheol	DEFINITE_SPACE;DEFINITE_SPACE	True	SHARED_EXPLICIT_RIGHT		f17v.13:4	cthol	f17v.13:4	DEFINITE_SPACE	SHARED_EXPLICIT_RIGHT		f17v.13:4	cthol	f17v.13:4	DEFINITE_SPACE	f17v.12:6;f17v.13:4	-;-	f17v.13:2:UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	f17v.13:4;f17v.13:4	-;-		f17v.13:4;f17v.13:4	-;-		recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:1-2	f17v.20	ykeey okeey	f17v.20:1;f17v.20:2	ykeey okeey cheor chol sho ydaiin	DEFINITE_SPACE;DEFINITE_SPACE	False	SHARED_EXPLICIT_RIGHT		f17v.20:3	cheor	f17v.20:3	DEFINITE_SPACE	SHARED_EXPLICIT_RIGHT		f17v.20:3	cheor	f17v.20:3	DEFINITE_SPACE	f17v.19:4;f17v.20:3	-;-	f17v.20:1:UNREAD_BETWEEN:f17v.19:6;IMPLICIT_SUBJECT_CONTINUATION	f17v.20:3;f17v.20:3	-;-		f17v.20:3;f17v.20:3	-;-		recorded
IT2a	f24r|f24r.1-f24r.20	f24r.12:1-2	f24r.12	qokchy qotchy	f24r.12:1;f24r.12:2	qokchy qotchy tol tod ckhy	DEFINITE_SPACE;DEFINITE_SPACE	False	SHARED_EXPLICIT_RIGHT		f24r.12:3	tol	f24r.12:3;f24r.12:4	DEFINITE_SPACE	SHARED_EXPLICIT_RIGHT		f24r.12:3	tol	f24r.12:3;f24r.12:4	DEFINITE_SPACE	f24r.11:5;f24r.12:3	-;f24r.12:4	f24r.12:1:IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	f24r.12:3;f24r.12:3	f24r.12:4;f24r.12:4		f24r.12:3;f24r.12:3	f24r.12:4;f24r.12:4		recorded
IT2a	f45v|f45v.5-f45v.11	f45v.9:3-4	f45v.9	chol qokom	f45v.9:3;f45v.9:4	ychor cthy chol qokom sy sa ykchom	DEFINITE_SPACE;DEFINITE_SPACE	False	BLOCKED_STATE					DRAWING_INTERRUPTION	BLOCKED_OPEN	f45v.9:5=sy				DRAWING_INTERRUPTION;DEFINITE_SPACE	f45v.9:2;f45v.9:2	-;-		f45v.9:2;f45v.9:2	-;-		f45v.9:2;f45v.9:2	-;-		recorded
IT2a	f99r|f99r.47-f99r.52	f99r.50:2-3	f99r.50	okeey qokeey	f99r.50:2;f99r.50:3	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	DEFINITE_SPACE;DEFINITE_SPACE	False	BLOCKED_OPEN					DEFINITE_SPACE	BLOCKED_OPEN					DEFINITE_SPACE	f99r.49:3;f99r.49:3	-;-	f99r.50:2:UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION | f99r.50:3:UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	f99r.49:3;f99r.49:3	-;-	f99r.50:2:UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION | f99r.50:3:UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	f99r.49:3;f99r.49:3	-;-	f99r.50:2:UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION | f99r.50:3:UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.35:5-6	f102v2.35	shekeey qoky	f102v2.35:5;f102v2.35:6	ychor sheol por sheeor shekeey qoky cheo keody qokeol dain	DEFINITE_SPACE;DEFINITE_SPACE	False	SHARED_EXPLICIT_RIGHT		f102v2.35:7	cheo	f102v2.35:7	DEFINITE_SPACE	SHARED_EXPLICIT_RIGHT		f102v2.35:7	cheo	f102v2.35:7	DEFINITE_SPACE	f102v2.35:4;f102v2.35:4	-;-		f102v2.35:7;f102v2.35:7	-;-		f102v2.35:7;f102v2.35:7	-;-		recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.36:2-3	f102v2.36	cheey okeey	f102v2.36:2;f102v2.36:3	okeeor cheey okeey sor chey okey okey okeey qokeor	DEFINITE_SPACE;DEFINITE_SPACE	False	BLOCKED_LINK					DEFINITE_SPACE	BLOCKED_LINK					DEFINITE_SPACE	f102v2.35:9;f102v2.35:9	-;-	f102v2.36:2:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:3:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	f102v2.35:9;f102v2.35:9	-;-	f102v2.36:2:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:3:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	f102v2.35:9;f102v2.35:9	-;-	f102v2.36:2:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:3:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.36:8-9	f102v2.36	okeey qokeor	f102v2.36:8;f102v2.36:9	okeeor cheey okeey sor chey okey okey okeey qokeor	DEFINITE_SPACE;LINE_END	False	LINE_END						LINE_END						f102v2.35:9;f102v2.35:9	-;-	f102v2.36:8:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:9:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	f102v2.35:9;f102v2.35:9	-;-	f102v2.36:8:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:9:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	f102v2.35:9;f102v2.35:9	-;-	f102v2.36:8:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION | f102v2.36:9:UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
IT2a	f106r|f106r.8-f106r.9	f106r.8:5-6	f106r.8	oteedy qotor	f106r.8:5;f106r.8:6	porarchy oror olkaiin shedy oteedy qotor qoteedo qoteedy dair okeedaim	DEFINITE_SPACE;DEFINITE_SPACE	False	BLOCKED_OPEN					DEFINITE_SPACE	BLOCKED_OPEN					DEFINITE_SPACE	UNBOUND;UNBOUND	-;-	f106r.8:5:MISSING_PATIENT | f106r.8:6:MISSING_PATIENT	UNBOUND;UNBOUND	-;-	f106r.8:5:MISSING_PATIENT | f106r.8:6:MISSING_PATIENT	UNBOUND;UNBOUND	-;-	f106r.8:5:MISSING_PATIENT | f106r.8:6:MISSING_PATIENT	recorded
RF1b	f6v|f6v.6-f6v.21	f6v.7:1-2	f6v.7	ychos ychol	f6v.7:1;f6v.7:2	ychos ychol daiin cthol dol	DEFINITE_SPACE;DEFINITE_SPACE	False	BLOCKED_AMOUNT					DEFINITE_SPACE	SHARED_EXPLICIT_RIGHT	f6v.7:3=daiin	f6v.7:4	cthol	f6v.7:4	DEFINITE_SPACE;DEFINITE_SPACE	f6v.6:2;f6v.7:4	-;-	f6v.7:1:UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION	f6v.6:2;f6v.7:4	-;-	f6v.7:1:UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION	f6v.7:4;f6v.7:4	-;-		recorded
RF1b	f6v|f6v.6-f6v.21	f6v.8:3-4	f6v.8	okchey qokom	f6v.8:3;f6v.8:4	ychor chor okchey qokom	DEFINITE_SPACE;LINE_END	False	LINE_END						LINE_END						f6v.8:2;f6v.8:2	-;-		f6v.8:2;f6v.8:2	-;-		f6v.8:2;f6v.8:2	-;-		recorded
