binding_id	source_reading_id	source_gdt	evidence_path	selector	field_assertions	evidence_role	score_credit_family_ids	normalization_class	matched_row_fingerprint_sha256	source_row_match	evidence_status	historical_confirmation
V93_LOR_CENSUS	lor#1	GDT720	experiments/yolo/gdt720_v93_cold_result_whole_domain_repair/artifacts/V93_58_HELD_READING_AUDIT.tsv	source_reading_id=lor#1;surface=lor	disposition=HELD_FOR_LATER_REPAIR;old_score=31;old_level=W1_WEAK_WORKING;repair_queue=HEAD_AND_OL_HOLD;issue_cluster=CURRENT_DEBT_ONLY	CANONICAL_V93_DEBT	NONE	SCOPED_FOUR_HEAD_COMPOUND	343d62b87e6b77e7455afee08d1155821fd43df215f3789da43d19394eda00c8	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G635_LOR_CELL	lor#1	GDT635	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/CONCRETE_FOUR_HEAD_PARADIGMS.tsv	cell_id=G635-C20;form=lor	body=or;body_value_de=Teil/Portion;head=l;head_value_de=Drogenholz/holziger Pflanzenteil;working_default_de=Holzportion;occurrences=38;pages=28;reader_exact_occurrences=30;status=ATTESTED_COMPLETE_FOUR_HEAD_PARADIGM	EXACT_COMPOUND_CELL	NONE	SCOPED_FOUR_HEAD_COMPOUND	35f8a4a3ccdb1106b5556b6b77ed9e2ec06ad26cb3c5026e382667d978ef5c79	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G635_LOR_OR_GRID	lor#1	GDT635	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/SHARED_REMAINDER_ATLAS.tsv	shared_id=G635-R004;body=or	head_occupancy=4;heads=p|s|r|l;forms=p:por|s:sor|r:ror|l:lor;total_headed_occurrences=100;bare_body_occurrences=321;exact_v11_dictionary_body=1;inherited_or_working_body_value_de=Teil/Portion	FOUR_HEAD_REMAINDER_PREDICTION	NONE	SCOPED_FOUR_HEAD_COMPOUND	12e3bfe5af38610fc4fe2518ff4590cbc822e0058b6f101ebd0f09411e641a42	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G635_LOR_FRAME	lor#1	GDT635	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/EXACT_NEIGHBOR_FRAME_SWAPS.tsv	frame_id=G635-F01;body=or	previous=<BOS>;following=ar;heads=p|s|l;forms=por|sor|lor;reader_exact_by_head=p:1|s:2|l:1;register_matched_all_heads=1;working_contrast_de=Pulverportion ↔ Samenportion ↔ Holzportion	EXACT_NEIGHBOR_FRAME_SWAP	NONE	SCOPED_FOUR_HEAD_COMPOUND	6dbe4b7e5e5881e9fa21594b1fdd62fb4d783550f3b22483377a5b3099d9636b	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G636_LOR_DICT	lor#1	GDT636	experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	entry=lor@GDT635_HEAD_FORM	kind=SCOPED_CONCRETE_HEAD_FORM;working_meaning_de=Holzportion;composition=l+or;status=NEW_V12_ATTESTED_CONCRETE_DEFAULT	INHERITED_EXPLICIT_COMPOSITION	NONE	SCOPED_FOUR_HEAD_COMPOUND	6edd75b2ff3b41955b9245035dd353f42b48a233730c8204f1a73f3d35e817fc	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G635_L_HEAD_FOR_LOR	lor#1	GDT635	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=l	latin_stem=lignum;primary_default_de=Drogenholz/holziger Pflanzenteil;live_rival_de=liquor oder Auszug;initial_occurrences=1224;initial_types=344;initial_pages=104;initial_reader_exact_occurrences=923;standalone_occurrences=163	SCOPED_INITIAL_HEAD_PROFILE	NONE	SCOPED_FOUR_HEAD_COMPOUND	25d05f7517d9cac321e2a37d0e8a19f7a9b86245cb67a3041e69a747b72fd9bc	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G693_OR_MODEL	lor#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_9_SELECTED_HEAD_MODEL.tsv	model_id=S004;visible_pattern=OR	formal_role=PORTION;selected_value_de=eine abgeteilte Portion	INDEPENDENT_OR_PORTION_CONTROL	NONE	SCOPED_FOUR_HEAD_COMPOUND	2c9e8bd604d15e7c5b3c540e8c200853d91422c568fe34aaccfa667fe8ea9fc8	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G693_LOR_CONTROL	lor#1	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_22_AR_OR_CONTROL_OCCURRENCES.tsv	page=f107r;locus=f107r.2;token_ordinal=13;surface=lor	rule_id=C003;role=OR_PORTION;v65_gloss_de=Holzportion;share_de=Holzportion;class_de=Holzportion	EXACT_OR_CONTROL_POSITION	NONE	SCOPED_FOUR_HEAD_COMPOUND	a55621d9688d3d363232bbb7c1c2a303187bf30cea48bd9c8acc9412b12695b7	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
V93_L_LEX	l#1	GDT720	experiments/yolo/gdt720_v93_cold_result_whole_domain_repair/artifacts/V93_324_ACTIVE_LEXICAL_READINGS.tsv	source_reading_ids=l#1;surface=l	v93_lexical_core_de=Holz, gebundene Anschlussform;working_model_score_0_100_not_probability=32;working_model_level=W1_WEAK_WORKING;global_export_scope=BOUND_SPAN_ONLY_NO_GLOBAL_EXPORT;bound_span_ids=B003	CANONICAL_V93_LEXICAL	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	4f18e6a090d4221bef4db9b4673d41e30bbbdaebfcc195ea40996bbb0bd53572	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
V93_L_CTX	l#1	GDT720	experiments/yolo/gdt720_v93_cold_result_whole_domain_repair/artifacts/V93_479_CONTEXT_REALIZATIONS.tsv	position_id=P435;surface=l	source_reading_id=l#1;page=f86v6;locus=f86v6.4;token_ordinal=10;v93_occurrence_bound_span_id=B003;v93_occurrence_bound_span_role=LEFT;v93_occurrence_bound_span_global_export_allowed=0	CANONICAL_V93_BOUND_POSITION	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	0fb0b41e702d37d946310813e015355acf6f609cc0e2413f2f3a533f1309b1fe	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
V93_L_CENSUS	l#1	GDT720	experiments/yolo/gdt720_v93_cold_result_whole_domain_repair/artifacts/V93_58_HELD_READING_AUDIT.tsv	source_reading_id=l#1;surface=l	disposition=HELD_FOR_LATER_REPAIR;old_score=32;old_level=W1_WEAK_WORKING;repair_queue=HEAD_AND_OL_HOLD;issue_cluster=NO_LISTED_DEBT_LOW_OR_RIVAL	CANONICAL_V93_DEBT	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	0dc9baedbcb590ac7c5f38ae7d927d65146bb82ae8cd6f3ce9fa1990bd40c160	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G635_L_HEAD	l#1	GDT635	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=l	latin_stem=lignum;primary_default_de=Drogenholz/holziger Pflanzenteil;live_rival_de=liquor oder Auszug;initial_occurrences=1224;initial_types=344;initial_pages=104;initial_reader_exact_occurrences=923;standalone_occurrences=163	SCOPED_INITIAL_HEAD_PROFILE	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	25d05f7517d9cac321e2a37d0e8a19f7a9b86245cb67a3041e69a747b72fd9bc	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G690_L_POSITION	l#1	GDT690	experiments/yolo/gdt690_noun_ordinal_provenance_main_apparatus/artifacts/V63_479_TOKEN_NOUN_BINDING.tsv	page=f86v6;locus=f86v6.4;token_ordinal=10;surface=l	v62_token_gloss_de=Holzdroge in der gebundenen Anschlussform;v63_main_token_gloss_de=Holz, gebundene Anschlussform;selected_head_de=Holz;live_rivals_de=Auszug|Flüssigkeit;provenance_tier=PRODUCTIVE_INITIAL_HEAD;renderer_changed=1	EXACT_LOCAL_WOOD_HEAD_SELECTION	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	8660614141e5359c3664dc95d64e934c8a909201af0db51ee99fa368e4cfea34	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G695_B003	l#1	GDT695	experiments/yolo/gdt695_fixed_v67_clause_realization/artifacts/V68_3_BOUND_SPAN_FREEZE.tsv	span_id=B003;locus=f86v6.4	surfaces=l|karchees;start_ordinal=10;end_ordinal=11;v68_selected_gloss_de=vollständig getrocknete Charge aus Anteil I der erhitzten Holzdroge;v68_byte_identical=1;v68_clause_type=NOMINAL_BLOCK	EXACT_BOUND_SPAN_CONSUMPTION	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	e5b6cf505b96fdd706b18b08815a1f53b10566341cf2a9004491de87a4b6d2cd	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
V93_R_LEX	r#1	GDT720	experiments/yolo/gdt720_v93_cold_result_whole_domain_repair/artifacts/V93_324_ACTIVE_LEXICAL_READINGS.tsv	source_reading_ids=r#1;surface=r	v93_lexical_core_de=Wurzel;working_model_score_0_100_not_probability=31;working_model_level=W1_WEAK_WORKING;global_export_scope=ACTIVE_WORKING_DEFAULT;bound_span_ids=NONE	CANONICAL_V93_LEXICAL	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	d18825649bcff2548e03802919fa042d50cf81e46c5cfcb120fc9773b2d299ae	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
V93_R_CTX	r#1	GDT720	experiments/yolo/gdt720_v93_cold_result_whole_domain_repair/artifacts/V93_479_CONTEXT_REALIZATIONS.tsv	position_id=P289;surface=r	source_reading_id=r#1;page=f7r;locus=f7r.2;token_ordinal=3;v93_occurrence_bound_span_id=G678_KEO_R_F7R2;v93_occurrence_bound_span_role=RIGHT;v93_occurrence_bound_span_global_export_allowed=0	CANONICAL_V93_BOUND_POSITION	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	137c47e4d939e4c9502da1e3286bcdbc70531d56d9f158bc760bd568c415f61d	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
V93_R_CENSUS	r#1	GDT720	experiments/yolo/gdt720_v93_cold_result_whole_domain_repair/artifacts/V93_58_HELD_READING_AUDIT.tsv	source_reading_id=r#1;surface=r	disposition=HELD_FOR_LATER_REPAIR;old_score=31;old_level=W1_WEAK_WORKING;repair_queue=HEAD_AND_OL_HOLD;issue_cluster=CURRENT_DEBT_ONLY	CANONICAL_V93_DEBT	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	cb21735506593b0d74a681e101d13fdc25ef28e40873dfc2119f8d6187546194	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G635_R_HEAD	r#1	GDT635	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=r	latin_stem=radix;primary_default_de=Wurzel/Wurzeldroge;live_rival_de=resina;initial_occurrences=332;initial_types=116;initial_pages=68;initial_reader_exact_occurrences=216;standalone_occurrences=129	SCOPED_INITIAL_HEAD_PROFILE	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	a4f98835fd02c5c9b9662e0a58c6ccc992b6958b1b0125229e6f3cb04512c04f	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
V93_G678_SPAN	r#1	GDT720	experiments/yolo/gdt720_v93_cold_result_whole_domain_repair/artifacts/V93_2_BOUND_SPAN_RENDERER.tsv	bound_span_id=G678_KEO_R_F7R2;right_reading_id=r#1	page=f7r;locus=f7r.2;left_surface=keo;right_surface=r;render_once_de=heiße Portion;global_export_allowed=0;historical_confirmation=H0_NONE	EXECUTABLE_BOUND_SPAN	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	d70067dbbd79b6d3a97aa78b912a421ddd6eb45b94e663c087fb4af598bd82f2	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
G682_F7R2_LINE	r#1	GDT682	experiments/yolo/gdt682_final_seven_hole_line_completion/artifacts/V56_51_LINE_READER.tsv	page=f7r;locus=f7r.2	line_mode=MIXED_RECORD;token_count=9;zl3b_line=dcheey keo r shor dold dchey kchey otchy cheody	ALTERNATE_READER_JOIN_CONTROL	NONE	SCOPED_HEAD_BOUND_OCCURRENCE	6fb9b7de4ba841ca7cbb477f6f715e106df13565a14a0fe65b48e2c99b9a5712	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
