occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	reader_merge_direction	reader_merge_surface	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G663-T0032	f103v	f103v.38	2	l	MEDIAL	0	0	RIGHT	lchees	0	oteey l chees ol chey chey chol keechy	oteey lchees ol chey chey chol keechy	oteey l chees ol chey chey cholkeechy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0033	f103v	f103v.41	3	l	MEDIAL	0	0	RIGHT	lshey	0	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar	daiin shey lshey lshey qoar shar al otar shedy ithy lchdy ras	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0034	f103v	f103v.45	5	lkain	MEDIAL	1	1	NONE	NONE	0	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	okey ol cheey lcheey lkain shckhy sheckhy orain otar oly	okey ol cheey lcheey lkain shckhy sheckhyorain otar oly	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0035	f104r	f104r.1	3	char	MEDIAL	1	1	NONE	NONE	0	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeo chey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy she aiin oteeochey qopchedy sain	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0036	f104r	f104r.10	6	l	MEDIAL	1	1	NONE	NONE	0	tol chedal cheoy otyd os l air shdy qokchd octheody cholfor otalr	tol chedal cheockay otyd os l air shdy qokchd octheody cholfor otalr	tol chedal cheoy otyd os l air shdy qokchd octheody cholfor otalr	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0037	f104r	f104r.10	9	qokchd	MEDIAL	1	1	NONE	NONE	0	tol chedal cheoy otyd os l air shdy qokchd octheody cholfor otalr	tol chedal cheockay otyd os l air shdy qokchd octheody cholfor otalr	tol chedal cheoy otyd os l air shdy qokchd octheody cholfor otalr	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0038	f104r	f104r.12	5	lo	MEDIAL	1	1	NONE	NONE	0	tshdol qotchedy qokoeey qoteode lo sar al octhy qotor opchey qotam	tshdol qotchedy qokoeey qoteode lo sar al octhy qotor opchey qotam	tshdol qotchedy qokoeey qoteode lo sar al octhy qot r opchey qotam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0039	f104r	f104r.12	10	opchey	MEDIAL	1	1	NONE	NONE	0	tshdol qotchedy qokoeey qoteode lo sar al octhy qotor opchey qotam	tshdol qotchedy qokoeey qoteode lo sar al octhy qotor opchey qotam	tshdol qotchedy qokoeey qoteode lo sar al octhy qot r opchey qotam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0040	f104r	f104r.13	5	lkain	MEDIAL	1	1	NONE	NONE	0	olcheol qodain chokar okcho lkain okar cheody okeeody qodam chdy	olcheol qodain chokar okcho lkain okar cheody okeeody qodam chdy	ol cheol qodain chokar okcho lkain okar cheody okeeody qo am chdy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0041	f104r	f104r.15	3	chody	MEDIAL	1	1	NONE	NONE	0	sor chodaiin chody okar otolkeechdy okal kaiin cheodaiin	sor chodaiin chody okar otol keechdy okal kaiin cheodaiin	s r cho aiin chody okar otolkeechdy okal kaiin cheo aiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0042	f104r	f104r.16	5	opchey	MEDIAL	1	1	NONE	NONE	0	ocheoey qoctheody ykeeodey qoepchy opchey qoty sh tey yteedy shody	ocheoithey qoctheody ykeeodey qoepchy opchey qoty shtey yteedy shody	ocheoey qoctheody ykeeo dey qoepchy opchey qoty sh tey yteedy shody	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0043	f104r	f104r.16	10	shody	EOS	1	1	NONE	NONE	0	ocheoey qoctheody ykeeodey qoepchy opchey qoty sh tey yteedy shody	ocheoithey qoctheody ykeeodey qoepchy opchey qoty shtey yteedy shody	ocheoey qoctheody ykeeo dey qoepchy opchey qoty sh tey yteedy shody	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0044	f104r	f104r.19	2	chdar	MEDIAL	1	1	NONE	NONE	0	toaiin chdar otar shd qotar olkchedy cheokeey kary opair otor airod lshd	toaiin chdar otar shd qotar olkchedy cheokeey kary opair otor airod lshd	toaiin chdar otar shd qotar olkchedy cheokeey kary opair otar airod lshd	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0045	f104r	f104r.23	6	lkain	MEDIAL	1	1	NONE	NONE	0	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	ol sheo ckhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	ol sheockhey chol kechd okeedal lkain cholkeeo y otchor aiir chol kar alol	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0046	f104r	f104r.23	8	keeody	MEDIAL	0	0	NONE	NONE	0	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	ol sheo ckhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	ol sheockhey chol kechd okeedal lkain cholkeeo y otchor aiir chol kar alol	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0047	f104r	f104r.24	2	char	MEDIAL	1	1	NONE	NONE	0	daiin char qotal okechol olkeeor olkeeodal lkaiin chal keeedy qokam	daiin char qotal okechol olkeeor olkeeodal lkaiin chalkeeedy qokam	daiin char qotal okechol olkeeor ol keeodal lkaiin chal keee y qokam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0048	f104r	f104r.25	2	okair	MEDIAL	1	1	NONE	NONE	0	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar aisam	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0049	f104r	f104r.25	7	l	MEDIAL	1	1	NONE	NONE	0	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar aisam	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0050	f104r	f104r.28	2	chedar	MEDIAL	1	1	NONE	NONE	0	olcheear chedar or aror sheey olkeechy or char cheeo l s or or aiin atam	olcheear chedar or arorsheey olkeechy or char cheeol sor or aiin otam	olcheear chedar or aror eey olkeechy or char cheeol s or or aiin tam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0051	f104r	f104r.28	8	char	MEDIAL	1	1	NONE	NONE	0	olcheear chedar or aror sheey olkeechy or char cheeo l s or or aiin atam	olcheear chedar or arorsheey olkeechy or char cheeol sor or aiin otam	olcheear chedar or aror eey olkeechy or char cheeol s or or aiin tam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0052	f104r	f104r.28	10	l	MEDIAL	0	0	LEFT	cheeol	0	olcheear chedar or aror sheey olkeechy or char cheeo l s or or aiin atam	olcheear chedar or arorsheey olkeechy or char cheeol sor or aiin otam	olcheear chedar or aror eey olkeechy or char cheeol s or or aiin tam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0053	f104r	f104r.29	2	shody	MEDIAL	1	1	NONE	NONE	0	ysheodaiin shody yteedy cheedar or air cheoltar arodly	ysheo daiin shody yteedy cheedar or air cheoltar arodly	ysheodaiin shody yteedy cheedar or air cheoltar arodly	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0054	f104r	f104r.30	2	l	MEDIAL	0	0	RIGHT	lkeeo	0	okeeo l keeo dain lkeodaiin qokeeo lkeeeey okeody otechdy opcheof qopaiin	okeeo lkeeo dain lkeodaiin qokeeo lkechey okeody otechdy opcheocf qopaiin	okeeolkeeo dain lkeodaiin qokeeo lkeeeey okeody otechdy opcheoef qopaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0055	f104r	f104r.31	9	chedar	MEDIAL	1	1	NONE	NONE	0	qokeeo aiin okeey okolchey lcheeey oteey lkechedy qokaiin chedar cholcham	qokeeo aiin oksheey okolchey lcheeey oteey lkechedy qokaiin chedar cholcham	qokeeo aiin okeey ok ol chey lcheeey oteey lkechedy qokaiin chedar cholcham	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0056	f104r	f104r.33	5	char	MEDIAL	1	1	NONE	NONE	0	okchechy qokcheedy okchdal qokal char olkeeey olcheo lkaiin chey raly	okchechy qokcheedy okchdal qokal char olkeeey olcheo lkaiin chey roly	okchechy qokcheedy otchdal qokal char olkeeey olcheo lkaiin chey roly	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0057	f104r	f104r.35	3	chedaiin	MEDIAL	1	1	NONE	NONE	0	yshoiin qocheol chedaiin qodal chey chol cheol olaly	yshoiin qocheeol chedaiin qodal chey chol cheol olaly	yshoiin qocheol chedaiin qodal chey chol cheol olaly	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0058	f104r	f104r.38	3	qokchol	MEDIAL	1	1	NONE	NONE	0	okaiin orcheol qokchol kcheody qotchdy	okaiin orcheol qokchol kcheody qotchdy	kaiin rcheol qokchol kcheody qotchdy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0059	f104r	f104r.4	2	l	MEDIAL	0	0	LEFT	ol	0	o l sheedy qokeedy chedal qodaiin qodaiin chry	ol sheedy qokeedy chedal qodaiin qodaiiin chry	ol eedy qokee y chedal qodaiin qodeiiiin chry	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0060	f104r	f104r.40	2	olkaiin	MEDIAL	1	1	NONE	NONE	0	olkeeos olkaiin oair qcthy oiinol al ly oeear chcthy olched qotaiiin	olkeeos olkaiin oair qcthy oiinol al ly oeear chcthy olched qotaiiin	olkeeos olkaiin oair qcthy oiinolal ly oeear chcthy olched qotaiiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0061	f104r	f104r.43	10	l	MEDIAL	0	0	LEFT	oteol	0	tsheodl qokaiin qokchedy ykchdy pchedy qokeedy oteey qokain oteo l dal	tsheodl qokaiin qokchedy ykchdy pchedy qokeedy oteey qokain oteol dal	tsheodl qotaiin qo che y y chdy pchedy qokeedy oteey qokain oteo l dal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0062	f104r	f104r.45	3	l	MEDIAL	1	1	NONE	NONE	0	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otain	daiin olcheeo l s aiin otain ar ched qokaiin otaiin otaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0063	f104v	f104v.11	5	qokchd	MEDIAL	1	1	NONE	NONE	0	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	ycheedy qocthey ykchedor cheeky qokchd qotol qokol qokol daiin	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0064	f104v	f104v.12	8	ched	MEDIAL	1	1	NONE	NONE	0	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteo chotchs cheeta oteeey otee y qoty ched l cheol par oltedy chedam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0065	f104v	f104v.12	9	l	MEDIAL	1	1	NONE	NONE	0	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteo chotchs cheeta oteeey otee y qoty ched l cheol par oltedy chedam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0066	f104v	f104v.12	12	oltedy	MEDIAL	1	1	NONE	NONE	0	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteo chotchs cheeta oteeey otee y qoty ched l cheol par oltedy chedam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0067	f104v	f104v.13	6	chedar	MEDIAL	0	0	NONE	NONE	0	ycheol cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin cheitaiin	ycheol cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin chataiin	ycheol cheody qoeechdy qokeol qotaiin che ar cheo lkaiin cheetar aiin cheetaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0068	f104v	f104v.18	5	ytaiin	MEDIAL	1	1	NONE	NONE	0	dcheeoy qokaiiin qokaiin lkar ytaiin otcheochy sarain	dcheeoy qokaiiin qokaiin lkar ytaiin otcheochy sarain	dcheeoy qokaiiin qokaiin lkar ytaiin otcheo chy sarain	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0069	f104v	f104v.20	11	chdar	MEDIAL	1	1	NONE	NONE	1	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0070	f104v	f104v.22	5	qokchd	MEDIAL	1	1	NONE	NONE	0	ytchedy qokchedy qotchy qokchedy qokchd ls aiin qchor sheor ytaiin chey tal	ytchedy qokchedy qotchy qokchedy qokchd lsaiin qchor sheos ytaiin cheytal	ytchedy qokchedy qotchy qokche y qokchd lsaiin qchor sheos ytaiin chey tal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0071	f104v	f104v.22	10	ytaiin	MEDIAL	1	1	NONE	NONE	0	ytchedy qokchedy qotchy qokchedy qokchd ls aiin qchor sheor ytaiin chey tal	ytchedy qokchedy qotchy qokchedy qokchd lsaiin qchor sheos ytaiin cheytal	ytchedy qokchedy qotchy qokche y qokchd lsaiin qchor sheos ytaiin chey tal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0072	f104v	f104v.23	11	l	EOS	0	0	NONE	NONE	0	tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotai l	tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotair ol	tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotai l	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0073	f104v	f104v.24	8	chedaiin	MEDIAL	1	1	NONE	NONE	0	ykaiin cheor cheeey daiiin cheo dalaiin chockhedy chedaiin otor qokar ary	ykoiin cheor cheeey daiiin cheo dalaiin chockhedy chedaiin otor qokar ary	ykaiin che r cheeey d aiiin cheo dal aiin chockhedy chedaiin otor qokar ary	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0074	f104v	f104v.24	11	ary	EOS	1	1	NONE	NONE	0	ykaiin cheor cheeey daiiin cheo dalaiin chockhedy chedaiin otor qokar ary	ykoiin cheor cheeey daiiin cheo dalaiin chockhedy chedaiin otor qokar ary	ykaiin che r cheeey d aiiin cheo dal aiin chockhedy chedaiin otor qokar ary	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0075	f104v	f104v.28	7	chody	MEDIAL	1	1	NONE	NONE	0	olsho lsair olcheey qokeechy qokchy daiin chody qodaiin cheody	olsho lsair olcheey qokeechy qokchy daiin chody qodaiin cheody	olsho ls air olcheey qokeechy qokchy daiin chody qodaiin cheody	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0076	f104v	f104v.29	9	l	MEDIAL	0	0	RIGHT	lchedy	0	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo l chedy l cheed chaim	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo lchedy lcheed chaim	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo l chedy l cheed chaim	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0077	f104v	f104v.29	11	l	MEDIAL	0	0	RIGHT	lcheed	0	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo l chedy l cheed chaim	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo lchedy lcheed chaim	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo l chedy l cheed chaim	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0078	f104v	f104v.33	15	ary	EOS	1	1	NONE	NONE	0	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar arair ary	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
