page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v39_token_glosses_de	v40_token_glosses_de	v40_working_translation_de	v39_unknown_tokens	v40_unknown_tokens	v40_complete
f103r	f103r.50	S	1	2	l	L_READER_MERGE_RIGHT	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	[ssheey:?] | [l:?] | feucht in der Mitte des Grades | Drogenstoff zugeben | trocken am Ende des Grades | trocken in der Mitte des Grades | heiß am Ende des Grades | heißer Ansatz am Ende des Grades | heiß, Grad II | trocken am Ende des Grades | kalt im qo-Rahmen, Grad II	[ssheey:?] | eingeweichtes Drogenholz, Form I | feucht in der Mitte des Grades | Drogenstoff zugeben | trocken am Ende des Grades | trocken in der Mitte des Grades | heiß am Ende des Grades | heißer Ansatz am Ende des Grades | heiß, Grad II | trocken am Ende des Grades | kalt im qo-Rahmen, Grad II	[ssheey:?]; eingeweichtes Drogenholz, Form I; gib Folgendes hinzu: vollständig getrocknet; bis zur mittleren Trockenstufe; bis zur Heizendstufe; Ansatz auf Heizendstufe; heiß, Grad II; vollständig getrocknet; kalt im qo-Rahmen, Grad II	2	1	0
f103r	f103r.8	S	1	13	lo	EXACT_WHOLE	daroal okey chedy okey rain okechy qoisal qotar adchey ofeeo ltdy olkechdy lo	[daroal:?] | heißer Ansatz in der Mitte des Grades | trocken in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades | [rain:?] | [okechy:?] | [qoisal:?] | kalte Drogenfraktion I | [adchey:?] | [ofeeo:?] | [ltdy:?] | [olkechdy:?] | [lo:?]	[daroal:?] | heißer Ansatz in der Mitte des Grades | trocken in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades | [rain:?] | [okechy:?] | [qoisal:?] | kalte Drogenfraktion I | [adchey:?] | [ofeeo:?] | [ltdy:?] | [olkechdy:?] | Holzabsud	[daroal:?]; Ansatz bis zur mittleren Heizstufe; bis zur mittleren Trockenstufe gebracht; Ansatz bis zur mittleren Heizstufe; [rain:?]; [okechy:?]; [qoisal:?]; kalte Drogenfraktion I; [adchey:?]; [ofeeo:?]; [ltdy:?]; [olkechdy:?]; Holzabsud	9	8	0
f103r	f103r.9	S	1	12	l	L_FREE_WEIGHT_SIGLUM	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	[oteeos:?] | Drogenfraktion I | Rohstoffklasse I, trocken in der Gradmitte | heißer Ansatz am Ende des Grades | feucht in der Mitte des Grades | [lkaiin:?] | feucht in der Mitte des Grades | [lkeor:?] | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | [l:?] | Qualitäts-/Wertfeld geschlossen | [okeedaram:?]	[oteeos:?] | Drogenfraktion I | Rohstoffklasse I, trocken in der Gradmitte | heißer Ansatz am Ende des Grades | feucht in der Mitte des Grades | [lkaiin:?] | feucht in der Mitte des Grades | [lkeor:?] | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | Pfund / Gewichtseinheit | Qualitäts-/Wertfeld geschlossen | [okeedaram:?]	[oteeos:?]; Drogenfraktion I; Rohstoff I, trocken in der Gradmitte; Ansatz auf Heizendstufe; bis zur mittleren Einweichstufe; [lkaiin:?]; bis zur mittleren Einweichstufe; [lkeor:?]; kalt im Zubereitungsrahmen, Grad III; bis zur mittleren Einweichstufe gebracht; Ansatz bis zur mittleren Kühlstufe; ein Pfund; [okeedaram:?]	5	4	0
f103v	f103v.12	S	1	6	l	L_READER_MERGE_RIGHT	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam	Saat-Rohstoff I | Rohstoffklasse I, feucht in der Gradmitte | feucht in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | [l:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht in der Mitte des Grades, abgeschlossen | [pchor:?] | getrocknetes Pulver | Pulverstoff | feucht am Ende des Grades, abgeschlossen | [opalam:?]	Saat-Rohstoff I | Rohstoffklasse I, feucht in der Gradmitte | feucht in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | Holzstoff | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht in der Mitte des Grades, abgeschlossen | [pchor:?] | getrocknetes Pulver | Pulverstoff | feucht am Ende des Grades, abgeschlossen | [opalam:?]	Saat-Rohstoff I; Rohstoff I bis zur mittleren Einweichstufe; bis zur mittleren Einweichstufe gebracht; Ansatz auf Heizendstufe abgeschlossen; bis zur Heizendstufe; Holzstoff; bis zur mittleren Einweichstufe gebracht; [pchor:?]; getrocknetes Pulver; Pulverstoff; vollständig eingeweicht; [opalam:?]	3	2	0
f103v	f103v.13	S	1	11	olshey	EXACT_WHOLE	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey	Grad-/Maßwert II | [eey:?] | [olshy:?] | kalter Ansatz in der Mitte des Grades | [olshedy:?] | kalt und feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | [lr:?] | Menge-/Klassenwert II | heiß im Zubereitungsrahmen, Grad I | [olshey:?]	Grad-/Maßwert II | [eey:?] | [olshy:?] | kalter Ansatz in der Mitte des Grades | [olshedy:?] | kalt und feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | [lr:?] | Menge-/Klassenwert II | heiß im Zubereitungsrahmen, Grad I | eingeweichte Drogenbasis, Mittelstufe	zwei Maße; [eey:?]; [olshy:?]; Ansatz bis zur mittleren Kühlstufe; [olshedy:?]; kalt und leicht angefeuchtet, abgeschlossen; Ansatz auf Heizendstufe; [lr:?]; zwei Teile; heiß im Zubereitungsrahmen, Grad I; eingeweichte Drogenbasis, Mittelstufe	5	4	0
f103v	f103v.16	S	1	3	okeeshy	EXACT_WHOLE	daiin sheekchy okeeshy qol shedy otain ol kedy	Grad-/Maßwert III | vollständig anfeuchten, dann heiß-trocken ansetzen | [okeeshy:?] | Drogenstoff zugeben | feucht in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß in der Mitte des Grades, abgeschlossen	Grad-/Maßwert III | vollständig anfeuchten, dann heiß-trocken ansetzen | heißer, vollständig angefeuchteter Ansatz | Drogenstoff zugeben | feucht in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß in der Mitte des Grades, abgeschlossen	drei Maße; feuchte vollständig an, dann setze heiß-trocken an; heißer, vollständig angefeuchteter Ansatz; gib Folgendes hinzu: bis zur mittleren Einweichstufe gebracht; kalt im Zubereitungsrahmen, Grad II; Grundansatz; bis zur mittleren Heizstufe gebracht	1	0	1
f103v	f103v.17	S	2	5|9	lkedy|char	EXACT_WHOLE|EXACT_WHOLE	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades | kalter Ansatz am Ende des Grades, abgeschlossen | [lkedy:?] | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [char:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [opchedy:?]	heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades | kalter Ansatz am Ende des Grades, abgeschlossen | erhitzte Holzdroge, Mittelstufe, fertig | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Trockenfraktion I | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [opchedy:?]	bis zur Heizendstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur Kühlendstufe; Ansatz auf Kühlendstufe abgeschlossen; erhitzte Holzdroge, Mittelstufe, fertig; bis zur mittleren Einweichstufe gebracht; Rohstoff I, heiß am Gradanfang; Grundansatz; Trockenfraktion I; Rohstoff I, leicht gekühlt im Ansatz; [opchedy:?]	3	1	0
f103v	f103v.18	S	1	7	olaiin	EXACT_WHOLE	yshear ol oqaiin chckhey lchedy chedy olaiin oteedy qokeedal larorol	[yshear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oqaiin:?] | Arzneikompositum: trocken, Gradmitte | getrocknetes Drogenholz | trocken in der Mitte des Grades, abgeschlossen | [olaiin:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [qokeedal:?] | [larorol:?]	[yshear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oqaiin:?] | Arzneikompositum: trocken, Gradmitte | getrocknetes Drogenholz | trocken in der Mitte des Grades, abgeschlossen | Drogenstoff, Menge III | kalter Ansatz am Ende des Grades, abgeschlossen | [qokeedal:?] | [larorol:?]	[yshear:?]; Grundansatz; [oqaiin:?]; Arzneikompositum: trocken, Gradmitte; getrocknetes Drogenholz; bis zur mittleren Trockenstufe gebracht; Drogenstoff, drei Teile; Ansatz auf Kühlendstufe abgeschlossen; [qokeedal:?]; [larorol:?]	5	4	0
f103v	f103v.19	S	1	6	l	L_FREE_WEIGHT_SIGLUM	daiin chey lkeey chalkar cheeey l chealainor	Grad-/Maßwert III | trocken in der Mitte des Grades | Drogenholz, heiß am Gradende | [chalkar:?] | [cheeey:?] | [l:?] | [chealainor:?]	Grad-/Maßwert III | trocken in der Mitte des Grades | Drogenholz, heiß am Gradende | [chalkar:?] | [cheeey:?] | Pfund / Gewichtseinheit | [chealainor:?]	drei Maße; bis zur mittleren Trockenstufe; Drogenholz, heiß am Gradende; [chalkar:?]; [cheeey:?]; ein Pfund; [chealainor:?]	4	3	0
f103v	f103v.20	S	1	2	char	EXACT_WHOLE	pol char otar okaiin shay oteal okain qotal shedy qokeey lolain	Pulverstoff | [char:?] | kalte Drogenfraktion I im Ansatz | heiß, Grad III, im Ansatzrahmen | [shay:?] | Rohstoffklasse I im Ansatz, kalt in der Gradmitte | heiß im Zubereitungsrahmen, Grad II | Rohstoffklasse I, kalt am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | [lolain:?]	Pulverstoff | Trockenfraktion I | kalte Drogenfraktion I im Ansatz | heiß, Grad III, im Ansatzrahmen | [shay:?] | Rohstoffklasse I im Ansatz, kalt in der Gradmitte | heiß im Zubereitungsrahmen, Grad II | Rohstoffklasse I, kalt am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | [lolain:?]	Pulverstoff; Trockenfraktion I; kalte Drogenfraktion I im Ansatz; Ansatz auf Heizstufe III; [shay:?]; Rohstoff I im Ansatz, kalt in der Gradmitte; heiß im Zubereitungsrahmen, Grad II; Rohstoff I, kalt am Gradanfang; bis zur mittleren Einweichstufe gebracht; bis zur Heizendstufe; [lolain:?]	3	2	0
f103v	f103v.22	S	1	1	olshey	EXACT_WHOLE	olshey qokshy qotalsheey oloiin oleeedy qokain shedy qokey	[olshey:?] | heiß und feucht am Anfang des Grades | [qotalsheey:?] | [oloiin:?] | [oleeedy:?] | heiß, Grad II | feucht in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades	eingeweichte Drogenbasis, Mittelstufe | heiß und feucht am Anfang des Grades | [qotalsheey:?] | [oloiin:?] | [oleeedy:?] | heiß, Grad II | feucht in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades	eingeweichte Drogenbasis, Mittelstufe; heiß und leicht angefeuchtet; [qotalsheey:?]; [oloiin:?]; [oleeedy:?]; heiß, Grad II; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Heizstufe	4	3	0
f103v	f103v.23	S	1	2	l	L_FREE_WEIGHT_SIGLUM	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	[ycheody:?] | [l:?] | Drogenfraktion I | trocken am Ende des Grades | Drogenportion | Menge-/Klassenwert IV | kalter Ansatz am Ende des Grades | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [otear:?] | Drogenportion | Drogenfraktion I | heiß am Ende des Grades | kalt am Anfang des Grades	[ycheody:?] | Pfund / Gewichtseinheit | Drogenfraktion I | trocken am Ende des Grades | Drogenportion | Menge-/Klassenwert IV | kalter Ansatz am Ende des Grades | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [otear:?] | Drogenportion | Drogenfraktion I | heiß am Ende des Grades | kalt am Anfang des Grades	[ycheody:?]; ein Pfund; Drogenfraktion I; vollständig getrocknet; Drogenportion; vier Teile; Ansatz auf Kühlendstufe; Rohstoff I, leicht gekühlt im Ansatz; [otear:?]; Drogenportion; Drogenfraktion I; bis zur Heizendstufe; leicht gekühlt	3	2	0
f103v	f103v.26	S	1	3	sheety	EXACT_WHOLE	yteey qokeey sheety oteey lshedy oteaiin	[yteey:?] | heiß am Ende des Grades | [sheety:?] | kalter Ansatz am Ende des Grades | eingeweichtes Drogenholz | [oteaiin:?]	[yteey:?] | heiß am Ende des Grades | vollständig angefeuchtet und gekühlt | kalter Ansatz am Ende des Grades | eingeweichtes Drogenholz | [oteaiin:?]	[yteey:?]; bis zur Heizendstufe; vollständig angefeuchtet und gekühlt; Ansatz auf Kühlendstufe; eingeweichtes Drogenholz; [oteaiin:?]	3	2	0
f103v	f103v.3	S	1	7	char	EXACT_WHOLE	qok or chedy qokey dar chcthy char qoty shdy okeedy qokeey qokain	[qok:?] | Drogenportion | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | abgemessene Fraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [char:?] | kalt am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II	[qok:?] | Drogenportion | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | abgemessene Fraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | Trockenfraktion I | kalt am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II	[qok:?]; Drogenportion; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Heizstufe; abgemessene Fraktion I; getrocknete Krautdroge; Trockenfraktion I; leicht gekühlt; leicht angefeuchtet, abgeschlossen; Ansatz auf Heizendstufe abgeschlossen; bis zur Heizendstufe; heiß, Grad II	2	1	0
f103v	f103v.31	S	1	2	l	L_FREE_WEIGHT_SIGLUM	okeey l chey qokeey o qokeey chedy qekchy daiin chckhy sar olainy	heißer Ansatz am Ende des Grades | [l:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | [o:?] | heiß am Ende des Grades | trocken in der Mitte des Grades, abgeschlossen | [qekchy:?] | Grad-/Maßwert III | Arzneikompositum: trocken, Gradanfang | Samenfraktion I | [olainy:?]	heißer Ansatz am Ende des Grades | Pfund / Gewichtseinheit | trocken in der Mitte des Grades | heiß am Ende des Grades | [o:?] | heiß am Ende des Grades | trocken in der Mitte des Grades, abgeschlossen | [qekchy:?] | Grad-/Maßwert III | Arzneikompositum: trocken, Gradanfang | Samenfraktion I | [olainy:?]	Ansatz auf Heizendstufe; ein Pfund; bis zur mittleren Trockenstufe; bis zur Heizendstufe; [o:?]; bis zur Heizendstufe; bis zur mittleren Trockenstufe gebracht; [qekchy:?]; drei Maße; Arzneikompositum: trocken, Gradanfang; Samenfraktion I; [olainy:?]	4	3	0
f103v	f103v.32	S	1	4	chokaiin	EXACT_WHOLE	qokeeey chey qotey chokaiin shal chedy olkam	stark erhitzt, Endstufe III | trocken in der Mitte des Grades | kalt in der Mitte des Grades | [chokaiin:?] | Rohstoffklasse I, feucht am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | heißes Material [terminal-M]	stark erhitzt, Endstufe III | trocken in der Mitte des Grades | kalt in der Mitte des Grades | Trockenansatz, heiß auf Stufe III | Rohstoffklasse I, feucht am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | heißes Material [terminal-M]	erhitze bis Endstufe III; bis zur mittleren Trockenstufe; bis zur mittleren Kühlstufe; Trockenansatz, heiß auf Stufe III; Rohstoff I, feucht am Gradanfang; bis zur mittleren Trockenstufe gebracht; eine Maßeinheit heißer Drogenbasis	1	0	1
f103v	f103v.33	S	1	9	opchey	EXACT_WHOLE	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	[yshey:?] | Drogenholz, heiß am Gradende | heiß, Grad II | heißer Ansatz in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | kalter Ansatz in der Mitte des Grades | [shdpchy:?] | [opchey:?] | abseihen	[yshey:?] | Drogenholz, heiß am Gradende | heiß, Grad II | heißer Ansatz in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | kalter Ansatz in der Mitte des Grades | [shdpchy:?] | Trockenpulver-Ansatz, Form I | abseihen	[yshey:?]; Drogenholz, heiß am Gradende; heiß, Grad II; Ansatz bis zur mittleren Heizstufe; Ansatz auf Heizstufe III; getrockneter Ansatz; Ansatz bis zur mittleren Kühlstufe; [shdpchy:?]; Trockenpulver-Ansatz, Form I; seihe Vorstehendes ab.	3	2	0
f103v	f103v.37	S	1	1	olshey	EXACT_WHOLE	olshey qokain ol shey qokeshe lsheok shdy qcphey chetydar	[olshey:?] | heiß, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht in der Mitte des Grades | [qokeshe:?] | [lsheok:?] | feucht am Anfang des Grades, abgeschlossen | [qcphey:?] | [chetydar:?]	eingeweichte Drogenbasis, Mittelstufe | heiß, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht in der Mitte des Grades | [qokeshe:?] | [lsheok:?] | feucht am Anfang des Grades, abgeschlossen | [qcphey:?] | [chetydar:?]	eingeweichte Drogenbasis, Mittelstufe; heiß, Grad II; Grundansatz; bis zur mittleren Einweichstufe; [qokeshe:?]; [lsheok:?]; leicht angefeuchtet, abgeschlossen; [qcphey:?]; [chetydar:?]	5	4	0
f103v	f103v.38	S	1	2	l	L_READER_MERGE_RIGHT	oteey l chees ol chey chey chol keechy	kalter Ansatz am Ende des Grades | [l:?] | [chees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | trocken in der Mitte des Grades | trocken; nominal trockenes Gut/Material | [keechy:?]	kalter Ansatz am Ende des Grades | Holzdroge in der gebundenen Anschlussform | [chees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | trocken in der Mitte des Grades | trocken; nominal trockenes Gut/Material | [keechy:?]	Ansatz auf Kühlendstufe; Holzdroge in der gebundenen Anschlussform; Grundansatz; bis zur mittleren Trockenstufe; bis zur mittleren Trockenstufe; Trockengut; [keechy:?]	3	2	0
