occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	family	card_type	scope_mode	rendering_class	left_surface	right_surface	reader_merge_direction	reader_merge_surface	working_gloss_de	working_render_de	composition	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	v39_gloss_de	v40_gloss_de	v39_scope_state	v40_scope_state	v40_working_translation_de	exact_surface_dispatch	context_or_reader_dispatch	substring_dispatch
G663-T0011	f103r	f103r.47	3	3	7	l	P	MEDIAL	S	B	3	MEASURE	CONTEXT_SCOPED_LEARNED_SIGLUM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_SIGLUM	L_READER_MERGE_LEFT	okeeo	lchey	LEFT	okeeol	Grundstoff des vorstehenden Ansatzes	Grundstoff des vorstehenden Ansatzes	LEARNED_FREE_LIBRA_SIGLUM	freies Holzzeichen	0	0	1	0	ssheey okeeo l lchey qokaly lcheedy oloraiin	ssheey okeeol lchey qokaly lcheedy oloraiin	seey okeeo l lchey qokaly lcheedy oloraiin	[l:?]	Grundstoff des vorstehenden Ansatzes	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[ssheey:?]; Grundstoff des vorstehenden Ansatzes; Drogenholz, trocken gebunden, Form I; [qokaly:?]; [lcheedy:?]; [oloraiin:?]	0	1	0
G663-T0012	f103r	f103r.49	4	4	13	l	P	MEDIAL	S	B	3	MEASURE	CONTEXT_SCOPED_LEARNED_SIGLUM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_SIGLUM	L_FREE_WEIGHT_SIGLUM	ain	ol	NONE	NONE	Pfund / Gewichtseinheit	ein Pfund	LEARNED_FREE_LIBRA_SIGLUM	freies Holzzeichen	1	1	1	0	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	okeey lr ain l olsheed qokeey she l qokee y shedy qoky leees ain am	[l:?]	Pfund / Gewichtseinheit	UNKNOWN_SURFACE	KNOWN_CONTEXT_LICENSED	Ansatz auf Heizendstufe; [lr:?]; zwei Teile; ein Pfund; Grundansatz; [sheed:?]; bis zur Heizendstufe; feuchtes Material; bis zur Heizendstufe gebracht; bis zur mittleren Einweichstufe gebracht; leicht erhitzt; [leeesain:?]; Maßeinheit I	0	1	0
G663-T0013	f103r	f103r.50	2	2	11	l	P	MEDIAL	S	B	3	MEASURE	CONTEXT_SCOPED_LEARNED_SIGLUM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_SIGLUM	L_READER_MERGE_RIGHT	ssheey	shey	RIGHT	lshey	eingeweichtes Drogenholz, Form I	eingeweichtes Drogenholz, Form I	LEARNED_FREE_LIBRA_SIGLUM	freies Holzzeichen	0	0	1	0	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	ssheey lshey qol cheey chey qokeey okeey qokain cheey qotain	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	[l:?]	eingeweichtes Drogenholz, Form I	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[ssheey:?]; eingeweichtes Drogenholz, Form I; gib Folgendes hinzu: vollständig getrocknet; bis zur mittleren Trockenstufe; bis zur Heizendstufe; Ansatz auf Heizendstufe; heiß, Grad II; vollständig getrocknet; kalt im qo-Rahmen, Grad II	0	1	0
G663-T0014	f103r	f103r.8	13	13	13	lo	P	EOS	S	B	3	WOOD	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	olkechdy	<EOS>	NONE	NONE	Holzabsud	Holzabsud	L_WOOD+O_DECOCTION	Flüssigkeitsansatz	1	1	1	0	daroal okey chedy okey rain okechy qoisal qotar adchey ofeeo ltdy olkechdy lo	daroal okey chedy okey rain okechy qoisol qotar adchey ofcho lteody oral kechdy lo	daroal okey che y okey rain okeeey qoisal qotar adchey ofcho ltdy talkechdy lo	[lo:?]	Holzabsud	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[daroal:?]; Ansatz bis zur mittleren Heizstufe; bis zur mittleren Trockenstufe gebracht; Ansatz bis zur mittleren Heizstufe; [rain:?]; [okechy:?]; [qoisal:?]; kalte Drogenfraktion I; [adchey:?]; [ofeeo:?]; [ltdy:?]; [olkechdy:?]; Holzabsud	1	0	0
G663-T0015	f103r	f103r.9	12	12	14	l	P	MEDIAL	S	B	3	MEASURE	CONTEXT_SCOPED_LEARNED_SIGLUM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_SIGLUM	L_FREE_WEIGHT_SIGLUM	otey	dy	NONE	NONE	Pfund / Gewichtseinheit	ein Pfund	LEARNED_FREE_LIBRA_SIGLUM	freies Holzzeichen	1	1	1	0	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	oteeos ar cheal okeey shey lkaiin shey lkeor otain shedy otey l ledy okeedaram	oteeos ar cheal okeey shey lkaiin shey lkear otaiin she y otey l eedy okeedaram	[l:?]	Pfund / Gewichtseinheit	UNKNOWN_SURFACE	KNOWN_CONTEXT_LICENSED	[oteeos:?]; Drogenfraktion I; Rohstoff I, trocken in der Gradmitte; Ansatz auf Heizendstufe; bis zur mittleren Einweichstufe; [lkaiin:?]; bis zur mittleren Einweichstufe; [lkeor:?]; kalt im Zubereitungsrahmen, Grad III; bis zur mittleren Einweichstufe gebracht; Ansatz bis zur mittleren Kühlstufe; ein Pfund; [okeedaram:?]	0	1	0
G663-T0016	f103v	f103v.12	6	6	13	l	P	MEDIAL	S	B	3	MEASURE	CONTEXT_SCOPED_LEARNED_SIGLUM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_SIGLUM	L_READER_MERGE_RIGHT	qokeey	ol	RIGHT	lol	Holzstoff	Holzstoff	LEARNED_FREE_LIBRA_SIGLUM	freies Holzzeichen	0	0	1	0	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam	sal sheal shedy okeedy qokeey lol shedy pchor pchedy pol sheedy opalam	sal she l shedy okeedy qokeey lol shedy pchor pchedy pol sheedy opalam	[l:?]	Holzstoff	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	Saat-Rohstoff I; Rohstoff I bis zur mittleren Einweichstufe; bis zur mittleren Einweichstufe gebracht; Ansatz auf Heizendstufe abgeschlossen; bis zur Heizendstufe; Holzstoff; bis zur mittleren Einweichstufe gebracht; [pchor:?]; getrocknetes Pulver; Pulverstoff; vollständig eingeweicht; [opalam:?]	0	1	0
G663-T0017	f103v	f103v.13	11	11	11	olshey	P	EOS	S	B	3	MOIST_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	okan	<EOS>	NONE	NONE	eingeweichte Drogenbasis, Mittelstufe	eingeweichte Drogenbasis, Mittelstufe	OL_BASE+SHEY_MOIST_MIDDLE	nur feuchtes Material	1	1	1	0	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey	dain cseey olshy otey olshedy qotshdy okeey lr ain okan olshey	dain eey olshy otey olshed qotshdy okeey lr ain okan olshey	[olshey:?]	eingeweichte Drogenbasis, Mittelstufe	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	zwei Maße; [eey:?]; [olshy:?]; Ansatz bis zur mittleren Kühlstufe; [olshedy:?]; kalt und leicht angefeuchtet, abgeschlossen; Ansatz auf Heizendstufe; [lr:?]; zwei Teile; heiß im Zubereitungsrahmen, Grad I; eingeweichte Drogenbasis, Mittelstufe	1	0	0
G663-T0018	f103v	f103v.16	3	3	8	okeeshy	P	MEDIAL	S	B	3	MOIST_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	sheekchy	qol	NONE	NONE	heißer, vollständig angefeuchteter Ansatz	heißer, vollständig angefeuchteter Ansatz	O_PREP+K_HOT+EE_END+SH_MOIST+Y_BASE	nur heiß-feuchte Endstufe	1	1	1	0	daiin sheekchy okeeshy qol shedy otain ol kedy	doiin sheekchy okeeshy qol shedy otain olkedy	d iin sheekchy okeeshy qol shedy otain olke y	[okeeshy:?]	heißer, vollständig angefeuchteter Ansatz	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	drei Maße; feuchte vollständig an, dann setze heiß-trocken an; heißer, vollständig angefeuchteter Ansatz; gib Folgendes hinzu: bis zur mittleren Einweichstufe gebracht; kalt im Zubereitungsrahmen, Grad II; Grundansatz; bis zur mittleren Heizstufe gebracht	1	0	0
G663-T0019	f103v	f103v.17	5	5	11	lkedy	P	MEDIAL	S	B	3	WOOD	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	oteedy	shedy	NONE	NONE	erhitzte Holzdroge, Mittelstufe, fertig	erhitzte Holzdroge, Mittelstufe, fertig	L_WOOD+K_HOT+E_MIDDLE+DY_FINISHED	erwärmte Flüssigkeit	0	0	1	0	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	qokeedy chedy qoteey oteedy lke y shedy qokal ol char otal opche y	[lkedy:?]	erhitzte Holzdroge, Mittelstufe, fertig	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	bis zur Heizendstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur Kühlendstufe; Ansatz auf Kühlendstufe abgeschlossen; erhitzte Holzdroge, Mittelstufe, fertig; bis zur mittleren Einweichstufe gebracht; Rohstoff I, heiß am Gradanfang; Grundansatz; Trockenfraktion I; Rohstoff I, leicht gekühlt im Ansatz; [opchedy:?]	1	0	0
G663-T0020	f103v	f103v.17	9	9	11	char	P	MEDIAL	S	B	3	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	ol	otal	NONE	NONE	Trockenfraktion I	Trockenfraktion I	CH_DRY+AR_FRACTION_I	CHOR als Pflanzenteil	1	1	1	0	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	qokeedy chedy qoteey oteedy lke y shedy qokal ol char otal opche y	[char:?]	Trockenfraktion I	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	bis zur Heizendstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur Kühlendstufe; Ansatz auf Kühlendstufe abgeschlossen; erhitzte Holzdroge, Mittelstufe, fertig; bis zur mittleren Einweichstufe gebracht; Rohstoff I, heiß am Gradanfang; Grundansatz; Trockenfraktion I; Rohstoff I, leicht gekühlt im Ansatz; [opchedy:?]	1	0	0
G663-T0021	f103v	f103v.18	7	7	10	olaiin	P	MEDIAL	S	B	3	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	chedy	oteedy	NONE	NONE	Drogenstoff, Menge III	Drogenstoff, Menge III	OL_BASE+A+IIN_III	Drogenstoff, Qualitätsstufe III	1	1	1	0	yshear ol oqaiin chckhey lchedy chedy olaiin oteedy qokeedal larorol	yshear ol oqaiin chckhy lchedy chedy olaiin oteedy qokeedal larorol	yshear al oqoiin chckhey lchedy chedy olaiin oteedy qokeedal larorol	[olaiin:?]	Drogenstoff, Menge III	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[yshear:?]; Grundansatz; [oqaiin:?]; Arzneikompositum: trocken, Gradmitte; getrocknetes Drogenholz; bis zur mittleren Trockenstufe gebracht; Drogenstoff, drei Teile; Ansatz auf Kühlendstufe abgeschlossen; [qokeedal:?]; [larorol:?]	1	0	0
G663-T0022	f103v	f103v.19	6	6	7	l	P	MEDIAL	S	B	3	MEASURE	CONTEXT_SCOPED_LEARNED_SIGLUM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_SIGLUM	L_FREE_WEIGHT_SIGLUM	cheeey	chealainor	NONE	NONE	Pfund / Gewichtseinheit	ein Pfund	LEARNED_FREE_LIBRA_SIGLUM	freies Holzzeichen	0	0	1	0	daiin chey lkeey chalkar cheeey l chealainor	daiin chey lkeey chalkar cheeey lchealaiin or	daiin chey lkeey chalkar cheeey l chealain or	[l:?]	Pfund / Gewichtseinheit	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	drei Maße; bis zur mittleren Trockenstufe; Drogenholz, heiß am Gradende; [chalkar:?]; [cheeey:?]; ein Pfund; [chealainor:?]	0	1	0
G663-T0023	f103v	f103v.20	2	2	11	char	P	MEDIAL	S	B	3	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	pol	otar	NONE	NONE	Trockenfraktion I	Trockenfraktion I	CH_DRY+AR_FRACTION_I	CHOR als Pflanzenteil	1	1	1	0	pol char otar okaiin shay oteal okain qotal shedy qokeey lolain	pol char otar okain shaikhy oteal okain qotal shedy qokeey lolain	pol char otar okaiin sh y oteal okain qotal edy qokeey lolain	[char:?]	Trockenfraktion I	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Pulverstoff; Trockenfraktion I; kalte Drogenfraktion I im Ansatz; Ansatz auf Heizstufe III; [shay:?]; Rohstoff I im Ansatz, kalt in der Gradmitte; heiß im Zubereitungsrahmen, Grad II; Rohstoff I, kalt am Gradanfang; bis zur mittleren Einweichstufe gebracht; bis zur Heizendstufe; [lolain:?]	1	0	0
G663-T0024	f103v	f103v.22	1	1	8	olshey	P	BOS	S	B	3	MOIST_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	<BOS>	qokshy	NONE	NONE	eingeweichte Drogenbasis, Mittelstufe	eingeweichte Drogenbasis, Mittelstufe	OL_BASE+SHEY_MOIST_MIDDLE	nur feuchtes Material	1	1	1	0	olshey qokshy qotalsheey oloiin oleeedy qokain shedy qokey	olshey qokshy qotal sheey oloiin oleeedy qokain shedy qokey	olshey qokshy qotal eey oloiin oleee y qokain shedy qokey	[olshey:?]	eingeweichte Drogenbasis, Mittelstufe	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	eingeweichte Drogenbasis, Mittelstufe; heiß und leicht angefeuchtet; [qotalsheey:?]; [oloiin:?]; [oleeedy:?]; heiß, Grad II; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Heizstufe	1	0	0
G663-T0025	f103v	f103v.23	2	2	13	l	P	MEDIAL	S	B	3	MEASURE	CONTEXT_SCOPED_LEARNED_SIGLUM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_SIGLUM	L_FREE_WEIGHT_SIGLUM	ycheody	ar	NONE	NONE	Pfund / Gewichtseinheit	ein Pfund	LEARNED_FREE_LIBRA_SIGLUM	freies Holzzeichen	1	1	1	0	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	ycheody l ar cheey or aiiin oteey otal otear ar ar keey qoty	ycheody l ar cheey or aiiin oteey otal otear ar ar keey qoty	[l:?]	Pfund / Gewichtseinheit	UNKNOWN_SURFACE	KNOWN_CONTEXT_LICENSED	[ycheody:?]; ein Pfund; Drogenfraktion I; vollständig getrocknet; Drogenportion; vier Teile; Ansatz auf Kühlendstufe; Rohstoff I, leicht gekühlt im Ansatz; [otear:?]; Drogenportion; Drogenfraktion I; bis zur Heizendstufe; leicht gekühlt	0	1	0
G663-T0026	f103v	f103v.26	3	3	6	sheety	P	MEDIAL	S	B	3	MOIST_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	qokeey	oteey	NONE	NONE	vollständig angefeuchtet und gekühlt	vollständig angefeuchtet und gekühlt	SH_MOIST+EE_END+T_COLD+Y_BASE	anfeuchten und kühlen	1	1	1	1	yteey qokeey sheety oteey lshedy oteaiin	yteey qokeey sheety oteey lshedy oteaiin	yteey qokeey sheety oteey lshedy oteaiin	[sheety:?]	vollständig angefeuchtet und gekühlt	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[yteey:?]; bis zur Heizendstufe; vollständig angefeuchtet und gekühlt; Ansatz auf Kühlendstufe; eingeweichtes Drogenholz; [oteaiin:?]	1	0	0
G663-T0027	f103v	f103v.3	7	7	12	char	P	MEDIAL	S	B	3	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	chcthy	qoty	NONE	NONE	Trockenfraktion I	Trockenfraktion I	CH_DRY+AR_FRACTION_I	CHOR als Pflanzenteil	0	0	1	0	qok or chedy qokey dar chcthy char qoty shdy okeedy qokeey qokain	qok or chedy qokey dar chcthy chor qoty shdy okeedy qokeey qokain	qok or chedy qokey dar checthy char qoty sh y okeedy qokeey qokain	[char:?]	Trockenfraktion I	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[qok:?]; Drogenportion; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Heizstufe; abgemessene Fraktion I; getrocknete Krautdroge; Trockenfraktion I; leicht gekühlt; leicht angefeuchtet, abgeschlossen; Ansatz auf Heizendstufe abgeschlossen; bis zur Heizendstufe; heiß, Grad II	1	0	0
