family	surface	card_type	occurrences	lines	pages	working_default_de	composition	claim_scope
COLD	tcho	PRODUCTIVE_COMPOUND	8	8	8	Kalt-Trockenansatz	T_COLD+CHO_DRY_PREP	exact whole; composition predicts relatives only as a future explicit card
COLD	talody	PRODUCTIVE_COMPOUND	1	1	1	kalter Rohstoff I, als Ansatz fertig	T_COLD+AL_RAW_I+O_PREP+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
COLD	oltedy	PRODUCTIVE_COMPOUND	6	6	6	kalte Drogenbasis, Mittelstufe erreicht	OL_BASE+T_COLD+E_MIDDLE+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
COLD	tolkain	PRODUCTIVE_COMPOUND	2	2	2	gekühltes Material, wiedererwärmt auf Stufe II	T_COLD+OL_MATERIAL+K_HOT+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
COLD	qotaldy	PRODUCTIVE_COMPOUND	1	1	1	kalter Rohstoff I, fertig aufbereitet	QO_FRAME+T_COLD+AL_RAW_I+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
COMPOSITE	ckhor	PRODUCTIVE_COMPOUND	8	8	8	Portion Arzneikompositum	CKH_COMPOSITE+OR_PORTION	exact whole; composition predicts relatives only as a future explicit card
COMPOSITE	ckhal	PRODUCTIVE_COMPOUND	3	3	3	Arzneikompositum, Rohstoffklasse I	CKH_COMPOSITE+AL_RAW_I	exact whole; composition predicts relatives only as a future explicit card
COMPOSITE	ckheody	PRODUCTIVE_COMPOUND	5	5	4	fertiger Ansatz eines Arzneikompositums	CKH_COMPOSITE+E_BOUND+O_PREP+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
DRY	chdar	PRODUCTIVE_COMPOUND	17	17	13	abgemessene Trockenfraktion I, Anfangsstufe	CH_DRY+D_MEASURE+AR_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
DRY	chedar	PRODUCTIVE_COMPOUND	31	31	20	abgemessene Trockenfraktion I, Mittelstufe	CH_DRY+E_MIDDLE+D_MEASURE+AR_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
DRY	odchaiin	PRODUCTIVE_COMPOUND	1	1	1	Ansatz aus abgemessener Trockendroge, Stufe III	O_PREP+D_MEASURE+CH_DRY+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
DRY	choly	PRODUCTIVE_COMPOUND	12	12	12	Trockenrückstand	CHOL_DRY_MATERIAL+Y_CLOSE	exact whole; composition predicts relatives only as a future explicit card
DRY	ched	PRODUCTIVE_COMPOUND	17	17	16	Trockenstufe Mitte, abgeschlossen	CH_DRY+E_MIDDLE+D_CLOSED	exact whole; composition predicts relatives only as a future explicit card
DRY	char	PRODUCTIVE_COMPOUND	75	74	51	Trockenfraktion I	CH_DRY+AR_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
DRY	cholchey	PRODUCTIVE_COMPOUND	2	2	2	nachgetrocknete Droge, Mittelstufe	CHOL_DRY_MATERIAL+CHEY_DRY_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
DRY	oychey	PRODUCTIVE_COMPOUND	1	1	1	Ansatz aus dieser Trockenform I	O_PREP+Y_REFERENCE+CHEY_DRY_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
DRY	ochedy	PRODUCTIVE_COMPOUND	8	8	8	Ansatz aus getrockneter Droge, abgeschlossen	O_PREP+CHEDY_DRY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
DRY	chody	PRODUCTIVE_COMPOUND	78	78	56	Trockenansatz, abgeschlossen	CH_DRY+O_PREP+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ykoly	ENTRY_COMPOSITE	1	1	1	Eintrag: heißer Drogenstoff	Y_ENTRY+KOL_HOT_MATERIAL+Y_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ytchy	ENTRY_COMPOSITE	14	13	12	Eintrag: kalt-trockene Grundform	Y_ENTRY+T_COLD+CH_DRY+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
ENTRY	yckhodaiin	ENTRY_COMPOSITE	1	1	1	Eintrag: Kompositum-Ansatz, Dosis III	Y_ENTRY+CKH_COMPOSITE+O_PREP+DAIIN_DOSE_III	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ykal	ENTRY_COMPOSITE	9	9	8	Eintrag: heißer Rohstoff, Klasse I	Y_ENTRY+K_HOT+AL_RAW_I	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ytaiin	ENTRY_COMPOSITE	39	35	24	Eintrag: kalt, Stufe III	Y_ENTRY+T_COLD+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
ENTRY	yshealdy	ENTRY_COMPOSITE	1	1	1	Eintrag: angefeuchteter Rohstoff I, fertig	Y_ENTRY+SHE_MOIST+AL_RAW_I+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ychedy	ENTRY_COMPOSITE	11	11	9	Eintrag: getrocknete Droge, fertig	Y_ENTRY+CHEDY_DRY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
EXTRACT	olkeeo	PRODUCTIVE_COMPOUND	4	4	4	stark erhitzter Drogenauszug	OL_MATERIAL+K_HOT+EE_END+O_EXTRACT	exact whole; composition predicts relatives only as a future explicit card
EXTRACT	olkol	PRODUCTIVE_COMPOUND	3	3	2	heißer Drogenauszug	OL_BASE+KOL_HOT_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
EXTRACT	okeolor	PRODUCTIVE_COMPOUND	1	1	1	erwärmte Drogenstoffportion	O_PREP+K_HOT+E_MIDDLE+OL_MATERIAL+OR_PORTION	exact whole; composition predicts relatives only as a future explicit card
FLOWER	fshor	LEARNED_WHOLE	1	1	1	Blütendroge / Blütenstand	LEARNED_F_FLOWER+SHOR_PART	exact whole; composition predicts relatives only as a future explicit card
FRACTION	okarol	PRODUCTIVE_COMPOUND	2	2	2	Ansatzstoff aus heißer Drogenfraktion I	O_PREP+K_HOT+AR_FRACTION_I+OL_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
FRACTION	arolkeey	PRODUCTIVE_COMPOUND	1	1	1	Drogenfraktion I, vollständig erhitzt	AR_FRACTION_I+OL_MATERIAL+K_HOT+EEY_END	exact whole; composition predicts relatives only as a future explicit card
FRACTION	dary	PRODUCTIVE_COMPOUND	19	19	16	abgemessene Fraktion I, abgeschlossen	D_MEASURE+AR_FRACTION_I+Y_CLOSE	exact whole; composition predicts relatives only as a future explicit card
FRACTION	ary	PRODUCTIVE_COMPOUND	15	15	13	Drogenfraktion I, abgeschlossen	AR_FRACTION_I+Y_CLOSE	exact whole; composition predicts relatives only as a future explicit card
FRACTION	okair	PRODUCTIVE_COMPOUND	18	17	15	heiße Drogenfraktion II im Ansatz	O_PREP+K_HOT+AIR_FRACTION_II	exact whole; composition predicts relatives only as a future explicit card
HERB	cthoj	LEARNED_WHOLE	1	1	1	ein Bündel Kraut	CTHO_HERB_PREP+J_BUNDLE_UNIT	exact whole; composition predicts relatives only as a future explicit card
HERB	cthory	PRODUCTIVE_COMPOUND	2	2	2	Portion Blatt- oder Krautdroge	CTH_HERB+OR_PORTION+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
HOT_DRY	chokaiin	PRODUCTIVE_COMPOUND	15	15	14	Trockenansatz, heiß auf Stufe III	CH_DRY+O_PREP+K_HOT+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
HOT_DRY	qokchd	PRODUCTIVE_COMPOUND	6	6	5	abgemessene heiß-trockene Droge	QO_FRAME+K_HOT+CH_DRY+D_MEASURE	exact whole; composition predicts relatives only as a future explicit card
HOT_DRY	qokchol	PRODUCTIVE_COMPOUND	15	14	11	heiß-trockenes Drogenmaterial	QO_FRAME+K_HOT+CHOL_DRY_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
HOT_DRY	chyky	PRODUCTIVE_COMPOUND	4	4	4	trocken-heiß, Grundstufe	CH_DRY+Y_BASE+K_HOT+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
HOT_DRY	dchokol	PRODUCTIVE_COMPOUND	1	1	1	abgemessener heißer Trockenansatz	D_MEASURE+CH_DRY+O_PREP+KOL_HOT_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
HOT_DRY	chkain	PRODUCTIVE_COMPOUND	12	12	12	trocken-heiß, Stufe II	CH_DRY+K_HOT+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
HOT_DRY	qokechey	PRODUCTIVE_COMPOUND	1	1	1	heiß getrocknete Droge, Mittelstufe	QO_FRAME+K_HOT+E_MIDDLE+CHEY_DRY_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
HOT_PREP	qokeeody	PRODUCTIVE_COMPOUND	13	12	11	vollständig ausgekochter Ansatz	QO_FRAME+K_HOT+EE_END+O_PREP+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
HOT_PREP	keeody	PRODUCTIVE_COMPOUND	8	8	8	vollständig ausgekochter Ansatz	K_HOT+EE_END+O_PREP+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
HOT_PREP	keed	PRODUCTIVE_COMPOUND	2	2	2	Erhitzung bis Endstufe abgeschlossen	K_HOT+EE_END+D_CLOSED	exact whole; composition predicts relatives only as a future explicit card
HOT_PREP	olkaiin	PRODUCTIVE_COMPOUND	28	28	24	heiße Drogenbasis, Stufe III	OL_BASE+K_HOT+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
LEARNED_DRUG	alkal	LEARNED_WHOLE	1	1	1	Laugensalz / Alkali	LEARNED_ALKALI_WHOLE	exact whole; composition predicts relatives only as a future explicit card
MEASURE	chedyqokam	PRODUCTIVE_COMPOUND	1	1	1	eine Maßeinheit heiß getrocknete Droge	CHEDY_DRY_FINISHED+QO_FRAME+K_HOT+AM_UNIT_I	exact whole; composition predicts relatives only as a future explicit card
MEASURE	chedaiin	PRODUCTIVE_COMPOUND	32	31	19	abgemessene Trockendroge, Dosis III	CH_DRY+E_MIDDLE+D_MEASURE+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
MEASURE	l	CONTEXT_SCOPED_LEARNED_SIGLUM	163	150	60	Pfund / Gewichtseinheit	LEARNED_FREE_LIBRA_SIGLUM	exact whole; composition predicts relatives only as a future explicit card
MEASURE	taldain	PRODUCTIVE_COMPOUND	1	1	1	kalter Rohstoff I, Dosis II	T_COLD+AL_RAW_I+D_DOSE+AIN_II	exact whole; composition predicts relatives only as a future explicit card
MEASURE	oraiiin	PRODUCTIVE_COMPOUND	1	1	1	Drogenportion IV	OR_PORTION+A+IIIN_IV	exact whole; composition predicts relatives only as a future explicit card
MEASURE	olaiin	PRODUCTIVE_COMPOUND	39	39	31	Drogenstoff, Menge III	OL_BASE+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
MEASURE	olain	PRODUCTIVE_COMPOUND	11	11	9	Drogenstoff, Menge II	OL_BASE+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
MEASURE	odain	PRODUCTIVE_COMPOUND	14	14	11	Zubereitungsdosis II	O_PREP+D_DOSE+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
MEASURE	oldal	PRODUCTIVE_COMPOUND	2	2	2	abgemessener Drogenrohstoff I	OL_BASE+D_MEASURE+AL_RAW_I	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	okeeshy	PRODUCTIVE_COMPOUND	2	2	2	heißer, vollständig angefeuchteter Ansatz	O_PREP+K_HOT+EE_END+SH_MOIST+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	sholkeedy	PRODUCTIVE_COMPOUND	2	2	1	feuchte Drogenbasis, vollständig erhitzt	SH_MOIST+OL_BASE+K_HOT+EEDY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	shody	PRODUCTIVE_COMPOUND	46	46	32	vollständig eingeweichter Ansatz	SH_MOIST+O_PREP+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	ksheo	PRODUCTIVE_COMPOUND	5	5	5	heißer Feuchtansatz	K_HOT+SHEO_MOIST_PREP	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	shoqoky	PRODUCTIVE_COMPOUND	1	1	1	Feuchtansatz, heiß am Anfang	SHO_MOIST_PREP+QOKY_HOT_START	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	shocho	PRODUCTIVE_COMPOUND	1	1	1	angefeuchteter Trockenansatz	SHO_MOIST_PREP+CHO_DRY_PREP	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	sholoiin	PRODUCTIVE_COMPOUND	1	1	1	eingeweichte Drogenzubereitung, Form III	SHOL_MOIST_MATERIAL+O_PREP+IIN_III	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	sheety	PRODUCTIVE_COMPOUND	7	7	5	vollständig angefeuchtet und gekühlt	SH_MOIST+EE_END+T_COLD+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	okeshey	PRODUCTIVE_COMPOUND	1	1	1	heiß angefeuchteter Ansatz, Mittelstufe	O_PREP+K_HOT+E_MIDDLE+SH_MOIST+EY_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	okeshy	PRODUCTIVE_COMPOUND	2	2	2	erhitzter, danach angefeuchteter Ansatz	O_PREP+K_HOT+E_MIDDLE+SH_MOIST+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	olshey	PRODUCTIVE_COMPOUND	13	13	9	eingeweichte Drogenbasis, Mittelstufe	OL_BASE+SHEY_MOIST_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	sholdy	PRODUCTIVE_COMPOUND	6	6	6	vollständig eingeweichte Droge	SHOL_MOIST_MATERIAL+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
PLANT_PART	choross	PRODUCTIVE_COMPOUND	1	1	1	Pflanzenteil als fertige Arzneispecies	CHOR_PLANT_PART+O_PREP+SS_SPECIES	exact whole; composition predicts relatives only as a future explicit card
PLANT_PART	dchor	PRODUCTIVE_COMPOUND	23	21	19	abgemessener Pflanzenteil	D_MEASURE+CHOR_PLANT_PART	exact whole; composition predicts relatives only as a future explicit card
POWDER	opchey	PRODUCTIVE_COMPOUND	26	26	22	Trockenpulver-Ansatz, Form I	O_PREP+P_POWDER+CHEY_DRY_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
RAW_MATERIAL	kalol	PRODUCTIVE_COMPOUND	2	2	2	heißer Rohstoff der ersten Klasse	K_HOT+AL_RAW_I+OL_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
RAW_MATERIAL	akaiin	PRODUCTIVE_COMPOUND	2	2	2	heiße Rohstoffportion, Stufe III	A_RAW+K_HOT+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
RESIDUE	dosg	PRODUCTIVE_COMPOUND	1	1	1	eine Dosis Rückstand	D_DOSE+O_PREP+SG_RESIDUE	exact whole; composition predicts relatives only as a future explicit card
RESIDUE	cthosg	PRODUCTIVE_COMPOUND	1	1	1	Krautrückstand	CTHO_HERB_PREP+SG_RESIDUE	exact whole; composition predicts relatives only as a future explicit card
ROOT	rory	PRODUCTIVE_COMPOUND	1	1	1	Wurzelportion, Grundform	R_ROOT+OR_PORTION+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
ROOT	rolchey	PRODUCTIVE_COMPOUND	1	1	1	getrockneter Wurzelstoff, Mittelstufe	R_ROOT+OL_MATERIAL+CHEY_DRY_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
ROOT	chetyry	PRODUCTIVE_COMPOUND	1	1	1	getrocknete, abgekühlte Rohwurzel	CH_DRY+ET_COLD+R_ROOT+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
SALT	sols	PRODUCTIVE_COMPOUND	3	3	3	fertige Salzspecies	SOL_SALT+S_SPECIES	exact whole; composition predicts relatives only as a future explicit card
SALT	solaiin	PRODUCTIVE_COMPOUND	1	1	1	Salz, Menge III	SOL_SALT+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
SEED	sokchy	PRODUCTIVE_COMPOUND	1	1	1	heiß-trockener Samenansatz, Grundform	S_SEED+O_PREP+K_HOT+CH_DRY+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
SEED	shosaiin	PRODUCTIVE_COMPOUND	4	4	4	eingeweichtes Saatgut, Charge III	SH_MOIST+O_PREP+S_SEED+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
SEED	schesy	PRODUCTIVE_COMPOUND	1	1	1	getrocknete Samendroge	S_SEED+CHES_DRY_MATERIAL+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
SEED	saral	PRODUCTIVE_COMPOUND	3	3	3	rohe Samenfraktion I	S_SEED+AR_FRACTION_I+AL_RAW_I	exact whole; composition predicts relatives only as a future explicit card
SEED	salchtedytar	PRODUCTIVE_COMPOUND	1	1	1	fertig getrocknete, abgekühlte Samenfraktion I	SAL_SEED_RAW+CH_DRY+T_COLD+EDY_FINISHED+TAR_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
WOOD	lkain	PRODUCTIVE_COMPOUND	33	32	14	Holzdroge, heiß auf Stufe II	L_WOOD+K_HOT+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
WOOD	lo	PRODUCTIVE_COMPOUND	20	20	14	Holzabsud	L_WOOD+O_DECOCTION	exact whole; composition predicts relatives only as a future explicit card
WOOD	lchdal	PRODUCTIVE_COMPOUND	2	2	2	gemessene trockene Holzdroge, Rohstoff I	L_WOOD+CH_DRY+D_MEASURE+AL_RAW_I	exact whole; composition predicts relatives only as a future explicit card
WOOD	ldy	PRODUCTIVE_COMPOUND	24	24	20	Holzdroge, fertig aufbereitet	L_WOOD+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
WOOD	qotl	LEARNED_WHOLE	2	2	2	kalte Holzdroge	LEARNED_CONTRACTION_OF_QOTOL	exact whole; composition predicts relatives only as a future explicit card
WOOD	lkedy	PRODUCTIVE_COMPOUND	26	25	16	erhitzte Holzdroge, Mittelstufe, fertig	L_WOOD+K_HOT+E_MIDDLE+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
