surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
odchaiin	Ansatz aus abgemessener Trockendroge, Stufe III	O_PREP+D_MEASURE+CH_DRY+A+IIN_III	Trockenheitsstufe III ohne Dosis	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
fshor	Blütendroge / Blütenstand	LEARNED_F_FLOWER+SHOR_PART	undurchsichtiges Pflanzenteil	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
ylg	in ein Holzgefäß geben	LEARNED_CONTAINER_ACTION	Drogenposten oder Abschlusszeichen	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
cthoj	ein Bündel Kraut	CTHO_HERB_PREP+J_BUNDLE_UNIT	bloßer Krautansatz	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
choly	Trockenrückstand	CHOL_DRY_MATERIAL+Y_CLOSE	trocken abseihen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	12	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
lo	Holzabsud	L_WOOD+O_DECOCTION	Flüssigkeitsansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	20	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
dchor	abgemessener Pflanzenteil	D_MEASURE+CHOR_PLANT_PART	trockene Portion	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	23	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
dosg	eine Dosis Rückstand	D_DOSE+O_PREP+SG_RESIDUE	abgemessener Samenansatz	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
cthory	Portion Blatt- oder Krautdroge	CTH_HERB+OR_PORTION+Y_BASE	neutrale CTH-Materialform	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
shosaiin	eingeweichtes Saatgut, Charge III	SH_MOIST+O_PREP+S_SEED+A+IIN_III	feuchte Salzlösung, Menge III	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
ytchy	Eintrag: kalt-trockene Grundform	Y_ENTRY+T_COLD+CH_DRY+Y_BASE	hierzu kalt-trocken	ENTRY_COMPOSITE	STRONG_PRACTICAL_OR_COMPOSITIONAL	14	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
tcho	Kalt-Trockenansatz	T_COLD+CHO_DRY_PREP	kühlen und trocknen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
ckhor	Portion Arzneikompositum	CKH_COMPOSITE+OR_PORTION	undurchsichtige Pflanzenportion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
sols	fertige Salzspecies	SOL_SALT+S_SPECIES	fertiger Saatgutposten	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
solaiin	Salz, Menge III	SOL_SALT+A+IIN_III	Saatgut, Charge III	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
shody	vollständig eingeweichter Ansatz	SH_MOIST+O_PREP+DY_FINISHED	einweichen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	46	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
ksheo	heißer Feuchtansatz	K_HOT+SHEO_MOIST_PREP	Feuchtansatz erwärmen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
akaiin	heiße Rohstoffportion, Stufe III	A_RAW+K_HOT+A+IIN_III	zu gleichen Teilen, heiß III	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
ched	Trockenstufe Mitte, abgeschlossen	CH_DRY+E_MIDDLE+D_CLOSED	verkürzter Trockenbefehl	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	17	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
schesy	getrocknete Samendroge	S_SEED+CHES_DRY_MATERIAL+Y_BASE	gelernte Arzneispecies	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
chyky	trocken-heiß, Grundstufe	CH_DRY+Y_BASE+K_HOT+Y_BASE	trocknen und erneut erhitzen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
shoqoky	Feuchtansatz, heiß am Anfang	SHO_MOIST_PREP+QOKY_HOT_START	Feuchtansatz erhitzen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
shocho	angefeuchteter Trockenansatz	SHO_MOIST_PREP+CHO_DRY_PREP	trocken angesetzte Feuchtdroge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
ckhal	Arzneikompositum, Rohstoffklasse I	CKH_COMPOSITE+AL_RAW_I	Qualitätsform statt Kompositum	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
sholoiin	eingeweichte Drogenzubereitung, Form III	SHOL_MOIST_MATERIAL+O_PREP+IIN_III	Feuchtstoff, Menge III	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
yckhodaiin	Eintrag: Kompositum-Ansatz, Dosis III	Y_ENTRY+CKH_COMPOSITE+O_PREP+DAIIN_DOSE_III	hierzu Kompositum, Dosis III	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
keeody	vollständig ausgekochter Ansatz	K_HOT+EE_END+O_PREP+DY_FINISHED	vollständig auskochen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
lchdal	gemessene trockene Holzdroge, Rohstoff I	L_WOOD+CH_DRY+D_MEASURE+AL_RAW_I	L als Flüssigkeit	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
talody	kalter Rohstoff I, als Ansatz fertig	T_COLD+AL_RAW_I+O_PREP+DY_FINISHED	kalte Rohstoffdosis	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
char	Trockenfraktion I	CH_DRY+AR_FRACTION_I	CHOR als Pflanzenteil	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	75	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
chedyqokam	eine Maßeinheit heiß getrocknete Droge	CHEDY_DRY_FINISHED+QO_FRAME+K_HOT+AM_UNIT_I	verlorene Grenze CHEDY|QOKAM	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
oltedy	kalte Drogenbasis, Mittelstufe erreicht	OL_BASE+T_COLD+E_MIDDLE+DY_FINISHED	abgekühlter Auszug	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	6	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
sheety	vollständig angefeuchtet und gekühlt	SH_MOIST+EE_END+T_COLD+Y_BASE	anfeuchten und kühlen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
keed	Erhitzung bis Endstufe abgeschlossen	K_HOT+EE_END+D_CLOSED	bis zum Ende erhitzen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
olkol	heißer Drogenauszug	OL_BASE+KOL_HOT_MATERIAL	bloß heißes Drogenmaterial	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
olyly	seihe ein zweites Mal ab	LEARNED_OLY_STRAIN+ITERATIVE_Y	abgeseihter Holzauszug	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
ldy	Holzdroge, fertig aufbereitet	L_WOOD+DY_FINISHED	L als Gewichtseinheit	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	24	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
okeshey	heiß angefeuchteter Ansatz, Mittelstufe	O_PREP+K_HOT+E_MIDDLE+SH_MOIST+EY_MIDDLE	gleichzeitig heiß-feuchter Ansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
okeolor	erwärmte Drogenstoffportion	O_PREP+K_HOT+E_MIDDLE+OL_MATERIAL+OR_PORTION	erwärmte Zutat	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
rory	Wurzelportion, Grundform	R_ROOT+OR_PORTION+Y_BASE	rohe Wurzel	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
chedaiin	abgemessene Trockendroge, Dosis III	CH_DRY+E_MIDDLE+D_MEASURE+A+IIN_III	trocken, Stufe III	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	32	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
qoraiin	nimm eine Drogenportion, Menge III	QO_TAKE+OR_PORTION+A+IIN_III	nominale Ansatzportion III	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
dary	abgemessene Fraktion I, abgeschlossen	D_MEASURE+AR_FRACTION_I+Y_CLOSE	Rohfraktion I	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	19	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
shee	vollständig anfeuchten	LEARNED_SH_MOIST+EE_END	vollständig feuchter Zustand	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
ykal	Eintrag: heißer Rohstoff, Klasse I	Y_ENTRY+K_HOT+AL_RAW_I	hierzu heißer Rohstoff	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	9	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
dchokol	abgemessener heißer Trockenansatz	D_MEASURE+CH_DRY+O_PREP+KOL_HOT_MATERIAL	einen Trockenansatz erhitzen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
okeshy	erhitzter, danach angefeuchteter Ansatz	O_PREP+K_HOT+E_MIDDLE+SH_MOIST+Y_BASE	gleichzeitig heiß-feuchter Ansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
ytaiin	Eintrag: kalt, Stufe III	Y_ENTRY+T_COLD+A+IIN_III	hierzu auf Stufe III kühlen	ENTRY_COMPOSITE	STRONG_PRACTICAL_OR_COMPOSITIONAL	39	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
saral	rohe Samenfraktion I	S_SEED+AR_FRACTION_I+AL_RAW_I	rohe Salzfraktion I	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
cholchey	nachgetrocknete Droge, Mittelstufe	CHOL_DRY_MATERIAL+CHEY_DRY_MIDDLE	bloßes Trockengut, Mittelstufe	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
yshealdy	Eintrag: angefeuchteter Rohstoff I, fertig	Y_ENTRY+SHE_MOIST+AL_RAW_I+DY_FINISHED	hierzu angefeuchteter Rohstoff	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
chkain	trocken-heiß, Stufe II	CH_DRY+K_HOT+A+IN_II	heiß-trocken, Stufe II	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	12	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
rolchey	getrockneter Wurzelstoff, Mittelstufe	R_ROOT+OL_MATERIAL+CHEY_DRY_MIDDLE	trockener Wurzelauszug	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
qor	nimm eine Drogenportion	QO_TAKE+OR_PORTION	nominale Drogenportion	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	21	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
qokechey	heiß getrocknete Droge, Mittelstufe	QO_FRAME+K_HOT+E_MIDDLE+CHEY_DRY_MIDDLE	erhitze und trockne	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
deeeese	lange bis zur letzten Stufe ruhen lassen	LEARNED_LONG_REST_WHOLE	vierfach konzentrierte Arzneispecies	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
olkaiin	heiße Drogenbasis, Stufe III	OL_BASE+K_HOT+A+IIN_III	Drogenbasis, Menge III	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	28	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
ary	Drogenfraktion I, abgeschlossen	AR_FRACTION_I+Y_CLOSE	Drogenfraktion I, Grundform	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	15	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
tolkain	gekühltes Material, wiedererwärmt auf Stufe II	T_COLD+OL_MATERIAL+K_HOT+A+IN_II	gleichzeitig kalt-heißes Material	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
qotl	kalte Holzdroge	LEARNED_CONTRACTION_OF_QOTOL	verkürztes kaltes Material	LEARNED_WHOLE	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
l	Pfund / Gewichtseinheit	LEARNED_FREE_LIBRA_SIGLUM	freies Holzzeichen	CONTEXT_SCOPED_LEARNED_SIGLUM	CONTEXT_STRONG_READER_MERGE__FREE_SIGLUM_LOW	163	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V40_REPLACEABLE
ychedy	Eintrag: getrocknete Droge, fertig	Y_ENTRY+CHEDY_DRY_FINISHED	hierzu getrocknete Droge	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
olshey	eingeweichte Drogenbasis, Mittelstufe	OL_BASE+SHEY_MOIST_MIDDLE	nur feuchtes Material	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	13	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
qoly	gib Vorstehendes hinzu und schließe die Zugabe ab	QOL_ADD+Y_CLOSE	Q+OLY: seihe ab	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
taldain	kalter Rohstoff I, Dosis II	T_COLD+AL_RAW_I+D_DOSE+AIN_II	kalter Rohstoff, Stufe II	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
chetyry	getrocknete, abgekühlte Rohwurzel	CH_DRY+ET_COLD+R_ROOT+Y_BASE	gekühlte Trockenfraktion	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
okair	heiße Drogenfraktion II im Ansatz	O_PREP+K_HOT+AIR_FRACTION_II	heißer Ansatz, Stufe II	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	18	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
oraiiin	Drogenportion IV	OR_PORTION+A+IIIN_IV	Qualitätsstufe IV	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
olaiin	Drogenstoff, Menge III	OL_BASE+A+IIN_III	Drogenstoff, Qualitätsstufe III	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	39	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
salchtedytar	fertig getrocknete, abgekühlte Samenfraktion I	SAL_SEED_RAW+CH_DRY+T_COLD+EDY_FINISHED+TAR_FRACTION_I	gelerntes langes Drogenetikett	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
qoteytyqoky	zunächst bis Mittelstufe kühlen, dann heiß ansetzen	QOTEY_COLD_MIDDLE+TY_SEQUENCE+QOKY_HOT_START	statische Qualitätsfolge	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
sholdy	vollständig eingeweichte Droge	SHOL_MOIST_MATERIAL+DY_FINISHED	einweichen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	6	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
lkedy	erhitzte Holzdroge, Mittelstufe, fertig	L_WOOD+K_HOT+E_MIDDLE+DY_FINISHED	erwärmte Flüssigkeit	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	26	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
qotaldy	kalter Rohstoff I, fertig aufbereitet	QO_FRAME+T_COLD+AL_RAW_I+DY_FINISHED	Rohstoff abkühlen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
oychey	Ansatz aus dieser Trockenform I	O_PREP+Y_REFERENCE+CHEY_DRY_MIDDLE	gewöhnlicher Trockenansatz Form I	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
olain	Drogenstoff, Menge II	OL_BASE+A+IN_II	Drogenstoff, Qualitätsstufe II	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V40_REPLACEABLE
