event_id	page	record	statement_id	surface	event_role	event_reading_de	workshop_phase	phase_assignment_complete
E054	f11r	H3	H3-S004	cthy	ARGUMENT_OR_STATE	bereit · dieser Posten	ARGUMENT_OR_STATE	YES
E055	f11r	H3	H3-S004	dy	ARGUMENT_OR_STATE	dieser Posten	ARGUMENT_OR_STATE	YES
E056	f55v	H4	H4-S001	qokaiin	ACTION	bis zum Sollmaß beschicken	MEASURE_CHARGE	YES
E057	f55v	H4	H4-S001	chaiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E058	f55v	H4	H4-S001	ykain	ACTION	dosiert zugeben	MEASURE_CHARGE	YES
E059	f55v	H4	H4-S001	ykan	ACTION	zugeben	MEASURE_CHARGE	YES
E060	f55v	H4	H4-S001	ody	ARGUMENT_OR_STATE	Arbeitsgang; Schritt schließen	ARGUMENT_OR_STATE	YES
E061	f55v	H4	H4-S002	daiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E062	f55v	H4	H4-S002	chedy	ACTION	abmessen und umsetzen	MEASURE_CHARGE	YES
E063	f55v	H4	H4-S002	talam	ACTION	verwahren	SETTLE	YES
E064	f55v	H4	H4-S003	ykaiin	ACTION	dosiert zugeben	MEASURE_CHARGE	YES
E065	f55v	H4	H4-S003	cheoar	ACTION	entnehmen	MATERIAL_PREP	YES
E066	f55v	H4	H4-S003	cheeky	ACTION	temperieren	THERMAL	YES
E067	f55v	H4	H4-S003	oldy	ARGUMENT_OR_STATE	fortsetzen; Schritt schließen	ARGUMENT_OR_STATE	YES
E068	f55v	H4	H4-S004	aiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E069	f55v	H4	H4-S004	okal	ACTION	anlegen	APPLY	YES
E070	f55v	H4	H4-S004	oltchy	ACTION	eintragen	MATERIAL_PREP	YES
E071	f55v	H4	H4-S004	or	ARGUMENT_OR_STATE	Ansatz	ARGUMENT_OR_STATE	YES
E072	f55v	H4	H4-S004	y	ARGUMENT_OR_STATE	dieser Posten	ARGUMENT_OR_STATE	YES
E073	f55v	H4	H4-S004	orain	ARGUMENT_OR_STATE	Ansatz · Portion	ARGUMENT_OR_STATE	YES
E074	f56r	H5	H5-S001	chochor	ACTION	abziehen	MATERIAL_PREP	YES
E075	f56r	H5	H5-S001	cho	ARGUMENT_OR_STATE	Gabe	ARGUMENT_OR_STATE	YES
E076	f56r	H5	H5-S001	chodaly	ARGUMENT_OR_STATE	Gabe · bezeichnete Stelle · dieser Posten	ARGUMENT_OR_STATE	YES
E077	f56r	H5	H5-S001	daiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E078	f56r	H5	H5-S001	sho	ARGUMENT_OR_STATE	Gabe	ARGUMENT_OR_STATE	YES
E079	f56r	H5	H5-S001	kchol	ACTION	zuführen	ROUTE	YES
E080	f56r	H5	H5-S001	otchor	ACTION	abziehen	MATERIAL_PREP	YES
E081	f56r	H5	H5-S001	choky	ACTION	Pflanzenstoff in den Ansatz geben	SPECIALIST	YES
E082	f56r	H5	H5-S001	dal	ARGUMENT_OR_STATE	bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E083	f56r	H5	H5-S002	schol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E084	f56r	H5	H5-S002	choy	ARGUMENT_OR_STATE	Gabe · dieser Posten	ARGUMENT_OR_STATE	YES
E085	f56r	H5	H5-S002	choky	ACTION	anlegen	APPLY	YES
E086	f56r	H5	H5-S002	cheeckhody	ACTION	ablaufen lassen	ROUTE	YES
E087	f56r	H5	H5-S003	sh	ACTION	ziehen lassen	HOLD	YES
E088	f56r	H5	H5-S003	cho	ARGUMENT_OR_STATE	Gabe	ARGUMENT_OR_STATE	YES
E089	f56r	H5	H5-S003	kchey	ACTION	zugeben	MEASURE_CHARGE	YES
E090	f56r	H5	H5-S003	qokokchy	ACTION	einsetzen + einsetzen	MEASURE_CHARGE	YES
E091	f56r	H5	H5-S004	okchy	ACTION	Pflanzenstoff in den Ansatz geben	SPECIALIST	YES
E092	f56r	H5	H5-S004	chokcheo	ACTION	ansetzen + abziehen	SPECIALIST>MATERIAL_PREP	YES
E093	f56r	H5	H5-S004	kchal	ACTION	zuführen	ROUTE	YES
E094	f56r	H5	H5-S005	sho	ARGUMENT_OR_STATE	Gabe	ARGUMENT_OR_STATE	YES
E095	f56r	H5	H5-S005	chokchy	ACTION	ansetzen	SPECIALIST	YES
E096	f56r	H5	H5-S005	kchoar	ACTION	zugeben	MEASURE_CHARGE	YES
E097	f56r	H5	H5-S005	sotodan	ARGUMENT_OR_STATE	danach · Arbeitsgang · Portion	ARGUMENT_OR_STATE	YES
E098	f56r	H5	H5-S006	otchey	ARGUMENT_OR_STATE	danach · dieser Posten	ARGUMENT_OR_STATE	YES
E099	f56r	H5	H5-S006	keol	ACTION	zugeben	MEASURE_CHARGE	YES
E100	f56r	H5	H5-S006	daiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E101	f81v	B1	B1-S001	qokedy	ACTION	einwirken lassen	HOLD	YES
E102	f81v	B1	B1-S002	okaiin	ACTION	bis zum Sollmaß beschicken	MEASURE_CHARGE	YES
E103	f81v	B1	B1-S002	kair	ACTION	einspeisen	ROUTE	YES
E104	f81v	B1	B1-S002	okal	ACTION	anlegen	APPLY	YES
E105	f81v	B1	B1-S002	sar	ARGUMENT_OR_STATE	von dort	ARGUMENT_OR_STATE	YES
E106	f81v	B1	B1-S002	ol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E107	f81v	B1	B1-S002	kain	ACTION	dosiert zugeben	MEASURE_CHARGE	YES
E108	f81v	B1	B1-S002	olkain	ACTION	dosiert zugeben	MEASURE_CHARGE	YES
E109	f81v	B1	B1-S002	al	ARGUMENT_OR_STATE	bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E110	f81v	B1	B1-S002	ol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E111	f81v	B1	B1-S002	rol	ACTION	abkühlen lassen	THERMAL	YES
E112	f81v	B1	B1-S002	dl	ACTION	führen	ROUTE	YES
E113	f81v	B1	B1-S002	olor	ARGUMENT_OR_STATE	fortsetzen · Ansatz	ARGUMENT_OR_STATE	YES
E114	f81v	B1	B1-S002	ol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E115	f81v	B1	B1-S002	sheckhal	ACTION	zurückhalten	HOLD	YES
E116	f81v	B1	B1-S002	daiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E117	f81v	B1	B1-S002	qokeedal	ACTION	anlegen	APPLY	YES
E118	f81v	B1	B1-S002	daiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E119	f81v	B1	B1-S002	chckhy	ARGUMENT_OR_STATE	Durchlass · dieser Posten	ARGUMENT_OR_STATE	YES
E120	f81v	B1	B1-S002	schedy	ACTION	durchleiten	ROUTE	YES
E121	f81v	B1	B1-S003	qol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E122	f81v	B1	B1-S003	sshkchdy	ACTION	halten + zugeben + überführen	HOLD>MEASURE_CHARGE>ROUTE	YES
E123	f81v	B1	B1-S004	chedy	ACTION	umschöpfen	ROUTE	YES
E124	f81v	B1	B1-S004	ol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E125	f81v	B1	B1-S004	shedy	ACTION	absetzen lassen	SETTLE	YES
E126	f81v	B1	B1-S005	qolchedy	ACTION	in die nächste Station weitergeben	ROUTE	YES
E127	f81v	B1	B1-S006	qokain	ACTION	eine Portion einfüllen	MEASURE_CHARGE	YES
E128	f81v	B1	B1-S006	shckhy	ARGUMENT_OR_STATE	Durchlass · dieser Posten	ARGUMENT_OR_STATE	YES
E129	f81v	B1	B1-S006	dl	ACTION	durchleiten	ROUTE	YES
E130	f81v	B1	B1-S006	ral	ACTION	abkühlen lassen	THERMAL	YES
E131	f81v	B1	B1-S007	qokchdy	ACTION	einsetzen + überführen	MEASURE_CHARGE>ROUTE	YES
E132	f81v	B1	B1-S008	chey	ARGUMENT_OR_STATE	dieser Posten	ARGUMENT_OR_STATE	YES
E133	f81v	B1	B1-S008	ol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E134	f81v	B1	B1-S008	cheky	ACTION	warm halten	HOLD	YES
E135	f81v	B1	B1-S008	ol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E136	f81v	B1	B1-S008	shedy	ACTION	absetzen lassen	SETTLE	YES
E137	f81v	B1	B1-S009	qokedy	ACTION	einwirken lassen	HOLD	YES
E138	f81v	B1	B1-S010	qokedy	ACTION	einwirken lassen	HOLD	YES
E139	f81v	B1	B1-S011	chckhy	ARGUMENT_OR_STATE	Durchlass · dieser Posten	ARGUMENT_OR_STATE	YES
E140	f81v	B1	B1-S011	qoky	ACTION	einleiten	ROUTE	YES
E141	f81v	B1	B1-S012	lsho	ACTION	waschen	WASH	YES
E142	f81v	B1	B1-S012	qokey	ACTION	wirken lassen	HOLD	YES
E143	f81v	B1	B1-S012	lshedy	ACTION	durchwaschen	WASH	YES
E144	f81v	B1	B1-S013	lshedy	ACTION	durchwaschen	WASH	YES
E145	f81v	B1	B1-S014	chedy	ACTION	umschöpfen	ROUTE	YES
E146	f81v	B1	B1-S014	qolky	ACTION	auffangen	SETTLE	YES
E147	f81v	B1	B1-S014	lchedal	ACTION	hinleiten + umfüllen	ROUTE	YES
E148	f81v	B1	B1-S014	qol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E149	f81v	B1	B1-S014	otar	ARGUMENT_OR_STATE	danach · von dort	ARGUMENT_OR_STATE	YES
E150	f81v	B1	B1-S015	ytey	ACTION	übertragen	ROUTE	YES
E151	f81v	B1	B1-S015	okchedy	ACTION	einsetzen + überführen	MEASURE_CHARGE>ROUTE	YES
E152	f81v	B1	B1-S016	qokal	ACTION	anlegen	APPLY	YES
E153	f81v	B1	B1-S016	okeey	ACTION	wirken lassen	HOLD	YES
E154	f81v	B1	B1-S016	qol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E155	f81v	B1	B1-S016	cheedy	ACTION	absetzen lassen	SETTLE	YES
E156	f81v	B1	B1-S017	sal	ARGUMENT_OR_STATE	bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E157	f81v	B1	B1-S017	teol	ARGUMENT_OR_STATE	kurz · fortsetzen	ARGUMENT_OR_STATE	YES
E158	f81v	B1	B1-S017	dchdy	ACTION	umfüllen	ROUTE	YES
E159	f81v	B1	B1-S018	ly	ACTION	führen	ROUTE	YES
E160	f81v	B1	B1-S018	dsheol	ACTION	stehen lassen	HOLD	YES
E161	f81v	B1	B1-S018	oiiin	ARGUMENT_OR_STATE	Arbeitsgang · Sollstufe	ARGUMENT_OR_STATE	YES
E162	f81v	B1	B1-S018	olkeedy	ACTION	auffangen und stehen lassen	SETTLE>HOLD	YES
E163	f81v	B1	B1-S019	tedy	ACTION	absetzen lassen	SETTLE	YES
E164	f81v	B1	B1-S020	cheky	ACTION	warm halten	HOLD	YES
E165	f81v	B1	B1-S020	shckhedy	ACTION	zurückhalten	HOLD	YES
E166	f81v	B1	B1-S021	chal	ARGUMENT_OR_STATE	bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E167	f82r	B2	B2-S001	dchedy	ACTION	in die nächste Station weitergeben	ROUTE	YES
E168	f82r	B2	B2-S002	qolchedy	ACTION	in die nächste Station weitergeben	ROUTE	YES
E169	f82r	B2	B2-S003	qokain	ACTION	eine Portion einfüllen	MEASURE_CHARGE	YES
E170	f82r	B2	B2-S003	dy	ARGUMENT_OR_STATE	dieser Posten	ARGUMENT_OR_STATE	YES
E171	f82r	B2	B2-S003	qokeedy	ACTION	einwirken lassen	HOLD	YES
E172	f82r	B2	B2-S004	qokal	ACTION	anlegen	APPLY	YES
E173	f82r	B2	B2-S004	lcheckhy	ACTION	durchleiten	ROUTE	YES
E174	f82r	B2	B2-S004	lched	ACTION	führen + umsetzen	ROUTE>SPECIALIST	YES
E175	f82r	B2	B2-S004	qokeey	ACTION	wirken lassen	HOLD	YES
E176	f82r	B2	B2-S004	lcheckhedy	ACTION	durchleiten	ROUTE	YES
E177	f82r	B2	B2-S005	qokaly	ACTION	anlegen	APPLY	YES
E178	f82r	B2	B2-S005	solkaiin	ACTION	bis zum Maß auffangen	SETTLE	YES
E179	f82r	B2	B2-S005	chckhy	ARGUMENT_OR_STATE	Durchlass · dieser Posten	ARGUMENT_OR_STATE	YES
E180	f82r	B2	B2-S005	qokaiin	ACTION	einleiten	ROUTE	YES
E181	f82r	B2	B2-S005	qokaiin	ACTION	einleiten	ROUTE	YES
E182	f82r	B2	B2-S005	octheol	ARGUMENT_OR_STATE	Arbeitsgang · bereit · kurz · fortsetzen	ARGUMENT_OR_STATE	YES
E183	f82r	B2	B2-S005	chkeey	ACTION	warm halten	HOLD	YES
E184	f82r	B2	B2-S005	ldy	ACTION	abführen	ROUTE	YES
E185	f82r	B2	B2-S006	oteey	ARGUMENT_OR_STATE	danach · länger · dieser Posten	ARGUMENT_OR_STATE	YES
E186	f82r	B2	B2-S006	qokal	ACTION	anlegen	APPLY	YES
E187	f82r	B2	B2-S006	sheckhy	ACTION	zurückhalten	HOLD	YES
E188	f82r	B2	B2-S006	qoky	ACTION	den Arbeitsstoff einsetzen	MEASURE_CHARGE	YES
E189	f82r	B2	B2-S007	dshedy	ACTION	ruhen lassen	SETTLE	YES
E190	f82r	B2	B2-S008	sotaiin	ARGUMENT_OR_STATE	danach · vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E191	f82r	B2	B2-S008	qokar	ACTION	aus der bezeichneten Quelle beschicken	MEASURE_CHARGE	YES
E192	f82r	B2	B2-S008	shedy	ACTION	absetzen lassen	SETTLE	YES
E193	f82r	B2	B2-S009	solshedy	ACTION	ruhen lassen	SETTLE	YES
E194	f82r	B2	B2-S010	qokeey	ACTION	wirken lassen	HOLD	YES
E195	f82r	B2	B2-S010	qoky	ACTION	den Arbeitsstoff einsetzen	MEASURE_CHARGE	YES
E196	f82r	B2	B2-S010	ls	ARGUMENT_OR_STATE	weiter	ARGUMENT_OR_STATE	YES
E197	f82r	B2	B2-S010	cheey	ACTION	stehen lassen	HOLD	YES
E198	f82r	B2	B2-S011	okain	ACTION	eine Portion einfüllen	MEASURE_CHARGE	YES
E199	f82r	B2	B2-S011	char	ARGUMENT_OR_STATE	von dort	ARGUMENT_OR_STATE	YES
E200	f82r	B2	B2-S011	okain	ACTION	eine Portion einfüllen	MEASURE_CHARGE	YES
E201	f82r	B2	B2-S011	qokeedy	ACTION	einwirken lassen	HOLD	YES
E202	f82r	B2	B2-S012	lchy	ACTION	führen + abnehmen	ROUTE>MATERIAL_PREP	YES
E203	f82r	B2	B2-S012	cheey	ACTION	stehen lassen	HOLD	YES
E204	f82r	B2	B2-S012	qcthey	ARGUMENT_OR_STATE	bereit · kurz · dieser Posten	ARGUMENT_OR_STATE	YES
E205	f82r	B2	B2-S012	qokeey	ACTION	wirken lassen	HOLD	YES
E206	f82r	B2	B2-S012	lcheey	ACTION	führen	ROUTE	YES
E207	f82r	B2	B2-S012	daiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E208	f82r	B2	B2-S012	chey	ARGUMENT_OR_STATE	dieser Posten	ARGUMENT_OR_STATE	YES
E209	f82r	B2	B2-S012	qokeeedy	ACTION	vollständig beschicken und abschließen	MEASURE_CHARGE	YES
E210	f82r	B2	B2-S013	lchedy	ACTION	abführen + überführen	ROUTE	YES
E211	f82r	B2	B2-S014	lar	ACTION	ableiten	ROUTE	YES
E212	f82r	B2	B2-S015	tshey	ACTION	stehen lassen	HOLD	YES
E213	f82r	B2	B2-S015	qokeedy	ACTION	einwirken lassen	HOLD	YES
E214	f82r	B2	B2-S016	cheal	ARGUMENT_OR_STATE	bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E215	f82r	B2	B2-S016	lchedar	ACTION	ableiten + umfüllen	ROUTE	YES
E216	f82r	B2	B2-S016	ches	ACTION	abnehmen + abteilen	MATERIAL_PREP	YES
E217	f82r	B2	B2-S016	aiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E218	f82r	B2	B2-S016	oteey	ARGUMENT_OR_STATE	danach · länger · dieser Posten	ARGUMENT_OR_STATE	YES
E219	f82r	B2	B2-S016	qokaiin	ACTION	bis zum Sollmaß beschicken	MEASURE_CHARGE	YES
E220	f82r	B2	B2-S016	okey	ACTION	wirken lassen	HOLD	YES
E221	f82r	B2	B2-S016	pchedy	ACTION	einfüllen + überführen	MEASURE_CHARGE>ROUTE	YES
E222	f82r	B2	B2-S017	rsheal	ACTION	abkühlen lassen + ruhen lassen	THERMAL>SETTLE	YES
E223	f82r	B2	B2-S017	daldy	ARGUMENT_OR_STATE	bezeichnete Stelle; Schritt schließen	ARGUMENT_OR_STATE	YES
E224	f82r	B2	B2-S018	qokeedy	ACTION	einwirken lassen	HOLD	YES
E225	f82r	B2	B2-S019	rshedy	ACTION	auskühlen lassen + absetzen lassen	THERMAL>SETTLE	YES
E226	f82r	B2	B2-S020	qoteedy	ARGUMENT_OR_STATE	danach · länger; Schritt schließen	ARGUMENT_OR_STATE	YES
E227	f82r	B2	B2-S021	qokeedy	ACTION	einwirken lassen	HOLD	YES
E228	f82r	B2	B2-S022	lochedy	ACTION	abführen + überführen	ROUTE	YES
E229	f83r	B3	B3-S001	olkeedy	ACTION	auffangen und stehen lassen	SETTLE>HOLD	YES
E230	f83r	B3	B3-S002	qotal	ARGUMENT_OR_STATE	danach · bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E231	f83r	B3	B3-S002	chkeedy	ACTION	anwärmen	THERMAL	YES
E232	f83r	B3	B3-S003	chey	ARGUMENT_OR_STATE	dieser Posten	ARGUMENT_OR_STATE	YES
E233	f83r	B3	B3-S003	daiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E234	f83r	B3	B3-S003	chey	ARGUMENT_OR_STATE	dieser Posten	ARGUMENT_OR_STATE	YES
E235	f83r	B3	B3-S003	lchedy	ACTION	abführen + abmessen und umsetzen	ROUTE>MEASURE_CHARGE	YES
E236	f83r	B3	B3-S004	qokaiin	ACTION	bis zum Sollmaß beschicken	MEASURE_CHARGE	YES
E237	f83r	B3	B3-S004	qotal	ARGUMENT_OR_STATE	danach · bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E238	f83r	B3	B3-S004	dar	ARGUMENT_OR_STATE	von dort	ARGUMENT_OR_STATE	YES
E239	f83r	B3	B3-S005	schedy	ACTION	umfüllen	ROUTE	YES
E240	f83r	B3	B3-S006	chedchy	ACTION	umschöpfen	ROUTE	YES
E241	f83r	B3	B3-S006	qokal	ACTION	anlegen	APPLY	YES
E242	f83r	B3	B3-S006	olchedy	ACTION	in die nächste Station weitergeben	ROUTE	YES
E243	f83r	B3	B3-S007	qokaiin	ACTION	bis zum Sollmaß beschicken	MEASURE_CHARGE	YES
E244	f83r	B3	B3-S007	chedy	ACTION	umschöpfen	ROUTE	YES
E245	f83r	B3	B3-S007	qokeedy	ACTION	einwirken lassen	HOLD	YES
E246	f83r	B3	B3-S008	lchedy	ACTION	abführen + überführen	ROUTE	YES
E247	f83r	B3	B3-S009	qoky	ACTION	den Arbeitsstoff einsetzen	MEASURE_CHARGE	YES
E248	f83r	B3	B3-S010	pchedal	ACTION	einfüllen + umfüllen	MEASURE_CHARGE>ROUTE	YES
E249	f83r	B3	B3-S010	otedy	ARGUMENT_OR_STATE	danach · kurz; Schritt schließen	ARGUMENT_OR_STATE	YES
E250	f83r	B3	B3-S011	shecthedchy	ACTION	halten + umsetzen	HOLD>SPECIALIST	YES
E251	f83r	B3	B3-S011	qoky	ACTION	den Arbeitsstoff einsetzen	MEASURE_CHARGE	YES
E252	f83r	B3	B3-S011	chedy	ACTION	umschöpfen	ROUTE	YES
E253	f83r	B3	B3-S011	chary	ARGUMENT_OR_STATE	von dort · dieser Posten	ARGUMENT_OR_STATE	YES
E254	f83r	B3	B3-S012	sor	ARGUMENT_OR_STATE	Ansatz	ARGUMENT_OR_STATE	YES
E255	f83r	B3	B3-S012	shedy	ACTION	absetzen lassen	SETTLE	YES
E256	f83r	B3	B3-S013	qokaiin	ACTION	bis zum Sollmaß beschicken	MEASURE_CHARGE	YES
E257	f83r	B3	B3-S013	chkain	ACTION	dosiert zugeben	MEASURE_CHARGE	YES
E258	f83r	B3	B3-S013	shcthey	ARGUMENT_OR_STATE	bereit · kurz · dieser Posten	ARGUMENT_OR_STATE	YES
E259	f83r	B3	B3-S013	qokedy	ACTION	einwirken lassen	HOLD	YES
E260	f83r	B3	B3-S014	okair	ACTION	einleiten	ROUTE	YES
E261	f83r	B3	B3-S014	sheedy	ACTION	ruhen lassen	SETTLE	YES
E262	f83r	B3	B3-S015	lchedy	ACTION	abführen + überführen	ROUTE	YES
E263	f83r	B3	B3-S016	lo	ACTION	führen	ROUTE	YES
E264	f83r	B3	B3-S016	qokchedy	ACTION	einsetzen + überführen	MEASURE_CHARGE>ROUTE	YES
E265	f83r	B3	B3-S017	qokeedy	ACTION	einwirken lassen	HOLD	YES
E266	f83r	B3	B3-S018	shedy	ACTION	absetzen lassen	SETTLE	YES
E267	f83r	B3	B3-S019	qokshedy	ACTION	einwirken lassen + ruhen lassen	HOLD>SETTLE	YES
