event_id	root	page	record	statement_id	owner_de	card_no	surface	component_recipe	statement_position	previous_recipe	next_recipe	pass729_atomic_reading_de	practical_expansion_de	full_statement_de
E116	AIIN	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC009	daiin	AIIN	MIDDLE	SH+E+CKH+AL	OK+EE+AL	SOLLMASS	bis zum vorgeschriebenen Sollmaß	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zugeben. Am Ziel aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E118	AIIN	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC009	daiin	AIIN	MIDDLE	OK+EE+AL	CKH+Y	SOLLMASS	bis zum vorgeschriebenen Sollmaß	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zugeben. Am Ziel aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E127	AIN	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	PROC080	qokain	OK+AIN	FIRST	START	CKH+Y	ANSETZEN · PORTION	eine konkrete Portion	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann weiterleiten; dann zum Ziel kuehlen.
E161	IIN	f81v	B1	B1-S018	gemeinsame zweireihige Figuren-/Beckenstation	PROC097	oiiin	O+IIN	MIDDLE	SH+E+OL	SOLK+EE+DY	ARBEITSGANG · ARBEITSSTUFE	bis zur benannten Arbeitsstufe	Am gemeinsamen zweireihigen Becken: Den laufenden Posten weiterleiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Arbeitsstufe; dann laenger auffangen; den Schritt schliessen.
E169	AIN	f82r	B2	B2-S003	oberes Beckenpaar mit Zylinder	PROC080	qokain	OK+AIN	FIRST	START	Y	ANSETZEN · PORTION	eine konkrete Portion	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.
E178	AIIN	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	PROC105	solkaiin	SOLK+AIIN	MIDDLE	OK+AL+Y	CKH+Y	AUFFANGEN · SOLLMASS	bis zum vorgeschriebenen Sollmaß	An den oberen Paarbecken mit Zylinder: Den Posten am Ziel ansetzen und nach Sollmass auffangen. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft fortsetzen, laenger erwaermen, weiterleiten und schliessen.
E180	AIIN	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	PROC038	qokaiin	OK+AIIN	MIDDLE	CKH+Y	OK+AIIN	ANSETZEN · SOLLMASS	bis zum vorgeschriebenen Sollmaß	An den oberen Paarbecken mit Zylinder: Den Posten am Ziel ansetzen und nach Sollmass auffangen. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft fortsetzen, laenger erwaermen, weiterleiten und schliessen.
E181	AIIN	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	PROC038	qokaiin	OK+AIIN	MIDDLE	OK+AIIN	O+CTH+E+OL	ANSETZEN · SOLLMASS	bis zum vorgeschriebenen Sollmaß	An den oberen Paarbecken mit Zylinder: Den Posten am Ziel ansetzen und nach Sollmass auffangen. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft fortsetzen, laenger erwaermen, weiterleiten und schliessen.
E190	AIIN	f82r	B2	B2-S008	mittleres linkes Handgerät mit Inline-Knoten	PROC112	sotaiin	OT+AIIN	FIRST	START	OK+AR	DANACH · SOLLMASS	bis zum vorgeschriebenen Sollmaß	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann absetzen lassen; den Schritt schliessen.
E198	AIN	f82r	B2	B2-S011	mittlere rechte unklare Station	PROC080	okain	OK+AIN	FIRST	START	AR	ANSETZEN · PORTION	eine konkrete Portion	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.
E200	AIN	f82r	B2	B2-S011	mittlere rechte unklare Station	PROC080	okain	OK+AIN	MIDDLE	AR	OK+EE+DY	ANSETZEN · PORTION	eine konkrete Portion	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.
E207	AIIN	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	PROC009	daiin	AIIN	MIDDLE	L+EE+Y	Y	SOLLMASS	bis zum vorgeschriebenen Sollmaß	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten weiterleiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger weiterleiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.
E217	AIIN	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	PROC009	aiin	AIIN	MIDDLE	CH+E+S	OT+EE+Y	SOLLMASS	bis zum vorgeschriebenen Sollmaß	An den Randstationen des unteren Beckens: Am Ziel aus der Quelle weiterleiten und umsetzen. Kurz entnehmen und teilen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einfuellen, umsetzen und schliessen.
E219	AIIN	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	PROC038	qokaiin	OK+AIIN	MIDDLE	OT+EE+Y	OK+E+Y	ANSETZEN · SOLLMASS	bis zum vorgeschriebenen Sollmaß	An den Randstationen des unteren Beckens: Am Ziel aus der Quelle weiterleiten und umsetzen. Kurz entnehmen und teilen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einfuellen, umsetzen und schliessen.
E233	AIIN	f83r	B3	B3-S003	obere offene Fächerstation am Rand	PROC009	daiin	AIIN	MIDDLE	Y	Y	SOLLMASS	bis zum vorgeschriebenen Sollmaß	An der oberen offenen Faecherstation: Den laufenden Posten nach Sollmass beibehalten, anschliessend weiterleiten und umsetzen, dann schliessen.
E236	AIIN	f83r	B3	B3-S004	obere offene Fächerstation am Rand	PROC038	qokaiin	OK+AIIN	FIRST	START	OT+AL	ANSETZEN · SOLLMASS	bis zum vorgeschriebenen Sollmaß	An der oberen offenen Faecherstation: Nach Mass ansetzen; danach zum Ziel wechseln und aus der Quelle weiterarbeiten.
E243	AIIN	f83r	B3	B3-S007	mittlere Randfigur im runden Gefäß	PROC038	qokaiin	OK+AIIN	FIRST	START	CHD+Y	ANSETZEN · SOLLMASS	bis zum vorgeschriebenen Sollmaß	Am runden Mittelgefaess: Nach Mass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.
E256	AIIN	f83r	B3	B3-S013	untere Randfigur im korbartigen Gefäß	PROC038	qokaiin	OK+AIIN	FIRST	START	K+AIN	ANSETZEN · SOLLMASS	bis zum vorgeschriebenen Sollmaß	Am unteren Korbgefaess: Nach Mass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.
E257	AIN	f83r	B3	B3-S013	untere Randfigur im korbartigen Gefäß	PROC069	chkain	K+AIN	MIDDLE	OK+AIIN	CTH+E+Y	ZUGEBEN · PORTION	eine konkrete Portion	Am unteren Korbgefaess: Nach Mass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.
E270	AIIN	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC038	qokaiin	OK+AIIN	FIRST	START	CTH+Y	ANSETZEN · SOLLMASS	bis zum vorgeschriebenen Sollmaß	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereitet halten. Am Ziel nach Sollmass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, am Ziel erneut bereitet halten, umsetzen und schliessen.
E274	AIIN	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC009	saiin	AIIN	MIDDLE	Y	SHED+AL	SOLLMASS	bis zum vorgeschriebenen Sollmaß	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereitet halten. Am Ziel nach Sollmass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, am Ziel erneut bereitet halten, umsetzen und schliessen.
E286	AIIN	f83r	B3	B3-S026	unverbundener Zwischenbereich	PROC147	chldaiin	L+AIIN	MIDDLE	EE+AR	CHD+Y	WEITERLEITEN · SOLLMASS	bis zum vorgeschriebenen Sollmaß	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz am Ziel kuehlen, laenger auffangen und schliessen.
E288	AIN	f83r	B3	B3-S026	unverbundener Zwischenbereich	PROC080	qokain	OK+AIN	MIDDLE	CHD+Y	CTH+Y	ANSETZEN · PORTION	eine konkrete Portion	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz am Ziel kuehlen, laenger auffangen und schliessen.
E299	AIIN	f83r	B3	B3-S030	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC009	saiin	AIIN	MIDDLE	OK+Y	CHD+AIR	SOLLMASS	bis zum vorgeschriebenen Sollmaß	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.
E303	AIN	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC151	chedain	CHD+AIN	FIRST	START	CHD+Y	UMSETZEN · PORTION	eine konkrete Portion	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.
E305	AIIN	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC152	qotedaiin	OT+E+AIIN	MIDDLE	CHD+Y	OT+AIIN	DANACH · KURZ · SOLLMASS	bis zum vorgeschriebenen Sollmaß	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.
E306	AIIN	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC112	otaiin	OT+AIIN	MIDDLE	OT+E+AIIN	OT+E+DY	DANACH · SOLLMASS	bis zum vorgeschriebenen Sollmaß	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.
E309	IIN	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC097	soiiin	O+IIN	FIRST	START	CTH+Y	ARBEITSGANG · ARBEITSSTUFE	bis zur benannten Arbeitsstufe	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Arbeitsstufe fuehren; den Posten bereitet halten und anwenden; danach nach Sollmass am Ziel weiterfuehren, absetzen und schliessen.
E312	AIIN	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC112	otaiin	OT+AIIN	MIDDLE	T+Y	OL+AL+Y	DANACH · SOLLMASS	bis zum vorgeschriebenen Sollmaß	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Arbeitsstufe fuehren; den Posten bereitet halten und anwenden; danach nach Sollmass am Ziel weiterfuehren, absetzen und schliessen.
E327	AIN	f83r	B4	B4-S005	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC156	dain	AIN	FIRST	START	CHD+Y	PORTION	eine konkrete Portion	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.
E332	AIIN	f83r	B4	B4-S008	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC009	saiin	AIIN	FIRST	START	CHK+EE+Y	SOLLMASS	bis zum vorgeschriebenen Sollmaß	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Mass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.
E338	AIIN	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	PROC009	saiin	AIIN	FIRST	START	CHK+E+Y	SOLLMASS	bis zum vorgeschriebenen Sollmaß	An der linken offenen Randstation: Nach Mass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, fortsetzen, kurz weiterleiten und zugeben, dann schliessen.
E341	AIN	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	PROC080	okain	OK+AIN	MIDDLE	OK+EE+OL	CHD+Y	ANSETZEN · PORTION	eine konkrete Portion	An der linken offenen Randstation: Nach Mass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, fortsetzen, kurz weiterleiten und zugeben, dann schliessen.
E352	AIN	f83r	B4	B4-S015	linke Hauptstation mit offenem Fransenlauf	PROC080	qokain	OK+AIN	FIRST	START	SH+EE+Y	ANSETZEN · PORTION	eine konkrete Portion	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass am Ziel entnehmen, kurz auffangen, weiterleiten, umsetzen und schliessen.
E354	AIN	f83r	B4	B4-S015	linke Hauptstation mit offenem Fransenlauf	PROC069	kain	K+AIN	MIDDLE	SH+EE+Y	CH+CKH+AL	ZUGEBEN · PORTION	eine konkrete Portion	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass am Ziel entnehmen, kurz auffangen, weiterleiten, umsetzen und schliessen.
E358	AIN	f83r	B4	B4-S016	rechte Hauptstation mit S-Lauf und Mehrarmknoten	PROC070	qolkain	OL+K+AIN	FIRST	START	AL	FORTSETZEN · ZUGEBEN · PORTION	eine konkrete Portion	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, am Ziel aus der Quelle nachzugeben, absetzen lassen und schliessen.
E369	AIIN	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	PROC009	aiin	AIIN	MIDDLE	CHD+AL	OL	SOLLMASS	bis zum vorgeschriebenen Sollmaß	An der linken offenen Nebenstation: Am Ziel absetzen und dort weiterarbeiten; weiterleiten und fortsetzen, am Ziel umsetzen, nach Sollmass fortsetzen, fuer den zweiten Durchgang bis zur Arbeitsstufe fuehren und den Posten umsetzen.
E371	IIN	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	PROC169	daiiin	DA+IIN	MIDDLE	OL	CHD+Y	ZWEIT · ARBEITSSTUFE	bis zur benannten Arbeitsstufe	An der linken offenen Nebenstation: Am Ziel absetzen und dort weiterarbeiten; weiterleiten und fortsetzen, am Ziel umsetzen, nach Sollmass fortsetzen, fuer den zweiten Durchgang bis zur Arbeitsstufe fuehren und den Posten umsetzen.
E377	AIIN	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	PROC009	daiin	AIIN	MIDDLE	OL	OL	SOLLMASS	bis zum vorgeschriebenen Sollmaß	An der rechten S-Lauf-Nebenstation: Den Posten laenger auffangen, kurz zugeben, am Ziel kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zum Ziel weiterleiten.
E379	AIN	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	PROC156	dain	AIN	MIDDLE	OL	Y	PORTION	eine konkrete Portion	An der rechten S-Lauf-Nebenstation: Den Posten laenger auffangen, kurz zugeben, am Ziel kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zum Ziel weiterleiten.
