order_id	order_mark_id	stage	page	unit	source_id	surface	identity	component_recipe	concrete_default_de	owner_or_handle_de	calibration_set
WH01	WH01-M013	MAKE_A.G2	f10r	H1-S002	E013	chol	PROC013	OL	WEITER	Bildprodukt A.G2	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M014	MAKE_A.G2	f10r	H1-S002	E014	cthy	PROC014	CTH+Y	BEREITEN · POSTEN	Bildprodukt A.G2	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M015	APPLY_B1	f81v	B1-S001	E101	qokedy	PROC067	OK+E+DY	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M016	APPLY_B1	f81v	B1-S002	E102	okaiin	PROC038	OK+AIIN	ANSETZEN · EIN KLEINER SCHOEPFBECHER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M017	APPLY_B1	f81v	B1-S002	E103	kair	PROC068	K+AIR	ZUGEBEN · WASSER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M018	APPLY_B1	f81v	B1-S002	E104	okal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M019	APPLY_B1	f81v	B1-S002	E105	sar	PROC003	AR	QUELLE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M020	APPLY_B1	f81v	B1-S002	E106	ol	PROC013	OL	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M021	APPLY_B1	f81v	B1-S002	E107	kain	PROC069	K+AIN	ZUGEBEN · EIN ABGEGRENZTER TEIL	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M022	APPLY_B1	f81v	B1-S002	E108	olkain	PROC070	OL+K+AIN	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M023	APPLY_B1	f81v	B1-S002	E109	al	PROC055	AL	ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M024	APPLY_B1	f81v	B1-S002	E110	ol	PROC013	OL	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M025	APPLY_B1	f81v	B1-S002	E111	rol	PROC071	R+OL	KUEHLEN · WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M026	APPLY_B1	f81v	B1-S002	E112	dl	PROC072	L	LEITEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M027	APPLY_B1	f81v	B1-S002	E113	olor	PROC022	OL+OR	WEITER · ANSATZ	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M028	APPLY_B1	f81v	B1-S002	E114	ol	PROC013	OL	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M029	APPLY_B1	f81v	B1-S002	E115	sheckhal	PROC073	SH+E+CKH+AL	HALTEN · EIN KURZER ARBEITSGANG · DURCHLASS · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M030	APPLY_B1	f81v	B1-S002	E116	daiin	PROC009	AIIN	EIN KLEINER SCHOEPFBECHER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M031	APPLY_B1	f81v	B1-S002	E117	qokeedal	PROC074	OK+EE+AL	ANSETZEN · DREI KURZE ARBEITSGAENGE · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M032	APPLY_B1	f81v	B1-S002	E118	daiin	PROC009	AIIN	EIN KLEINER SCHOEPFBECHER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M033	APPLY_B1	f81v	B1-S002	E119	chckhy	PROC075	CKH+Y	DURCHLASS · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M034	APPLY_B1	f81v	B1-S002	E120	schedy	PROC076	CHD+DY	UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M035	APPLY_B1	f81v	B1-S003	E121	qol	PROC013	OL	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M036	APPLY_B1	f81v	B1-S003	E122	sshkchdy	PROC077	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M037	APPLY_B1	f81v	B1-S004	E123	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M038	APPLY_B1	f81v	B1-S004	E124	ol	PROC013	OL	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M039	APPLY_B1	f81v	B1-S004	E125	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M040	APPLY_B1	f81v	B1-S005	E126	qolchedy	PROC079	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M041	APPLY_B1	f81v	B1-S006	E127	qokain	PROC080	OK+AIN	ANSETZEN · EIN ABGEGRENZTER TEIL	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M042	APPLY_B1	f81v	B1-S006	E128	shckhy	PROC075	CKH+Y	DURCHLASS · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M043	APPLY_B1	f81v	B1-S006	E129	dl	PROC072	L	LEITEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M044	APPLY_B1	f81v	B1-S006	E130	ral	PROC081	R+AL	KUEHLEN · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M045	APPLY_B1	f81v	B1-S007	E131	qokchdy	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M046	APPLY_B1	f81v	B1-S008	E132	chey	PROC019	Y	POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M047	APPLY_B1	f81v	B1-S008	E133	ol	PROC013	OL	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M048	APPLY_B1	f81v	B1-S008	E134	cheky	PROC083	CHK+E+Y	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M049	APPLY_B1	f81v	B1-S008	E135	ol	PROC013	OL	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M050	APPLY_B1	f81v	B1-S008	E136	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M051	APPLY_B1	f81v	B1-S009	E137	qokedy	PROC067	OK+E+DY	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M052	APPLY_B1	f81v	B1-S010	E138	qokedy	PROC067	OK+E+DY	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M053	APPLY_B1	f81v	B1-S011	E139	chckhy	PROC075	CKH+Y	DURCHLASS · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M054	APPLY_B1	f81v	B1-S011	E140	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M055	APPLY_B1	f81v	B1-S012	E141	lsho	PROC084	LSH+O	SPUELEN · ARBEITSGANG	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M056	APPLY_B1	f81v	B1-S012	E142	qokey	PROC085	OK+E+Y	ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M057	APPLY_B1	f81v	B1-S012	E143	lshedy	PROC086	LSH+E+DY	SPUELEN · EIN KURZER ARBEITSGANG · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M058	APPLY_B1	f81v	B1-S013	E144	lshedy	PROC086	LSH+E+DY	SPUELEN · EIN KURZER ARBEITSGANG · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M059	APPLY_B1	f81v	B1-S014	E145	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M060	APPLY_B1	f81v	B1-S014	E146	qolky	PROC087	SOLK+Y	SAMMELN · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M061	APPLY_B1	f81v	B1-S014	E147	lchedal	PROC088	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M062	APPLY_B1	f81v	B1-S014	E148	qol	PROC013	OL	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M063	APPLY_B1	f81v	B1-S014	E149	otar	PROC089	OT+AR	DANACH · QUELLE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M064	APPLY_B1	f81v	B1-S015	E150	ytey	PROC090	T+E+Y	BEARBEITEN · EIN KURZER ARBEITSGANG · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M065	APPLY_B1	f81v	B1-S015	E151	okchedy	PROC091	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M066	APPLY_B1	f81v	B1-S016	E152	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M067	APPLY_B1	f81v	B1-S016	E153	okeey	PROC092	OK+EE+Y	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M068	APPLY_B1	f81v	B1-S016	E154	qol	PROC013	OL	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M069	APPLY_B1	f81v	B1-S016	E155	cheedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M070	APPLY_B1	f81v	B1-S017	E156	sal	PROC055	AL	ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M071	APPLY_B1	f81v	B1-S017	E157	teol	PROC093	E+OL	EIN KURZER ARBEITSGANG · WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M072	APPLY_B1	f81v	B1-S017	E158	dchdy	PROC094	CHD+DY	UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M073	APPLY_B1	f81v	B1-S018	E159	ly	PROC095	L+Y	LEITEN · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M074	APPLY_B1	f81v	B1-S018	E160	dsheol	PROC096	SH+E+OL	HALTEN · EIN KURZER ARBEITSGANG · WEITER	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M075	APPLY_B1	f81v	B1-S018	E161	oiiin	PROC097	O+IIN	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M076	APPLY_B1	f81v	B1-S018	E162	olkeedy	PROC098	SOLK+EE+DY	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M077	APPLY_B1	f81v	B1-S019	E163	tedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M078	APPLY_B1	f81v	B1-S020	E164	cheky	PROC083	CHK+E+Y	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M079	APPLY_B1	f81v	B1-S020	E165	shckhedy	PROC099	SH+CKH+E+DY	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M080	APPLY_B1	f81v	B1-S021	E166	chal	PROC055	AL	ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M081	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G041	yka	A3:G041	Y+K+A_ADDR	DIESER_EINTRAG · BEDINGUNGSTEIL 1 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M082	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G042	chol	A3:G042	OL	WEITER	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M083	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G043	ykar	A3:G043	Y+K+AR	DIESER_EINTRAG · VON · BEDINGUNGSTEIL 3 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M084	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G044	dal	A3:G044	AL	AN	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M085	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G045	ykady	A3:G045	Y+K+A_ADDR+Y	DIESER_EINTRAG · DIESER_EINTRAG · BEDINGUNGSTEIL 5 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M086	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G046	iokeeor	A3:G046	NONE	BEDINGUNGSTEIL 6 VON C5@f69v.2 KOPIEREN	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M087	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G047	cheey	A3:G047	WHOLE[cheey|shey]	BEDINGUNGSTEIL 7 VON C5@f69v.2 KOPIEREN	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M088	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G048	choly	A3:G048	OL+Y	WEITER · DIESER_EINTRAG	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M089	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G049	ykeeal	A3:G049	Y+K+EE+AL	DIESER_EINTRAG · LAENGER · AN · BEDINGUNGSTEIL 9 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M090	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G050	cheo	A3:G050	CHEO	BEDINGUNGSTEIL 10 VON C5@f69v.2 KOPIEREN	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M091	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G051	oaram	A3:G051	O+AR+AM_ADDR	VON · BEDINGUNGSTEIL 11 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M092	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G052	ockhy	A3:G052	O+CKH+Y	DIESER_EINTRAG · BEDINGUNGSTEIL 12 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M093	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G053	sheey	A3:G053	SH+EE+Y	LAENGER · DIESER_EINTRAG · BEDINGUNGSTEIL 13 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M094	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G054	aiin	A3:G054	AIIN	SOLLMASS	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M095	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G055	y	A3:G055	Y	DIESER_EINTRAG	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M096	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G056	daiial	A3:G056	NONE	BEDINGUNGSTEIL 16 VON C5@f69v.2 KOPIEREN	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M097	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G057	cheody	A3:G057	CHEO+Y	DIESER_EINTRAG · BEDINGUNGSTEIL 17 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M098	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G058	cheal	A3:G058	AL	AN	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M099	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G059	yetey	A3:G059	Y+E+T+E+Y	DIESER_EINTRAG · KURZ · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 19 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M100	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G060	chear	A3:G060	CH+E+AR	KURZ · VON · BEDINGUNGSTEIL 20 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M101	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G061	y	A3:G061	Y	DIESER_EINTRAG	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M102	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G062	dy	A3:G062	Y	DIESER_EINTRAG	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M103	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G063	ykey	A3:G063	Y+K+E+Y	DIESER_EINTRAG · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 23 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M104	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G064	ch	A3:G064	CH	BEDINGUNGSTEIL 24 VON C5@f69v.2 KOPIEREN	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M105	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G065	y	A3:G065	Y	DIESER_EINTRAG	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M106	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G066	dy	A3:G066	Y	DIESER_EINTRAG	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M107	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G067	chol	A3:G067	OL	WEITER	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M108	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G068	ykar	A3:G068	Y+K+AR	DIESER_EINTRAG · VON · BEDINGUNGSTEIL 28 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M109	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G069	ol	A3:G069	OL	WEITER	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M110	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G070	y	A3:G070	Y	DIESER_EINTRAG	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M111	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G071	ykeeody	A3:G071	Y+K+EE+O+Y	DIESER_EINTRAG · LAENGER · DIESER_EINTRAG · BEDINGUNGSTEIL 31 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M112	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G072	chey	A3:G072	Y	DIESER_EINTRAG	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M113	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G073	dal	A3:G073	AL	AN	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M114	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G074	ody	A3:G074	O+DY	LOKAL_SCHLIESSEN · BEDINGUNGSTEIL 34 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M115	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G075	airchy	A3:G075	AIR+Y	DIESER_EINTRAG · BEDINGUNGSTEIL 35 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M116	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G076	choky	A3:G076	OK+Y	DIESER_EINTRAG · BEDINGUNGSTEIL 36 VON C5@f69v.2	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M117	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G077	ychey	A3:G077	Y+Y	DIESER_EINTRAG · DIESER_EINTRAG	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
WH01	WH01-M118	CONDITION_C5@f69v.2	f69v	f69v.2	A3:G078	chey	A3:G078	Y	DIESER_EINTRAG	C5@f69v.2; mittlerer Wetter-/Feuchtering	CAL1_TO_CAL6_UNCHANGED
