edition	model	at	word	gloss	status
ZL3b	G	ZL3b|f75v.41|G012	cheey	zerreibe fein [Objekt=Zubereitung B]	ASSUMPTION
ZL3b	G	ZL3b|f75v.41|G013	chl	⟦chl⟧	OPEN
ZL3b	G	ZL3b|f75v.41|G014	or	Anteil	ASSUMPTION
ZL3b	G	ZL3b|f75v.41|G015	sheolo	⟦sheolo⟧	OPEN
ZL3b	G	ZL3b|f75v.42|G001	o	und	ASSUMPTION
ZL3b	G	ZL3b|f75v.42|G002	l	⟦l⟧	OPEN
ZL3b	G	ZL3b|f75v.42|G003	sheey	benetze [Objekt=Zubereitung B]	ASSUMPTION
ZL3b	G	ZL3b|f75v.42|G004	qolshey	⟦qolshey⟧	OPEN
ZL3b	G	ZL3b|f75v.42|G005	qokain	erwärmte Dosis P	ASSUMPTION
ZL3b	G	ZL3b|f75v.42|G006	okaiin	Dosis des Grundansatzes	ASSUMPTION
ZL3b	G	ZL3b|f75v.42|G007	charor	⟦charor⟧	OPEN
ZL3b	S	ZL3b|f75v.38|G001	tolsheor	⟦tolsheor⟧	OPEN
ZL3b	S	ZL3b|f75v.38|G002	qokal	⟦qokal⟧	OPEN
ZL3b	S	ZL3b|f75v.38|G003	dar	Teilmenge	ASSUMPTION
ZL3b	S	ZL3b|f75v.38|G004	olked	⟦olked⟧	OPEN
ZL3b	S	ZL3b|f75v.38|G005	orol	⟦orol⟧	OPEN
ZL3b	S	ZL3b|f75v.38|G006	kchey	⟦kchey⟧	OPEN
ZL3b	S	ZL3b|f75v.38|G007	okain	⟦okain⟧	OPEN
ZL3b	S	ZL3b|f75v.38|G008	olchey	⟦olchey⟧	OPEN
ZL3b	S	ZL3b|f75v.38|G009	okar	⟦okar⟧	OPEN
ZL3b	S	ZL3b|f75v.38|G010	sheky	⟦sheky⟧	OPEN
ZL3b	S	ZL3b|f75v.38|G011	dedy	⟦dedy⟧	OPEN
ZL3b	S	ZL3b|f75v.38|G012	kedy	⟦kedy⟧	OPEN
ZL3b	S	ZL3b|f75v.39|G001	qoqokeey	⟦qoqokeey⟧	OPEN
ZL3b	S	ZL3b|f75v.39|G002	olkain	⟦olkain⟧	OPEN
ZL3b	S	ZL3b|f75v.39|G003	qol	⟦qol⟧	OPEN
ZL3b	S	ZL3b|f75v.39|G004	sheedy	Zubereitung A	ASSUMPTION
ZL3b	S	ZL3b|f75v.39|G005	qokeor	erhitze den Auszug [Objekt=Zubereitung A]	ASSUMPTION
ZL3b	S	ZL3b|f75v.39|G006	sheedy	Zubereitung A	ASSUMPTION
ZL3b	S	ZL3b|f75v.39|G007	qokal	⟦qokal⟧	OPEN
ZL3b	S	ZL3b|f75v.39|G008	or	Anteil	ASSUMPTION
ZL3b	S	ZL3b|f75v.39|G009	chey	prüfe [Objekt=Zubereitung A]	ASSUMPTION
ZL3b	S	ZL3b|f75v.39|G010	qokar	erwärmter Anteil	ASSUMPTION
ZL3b	S	ZL3b|f75v.39|G011	ol	mit	ASSUMPTION
ZL3b	S	ZL3b|f75v.39|G012	aiin	Maßzahl Q	ASSUMPTION
ZL3b	S	ZL3b|f75v.40|G001	dlshedy	⟦dlshedy⟧	OPEN
ZL3b	S	ZL3b|f75v.40|G002	qokain	erwärmte Dosis P	ASSUMPTION
ZL3b	S	ZL3b|f75v.40|G003	dal	Maß	ASSUMPTION
ZL3b	S	ZL3b|f75v.40|G004	qol	⟦qol⟧	OPEN
ZL3b	S	ZL3b|f75v.40|G005	qol	⟦qol⟧	OPEN
ZL3b	S	ZL3b|f75v.40|G006	ol	mit	ASSUMPTION
ZL3b	S	ZL3b|f75v.40|G007	sheedy	Zubereitung A	ASSUMPTION
ZL3b	S	ZL3b|f75v.40|G008	cheey	benetze [Objekt=Zubereitung A]	ASSUMPTION
ZL3b	S	ZL3b|f75v.40|G009	dol	Portion	ASSUMPTION
ZL3b	S	ZL3b|f75v.40|G010	ol	mit	ASSUMPTION
ZL3b	S	ZL3b|f75v.40|G011	sheey	benetze [Objekt=Zubereitung A]	ASSUMPTION
ZL3b	S	ZL3b|f75v.40|G012	qokain	erwärmte Dosis P	ASSUMPTION
ZL3b	S	ZL3b|f75v.40|G013	olol	⟦olol⟧	OPEN
ZL3b	S	ZL3b|f75v.41|G001	sal	⟦sal⟧	OPEN
ZL3b	S	ZL3b|f75v.41|G002	shedy	⟦shedy⟧	OPEN
ZL3b	S	ZL3b|f75v.41|G003	qokain	erwärmte Dosis P	ASSUMPTION
ZL3b	S	ZL3b|f75v.41|G004	shey	Zubereitung B	ASSUMPTION
ZL3b	S	ZL3b|f75v.41|G005	qoin	⟦qoin⟧	OPEN
ZL3b	S	ZL3b|f75v.41|G006	ol	mit	ASSUMPTION
ZL3b	S	ZL3b|f75v.41|G007	shey	Zubereitung B	ASSUMPTION
ZL3b	S	ZL3b|f75v.41|G008	ol	mit	ASSUMPTION
ZL3b	S	ZL3b|f75v.41|G009	shey	Zubereitung B	ASSUMPTION
ZL3b	S	ZL3b|f75v.41|G010	qoky	erwärme mäßig [Objekt=Zubereitung B]	ASSUMPTION
ZL3b	S	ZL3b|f75v.41|G011	qol	⟦qol⟧	OPEN
ZL3b	S	ZL3b|f75v.41|G012	cheey	benetze [Objekt=Zubereitung B]	ASSUMPTION
ZL3b	S	ZL3b|f75v.41|G013	chl	⟦chl⟧	OPEN
ZL3b	S	ZL3b|f75v.41|G014	or	Anteil	ASSUMPTION
ZL3b	S	ZL3b|f75v.41|G015	sheolo	⟦sheolo⟧	OPEN
ZL3b	S	ZL3b|f75v.42|G001	o	und	ASSUMPTION
ZL3b	S	ZL3b|f75v.42|G002	l	⟦l⟧	OPEN
ZL3b	S	ZL3b|f75v.42|G003	sheey	benetze [Objekt=Zubereitung B]	ASSUMPTION
ZL3b	S	ZL3b|f75v.42|G004	qolshey	⟦qolshey⟧	OPEN
ZL3b	S	ZL3b|f75v.42|G005	qokain	erwärmte Dosis P	ASSUMPTION
ZL3b	S	ZL3b|f75v.42|G006	okaiin	Dosis des Grundansatzes	ASSUMPTION
ZL3b	S	ZL3b|f75v.42|G007	charor	⟦charor⟧	OPEN
IT2a	G	IT2a|f75v.38|G001	tol	kühles Material	ASSUMPTION
IT2a	G	IT2a|f75v.38|G002	sheor	⟦sheor⟧	OPEN
IT2a	G	IT2a|f75v.38|G003	qokal	⟦qokal⟧	OPEN
IT2a	G	IT2a|f75v.38|G004	dar	Teilmenge	ASSUMPTION
IT2a	G	IT2a|f75v.38|G005	olked	⟦olked⟧	OPEN
IT2a	G	IT2a|f75v.38|G006	orol	⟦orol⟧	OPEN
IT2a	G	IT2a|f75v.38|G007	kchey	⟦kchey⟧	OPEN
IT2a	G	IT2a|f75v.38|G008	otain	⟦otain⟧	OPEN
IT2a	G	IT2a|f75v.38|G009	olchey	⟦olchey⟧	OPEN
IT2a	G	IT2a|f75v.38|G010	okar	⟦okar⟧	OPEN
IT2a	G	IT2a|f75v.38|G011	sheky	⟦sheky⟧	OPEN
IT2a	G	IT2a|f75v.38|G012	dedy	⟦dedy⟧	OPEN
IT2a	G	IT2a|f75v.38|G013	kedy	⟦kedy⟧	OPEN
IT2a	G	IT2a|f75v.39|G001	qoqokeey	⟦qoqokeey⟧	OPEN
IT2a	G	IT2a|f75v.39|G002	olkain	⟦olkain⟧	OPEN
IT2a	G	IT2a|f75v.39|G003	qol	⟦qol⟧	OPEN
IT2a	G	IT2a|f75v.39|G004	sheedy	Zubereitung A	ASSUMPTION
IT2a	G	IT2a|f75v.39|G005	qokeor	erhitze den Auszug [Objekt=Zubereitung A]	ASSUMPTION
IT2a	G	IT2a|f75v.39|G006	sheedy	Zubereitung A	ASSUMPTION
IT2a	G	IT2a|f75v.39|G007	qokal	⟦qokal⟧	OPEN
IT2a	G	IT2a|f75v.39|G008	or	Anteil	ASSUMPTION
IT2a	G	IT2a|f75v.39|G009	chey	prüfe [Objekt=Zubereitung A]	ASSUMPTION
IT2a	G	IT2a|f75v.39|G010	qokar	erwärmter Anteil	ASSUMPTION
IT2a	G	IT2a|f75v.39|G011	ol	mit	ASSUMPTION
IT2a	G	IT2a|f75v.39|G012	aiin	Maßzahl Q	ASSUMPTION
IT2a	G	IT2a|f75v.40|G001	dlshedy	⟦dlshedy⟧	OPEN
IT2a	G	IT2a|f75v.40|G002	qokain	erwärmte Dosis P	ASSUMPTION
IT2a	G	IT2a|f75v.40|G003	dal	Maß	ASSUMPTION
IT2a	G	IT2a|f75v.40|G004	qol	⟦qol⟧	OPEN
IT2a	G	IT2a|f75v.40|G005	qol	⟦qol⟧	OPEN
IT2a	G	IT2a|f75v.40|G006	ol	mit	ASSUMPTION
IT2a	G	IT2a|f75v.40|G007	sheedy	Zubereitung A	ASSUMPTION
IT2a	G	IT2a|f75v.40|G008	cheey	zerreibe fein [Objekt=Zubereitung A]	ASSUMPTION
IT2a	G	IT2a|f75v.40|G009	dal	Maß	ASSUMPTION
IT2a	G	IT2a|f75v.40|G010	ol	mit	ASSUMPTION
IT2a	G	IT2a|f75v.40|G011	sheey	benetze [Objekt=Zubereitung A]	ASSUMPTION
IT2a	G	IT2a|f75v.40|G012	qokain	erwärmte Dosis P	ASSUMPTION
IT2a	G	IT2a|f75v.40|G013	olol	⟦olol⟧	OPEN
IT2a	G	IT2a|f75v.41|G001	sal	⟦sal⟧	OPEN
IT2a	G	IT2a|f75v.41|G002	shedy	⟦shedy⟧	OPEN
IT2a	G	IT2a|f75v.41|G003	qokain	erwärmte Dosis P	ASSUMPTION
IT2a	G	IT2a|f75v.41|G004	shey	Zubereitung B	ASSUMPTION
IT2a	G	IT2a|f75v.41|G005	qoin	⟦qoin⟧	OPEN
IT2a	G	IT2a|f75v.41|G006	ol	mit	ASSUMPTION
IT2a	G	IT2a|f75v.41|G007	shey	Zubereitung B	ASSUMPTION
IT2a	G	IT2a|f75v.41|G008	ol	mit	ASSUMPTION
IT2a	G	IT2a|f75v.41|G009	shey	Zubereitung B	ASSUMPTION
IT2a	G	IT2a|f75v.41|G010	qoky	erwärme mäßig [Objekt=Zubereitung B]	ASSUMPTION
IT2a	G	IT2a|f75v.41|G011	qol	⟦qol⟧	OPEN
IT2a	G	IT2a|f75v.41|G012	cheey	zerreibe fein [Objekt=Zubereitung B]	ASSUMPTION
IT2a	G	IT2a|f75v.41|G013	chl	⟦chl⟧	OPEN
IT2a	G	IT2a|f75v.41|G014	or	Anteil	ASSUMPTION
IT2a	G	IT2a|f75v.41|G015	sheolo	⟦sheolo⟧	OPEN
IT2a	G	IT2a|f75v.42|G001	ol	mit	ASSUMPTION
IT2a	G	IT2a|f75v.42|G002	sheey	benetze [Objekt=Zubereitung B]	ASSUMPTION
IT2a	G	IT2a|f75v.42|G003	qolshey	⟦qolshey⟧	OPEN
IT2a	G	IT2a|f75v.42|G004	qokain	erwärmte Dosis P	ASSUMPTION
IT2a	G	IT2a|f75v.42|G005	okaiin	Dosis des Grundansatzes	ASSUMPTION
IT2a	G	IT2a|f75v.42|G006	charor	⟦charor⟧	OPEN
IT2a	S	IT2a|f75v.38|G001	tol	kühles Material	ASSUMPTION
IT2a	S	IT2a|f75v.38|G002	sheor	⟦sheor⟧	OPEN
IT2a	S	IT2a|f75v.38|G003	qokal	⟦qokal⟧	OPEN
IT2a	S	IT2a|f75v.38|G004	dar	Teilmenge	ASSUMPTION
IT2a	S	IT2a|f75v.38|G005	olked	⟦olked⟧	OPEN
IT2a	S	IT2a|f75v.38|G006	orol	⟦orol⟧	OPEN
IT2a	S	IT2a|f75v.38|G007	kchey	⟦kchey⟧	OPEN
IT2a	S	IT2a|f75v.38|G008	otain	⟦otain⟧	OPEN
IT2a	S	IT2a|f75v.38|G009	olchey	⟦olchey⟧	OPEN
IT2a	S	IT2a|f75v.38|G010	okar	⟦okar⟧	OPEN
IT2a	S	IT2a|f75v.38|G011	sheky	⟦sheky⟧	OPEN
IT2a	S	IT2a|f75v.38|G012	dedy	⟦dedy⟧	OPEN
IT2a	S	IT2a|f75v.38|G013	kedy	⟦kedy⟧	OPEN
IT2a	S	IT2a|f75v.39|G001	qoqokeey	⟦qoqokeey⟧	OPEN
IT2a	S	IT2a|f75v.39|G002	olkain	⟦olkain⟧	OPEN
IT2a	S	IT2a|f75v.39|G003	qol	⟦qol⟧	OPEN
IT2a	S	IT2a|f75v.39|G004	sheedy	Zubereitung A	ASSUMPTION
IT2a	S	IT2a|f75v.39|G005	qokeor	erhitze den Auszug [Objekt=Zubereitung A]	ASSUMPTION
IT2a	S	IT2a|f75v.39|G006	sheedy	Zubereitung A	ASSUMPTION
IT2a	S	IT2a|f75v.39|G007	qokal	⟦qokal⟧	OPEN
IT2a	S	IT2a|f75v.39|G008	or	Anteil	ASSUMPTION
IT2a	S	IT2a|f75v.39|G009	chey	prüfe [Objekt=Zubereitung A]	ASSUMPTION
IT2a	S	IT2a|f75v.39|G010	qokar	erwärmter Anteil	ASSUMPTION
IT2a	S	IT2a|f75v.39|G011	ol	mit	ASSUMPTION
IT2a	S	IT2a|f75v.39|G012	aiin	Maßzahl Q	ASSUMPTION
IT2a	S	IT2a|f75v.40|G001	dlshedy	⟦dlshedy⟧	OPEN
IT2a	S	IT2a|f75v.40|G002	qokain	erwärmte Dosis P	ASSUMPTION
IT2a	S	IT2a|f75v.40|G003	dal	Maß	ASSUMPTION
IT2a	S	IT2a|f75v.40|G004	qol	⟦qol⟧	OPEN
IT2a	S	IT2a|f75v.40|G005	qol	⟦qol⟧	OPEN
IT2a	S	IT2a|f75v.40|G006	ol	mit	ASSUMPTION
IT2a	S	IT2a|f75v.40|G007	sheedy	Zubereitung A	ASSUMPTION
IT2a	S	IT2a|f75v.40|G008	cheey	benetze [Objekt=Zubereitung A]	ASSUMPTION
IT2a	S	IT2a|f75v.40|G009	dal	Maß	ASSUMPTION
IT2a	S	IT2a|f75v.40|G010	ol	mit	ASSUMPTION
IT2a	S	IT2a|f75v.40|G011	sheey	benetze [Objekt=Zubereitung A]	ASSUMPTION
IT2a	S	IT2a|f75v.40|G012	qokain	erwärmte Dosis P	ASSUMPTION
IT2a	S	IT2a|f75v.40|G013	olol	⟦olol⟧	OPEN
IT2a	S	IT2a|f75v.41|G001	sal	⟦sal⟧	OPEN
IT2a	S	IT2a|f75v.41|G002	shedy	⟦shedy⟧	OPEN
IT2a	S	IT2a|f75v.41|G003	qokain	erwärmte Dosis P	ASSUMPTION
IT2a	S	IT2a|f75v.41|G004	shey	Zubereitung B	ASSUMPTION
IT2a	S	IT2a|f75v.41|G005	qoin	⟦qoin⟧	OPEN
IT2a	S	IT2a|f75v.41|G006	ol	mit	ASSUMPTION
IT2a	S	IT2a|f75v.41|G007	shey	Zubereitung B	ASSUMPTION
IT2a	S	IT2a|f75v.41|G008	ol	mit	ASSUMPTION
IT2a	S	IT2a|f75v.41|G009	shey	Zubereitung B	ASSUMPTION
IT2a	S	IT2a|f75v.41|G010	qoky	erwärme mäßig [Objekt=Zubereitung B]	ASSUMPTION
IT2a	S	IT2a|f75v.41|G011	qol	⟦qol⟧	OPEN
IT2a	S	IT2a|f75v.41|G012	cheey	benetze [Objekt=Zubereitung B]	ASSUMPTION
IT2a	S	IT2a|f75v.41|G013	chl	⟦chl⟧	OPEN
IT2a	S	IT2a|f75v.41|G014	or	Anteil	ASSUMPTION
IT2a	S	IT2a|f75v.41|G015	sheolo	⟦sheolo⟧	OPEN
IT2a	S	IT2a|f75v.42|G001	ol	mit	ASSUMPTION
IT2a	S	IT2a|f75v.42|G002	sheey	benetze [Objekt=Zubereitung B]	ASSUMPTION
IT2a	S	IT2a|f75v.42|G003	qolshey	⟦qolshey⟧	OPEN
IT2a	S	IT2a|f75v.42|G004	qokain	erwärmte Dosis P	ASSUMPTION
IT2a	S	IT2a|f75v.42|G005	okaiin	Dosis des Grundansatzes	ASSUMPTION
IT2a	S	IT2a|f75v.42|G006	charor	⟦charor⟧	OPEN
