clause_id	physical_page	locus_span	visible_owner_or_namespace_de	event_count	surface_sequence	exact_event_phrase_chain_de	natural_workshop_reading_de	rewrite_mode	global_network_claim	end_reason	event_ids
P915-C028	f75r	f75r.8	großes Bad-/Stationsblatt mit dreieckiger Insel	1	okeedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0508
P915-C029	f75r	f75r.9	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokchdy	den Posten umsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0509
P915-C030	f75r	f75r.9	großes Bad-/Stationsblatt mit dreieckiger Insel	3	chcthy lo qokedy	den Posten gebrauchsfertig machen → den Posten weiterleiten, dann den Stationsgang ausführen → kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0510|P912-E0511|P912-E0512
P915-C031	f75r	f75r.9	großes Bad-/Stationsblatt mit dreieckiger Insel	4	qokan checkhy qokar olchedy	die bezeichnete Einstellung übernehmen → kurz den Posten durch den sichtbaren Durchlass führen → die bezeichnete Einstellung übernehmen → den Teilgang fortsetzen, dann den Posten umsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0513|P912-E0514|P912-E0515|P912-E0516
P915-C032	f75r	f75r.9|f75r.10	großes Bad-/Stationsblatt mit dreieckiger Insel	10	sal dshor qotar chdy shey qokain chckhy dy otey tedy	die bezeichnete Station auswählen → den Posten halten mit dem Teilposten → zum nächsten Teilgang gehen → den Posten umsetzen → kurz den Posten halten → die bezeichnete Einstellung übernehmen mit dem Teilposten → den Posten durch den sichtbaren Durchlass führen → POSTEN verwenden → kurz zum nächsten Teilgang gehen → kurz die Stufe einstellen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0517|P912-E0518|P912-E0519|P912-E0520|P912-E0521|P912-E0522|P912-E0523|P912-E0524|P912-E0525|P912-E0526
P915-C033	f75r	f75r.10	großes Bad-/Stationsblatt mit dreieckiger Insel	1	lchedy	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0527
P915-C034	f75r	f75r.11	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0528
P915-C035	f75r	f75r.11	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qokair oly qokeedy	die bezeichnete Einstellung übernehmen → den Teilgang fortsetzen → länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0529|P912-E0530|P912-E0531
P915-C036	f75r	f75r.11	großes Bad-/Stationsblatt mit dreieckiger Insel	4	dy qokal okar shedy	POSTEN verwenden → die bezeichnete Einstellung übernehmen → die bezeichnete Einstellung übernehmen → den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0532|P912-E0533|P912-E0534|P912-E0535
P915-C037	f75r	f75r.11|f75r.12	großes Bad-/Stationsblatt mit dreieckiger Insel	12	dor chekam ssheckhy qokal oly shey r ol cheey shey dy olshedy	die bezeichnete Einstellung übernehmen mit dem Teilposten → den Posten behandeln im inneren Becken → kurz die bezeichnete Station auswählen, dann den Posten halten → die bezeichnete Einstellung übernehmen → den Teilgang fortsetzen → kurz den Posten halten → MARKIEREN verwenden → FORTSETZEN verwenden → länger den Posten halten → kurz den Posten halten → POSTEN verwenden → kurz den Teilgang fortsetzen, dann den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, länger halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0536|P912-E0537|P912-E0538|P912-E0539|P912-E0540|P912-E0541|P912-E0542|P912-E0543|P912-E0544|P912-E0545|P912-E0546|P912-E0547
P915-C038	f75r	f75r.12|f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qoky pchedy	den aktuellen Posten beibehalten → den Posten einsetzen, dann den Posten umsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0548|P912-E0549
P915-C039	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	1	keedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0550
P915-C040	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0551
P915-C041	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0552
P915-C042	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0553
P915-C043	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0554
P915-C044	f75r	f75r.13	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qokain olshedy	die bezeichnete Einstellung übernehmen mit dem Teilposten → kurz den Teilgang fortsetzen, dann den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0555|P912-E0556
P915-C045	f75r	f75r.14	großes Bad-/Stationsblatt mit dreieckiger Insel	6	sain al keishy qokain dy olshedy	die bezeichnete Station auswählen mit dem Teilposten → ZIELSTATION verwenden → kurz den Posten halten → die bezeichnete Einstellung übernehmen mit dem Teilposten → POSTEN verwenden → kurz den Teilgang fortsetzen, dann den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0557|P912-E0558|P912-E0559|P912-E0560|P912-E0561|P912-E0562
P915-C046	f75r	f75r.14|f75r.15	großes Bad-/Stationsblatt mit dreieckiger Insel	13	qokain chckhy qokain otar aly sain qokain qolkeeoly saiin chedy sol or shedy	die bezeichnete Einstellung übernehmen mit dem Teilposten → den Posten durch den sichtbaren Durchlass führen → die bezeichnete Einstellung übernehmen mit dem Teilposten → zum nächsten Teilgang gehen → den aktuellen Posten beibehalten → die bezeichnete Station auswählen mit dem Teilposten → die bezeichnete Einstellung übernehmen mit dem Teilposten → länger den Posten auffangen, dann den Teilgang fortsetzen → die bezeichnete Station auswählen → den Posten umsetzen → FORTSETZEN verwenden → ARBEITSSATZ verwenden → den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, im Empfangsbecken auffangen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0563|P912-E0564|P912-E0565|P912-E0566|P912-E0567|P912-E0568|P912-E0569|P912-E0570|P912-E0571|P912-E0572|P912-E0573|P912-E0574|P912-E0575
P915-C047	f75r	f75r.15	großes Bad-/Stationsblatt mit dreieckiger Insel	1	okchdy	den Posten umsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0576
P915-C048	f75r	f75r.15|f75r.16	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qoky dshedy	den aktuellen Posten beibehalten → kurz den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0577|P912-E0578
P915-C049	f75r	f75r.16	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qokar sheedy	die bezeichnete Einstellung übernehmen → länger den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0579|P912-E0580
P915-C050	f75r	f75r.16	großes Bad-/Stationsblatt mit dreieckiger Insel	4	lch shokain chy okshedy	den Posten weiterleiten → den Posten halten mit dem Teilposten → POSTEN verwenden → kurz den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0581|P912-E0582|P912-E0583|P912-E0584
P915-C051	f75r	f75r.16|f75r.17	großes Bad-/Stationsblatt mit dreieckiger Insel	10	qokain chedy pchedar shepchy lshedary dal shal shy kol shedy	die bezeichnete Einstellung übernehmen mit dem Teilposten → den Posten umsetzen → den Posten einsetzen, dann den Posten umsetzen → kurz den Posten halten, dann den Posten einsetzen → kurz den Posten weiterleiten mit dem Teilposten, dann den Posten halten → ZIELSTATION verwenden → den Posten halten → POSTEN verwenden → den Teilgang fortsetzen → den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, in die Arbeitsstation geben, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0585|P912-E0586|P912-E0587|P912-E0588|P912-E0589|P912-E0590|P912-E0591|P912-E0592|P912-E0593|P912-E0594
P915-C052	f75r	f75r.17|f75r.18	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qokam sol sheedy	die bezeichnete Einstellung übernehmen im inneren Becken → FORTSETZEN verwenden → länger den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0595|P912-E0596|P912-E0597
P915-C053	f75r	f75r.18	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qol shedy	FORTSETZEN verwenden → den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0598|P912-E0599
P915-C054	f75r	f75r.18|f75r.19	großes Bad-/Stationsblatt mit dreieckiger Insel	6	qol otain char sar oly qokshedy	FORTSETZEN verwenden → zum nächsten Teilgang gehen mit dem Teilposten → QUELLSTATION verwenden → die bezeichnete Station auswählen → den Teilgang fortsetzen → kurz den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0600|P912-E0601|P912-E0602|P912-E0603|P912-E0604|P912-E0605
P915-C055	f75r	f75r.19|f75r.20|f75r.21|f75r.22|f75r.23|f75r.24|f75r.25	großes Bad-/Stationsblatt mit dreieckiger Insel	50	qol shey qoky shey ey qokain ar ry shey qor chey lchey lo ydain shey qokain oqokain chey qckhsy or ysheor ol lor am odar shey qokain chedy or shey kar chedy sar pchey kshey qokeey qokal sshey qol chedyqokam qokain olkeey qolkary sain checthy lor ol sain shckhy qokeedy	FORTSETZEN verwenden → kurz den Posten halten → den aktuellen Posten beibehalten → kurz den Posten halten → kurz den aktuellen Posten beibehalten → die bezeichnete Einstellung übernehmen mit dem Teilposten → QUELLSTATION verwenden → den Zustand markieren → kurz den Posten halten → ARBEITSSATZ verwenden → POSTEN verwenden → den Posten weiterleiten → den Posten weiterleiten, dann den Stationsgang ausführen → den aktuellen Posten beibehalten mit dem Teilposten → kurz den Posten halten → die bezeichnete Einstellung übernehmen mit dem Teilposten → den Stationsgang ausführen mit dem Teilposten → POSTEN verwenden → den Posten durch den sichtbaren Durchlass führen → ARBEITSSATZ verwenden → kurz den Posten halten → FORTSETZEN verwenden → den Posten weiterleiten → INNEN verwenden → den Stationsgang ausführen mit dem Teilposten → kurz den Posten halten → die bezeichnete Einstellung übernehmen mit dem Teilposten → den Posten umsetzen → ARBEITSSATZ verwenden → kurz den Posten halten → die bezeichnete Einstellung übernehmen → den Posten umsetzen → die bezeichnete Station auswählen → den Posten einsetzen → kurz den Posten halten → länger den aktuellen Posten beibehalten → die bezeichnete Einstellung übernehmen → kurz die bezeichnete Station auswählen, dann den Posten halten → FORTSETZEN verwenden → den Posten umsetzen im inneren Becken → die bezeichnete Einstellung übernehmen mit dem Teilposten → länger den Posten auffangen → den Posten auffangen → die bezeichnete Station auswählen mit dem Teilposten → den Posten gebrauchsfertig machen → den Posten weiterleiten → FORTSETZEN verwenden → die bezeichnete Station auswählen mit dem Teilposten → den Posten halten → länger den Teilgang abschließen	Auf dem großen Stationsblatt mehrere Teilposten nacheinander vom markierten Vorrat nehmen, nach Sollwert an den zugehörigen Zielstellen ansetzen, kurz oder länger halten, über die sichtbaren Durchlässe leiten und in den passenden Becken auffangen; den letzten Posten vollständig setzen und die Zelle schließen.	MANUAL_LONG_CLAUSE_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0606|P912-E0607|P912-E0608|P912-E0609|P912-E0610|P912-E0611|P912-E0612|P912-E0613|P912-E0614|P912-E0615|P912-E0616|P912-E0617|P912-E0618|P912-E0619|P912-E0620|P912-E0621|P912-E0622|P912-E0623|P912-E0624|P912-E0625|P912-E0626|P912-E0627|P912-E0628|P912-E0629|P912-E0630|P912-E0631|P912-E0632|P912-E0633|P912-E0634|P912-E0635|P912-E0636|P912-E0637|P912-E0638|P912-E0639|P912-E0640|P912-E0641|P912-E0642|P912-E0643|P912-E0644|P912-E0645|P912-E0646|P912-E0647|P912-E0648|P912-E0649|P912-E0650|P912-E0651|P912-E0652|P912-E0653|P912-E0654|P912-E0655
P915-C056	f75r	f75r.25	großes Bad-/Stationsblatt mit dreieckiger Insel	3	shy dy qokeedy	POSTEN verwenden → POSTEN verwenden → länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0656|P912-E0657|P912-E0658
P915-C057	f75r	f75r.25	großes Bad-/Stationsblatt mit dreieckiger Insel	1	lchedy	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0659
P915-C058	f75r	f75r.25|f75r.26|f75r.27	großes Bad-/Stationsblatt mit dreieckiger Insel	14	ram dain ol sheol dain ol qoly dar ajy pdalshor shtol qoty pshar shedy	den Zustand markieren im inneren Becken → TEILMENGE verwenden → FORTSETZEN verwenden → kurz den Posten halten, dann den Teilgang fortsetzen → TEILMENGE verwenden → FORTSETZEN verwenden → den Teilgang fortsetzen → die bezeichnete Einstellung übernehmen mit dem Teilposten → den aktuellen Posten beibehalten am bezeichneten Ort → den Posten einsetzen mit dem Teilposten, dann den Posten halten → den Posten halten, dann die Stufe einstellen, dann den Teilgang fortsetzen → zum nächsten Teilgang gehen → den Posten einsetzen, dann den Posten halten → den Posten absetzen lassen, dann den Teilgang abschließen	Den inneren Posten portionsweise weiterführen, an der markierten Zielstelle einsetzen, kurz halten und danach aus der Quellstation in den nächsten Gang geben; absetzen lassen und schließen.	MANUAL_LONG_CLAUSE_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0660|P912-E0661|P912-E0662|P912-E0663|P912-E0664|P912-E0665|P912-E0666|P912-E0667|P912-E0668|P912-E0669|P912-E0670|P912-E0671|P912-E0672|P912-E0673
P915-C059	f75r	f75r.27	großes Bad-/Stationsblatt mit dreieckiger Insel	1	okaldy	den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0674
P915-C060	f75r	f75r.27	großes Bad-/Stationsblatt mit dreieckiger Insel	3	dar otar otody	die bezeichnete Einstellung übernehmen mit dem Teilposten → zum nächsten Teilgang gehen → zum nächsten Teilgang gehen, dann den Stationsgang ausführen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0675|P912-E0676|P912-E0677
