master_card_id	master_form	registered_surfaces	surface_count	current_value_de	syntactic_type	event_count	records	component_class	component_formula	component_reading_snapshot_de	teaching_symbol	reader_normalization_families
MC019	oldy	oldy	1	fertig	TERMINAL_STATE	2	B4|H4	PRODUCTIVE_COMPOSITION	OL_CONTINUE+DY_CLOSE	fortsetzen; Schluss	P	MASTER_ONLY
MC020	solkeey	solkeey	1	Langsammlung	LEARNED_PROCESS_OR_STATE	1	B6	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+EE_LONG+Y_ITEM	länger sammeln	P	MASTER_ONLY
MC021	oltchy	oltchy	1	Folgebereitung	LEARNED_PROCESS_OR_STATE	1	H4	PRODUCTIVE_COMPOSITION	OL_CONTINUE+CTH_READY+Y_CURRENT	bereit weiterfuehren	P	MASTER_ONLY
MC022	chckhal	chckhal	1	Zielpassage	LEARNED_PROCESS_OR_PATH	1	B4	PRODUCTIVE_COMPOSITION	CKH_THROUGH+AL_TO	zur Zielstelle durchleiten	P	MASTER_ONLY
MC023	kair	kair	1	Beckenlauf	LEARNED_TRANSFER_OR_ADDRESS	1	B1	PRODUCTIVE_COMPOSITION	K_BASIN+AIR_WATER	Beckenwasser	P	MASTER_ONLY
MC024	qokol	qokol	1	Weiter einsetzen	LEARNED_ORDER_OR_LINK	1	B4	PRODUCTIVE_COMPOSITION	OK_SET+OL_CONTINUE	Fortsetzung einsetzen	P	MASTER_ONLY
MC025	dchedy	dchedy|schedy|tchedy	3	überführen; Schluss	TERMINAL_ACTION	4	B1|B2|B3	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+TERMINAL	umsetzen; Schluss	P	R9_CHEDY_CLOSE
MC026	choky	choky|oky|qoky	3	einsetzen	ACTION	10	B1|B2|B3|B4|H1|H5	PRODUCTIVE_COMPOSITION	OK_SET+Y_CURRENT_ITEM	Posten ansetzen	P	R10_PAIRED_ALLOGRAPH|R1_Q_ACTIVE
MC027	oykchor	oykchor	1	Zubereitungsgefäß	LEARNED_OBJECT	1	H2	MEMORIZED_WHOLE_CARD	MEMORIZED_VESSEL_CARD	Gefaess	W	MASTER_ONLY
MC028	olchedy	olchedy|qolchedy	2	weiterführen; Schluss	TERMINAL_ACTION	3	B1|B2|B3	PRODUCTIVE_COMPOSITION	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	fortsetzen; Schluss	P	R1_Q_ACTIVE
MC029	lar	lar	1	Quellabzug	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+AR_FROM	von dort abfuehren	P	MASTER_ONLY
MC030	lo	lo	1	Abzug	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	L_OUT+O_RESIDUAL_BRANCH	abfuehren	P	MASTER_ONLY
MC031	dalchdy	dalchdy	1	Zieltransfer; Schluss	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	D+AL_TO+CHD_TRANSFER+CLOSE	dorthin umsetzen; Schluss	P	MASTER_ONLY
MC032	cheeky	cheeky	1	länger bearbeiten	DURATIVE_ACTION	2	B4|H4	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_2+Y_CURRENT_ITEM	länger wärmen	P	MASTER_ONLY
MC033	oiiin	oiiin|soiiin	2	Arbeitsstufe	STAGE_OBJECT	2	B1|B3	PRODUCTIVE_COMPOSITION	IIN_TARGET_STAGE	Sollstufe	P	R10_PAIRED_ALLOGRAPH
MC034	cho	cho|sho	2	weitere Zutat	OBJECT	4	H5	PRODUCTIVE_COMPOSITION	HO_INGREDIENT	Zutat	P	R10_PAIRED_ALLOGRAPH
MC035	chckhy	chckhy|shckhy	2	durchleiten	ACTION	4	B1|B2	PRODUCTIVE_COMPOSITION	CKH_THROUGH+Y_ITEM	durchleiten	P	R10_PAIRED_ALLOGRAPH
MC036	solkaiin	solkaiin	1	Sollsammlung	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+AIIN_MEASURE	bis Sollmass sammeln	P	MASTER_ONLY
MC037	tchody	tchody	1	kalt stellen; Schluss	LEARNED_OBJECT	1	H3	MEMORIZED_WHOLE_CARD	TCHO_COOL+DY_CLOSE	kalt stellen	W	MASTER_ONLY
MC038	lshedy	lshedy	1	Waschgang; Schluss	LEARNED_PROCESS_OR_PATH	2	B1	PRODUCTIVE_COMPOSITION	LSH_WASH+DY_CLOSE	waschen; Schluss	P	MASTER_ONLY
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	5	Sollmaß	QUANTITY	20	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5	PRODUCTIVE_COMPOSITION	AIIN_TARGET_MEASURE	Sollmaß	P	R2_AIIN_MEASURE
MC040	okal	okal|qokal	2	dorthin einsetzen	TARGET_ACTION	6	B1|B2|B3|H4	PRODUCTIVE_COMPOSITION	OK_SET+AL_TO	dort ansetzen	P	R1_Q_ACTIVE
MC041	okchol	okchol	1	Weiterverarbeitung	LEARNED_ORDER_OR_LINK	1	H3	PRODUCTIVE_COMPOSITION	OK_SET+CH_WRAPPER+OL_CONTINUE	Fortsetzung einsetzen	P	MASTER_ONLY
MC042	cheedar	cheedar	1	Quelltransfer	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+AR_FROM	von dort umsetzen	P	MASTER_ONLY
MC043	shecthedchy	shecthedchy	1	Vorbereitungstransfer	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	CTH_READY+CHED_TRANSFER+Y_CURRENT	bereiten Posten umsetzen	P	MASTER_ONLY
MC044	qokar	qokar	1	Quelleinsatz	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	OK_SET+AR_FROM	daraus ansetzen	P	MASTER_ONLY
MC045	olkeedy	olkeedy|solkeedy	2	lange sammeln; Schluss	TERMINAL_ACTION	3	B1|B3	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+EE_LONG+TERMINAL	länger sammeln; Schluss	P	R10_PAIRED_ALLOGRAPH
MC046	raly	raly	1	Endposten	LEARNED_TRANSFER_OR_ADDRESS	1	B6	PRODUCTIVE_COMPOSITION	AL_TO+Y_CURRENT	diesen Posten dorthin	P	MASTER_ONLY
MC047	ykain	ykain	1	erste Portion	LEARNED_QUANTITY_OR_STAGE	1	H4	PRODUCTIVE_COMPOSITION	Y_ITEM+AIN_PORTION	Postenportion	P	MASTER_ONLY
MC048	kaiiin	kaiiin	1	Arbeitsstufe	LEARNED_QUANTITY_OR_STAGE	1	H2	PRODUCTIVE_COMPOSITION	K_SOFT+IIN_TARGET_STAGE	Weichstufe	P	MASTER_ONLY
MC049	schoal	schoal	1	Sudansatz	LEARNED_OBJECT	1	H3	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+AL_TO	Zutat dorthin	P	MASTER_ONLY
MC050	solkey	solkey	1	Kurzsammlung	LEARNED_PROCESS_OR_STATE	1	B4	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+E_SHORT+Y_ITEM	kurz sammeln	P	MASTER_ONLY
MC051	lchedal	lchedal	1	Zielabführung	LEARNED_TRANSFER_OR_ADDRESS	1	B1	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER+AL_TO	Auslass	P	MASTER_ONLY
MC052	qekey	qekey	1	kurz bearbeiten	LEARNED_PROCESS_OR_STATE	1	B6	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	roh	W	MASTER_ONLY
MC053	otol	otol	1	Fortgang	LEARNED_ORDER_OR_LINK	1	H2	PRODUCTIVE_COMPOSITION	OT_FOLLOW+OL_CONTINUE	danach fortsetzen	P	MASTER_ONLY
MC054	qokaly	qokaly	1	Zieleinsatz	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	OK_SET+AL_TO+Y_ITEM	dies dort ansetzen	P	MASTER_ONLY
MC055	char	char|dar|sar	3	davon	SOURCE_ANAPHOR	5	B1|B2|B3|H1|H2	PRODUCTIVE_COMPOSITION	AR_FROM	daraus	P	R7_AR_SOURCE
MC056	ral	ral	1	Zielmarke	LEARNED_TRANSFER_OR_ADDRESS	1	B1	PRODUCTIVE_COMPOSITION	R_FRAME+AL_TO	zur Zielstelle	P	MASTER_ONLY
MC057	otchedy	otchedy|qotchedy	2	Folgetransfer; Schluss	LEARNED_TRANSFER_OR_ADDRESS	2	B3	PRODUCTIVE_COMPOSITION	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	Folgeumsetzung; Schluss	P	R1_Q_ACTIVE
MC058	sheckhal	sheckhal	1	Kurze Zielpassage	LEARNED_PROCESS_OR_PATH	1	B1	PRODUCTIVE_COMPOSITION	CKH_THROUGH+E_SHORT+AL_TO	kurz zur Zielstelle durchleiten	P	MASTER_ONLY
MC059	dain	dain	1	Einlage	INSERT_OBJECT	2	B4|B6	MEMORIZED_WHOLE_CARD	DAIN_CLOTH_WHOLE	Tuch	W	MASTER_ONLY
MC060	otaiin	otaiin|sotaiin	2	Folgemaß	ORDERED_QUANTITY	3	B2|B3	PRODUCTIVE_COMPOSITION	OT_FOLLOW+AIIN_MEASURE	Folgemaß	P	R10_PAIRED_ALLOGRAPH
MC061	sshkchdy	sshkchdy	1	Haltetransfer; Schluss	LEARNED_PROCESS_OR_STATE	1	B1	MEMORIZED_WHOLE_CARD	SSHK_SWIVEL_WHOLE+CLOSE	schwenken	W	MASTER_ONLY
MC062	shoyty	shoyty	1	Zugabeteil	LEARNED_OBJECT	1	H3	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+Y_CURRENT+TY_PART	Zutatenteil	P	MASTER_ONLY
MC063	oteey	oteey	1	Langfolge	LEARNED_PROCESS_OR_STATE	2	B2	PRODUCTIVE_COMPOSITION	OT_FOLLOW+GRADE_2+Y_ITEM	langer Folgeposten	P	MASTER_ONLY
MC064	chedchy	chedchy	1	Postentransfer	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+CHY_ITEM	umsetzen	P	MASTER_ONLY
MC065	ls	ls	1	Auslass	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+S_PORT	Auslass	P	MASTER_ONLY
MC066	lcheey	lcheey	1	Klarabzug	LEARNED_PROCESS_OR_PATH	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+CHEEY_CLEAR_FLOW	Klarlauf abfuehren	P	MASTER_ONLY
MC067	otchdy	otchdy	1	Nachtransfer; Schluss	LEARNED_TRANSFER_OR_ADDRESS	1	B5	PRODUCTIVE_COMPOSITION	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	Folgeumsetzung; Schluss	P	MASTER_ONLY
MC068	sotodan	sotodan	1	Folgeanwendung	LEARNED_APPLICATION_ACTION	1	H5	PRODUCTIVE_COMPOSITION	S_FRAME+OT_FOLLOW+DAN_APPLY	danach anwenden	P	MASTER_ONLY
MC069	otytchol	otytchol	1	Folgeteil	LEARNED_QUANTITY_OR_STAGE	1	H1	PRODUCTIVE_COMPOSITION	OT_FOLLOW+TY_PART+OL_CONTINUE	naechsten Teilposten weiterfuehren	P	MASTER_ONLY
MC070	pchedy	pchedy	1	Zuführung; Schluss	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	P_IN+CHED_TRANSFER+TERMINAL	einführen; Schluss	P	MASTER_ONLY
MC071	dchey	dchey	1	Wurzel	LEARNED_OBJECT	1	H1	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	Wurzel	W	MASTER_ONLY
MC072	orain	orain	1	Bereitungsanteil	LEARNED_OBJECT	1	H4	PRODUCTIVE_COMPOSITION	OR_BATCH+AIN_PORTION	Ansatzportion	P	MASTER_ONLY
MC073	qcthey	qcthey|shcthey	2	kurz vorbereiten	SHORT_PREPARATION_ACTION	2	B2|B3	PRODUCTIVE_COMPOSITION	CTH_READY+GRADE_1+Y_CURRENT	kurz bereithalten	P	R10_PAIRED_ALLOGRAPH
MC074	chdy	chdy|chedy	2	überführen	ACTION	11	B1|B3|B4|B5|H4	PRODUCTIVE_COMPOSITION	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	P	R10_PAIRED_ALLOGRAPH
MC075	ycheor	ycheor	1	Auszugsansatz	LEARNED_OBJECT	1	H2	PRODUCTIVE_COMPOSITION	Y_ITEM+CHEO_EXTRACT+OR_BATCH	Auszugsansatz	P	MASTER_ONLY
MC076	dsheol	dsheol	1	Kurzhalt	LEARNED_PROCESS_OR_STATE	1	B1	PRODUCTIVE_COMPOSITION	SH_REST+E_SHORT+OL_CONTINUE	kurz weiter ruhen lassen	P	MASTER_ONLY
MC077	kchal	kchal	1	Zielbearbeitung	LEARNED_TRANSFER_OR_ADDRESS	1	H5	PRODUCTIVE_COMPOSITION	KCH_PROCESS+AL_TO	an der Zielstelle bearbeiten	P	MASTER_ONLY
MC078	olsaly	olsaly	1	Zwischenziel	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	OLS_BELOW+AL_TO+Y_ITEM	untere Zielstelle	P	MASTER_ONLY
MC079	daldy	daldy	1	Zielschluss	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	Nebenoeffnung; Schluss	P	MASTER_ONLY
MC080	chor	chor|or|shor|sor	4	Ansatz	OBJECT	7	B3|B4|H2|H4	PRODUCTIVE_COMPOSITION	OR_BATCH	Ansatz	P	R6_OR_PREPARATION
MC081	okair	okair	1	Laufeinsatz	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	OK_SET+AIR_WATER	Wasser einlassen	P	MASTER_ONLY
MC082	qokeedy	qokeedy	1	lange einwirken; Schluss	TERMINAL_ACTION	10	B2|B3|B4	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	P	MASTER_ONLY
MC083	qokedy	qokedy	1	kurz einwirken; Schluss	TERMINAL_ACTION	8	B1|B3|B4	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_1+DY_CLOSE	kurz ansetzen; Schluss	P	MASTER_ONLY
MC084	rshedy	rshedy	1	Waschgang; Schluss	LEARNED_PROCESS_OR_PATH	1	B2	MEMORIZED_WHOLE_CARD	RSHE_WASH_WHOLE_CARD+DY_CLOSE	Waschgang	W	MASTER_ONLY
MC085	cheoar	cheoar	1	Quellauszug	LEARNED_OBJECT	1	H4	PRODUCTIVE_COMPOSITION	CHEO_EXTRACT+AR_SOURCE	Auszug entnehmen	P	MASTER_ONLY
MC086	chety	chety|chty	2	Anteil	QUANTITY_OBJECT	2	B3|H1	PRODUCTIVE_COMPOSITION	CH_PARTITION+TY_PART	Teil abtrennen	P	R10_PAIRED_ALLOGRAPH
MC087	chodaiin	chodaiin	1	Zugabemaß	LEARNED_OBJECT	1	H2	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+AIIN_MEASURE	Zutatenmaß	P	MASTER_ONLY
MC088	qokchdy	qokchdy	1	einführen; Schluss	TERMINAL_ACTION	3	B1|B3|B5	PRODUCTIVE_COMPOSITION	OK+CHD_TRANSFER+CLOSE	umsetzen; Schluss	P	MASTER_ONLY
MC089	skar	skar	1	Quellausguss	LEARNED_TRANSFER_OR_ADDRESS	1	B4	PRODUCTIVE_COMPOSITION	SK_POUR+AR_FROM	von dort ausgiessen	P	MASTER_ONLY
MC090	kchol	kchol	1	Weiterverarbeitung	LEARNED_ORDER_OR_LINK	1	H5	PRODUCTIVE_COMPOSITION	KCH_PROCESS+OL_CONTINUE	weiter bearbeiten	P	MASTER_ONLY
MC091	dairydy	dairydy	1	Laufschluss	LEARNED_TRANSFER_OR_ADDRESS	1	B4	PRODUCTIVE_COMPOSITION	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	Wasserlauf schliessen; Schluss	P	MASTER_ONLY
MC092	lol	lol	1	Weiterabzug	LEARNED_TRANSFER_OR_ADDRESS	1	B5	PRODUCTIVE_COMPOSITION	L_OUT+OL_CONTINUE	von dort weiterfuehren	P	MASTER_ONLY
MC093	otal	otal|qotal	2	danach dorthin	TARGET_ANAPHOR	3	B3|B4	PRODUCTIVE_COMPOSITION	OT_NEXT+AL_TO	danach dorthin	P	R1_Q_ACTIVE
MC094	cheeety	cheeety	1	Vollteil	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	EEE_FULL+TY_PART	ganzen Teilposten	P	MASTER_ONLY
MC095	sheey	sheey	1	Langhalt	LEARNED_PROCESS_OR_STATE	1	B4	PRODUCTIVE_COMPOSITION	SH_REST+EE_LONG+Y_CURRENT	laenger ruhen	P	MASTER_ONLY
MC096	qokeedal	qokeedal	1	Langer Zieleinsatz	LEARNED_PROCESS_OR_STATE	1	B1	PRODUCTIVE_COMPOSITION	OK_SET+EE_HOLD+AL_TO	dort länger halten	P	MASTER_ONLY
MC097	olkain	olkain|qolkain	2	weiterer Anteil	CONTINUED_QUANTITY_OBJECT	2	B1|B4	PRODUCTIVE_COMPOSITION	OL_CONTINUE+AIN_PORTION	weitere Portion	P	R1_Q_ACTIVE
MC098	tshol	tshol	1	Kochgut	LEARNED_OBJECT	1	H3	PRODUCTIVE_COMPOSITION	T_FRAME+HO_INGREDIENT+L_OUT	Zutat entnehmen	P	MASTER_ONLY
MC099	cheeckhody	cheeckhody	1	auftragen; Schluss	LEARNED_PROCESS_OR_PATH	1	H5	MEMORIZED_WHOLE_CARD	CHEECKHO_APPLY_WHOLE_CARD+DY_CLOSE	auftragen	W	MASTER_ONLY
MC100	ody	ody	1	abkühlen; Schluss	LEARNED_PROCESS_OR_STATE	1	H4	MEMORIZED_WHOLE_CARD	ODY_COOL+TERMINAL_CLOSE	kühlen	W	MASTER_ONLY
MC101	ldalor	ldalor	1	Endziel	LEARNED_TRANSFER_OR_ADDRESS	1	B6	PRODUCTIVE_COMPOSITION	LD_END+AL_TO	Endziel	P	MASTER_ONLY
MC102	rsheal	rsheal	1	Kurzhalt am Ziel	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	R_FRAME+SH_REST+E_SHORT+AL_TO	kurz am Ziel ruhen	P	MASTER_ONLY
MC103	chokchy	chokchy|okchy|qokchy	3	weiterbearbeiten	ACTION	3	H1|H5	PRODUCTIVE_COMPOSITION	OK_SET+CH_WRAPPER+Y_CURRENT_ITEM	Posten ansetzen	P	R10_PAIRED_ALLOGRAPH|R1_Q_ACTIVE
MC104	keol	keol	1	Kurzfortsetzung	LEARNED_PROCESS_OR_STATE	1	H5	PRODUCTIVE_COMPOSITION	E_SHORT+OL_CONTINUE	kurz weiterfuehren	P	MASTER_ONLY
MC105	chkain	chkain|kain	2	Anteil	QUANTITY_OBJECT	3	B1|B3|B4	PRODUCTIVE_COMPOSITION	AIN_PORTION	eine Portion	P	R10_PAIRED_ALLOGRAPH
MC106	teol	teol	1	Kurzfortsetzung	LEARNED_PROCESS_OR_STATE	1	B1	PRODUCTIVE_COMPOSITION	E_SHORT+OL_CONTINUE	kurz weiterfuehren	P	MASTER_ONLY
MC107	qotchy	qotchy	1	Folgeposten	LEARNED_ORDER_OR_LINK	1	H3	PRODUCTIVE_COMPOSITION	OT_FOLLOW+CHY_ITEM	Folgeposten	P	MASTER_ONLY
MC108	etyd	etyd	1	Kurzteil	LEARNED_QUANTITY_OR_STAGE	1	H1	PRODUCTIVE_COMPOSITION	E_SHORT+TY_PART+D_LOCAL	kleiner Restteil	P	MASTER_ONLY
MC109	ytey	ytey	1	Kurzteil	LEARNED_PROCESS_OR_STATE	1	B1	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	fuellen	W	MASTER_ONLY
MC110	chkeedy	chkeedy	1	Langwärmen; Schluss	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_2+DY_CLOSE	länger wärmen; Schluss	P	MASTER_ONLY
MC111	shfydaiin	shfydaiin	1	Stehzeit	LEARNED_QUANTITY_OR_STAGE	1	H3	PRODUCTIVE_COMPOSITION	SHFY_STAND+AIIN_MEASURE	Standmaß	P	MASTER_ONLY
MC112	octheol	octheol	1	Fortsetzung vorbereiten	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	CTH_READY+OL_CONTINUE	bereit weiterfuehren	P	MASTER_ONLY
MC113	shedal	shedal	1	am Ziel absetzen	TARGET_STATE_ACTION	2	B3|B5	PRODUCTIVE_COMPOSITION	SHED_SETTLE+AL_TO	dort absetzen	P	MASTER_ONLY
MC114	sh	sh	1	Stängel	LEARNED_PROCESS_OR_STATE	1	H5	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	Staengel	W	MASTER_ONLY
MC115	qoctholy	qoctholy	1	Folgeposten	LEARNED_PROCESS_OR_STATE	1	H2	PRODUCTIVE_COMPOSITION	CTH_READY+OL_CONTINUE+Y_CURRENT	bereiten Posten weiterfuehren	P	MASTER_ONLY
MC116	schedair	schedair	1	Weiterlauf	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	SCHED_LEAD+AIR_WATER	Wasser weiterleiten	P	MASTER_ONLY
MC117	kchy	kchy	1	Bearbeiten	LEARNED_LOCAL_ACTION	1	H3	PRODUCTIVE_COMPOSITION	KCH_PROCESS+Y_CURRENT	diesen Posten bearbeiten	P	MASTER_ONLY
MC118	ly	ly	1	Auffanggefäß	LEARNED_TRANSFER_OR_ADDRESS	1	B1	MEMORIZED_WHOLE_CARD	MEMORIZED_VESSEL_CARD	Gefaess	W	MASTER_ONLY
MC119	cheey	cheey|shey	2	Klarlauf	PRODUCT_OBJECT	4	B2|B4|H3	MEMORIZED_WHOLE_CARD	SHEY_CLEAR_LIQUID_WHOLE	Klarlauf	W	R10_PAIRED_ALLOGRAPH
MC120	okaiin	okaiin|qokaiin	2	bemessen	QUANTITY_ACTION	9	B1|B2|B3|H4	PRODUCTIVE_COMPOSITION	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	P	R1_Q_ACTIVE
MC121	otar	otar	1	Folgequelle	LEARNED_TRANSFER_OR_ADDRESS	1	B1	PRODUCTIVE_COMPOSITION	OT_NEXT+AR_FROM	danach von dort	P	MASTER_ONLY
MC122	kchey	kchey	1	Kurzbearbeitung	LEARNED_PROCESS_OR_STATE	1	H5	PRODUCTIVE_COMPOSITION	KCH_PROCESS+E_SHORT+Y_CURRENT	diesen Posten kurz bearbeiten	P	MASTER_ONLY
MC123	chey	chey|chy|dy|shy|sy|y	6	dies	ITEM_ANAPHOR	18	B1|B2|B3|B4|B6|H2|H3|H4	PRODUCTIVE_COMPOSITION	Y_CURRENT_ITEM_CARD	dieser Posten	P	R4_Y_REFERENT
MC124	lkedy	lkedy	1	Kurzabzug; Schluss	LEARNED_PROCESS_OR_STATE	1	B4	MEMORIZED_WHOLE_CARD	LKEDY_REWASH_WHOLE+CLOSE	nachwaschen	W	MASTER_ONLY
MC125	chochor	chochor	1	Zugabeansatz	LEARNED_OBJECT	1	H5	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+OR_BATCH	Zutatenansatz	P	MASTER_ONLY
MC126	pchedal	pchedal	1	Zielzuführung	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	P_IN+CHED_TRANSFER+AL_TO	Einlass	P	MASTER_ONLY
