event_id	statement_id	record_unit_id	page	visible_owner	visible_surface	master_card_id	base_recipe	resolved_subtype	resolved_value_de	position_in_statement	previous_master_card	next_master_card	choice_mode
E051	H3-S003	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	daiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	5/5	MC123	END	SEMANTIC_SUBTYPE
E052	H3-S004	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	qotchy	MC107	OT+Y	SWITCH_TO_NEXT_PROCESS	zum nächsten Arbeitsgang wechseln	1/4	START	MC041	SEMANTIC_SUBTYPE
E057	H4-S001	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chaiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	2/5	MC120	MC047	SEMANTIC_SUBTYPE
E058	H4-S001	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykain	MC047	AIN	FIRST_PORTION	erste Portion	3/5	MC039	MC148	SEMANTIC_SUBTYPE
E061	H4-S002	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	daiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	1/3	START	MC074	SEMANTIC_SUBTYPE
E062	H4-S002	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chedy	MC074	Y+CHED_TRANSFER	SHORT_TRANSFER_FORM	kurze Transferform	2/3	MC039	MC160	SEMANTIC_SUBTYPE
E064	H4-S003	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykaiin	MC170	AIIN	EXTRACT_PORTION_MEASURE	Sollportion des Auszugs	1/4	START	MC085	SEMANTIC_SUBTYPE
E066	H4-S003	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheeky	MC032	E_GRADE+Y+CHK[GRADE=EE_LONG]	GENERAL_LONG_ADJUSTMENT	länger bearbeiten	3/4	MC085	MC019	SEMANTIC_SUBTYPE
E068	H4-S004	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	aiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	1/6	START	MC040	SEMANTIC_SUBTYPE
E073	H4-S004	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	orain	MC072	AIN	PREPARATION_SHARE	Anteil der Zubereitung	6/6	MC123	END	SEMANTIC_SUBTYPE
E076	H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chodaly	MC010	Y+CHO_INPUT	CURRENT_INPUT_AT_TARGET	aktuelle Eingabe am Ziel	3/9	MC034	MC039	SEMANTIC_SUBTYPE
E077	H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	4/9	MC010	MC034	SEMANTIC_SUBTYPE
E079	H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchol	MC090	K_BINDER	CONTINUATION_BINDER	an Fortsetzung binden	6/9	MC034	MC013	SEMANTIC_SUBTYPE
E081	H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	MC026	OK+Y	SET_CURRENT_ITEM	aktuellen Posten einsetzen	8/9	MC013	MC154	SEMANTIC_SUBTYPE
E082	H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	dal	MC154	AL	TARGET_ADDRESS	zur Zieladresse	9/9	MC026	END	SEMANTIC_SUBTYPE
E084	H5-S002	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choy	MC131	Y+CHO_INPUT	CURRENT_INPUT	aktuelle Eingabe	2/4	MC142	MC026	SEMANTIC_SUBTYPE
E085	H5-S002	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	MC026	OK+Y	SET_CURRENT_ITEM	aktuellen Posten einsetzen	3/4	MC131	MC099	SEMANTIC_SUBTYPE
E089	H5-S003	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchey	MC122	Y+K_BINDER	SHORT_PROCESS_CURRENT_ITEM	aktuellen Posten kurz bearbeiten	3/4	MC034	MC015	SEMANTIC_SUBTYPE
E091	H5-S004	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	okchy	MC103	OK+Y	SET_AND_CONTINUE_ITEM	aktuellen Posten einsetzen und weiterbearbeiten	1/3	START	MC006	SEMANTIC_SUBTYPE
E093	H5-S004	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchal	MC077	K_BINDER	TARGET_BINDER	an Ziel binden	3/3	MC006	END	SEMANTIC_SUBTYPE
E095	H5-S005	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokchy	MC103	OK+Y	SET_AND_CONTINUE_ITEM	aktuellen Posten einsetzen und weiterbearbeiten	2/4	MC034	MC136	SEMANTIC_SUBTYPE
E096	H5-S005	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchoar	MC136	K_BINDER	SOURCE_EXTRACT_BINDER	an Quellauszug binden	3/4	MC103	MC068	SEMANTIC_SUBTYPE
E098	H5-S006	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchey	MC171	OT+Y	NEXT_ITEM	nächsten Posten wählen	1/3	START	MC104	SEMANTIC_SUBTYPE
E099	H5-S006	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	keol	MC104	K_BINDER	SHORT_CONTINUATION_BINDER	kurz an Fortsetzung binden	2/3	MC171	MC039	SEMANTIC_SUBTYPE
E100	H5-S006	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	3/3	MC104	END	SEMANTIC_SUBTYPE
E105	B1-S002	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	sar	MC055	AR	SOURCE_ORIGIN	von der Quelle	4/19	MC040	MC153	SEMANTIC_SUBTYPE
E106	B1-S002	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	5/19	MC055	MC105	SEMANTIC_SUBTYPE
E107	B1-S002	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	kain	MC105	AIN	GENERAL_PORTION	allgemeine Portion	6/19	MC153	MC097	SEMANTIC_SUBTYPE
E109	B1-S002	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	al	MC154	AL	TARGET_ADDRESS	zur Zieladresse	8/19	MC097	MC153	SEMANTIC_SUBTYPE
E110	B1-S002	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	9/19	MC154	MC016	SEMANTIC_SUBTYPE
E111	B1-S002	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	rol	MC016	OL	CONNECTION_CONTINUATION	Anschluss weiterführen	10/19	MC153	MC012	SEMANTIC_SUBTYPE
E114	B1-S002	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	13/19	MC157	MC058	SEMANTIC_SUBTYPE
E116	B1-S002	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	15/19	MC058	MC096	SEMANTIC_SUBTYPE
E118	B1-S002	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	17/19	MC096	MC035	SEMANTIC_SUBTYPE
E121	B1-S003	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	1/2	START	MC061	SEMANTIC_SUBTYPE
E123	B1-S004	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy	MC074	Y+CHED_TRANSFER	SHORT_TRANSFER_FORM	kurze Transferform	1/3	START	MC153	SEMANTIC_SUBTYPE
E124	B1-S004	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	2/3	MC074	MC128	SEMANTIC_SUBTYPE
E130	B1-S006	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	ral	MC056	AL	TARGET_MARK	Zielmarke setzen	4/4	MC012	END	SEMANTIC_SUBTYPE
E131	B1-S007	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	qokchdy	MC088	OK+DY+CHED_TRANSFER	NEW_ITEM_TRANSFER	neuen Posten übertragen	1/1	START	END	SEMANTIC_SUBTYPE
E133	B1-S008	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	2/5	MC123	MC147	SEMANTIC_SUBTYPE
E135	B1-S008	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	4/5	MC147	MC128	SEMANTIC_SUBTYPE
E140	B1-S011	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	qoky	MC026	OK+Y	SET_CURRENT_ITEM	aktuellen Posten einsetzen	2/2	MC035	END	SEMANTIC_SUBTYPE
E145	B1-S014	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy	MC074	Y+CHED_TRANSFER	SHORT_TRANSFER_FORM	kurze Transferform	1/5	START	MC134	SEMANTIC_SUBTYPE
E146	B1-S014	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	qolky	MC134	OL	PATH_CONTINUATION	Weiterweg	2/5	MC074	MC051	SEMANTIC_SUBTYPE
E148	B1-S014	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	4/5	MC051	MC121	SEMANTIC_SUBTYPE
E151	B1-S015	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	okchedy	MC005	OK+DY+CHED_TRANSFER	PREVIOUS_ITEM_TRANSFER	vorigen Posten übertragen	2/2	MC109	END	SEMANTIC_SUBTYPE
E154	B1-S016	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	3/4	MC002	MC128	SEMANTIC_SUBTYPE
E156	B1-S017	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	sal	MC154	AL	TARGET_ADDRESS	zur Zieladresse	1/3	START	MC106	SEMANTIC_SUBTYPE
E157	B1-S017	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	teol	MC106	OL+E_GRADE[GRADE=E_SHORT]	SHORT_CONTINUATION	kurz weiterführen	2/3	MC154	MC139	SEMANTIC_SUBTYPE
E160	B1-S018	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	dsheol	MC076	OL+E_GRADE[GRADE=E_SHORT]	SHORT_HOLD	kurz halten	2/4	MC118	MC033	SEMANTIC_SUBTYPE
E161	B1-S018	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	oiiin	MC033	IIN	WORKING_STAGE	laufende Arbeitsstufe	3/4	MC076	MC045	SEMANTIC_SUBTYPE
E166	B1-S021	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	chal	MC154	AL	TARGET_ADDRESS	zur Zieladresse	1/1	START	END	SEMANTIC_SUBTYPE
E183	B2-S005	B2	f82r	obere Paarbecken-/Zylinderstation	chkeey	MC166	E_GRADE+Y+CHK[GRADE=EE_LONG]	LONG_WARMING	länger wärmen	7/8	MC112	MC004	SEMANTIC_SUBTYPE
E188	B2-S006	B2	f82r	obere Paarbecken-/Zylinderstation	qoky	MC026	OK+Y	SET_CURRENT_ITEM	aktuellen Posten einsetzen	4/4	MC132	END	SEMANTIC_SUBTYPE
E195	B2-S010	B2	f82r	mittlere linke Geräte-/Inline-Knotenstation	qoky	MC026	OK+Y	SET_CURRENT_ITEM	aktuellen Posten einsetzen	2/4	MC002	MC065	SEMANTIC_SUBTYPE
E196	B2-S010	B2	f82r	mittlere linke Geräte-/Inline-Knotenstation	ls	MC065	L	OUTLET	Auslass	3/4	MC026	MC119	SEMANTIC_SUBTYPE
E199	B2-S011	B2	f82r	ungelöste mittlere rechte Linie-/Liegepodeststation	char	MC055	AR	SOURCE_ORIGIN	von der Quelle	2/4	MC017	MC017	SEMANTIC_SUBTYPE
E204	B2-S012	B2	f82r	unteres grünes Mehrfigurenfeld	qcthey	MC073	E_GRADE+Y+CTH[GRADE=E_SHORT]	LOCAL_CTH_ALLOGRAPH	lokale CTH-Kurzform	3/8	MC119	MC002	LOCAL_EXEMPLAR_ALLOGRAPH
E206	B2-S012	B2	f82r	unteres grünes Mehrfigurenfeld	lcheey	MC066	L	CLEAR_WITHDRAWAL	Klarabzug	5/8	MC002	MC039	SEMANTIC_SUBTYPE
E207	B2-S012	B2	f82r	unteres grünes Mehrfigurenfeld	daiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	6/8	MC066	MC123	SEMANTIC_SUBTYPE
E214	B2-S016	B2	f82r	lokale Randstationen des unteren Feldes	cheal	MC154	AL	TARGET_ADDRESS	zur Zieladresse	1/8	START	MC011	SEMANTIC_SUBTYPE
E217	B2-S016	B2	f82r	lokale Randstationen des unteren Feldes	aiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	4/8	MC152	MC063	SEMANTIC_SUBTYPE
E233	B3-S003	B3	f83r	obere offene Fächer-Randstation	daiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	2/4	MC123	MC123	SEMANTIC_SUBTYPE
E238	B3-S004	B3	f83r	obere offene Fächer-Randstation	dar	MC055	AR	SOURCE_ORIGIN	von der Quelle	3/3	MC093	END	SEMANTIC_SUBTYPE
E240	B3-S006	B3	f83r	mittlere runde Gefäß-Randstation	chedchy	MC064	Y+CHED_TRANSFER	EXPANDED_TRANSFER_FORM	ausgebaute Transferform	1/3	START	MC040	SEMANTIC_SUBTYPE
E244	B3-S007	B3	f83r	mittlere runde Gefäß-Randstation	chedy	MC074	Y+CHED_TRANSFER	SHORT_TRANSFER_FORM	kurze Transferform	2/3	MC120	MC082	SEMANTIC_SUBTYPE
E247	B3-S009	B3	f83r	mittlere runde Gefäß-Randstation	qoky	MC026	OK+Y	SET_CURRENT_ITEM	aktuellen Posten einsetzen	1/1	START	END	SEMANTIC_SUBTYPE
E251	B3-S011	B3	f83r	untere korbartige Gefäß-Randstation	qoky	MC026	OK+Y	SET_CURRENT_ITEM	aktuellen Posten einsetzen	2/4	MC043	MC074	SEMANTIC_SUBTYPE
E252	B3-S011	B3	f83r	untere korbartige Gefäß-Randstation	chedy	MC074	Y+CHED_TRANSFER	SHORT_TRANSFER_FORM	kurze Transferform	3/4	MC026	MC009	SEMANTIC_SUBTYPE
E257	B3-S013	B3	f83r	untere korbartige Gefäß-Randstation	chkain	MC105	AIN	GENERAL_PORTION	allgemeine Portion	2/4	MC120	MC073	SEMANTIC_SUBTYPE
E258	B3-S013	B3	f83r	untere korbartige Gefäß-Randstation	shcthey	MC073	E_GRADE+Y+CTH[GRADE=E_SHORT]	LOCAL_CTH_ALLOGRAPH	lokale CTH-Kurzform	3/4	MC105	MC083	LOCAL_EXEMPLAR_ALLOGRAPH
E264	B3-S016	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokchedy	MC005	OK+DY+CHED_TRANSFER	PREVIOUS_ITEM_TRANSFER	vorigen Posten übertragen	2/2	MC030	END	SEMANTIC_SUBTYPE
E268	B3-S020	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dal	MC154	AL	TARGET_ADDRESS	zur Zieladresse	1/2	START	MC155	SEMANTIC_SUBTYPE
E272	B3-S021	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dal	MC154	AL	TARGET_ADDRESS	zur Zieladresse	3/11	MC161	MC123	SEMANTIC_SUBTYPE
E274	B3-S021	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	saiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	5/11	MC123	MC113	SEMANTIC_SUBTYPE
E276	B3-S021	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	shecthy	MC137	E_GRADE+Y+CTH[GRADE=E_SHORT]	LOCAL_CTH_ALLOGRAPH	lokale CTH-Kurzform	7/11	MC113	MC123	LOCAL_EXEMPLAR_ALLOGRAPH
E278	B3-S021	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	tal	MC154	AL	TARGET_ADDRESS	zur Zieladresse	9/11	MC123	MC161	SEMANTIC_SUBTYPE
E281	B3-S022	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qotchedy	MC057	OT+DY+CHED_TRANSFER	LOCAL_OT_TRANSFER_ALLOGRAPH	lokale Folgetransferform	1/1	START	END	LOCAL_EXEMPLAR_ALLOGRAPH
E284	B3-S025	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokchdy	MC088	OK+DY+CHED_TRANSFER	NEW_ITEM_TRANSFER	neuen Posten übertragen	1/1	START	END	SEMANTIC_SUBTYPE
E286	B3-S026	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	chldaiin	MC144	AIIN	SETTLING_MEASURE	Sollmaß für Absetzung	2/7	MC042	MC074	SEMANTIC_SUBTYPE
E287	B3-S026	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	chedy	MC074	Y+CHED_TRANSFER	SHORT_TRANSFER_FORM	kurze Transferform	3/7	MC144	MC017	SEMANTIC_SUBTYPE
E295	B3-S029	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	sol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	1/3	START	MC094	SEMANTIC_SUBTYPE
E298	B3-S030	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	qoky	MC026	OK+Y	SET_CURRENT_ITEM	aktuellen Posten einsetzen	1/4	START	MC039	SEMANTIC_SUBTYPE
E299	B3-S030	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	saiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	2/4	MC026	MC116	SEMANTIC_SUBTYPE
E301	B3-S030	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	otchedy	MC057	OT+DY+CHED_TRANSFER	LOCAL_OT_TRANSFER_ALLOGRAPH	lokale Folgetransferform	4/4	MC116	END	LOCAL_EXEMPLAR_ALLOGRAPH
E304	B3-S032	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	chedy	MC074	Y+CHED_TRANSFER	SHORT_TRANSFER_FORM	kurze Transferform	2/5	MC145	MC018	SEMANTIC_SUBTYPE
E309	B3-S034	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	soiiin	MC033	IIN	WORKING_STAGE	laufende Arbeitsstufe	1/6	START	MC161	SEMANTIC_SUBTYPE
E313	B3-S034	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	olsaly	MC078	AL+Y	INTERMEDIATE_TARGET	Zwischenziel	5/6	MC060	MC128	SEMANTIC_SUBTYPE
E319	B4-S003	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	chedy	MC074	Y+CHED_TRANSFER	SHORT_TRANSFER_FORM	kurze Transferform	1/7	START	MC093	SEMANTIC_SUBTYPE
E321	B4-S003	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	otchey	MC171	OT+Y	NEXT_ITEM	nächsten Posten wählen	3/7	MC093	MC002	SEMANTIC_SUBTYPE
E323	B4-S003	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	qoky	MC026	OK+Y	SET_CURRENT_ITEM	aktuellen Posten einsetzen	5/7	MC002	MC153	SEMANTIC_SUBTYPE
E324	B4-S003	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	tol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	6/7	MC026	MC128	SEMANTIC_SUBTYPE
E328	B4-S005	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	chedy	MC074	Y+CHED_TRANSFER	SHORT_TRANSFER_FORM	kurze Transferform	2/3	MC059	MC082	SEMANTIC_SUBTYPE
E332	B4-S008	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	saiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	1/4	START	MC032	SEMANTIC_SUBTYPE
E333	B4-S008	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	cheeky	MC032	E_GRADE+Y+CHK[GRADE=EE_LONG]	GENERAL_LONG_ADJUSTMENT	länger bearbeiten	2/4	MC039	MC095	SEMANTIC_SUBTYPE
E338	B4-S011	B4	f83r	linke offene Fransen-/Unterlaufstation	saiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	1/7	START	MC147	SEMANTIC_SUBTYPE
E342	B4-S011	B4	f83r	linke offene Fransen-/Unterlaufstation	chdy	MC074	Y+CHED_TRANSFER	SHORT_TRANSFER_FORM	kurze Transferform	5/7	MC017	MC153	SEMANTIC_SUBTYPE
E343	B4-S011	B4	f83r	linke offene Fransen-/Unterlaufstation	sol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	6/7	MC074	MC124	SEMANTIC_SUBTYPE
E354	B4-S015	B4	f83r	linke offene Fransen-/Unterlaufstation	kain	MC105	AIN	GENERAL_PORTION	allgemeine Portion	3/6	MC119	MC022	SEMANTIC_SUBTYPE
E359	B4-S016	B4	f83r	rechte S-Lauf-/Mehrarmknotenstation	dal	MC154	AL	TARGET_ADDRESS	zur Zieladresse	2/4	MC097	MC089	SEMANTIC_SUBTYPE
E360	B4-S016	B4	f83r	rechte S-Lauf-/Mehrarmknotenstation	skar	MC089	AR	SOURCE_OUTFLOW	Quellausguss	3/4	MC154	MC128	SEMANTIC_SUBTYPE
E362	B5-S001	B5	f83r	linker offener Fransen-Endposten	otchdy	MC067	OT+DY+CHED_TRANSFER	LOCAL_OT_TRANSFER_ALLOGRAPH	lokale Folgetransferform	1/1	START	END	LOCAL_EXEMPLAR_ALLOGRAPH
E363	B5-S002	B5	f83r	linker offener Fransen-Endposten	qokchdy	MC088	OK+DY+CHED_TRANSFER	NEW_ITEM_TRANSFER	neuen Posten übertragen	1/1	START	END	SEMANTIC_SUBTYPE
E365	B5-S003	B5	f83r	linker offener Fransen-Endposten	dal	MC154	AL	TARGET_ADDRESS	zur Zieladresse	2/9	MC113	MC153	SEMANTIC_SUBTYPE
E366	B5-S003	B5	f83r	linker offener Fransen-Endposten	cheol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	3/9	MC154	MC092	SEMANTIC_SUBTYPE
E369	B5-S003	B5	f83r	linker offener Fransen-Endposten	aiin	MC039	AIIN	GENERAL_MEASURE	allgemeines Sollmaß	6/9	MC001	MC153	SEMANTIC_SUBTYPE
E370	B5-S003	B5	f83r	linker offener Fransen-Endposten	sol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	7/9	MC039	MC172	SEMANTIC_SUBTYPE
E371	B5-S003	B5	f83r	linker offener Fransen-Endposten	daiiin	MC172	IIN	END_STAGE	Endstufe	8/9	MC153	MC074	SEMANTIC_SUBTYPE
E372	B5-S003	B5	f83r	linker offener Fransen-Endposten	chedy	MC074	Y+CHED_TRANSFER	SHORT_TRANSFER_FORM	kurze Transferform	9/9	MC172	END	SEMANTIC_SUBTYPE
E375	B6-S001	B6	f83r	rechter S-Lauf-/Mehrarm-Endposten	raly	MC046	AL+Y	END_TARGET	Endziel	3/9	MC052	MC153	SEMANTIC_SUBTYPE
E376	B6-S001	B6	f83r	rechter S-Lauf-/Mehrarm-Endposten	ol	MC153	OL	PLAIN_CONTINUATION	bloß weiter	4/9	MC046	MC039	SEMANTIC_SUBTYPE
