resolved_recipe	canonical_master_card_id	canonical_form	canonical_value_de	alternate_forms	card_type_count	event_support	canonical_event_hits	writer_rule
AL+OR	MC146	chealror	Zielbereitung	NONE	1	1	1	WRITE_CANONICAL
AL+P+CHED_TRANSFER	MC126	pchedal	Zielzuführung	NONE	1	1	1	WRITE_CANONICAL
AL+Y[SUBTYPE=END_TARGET]	MC046	raly	Endposten	NONE	1	1	1	WRITE_CANONICAL
AL+Y[SUBTYPE=INTERMEDIATE_TARGET]	MC078	olsaly	Zwischenziel	NONE	1	1	1	WRITE_CANONICAL
AL[SUBTYPE=TARGET_MARK]	MC056	ral	Zielmarke	NONE	1	1	1	WRITE_CANONICAL
AN	MC148	ykan	zweite Portion	NONE	1	1	1	WRITE_CANONICAL
AR+CHED_TRANSFER	MC042	cheedar	Quelltransfer	NONE	1	1	1	WRITE_CANONICAL
AR+L	MC029	lar	Quellabzug	NONE	1	1	1	WRITE_CANONICAL
AR+L+CHED_TRANSFER	MC011	lchedar	Quellabführung	NONE	1	1	1	WRITE_CANONICAL
AR+Y	MC009	chary	Quellposten	NONE	1	1	1	WRITE_CANONICAL
AR[SUBTYPE=SOURCE_OUTFLOW]	MC089	skar	Quellausguss	NONE	1	1	1	WRITE_CANONICAL
CHEO	MC085	cheoar	Auszug aus der Quelle	NONE	1	1	1	WRITE_CANONICAL
DY+CHED_TRANSFER	MC139	dchdy	Transfer; Schluss	NONE	1	1	1	WRITE_CANONICAL
DY+O_WITHDRAW	MC100	ody	ZURUECKNEHMEN__SCHLUSS	NONE	1	1	1	WRITE_CANONICAL
E_GRADE+DY+CHK[GRADE=EE_LONG]	MC110	chkeedy	Langwärmen; Schluss	NONE	1	1	1	WRITE_CANONICAL
E_GRADE+DY+SHED[GRADE=EE_LONG]	MC003	sheedy	Langabsetzen; Schluss	NONE	1	1	1	WRITE_CANONICAL
E_GRADE+TY	MC094	cheeety	Vollteil	NONE	1	1	1	WRITE_CANONICAL
E_GRADE+Y	MC095	sheey	Langhalt	NONE	1	1	1	WRITE_CANONICAL
E_GRADE+Y+CHK[GRADE=EE_LONG][SUBTYPE=LONG_WARMING]	MC166	chkeey	Langwärmen	NONE	1	1	1	WRITE_CANONICAL
E_GRADE+Y+CKH[GRADE=E_SHORT]	MC132	sheckhy	Kurzpassage	NONE	1	1	1	WRITE_CANONICAL
E_GRADE+Y+SOLK	MC020	solkeey	Langsammlung	NONE	1	1	1	WRITE_CANONICAL
E_GRADE+Y+SOLK[GRADE=E_SHORT]	MC050	solkey	Kurzsammlung	NONE	1	1	1	WRITE_CANONICAL
IIN+K_BINDER	MC048	kaiiin	die Arbeitsstufe setzen	NONE	1	1	1	WRITE_CANONICAL
IIN[SUBTYPE=END_STAGE]	MC172	daiiin	Endstufe	NONE	1	1	1	WRITE_CANONICAL
K_BINDER[SUBTYPE=CONTINUATION_BINDER]	MC090	kchol	weiter bearbeiten	NONE	1	1	1	WRITE_CANONICAL
K_BINDER[SUBTYPE=SHORT_CONTINUATION_BINDER]	MC104	keol	kurz weiterbearbeiten	NONE	1	1	1	WRITE_CANONICAL
K_BINDER[SUBTYPE=SOURCE_EXTRACT_BINDER]	MC136	kchoar	bearbeiteter Quellauszug	NONE	1	1	1	WRITE_CANONICAL
K_BINDER[SUBTYPE=TARGET_BINDER]	MC077	kchal	an der Zielstelle bearbeiten	NONE	1	1	1	WRITE_CANONICAL
L+CHED_TRANSFER	MC127	lched	Abführung	NONE	1	1	1	WRITE_CANONICAL
L+CKHE[LICENSED_CLOSE=YES]	MC133	lcheckhedy	Trennabzug; Schluss	NONE	1	1	1	WRITE_CANONICAL
L+DY+CHED_TRANSFER+O_WITHDRAW	MC167	lochedy	Abführung; Schluss	NONE	1	1	1	WRITE_CANONICAL
L+O_WITHDRAW	MC030	lo	Abzug	NONE	1	1	1	WRITE_CANONICAL
L+Y	MC008	lchy	Abführgut	NONE	1	1	1	WRITE_CANONICAL
L+Y+CKH	MC168	lcheckhy	Abführpassage	NONE	1	1	1	WRITE_CANONICAL
LSH	MC130	lsho	Waschgang	NONE	1	1	1	WRITE_CANONICAL
L[SUBTYPE=CLEAR_WITHDRAWAL]	MC066	lcheey	Klarabzug	NONE	1	1	1	WRITE_CANONICAL
L[SUBTYPE=OUTLET]	MC065	ls	Auslass	NONE	1	1	1	WRITE_CANONICAL
OK	MC041	okchol	die Fortsetzung einsetzen	NONE	1	1	1	WRITE_CANONICAL
OK+AIR	MC081	okair	Laufeinsatz	NONE	1	1	1	WRITE_CANONICAL
OK+AL+E_GRADE	MC096	qokeedal	Langer Zieleinsatz	NONE	1	1	1	WRITE_CANONICAL
OK+AL+Y	MC054	qokaly	Zieleinsatz	NONE	1	1	1	WRITE_CANONICAL
OK+AR	MC044	qokar	Quelleinsatz	NONE	1	1	1	WRITE_CANONICAL
OK+CHEO	MC006	chokcheo	Auszug einsetzen	NONE	1	1	1	WRITE_CANONICAL
OK+DY+SHED	MC151	qokshedy	Einsatzabsetzen; Schluss	NONE	1	1	1	WRITE_CANONICAL
OK+E_GRADE+DY[GRADE=EEE_FULL]	MC140	qokeeedy	Volleinsatz; Schluss	NONE	1	1	1	WRITE_CANONICAL
OK+E_GRADE+Y+CKH[GRADE=E_SHORT]	MC165	qockhey	Kurzdurchgang	NONE	1	1	1	WRITE_CANONICAL
OK+OL	MC024	qokol	Weiter einsetzen	NONE	1	1	1	WRITE_CANONICAL
OK+OL+E_GRADE[GRADE=EE_LONG]	MC150	okeeol	Langfortsetzung	NONE	1	1	1	WRITE_CANONICAL
OK+Y[REPEAT=YES]	MC015	qokokchy	denselben Posten erneut einsetzen	NONE	1	1	1	WRITE_CANONICAL
OL+CTH	MC112	octheol	Fortsetzung vorbereiten	NONE	1	1	1	WRITE_CANONICAL
OL+DY+SHED	MC149	solshedy	Folgeabsetzen; Schluss	NONE	1	1	1	WRITE_CANONICAL
OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_CONTINUATION]	MC106	teol	kurz weiterführen	NONE	1	1	1	WRITE_CANONICAL
OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_HOLD]	MC076	dsheol	Kurzhalt	NONE	1	1	1	WRITE_CANONICAL
OL+L	MC092	lol	Weiterabzug	NONE	1	1	1	WRITE_CANONICAL
OL+OT+Y	MC115	qoctholy	danach mit diesem Posten weiter	NONE	1	1	1	WRITE_CANONICAL
OL+OT[SUBTYPE=CONTINUE_SAME_PROCESS]	MC053	otol	danach im selben Gang weiter	NONE	1	1	1	WRITE_CANONICAL
OL+OT[SUBTYPE=SWITCH_TO_FOLLOWING_PROCESS]	MC163	qotchol	zum Folgegang wechseln	NONE	1	1	1	WRITE_CANONICAL
OL+Y	MC162	qolchey	Weiterposten	NONE	1	1	1	WRITE_CANONICAL
OL+Y+TCH_PREPARATION	MC021	oltchy	die laufende Bereitung fortsetzen	NONE	1	1	1	WRITE_CANONICAL
OL[SUBTYPE=CONNECTION_CONTINUATION]	MC016	rol	Anschluss	NONE	1	1	1	WRITE_CANONICAL
OL[SUBTYPE=PATH_CONTINUATION]	MC134	qolky	Weiterweg	NONE	1	1	1	WRITE_CANONICAL
OR+CHEO	MC075	ycheor	aktueller Auszugsansatz	NONE	1	1	1	WRITE_CANONICAL
OR+CHO_INPUT	MC125	chochor	Zugabeansatz	NONE	1	1	1	WRITE_CANONICAL
OR+CTH	MC158	cthoor	den Ansatz bereitstellen	NONE	1	1	1	WRITE_CANONICAL
OR+OYK_VESSEL	MC027	oykchor	Gefäß für den Ansatz	NONE	1	1	1	WRITE_CANONICAL
OS_RECEIVER	MC159	os	AUFNAHMEFELD_ODER_UMSCHLUSS	NONE	1	1	1	WRITE_CANONICAL
OT+AIIN+E_GRADE[GRADE=E_SHORT]	MC018	qotedaiin	Kurzsoll	NONE	1	1	1	WRITE_CANONICAL
OT+AR	MC121	otar	Folgequelle	NONE	1	1	1	WRITE_CANONICAL
OT+YTY_PART	MC069	otytchol	Folgeteil	NONE	1	1	1	WRITE_CANONICAL
OT+Y[SUBTYPE=SWITCH_TO_NEXT_PROCESS]	MC107	qotchy	zum nächsten Posten wechseln	NONE	1	1	1	WRITE_CANONICAL
P+CHED_TRANSFER[LICENSED_CLOSE=YES]	MC070	pchedy	Zuführung; Schluss	NONE	1	1	1	WRITE_CANONICAL
Y+CHED_TRANSFER+CTH	MC043	shecthedchy	Vorbereitungstransfer	NONE	1	1	1	WRITE_CANONICAL
Y+CHED_TRANSFER[SUBTYPE=EXPANDED_TRANSFER_FORM]	MC064	chedchy	Postentransfer	NONE	1	1	1	WRITE_CANONICAL
Y+CHO_INPUT[SUBTYPE=CURRENT_INPUT]	MC131	choy	aktuelle Zutat	NONE	1	1	1	WRITE_CANONICAL
Y+CHO_INPUT[SUBTYPE=CURRENT_INPUT_AT_TARGET]	MC010	chodaly	Zugabe am aktuellen Ziel	NONE	1	1	1	WRITE_CANONICAL
Y+DY+AIR	MC091	dairydy	Laufschluss	NONE	1	1	1	WRITE_CANONICAL
Y+K_BINDER[SUBTYPE=PROCESS_CURRENT_ITEM]	MC117	kchy	den laufenden Posten bearbeiten	NONE	1	1	1	WRITE_CANONICAL
Y+K_BINDER[SUBTYPE=SHORT_PROCESS_CURRENT_ITEM]	MC122	kchey	den laufenden Posten kurz bearbeiten	NONE	1	1	1	WRITE_CANONICAL
YTY_PART	MC062	shoyty	Zugabeteil	NONE	1	1	1	WRITE_CANONICAL
