procedure_id	procedure_position	statement_id	record_unit_id	event_ids	owner_zones	owner_break_inside_statement	continuous_reading_de
BP04	3	B1-S016	B1	E152|E153|E154|E155	B1_SHARED_POOL_WORKSTATION	NO	An die Stelle setzen, länger ansetzen, fortsetzen, absetzen und schließen.
BP04	4	B1-S017	B1	E156|E157|E158	B1_SHARED_POOL_WORKSTATION	NO	An der Stelle kurz fortsetzen, umsetzen und schliessen.
BP04	5	B1-S018	B1	E159|E160|E161|E162	B1_SHARED_POOL_WORKSTATION	NO	Dies fuehren, kurz halten, auf Sollstand bringen, laenger auffangen und schliessen.
BP05	1	B1-S019	B1	E163	B1_SHARED_POOL_WORKSTATION	NO	Absetzen und schließen.
BP05	2	B1-S020	B1	E164|E165	B1_SHARED_POOL_WORKSTATION	NO	Kurz wärmen, seihen und schließen.
BP05	3	B1-S021	B1	E166	B1_SHARED_POOL_WORKSTATION	NO	An der bezeichneten Stelle fortsetzen.
BP06	1	B2-S001	B2	E167	B2_ZONE_A_UPPER_STATIONS	NO	Umsetzen und schliessen.
BP06	2	B2-S002	B2	E168	B2_ZONE_A_UPPER_STATIONS	NO	Weiterführen und schließen.
BP06	3	B2-S003	B2	E169|E170|E171	B2_ZONE_A_UPPER_STATIONS	NO	Eine Portion zugeben, dies nehmen, länger ansetzen und schließen.
BP06	4	B2-S004	B2	E172|E173|E174|E175|E176	B2_ZONE_A_UPPER_STATIONS	NO	An die Stelle setzen, dies zum Durchlass führen, hinausführen, länger ansetzen, hinaus seihen und schließen.
BP06	5	B2-S005	B2	E177|E178|E179|E180|E181|E182|E183|E184	B2_ZONE_A_UPPER_STATIONS	NO	Dies an die Stelle setzen, das Auffangmass einstellen, durchfuehren, zweimal bemessen, kurz bereit fortsetzen, dies laenger waermen, abfuehren und schliessen.
BP06	6	B2-S006	B2	E185|E186|E187|E188	B2_ZONE_A_UPPER_STATIONS	NO	Dies kurz im Durchlass halten.
BP07	1	B2-S007	B2	E189	B2_ZONE_B_SIDE_POOL	NO	Kurz halten und schliessen.
BP07	2	B2-S008	B2	E190|E191|E192	B2_ZONE_B_SIDE_POOL	NO	Das nächste Maß nehmen, von dort einsetzen, absetzen und schließen.
BP07	3	B2-S009	B2	E193	B2_ZONE_B_SIDE_POOL	NO	Mit dem Vorigen kurz absetzen und schließen.
BP07	4	B2-S010	B2	E194|E195|E196|E197	B2_ZONE_B_SIDE_POOL	NO	Laenger ansetzen, dies verwenden, abfuehren und den Klarauszug nehmen.
BP08	1	B2-S011	B2	E198|E199|E200|E201	B2_ZONE_C_CENTRAL_VESSEL	NO	Eine Portion, dasselbe, noch eine Portion, länger ansetzen und schließen.
BP09	1	B2-S012	B2	E202|E203|E204|E205|E206|E207|E208|E209	B2_ZONE_C_CENTRAL_VESSEL|B2_ZONE_D_LOWER_STATIONS	YES	Dies abziehen, den Klarauszug kurz bereithalten, länger ansetzen, dies länger abziehen, auf Maß bringen, dies vollständig ansetzen und schließen.
BP09	2	B2-S013	B2	E210	B2_ZONE_D_LOWER_STATIONS	NO	Hinausführen und schließen.
BP09	3	B2-S014	B2	E211	B2_ZONE_D_LOWER_STATIONS	NO	Von dort abführen.
BP10	1	B2-S015	B2	E212|E213	B2_ZONE_E_TERMINAL_CELL_ROW	NO	Dies kurz halten, laenger ansetzen und schliessen.
BP10	2	B2-S016	B2	E214|E215|E216|E217|E218|E219|E220|E221	B2_ZONE_E_TERMINAL_CELL_ROW	NO	Von der Stelle hinausfuehren, teilen, auf Mass bringen, den naechsten Posten laenger halten, bemessen, kurz ansetzen, hineinfuehren und schliessen.
BP10	3	B2-S017	B2	E222|E223	B2_ZONE_E_TERMINAL_CELL_ROW	NO	An der Stelle kurz abkuehlen und dort schliessen.
BP10	4	B2-S018	B2	E224	B2_ZONE_E_TERMINAL_CELL_ROW	NO	Länger ansetzen und schließen.
BP10	5	B2-S019	B2	E225	B2_ZONE_E_TERMINAL_CELL_ROW	NO	Abkuehlen, absetzen und schliessen.
BP10	6	B2-S020	B2	E226	B2_ZONE_E_TERMINAL_CELL_ROW	NO	Den nächsten Schritt länger halten und schließen.
BP10	7	B2-S021	B2	E227	B2_ZONE_E_TERMINAL_CELL_ROW	NO	Länger ansetzen und schließen.
BP10	8	B2-S022	B2	E228	B2_ZONE_E_TERMINAL_CELL_ROW	NO	Weiter hinausfuehren und schliessen.
BP11	1	B3-S001	B3	E229	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Länger auffangen und schließen.
BP11	2	B3-S002	B3	E230|E231	B3_ZONE_A_UPPER_PAIRED_STATION	NO	An der Folgestelle länger wärmen und schließen.
BP11	3	B3-S003	B3	E232|E233|E234|E235	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Diesen Posten nach Maß hinausführen und schließen.
BP11	4	B3-S004	B3	E236|E237|E238	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Bemessen, zur Folgestelle gehen und dasselbe verwenden.
BP11	5	B3-S005	B3	E239	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Umsetzen und schliessen.
BP12	1	B3-S006	B3	E240|E241|E242	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Dies umsetzen, an die Stelle setzen, weiterfuehren und schliessen.
BP12	2	B3-S007	B3	E243|E244|E245	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Bemessen, dies umsetzen, länger ansetzen und schließen.
BP12	3	B3-S008	B3	E246	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Hinausführen und schließen.
BP12	4	B3-S009	B3	E247	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Dies verwenden.
BP12	5	B3-S010	B3	E248|E249	B3_ZONE_A_UPPER_PAIRED_STATION	NO	An der Stelle hineinführen, den kurzen Folgeschritt ausführen und schließen.
BP13	1	B3-S011	B3	E250|E251|E252|E253	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Dies kurz bereit umsetzen, verwenden, nochmals umsetzen und dies aus der Quelle nehmen.
BP13	2	B3-S012	B3	E254|E255	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Den Ansatz absetzen und schließen.
BP13	3	B3-S013	B3	E256|E257|E258|E259	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Bemessen, eine Portion nehmen, dies kurz bereithalten, kurz ansetzen und schließen.
BP13	4	B3-S014	B3	E260|E261	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Wasser in Gang setzen, laenger absetzen und schliessen.
BP13	5	B3-S015	B3	E262	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Hinausführen und schließen.
BP13	6	B3-S016	B3	E263|E264	B3_ZONE_A_UPPER_PAIRED_STATION|B3_ZONE_B_MIDDLE_STATION	YES	Hinausfuehren, den Ansatz umsetzen und schliessen.
BP14	1	B3-S017	B3	E265	B3_ZONE_B_MIDDLE_STATION	NO	Länger ansetzen und schließen.
BP14	2	B3-S018	B3	E266	B3_ZONE_B_MIDDLE_STATION	NO	Absetzen und schließen.
BP14	3	B3-S019	B3	E267	B3_ZONE_B_MIDDLE_STATION	NO	Kurz absetzen und schließen.
BP14	4	B3-S020	B3	E268|E269	B3_ZONE_B_MIDDLE_STATION	NO	An der Stelle hinausführen und schließen.
BP14	5	B3-S021	B3	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	B3_ZONE_B_MIDDLE_STATION	NO	Bemessen und bereitstellen; an der Stelle absetzen, dies kurz bereit halten und an der Stelle ueberfuehren und schliessen.
BP15	1	B3-S022	B3	E281	B3_ZONE_B_MIDDLE_STATION	NO	Danach umsetzen und schliessen.
BP15	2	B3-S023	B3	E282	B3_ZONE_B_MIDDLE_STATION	NO	Hinausführen und schließen.
BP15	3	B3-S024	B3	E283	B3_ZONE_B_MIDDLE_STATION	NO	Umsetzen und schliessen.
BP15	4	B3-S025	B3	E284	B3_ZONE_B_MIDDLE_STATION	NO	Den Ansatz umsetzen und schließen.
BP15	5	B3-S026	B3	E285|E286|E287|E288|E289|E290|E291	B3_ZONE_B_MIDDLE_STATION|B3_ZONE_C_LOWER_STATION	YES	Laenger aus der Quelle fuehren, das Abfuehrmass setzen, dies umsetzen, eine Portion zugeben, bereitstellen, den Ansatz an der Stelle abkuehlen, laenger auffangen und schliessen.
BP16	1	B3-S027	B3	E292	B3_ZONE_C_LOWER_STATION	NO	Den nächsten Schritt länger halten und schließen.
BP16	2	B3-S028	B3	E293|E294	B3_ZONE_C_LOWER_STATION	NO	Länger ansetzen, dann kurz ansetzen und schließen.
BP16	3	B3-S029	B3	E295|E296|E297	B3_ZONE_C_LOWER_STATION	NO	Fortsetzen, dies vollstaendig fuellen, kurz ansetzen und schliessen.
BP16	4	B3-S030	B3	E298|E299|E300|E301	B3_ZONE_C_LOWER_STATION	NO	Dies verwenden, auf Mass bringen, Wasser weiterfuehren, danach umsetzen und schliessen.
BP17	1	B3-S031	B3	E302	B3_ZONE_C_LOWER_STATION	NO	Länger ansetzen und schließen.
BP17	2	B3-S032	B3	E303|E304|E305|E306|E307	B3_ZONE_C_LOWER_STATION	NO	Eine Portion umsetzen, dies umsetzen, ein kurzes Folgemaß und danach das nächste Maß setzen, den kurzen Folgeschritt ausführen und schließen.
BP17	3	B3-S033	B3	E308	B3_ZONE_C_LOWER_STATION	NO	Abführen und schließen.
BP17	4	B3-S034	B3	E309|E310|E311|E312|E313|E314	B3_ZONE_C_LOWER_STATION	NO	Auf Sollstand bringen, bereitstellen, dies fuellen, das naechste Mass nehmen, dies an der Stelle fortsetzen, absetzen und schliessen.
BP18	1	B4-S001	B4	E315	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Länger ansetzen und schließen.
BP18	2	B4-S002	B4	E316|E317|E318	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Dies weiterführen, länger ansetzen, dann kurz ansetzen und schließen.
BP18	3	B4-S003	B4	E319|E320|E321|E322|E323|E324|E325	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Dies umsetzen, an die Folgestelle gehen, den nächsten Posten länger ansetzen, dies verwenden, fortsetzen, absetzen und schließen.
BP18	4	B4-S004	B4	E326	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Dies befestigen und schließen.
BP19	1	B4-S005	B4	E327|E328|E329	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Durch das Tuch führen, dies umsetzen, länger ansetzen und schließen.
BP19	2	B4-S006	B4	E330	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Seihen und schließen.
BP19	3	B4-S007	B4	E331	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Seihen und schließen.
BP19	4	B4-S008	B4	E332|E333|E334|E335	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Auf Maß bringen, dies länger wärmen und halten, kurz ansetzen und schließen.
BP20	1	B4-S009	B4	E336	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Absetzen und schließen.
BP20	2	B4-S010	B4	E337	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Fortsetzen und schließen.
BP20	3	B4-S011	B4	E338|E339|E340|E341|E342|E343|E344	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Auf Maß bringen, kurz wärmen, länger fortsetzen, eine Portion zugeben, dies umsetzen, fortsetzen, kurz abführen und schließen.
BP20	4	B4-S012	B4	E345	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Hinausführen und schließen.
BP21	1	B4-S013	B4	E346|E347	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Die Fortsetzung einsetzen, absetzen und schließen.
BP21	2	B4-S014	B4	E348|E349|E350|E351	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Den Ansatz und diesen Posten kurz durchfuehren und den Wasserlauf schliessen.
BP21	3	B4-S015	B4	E352|E353|E354|E355|E356|E357	B4_ZONE_A_LEFT_AND_UPPER_FLOW|B4_ZONE_B_RIGHT_LOWER_FLOW	YES	Eine Portion und den Klarauszug mit einer weiteren Portion zur Durchlassstelle bringen; nach dem Besitzerwechsel kurz auffangen, hinausführen und schließen.
BP22	1	B4-S016	B4	E358|E359|E360|E361	B4_ZONE_B_RIGHT_LOWER_FLOW	NO	Eine weitere Portion an die Stelle bringen, aus dem Vorrat zufuehren, absetzen und schliessen.
BP23	1	B5-S001	B5	E362	B5_LOCAL_RECORD_OWNER	NO	Danach umsetzen und schliessen.
BP23	2	B5-S002	B5	E363	B5_LOCAL_RECORD_OWNER	NO	Den Ansatz umsetzen und schliessen.
BP23	3	B5-S003	B5	E364|E365|E366|E367|E368|E369|E370|E371|E372	B5_LOCAL_RECORD_OWNER	NO	An der Absetzstelle weiterfuehren, warm halten, an dieser Stelle umsetzen, auf Mass bringen, fortsetzen, die zweite Stufe einstellen und den laufenden Posten umsetzen.
BP24	1	B6-S001	B6	E373|E374|E375|E376|E377|E378|E379|E380|E381	B6_LOCAL_RECORD_OWNER	NO	Den Rohansatz laenger auffangen, diesen abkuehlen und fortsetzen; auf Mass bringen, durch das Tuch fuehren und den Ansatz zur bezeichneten Stelle fuehren.
