scribe	statement_id	owner_noun_de	events	closes	rendered_surface_sequence	exact_card_sequence	component_sequence	decoded_working_reading_de	same_statement_and_owner
S2_CH	B2-S012	die rechte unklare Mittelstation und das untere gruene Figurenbecken	8	1	lchy cheey qcthey okeey lcheey chaiin chey qokeeedy	PROC116 | PROC031 | PROC117 | PROC092 | PROC118 | PROC009 | PROC019 | PROC119	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | Y | OK+EEE+DY	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	YES
S2_CH	B2-S013	das untere gruene Figurenbecken	1	1	lchedy	PROC120	L+CHD+DY	Am unteren gruenen Figurenbecken: Leiten und umsetzen; den Schritt schliessen.	YES
S2_CH	B2-S014	das untere gruene Figurenbecken	1	0	lar	PROC121	L+AR	Am unteren gruenen Figurenbecken: Aus der Quelle leiten.	YES
S2_CH	B2-S015	die Randstationen des unteren Beckens	2	1	tshey qokeedy	PROC122 | PROC100	SH+E+Y | OK+EE+DY	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	YES
S2_CH	B2-S016	die Randstationen des unteren Beckens	8	1	cheal lchedar ches chaiin oteey okaiin okey pchedy	PROC055 | PROC123 | PROC124 | PROC009 | PROC109 | PROC038 | PROC085 | PROC125	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	YES
S2_CH	B2-S017	die Randstationen des unteren Beckens	2	1	rsheal daldy	PROC126 | PROC127	R+SH+E+AL | AL+DY	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Schritt an der Zielstelle schliessen.	YES
S2_CH	B2-S018	die Randstationen des unteren Beckens	1	1	qokeedy	PROC100	OK+EE+DY	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	YES
S2_CH	B2-S019	die Randstationen des unteren Beckens	1	1	rshedy	PROC128	R+SHED+DY	An den Randstationen des unteren Beckens: Kuehlen und stehen lassen; den Schritt schliessen.	YES
S2_CH	B2-S020	die Randstationen des unteren Beckens	1	1	qoteedy	PROC129	OT+EE+DY	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	YES
S2_CH	B2-S021	die Randstationen des unteren Beckens	1	1	qokeedy	PROC100	OK+EE+DY	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	YES
S2_CH	B2-S022	die Randstationen des unteren Beckens	1	1	lochedy	PROC130	L+O+CHD+DY	An den Randstationen des unteren Beckens: Im Arbeitsgang leiten und umsetzen; den Schritt schliessen.	YES
S3_Q_SH	B2-S001	die oberen Paarbecken mit Zylinder	1	1	schedy	PROC076	CHD+DY	An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.	YES
S3_Q_SH	B2-S002	die oberen Paarbecken mit Zylinder	1	1	qolchedy	PROC079	OL+CHD+DY	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.	YES
S3_Q_SH	B2-S003	die oberen Paarbecken mit Zylinder	3	1	qokain shy qokeedy	PROC080 | PROC019 | PROC100	OK+AIN | Y | OK+EE+DY	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	YES
S3_Q_SH	B2-S004	die oberen Paarbecken mit Zylinder	5	1	qokal lcheckhy lched qokeey lcheckhedy	PROC048 | PROC101 | PROC102 | PROC092 | PROC103	OK+AL | L+CKH+Y | L+CHD | OK+EE+Y | L+CKH+E+DY	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.	YES
S3_Q_SH	B2-S005	die oberen Paarbecken mit Zylinder	8	1	qokaly solkaiin shckhy qokaiin qokaiin octheol chkeey ldy	PROC104 | PROC105 | PROC075 | PROC038 | PROC038 | PROC106 | PROC107 | PROC108	OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN | OK+AIIN | O+CTH+E+OL | CHK+EE+Y | L+DY	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	YES
S3_Q_SH	B2-S006	die oberen Paarbecken mit Zylinder	4	0	oteey qokal sheckhy qoky	PROC109 | PROC048 | PROC110 | PROC008	OT+EE+Y | OK+AL | SH+E+CKH+Y | OK+Y	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	YES
S3_Q_SH	B2-S007	die linke Mittelstation mit Zwischenknoten	1	1	dshedy	PROC111	SH+E+DY	An der linken Mittelstation mit Zwischenknoten: Kurz halten; den Schritt schliessen.	YES
S3_Q_SH	B2-S008	die linke Mittelstation mit Zwischenknoten	3	1	sotaiin qokar shedy	PROC112 | PROC113 | PROC078	OT+AIIN | OK+AR | SHED+DY	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann stehen lassen; den Schritt schliessen.	YES
S3_Q_SH	B2-S009	die linke Mittelstation mit Zwischenknoten	1	1	solshedy	PROC114	OL+SH+E+DY	An der linken Mittelstation mit Zwischenknoten: Kurz weiter halten; den Schritt schliessen.	YES
S3_Q_SH	B2-S010	die linke Mittelstation mit Zwischenknoten	4	0	qokeey qoky ls shey	PROC092 | PROC008 | PROC115 | PROC031	OK+EE+Y | OK+Y | OL | SH+EE+Y	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann weiterarbeiten; dann ihn laenger halten.	YES
S3_Q_SH	B2-S011	die rechte unklare Mittelstation	4	1	qokain sar qokain qokeedy	PROC080 | PROC003 | PROC080 | PROC100	OK+AIN | AR | OK+AIN | OK+EE+DY	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	YES
S3_Q_SH	B2-S012	die rechte unklare Mittelstation und das untere gruene Figurenbecken	8	1	lchy shey qcthey qokeey lcheey saiin shy qokeeedy	PROC116 | PROC031 | PROC117 | PROC092 | PROC118 | PROC009 | PROC019 | PROC119	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | Y | OK+EEE+DY	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	YES
S3_Q_SH	B2-S013	das untere gruene Figurenbecken	1	1	lchedy	PROC120	L+CHD+DY	Am unteren gruenen Figurenbecken: Leiten und umsetzen; den Schritt schliessen.	YES
S3_Q_SH	B2-S014	das untere gruene Figurenbecken	1	0	lar	PROC121	L+AR	Am unteren gruenen Figurenbecken: Aus der Quelle leiten.	YES
S3_Q_SH	B2-S015	die Randstationen des unteren Beckens	2	1	tshey qokeedy	PROC122 | PROC100	SH+E+Y | OK+EE+DY	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	YES
S3_Q_SH	B2-S016	die Randstationen des unteren Beckens	8	1	sal lchedar ches saiin oteey qokaiin qokey pchedy	PROC055 | PROC123 | PROC124 | PROC009 | PROC109 | PROC038 | PROC085 | PROC125	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	YES
S3_Q_SH	B2-S017	die Randstationen des unteren Beckens	2	1	rsheal daldy	PROC126 | PROC127	R+SH+E+AL | AL+DY	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Schritt an der Zielstelle schliessen.	YES
S3_Q_SH	B2-S018	die Randstationen des unteren Beckens	1	1	qokeedy	PROC100	OK+EE+DY	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	YES
S3_Q_SH	B2-S019	die Randstationen des unteren Beckens	1	1	rshedy	PROC128	R+SHED+DY	An den Randstationen des unteren Beckens: Kuehlen und stehen lassen; den Schritt schliessen.	YES
S3_Q_SH	B2-S020	die Randstationen des unteren Beckens	1	1	qoteedy	PROC129	OT+EE+DY	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	YES
S3_Q_SH	B2-S021	die Randstationen des unteren Beckens	1	1	qokeedy	PROC100	OK+EE+DY	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	YES
S3_Q_SH	B2-S022	die Randstationen des unteren Beckens	1	1	lochedy	PROC130	L+O+CHD+DY	An den Randstationen des unteren Beckens: Im Arbeitsgang leiten und umsetzen; den Schritt schliessen.	YES
S4_D_T	B2-S001	die oberen Paarbecken mit Zylinder	1	1	dchedy	PROC076	CHD+DY	An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.	YES
S4_D_T	B2-S002	die oberen Paarbecken mit Zylinder	1	1	olchedy	PROC079	OL+CHD+DY	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.	YES
S4_D_T	B2-S003	die oberen Paarbecken mit Zylinder	3	1	okain dy qokeedy	PROC080 | PROC019 | PROC100	OK+AIN | Y | OK+EE+DY	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	YES
S4_D_T	B2-S004	die oberen Paarbecken mit Zylinder	5	1	okal lcheckhy lched okeey lcheckhedy	PROC048 | PROC101 | PROC102 | PROC092 | PROC103	OK+AL | L+CKH+Y | L+CHD | OK+EE+Y | L+CKH+E+DY	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.	YES
S4_D_T	B2-S005	die oberen Paarbecken mit Zylinder	8	1	qokaly solkaiin chckhy okaiin okaiin octheol chkeey ldy	PROC104 | PROC105 | PROC075 | PROC038 | PROC038 | PROC106 | PROC107 | PROC108	OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN | OK+AIIN | O+CTH+E+OL | CHK+EE+Y | L+DY	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	YES
S4_D_T	B2-S006	die oberen Paarbecken mit Zylinder	4	0	oteey okal sheckhy oky	PROC109 | PROC048 | PROC110 | PROC008	OT+EE+Y | OK+AL | SH+E+CKH+Y | OK+Y	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	YES
S4_D_T	B2-S007	die linke Mittelstation mit Zwischenknoten	1	1	dshedy	PROC111	SH+E+DY	An der linken Mittelstation mit Zwischenknoten: Kurz halten; den Schritt schliessen.	YES
S4_D_T	B2-S008	die linke Mittelstation mit Zwischenknoten	3	1	otaiin qokar tedy	PROC112 | PROC113 | PROC078	OT+AIIN | OK+AR | SHED+DY	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann stehen lassen; den Schritt schliessen.	YES
S4_D_T	B2-S009	die linke Mittelstation mit Zwischenknoten	1	1	solshedy	PROC114	OL+SH+E+DY	An der linken Mittelstation mit Zwischenknoten: Kurz weiter halten; den Schritt schliessen.	YES
S4_D_T	B2-S010	die linke Mittelstation mit Zwischenknoten	4	0	okeey oky ls shey	PROC092 | PROC008 | PROC115 | PROC031	OK+EE+Y | OK+Y | OL | SH+EE+Y	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann weiterarbeiten; dann ihn laenger halten.	YES
S4_D_T	B2-S011	die rechte unklare Mittelstation	4	1	okain dar okain qokeedy	PROC080 | PROC003 | PROC080 | PROC100	OK+AIN | AR | OK+AIN | OK+EE+DY	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	YES
S4_D_T	B2-S012	die rechte unklare Mittelstation und das untere gruene Figurenbecken	8	1	lchy shey qcthey okeey lcheey daiin dy qokeeedy	PROC116 | PROC031 | PROC117 | PROC092 | PROC118 | PROC009 | PROC019 | PROC119	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | Y | OK+EEE+DY	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	YES
S4_D_T	B2-S013	das untere gruene Figurenbecken	1	1	lchedy	PROC120	L+CHD+DY	Am unteren gruenen Figurenbecken: Leiten und umsetzen; den Schritt schliessen.	YES
S4_D_T	B2-S014	das untere gruene Figurenbecken	1	0	lar	PROC121	L+AR	Am unteren gruenen Figurenbecken: Aus der Quelle leiten.	YES
S4_D_T	B2-S015	die Randstationen des unteren Beckens	2	1	tshey qokeedy	PROC122 | PROC100	SH+E+Y | OK+EE+DY	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	YES
S4_D_T	B2-S016	die Randstationen des unteren Beckens	8	1	dal lchedar ches daiin oteey okaiin okey pchedy	PROC055 | PROC123 | PROC124 | PROC009 | PROC109 | PROC038 | PROC085 | PROC125	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	YES
S4_D_T	B2-S017	die Randstationen des unteren Beckens	2	1	rsheal daldy	PROC126 | PROC127	R+SH+E+AL | AL+DY	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Schritt an der Zielstelle schliessen.	YES
S4_D_T	B2-S018	die Randstationen des unteren Beckens	1	1	qokeedy	PROC100	OK+EE+DY	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	YES
S4_D_T	B2-S019	die Randstationen des unteren Beckens	1	1	rshedy	PROC128	R+SHED+DY	An den Randstationen des unteren Beckens: Kuehlen und stehen lassen; den Schritt schliessen.	YES
S4_D_T	B2-S020	die Randstationen des unteren Beckens	1	1	qoteedy	PROC129	OT+EE+DY	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	YES
S4_D_T	B2-S021	die Randstationen des unteren Beckens	1	1	qokeedy	PROC100	OK+EE+DY	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	YES
S4_D_T	B2-S022	die Randstationen des unteren Beckens	1	1	lochedy	PROC130	L+O+CHD+DY	An den Randstationen des unteren Beckens: Im Arbeitsgang leiten und umsetzen; den Schritt schliessen.	YES
