source_entity_id	source_reading_id	surface	original_working_meaning_de	occurrence_count	page_count	issue_cluster	repair_queue_rank	repair_queue	exact_normalized_master_card_links	master_card_automatic_score_credit	disposition	repair_mode	resolved_debt_atom	v84_reading_id	v84_lexical_core_de	v84_context_realization_de	old_score	old_level	new_lexical_score	new_lexical_level	new_context_score	new_context_level	historical_confirmation	positive_evidence_de	counterevidence_de
AR015	chair#1	chair	trockener Drogenanteil II	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chair#1	trockener Drogenanteil II	trockener Drogenanteil II	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Anteil II des Trockenguts
AR016	chal#1	chal	Rohstoffklasse I, trocken am Gradanfang	2	2	CURRENT_DEBT_ONLY	1	AL_CLASS_RETREAT	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chal#1	Rohstoffklasse I, trocken am Gradanfang	Rohstoffklasse I, trocken am Gradanfang	38	W1_WEAK_WORKING	38	W1_WEAK_WORKING	38	W1_WEAK_WORKING	H0_NONE	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR017	char#1	char	trockener Drogenanteil I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	char#1	trockener Drogenanteil I	trockener Drogenanteil I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Trockenfraktion I; lebender Rivale: Anteil I des Trockenguts
AR019	chckhy#1	chckhy	Arzneikompositum: trocken, Gradanfang	1	1	CURRENT_DEBT_ONLY	4	CKH_CPH_EXACT_FAMILY	2	0	REPAIRED_IN_V84	LEARNED_HEAD_COMPRESSION	UNSUPPORTED_DRUG_IDENTITY	chckhy#V84_1	trockene Mischung, Anfangsstufe	trockene Mischung, Anfangsstufe	31	W1_WEAK_WORKING	45	W2_PROVISIONAL_WORKING	45	W2_PROVISIONAL_WORKING	H0_NONE	Trockene CKH-Schwesterzelle und Anfangszelle sind sichtbar.	Mischung ist ein gelernter Familienkopf, keine freie CKH- oder Arzneibedeutung.
AR022	chdar#1	chdar	abgemessener trockener Drogenanteil I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chdar#1	abgemessener trockener Drogenanteil I	abgemessener trockener Drogenanteil I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: abgemessene Trockenfraktion I, Anfangsstufe; lebender Rivale: abgemessener Anteil I des Trockenguts
AR024	chear#1	chear	trockener Drogenanteil I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chear#1	trockener Drogenanteil I	trockener Drogenanteil I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: trockene Fraktion I; lebender Rivale: trocken gebundene Sortierklasse I
AR025	checkhy#1	checkhy	trockenes Arzneikompositum am Gradanfang	1	1	CURRENT_DEBT_ONLY	4	CKH_CPH_EXACT_FAMILY	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	checkhy#1	trockenes Arzneikompositum am Gradanfang	trockenes Arzneikompositum am Gradanfang	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR028	chedaiin#1	chedaiin	abgemessene Trockendroge, Dosis III	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chedaiin#1	abgemessene Trockendroge, Dosis III	abgemessene Trockendroge, Dosis III	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR032	cheockhy#1	cheockhy	trocken angesetztes Arzneikompositum am Gradanfang	1	1	CURRENT_DEBT_ONLY	4	CKH_CPH_EXACT_FAMILY	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cheockhy#1	trocken angesetztes Arzneikompositum am Gradanfang	trocken angesetztes Arzneikompositum am Gradanfang	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR034	cheol#1	cheol	trockener Drogenstoff	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cheol#1	trockener Drogenstoff	trockener Drogenstoff	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: CRITICAL
AR035	cheop#1	cheop	bis zur Mittelstufe getrocknet	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cheop#1	bis zur Mittelstufe getrocknet	bis zur Mittelstufe getrocknet	29	W1_WEAK_WORKING	29	W1_WEAK_WORKING	29	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR037	ches#1	ches	trockenes Drogenmaterial, Mittelstufe	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	ches#1	trockenes Drogenmaterial, Mittelstufe	trockenes Drogenmaterial, Mittelstufe	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: CRITICAL
AR040	chockhy#1	chockhy	trockene Arzneizubereitung, Gradanfang	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chockhy#1	trockene Arzneizubereitung, Gradanfang	trockene Arzneizubereitung, Gradanfang	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Arzneikompositum im Trockenansatz am Gradanfang; lebender Rivale: Trockenansatz des Arzneikompositums
AR041	chodaiin#1	chodaiin	Trockenansatz, Dosis III	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chodaiin#1	Trockenansatz, Dosis III	Trockenansatz, Dosis III	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR042	chody#1	chody	leicht getrocknete Zubereitung, abgeschlossen	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chody#1	leicht getrocknete Zubereitung, abgeschlossen	leicht getrocknete Zubereitung, abgeschlossen	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Trockenansatz, abgeschlossen; lebender Rivale: Trockenrückstand|Trockengut
AR043	chokol#1	chokol	heißer Absud aus Trockengut	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	REPAIRED_IN_V84	PRODUCT_TO_VISIBLE_CORE	UNSUPPORTED_DECOCTION_PRODUCT	chokol#V84_1	heißes Trockengut	heißes Trockengut	30	W1_WEAK_WORKING	44	W2_PROVISIONAL_WORKING	44	W2_PROVISIONAL_WORKING	H0_NONE	CH/K/OL stützen heiß plus trockenes Material.	Hitze ohne geschriebenes Kochen oder Abziehen identifiziert keinen Absud.
AR045	cholches#1	cholches	nachgetrocknetes Drogenmaterial, Mittelstufe	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cholches#1	nachgetrocknetes Drogenmaterial, Mittelstufe	nachgetrocknetes Drogenmaterial, Mittelstufe	29	W1_WEAK_WORKING	29	W1_WEAK_WORKING	29	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: CRITICAL
AR046	cholkain#1	cholkain	Trockengut, heiß auf Stufe II	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cholkain#1	Trockengut, heiß auf Stufe II	Trockengut, heiß auf Stufe II	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR047	chopo#1	chopo	Pulverzubereitung aus Trockengut	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chopo#1	Pulverzubereitung aus Trockengut	Pulverzubereitung aus Trockengut	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Pulvermischung aus Trockenextrakt
AR049	chos#1	chos	eine Charge Trockenansatz	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chos#1	eine Charge Trockenansatz	eine Charge Trockenansatz	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR050	chotar#1	chotar	Anteil I des abgekühlten Trockenansatzes	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chotar#1	Anteil I des abgekühlten Trockenansatzes	Anteil I des abgekühlten Trockenansatzes	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: abgekühlter Trockenextrakt I
AR051	chpcheey#1	chpcheey	nachgetrocknetes Pulver, Form II	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chpcheey#1	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE; LOW/EXPLORATORY-Provenienz bleibt sichtbar
AR052	chs#1	chs	Trockengut, Grundform	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chs#1	Trockengut, Grundform	Trockengut, Grundform	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR056	ckhol#1	ckhol	Drogenstoff aus Arzneikompositum	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	0	0	REPAIRED_IN_V84	LEARNED_HEAD_COMPRESSION	UNSUPPORTED_DRUG_AND_COMPOSITUM_IDENTITY	ckhol#V84_1	Mischgut	Mischgut	29	W1_WEAK_WORKING	43	W2_PROVISIONAL_WORKING	43	W2_PROVISIONAL_WORKING	H0_NONE	CKH/CPH-Raster stützt einen zusammengesetzten Materialkopf.	Arznei, Zutaten und freie CKH-Bedeutung sind unbelegt; nur exakte Familienkarte.
AR057	ckhy#1	ckhy	Arzneikompositum am Gradanfang	1	1	CURRENT_DEBT_ONLY	4	CKH_CPH_EXACT_FAMILY	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	ckhy#1	Arzneikompositum am Gradanfang	Arzneikompositum am Gradanfang	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR059	cpheesy#1	cpheesy	vollständig bereitetes und abgeschlossenes Arzneikompositum	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cpheesy#1	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR; LOW/EXPLORATORY-Provenienz bleibt sichtbar
AR060	cphochy#1	cphochy	leicht angetrocknetes Arzneikompositum im Ansatz	1	1	CURRENT_DEBT_ONLY	4	CKH_CPH_EXACT_FAMILY	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cphochy#1	leicht angetrocknetes Arzneikompositum im Ansatz	leicht angetrocknetes Arzneikompositum im Ansatz	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR061	cphy#1	cphy	Arzneikompositum in Grundform	1	1	CURRENT_DEBT_ONLY	4	CKH_CPH_EXACT_FAMILY	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cphy#1	Arzneikompositum in Grundform	Arzneikompositum in Grundform	28	W1_WEAK_WORKING	28	W1_WEAK_WORKING	28	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
