pair_id	target_surface	signed_offset	side	distance	neighbor_surface	selected_contact_occurrences	guarded_reader_exact_pair_occurrences	guarded_zl3b_pair_occurrences	raw_only_repeat_control	guarded_reader_exact_pair_loci	guarded_pages	selected_roles	pair_recurrence_decision	lexeme_or_component_export
G740-P020	lkaiin	-1	L	1	qokeey	1	1	1	0	f86v6.36@8>7	1	AXIS	UNIQUE_DIRECT_PAIR	0
G740-P021	lkaiin	-1	L	1	qokeol	1	1	1	0	f107r.21@8>7	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P022	lkaiin	-1	L	1	qokor	1	1	1	0	f107r.35@6>5	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P023	lkaiin	-1	L	1	ycheeo	2	2	2	0	f105v.7@2>1|f106r.30@2>1	2	AXIS+CARRIER	REPEATED_DIRECT_PAIR	0
G740-P024	lkaiin	1	R	1	cheal	1	1	1	0	f108v.49@4>5	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P025	lkaiin	1	R	1	cho	1	1	1	0	f106r.30@2>3	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P026	lkaiin	1	R	1	okair	1	1	1	0	f107r.49@7>8	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P027	lkaiin	1	R	1	okeeol	1	1	1	0	f105r.15@7>8	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P028	lkaiin	2	R	2	chkal	1	1	1	0	f107v.15@4>6	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P029	lkaiin	2	R	2	qokair	1	1	1	0	f107v.1@4>6	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P030	lkaiin	2	R	2	qokey	1	1	1	0	f108r.50@3>5	1	AXIS	UNIQUE_RADIUS_TWO_PAIR	0
G740-P031	lkain	-2	L	2	chokar	1	1	1	0	f104r.13@5>3	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P032	lkain	-2	L	2	okey	1	1	1	0	f108v.37@8>6	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P033	lkain	-2	L	2	orain	1	1	1	0	f116r.27@7>5	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P034	lkain	-2	L	2	qeeey	1	1	1	0	f76r.17@6>4	1	AXIS	UNIQUE_RADIUS_TWO_PAIR	0
G740-P035	lkain	-1	L	1	chedar	1	1	1	0	f112v.38@10>9	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P036	lkain	-1	L	1	cho	1	1	2	1	f107r.39@9>8	1	CARRIER	RAW_REPEAT_READER_VARIANT_CONTROL	0
G740-P037	lkain	-1	L	1	dalky	1	1	1	0	f78r.32@6>5	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P038	lkain	-1	L	1	kair	1	1	1	0	f107r.24@6>5	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P039	lkain	-1	L	1	okeedal	1	1	1	0	f104r.23@6>5	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P040	lkain	-1	L	1	oteey	1	1	1	0	f107v.38@9>8	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P041	lkain	-1	L	1	qokeey	1	1	1	0	f107v.41@13>12	1	AXIS	UNIQUE_DIRECT_PAIR	0
G740-P042	lkain	1	R	1	cheo	1	1	1	0	f112v.38@10>11	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P043	lkain	1	R	1	cheokain	1	1	1	0	f111v.21@9>10	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P044	lkain	1	R	1	qokeeo	1	1	1	0	f107r.24@6>7	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P045	lkain	2	R	2	chokain	1	1	1	0	f111v.40@2>4	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P046	lkain	2	R	2	otor	1	1	1	0	f116r.5@6>8	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P047	lkar	-2	L	2	chky	1	1	1	0	f107r.33@10>8	1	CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P048	lkar	-2	L	2	oteey	1	1	1	0	f103r.5@6>4	1	CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P049	lkar	-1	L	1	choky	1	1	1	0	f106r.35@3>2	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P050	lkar	-1	L	1	qokchey	1	1	1	0	f115v.42@9>8	1	AXIS	UNIQUE_DIRECT_PAIR	0
G740-P051	lkar	-1	L	1	qokeey	1	1	1	0	f80r.33@3>2	1	AXIS	UNIQUE_DIRECT_PAIR	0
G740-P052	lkar	-1	L	1	qokey	1	1	1	0	f103r.5@6>5	1	AXIS	UNIQUE_DIRECT_PAIR	0
G740-P053	lkar	1	R	1	air	1	1	1	0	f115r.15@11>12	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P054	lkar	1	R	1	ary	1	1	1	0	f86v3.20@8>9	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P055	lkar	1	R	1	ytaiin	1	1	1	0	f104v.18@4>5	1	AXIS	UNIQUE_DIRECT_PAIR	0
G740-P056	lkar	2	R	2	qotol	1	1	1	0	f86v6.42@7>9	1	CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P057	pcheol	-2	L	2	tcheol	1	1	1	0	f80v.6@3>1	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P058	pcheol	-1	L	1	otey	1	1	1	0	f113v.25@5>4	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P059	pcheol	1	R	1	kcheor	1	1	1	0	f113v.15@8>9	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P060	pcheol	2	R	2	cthor	1	1	1	0	f52v.7@1>3	1	CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P061	pcheol	2	R	2	otey	1	1	1	0	f106r.13@1>3	1	CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P062	rain	-2	L	2	oteeo	1	1	1	0	f114v.30@11>9	1	CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P063	rain	-2	L	2	qokeey	1	1	1	0	f81r.20@6>4	1	AXIS	UNIQUE_RADIUS_TWO_PAIR	0
G740-P064	rain	-2	L	2	qotal	1	1	1	0	f77v.33@10>8	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P065	rain	-2	L	2	teey	1	1	1	0	f116r.43@7>5	1	AXIS	UNIQUE_RADIUS_TWO_PAIR	0
G740-P066	rain	-1	L	1	ckhal	1	1	1	0	f116r.31@4>3	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P067	rain	-1	L	1	odaiin	1	1	1	0	f81r.20@6>5	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P068	rain	-1	L	1	okey	1	1	1	0	f103r.8@5>4	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P069	rain	-1	L	1	qokeey	1	1	1	0	f116r.36@2>1	1	AXIS	UNIQUE_DIRECT_PAIR	0
G740-P070	rain	-1	L	1	teey	1	1	1	0	f114v.30@11>10	1	AXIS	UNIQUE_DIRECT_PAIR	0
G740-P071	rain	1	R	1	checthey	1	1	1	0	f115v.35@10>11	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P072	rain	1	R	1	cheo	1	1	1	0	f115r.11@8>9	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P073	rain	1	R	1	otey	1	1	1	0	f116r.19@9>10	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P074	rain	2	R	2	chkain	1	1	1	0	f115r.11@8>10	1	AXIS	UNIQUE_RADIUS_TWO_PAIR	0
G740-P075	rain	2	R	2	cphol	1	1	1	0	f116r.10@7>9	1	CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P076	rsheedy	2	R	2	sheol	1	1	1	0	f77v.8@6>8	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P077	sain	-2	L	2	cthor	1	1	1	0	f10v.1@9>7	1	AXIS	UNIQUE_RADIUS_TWO_PAIR	0
G740-P078	sain	-2	L	2	fchedy	1	1	1	0	f77v.27@6>4	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P079	sain	-2	L	2	olaiin	1	1	1	0	f106v.19@9>7	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P080	sain	-2	L	2	olkain	1	1	1	0	f79v.25@8>6	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P081	sain	-1	L	1	ockhey	1	1	1	0	f83r.19@4>3	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P082	sain	-1	L	1	otydy	1	1	1	0	f10v.1@9>8	1	CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P083	sain	-1	L	1	qokey	2	2	2	0	f79r.6@6>5|f83r.33@6>5	2	AXIS	REPEATED_DIRECT_PAIR	0
G740-P084	sain	-1	L	1	qolkary	1	1	1	0	f75r.24@4>3	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P085	sain	1	R	1	chckhey	1	1	1	0	f111r.24@1>2	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P086	sain	1	R	1	cheal	1	1	1	0	f111v.51@1>2	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P087	sain	1	R	1	ched	1	1	1	0	f83r.19@4>5	1	AXIS	UNIQUE_DIRECT_PAIR	0
G740-P088	sain	1	R	1	olaiin	1	1	1	0	f112r.35@1>2	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P089	sain	1	R	1	otchedy	1	1	1	0	f114r.36@8>9	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P090	sain	1	R	1	sheor	2	2	2	0	f108v.37@1>2|f78r.23@1>2	2	CARRIER	REPEATED_DIRECT_PAIR	0
G740-P091	sain	1	R	1	ytaiin	1	1	1	0	f86v3.7@1>2	1	AXIS	UNIQUE_DIRECT_PAIR	0
G740-P092	sain	2	R	2	checkhy	1	1	1	0	f112r.36@1>3	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P093	sain	2	R	2	cheedy	1	1	1	0	f81r.15@1>3	1	AXIS	UNIQUE_RADIUS_TWO_PAIR	0
G740-P094	sain	2	R	2	cheo	1	1	1	0	f113r.49@1>3	1	CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P095	sain	2	R	2	okey	1	1	1	0	f112v.5@1>3	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
G740-P096	sain	2	R	2	qokeey	1	1	1	0	f111v.47@1>3	1	AXIS	UNIQUE_RADIUS_TWO_PAIR	0
G740-P097	sain	2	R	2	qoteedy	1	1	1	0	f77r.14@2>4	1	AXIS	UNIQUE_RADIUS_TWO_PAIR	0
G740-P098	skaiin	-2	L	2	qotcheedy	1	1	1	0	f114v.9@8>6	1	AXIS	UNIQUE_RADIUS_TWO_PAIR	0
G740-P099	skaiin	1	R	1	shokal	1	1	1	0	f58r.36@1>2	1	AXIS+CARRIER	UNIQUE_DIRECT_PAIR	0
G740-P100	skaiin	2	R	2	qotal	1	1	1	0	f114v.9@8>10	1	AXIS+CARRIER	UNIQUE_RADIUS_TWO_PAIR	0
