attachment_contact_id	window_id	dispatch_id	patch_id	occurrence_id	page	locus	target_ordinal	target_surface	opaque_head_id	line_position	selected_roles	side	signed_offset	distance	neighbor_ordinal	neighbor_surface	neighbor_semantic_value_de	neighbor_axis_tags	neighbor_scalar_host_types	ordered_pair_key	manuscript_order_full_frame	guarded_reader_exact_pair_occurrences	guarded_reader_exact_full_frame_occurrences	guarded_zl3b_pair_occurrences	raw_only_repeat_control	guarded_reader_exact_pair_loci	expected_host_side_from_formal_role	formal_role_direction_match	historical_order_prior	intervening_surface	intervening_practical_unit_role	intervening_unknown_v99r7	intervening_emits_own_unit	intervening_strict_initial_head	intervening_another_gdt738_target	target_practical_unit_layer	target_practical_unit_id	target_practical_unit_role	neighbor_practical_unit_layer	neighbor_practical_unit_id	neighbor_practical_unit_role	shared_bound_practical_span	attachment_decision	axis_role_retained	carrier_role_retained	renderer_role_retained	scope	literal_plaintext_claimed	component_export_credit	pair_id
G740-C0011	G739-N00170	G739-D0026	G738-P0026	G737-O0083	f105r	f105r.15	7	lkaiin	H4	MIDDLE	CARRIER	R	1	1	8	okeeol	vollständig erhitzter Ansatzstoff	HOT|MATERIAL|PREPARATION	NONE	lkaiin@+1@okeeol	lkaiin okeeol	1	1	1	0	f105r.15@7>8	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P027
G740-C0012	G739-N00175	G739-D0027	G738-P0027	G737-O0093	f105v	f105v.7	2	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-1	1	1	ycheeo	Eintrag: zweiter Trockenansatz	DRY|PREPARATION|PASS	PROCESS_PASS	lkaiin@-1@ycheeo	ycheeo lkaiin	2	2	2	0	f105v.7@2>1|f106r.30@2>1	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	STRONG_REPEAT_EXPECTED	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P023
G740-C0013	G739-N00184	G739-D0028	G738-P0028	G737-O0098	f105v	f105v.37	5	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-1	1	4	qoeeo	zweite Feuchtzubereitung	MOIST|PREPARATION|PASS	PROCESS_PASS	lkaiin@-1@qoeeo	qoeeo lkaiin	1	1	1	0	f105v.37@5>4	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P019
G740-C0014	G739-N00190	G739-D0029	G738-P0029	G737-O0108	f106r	f106r.30	2	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-1	1	1	ycheeo	Eintrag: zweiter Trockenansatz	DRY|PREPARATION|PASS	PROCESS_PASS	lkaiin@-1@ycheeo	ycheeo lkaiin	2	2	2	0	f105v.7@2>1|f106r.30@2>1	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	STRONG_REPEAT_EXPECTED	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P023
G740-C0015	G739-N00191	G739-D0029	G738-P0029	G737-O0108	f106r	f106r.30	2	lkaiin	H4	MIDDLE	CARRIER	R	1	1	3	cho	Trockenansatz	DRY|PREPARATION	NONE	lkaiin@+1@cho	lkaiin cho	1	1	1	0	f106r.30@2>3	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P025
G740-C0016	G739-N00208	G739-D0031	G738-P0031	G737-O0126	f107r	f107r.8	6	lkaiin	H4	MIDDLE	AXIS	L	-2	2	4	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	lkaiin@-2@qokeey	qokeey qokedy lkaiin	1	0	1	0	f107r.8@6>4	L	1	LEFT_HOST_PRIMARY_MICROENTRY	qokedy	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P012
G740-C0017	G739-N00218	G739-D0032	G738-P0032	G737-O0129	f107r	f107r.21	8	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-1	1	7	qokeol	erhitze den Drogenstoff bis zur Mittelstufe	HOT|VALUE|MATERIAL|PROCESS	QUALITY_DEGREE	lkaiin@-1@qokeol	qokeol lkaiin	1	1	1	0	f107r.21@8>7	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P021
G740-C0018	G739-N00239	G739-D0035	G738-P0035	G737-O0137	f107r	f107r.35	6	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-1	1	5	qokor	heiße Drogenportion	HOT|AMOUNT|MATERIAL	AMOUNT_DOSE	lkaiin@-1@qokor	qokor lkaiin	1	1	1	0	f107r.35@6>5	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P022
G740-C0019	G739-N00256	G739-D0037	G738-P0037	G737-O0146	f107r	f107r.49	7	lkaiin	H4	MIDDLE	AXIS+CARRIER	R	1	1	8	okair	heiße Drogenfraktion II im Ansatz	HOT|PART|MATERIAL|PREPARATION	AMOUNT_DOSE	lkaiin@+1@okair	lkaiin okair	1	1	1	0	f107r.49@7>8	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P026
G740-C0020	G739-N00263	G739-D0038	G738-P0038	G737-O0148	f107v	f107v.1	4	lkaiin	H4	MIDDLE	AXIS+CARRIER	R	2	2	6	qokair	erhitze die zweite Fraktion	HOT|PART|PROCESS	AMOUNT_DOSE	lkaiin@+2@qokair	lkaiin otody qokair	1	0	1	0	f107v.1@4>6	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	otody	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P029
G740-C0021	G739-N00271	G739-D0039	G738-P0039	G737-O0151	f107v	f107v.3	10	lkaiin	H4	MIDDLE	CARRIER	L	-1	1	9	ochedy	Ansatz aus getrockneter Droge, abgeschlossen	DRY|MATERIAL|PREPARATION|CLOSE	NONE	lkaiin@-1@ochedy	ochedy lkaiin	1	1	1	0	f107v.3@10>9	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P016
G740-C0022	G739-N00279	G739-D0040	G738-P0040	G737-O0157	f107v	f107v.15	4	lkaiin	H4	MIDDLE	AXIS+CARRIER	R	2	2	6	chkal	Rohstoffklasse I, trocken-heiß am Gradanfang	HOT|DRY|VALUE|MATERIAL	QUALITY_DEGREE	lkaiin@+2@chkal	lkaiin okain chkal	1	1	1	0	f107v.15@4>6	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	okain	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P028
G740-C0023	G739-N00286	G739-D0041	G738-P0041	G737-O0160	f107v	f107v.24	5	lkaiin	H4	LAST	AXIS+CARRIER	L	-1	1	4	olkain	heißes Drogenmaterial, Grad II	HOT|VALUE|MATERIAL	QUALITY_DEGREE	lkaiin@-1@olkain	olkain lkaiin	1	1	1	0	f107v.24@5>4	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P017
G740-C0024	G739-N00306	G739-D0044	G738-P0044	G737-O0185	f108r	f108r.50	3	lkaiin	H4	MIDDLE	AXIS	R	2	2	5	qokey	heiß in der Mitte des Grades	HOT|VALUE	QUALITY_DEGREE	lkaiin@+2@qokey	lkaiin chdy qokey	1	1	1	0	f108r.50@3>5	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	chdy	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P030
G740-C0025	G739-N00313	G739-D0045	G738-P0045	G737-O0210	f108v	f108v.49	4	lkaiin	H4	MIDDLE	AXIS+CARRIER	R	1	1	5	cheal	Rohstoffklasse I, trocken in der Gradmitte	DRY|VALUE|MATERIAL	QUALITY_DEGREE	lkaiin@+1@cheal	lkaiin cheal	1	1	1	0	f108v.49@4>5	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P024
G740-C0026	G739-N00326	G739-D0048	G738-P0048	G737-O0315	f113r	f113r.46	3	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-2	2	1	oaiin	drei Ansatzportionen	AMOUNT|PREPARATION	AMOUNT_DOSE	lkaiin@-2@oaiin	oaiin cheokeeas lkaiin	1	0	1	0	f113r.46@3>1	L	1	LEFT_HOST_PRIMARY_MICROENTRY	cheokeeas	EMIT_CELL_ONCE	1	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P010
G740-C0027	G739-N00375	G739-D0054	G738-P0054	G737-O0582	f76r	f76r.44	6	lkaiin	H4	MIDDLE	AXIS	L	-2	2	4	ykar	nimm hiervon die erste erhitzte Drogenfraktion	HOT|PART|MATERIAL	AMOUNT_DOSE	lkaiin@-2@ykar	ykar alol lkaiin	1	1	1	0	f76r.44@6>4	L	1	LEFT_HOST_PRIMARY_MICROENTRY	alol	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P013
G740-C0028	G739-N00376	G739-D0054	G738-P0054	G737-O0582	f76r	f76r.44	6	lkaiin	H4	MIDDLE	CARRIER	L	-1	1	5	alol	Drogenstoff aus Rohdroge I	MATERIAL	NONE	lkaiin@-1@alol	alol lkaiin	1	1	1	0	f76r.44@6>5	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P014
G740-C0029	G739-N00408	G739-D0058	G738-P0058	G737-O0767	f86v5	f86v5.18	5	lkaiin	H4	MIDDLE	CARRIER	L	-1	1	4	otcho	kalt-trockene Zubereitung	COLD|DRY|PREPARATION	NONE	lkaiin@-1@otcho	otcho lkaiin	1	1	1	0	f86v5.18@5>4	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P018
G740-C0030	G739-N00417	G739-D0059	G738-P0059	G737-O0777	f86v6	f86v6.36	8	lkaiin	H4	MIDDLE	CARRIER	L	-2	2	6	cthdy	Krautdroge fertig aufbereiten	MATERIAL|CLOSE	NONE	lkaiin@-2@cthdy	cthdy qokeey lkaiin	1	1	1	0	f86v6.36@8>6	L	1	LEFT_HOST_PRIMARY_MICROENTRY	qokeey	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P009
G740-C0031	G739-N00418	G739-D0059	G738-P0059	G737-O0777	f86v6	f86v6.36	8	lkaiin	H4	MIDDLE	AXIS	L	-1	1	7	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	lkaiin@-1@qokeey	qokeey lkaiin	1	1	1	0	f86v6.36@8>7	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	0	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P020
G740-C0032	G739-N00438	G739-D0062	G738-P0062	G737-O0056	f104r	f104r.13	5	lkain	H4	MIDDLE	AXIS+CARRIER	L	-2	2	3	chokar	erste heiß getrocknete Ansatzfraktion	HOT|DRY|PART|PREPARATION	AMOUNT_DOSE	lkain@-2@chokar	chokar okcho lkain	1	1	1	0	f104r.13@5>3	L	1	LEFT_HOST_PRIMARY_MICROENTRY	okcho	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P031
G740-C0033	G739-N00449	G739-D0063	G738-P0063	G737-O0058	f104r	f104r.23	6	lkain	H4	MIDDLE	AXIS+CARRIER	L	-1	1	5	okeedal	Ansatz vollständig erhitzen und Rohdroge I abmessen	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS	AMOUNT_DOSE	lkain@-1@okeedal	okeedal lkain	1	1	1	0	f104r.23@6>5	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P039
G740-C0034	G739-N00459	G739-D0064	G738-P0064	G737-O0131	f107r	f107r.24	6	lkain	H4	MIDDLE	CARRIER	L	-1	1	5	kair	heiße Drogenfraktion II	HOT|PART|MATERIAL	AMOUNT_DOSE	lkain@-1@kair	kair lkain	1	1	1	0	f107r.24@6>5	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P038
G740-C0035	G739-N00460	G739-D0064	G738-P0064	G737-O0131	f107r	f107r.24	6	lkain	H4	MIDDLE	CARRIER	R	1	1	7	qokeeo	heißer Ansatz, Bindungsstufe II	HOT|VALUE|PREPARATION	QUALITY_DEGREE	lkain@+1@qokeeo	lkain qokeeo	1	1	1	0	f107r.24@6>7	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P044
