ring_evidence_id	window_id	dispatch_id	patch_id	page	locus	target_surface	side	signed_offset	distance	neighbor_surface	neighbor_axis_tags	neighbor_scalar_host_types	evidence_roles	binding_contact_id	binding_roles	role_bearing_binding_contact	conflict_only_nonbinding_contact	plaintext_or_component_export
G740-E0054	G739-N00782	G739-D0106	G738-P0106	f115r	f115r.15	lkar	R	1	1	air	PART|MATERIAL	AMOUNT_DOSE	AXIS+CARRIER	G740-C0053	AXIS+CARRIER	1	0	0
G740-E0055	G739-N00788	G739-D0107	G738-P0107	f115v	f115v.42	lkar	L	-1	1	qokchey	HOT|DRY|VALUE	QUALITY_DEGREE	AXIS	G740-C0054	AXIS	1	0	0
G740-E0056	G739-N00823	G739-D0112	G738-P0112	f80r	f80r.33	lkar	L	-1	1	qokeey	HOT|VALUE	QUALITY_DEGREE	AXIS	G740-C0055	AXIS	1	0	0
G740-E0057	G739-N00834	G739-D0113	G738-P0113	f86v3	f86v3.20	lkar	R	1	1	ary	PART|MATERIAL|CLOSE	AMOUNT_DOSE	AXIS+CARRIER	G740-C0056	AXIS+CARRIER	1	0	0
G740-E0058	G739-N00854	G739-D0116	G738-P0116	f86v6	f86v6.42	lkar	R	2	2	qotol	COLD|MATERIAL	NONE	CARRIER	G740-C0057	CARRIER	1	0	0
G740-E0059	G739-N00888	G739-D0122	G738-P0122	f106r	f106r.13	pcheol	R	2	2	otey	COLD|VALUE|PREPARATION	QUALITY_DEGREE	CARRIER	G740-C0058	CARRIER	1	0	0
G740-E0060	G739-N00897	G739-D0123	G738-P0123	f113v	f113v.15	pcheol	R	1	1	kcheor	HOT|DRY|AMOUNT|VALUE|MATERIAL	QUALITY_DEGREE|AMOUNT_DOSE	AXIS+CARRIER	G740-C0059	AXIS+CARRIER	1	0	0
G740-E0061	G739-N00904	G739-D0124	G738-P0124	f113v	f113v.25	pcheol	L	-1	1	otey	COLD|VALUE|PREPARATION	QUALITY_DEGREE	CARRIER	G740-C0060	CARRIER	1	0	0
G740-E0062	G739-N00915	G739-D0126	G738-P0126	f52v	f52v.7	pcheol	R	2	2	cthor	AMOUNT|MATERIAL	AMOUNT_DOSE	CARRIER	G740-C0061	CARRIER	1	0	0
G740-E0063	G739-N00926	G739-D0128	G738-P0128	f80v	f80v.6	pcheol	L	-2	2	tcheol	COLD|DRY|MATERIAL	NONE	AXIS+CARRIER	G740-C0062	AXIS+CARRIER	1	0	0
G740-E0064	G739-N00944	G739-D0131	G738-P0131	f103r	f103r.8	rain	L	-1	1	okey	HOT|VALUE|PREPARATION	QUALITY_DEGREE	AXIS+CARRIER	G740-C0063	AXIS+CARRIER	1	0	0
G740-E0065	G739-N00964	G739-D0134	G738-P0134	f114v	f114v.30	rain	L	-2	2	oteeo	COLD|PREPARATION|PASS	PROCESS_PASS	CARRIER	G740-C0064	CARRIER	1	0	0
G740-E0066	G739-N00965	G739-D0134	G738-P0134	f114v	f114v.30	rain	L	-1	1	teey	COLD|VALUE	QUALITY_DEGREE	AXIS	G740-C0065	AXIS	1	0	0
G740-E0067	G739-N00971	G739-D0135	G738-P0135	f115r	f115r.11	rain	R	1	1	cheo	DRY|PREPARATION	NONE	CARRIER	G740-C0066	CARRIER	1	0	0
G740-E0068	G739-N00972	G739-D0135	G738-P0135	f115r	f115r.11	rain	R	2	2	chkain	HOT|DRY|VALUE	QUALITY_DEGREE	AXIS	G740-C0067	AXIS	1	0	0
G740-E0069	G739-N00980	G739-D0136	G738-P0136	f115v	f115v.35	rain	R	1	1	checthey	DRY|MATERIAL|PROCESS|PASS	PROCESS_PASS	AXIS+CARRIER	G740-C0068	AXIS+CARRIER	1	0	0
G740-E0070	G739-N00988	G739-D0137	G738-P0137	f116r	f116r.10	rain	R	2	2	cphol	MATERIAL	NONE	CARRIER	G740-C0069	CARRIER	1	0	0
G740-E0071	G739-N00997	G739-D0138	G738-P0138	f116r	f116r.19	rain	R	1	1	otey	COLD|VALUE|PREPARATION	QUALITY_DEGREE	AXIS+CARRIER	G740-C0070	AXIS+CARRIER	1	0	0
G740-E0072	G739-N01003	G739-D0139	G738-P0139	f116r	f116r.31	rain	L	-1	1	ckhal	VALUE|MATERIAL|PREPARATION	NONE	CARRIER	G740-C0071	CARRIER	1	0	0
G740-E0073	G739-N01015	G739-D0141	G738-P0141	f116r	f116r.36	rain	L	-1	1	qokeey	HOT|VALUE	QUALITY_DEGREE	AXIS	G740-C0072	AXIS	1	0	0
G740-E0074	G739-N01024	G739-D0142	G738-P0142	f116r	f116r.43	rain	L	-2	2	teey	COLD|VALUE	QUALITY_DEGREE	AXIS	G740-C0073	AXIS	1	0	0
G740-E0075	G739-N01034	G739-D0143	G738-P0143	f77v	f77v.33	rain	L	-2	2	qotal	COLD|VALUE|MATERIAL	QUALITY_DEGREE	AXIS+CARRIER	G740-C0074	AXIS+CARRIER	1	0	0
G740-E0076	G739-N01039	G739-D0144	G738-P0144	f81r	f81r.20	rain	L	-2	2	qokeey	HOT|VALUE	QUALITY_DEGREE	AXIS	G740-C0075	AXIS	1	0	0
G740-E0077	G739-N01040	G739-D0144	G738-P0144	f81r	f81r.20	rain	L	-1	1	odaiin	VALUE|PREPARATION	NONE	CARRIER	G740-C0076	CARRIER	1	0	0
G740-E0078	G739-N01048	G739-D0145	G738-P0145	f77v	f77v.8	rsheedy	R	2	2	sheol	MOIST|MATERIAL	NONE	AXIS+CARRIER	G740-C0077	AXIS+CARRIER	1	0	0
G740-E0079	G739-N01081	G739-D0151	G738-P0151	f106v	f106v.19	sain	L	-2	2	olaiin	AMOUNT|MATERIAL	AMOUNT_DOSE	AXIS+CARRIER	G740-C0078	AXIS+CARRIER	1	0	0
G740-E0080	G739-N01102	G739-D0156	G738-P0156	f108v	f108v.37	sain	R	1	1	sheor	MOIST|PART|MATERIAL	NONE	CARRIER	G740-C0079	CARRIER	1	0	0
G740-E0081	G739-N01115	G739-D0158	G738-P0158	f10v	f10v.1	sain	L	-2	2	cthor	AMOUNT|MATERIAL	AMOUNT_DOSE	AXIS	G740-C0080	AXIS	1	0	0
G740-E0082	G739-N01116	G739-D0158	G738-P0158	f10v	f10v.1	sain	L	-1	1	otydy	COLD|PREPARATION|CLOSE	NONE	CARRIER	G740-C0081	CARRIER	1	0	0
G740-E0083	G739-N01117	G739-D0159	G738-P0159	f111r	f111r.24	sain	R	1	1	chckhey	DRY|VALUE|PREPARATION	QUALITY_DEGREE	AXIS+CARRIER	G740-C0082	AXIS+CARRIER	1	0	0
G740-E0084	G739-N01132	G739-D0161	G738-P0161	f111v	f111v.47	sain	R	2	2	qokeey	HOT|VALUE	QUALITY_DEGREE	AXIS	G740-C0083	AXIS	1	0	0
G740-E0085	G739-N01136	G739-D0162	G738-P0162	f111v	f111v.51	sain	R	1	1	cheal	DRY|VALUE|MATERIAL	QUALITY_DEGREE	AXIS+CARRIER	G740-C0084	AXIS+CARRIER	1	0	0
G740-E0086	G739-N01141	G739-D0163	G738-P0163	f112r	f112r.35	sain	R	1	1	olaiin	AMOUNT|MATERIAL	AMOUNT_DOSE	AXIS+CARRIER	G740-C0085	AXIS+CARRIER	1	0	0
G740-E0087	G739-N01147	G739-D0164	G738-P0164	f112r	f112r.36	sain	R	2	2	checkhy	DRY|VALUE|PREPARATION	QUALITY_DEGREE	AXIS+CARRIER	G740-C0086	AXIS+CARRIER	1	0	0
G740-E0088	G739-N01157	G739-D0166	G738-P0166	f112v	f112v.5	sain	R	2	2	okey	HOT|VALUE|PREPARATION	QUALITY_DEGREE	AXIS+CARRIER	G740-C0087	AXIS+CARRIER	1	0	0
G740-E0089	G739-N01173	G739-D0169	G738-P0169	f113r	f113r.49	sain	R	2	2	cheo	DRY|PREPARATION	NONE	CARRIER	G740-C0088	CARRIER	1	0	0
G740-E0090	G739-N01182	G739-D0170	G738-P0170	f114r	f114r.36	sain	R	1	1	otchedy	COLD|DRY|VALUE|PREPARATION|CLOSE	QUALITY_DEGREE	AXIS+CARRIER	G740-C0089	AXIS+CARRIER	1	0	0
G740-E0091	G739-N01199	G739-D0174	G738-P0174	f75r	f75r.24	sain	L	-1	1	qolkary	HOT|PART|MATERIAL	AMOUNT_DOSE	AXIS+CARRIER	G740-C0090	AXIS+CARRIER	1	0	0
G740-E0092	G739-N01256	G739-D0183	G738-P0183	f77r	f77r.14	sain	R	2	2	qoteedy	COLD|VALUE|CLOSE	QUALITY_DEGREE	AXIS	G740-C0091	AXIS	1	0	0
G740-E0093	G739-N01263	G739-D0184	G738-P0184	f77v	f77v.27	sain	L	-2	2	fchedy	DRY|VALUE|PART|PROCESS	QUALITY_DEGREE	AXIS+CARRIER	G740-C0092	AXIS+CARRIER	1	0	0
G740-E0094	G739-N01268	G739-D0185	G738-P0185	f78r	f78r.23	sain	R	1	1	sheor	MOIST|PART|MATERIAL	NONE	CARRIER	G740-C0093	CARRIER	1	0	0
G740-E0095	G739-N01294	G739-D0189	G738-P0189	f79r	f79r.6	sain	L	-1	1	qokey	HOT|VALUE	QUALITY_DEGREE	AXIS	G740-C0094	AXIS	1	0	0
G740-E0096	G739-N01314	G739-D0192	G738-P0192	f79v	f79v.25	sain	L	-2	2	olkain	HOT|VALUE|MATERIAL	QUALITY_DEGREE	AXIS+CARRIER	G740-C0095	AXIS+CARRIER	1	0	0
G740-E0097	G739-N01318	G739-D0193	G738-P0193	f81r	f81r.15	sain	R	2	2	cheedy	DRY|VALUE|CLOSE	QUALITY_DEGREE	AXIS	G740-C0096	AXIS	1	0	0
G740-E0098	G739-N01328	G739-D0195	G738-P0195	f83r	f83r.19	sain	L	-1	1	ockhey	VALUE|PREPARATION	NONE	CARRIER	G740-C0097	CARRIER	1	0	0
G740-E0099	G739-N01329	G739-D0195	G738-P0195	f83r	f83r.19	sain	R	1	1	ched	DRY|VALUE|CLOSE	QUALITY_DEGREE	AXIS	G740-C0098	AXIS	1	0	0
G740-E0100	G739-N01338	G739-D0196	G738-P0196	f83r	f83r.33	sain	L	-1	1	qokey	HOT|VALUE	QUALITY_DEGREE	AXIS	G740-C0099	AXIS	1	0	0
G740-E0101	G739-N01343	G739-D0198	G738-P0198	f86v3	f86v3.7	sain	R	1	1	ytaiin	COLD|VALUE	QUALITY_DEGREE	AXIS	G740-C0100	AXIS	1	0	0
G740-E0102	G739-N01364	G739-D0201	G738-P0201	f114v	f114v.9	skaiin	L	-2	2	qotcheedy	COLD|DRY|VALUE|CLOSE	QUALITY_DEGREE	AXIS	G740-C0101	AXIS	1	0	0
G740-E0103	G739-N01367	G739-D0201	G738-P0201	f114v	f114v.9	skaiin	R	2	2	qotal	COLD|VALUE|MATERIAL	QUALITY_DEGREE	AXIS+CARRIER	G740-C0102	AXIS+CARRIER	1	0	0
G740-E0104	G739-N01369	G739-D0202	G738-P0202	f58r	f58r.36	skaiin	R	1	1	shokal	HOT|MOIST|VALUE|MATERIAL|PREPARATION	QUALITY_DEGREE	AXIS+CARRIER	G740-C0103	AXIS+CARRIER	1	0	0
