adjudication_id	gdt740_patch_id	gdt739_dispatch_id	patch_id	occurrence_id	page	locus	token_ordinal	surface	opaque_head_id	line_position	attachment_tier	selected_contacts	direct_contacts	radius_two_contacts	radius_two_relay_contacts	radius_two_held_contacts	strong_repeated_direct_contacts	formal_direction_supported_direct_contacts	formal_direction_reverse_direct_contacts	left_direct_contacts	right_direct_contacts	gdt739_dimension_dispatch	gdt740_dimension_dispatch	gdt739_carrier_dispatch	gdt740_carrier_dispatch	gdt739_state_mode	gdt740_state_mode	axis_attachment_outcome	carrier_attachment_outcome	gdt739_working_render_de	gdt740_working_render_de	attachment_evidence	gdt739_nonbinding_conflict_evidence	manual_override_applied	manual_override_reason	renderer_changed_from_gdt739	plaintext_or_lexeme_claim	component_export_credit
G740-A013	G740-R0027	G739-D0027	G738-P0027	G737-O0093	f105v	f105v.7	2	lkaiin	H4	MIDDLE	ATTACHED_STRONG	1	1	0	0	0	1	1	0	1	0	PROCESS_PASS	PROCESS_PASS	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	L1 ycheeo [AXIS+CARRIER→STRONG_REPEAT_EXPECTED;retained=1]	NONE	0	NONE	0	0	0
G740-A014	G740-R0028	G739-D0028	G738-P0028	G737-O0098	f105v	f105v.37	5	lkaiin	H4	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	PROCESS_PASS	PROCESS_PASS	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	L1 qoeeo [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A015	G740-R0029	G739-D0029	G738-P0029	G737-O0108	f106r	f106r.30	2	lkaiin	H4	MIDDLE	ATTACHED_STRONG	2	2	0	0	0	1	1	1	1	1	PROCESS_PASS	PROCESS_PASS	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	L1 ycheeo [AXIS+CARRIER→STRONG_REPEAT_EXPECTED;retained=1] || R1 cho [CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A016	G740-R0031	G739-D0031	G738-P0031	G737-O0126	f107r	f107r.8	6	lkaiin	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	OPEN	Heißgrad III	Skalarstufe III; Dimension offen	L2 qokeey [AXIS→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A017	G740-R0032	G739-D0032	G738-P0032	G737-O0129	f107r	f107r.21	8	lkaiin	H4	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	QUALITY_DEGREE	QUALITY_DEGREE	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Heißgrad III des Materials	Heißgrad III des Materials	L1 qokeol [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A018	G740-R0035	G739-D0035	G738-P0035	G737-O0137	f107r	f107r.35	6	lkaiin	H4	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	AMOUNT_DOSE	AMOUNT_DOSE	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Mengen-/Portionsstufe III des Materials	Mengen-/Portionsstufe III des Materials	L1 qokor [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A019	G740-R0037	G739-D0037	G738-P0037	G737-O0146	f107r	f107r.49	7	lkaiin	H4	MIDDLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	0	1	0	1	AMOUNT_DOSE	AMOUNT_DOSE	PREPARATION_MATERIAL_PART	PREPARATION_MATERIAL_PART	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Mengen-/Portionsstufe III der Zubereitungsfraktion	Mengen-/Portionsstufe III der Zubereitungsfraktion	R1 okair [AXIS+CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A020	G740-R0038	G739-D0038	G738-P0038	G737-O0148	f107v	f107v.1	4	lkaiin	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	AMOUNT_DOSE	OPEN_SCALAR	PART	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Mengen-/Portionsstufe III der Teilfraktion	Skalarstufe III; Dimension offen	R2 qokair [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A021	G740-R0039	G739-D0039	G738-P0039	G737-O0151	f107v	f107v.3	10	lkaiin	H4	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	OPEN_SCALAR	OPEN_SCALAR	PREPARATION_MATERIAL	PREPARATION_MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	RETAIN_DIRECT	Skalarstufe III des Zubereitungsmaterials; Dimension offen	Skalarstufe III des Zubereitungsmaterials; Dimension offen	L1 ochedy [CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A022	G740-R0040	G739-D0040	G738-P0040	G737-O0157	f107v	f107v.15	4	lkaiin	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	MATERIAL	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Qualitätsstufe III im heiß/trocken-Feld des Materials	Skalarstufe III; Dimension offen	R2 chkal [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A023	G740-R0041	G739-D0041	G738-P0041	G737-O0160	f107v	f107v.24	5	lkaiin	H4	LAST	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	QUALITY_DEGREE	QUALITY_DEGREE	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Heißgrad III des Materials	Heißgrad III des Materials	L1 olkain [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A024	G740-R0044	G739-D0044	G738-P0044	G737-O0185	f108r	f108r.50	3	lkaiin	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	OPEN	Heißgrad III	Skalarstufe III; Dimension offen	R2 qokey [AXIS→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A025	G740-R0045	G739-D0045	G738-P0045	G737-O0210	f108v	f108v.49	4	lkaiin	H4	MIDDLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	0	1	0	1	QUALITY_DEGREE	QUALITY_DEGREE	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Trockenheitsgrad III des Materials	Trockenheitsgrad III des Materials	R1 cheal [AXIS+CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A026	G740-R0048	G739-D0048	G738-P0048	G737-O0315	f113r	f113r.46	3	lkaiin	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	AMOUNT_DOSE	OPEN_SCALAR	PREPARATION	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Mengen-/Portionsstufe III der Zubereitung	Skalarstufe III; Dimension offen	L2 oaiin [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A027	G740-R0054	G739-D0054	G738-P0054	G737-O0582	f76r	f76r.44	6	lkaiin	H4	MIDDLE	ATTACHED_SUPPORTED	2	1	1	0	1	0	1	0	1	0	AMOUNT_DOSE	OPEN_SCALAR	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	RETAIN_DIRECT	Mengen-/Portionsstufe III des Materials	Skalarstufe III des Materials; Dimension offen	L2 ykar [AXIS→NEAR_ONLY_HOLD;retained=0] || L1 alol [CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	1	0	0
G740-A028	G740-R0058	G739-D0058	G738-P0058	G737-O0767	f86v5	f86v5.18	5	lkaiin	H4	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	OPEN_SCALAR	OPEN_SCALAR	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	RETAIN_DIRECT	Skalarstufe III der Zubereitung; Dimension offen	Skalarstufe III der Zubereitung; Dimension offen	L1 otcho [CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A029	G740-R0059	G739-D0059	G738-P0059	G737-O0777	f86v6	f86v6.36	8	lkaiin	H4	MIDDLE	ATTACHED_SUPPORTED	2	1	1	0	1	0	1	0	1	0	QUALITY_DEGREE	QUALITY_DEGREE	MATERIAL	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	HOLD_RADIUS_TWO	Heißgrad III des Materials	Heißgrad III	L2 cthdy [CARRIER→NEAR_ONLY_HOLD;retained=0] || L1 qokeey [AXIS→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	1	0	0
G740-A030	G740-R0062	G739-D0062	G738-P0062	G737-O0056	f104r	f104r.13	5	lkain	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	AMOUNT_DOSE	OPEN_SCALAR	PREPARATION_PART	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Mengen-/Portionsstufe II der Zubereitungsfraktion	Skalarstufe II; Dimension offen	L2 chokar [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A031	G740-R0063	G739-D0063	G738-P0063	G737-O0058	f104r	f104r.23	6	lkain	H4	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	AMOUNT_DOSE	AMOUNT_DOSE	PREPARATION_MATERIAL	PREPARATION_MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Mengen-/Portionsstufe II des Zubereitungsmaterials	Mengen-/Portionsstufe II des Zubereitungsmaterials	L1 okeedal [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A032	G740-R0064	G739-D0064	G738-P0064	G737-O0131	f107r	f107r.24	6	lkain	H4	MIDDLE	DIRECT_COMPONENT_CONFLICT_OPEN	2	2	0	0	0	0	1	1	1	1	OPEN_SCALAR_CONFLICT	OPEN_SCALAR_CONFLICT	PREPARATION_MATERIAL_PART	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	CONFLICT_DIRECT_REMAINS_OPEN	DIRECT_COMPONENT_CONFLICT_OPEN	Skalarstufe II der Zubereitungsfraktion; Dimension offen	Skalarstufe II; Dimension offen	L1 kair [CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=0] || R1 qokeeo [CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=0]	L1 kair=heiße Drogenfraktion II [HOT|PART|MATERIAL] || R1 qokeeo=heißer Ansatz, Bindungsstufe II [HOT|VALUE|PREPARATION]	0	NONE	1	0	0
G740-A033	G740-R0065	G739-D0065	G738-P0065	G737-O0141	f107r	f107r.39	9	lkain	H4	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	OPEN_SCALAR	OPEN_SCALAR	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	RETAIN_DIRECT	Skalarstufe II der Zubereitung; Dimension offen	Skalarstufe II der Zubereitung; Dimension offen	L1 cho [CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A034	G740-R0066	G739-D0066	G738-P0066	G737-O0170	f107v	f107v.38	9	lkain	H4	LAST	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	QUALITY_DEGREE	QUALITY_DEGREE	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Kältegrad II der Zubereitung	Kältegrad II der Zubereitung	L1 oteey [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A035	G740-R0067	G739-D0067	G738-P0067	G737-O0172	f107v	f107v.41	13	lkain	H4	LAST	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	QUALITY_DEGREE	QUALITY_DEGREE	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	OPEN	Heißgrad II	Heißgrad II	L1 qokeey [AXIS→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A036	G740-R0068	G739-D0068	G738-P0068	G737-O0205	f108v	f108v.37	8	lkain	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	PREPARATION	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Heißgrad II der Zubereitung	Skalarstufe II; Dimension offen	L2 okey [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A037	G740-R0069	G739-D0069	G738-P0069	G737-O0250	f111v	f111v.21	9	lkain	H4	MIDDLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	0	1	0	1	QUALITY_DEGREE	QUALITY_DEGREE	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Qualitätsstufe II im heiß/trocken-Feld der Zubereitung	Qualitätsstufe II im heiß/trocken-Feld der Zubereitung	R1 cheokain [AXIS+CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A038	G740-R0075	G739-D0075	G738-P0075	G737-O0265	f111v	f111v.40	2	lkain	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	PREPARATION	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Qualitätsstufe II im heiß/trocken-Feld der Zubereitung	Skalarstufe II; Dimension offen	R2 chokain [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A039	G740-R0076	G739-D0076	G738-P0076	G737-O0295	f112v	f112v.38	10	lkain	H4	MIDDLE	DIRECT_COMPONENT_CONFLICT_OPEN	2	2	0	0	0	0	1	1	1	1	OPEN_SCALAR_CONFLICT	OPEN_SCALAR_CONFLICT	PREPARATION_PART	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	CONFLICT_DIRECT_REMAINS_OPEN	DIRECT_COMPONENT_CONFLICT_OPEN	Skalarstufe II der Zubereitungsfraktion; Dimension offen	Skalarstufe II; Dimension offen	L1 chedar [CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=0] || R1 cheo [CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=0]	L1 chedar=abgemessene Trockenfraktion I, Mittelstufe [DRY|VALUE|PART] || R1 cheo=trocken angesetzte Zubereitung [DRY|PREPARATION]	0	NONE	1	0	0
G740-A040	G740-R0079	G739-D0079	G738-P0079	G737-O0402	f116r	f116r.5	6	lkain	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	AMOUNT_DOSE	OPEN_SCALAR	PREPARATION_MATERIAL	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Mengen-/Portionsstufe II des Zubereitungsmaterials	Skalarstufe II; Dimension offen	R2 otor [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A041	G740-R0080	G739-D0080	G738-P0080	G737-O0412	f116r	f116r.27	7	lkain	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	AMOUNT_DOSE	OPEN_SCALAR	MATERIAL	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Mengen-/Portionsstufe II des Materials	Skalarstufe II; Dimension offen	L2 orain [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A042	G740-R0084	G739-D0084	G738-P0084	G737-O0572	f76r	f76r.17	6	lkain	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	PROCESS_PASS	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	OPEN	Verarbeitungsgang II	Skalarstufe II; Dimension offen	L2 qeeey [AXIS→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A043	G740-R0085	G739-D0085	G738-P0085	G737-O0628	f78r	f78r.32	6	lkain	H4	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	OPEN_SCALAR_CONFLICT	OPEN_SCALAR_CONFLICT	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	CONFLICT_DIRECT_REMAINS_OPEN	RETAIN_DIRECT	Skalarstufe II des Materials; Dimension offen	Skalarstufe II des Materials; Dimension offen	L1 dalky [CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	L1 dalky=Rohdroge I abmessen und leicht erhitzen [HOT|AMOUNT|MATERIAL|PROCESS] || R1 ykeedy=Eintrag: heiß am Gradende, abgeschlossen [HOT|VALUE|CLOSE]	0	NONE	0	0	0
G740-A044	G740-R0088	G739-D0088	G738-P0088	G737-O0010	f103r	f103r.5	6	lkar	H4	MIDDLE	ATTACHED_SUPPORTED	2	1	1	0	1	0	1	0	1	0	QUALITY_DEGREE	QUALITY_DEGREE	PREPARATION	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	HOLD_RADIUS_TWO	Heißgrad I der Zubereitung	Heißgrad I	L2 oteey [CARRIER→NEAR_ONLY_HOLD;retained=0] || L1 qokey [AXIS→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	1	0	0
