gdt740_patch_id	gdt739_dispatch_id	patch_id	occurrence_id	page	locus	token_index	token_ordinal	surface	body	opaque_head_id	line_position	family	level	gdt739_state_mode	gdt740_state_mode	attachment_tier	selected_contact_count	direct_contact_count	radius_two_contact_count	radius_two_relay_contact_count	radius_two_held_contact_count	repeated_direct_contact_count	gdt739_dimension_dispatch	gdt740_dimension_dispatch	gdt739_carrier_dispatch	gdt740_carrier_dispatch	gdt739_working_render_de	gdt740_working_render_de	axis_specific_dispatch_retained	carrier_locally_bound_retained	specific_local_dispatch_retained	manual_override_applied	manual_override_reason	renderer_changed_from_gdt739	scope	literal_patient_or_species_claimed	literal_plaintext_claimed	unconditional_global_export	head_or_body_lexeme_credit	component_export_credit	unseen_form_export
G740-R0011	G739-D0011	G738-P0011	G737-O0155	f107v	f107v.12	2	2	lcheol	cheol	H4	MIDDLE	STATE	NA	QUALITY_STATE	QUALITY_STATE	NO_SELECTED_HOST	0	0	0	0	0	0	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE_AXIS_OPEN	OPEN	OPEN	Statusfeld; Zustandsachse offen; Träger offen	Statusfeld; Zustandsachse offen; Träger offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0012	G739-D0012	G738-P0012	G737-O0213	f111r	f111r.2	11	11	lcheol	cheol	H4	MIDDLE	STATE	NA	QUALITY_STATE	QUALITY_STATE	NO_SELECTED_HOST	0	0	0	0	0	0	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE_AXIS_OPEN	OPEN	OPEN	Statusfeld; Zustandsachse offen; Träger offen	Statusfeld; Zustandsachse offen; Träger offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0013	G739-D0013	G738-P0013	G737-O0251	f111v	f111v.23	6	6	lcheol	cheol	H4	MIDDLE	STATE	NA	QUALITY_STATE	QUALITY_STATE	KEEP_CARRIER_ONLY	1	1	0	0	0	0	QUALITY_STATE_DRY_LOCAL	QUALITY_STATE_AXIS_OPEN	PREPARATION	PREPARATION	Trockenstatus der Zubereitung	Statusfeld der Zubereitung; Zustandsachse offen	0	1	1	1	dry left and heat right compete while the direct preparation carrier survives	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0014	G739-D0014	G738-P0014	G737-O0321	f113v	f113v.6	2	2	lcheol	cheol	H4	MIDDLE	STATE	NA	QUALITY_STATE	QUALITY_STATE	NO_SELECTED_HOST	0	0	0	0	0	0	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE_AXIS_OPEN	OPEN	OPEN	Statusfeld; Zustandsachse offen; Träger offen	Statusfeld; Zustandsachse offen; Träger offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0015	G739-D0015	G738-P0015	G737-O0632	f78v	f78v.17	4	4	lcheol	cheol	H4	MIDDLE	STATE	NA	QUALITY_STATE	QUALITY_STATE	NEAR_ONLY_HOLD	1	0	1	0	1	0	QUALITY_STATE_DRY_LOCAL	QUALITY_STATE_AXIS_OPEN	MATERIAL	OPEN	Trockenstatus des Materials	Statusfeld; Zustandsachse offen; Träger offen	0	0	0	0	NONE	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0016	G739-D0016	G738-P0016	G737-O0649	f79r	f79r.34	1	1	lcheol	cheol	H4	FIRST	STATE	NA	QUALITY_STATE	QUALITY_STATE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	QUALITY_STATE_DRY_LOCAL	QUALITY_STATE_DRY_LOCAL	OPEN	OPEN	Trockenstatus-Eintrag; Träger offen	Trockenstatus-Eintrag; Träger offen	1	0	1	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0017	G739-D0017	G738-P0017	G737-O0650	f79r	f79r.37	1	1	lcheol	cheol	H4	FIRST	STATE	NA	QUALITY_STATE	QUALITY_STATE	NO_SELECTED_HOST	0	0	0	0	0	0	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE_AXIS_OPEN	OPEN	OPEN	Status-Eintrag; Zustandsachse offen; Träger offen	Status-Eintrag; Zustandsachse offen; Träger offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0018	G739-D0018	G738-P0018	G737-O0760	f85r2	f85r2.23	2	2	lcheol	cheol	H4	MIDDLE	STATE	NA	QUALITY_STATE	QUALITY_STATE	NO_SELECTED_HOST	0	0	0	0	0	0	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE_AXIS_OPEN	OPEN	OPEN	Statusfeld; Zustandsachse offen; Träger offen	Statusfeld; Zustandsachse offen; Träger offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0019	G739-D0019	G738-P0019	G737-O0014	f103r	f103r.9	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0020	G739-D0020	G738-P0020	G737-O0030	f103r	f103r.52	9	9	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0021	G739-D0021	G738-P0021	G737-O0059	f104r	f104r.24	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0022	G739-D0022	G738-P0022	G737-O0061	f104r	f104r.32	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0023	G739-D0023	G738-P0023	G737-O0062	f104r	f104r.33	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0024	G739-D0024	G738-P0024	G737-O0066	f104r	f104r.41	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0025	G739-D0025	G738-P0025	G737-O0069	f104v	f104v.13	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	PREPARATION	PREPARATION	Skalarstufe III der Zubereitung; Dimension offen	Skalarstufe III der Zubereitung; Dimension offen	0	1	1	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0026	G739-D0026	G738-P0026	G737-O0083	f105r	f105r.15	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	ATTACHED_PROVISIONAL_REVERSE	2	1	1	0	1	0	QUALITY_DEGREE	OPEN_SCALAR	PREPARATION_MATERIAL	PREPARATION_MATERIAL	Heißgrad III des Zubereitungsmaterials	Skalarstufe III des Zubereitungsmaterials; Dimension offen	0	1	1	0	NONE	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0027	G739-D0027	G738-P0027	G737-O0093	f105v	f105v.7	2	2	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	ATTACHED_STRONG	1	1	0	0	0	1	PROCESS_PASS	PROCESS_PASS	PREPARATION	PREPARATION	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	1	1	1	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0028	G739-D0028	G738-P0028	G737-O0098	f105v	f105v.37	5	5	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	PROCESS_PASS	PROCESS_PASS	PREPARATION	PREPARATION	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	1	1	1	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0029	G739-D0029	G738-P0029	G737-O0108	f106r	f106r.30	2	2	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	ATTACHED_STRONG	2	2	0	0	0	1	PROCESS_PASS	PROCESS_PASS	PREPARATION	PREPARATION	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	1	1	1	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0030	G739-D0030	G738-P0030	G737-O0113	f106r	f106r.40	5	5	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0031	G739-D0031	G738-P0031	G737-O0126	f107r	f107r.8	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	QUALITY_DEGREE	OPEN_SCALAR	OPEN	OPEN	Heißgrad III	Skalarstufe III; Dimension offen	0	0	0	0	NONE	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0032	G739-D0032	G738-P0032	G737-O0129	f107r	f107r.21	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	QUALITY_DEGREE	QUALITY_DEGREE	MATERIAL	MATERIAL	Heißgrad III des Materials	Heißgrad III des Materials	1	1	1	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0033	G739-D0033	G738-P0033	G737-O0130	f107r	f107r.21	10	10	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0034	G739-D0034	G738-P0034	G737-O0132	f107r	f107r.28	9	9	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0035	G739-D0035	G738-P0035	G737-O0137	f107r	f107r.35	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	AMOUNT_DOSE	AMOUNT_DOSE	MATERIAL	MATERIAL	Mengen-/Portionsstufe III des Materials	Mengen-/Portionsstufe III des Materials	1	1	1	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0036	G739-D0036	G738-P0036	G737-O0139	f107r	f107r.36	11	11	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0037	G739-D0037	G738-P0037	G737-O0146	f107r	f107r.49	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	AMOUNT_DOSE	AMOUNT_DOSE	PREPARATION_MATERIAL_PART	PREPARATION_MATERIAL_PART	Mengen-/Portionsstufe III der Zubereitungsfraktion	Mengen-/Portionsstufe III der Zubereitungsfraktion	1	1	1	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0038	G739-D0038	G738-P0038	G737-O0148	f107v	f107v.1	4	4	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	AMOUNT_DOSE	OPEN_SCALAR	PART	OPEN	Mengen-/Portionsstufe III der Teilfraktion	Skalarstufe III; Dimension offen	0	0	0	0	NONE	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0039	G739-D0039	G738-P0039	G737-O0151	f107v	f107v.3	10	10	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	PREPARATION_MATERIAL	PREPARATION_MATERIAL	Skalarstufe III des Zubereitungsmaterials; Dimension offen	Skalarstufe III des Zubereitungsmaterials; Dimension offen	0	1	1	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0040	G739-D0040	G738-P0040	G737-O0157	f107v	f107v.15	4	4	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	QUALITY_DEGREE	OPEN_SCALAR	MATERIAL	OPEN	Qualitätsstufe III im heiß/trocken-Feld des Materials	Skalarstufe III; Dimension offen	0	0	0	0	NONE	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0041	G739-D0041	G738-P0041	G737-O0160	f107v	f107v.24	5	5	lkaiin	kaiin	H4	LAST	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	QUALITY_DEGREE	QUALITY_DEGREE	MATERIAL	MATERIAL	Heißgrad III des Materials	Heißgrad III des Materials	1	1	1	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0042	G739-D0042	G738-P0042	G737-O0164	f107v	f107v.30	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0043	G739-D0043	G738-P0043	G737-O0165	f107v	f107v.31	3	3	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0044	G739-D0044	G738-P0044	G737-O0185	f108r	f108r.50	3	3	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	QUALITY_DEGREE	OPEN_SCALAR	OPEN	OPEN	Heißgrad III	Skalarstufe III; Dimension offen	0	0	0	0	NONE	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0045	G739-D0045	G738-P0045	G737-O0210	f108v	f108v.49	4	4	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	QUALITY_DEGREE	QUALITY_DEGREE	MATERIAL	MATERIAL	Trockenheitsgrad III des Materials	Trockenheitsgrad III des Materials	1	1	1	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0046	G739-D0046	G738-P0046	G737-O0303	f113r	f113r.23	11	11	lkaiin	kaiin	H4	LAST	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0047	G739-D0047	G738-P0047	G737-O0314	f113r	f113r.44	4	4	lkaiin	kaiin	H4	LAST	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0048	G739-D0048	G738-P0048	G737-O0315	f113r	f113r.46	3	3	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	AMOUNT_DOSE	OPEN_SCALAR	PREPARATION	OPEN	Mengen-/Portionsstufe III der Zubereitung	Skalarstufe III; Dimension offen	0	0	0	0	NONE	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G740-R0049	G739-D0049	G738-P0049	G737-O0318	f113r	f113r.50	4	4	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	NOT_APPLICABLE	NOT_APPLICABLE	NO_SELECTED_HOST	0	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	NONE	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
