unit_id	page	owner	group_count	slot_program	german_workshop_source_skeleton	latin_like_heading_skeleton	fixed_card_expansion_de	source_language_claim	sentence_specific_slot_rule
H4-S002	f55v	der ganzen breitblättrigen rispigen Bildpflanze	3	[QUANTITY_OR_STAGE=Sollmaß] [ACTION>REFERENT=laufenden Posten umsetzen] [LEARNED_OR_LOCAL_BODY>TARGET=am Ziel verwahren]	BESITZER der ganzen breitblättrigen rispigen Bildpflanze; Sollmaß; laufenden Posten umsetzen; am Ziel verwahren.	RES {der ganzen breitblättrigen rispigen Bildpflanze} · QUANTITY_OR_STAGE {Sollmaß} · ACTION+REFERENT {laufenden Posten umsetzen} · LEARNED_OR_LOCAL_BODY+TARGET {am Ziel verwahren}.	Bildbesitzer: diese Bildpflanze. Kartenfolge: Sollmaß; laufenden Posten umsetzen; am Ziel verwahren. Der Pflanzenartikel setzt dabei voraus: das Ergebnis des gerade geführten Auszugsgangs; der laufende Arbeitsansatz; eine abgeteilte Portion.	NONE_TWO_ORDERING_STYLES_ONLY	NO
H4-S003	f55v	der ganzen breitblättrigen rispigen Bildpflanze	4	[QUANTITY_OR_STAGE>REFERENT=Postenmaß] [SOURCE_OR_PREPARATION=Auszug entnehmen] [ACTION>GRADE>REFERENT=länger erwärmen und offen halten] [ORDER>CLOSE=Fortsetzung abschließen]	BESITZER der ganzen breitblättrigen rispigen Bildpflanze; Postenmaß; Auszug entnehmen; länger erwärmen und offen halten; Fortsetzung abschließen.	RES {der ganzen breitblättrigen rispigen Bildpflanze} · QUANTITY_OR_STAGE+REFERENT {Postenmaß} · SOURCE_OR_PREPARATION {Auszug entnehmen} · ACTION+GRADE+REFERENT {länger erwärmen und offen halten} · ORDER+CLOSE {Fortsetzung abschließen}.	Bildbesitzer: diese Bildpflanze. Kartenfolge: Postenmaß; Auszug entnehmen; länger erwärmen und offen halten; Fortsetzung abschließen. Der Pflanzenartikel setzt dabei voraus: das Ergebnis des gerade geführten Auszugsgangs.	NONE_TWO_ORDERING_STYLES_ONLY	NO
H4-S004	f55v	der ganzen breitblättrigen rispigen Bildpflanze	6	[QUANTITY_OR_STAGE=Sollmaß] [ACTION>TARGET=dort ansetzen] [ORDER>ACTION>REFERENT=bereiten Posten weiterführen] [SOURCE_OR_PREPARATION=Ansatz] [REFERENT=dieser Posten] [SOURCE_OR_PREPARATION>QUANTITY_OR_STAGE=Ansatzportion]	BESITZER der ganzen breitblättrigen rispigen Bildpflanze; Sollmaß; dort ansetzen; bereiten Posten weiterführen; Ansatz; dieser Posten; Ansatzportion.	RES {der ganzen breitblättrigen rispigen Bildpflanze} · QUANTITY_OR_STAGE {Sollmaß} · ACTION+TARGET {dort ansetzen} · ORDER+ACTION+REFERENT {bereiten Posten weiterführen} · SOURCE_OR_PREPARATION {Ansatz} · REFERENT {dieser Posten} · SOURCE_OR_PREPARATION+QUANTITY_OR_STAGE {Ansatzportion}.	Bildbesitzer: diese Bildpflanze. Kartenfolge: Sollmaß; dort ansetzen; bereiten Posten weiterführen; Ansatz; dieser Posten; Ansatzportion. Der Pflanzenartikel setzt dabei voraus: der laufende Arbeitsansatz; die bezeichnete örtliche Stelle; das örtliche Sollmaß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
H5-S001	f56r	der ganzen mehrköpfigen stacheligen Bildpflanze	9	[LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION=Zutatenansatz] [LEARNED_OR_LOCAL_BODY=Eingangsposten oder Zutat] [LEARNED_OR_LOCAL_BODY>TARGET>REFERENT=diese Zutat zur Stelle bringen] [QUANTITY_OR_STAGE=Sollmaß] [LEARNED_OR_LOCAL_BODY=Zutat] [ORDER>ACTION=weiter bearbeiten] [ORDER>SOURCE_OR_PREPARATION=Folgeansatz] [ACTION>REFERENT=aktuellen Posten ansetzen] [TARGET=dorthin]	BESITZER der ganzen mehrköpfigen stacheligen Bildpflanze; Zutatenansatz; Eingangsposten oder Zutat; diese Zutat zur Stelle bringen; Sollmaß; Zutat; weiter bearbeiten; Folgeansatz; aktuellen Posten ansetzen; dorthin.	RES {der ganzen mehrköpfigen stacheligen Bildpflanze} · LEARNED_OR_LOCAL_BODY+SOURCE_OR_PREPARATION {Zutatenansatz} · LEARNED_OR_LOCAL_BODY {Eingangsposten oder Zutat} · LEARNED_OR_LOCAL_BODY+TARGET+REFERENT {diese Zutat zur Stelle bringen} · QUANTITY_OR_STAGE {Sollmaß} · LEARNED_OR_LOCAL_BODY {Zutat} · ORDER+ACTION {weiter bearbeiten} · ORDER+SOURCE_OR_PREPARATION {Folgeansatz} · ACTION+REFERENT {aktuellen Posten ansetzen} · TARGET {dorthin}.	Bildbesitzer: diese Bildpflanze. Kartenfolge: Zutatenansatz; Eingangsposten oder Zutat; diese Zutat zur Stelle bringen; Sollmaß; Zutat; weiter bearbeiten; Folgeansatz; aktuellen Posten ansetzen; dorthin. Der Pflanzenartikel setzt dabei voraus: die abgebildete Pflanze; der bild- oder exemplarbestimmte Blütenteil; der aktuell verarbeitete Pflanzenposten; die bezeichnete örtliche Stelle; das örtliche Sollmaß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
H5-S002	f56r	der ganzen mehrköpfigen stacheligen Bildpflanze	4	[ORDER=vorigen Posten fortsetzen] [LEARNED_OR_LOCAL_BODY>REFERENT=diese Zutat] [ACTION>REFERENT=aktuellen Posten ansetzen] [LEARNED_OR_LOCAL_BODY>ACTION>GRADE>CLOSE=länger auftragen; Schluss]	BESITZER der ganzen mehrköpfigen stacheligen Bildpflanze; vorigen Posten fortsetzen; diese Zutat; aktuellen Posten ansetzen; länger auftragen; Schluss.	RES {der ganzen mehrköpfigen stacheligen Bildpflanze} · ORDER {vorigen Posten fortsetzen} · LEARNED_OR_LOCAL_BODY+REFERENT {diese Zutat} · ACTION+REFERENT {aktuellen Posten ansetzen} · LEARNED_OR_LOCAL_BODY+ACTION+GRADE+CLOSE {länger auftragen; Schluss}.	Bildbesitzer: diese Bildpflanze. Kartenfolge: vorigen Posten fortsetzen; diese Zutat; aktuellen Posten ansetzen; länger auftragen; Schluss. Der Pflanzenartikel setzt dabei voraus: das für den Gang vorgesehene Wasser; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
H5-S003	f56r	der ganzen mehrköpfigen stacheligen Bildpflanze	4	[ACTION=halten] [LEARNED_OR_LOCAL_BODY=Eingangsposten oder Zutat] [ACTION>GRADE>REFERENT=diesen Posten kurz bearbeiten] [ACTION>REFERENT=erneut ansetzen]	BESITZER der ganzen mehrköpfigen stacheligen Bildpflanze; halten; Eingangsposten oder Zutat; diesen Posten kurz bearbeiten; erneut ansetzen.	RES {der ganzen mehrköpfigen stacheligen Bildpflanze} · ACTION {halten} · LEARNED_OR_LOCAL_BODY {Eingangsposten oder Zutat} · ACTION+GRADE+REFERENT {diesen Posten kurz bearbeiten} · ACTION+REFERENT {erneut ansetzen}.	Bildbesitzer: diese Bildpflanze. Kartenfolge: halten; Eingangsposten oder Zutat; diesen Posten kurz bearbeiten; erneut ansetzen. Der Pflanzenartikel setzt dabei voraus: der aktuell verarbeitete Pflanzenposten.	NONE_TWO_ORDERING_STYLES_ONLY	NO
H5-S004	f56r	der ganzen mehrköpfigen stacheligen Bildpflanze	3	[ACTION>REFERENT=Posten zur Weiterbearbeitung ansetzen] [ACTION>SOURCE_OR_PREPARATION=Auszug zugeben] [ACTION>TARGET=an der Zielstelle bearbeiten]	BESITZER der ganzen mehrköpfigen stacheligen Bildpflanze; Posten zur Weiterbearbeitung ansetzen; Auszug zugeben; an der Zielstelle bearbeiten.	RES {der ganzen mehrköpfigen stacheligen Bildpflanze} · ACTION+REFERENT {Posten zur Weiterbearbeitung ansetzen} · ACTION+SOURCE_OR_PREPARATION {Auszug zugeben} · ACTION+TARGET {an der Zielstelle bearbeiten}.	Bildbesitzer: diese Bildpflanze. Kartenfolge: Posten zur Weiterbearbeitung ansetzen; Auszug zugeben; an der Zielstelle bearbeiten. Der Pflanzenartikel setzt dabei voraus: das im Rezept vorgesehene Weinmedium; das Ergebnis des gerade geführten Auszugsgangs; das für den Durchgang vorgesehene Tuch.	NONE_TWO_ORDERING_STYLES_ONLY	NO
H5-S005	f56r	der ganzen mehrköpfigen stacheligen Bildpflanze	4	[LEARNED_OR_LOCAL_BODY=Zutat] [ACTION>REFERENT=Posten zur Weiterbearbeitung ansetzen] [SOURCE_OR_PREPARATION=Auszug daraus] [ORDER>ACTION=danach anwenden]	BESITZER der ganzen mehrköpfigen stacheligen Bildpflanze; Zutat; Posten zur Weiterbearbeitung ansetzen; Auszug daraus; danach anwenden.	RES {der ganzen mehrköpfigen stacheligen Bildpflanze} · LEARNED_OR_LOCAL_BODY {Zutat} · ACTION+REFERENT {Posten zur Weiterbearbeitung ansetzen} · SOURCE_OR_PREPARATION {Auszug daraus} · ORDER+ACTION {danach anwenden}.	Bildbesitzer: diese Bildpflanze. Kartenfolge: Zutat; Posten zur Weiterbearbeitung ansetzen; Auszug daraus; danach anwenden. Der Pflanzenartikel setzt dabei voraus: das Ergebnis des gerade geführten Auszugsgangs.	NONE_TWO_ORDERING_STYLES_ONLY	NO
H5-S006	f56r	der ganzen mehrköpfigen stacheligen Bildpflanze	3	[ORDER>REFERENT=nächster Teilposten] [ORDER>GRADE=kurz weiterbearbeiten] [QUANTITY_OR_STAGE=Sollmaß]	BESITZER der ganzen mehrköpfigen stacheligen Bildpflanze; nächster Teilposten; kurz weiterbearbeiten; Sollmaß.	RES {der ganzen mehrköpfigen stacheligen Bildpflanze} · ORDER+REFERENT {nächster Teilposten} · ORDER+GRADE {kurz weiterbearbeiten} · QUANTITY_OR_STAGE {Sollmaß}.	Bildbesitzer: diese Bildpflanze. Kartenfolge: nächster Teilposten; kurz weiterbearbeiten; Sollmaß. Der Pflanzenartikel setzt dabei voraus: der abgeteilte Teil; das örtliche Sollmaß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S001	f81v	dem gemeinsamen zweireihigen Becken	1	[ACTION>GRADE>CLOSE=kurz ansetzen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; kurz ansetzen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+GRADE+CLOSE {kurz ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: kurz ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S002	f81v	dem gemeinsamen zweireihigen Becken	19	[ACTION>QUANTITY_OR_STAGE=auf Sollmaß einstellen] [SOURCE_OR_PREPARATION=Beckenwasser] [ACTION>TARGET=dort ansetzen] [SOURCE_OR_PREPARATION=aus dem Ansatz] [ORDER=fortsetzen] [QUANTITY_OR_STAGE=eine Portion] [ORDER>QUANTITY_OR_STAGE=weitere Portion] [TARGET=dorthin] [ORDER=fortsetzen] [ORDER=vom vorigen Gang weiterführen] [LEARNED_OR_LOCAL_BODY=Zusatz] [ORDER>SOURCE_OR_PREPARATION=Fortsetzungsansatz] [ORDER=fortsetzen] [ACTION>TARGET>GRADE=kurz zur Zielstelle durchleiten] [QUANTITY_OR_STAGE=Sollmaß] [ACTION>TARGET>GRADE=dort länger halten] [QUANTITY_OR_STAGE=Sollmaß] [ACTION>REFERENT=durchleiten] [ACTION>CLOSE=Posten überführen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; auf Sollmaß einstellen; Beckenwasser; dort ansetzen; aus dem Ansatz; fortsetzen; eine Portion; weitere Portion; dorthin; fortsetzen; vom vorigen Gang weiterführen; Zusatz; Fortsetzungsansatz; fortsetzen; kurz zur Zielstelle durchleiten; Sollmaß; dort länger halten; Sollmaß; durchleiten; Posten überführen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+QUANTITY_OR_STAGE {auf Sollmaß einstellen} · SOURCE_OR_PREPARATION {Beckenwasser} · ACTION+TARGET {dort ansetzen} · SOURCE_OR_PREPARATION {aus dem Ansatz} · ORDER {fortsetzen} · QUANTITY_OR_STAGE {eine Portion} · ORDER+QUANTITY_OR_STAGE {weitere Portion} · TARGET {dorthin} · ORDER {fortsetzen} · ORDER {vom vorigen Gang weiterführen} · LEARNED_OR_LOCAL_BODY {Zusatz} · ORDER+SOURCE_OR_PREPARATION {Fortsetzungsansatz} · ORDER {fortsetzen} · ACTION+TARGET+GRADE {kurz zur Zielstelle durchleiten} · QUANTITY_OR_STAGE {Sollmaß} · ACTION+TARGET+GRADE {dort länger halten} · QUANTITY_OR_STAGE {Sollmaß} · ACTION+REFERENT {durchleiten} · ACTION+CLOSE {Posten überführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: auf Sollmaß einstellen; Beckenwasser; dort ansetzen; aus dem Ansatz; fortsetzen; eine Portion; weitere Portion; dorthin; fortsetzen; vom vorigen Gang weiterführen; Zusatz; Fortsetzungsansatz; fortsetzen; kurz zur Zielstelle durchleiten; Sollmaß; dort länger halten; Sollmaß; durchleiten; Posten überführen; Schluss. Die gezeichnete Station setzt dabei voraus: der laufende Arbeitsansatz; das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S003	f81v	dem gemeinsamen zweireihigen Becken	2	[ORDER=fortsetzen] [ACTION>CLOSE=im Arbeitsgang schwenken; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; fortsetzen; im Arbeitsgang schwenken; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ORDER {fortsetzen} · ACTION+CLOSE {im Arbeitsgang schwenken; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: fortsetzen; im Arbeitsgang schwenken; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
