source_group_id	unit_id	page	visible_surface	atom_sequence	card_reading_de	source_slot_sequence	learned_or_local_atoms	slot_assignment_complete
E030	H2-S002	f10r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E031	H2-S002	f10r	dar	AR	aus dem Ansatz	SOURCE_OR_PREPARATION	NONE	YES
E032	H2-S003	f10r	oykchor	Y+KCH+OR	aktuellen Ansatz bearbeiten	ACTION>SOURCE_OR_PREPARATION>REFERENT	NONE	YES
E033	H2-S003	f10r	shor	OR	Ansatz	SOURCE_OR_PREPARATION	NONE	YES
E034	H2-S003	f10r	chor	OR	Ansatz	SOURCE_OR_PREPARATION	NONE	YES
E035	H2-S003	f10r	chy	Y	dieser Posten	REFERENT	NONE	YES
E036	H2-S003	f10r	kaiiin	IIN	Weichstufe	QUANTITY_OR_STAGE	NONE	YES
E037	H2-S003	f10r	dy	Y	dieser Posten	REFERENT	NONE	YES
E038	H2-S003	f10r	chodaiin	HO+AIIN	Zutatenmaß	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE	HO	YES
E039	H3-S001	f11r	tshol	HO+L	Zutat entnehmen	LEARNED_OR_LOCAL_BODY	HO+L	YES
E040	H3-S001	f11r	schoal	HO+AL	Zutat an die Arbeitsstelle geben	LEARNED_OR_LOCAL_BODY>TARGET	HO	YES
E041	H3-S001	f11r	cfhy	CFH+Y	aktuellen Posten auswringen	ACTION>REFERENT	NONE	YES
E042	H3-S001	f11r	shfydaiin	SH+AIIN	Standmaß	ACTION>QUANTITY_OR_STAGE	NONE	YES
E043	H3-S001	f11r	cphy	CPH+Y	aktuellen Posten nachseihen	ACTION>REFERENT	NONE	YES
E044	H3-S001	f11r	shey	CHEEY	klarer Auszug	LEARNED_OR_LOCAL_BODY	CHEEY	YES
E045	H3-S001	f11r	tchody	HO+CLOSE	Eingangsposten beiseitestellen; Schluss	LEARNED_OR_LOCAL_BODY>CLOSE	HO	YES
E046	H3-S002	f11r	shoyty	HO+Y+TY	Zutatenteil	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE>REFERENT	HO	YES
E047	H3-S003	f11r	dchol	PREV+OL	vorigen Posten fortsetzen	ORDER	NONE	YES
E048	H3-S003	f11r	chy	Y	dieser Posten	REFERENT	NONE	YES
E049	H3-S003	f11r	kchy	KCH+Y	diesen Posten bearbeiten	ACTION>REFERENT	NONE	YES
E050	H3-S003	f11r	dy	Y	dieser Posten	REFERENT	NONE	YES
E051	H3-S003	f11r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E052	H3-S004	f11r	qotchy	OT+Y	anschließender Arbeitsposten	ORDER>REFERENT	NONE	YES
E053	H3-S004	f11r	okchol	OK+OL	weiterlaufenden Posten aufnehmen	ORDER>ACTION	NONE	YES
E054	H3-S004	f11r	cthy	CTH+Y	bereit	ACTION>REFERENT	NONE	YES
E055	H3-S004	f11r	dy	Y	dieser Posten	REFERENT	NONE	YES
E056	H4-S001	f55v	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES
E057	H4-S001	f55v	chaiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E058	H4-S001	f55v	ykain	Y+AIN	Postenportion	QUANTITY_OR_STAGE>REFERENT	NONE	YES
E059	H4-S001	f55v	ykan	Y+AIN	dieser Anteil	QUANTITY_OR_STAGE>REFERENT	NONE	YES
E060	H4-S001	f55v	ody	ODY	kühlen	LEARNED_OR_LOCAL_BODY	ODY	YES
E061	H4-S002	f55v	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E062	H4-S002	f55v	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES
E063	H4-S002	f55v	talam	AL+AM	am Ziel verwahren	LEARNED_OR_LOCAL_BODY>TARGET	AM	YES
E064	H4-S003	f55v	ykaiin	Y+AIIN	Postenmaß	QUANTITY_OR_STAGE>REFERENT	NONE	YES
E065	H4-S003	f55v	cheoar	CHEO+AR	Auszug entnehmen	SOURCE_OR_PREPARATION	NONE	YES
E066	H4-S003	f55v	cheeky	CHK+EE+Y	länger erwärmen und offen halten	ACTION>GRADE>REFERENT	NONE	YES
E067	H4-S003	f55v	oldy	OL+CLOSE	Fortsetzung abschließen	ORDER>CLOSE	NONE	YES
E068	H4-S004	f55v	aiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E069	H4-S004	f55v	okal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES
E070	H4-S004	f55v	oltchy	OL+CTH+Y	bereiten Posten weiterführen	ORDER>ACTION>REFERENT	NONE	YES
E071	H4-S004	f55v	or	OR	Ansatz	SOURCE_OR_PREPARATION	NONE	YES
E072	H4-S004	f55v	y	Y	dieser Posten	REFERENT	NONE	YES
E073	H4-S004	f55v	orain	OR+AIN	Ansatzportion	SOURCE_OR_PREPARATION>QUANTITY_OR_STAGE	NONE	YES
E074	H5-S001	f56r	chochor	HO+OR	Zutatenansatz	LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION	HO	YES
E075	H5-S001	f56r	cho	HO	Eingangsposten oder Zutat	LEARNED_OR_LOCAL_BODY	HO	YES
E076	H5-S001	f56r	chodaly	HO+AL+Y	diese Zutat zur Stelle bringen	LEARNED_OR_LOCAL_BODY>TARGET>REFERENT	HO	YES
E077	H5-S001	f56r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E078	H5-S001	f56r	sho	HO	Zutat	LEARNED_OR_LOCAL_BODY	HO	YES
E079	H5-S001	f56r	kchol	KCH+OL	weiter bearbeiten	ORDER>ACTION	NONE	YES
E080	H5-S001	f56r	otchor	OT+OR	Folgeansatz	ORDER>SOURCE_OR_PREPARATION	NONE	YES
E081	H5-S001	f56r	choky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES
E082	H5-S001	f56r	dal	AL	dorthin	TARGET	NONE	YES
E083	H5-S002	f56r	schol	PREV+OL	vorigen Posten fortsetzen	ORDER	NONE	YES
E084	H5-S002	f56r	choy	HO+Y	diese Zutat	LEARNED_OR_LOCAL_BODY>REFERENT	HO	YES
E085	H5-S002	f56r	choky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES
E086	H5-S002	f56r	cheeckhody	EE+CKH+HO+CLOSE	länger auftragen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>GRADE>CLOSE	HO	YES
E087	H5-S003	f56r	sh	SH	halten	ACTION	NONE	YES
E088	H5-S003	f56r	cho	HO	Eingangsposten oder Zutat	LEARNED_OR_LOCAL_BODY	HO	YES
E089	H5-S003	f56r	kchey	KCH+E+Y	diesen Posten kurz bearbeiten	ACTION>GRADE>REFERENT	NONE	YES
E090	H5-S003	f56r	qokokchy	OK+OK+Y	erneut ansetzen	ACTION>REFERENT	NONE	YES
E091	H5-S004	f56r	okchy	OK+Y	Posten zur Weiterbearbeitung ansetzen	ACTION>REFERENT	NONE	YES
E092	H5-S004	f56r	chokcheo	OK+CHEO	Auszug zugeben	ACTION>SOURCE_OR_PREPARATION	NONE	YES
E093	H5-S004	f56r	kchal	KCH+AL	an der Zielstelle bearbeiten	ACTION>TARGET	NONE	YES
E094	H5-S005	f56r	sho	HO	Zutat	LEARNED_OR_LOCAL_BODY	HO	YES
E095	H5-S005	f56r	chokchy	OK+Y	Posten zur Weiterbearbeitung ansetzen	ACTION>REFERENT	NONE	YES
E096	H5-S005	f56r	kchoar	CHEO+AR	Auszug daraus	SOURCE_OR_PREPARATION	NONE	YES
E097	H5-S005	f56r	sotodan	OT+DAN	danach anwenden	ORDER>ACTION	NONE	YES
E098	H5-S006	f56r	otchey	OT+Y	nächster Teilposten	ORDER>REFERENT	NONE	YES
E099	H5-S006	f56r	keol	E+OL	kurz weiterbearbeiten	ORDER>GRADE	NONE	YES
E100	H5-S006	f56r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E101	B1-S001	f81v	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E102	B1-S002	f81v	okaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES
E103	B1-S002	f81v	kair	AIR	Beckenwasser	SOURCE_OR_PREPARATION	NONE	YES
E104	B1-S002	f81v	okal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES
E105	B1-S002	f81v	sar	AR	aus dem Ansatz	SOURCE_OR_PREPARATION	NONE	YES
E106	B1-S002	f81v	ol	OL	fortsetzen	ORDER	NONE	YES
E107	B1-S002	f81v	kain	AIN	eine Portion	QUANTITY_OR_STAGE	NONE	YES
E108	B1-S002	f81v	olkain	OL+AIN	weitere Portion	ORDER>QUANTITY_OR_STAGE	NONE	YES
E109	B1-S002	f81v	al	AL	dorthin	TARGET	NONE	YES
E110	B1-S002	f81v	ol	OL	fortsetzen	ORDER	NONE	YES
E111	B1-S002	f81v	rol	OL	vom vorigen Gang weiterführen	ORDER	NONE	YES
E112	B1-S002	f81v	dl	LOCAL_WHOLE	Zusatz	LEARNED_OR_LOCAL_BODY	LOCAL_WHOLE	YES
E113	B1-S002	f81v	olor	OL+OR	Fortsetzungsansatz	ORDER>SOURCE_OR_PREPARATION	NONE	YES
E114	B1-S002	f81v	ol	OL	fortsetzen	ORDER	NONE	YES
E115	B1-S002	f81v	sheckhal	CKH+E+AL	kurz zur Zielstelle durchleiten	ACTION>TARGET>GRADE	NONE	YES
E116	B1-S002	f81v	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E117	B1-S002	f81v	qokeedal	OK+EE+AL	dort länger halten	ACTION>TARGET>GRADE	NONE	YES
E118	B1-S002	f81v	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E119	B1-S002	f81v	chckhy	CKH+Y	durchleiten	ACTION>REFERENT	NONE	YES
E120	B1-S002	f81v	schedy	CHD+CLOSE	Posten überführen; Schluss	ACTION>CLOSE	NONE	YES
E121	B1-S003	f81v	qol	OL	fortsetzen	ORDER	NONE	YES
E122	B1-S003	f81v	sshkchdy	SH+KCH+CHD+CLOSE	im Arbeitsgang schwenken; Schluss	ACTION>CLOSE	NONE	YES
E123	B1-S004	f81v	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES
E124	B1-S004	f81v	ol	OL	fortsetzen	ORDER	NONE	YES
E125	B1-S004	f81v	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E126	B1-S005	f81v	qolchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	ORDER>ACTION>CLOSE	NONE	YES
E127	B1-S006	f81v	qokain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES
E128	B1-S006	f81v	shckhy	CKH+Y	durchleiten	ACTION>REFERENT	NONE	YES
E129	B1-S006	f81v	dl	LOCAL_WHOLE	Zusatz	LEARNED_OR_LOCAL_BODY	LOCAL_WHOLE	YES
E130	B1-S006	f81v	ral	AL	zur Zielstelle	TARGET	NONE	YES
E131	B1-S007	f81v	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	ACTION>CLOSE	NONE	YES
E132	B1-S008	f81v	chey	Y	dieser Posten	REFERENT	NONE	YES
E133	B1-S008	f81v	ol	OL	fortsetzen	ORDER	NONE	YES
E134	B1-S008	f81v	cheky	CHK+E+Y	kurz wärmen	ACTION>GRADE>REFERENT	NONE	YES
E135	B1-S008	f81v	ol	OL	fortsetzen	ORDER	NONE	YES
E136	B1-S008	f81v	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E137	B1-S009	f81v	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E138	B1-S010	f81v	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E139	B1-S011	f81v	chckhy	CKH+Y	durchleiten	ACTION>REFERENT	NONE	YES
E140	B1-S011	f81v	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES
E141	B1-S012	f81v	lsho	WASH+START	Waschgang beginnen	LEARNED_OR_LOCAL_BODY>ACTION	START	YES
E142	B1-S012	f81v	qokey	OK+E+Y	kurz ansetzen	ACTION>GRADE>REFERENT	NONE	YES
E143	B1-S012	f81v	lshedy	WASH+CLOSE	waschen; Schluss	ACTION>CLOSE	NONE	YES
E144	B1-S013	f81v	lshedy	WASH+CLOSE	waschen; Schluss	ACTION>CLOSE	NONE	YES
E145	B1-S014	f81v	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES
E146	B1-S014	f81v	qolky	OL	auf dem Arbeitsweg weiterleiten	ORDER	NONE	YES
E147	B1-S014	f81v	lchedal	L+CHD+AL	zur Ablaufstelle führen	LEARNED_OR_LOCAL_BODY>ACTION>TARGET	L	YES
E148	B1-S014	f81v	qol	OL	fortsetzen	ORDER	NONE	YES
E149	B1-S014	f81v	otar	OT+AR	danach von dort	ORDER>SOURCE_OR_PREPARATION	NONE	YES
E150	B1-S015	f81v	ytey	Y+E+TY	kurzen Teil des aktuellen Postens nehmen	QUANTITY_OR_STAGE>GRADE>REFERENT	NONE	YES
E151	B1-S015	f81v	okchedy	OK+CHD+CLOSE	angesetzten Inhalt überführen; Schluss	ACTION>CLOSE	NONE	YES
E152	B1-S016	f81v	qokal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES
E153	B1-S016	f81v	okeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES
E154	B1-S016	f81v	qol	OL	fortsetzen	ORDER	NONE	YES
E155	B1-S016	f81v	cheedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E156	B1-S017	f81v	sal	AL	dorthin	TARGET	NONE	YES
E157	B1-S017	f81v	teol	E+OL	kurz weiterleiten	ORDER>GRADE	NONE	YES
E158	B1-S017	f81v	dchdy	CHD+CLOSE	weitergeführten Posten überführen; Schluss	ACTION>CLOSE	NONE	YES
E159	B1-S018	f81v	ly	L+Y	aktuellen Posten abführen	LEARNED_OR_LOCAL_BODY>REFERENT	L	YES
E160	B1-S018	f81v	dsheol	SH+E+OL	kurz weiter ruhen lassen	ORDER>ACTION>GRADE	NONE	YES
E161	B1-S018	f81v	oiiin	IIN	Sollstufe	QUANTITY_OR_STAGE	NONE	YES
E162	B1-S018	f81v	olkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E163	B1-S019	f81v	tedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E164	B1-S020	f81v	cheky	CHK+E+Y	kurz wärmen	ACTION>GRADE>REFERENT	NONE	YES
E165	B1-S020	f81v	shckhedy	CKHE+CLOSE	seihen; Schluss	ACTION>CLOSE	NONE	YES
E166	B1-S021	f81v	chal	AL	dorthin	TARGET	NONE	YES
E167	B2-S001	f82r	dchedy	CHD+CLOSE	Posten überführen; Schluss	ACTION>CLOSE	NONE	YES
E168	B2-S002	f82r	qolchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	ORDER>ACTION>CLOSE	NONE	YES
E169	B2-S003	f82r	qokain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES
E170	B2-S003	f82r	dy	Y	dieser Posten	REFERENT	NONE	YES
E171	B2-S003	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E172	B2-S004	f82r	qokal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES
E173	B2-S004	f82r	lcheckhy	L+CKH+Y	Ausgangsdurchlass	LEARNED_OR_LOCAL_BODY>ACTION>REFERENT	L	YES
E174	B2-S004	f82r	lched	L+CHD	abführen	LEARNED_OR_LOCAL_BODY>ACTION	L	YES
E175	B2-S004	f82r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES
E176	B2-S004	f82r	lcheckhedy	L+CKHE+CLOSE	abseihen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES
E177	B2-S005	f82r	qokaly	OK+AL+Y	dies dort ansetzen	ACTION>TARGET>REFERENT	NONE	YES
E178	B2-S005	f82r	solkaiin	SOLK+AIIN	bis Sollmass sammeln	ACTION>QUANTITY_OR_STAGE	NONE	YES
E179	B2-S005	f82r	chckhy	CKH+Y	durchleiten	ACTION>REFERENT	NONE	YES
E180	B2-S005	f82r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES
E181	B2-S005	f82r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES
E182	B2-S005	f82r	octheol	CTH+OL	bereitgestellten Gang fortsetzen	ORDER>ACTION	NONE	YES
E183	B2-S005	f82r	chkeey	CHK+EE+Y	diesen Posten länger warm halten	ACTION>GRADE>REFERENT	NONE	YES
E184	B2-S005	f82r	ldy	L+CLOSE	abziehen; Ende	LEARNED_OR_LOCAL_BODY>CLOSE	L	YES
E185	B2-S006	f82r	oteey	OT+EE+Y	langer Folgeposten	ORDER>GRADE>REFERENT	NONE	YES
E186	B2-S006	f82r	qokal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES
E187	B2-S006	f82r	sheckhy	CKH+E+Y	kurz durchleiten	ACTION>GRADE>REFERENT	NONE	YES
E188	B2-S006	f82r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES
E189	B2-S007	f82r	dshedy	SHED+E+CLOSE	kurz absetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E190	B2-S008	f82r	sotaiin	OT+AIIN	Folgemaß	ORDER>QUANTITY_OR_STAGE	NONE	YES
E191	B2-S008	f82r	qokar	OK+AR	daraus ansetzen	ACTION>SOURCE_OR_PREPARATION	NONE	YES
E192	B2-S008	f82r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E193	B2-S009	f82r	solshedy	OL+SHED+CLOSE	weiter absetzen; Schluss	ORDER>ACTION>CLOSE	NONE	YES
E194	B2-S010	f82r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES
E195	B2-S010	f82r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES
E196	B2-S010	f82r	ls	L	Durchlassöffnung	LEARNED_OR_LOCAL_BODY	L	YES
E197	B2-S010	f82r	cheey	CHEEY	klarer Auszug	LEARNED_OR_LOCAL_BODY	CHEEY	YES
E198	B2-S011	f82r	okain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES
E199	B2-S011	f82r	char	AR	aus dem Ansatz	SOURCE_OR_PREPARATION	NONE	YES
E200	B2-S011	f82r	okain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES
E201	B2-S011	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E202	B2-S012	f82r	lchy	L+Y	abziehen	LEARNED_OR_LOCAL_BODY>REFERENT	L	YES
E203	B2-S012	f82r	cheey	CHEEY	klarer Auszug	LEARNED_OR_LOCAL_BODY	CHEEY	YES
E204	B2-S012	f82r	qcthey	CTH+E+Y	kurz bereithalten	ACTION>GRADE>REFERENT	NONE	YES
E205	B2-S012	f82r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES
E206	B2-S012	f82r	lcheey	L+CHEEY	Klarlauf abfuehren	LEARNED_OR_LOCAL_BODY	L+CHEEY	YES
E207	B2-S012	f82r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E208	B2-S012	f82r	chey	Y	dieser Posten	REFERENT	NONE	YES
E209	B2-S012	f82r	qokeeedy	OK+EEE+CLOSE	vollständig ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E210	B2-S013	f82r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES
E211	B2-S014	f82r	lar	L+AR	von dort abfuehren	LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION	L	YES
E212	B2-S015	f82r	tshey	CHEEY	Klarlauf zugeben	LEARNED_OR_LOCAL_BODY	CHEEY	YES
E213	B2-S015	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E214	B2-S016	f82r	cheal	AL	dorthin	TARGET	NONE	YES
E215	B2-S016	f82r	lchedar	L+CHD+AR	von dort abführen	LEARNED_OR_LOCAL_BODY>ACTION>SOURCE_OR_PREPARATION	L	YES
E216	B2-S016	f82r	ches	PARTITION	teilen	ACTION	NONE	YES
E217	B2-S016	f82r	aiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E218	B2-S016	f82r	oteey	OT+EE+Y	langer Folgeposten	ORDER>GRADE>REFERENT	NONE	YES
E219	B2-S016	f82r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES
E220	B2-S016	f82r	okey	OK+E+Y	kurz ansetzen	ACTION>GRADE>REFERENT	NONE	YES
E221	B2-S016	f82r	pchedy	P+CHD+CLOSE	einführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	P	YES
E222	B2-S017	f82r	rsheal	SH+E+AL	kurz am Ziel ruhen	ACTION>TARGET>GRADE	NONE	YES
E223	B2-S017	f82r	daldy	AL+CLOSE	Nebenoeffnung; Schluss	TARGET>CLOSE	NONE	YES
E224	B2-S018	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E225	B2-S019	f82r	rshedy	WASH+CLOSE	Waschgang abschließen	ACTION>CLOSE	NONE	YES
E226	B2-S020	f82r	qoteedy	OT+EE+CLOSE	lange Folge; Schluss	ORDER>GRADE>CLOSE	NONE	YES
E227	B2-S021	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E228	B2-S022	f82r	lochedy	L+CHD+CLOSE	Rest abfuehren; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES
E229	B3-S001	f83r	olkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E230	B3-S002	f83r	qotal	OT+AL	danach dorthin	ORDER>TARGET	NONE	YES
E231	B3-S002	f83r	chkeedy	CHK+EE+CLOSE	länger wärmen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E232	B3-S003	f83r	chey	Y	dieser Posten	REFERENT	NONE	YES
E233	B3-S003	f83r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E234	B3-S003	f83r	chey	Y	dieser Posten	REFERENT	NONE	YES
E235	B3-S003	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES
E236	B3-S004	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES
E237	B3-S004	f83r	qotal	OT+AL	danach dorthin	ORDER>TARGET	NONE	YES
E238	B3-S004	f83r	dar	AR	aus dem Ansatz	SOURCE_OR_PREPARATION	NONE	YES
E239	B3-S005	f83r	schedy	CHD+CLOSE	Posten überführen; Schluss	ACTION>CLOSE	NONE	YES
E240	B3-S006	f83r	chedchy	CHD+Y	diesen Posten überführen	ACTION>REFERENT	NONE	YES
E241	B3-S006	f83r	qokal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES
E242	B3-S006	f83r	olchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	ORDER>ACTION>CLOSE	NONE	YES
E243	B3-S007	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES
E244	B3-S007	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES
E245	B3-S007	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
