shadow_id	target_occurrence_id	page	physical_folio	locus	ol_ordinal	right_ordinal	right_surface	right_reader_exact	parent_gdt778_fallback	parent_gdt778_contextual	raw_76_deck_member	final_44_deck_member	deck_phase	precedence_disposition	old_gdt778_branch	old_gdt778_default_de	old_gdt778_consumed_token_count	old_gdt778_consumed_token_ids	new_gdt779_branch	new_gdt779_default_de	new_gdt779_contextual	new_gdt779_consumed_token_count	new_gdt779_consumed_token_ids	semantic_state_unchanged	consumption_state_unchanged	represented_parent_state_unchanged	selected_by_gdt779	component_export_credit
G779-H013	G769-T0036	f104v	f104	f104v.9	7	8	chedaiin	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	abgemessene Trockenmenge III	1	1	f104v.9@8	0	0	0	1	0
G779-H014	G769-T0047	f105r	f105	f105r.36	4	5	chedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: getrocknetes Ergebnis, Form I	1	f105r.36@5	INHERITED_GDT778	Zustand: getrocknetes Ergebnis, Form I	1	1	f105r.36@5	1	1	1	0	0
G779-H015	G769-T0061	f106v	f106	f106v.46	7	8	oky	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	erste Wärmestufe	1	1	f106v.46@8	0	0	0	1	0
G779-H016	G769-T0067	f107r	f107	f107r.46	5	6	cheor	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	trockener Teil	1	1	f107r.46@6	0	0	0	1	0
G779-H017	G769-T0068	f107r	f107	f107r.51	4	5	cheey	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H018	G769-T0069	f107v	f107	f107v.2	3	4	daiin	1	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_EXACT_CONTEXTUAL	INHERITED_GDT777	Wert: Stufe III	1	f107v.2@4	INHERITED_GDT778	Wert: Stufe III	1	1	f107v.2@4	1	1	1	0	0
G779-H019	G769-T0072	f107v	f107	f107v.21	2	3	kaiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Wärmezustand: heiß, Stufe III	1	f107v.21@3	INHERITED_GDT778	Wärmezustand: heiß, Stufe III	1	1	f107v.21@3	1	1	1	0	0
G779-H020	G769-T0074	f108r	f108	f108r.6	1	2	cheol	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Trockenmaterial	1	1	f108r.6@2	0	0	0	1	0
G779-H021	G769-T0075	f108r	f108	f108r.22	6	7	shedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: feuchtes Ergebnis, Form I	1	f108r.22@7	INHERITED_GDT778	Zustand: feuchtes Ergebnis, Form I	1	1	f108r.22@7	1	1	1	0	0
G779-H022	G769-T0078	f108v	f108	f108v.3	2	3	lkedy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	erhitztes Material, Mittelstufe	1	1	f108v.3@3	0	0	0	1	0
G779-H023	G769-T0079	f108v	f108	f108v.10	1	2	cheey	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz: trocken am Ende des Grades	1	f108v.10@2	INHERITED_GDT778	Ansatz: trocken am Ende des Grades	1	1	f108v.10@2	1	1	1	0	0
G779-H024	G769-T0080	f108v	f108	f108v.18	11	12	l	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H025	G769-T0085	f108v	f108	f108v.27	8	9	cheal	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	trockenes Rohmaterial I	1	1	f108v.27@9	0	0	0	1	0
G779-H026	G769-T0086	f108v	f108	f108v.31	1	2	cheol	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Trockenmaterial	1	1	f108v.31@2	0	0	0	1	0
G779-H027	G769-T0090	f111r	f111	f111r.5	3	4	shedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: feuchtes Ergebnis, Form I	1	f111r.5@4	INHERITED_GDT778	Zustand: feuchtes Ergebnis, Form I	1	1	f111r.5@4	1	1	1	0	0
G779-H028	G769-T0092	f111r	f111	f111r.20	12	13	l	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H029	G769-T0094	f111v	f111	f111v.14	4	5	oin	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H030	G769-T0095	f111v	f111	f111v.18	13	14	dain	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H031	G769-T0098	f111v	f111	f111v.50	9	10	loeees	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Zubereitungscharge, Endstufe	1	1	f111v.50@10	0	0	0	1	0
G779-H032	G769-T0099	f112r	f112	f112r.2	5	6	olaiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Materialangabe: Stoff, Wert III	1	f112r.2@6	INHERITED_GDT778	Materialangabe: Stoff, Wert III	1	1	f112r.2@6	1	1	1	0	0
G779-H033	G769-T0104	f112r	f112	f112r.30	6	7	chedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: getrocknetes Ergebnis, Form I	1	f112r.30@7	INHERITED_GDT778	Zustand: getrocknetes Ergebnis, Form I	1	1	f112r.30@7	1	1	1	0	0
G779-H034	G769-T0105	f112r	f112	f112r.36	2	3	checkhy	1	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_EXACT_CONTEXTUAL	INHERITED_GDT777	Ansatz:	0	NONE	INHERITED_GDT778	Ansatz:	1	0	NONE	1	1	1	0	0
G779-H035	G769-T0111	f113r	f113	f113r.43	9	10	chedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: getrocknetes Ergebnis, Form I	1	f113r.43@10	INHERITED_GDT778	Zustand: getrocknetes Ergebnis, Form I	1	1	f113r.43@10	1	1	1	0	0
G779-H036	G769-T0116	f113v	f113	f113v.15	6	7	tchdy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H037	G769-T0125	f114r	f114	f114r.14	5	6	daldy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	abgemessene Rohstoffportion I	1	1	f114r.14@6	0	0	0	1	0
G779-H038	G769-T0129	f114r	f114	f114r.37	8	9	kaiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Wärmezustand: heiß, Stufe III	1	f114r.37@9	INHERITED_GDT778	Wärmezustand: heiß, Stufe III	1	1	f114r.37@9	1	1	1	0	0
G779-H039	G769-T0139	f115v	f115	f115v.1	9	10	raiin	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H040	G769-T0146	f116r	f116	f116r.20	3	4	cheey	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	;	0	NONE	INHERITED_GDT778	;	1	0	NONE	1	1	1	0	0
G779-H041	G769-T0149	f116r	f116	f116r.26	6	7	cheedy	0	1	0	1	1	FINAL_44_FROZEN_DECK	EXCLUDED_NONEXACT_FINAL_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H042	G769-T0154	f15v	f15	f15v.8	3	4	oiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zubereitungsform: Index III	1	f15v.8@4	INHERITED_GDT778	Zubereitungsform: Index III	1	1	f15v.8@4	1	1	1	0	0
G779-H043	G769-T0161	f20r	f20	f20r.4	2	3	teey	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Kalt-Endstufe	1	1	f20r.4@3	0	0	0	1	0
G779-H044	G769-T0162	f22r	f22	f22r.2	1	2	oiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz in Zubereitungsform III	1	f22r.2@2	INHERITED_GDT778	Ansatz in Zubereitungsform III	1	1	f22r.2@2	1	1	1	0	0
G779-H045	G769-T0163	f22r	f22	f22r.5	1	2	daiin	1	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_EXACT_CONTEXTUAL	INHERITED_GDT777	Ansatz, Wert III	1	f22r.5@2	INHERITED_GDT778	Ansatz, Wert III	1	1	f22r.5@2	1	1	1	0	0
G779-H046	G769-T0164	f22r	f22	f22r.7	6	7	otchy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	kalt-trockene Anfangsstufe	1	1	f22r.7@7	0	0	0	1	0
G779-H047	G769-T0167	f23r	f23	f23r.7	9	10	daiin	1	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_EXACT_CONTEXTUAL	INHERITED_GDT777	Wert: Stufe III	1	f23r.7@10	INHERITED_GDT778	Wert: Stufe III	1	1	f23r.7@10	1	1	1	0	0
G779-H048	G769-T0168	f23v	f23	f23v.1	8	9	chcphy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	trockene Mischung	1	1	f23v.1@9	0	0	0	1	0
G779-H049	G769-T0172	f24r	f24	f24r.13	2	3	s	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Unterposten: trockene Form I	2	f24r.13@3|f24r.13@4	INHERITED_GDT778	Unterposten: trockene Form I	1	2	f24r.13@3|f24r.13@4	1	1	1	0	0
G779-H050	G769-T0173	f24r	f24	f24r.15	3	4	dal	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	GDT778_EXACT_OL_PLUS_COMPLETE_WHOLE	abgemessenes Material I	1	f24r.15@4	INHERITED_GDT778	abgemessenes Material I	1	1	f24r.15@4	1	1	1	0	0
G779-H051	G769-T0174	f26r	f26	f26r.8	7	8	ytedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H052	G769-T0181	f32v	f32	f32v.11	1	2	sho	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	feuchter Ansatz	1	1	f32v.11@2	0	0	0	1	0
G779-H053	G769-T0193	f39r	f39	f39r.14	4	5	daiin	0	1	0	1	1	FINAL_44_FROZEN_DECK	EXCLUDED_NONEXACT_FINAL_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H054	G769-T0194	f39r	f39	f39r.15	2	3	cheol	0	1	0	1	1	FINAL_44_FROZEN_DECK	EXCLUDED_NONEXACT_FINAL_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H055	G769-T0198	f3r	f3	f3r.19	2	3	cheor	1	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_EXACT_CONTEXTUAL	INHERITED_GDT777	und	0	NONE	INHERITED_GDT778	und	1	0	NONE	1	1	1	0	0
G779-H056	G769-T0201	f40r	f40	f40r.5	5	6	chedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: getrocknetes Ergebnis, Form I	1	f40r.5@6	INHERITED_GDT778	Zustand: getrocknetes Ergebnis, Form I	1	1	f40r.5@6	1	1	1	0	0
G779-H057	G769-T0202	f40r	f40	f40r.9	2	3	olaiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Materialangabe: Stoff, Wert III	1	f40r.9@3	INHERITED_GDT778	Materialangabe: Stoff, Wert III	1	1	f40r.9@3	1	1	1	0	0
G779-H058	G769-T0204	f40v	f40	f40v.6	2	3	chedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H059	G769-T0220	f48v	f48	f48v.6	7	8	or	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Menge:	0	NONE	INHERITED_GDT778	Menge:	1	0	NONE	1	1	1	0	0
G779-H060	G769-T0222	f4v	f4	f4v.2	1	2	chey	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz: trocken in der Mitte des Grades	1	f4v.2@2	INHERITED_GDT778	Ansatz: trocken in der Mitte des Grades	1	1	f4v.2@2	1	1	1	0	0
G779-H061	G769-T0232	f55v	f55	f55v.10	2	3	s	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Menge: drei Drachmen	2	f55v.10@3|f55v.10@4	INHERITED_GDT778	Menge: drei Drachmen	1	2	f55v.10@3|f55v.10@4	1	1	1	0	0
G779-H062	G769-T0242	f58v	f58	f58v.30	9	10	dam	0	1	0	1	1	FINAL_44_FROZEN_DECK	EXCLUDED_NONEXACT_FINAL_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H063	G769-T0243	f66r	f66	f66r.61	10	11	okedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H064	G769-T0244	f66r	f66	f66r.62	1	2	cheeky	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	getrocknet, dann leicht erhitzt	1	1	f66r.62@2	0	0	0	1	0
G779-H065	G769-T0245	f66r	f66	f66r.68	2	3	daiin	1	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_EXACT_CONTEXTUAL	INHERITED_GDT777	Wert: Stufe III	1	f66r.68@3	INHERITED_GDT778	Wert: Stufe III	1	1	f66r.68@3	1	1	1	0	0
G779-H066	G769-T0249	f6r	f6	f6r.11	3	4	chokaiin	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	erhitzter Trockenansatz III	1	1	f6r.11@4	0	0	0	1	0
G779-H067	G769-T0252	f75r	f75	f75r.5	7	8	olsheedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H068	G769-T0253	f75r	f75	f75r.12	6	7	cheey	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	und	0	NONE	INHERITED_GDT778	und	1	0	NONE	1	1	1	0	0
G779-H069	G769-T0257	f75r	f75	f75r.26	2	3	sheol	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	feuchtes Material	1	1	f75r.26@3	0	0	0	1	0
G779-H070	G769-T0258	f75r	f75	f75r.26	5	6	qoly	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	zugeben und abschließen	1	1	f75r.26@6	0	0	0	1	0
G779-H071	G769-T0266	f75v	f75	f75v.7	4	5	chety	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	kalt-trockene Form	1	1	f75v.7@5	0	0	0	1	0
G779-H072	G769-T0268	f75v	f75	f75v.12	5	6	chey	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H073	G769-T0269	f75v	f75	f75v.15	2	3	olain	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H074	G769-T0272	f75v	f75	f75v.40	6	7	sheedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H075	G769-T0274	f75v	f75	f75v.41	6	7	shey	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H076	G769-T0275	f75v	f75	f75v.41	8	9	shey	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
