edge_id	batch_id	span_id	target_occurrence_id	page	physical_folio	locus	ol_ordinal	right_ordinal	right_surface	written_span_eva	selection_rule	score_eligible	component_export_credit
G779-E011	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S011	G769-T0125	f114r	f114	f114r.14	5	6	daldy	ol daldy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E012	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S012	G769-T0161	f20r	f20	f20r.4	2	3	teey	ol teey	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E013	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S013	G769-T0164	f22r	f22	f22r.7	6	7	otchy	ol otchy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E014	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S014	G769-T0168	f23v	f23	f23v.1	8	9	chcphy	ol chcphy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E015	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S015	G769-T0181	f32v	f32	f32v.11	1	2	sho	ol sho	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E016	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S016	G769-T0244	f66r	f66	f66r.62	1	2	cheeky	ol cheeky	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E017	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S017	G769-T0249	f6r	f6	f6r.11	3	4	chokaiin	ol chokaiin	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E018	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S018	G769-T0257	f75r	f75	f75r.26	2	3	sheol	ol sheol	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E019	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S019	G769-T0258	f75r	f75	f75r.26	5	6	qoly	ol qoly	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E020	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S020	G769-T0266	f75v	f75	f75v.7	4	5	chety	ol chety	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E021	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S021	G769-T0278	f75v	f75	f75v.48	7	8	cheedy	ol cheedy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E022	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S022	G769-T0290	f76v	f76	f76v.20	4	5	checkhy	ol checkhy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E023	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S023	G769-T0294	f77r	f77	f77r.43	3	4	cheedy	ol cheedy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E024	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S024	G769-T0301	f77v	f77	f77v.29	8	9	cheedy	ol cheedy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E025	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S025	G769-T0305	f78r	f78	f78r.12	6	7	tedy	ol tedy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E026	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S026	G769-T0307	f78r	f78	f78r.28	2	3	qokeedy	ol qokeedy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E027	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S027	G769-T0319	f78v	f78	f78v.5	6	7	cheeky	ol cheeky	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E028	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S028	G769-T0323	f78v	f78	f78v.12	2	3	qokaiin	ol qokaiin	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E029	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S029	G769-T0326	f78v	f78	f78v.21	5	6	qokar	ol qokar	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E030	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S030	G769-T0330	f78v	f78	f78v.25	8	9	sham	ol sham	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E031	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S031	G769-T0343	f79r	f79	f79r.18	9	10	dam	ol dam	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E032	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S032	G769-T0360	f79v	f79	f79v.25	2	3	olshdy	ol olshdy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E033	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S033	G769-T0362	f79v	f79	f79v.26	7	8	otol	ol otol	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E034	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S034	G769-T0366	f79v	f79	f79v.35	5	6	otol	ol otol	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E035	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S035	G769-T0369	f79v	f79	f79v.37	2	3	shal	ol shal	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E036	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S036	G769-T0379	f80r	f80	f80r.34	5	6	qockhey	ol qockhey	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E037	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S037	G769-T0400	f80v	f80	f80v.39	6	7	chckhy	ol chckhy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E038	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S038	G769-T0401	f80v	f80	f80v.40	2	3	cheeor	ol cheeor	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E039	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S039	G769-T0405	f81r	f81	f81r.4	4	5	chcthy	ol chcthy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E040	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S040	G769-T0413	f81r	f81	f81r.17	6	7	ochedar	ol ochedar	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E041	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S041	G769-T0415	f81r	f81	f81r.22	4	5	daiin	ol daiin	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E042	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S042	G769-T0430	f81v	f81	f81v.18	3	4	cheky	ol cheky	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E043	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S043	G769-T0446	f83v	f83	f83v.29	1	2	cheal	ol cheal	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E044	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S044	G769-T0468	f86v5	f86	f86v5.32	10	11	teody	ol teody	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E045	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S045	G769-T0479	f86v6	f86	f86v6.34	11	12	kaiiin	ol kaiiin	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E046	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S046	G769-T0481	f86v6	f86	f86v6.35	7	8	tey	ol tey	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E047	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S047	G769-T0499	f93r	f93	f93r.5	1	2	chody	ol chody	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E048	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S048	G769-T0503	f94v	f94	f94v.2	1	2	teedy	ol teedy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E049	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S049	G769-T0505	f94v	f94	f94v.4	6	7	okchy	ol okchy	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
G779-E050	GDT779_EXACT_OL_RESIDUAL_V99R7_WHOLE	G779-S050	G769-T0524	f99v	f99	f99v.35	1	2	okeeey	ol okeeey	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0
