span_id	target_occurrence_id	page	physical_folio	locus	section	language	hand	register_id	ol_ordinal	right_ordinal	line_token_count	right_surface	written_span_eva	written_line_eva	right_reader_exact	old_gdt778_branch	old_gdt778_default_de	old_gdt778_contextual	v99_reading_id	v99_source_gdts	v99_card_decision	v99_evidence_class	v99_unconditional_global_export_allowed	selected_whole_default_de	new_gdt779_default_de	alternate_1_de	alternate_2_de	confidence	card_class	positive_evidence	counterevidence	scope_status	semantic_change_class	fallback_replacement	display_changed	inherited_consumed_token_ids	gdt779_consumed_token_id	same_row_inherited_consumption_takeover	new_unique_consumption	cross_row_consumption_collision	selection_rule	selection_uses_occurrence_id	selection_uses_semantics	exact_complete_whole_only	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
G779-S011	G769-T0125	f114r	f114	f114r.14	S	B	3	S|B|3	5	6	11	daldy	ol daldy	solpchd oiin chcthdy qodair ol daldy qopdain opdaiin opdairody opdaildo ary	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	daldy#GLOBAL	GDT655:NEW_EXACT_WHOLE|GDT730	GDT730_QUANTITY_WHOLE_SINGLE_DEFAULT_DISPATCH	INHERITED_WHOLE_AMBIGUITY_DEFAULT_DISPATCH	1	abgemessene Rohstoffportion I	abgemessene Rohstoffportion I	Materialposten I, abgeschlossen	Messwert I	C1	DIRECT_INHERITED_WHOLE_CARD	19 exakte Ganzwortvorkommen und GDT655/GDT730 tragen Mess-/Portionsrolle I plus Abschluss.	Rohstoff gegen Zubereitung sowie Portion gegen Wert sind nicht entschieden.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f114r.14@6	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S012	G769-T0161	f20r	f20	f20r.4	H	A	1	H|A|1	2	3	4	teey	ol teey	ochol ol teey otolchey	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	teey#GLOBAL	GDT647:FAMILY_MIGRATION	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	Kalt-Endstufe	Kalt-Endstufe	vollständig abgekühlt	kalter Endzustand	C2	DIRECT_INHERITED_WHOLE_CARD	17 exakte Ganzwortvorkommen und GDT647s Qualitäts-/Subgradfamilie tragen COLD plus END.	Gradende gegen vollständige Abkühlung und Zustand gegen Anweisung sind offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f20r.4@3	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S013	G769-T0164	f22r	f22	f22r.7	H	A	1	H|A|1	6	7	8	otchy	ol otchy	kchol shol dsheor chdoly ytaiin ol otchy cphal	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	otchy#1	GDT691|GDT717	INHERITED_V97	INHERITED_V97	1	kalt-trockene Anfangsstufe	kalt-trockene Anfangsstufe	abgekühlte Trockenform	kalte Zubereitung	C1	DIRECT_INHERITED_WHOLE_CARD	GDT647/GDT717 tragen die vollständige Form in 40 all-reader-exakten Vorkommen mit COLD, DRY und BEGIN.	Der Zubereitungsträger ist ersetzbar; Zustand gegen Vorgang und genaue Stufe bleiben offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f22r.7@7	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S014	G769-T0168	f23v	f23	f23v.1	H	A	1	H|A|1	8	9	11	chcphy	ol chcphy	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	chcphy#G734	GDT637|GDT678|GDT710|GDT733|GDT734	GDT734_UNIQUE_SPLIT_PROMOTE	UNIQUE_SPLIT_ROLE_CONSTRAINED_WHOLE	1	trockene Mischung	trockene Mischung	trockene Zubereitung	Arzneikompositum	C0	COMPOSITION_DERIVED_WHOLE__NO_COMPONENT_EXPORT	Zehn Cache-Vorkommen und die vollständige ch/cphy-Familienkarte stützen einen nominalen Trocken-Mischungswert.	Mischung gegen Kompositum ist nicht entschieden; kein universeller Vorgang und keine Teilform ist lizenziert.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f23v.1@9	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S015	G769-T0181	f32v	f32	f32v.11	H	A	1	H|A|1	1	2	3	sho	ol sho	ol sho chy	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	sho#GLOBAL	V13:TARGET_SURFACE_DEFAULT	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	feuchter Ansatz	feuchter Ansatz	eingeweichte Zubereitung	Feuchtmaterial	C2	DIRECT_INHERITED_WHOLE_CARD	106 exakte Ganzwortvorkommen auf 65 Seiten und die vollständige V13-Karte tragen MOIST plus PREPARATION.	Ansatz gegen Material und feucht gegen eingeweicht sind nicht vollständig getrennt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f32v.11@2	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S016	G769-T0244	f66r	f66	f66r.62	T	B	5	T|B|5	1	2	8	cheeky	ol cheeky	ol cheeky daiir chky axor akar y daiin	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	cheeky#GLOBAL	GDT661:EXACT_WHOLE	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	getrocknet, dann leicht erhitzt	getrocknet, dann leicht erhitzt	Trocken-Endstufe mit Wärmebeginn	erhitzte Trockenform	C2	DIRECT_INHERITED_WHOLE_CARD	23 exakte Ganzwortvorkommen und die starke GDT661-Ganzwortfamilie tragen Trockenende plus Wärmebeginn.	Eine echte zeitliche Folge ist gegenüber einem zusammengesetzten Zustand nicht bewiesen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f66r.62@2	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S017	G769-T0249	f6r	f6	f6r.11	H	A	1	H|A|1	3	4	4	chokaiin	ol chokaiin	ychar olchaj ol chokaiin	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	chokaiin#GLOBAL	GDT663:EXACT_WHOLE	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	erhitzter Trockenansatz III	erhitzter Trockenansatz III	heiße Trockenform III	Trockenmenge III unter Wärme	C2	DIRECT_INHERITED_WHOLE_CARD	15 exakte Ganzwortvorkommen; GDT663 trägt im vollständigen Wort Trockenansatz, Wärme und III-Leiter.	III kann Grad, Wert oder Menge sein; der Träger bleibt eine Arbeitshypothese.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f6r.11@4	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S018	G769-T0257	f75r	f75	f75r.26	B	B	2	B|B|2	2	3	8	sheol	ol sheol	dain ol sheol dain ol qoly dar ajy	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	sheol#GLOBAL	V13:TARGET_SURFACE_DEFAULT	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	feuchtes Material	feuchtes Material	eingeweichtes Material	Feuchtzubereitung	C2	DIRECT_INHERITED_WHOLE_CARD	90 exakte Ganzwortvorkommen; GDT737s Feuchtmaterial-Gitter und GDT758s feucht/eingeweicht-Karte konvergieren.	Feucht gegen eingeweicht sowie Material gegen Zubereitung bleiben offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f75r.26@3	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S019	G769-T0258	f75r	f75	f75r.26	B	B	2	B|B|2	5	6	8	qoly	ol qoly	dain ol sheol dain ol qoly dar ajy	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	qoly#GLOBAL	GDT663:EXACT_WHOLE	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	zugeben und abschließen	zugeben und abschließen	weitergeben	Zugabe abschließen	C1	DIRECT_INHERITED_WHOLE_CARD	Sieben exakte Ganzwortvorkommen und GDT663s vollständige praktische Karte tragen Zugabe plus Abschluss.	Die genaue Operation, der Referent und eine mögliche bloße Strukturrolle bleiben offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f75r.26@6	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S020	G769-T0266	f75v	f75	f75v.7	B	B	2	B|B|2	4	5	11	chety	ol chety	qokchdy qokal dal ol chety lchdy shedy ched otedy qotedy otar	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	chety#GLOBAL	V13:TARGET_SURFACE_DEFAULT	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	kalt-trockene Form	kalt-trockene Form	abgekühltes Trockengut	Trocken-Kaltstufe	C2	DIRECT_INHERITED_WHOLE_CARD	18 exakte Ganzwortvorkommen und die vollständige V13/GDT734-Qualitätskarte tragen COLD plus DRY plus FORM.	Reihenfolge, Träger und genaue Stufe sind nicht unabhängig bestimmt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f75v.7@5	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S021	G769-T0278	f75v	f75	f75v.48	B	B	2	B|B|2	7	8	12	cheedy	ol cheedy	qokear chedy shckhy dol ycheedy saino ol cheedy qokar otar dal daiin	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	cheedy#GLOBAL	GDT647:FAMILY_MIGRATION	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	getrocknetes Ergebnis, Endform	getrocknetes Ergebnis, Endform	Trocknung abgeschlossen	Trockenform II	C2	DIRECT_INHERITED_WHOLE_CARD	56 exakte Ganzwortvorkommen; GDT737/GDT738 stützen die vollständige DRY/CLOSE-Familie in beiden Prüfpfaden.	Zustand gegen Anweisung sowie Endform gegen Form II sind nicht vollständig getrennt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f75v.48@8	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S022	G769-T0290	f76v	f76	f76v.20	B	B	2	B|B|2	4	5	11	checkhy	ol checkhy	dol sheetey qokedy ol checkhy lshedy qokeedy cheedy qokeedy shl loiii	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	checkhy#1	GDT651|GDT713	INHERITED_V97	INHERITED_V97	1	trockene Mischung, Anfangsstufe	trockene Mischung, Anfangsstufe	trockene Zubereitung, Anfangsstufe	Trockenkompositum, Grundform	C1	DIRECT_INHERITED_WHOLE_CARD	GDT651/GDT713 tragen die exakte trockene CKH-Schwesterzelle und eine Anfangsrolle im vollständigen Wort.	Nur eine aktive Kartenstelle; Mischung, Zubereitung und Kompositum sind nicht getrennt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f76v.20@5	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S023	G769-T0294	f77r	f77	f77r.43	B	B	2	B|B|2	3	4	8	cheedy	ol cheedy	d chee ol cheedy qotaiin qoteedy qotedy raiin	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	cheedy#GLOBAL	GDT647:FAMILY_MIGRATION	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	getrocknetes Ergebnis, Endform	getrocknetes Ergebnis, Endform	Trocknung abgeschlossen	Trockenform II	C2	DIRECT_INHERITED_WHOLE_CARD	56 exakte Ganzwortvorkommen; GDT737/GDT738 stützen die vollständige DRY/CLOSE-Familie in beiden Prüfpfaden.	Zustand gegen Anweisung sowie Endform gegen Form II sind nicht vollständig getrennt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f77r.43@4	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S024	G769-T0301	f77v	f77	f77v.29	B	B	2	B|B|2	8	9	10	cheedy	ol cheedy	tchadchy lshedy daly dal dsheedy pcheol lfol ol cheedy qoty	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	cheedy#GLOBAL	GDT647:FAMILY_MIGRATION	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	getrocknetes Ergebnis, Endform	getrocknetes Ergebnis, Endform	Trocknung abgeschlossen	Trockenform II	C2	DIRECT_INHERITED_WHOLE_CARD	56 exakte Ganzwortvorkommen; GDT737/GDT738 stützen die vollständige DRY/CLOSE-Familie in beiden Prüfpfaden.	Zustand gegen Anweisung sowie Endform gegen Form II sind nicht vollständig getrennt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f77v.29@9	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S025	G769-T0305	f78r	f78	f78r.12	B	B	2	B|B|2	6	7	8	tedy	ol tedy	dor shekedy qokol kechdy otedy ol tedy chckhedy	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	tedy#GLOBAL	GDT647:FAMILY_MIGRATION	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	Kalt-Mittelstufe abgeschlossen	Kalt-Mittelstufe abgeschlossen	abgekühlt, Mittelstufe	kalte Abschlussform	C2	DIRECT_INHERITED_WHOLE_CARD	31 exakte Ganzwortvorkommen und GDT647s Qualitäts-/Subgradfamilie tragen COLD plus MIDDLE plus CLOSE.	Zustand gegen Vorgang und Mittelstufe gegen allgemeine Abschlussform bleiben offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f78r.12@7	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
