right_surface	card_class	selected_default_de	confidence	v99_reading_id	v99_old_working_meaning_de_provenance_only	v99_old_spoken_default_de_provenance_only	v99_source_gdts	v99_positive_evidence_de	v99_counterevidence_de	v99_unconditional_global_export_allowed	v99_candidate_composition	old_literal_patient_detected	patient_sanitization_applied	gdt737_family	gdt737_candidate_de	gdt737_renderer_license	gdt738_discovery_decision	gdt738_w23_decision	gdt738_body_renderer_license	gdt749_outside_role_status	gdt758_later_whole_default_de	qockhey_gdt754_source_composition_quarantined	qockhey_gdt754_current_source_prose_de_provenance_only	qockhey_gdt754_source_composition	qockhey_gdt755_complete_whole_candidate_de	qockhey_gdt755_confidence	qockhey_gdt755_exact_occurrences	qockhey_gdt755_boundary_complete_occurrences	selected_exact_fallback_occurrences	exact_complete_whole_only	old_prose_used_as_active_default	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
cheol	DIRECT_INHERITED_WHOLE_CARD	Trockenmaterial	C1	cheol#1	trockenes Material	trockenes Material	GDT642|GDT712	GDT712 trennt erneut Wortkern und lokale Realisierung: Die exakte E+OL-Ganzform traegt nach GDT642 einen nominalen Kopf; GDT684 sieht MATERIAL_ROLE und STATE_DRY, GDT685 verbietet nur den Rueckexport eines universalen OL-Kopfes. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Singleton; Drogenidentitaet und freie CH/E/OL-Wortwerte sind nicht belegt. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	1	NONE	0	0	DRY_MATERIAL	Trockenmaterial	0	SUPPORTED_FAMILY_ONLY	SUPPORTED_FAMILY_ONLY	0	K1_WEAK_LOCAL_COMPATIBILITY	NONE	0	NONE	NONE	NONE	NONE	0	0	2	1	0	0	0	0	0
cheor	RETIRED_PATIENT_SANITIZATION	trockener Teil	C1	cheor#GLOBAL	trockener Drogenteil	trockener Drogenteil	GDT642:ROUND_02	V48-Quelle GDT642:ROUND_02 mit Staerke EXACT_WHOLE_E_OL_OR_CARRIER und Scope KNOWN_EXACT_WHOLE; 71 exakte ZL3b-Vorkommen auf 45 Seiten und 70 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	1	1	DRY_PART	trockener Teil-/Portionsträger	0	SUPPORTED_FAMILY_ONLY	UNDECIDABLE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
chety	DIRECT_INHERITED_WHOLE_CARD	kalt-trockene Form	C2	chety#GLOBAL	trocken-kalte gebundene Form	trocken-kalte gebundene Form	V13:TARGET_SURFACE_DEFAULT	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 18 exakte ZL3b-Vorkommen auf 17 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
chody	DIRECT_INHERITED_WHOLE_CARD	trocken aufbereitetes Ergebnis	C0	chody#1	leicht getrocknet; abgeschlossen	leicht getrocknet; abgeschlossen	GDT691|GDT717	GDT717 trennt den wiederholten Qualitaets-/Stufenkern vom Produktkopf: GDT689 bindet CHODY an die reale CHOY-Schwester und erhaelt leichte Trocknung plus nominalen Abschluss; GDT691 bestaetigt die einzige Position als Nichtaktion. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT717 Gegenbeleg: Das sichtbare dy ist laut GDT689 kein formales DY und die Schwester besitzt ein anderes Rezept; Stufe, Produktkopf und interne Grenze bleiben Ganzwortfragen ohne F_STAGE-Kredit. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	1	NONE	0	0	DRY_PREP_RESULT	trocken aufbereitetes Ergebnis, Grundform	0	UNDECIDABLE	UNDECIDABLE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
chokaiin	DIRECT_INHERITED_WHOLE_CARD	erhitzter Trockenansatz III	C2	chokaiin#GLOBAL	Trockenansatz, heiß auf Stufe III	Trockenansatz, heiß auf Stufe III	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 15 exakte ZL3b-Vorkommen auf 14 Seiten und 15 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
daiin	NEW_EXACT_OL_SCOPE	Wertstufe III	C2	daiin#V84_CORE	Wert III	Wert III	GDT686|GDT691|GDT692|GDT711	GDT711 trennt den kompakten Wortkern von der positionsgebundenen Satzrealisierung. || Geordnete DAIN/DAIIN-Wertleiter; der erhitzte Ansatz steht im Nachbarkontext. || Geordnete DAIN/DAIIN-Wertleiter; der Endzustand steht im Nachbarkontext. || Geordnete DAIN/DAIIN-Wertleiter; heißes Produkt ist kein Bestandteil des Wortkerns. || Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert drei.	Historisch unbestätigte Arbeitstheorie; keine Klartextidentifikation. || Grad gegen Menge bleibt lokal und historisch unbestätigt. || Grad gegen Menge bleibt lokal; Absud ist zusätzlich unbelegt. || Das gezählte Objekt und die Einheit liegen außerhalb des Wortkerns. || Portion und anaphorischer Kopf liegen außerhalb des Wortkerns. || Portion, Einweichzustand und Kompositumkopf liegen außerhalb des Wortkerns. || Portion, Feuchte und Kompositumkopf liegen außerhalb des Wortkerns.	0	NONE	0	0	DOSE_VALUE	Dosis-/Wertslot III	0	UNDECIDABLE	UNDECIDABLE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
daldy	DIRECT_INHERITED_WHOLE_CARD	abgemessene Rohstoffportion I	C1	daldy#GLOBAL	abgewogener Rohstoffposten I, abgeschlossen	abgewogener Rohstoffposten I, abgeschlossen	GDT655:NEW_EXACT_WHOLE|GDT730	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 19 exakte ZL3b-Vorkommen auf 17 Seiten und 19 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
dam	DIRECT_INHERITED_WHOLE_CARD	Maß I	C0	dam#V84_1	abgemessenes Maß I	abgemessenes Maß I	GDT661|GDT711	GDT711 trennt den kompakten Wortkern von der positionsgebundenen Satzrealisierung. || D plus AM verbindet Messkopf und Maßfamilie.	Historisch unbestätigte Arbeitstheorie; keine Klartextidentifikation. || Keine Arzneidosis oder historische Einheit ist identifiziert.	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
dl	DIRECT_INHERITED_WHOLE_CARD	Rohstoffmaß	C1	dl#GLOBAL	Rohstoffmaß	Rohstoffmaß	GDT661:EXACT_WHOLE	V48-Quelle GDT661:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 18 exakte ZL3b-Vorkommen auf 15 Seiten und 17 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
kaiiin	NEW_EXACT_OL_SCOPE	Wärmestufe IV	C1	kaiiin#GLOBAL	heiß, Grad IV	heiß, Grad IV	V13:QUALITY_DEGREE_SERIES	V48-Quelle V13:QUALITY_DEGREE_SERIES mit Staerke PRODUCTIVE_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	0	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
lkedy	RETIRED_PATIENT_SANITIZATION	erhitztes Material, Mittelstufe	C0	lkedy#1	bis zur mittleren Heizstufe erhitztes Holz	bis zur mittleren Heizstufe erhitztes Holz	GDT690	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: erhitzte Holzdroge, Mittelstufe, fertig	1	NONE	1	1	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
loeees	RETIRED_PATIENT_SANITIZATION	Zubereitungscharge, Endstufe	C0	loeees#GLOBAL	Charge Holzdrogenansatz der letzten Stufe	Charge Holzdrogenansatz der letzten Stufe	GDT669:EXACT_WHOLE	V48-Quelle GDT669:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	1	1	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
ochedar	DIRECT_INHERITED_WHOLE_CARD	abgemessener Trockenanteil I	C0	ochedar#GLOBAL	trockener Ansatz in der Gradmitte, abgemessene Fraktion I	trockener Ansatz in der Gradmitte, abgemessene Fraktion I	GDT660:EXACT_WHOLE	V48-Quelle GDT660:EXACT_WHOLE mit Staerke PROVISIONAL_CONCRETE_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
oeeal	DIRECT_INHERITED_WHOLE_CARD	Trockenmaterial I, Endstufe	C0	oeeal#GLOBAL	Rohstoffklasse I im Ansatz, am Gradende	Rohstoffklasse I im Ansatz, am Gradende	GDT656:NEW_EXACT_WHOLE_LOCAL_ANALOGY	V48-Quelle GDT656:NEW_EXACT_WHOLE_LOCAL_ANALOGY mit Staerke EXACT_WHOLE_AL_QUALITY_POSITION_SHELL und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
okchy	DIRECT_INHERITED_WHOLE_CARD	heiße Trockenform, Anfangsstufe	C2	okchy#GLOBAL	heiß-trockener Ansatz am Anfang des Grades	heiß-trockener Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 20 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
okeeey	COMPOSITION_DERIVED_WHOLE__NO_COMPONENT_EXPORT	stark erhitzt, Endstufe	C0	okeeey#G734	stark erhitzt, Endstufe	stark erhitzt, Endstufe	GDT637|GDT678|GDT710|GDT733|GDT734	Zwanzig Cache-Vorkommen und die eindeutige o-plus-keeey-Route stützen die stark erhitzte Endstufe als Ganzwortkern.	Der schwache o-Wert identifiziert keinen Patienten; Ansatz, Wasser oder Zubereitung werden deshalb nicht gesprochen.	1	o+keeey	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
oky	DIRECT_INHERITED_WHOLE_CARD	erste Wärmestufe	C1	oky#1	heißer Ansatz am Anfang des Grades	heißer Ansatz am Anfang des Grades	GDT647	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	erste Wärmestufe	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
olshdy	RETIRED_PATIENT_SANITIZATION	angefeuchtetes Material, abgeschlossen	C1	olshdy#GLOBAL	angefeuchtetes Drogenmaterial, fertig	angefeuchtetes Drogenmaterial, fertig	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 2 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	1	1	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
otchy	DIRECT_INHERITED_WHOLE_CARD	kalt-trockene Anfangsstufe	C1	otchy#1	kalt-trocken; Anfangsstufe	kalt-trocken; Anfangsstufe	GDT691|GDT717	GDT717 trennt den wiederholten Qualitaets-/Stufenkern vom Produktkopf: GDT647 bindet OTCHY in 40 ZL3b-Vorkommen auf 32 Seiten als all-reader-exakte O-Rahmen-Zelle mit kalt, trocken und Anfangsstufe; GDT691 liefert nur den lokalen Zubereitungskopf. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT717 Gegenbeleg: O ist kein bestaetigtes freies Zubereitungswort; Ansatz oder Zubereitung bleibt ein ersetzbarer Fundstellenkopf und die Stufenachse ist historisch unbestaetigt. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
otol	DIRECT_INHERITED_WHOLE_CARD	kalte Zubereitung	C2	otol#GLOBAL	kaltes Zubereitungsgut	kaltes Zubereitungsgut	GDT648:STRICT_WHOLE_COMPLETION	V48-Quelle GDT648:STRICT_WHOLE_COMPLETION mit Staerke EXACT_WHOLE_COMPOSITIONAL_COMPLETION und Scope KNOWN_EXACT_WHOLE; 58 exakte ZL3b-Vorkommen auf 48 Seiten und 57 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	2	1	0	0	0	0	0
qockhey	GDT755_LATER_COMPLETE_WHOLE_REPLACEMENT	mische	C0	qockhey#GLOBAL	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 14 exakte ZL3b-Vorkommen auf 13 Seiten und 14 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	1	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	QO_COMMAND+O_PREP+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	mische	C0_FORCED_DEFAULT	12	7	1	1	0	0	0	0	0
qokaiin	DIRECT_INHERITED_WHOLE_CARD	Wärmestufe III	C0	qokaiin#1	heiß, Grad III	heiß, Grad III	GDT636_V13	7 aktive exakte Positionen auf 6 Seiten und 7 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	K1_OPEN_OR_BASELINE_LIKE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
qokar	RETIRED_PATIENT_SANITIZATION	erhitzter Anteil I	C1	qokar#1	heißer Drogenanteil I	heißer Drogenanteil I	GDT693	6 aktive exakte Positionen auf 4 Seiten und 5 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: heiße Drogenfraktion I; lebender Rivale: heißer Drogenauszug I	1	NONE	1	1	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
qokeedy	DIRECT_INHERITED_WHOLE_CARD	erhitzt, Endstufe	C0	qokeedy#1	heiß am Ende des Grades	heiß am Ende des Grades	GDT689	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT689: gebundener dy-Schwestervergleich und Endpunkt-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: heiß am Ende des Grades, abgeschlossen	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
