exclusion_id	target_occurrence_id	page	physical_folio	locus	ol_ordinal	right_ordinal	right_surface	right_reader_exact	v99_reading_id	final_44_deck_member	exclusion_reason	selection_rule	selection_uses_occurrence_id	default_is_translation	confirmed_lexeme	component_export_credit
G779-X011	G769-T0174	f26r	f26	f26r.8	7	8	ytedy	0	ytedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X012	G769-T0193	f39r	f39	f39r.14	4	5	daiin	0	daiin#V84_CORE	1	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X013	G769-T0194	f39r	f39	f39r.15	2	3	cheol	0	cheol#1	1	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X014	G769-T0204	f40v	f40	f40v.6	2	3	chedy	0	chedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X015	G769-T0242	f58v	f58	f58v.30	9	10	dam	0	dam#V84_1	1	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X016	G769-T0243	f66r	f66	f66r.61	10	11	okedy	0	okedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X017	G769-T0252	f75r	f75	f75r.5	7	8	olsheedy	0	olsheedy#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X018	G769-T0268	f75v	f75	f75v.12	5	6	chey	0	chey#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X019	G769-T0269	f75v	f75	f75v.15	2	3	olain	0	olain#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X020	G769-T0272	f75v	f75	f75v.40	6	7	sheedy	0	sheedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X021	G769-T0274	f75v	f75	f75v.41	6	7	shey	0	shey#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X022	G769-T0275	f75v	f75	f75v.41	8	9	shey	0	shey#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X023	G769-T0280	f75v	f75	f75v.61	4	5	otchdy	0	otchdy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X024	G769-T0282	f76r	f76	f76r.3	11	12	chedy	0	chedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X025	G769-T0288	f76r	f76	f76r.56	2	3	shedy	0	shedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X026	G769-T0295	f77r	f77	f77r.45	9	10	raiin	0	raiin#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X027	G769-T0297	f77v	f77	f77v.9	8	9	sheedy	0	sheedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X028	G769-T0298	f77v	f77	f77v.23	3	4	shedy	0	shedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X029	G769-T0308	f78r	f78	f78r.29	2	3	kedy	0	kedy#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X030	G769-T0311	f78r	f78	f78r.33	8	9	keedy	0	keedy#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X031	G769-T0316	f78v	f78	f78v.4	5	6	keedy	0	keedy#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X032	G769-T0318	f78v	f78	f78v.5	4	5	chsey	0	chsey#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X033	G769-T0322	f78v	f78	f78v.11	6	7	chdy	0	chdy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X034	G769-T0331	f78v	f78	f78v.26	5	6	shedy	0	shedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X035	G769-T0334	f78v	f78	f78v.27	8	9	chedy	0	chedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X036	G769-T0365	f79v	f79	f79v.32	6	7	o	0	o#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X037	G769-T0373	f80r	f80	f80r.16	4	5	chedy	0	chedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X038	G769-T0374	f80r	f80	f80r.23	10	11	keedy	0	keedy#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X039	G769-T0382	f80r	f80	f80r.37	9	10	shey	0	shey#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X040	G769-T0391	f80v	f80	f80v.15	11	12	dal	0	dal#V84_1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X041	G769-T0398	f80v	f80	f80v.31	2	3	oiin	0	oiin#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X042	G769-T0407	f81r	f81	f81r.5	5	6	olaiin	0	olaiin#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X043	G769-T0408	f81r	f81	f81r.5	7	8	or	0	or#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X044	G769-T0432	f81v	f81	f81v.19	2	3	shedy	0	shedy#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X045	G769-T0435	f82r	f82	f82r.16	7	8	s	0	s#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X046	G769-T0441	f83r	f83	f83r.42	2	3	chcthdy	0	chcthdy#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X047	G769-T0463	f86v5	f86	f86v5.2	9	10	ytol	0	ytol#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X048	G769-T0469	f86v5	f86	f86v5.33	2	3	kaiin	0	kaiin#GLOBAL	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
G779-X049	G769-T0471	f86v5	f86	f86v5.37	5	6	cheody	0	cheody#1	0	V99R7_COMPLETE_WORD_CARD_MATCH_BUT_RIGHT_READER_NONEXACT	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	0	0
