page	panel_id	record_id	locus	zl3b_line
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	d cheey lchedy qokeedy lchedy rchedy oky qotedy qoty qoty
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	qoteey raiin cheol qoteey shedy qokeey lshedy qokeedy rag
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.31	cheol ol rsheedy lchedy qoty lcheeor qokain cheedy lched
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.32	taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.33	sain ol cheol ey cheor chey
f83r	F83_UPPER_SPRAY	F83_P1	f83r.1	tchedy lpchedy opedy chepol pchedar shedy qopchedy
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	sol cheey qokaiin shol lchs shey qoteedy rches ar chedy dor
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	olkeedy qotal chkeedy chey daiin chey lchedy qokaiin qotal dar
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	qokshedy chedy qokedy chkedy daiin shetar shedy qekaiin chedy
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	deey qotaiin checkhy qoty cheg shedy qokeey rchedy qoteedy lo
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	schedy chedchy qokal olchedy qokaiin chedy qokeedy lchedy qoky
f83r	F83_UPPER_SPRAY	F83_P1	f83r.7	solshed lsheedy qeeedy qoky o qol rsheedy qokedy qoteedy qoteedy
f83r	F83_UPPER_SPRAY	F83_P1	f83r.8	pchedal otedy shecthedchy qoky chedy chary
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.9	pchor checphedy qokedy lsheedy qokchdy r shedkedy qopshdy qopy
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.10	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.11	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.12	qockhol sheckhy otal qokeal sheckhdy al okedy qokedy qokal
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.13	salcheol tar shedy s altedy sair qokedy qedy lchcphedy ldar
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.14	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.15	saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.16	tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.17	dcheokedy lkeed shckhey ytaiin shechy schety
f83r	F83_LOWER_DRIP	F83_P3	f83r.18	pdalshdy shocphedy otor shedy opshedy otshdy qokedol shdy soldy
f83r	F83_LOWER_DRIP	F83_P3	f83r.19	sar shedaiin ockhey sain ched shedy qetal dal shedy shey lchedy
f83r	F83_LOWER_DRIP	F83_P3	f83r.20	solkeedy qoteedy qokeey qokedy sol cheeety qokedy qoky saiin
f83r	F83_LOWER_DRIP	F83_P3	f83r.21	solkeedy qokedy otedy sol chedy lkedy qokchedy qokedy chckhdy sar
f83r	F83_LOWER_DRIP	F83_P3	f83r.22	schedair otchedy qokeedy chedain chedy qotedaiin otaiin otedy ldy
f83r	F83_LOWER_DRIP	F83_P3	f83r.23	tchedy qotedy qokal shedy qokedy shecthedy shecthy otor chedy
f83r	F83_LOWER_DRIP	F83_P3	f83r.24	soiiin checthy chety otaiin olsaly shedy
f83r	F83_LOWER_COUPLED	F83_P4	f83r.25	qokeedy qolchey qokeey qokedy chedy otal
f83r	F83_LOWER_COUPLED	F83_P4	f83r.26	otchey qokeey qoky tol shedy qokylddy
f83r	F83_LOWER_COUPLED	F83_P4	f83r.27	dain chedy qokeedy shckhedy shckhedy
f83r	F83_LOWER_COUPLED	F83_P4	f83r.28	saiin cheeky sheey qokedy shedy oldy
f83r	F83_LOWER_COUPLED	F83_P4	f83r.29	salchedy cheey qody kesd oldy
f83r	F83_LOWER_COUPLED	F83_P4	f83r.30	s okeedy qokeedy qoky saii
f83r	F83_LOWER_COUPLED	F83_P5	f83r.31	techedy qotchedy okeedy ldy
f83r	F83_LOWER_COUPLED	F83_P5	f83r.32	cheol qokchedy lchedy qokey
f83r	F83_LOWER_COUPLED	F83_P5	f83r.33	sy s aiin sheekchy qokey sain
f83r	F83_LOWER_COUPLED	F83_P5	f83r.34	shky lchedy dolshed qokchy
f83r	F83_LOWER_COUPLED	F83_P5	f83r.35	saiin cheky okeeol okain chdy
f83r	F83_LOWER_COUPLED	F83_P5	f83r.36	sor aiin shy shey lshedy qoky
f83r	F83_LOWER_COUPLED	F83_P5	f83r.37	sol lkedy lchedy qokol shedy
f83r	F83_LOWER_COUPLED	F83_P5	f83r.38	or chey qockhey dairydy
f83r	F83_LOWER_COUPLED	F83_P5	f83r.39	qokain shey kain chckhal
f83r	F83_LOWER_COUPLED	F83_P5	f83r.40	solchedy olchedy chedaiin
f83r	F83_LOWER_COUPLED	F83_P5	f83r.41	solkey lchedy qolkain dal
f83r	F83_LOWER_COUPLED	F83_P5	f83r.42	sol ol chcthdy l chedy lchdy
f83r	F83_LOWER_COUPLED	F83_P5	f83r.43	daiin sheol chedy qotal sar
f83r	F83_LOWER_COUPLED	F83_P5	f83r.44	skar shedy
f83r	F83_LOWER_COUPLED	F83_Q1	f83r.47	otchdy qokchdy shedal
f83r	F83_LOWER_COUPLED	F83_Q1	f83r.48	dal cheol lol chdal aiin
f83r	F83_LOWER_COUPLED	F83_Q1	f83r.49	sol daiiin chedy
f83r	F83_LOWER_COUPLED	F83_Q2	f83r.52	solkeey qekey raly ol
f83r	F83_LOWER_COUPLED	F83_Q2	f83r.53	solchkal cheol qotar ol
f83r	F83_LOWER_COUPLED	F83_Q2	f83r.54	daiin ol dain chey ldalor
f83r	F83_LOWER_COUPLED	F83_Q2	f83r.55	sol rtain cthal
