physical_page	locus	kind	owner_id	visible_owner_de	surface_sequence	component_sequence	portable_reading_de	local_workshop_reading_de	groups
f17r	f17r.11	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	otchol cthar okaiin chol daiiin	OT+CH+OL | AR | OK+AIIN | OL | DA+IIN	DANACH · NEHMEN · FORTSETZEN ; QUELLE ; SETZEN · MASS ; FORTSETZEN ; ZWEIT · STUFE	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: den nächsten Teilgang nehmen · vom bezeichneten Pflanzenteil entnehmen · denselben Ansatz fortführen ; am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: aus Wurzelstock oder Vorrat ; am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: im Ansatz ansetzen · nach vorgeschriebenem Maß ; am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: denselben Ansatz fortführen ; am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: zweiter Ansatz oder zweite Zugabe · Ernte-, Reife- oder Arbeitsstufe	5
f17r	f17r.12	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	ychod y chotom	CH+O+D_ADDR | Y | CH+OT+OL	NEHMEN · AUSFÜHREN · TEIL ; POSTEN ; NEHMEN · DANACH · FORTSETZEN	am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: vom bezeichneten Pflanzenteil entnehmen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil ; am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: dieser Pflanzen-/Drogenposten ; am Stoffbild abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: vom bezeichneten Pflanzenteil entnehmen · den nächsten Teilgang nehmen · denselben Ansatz fortführen	3
f17r	f17r.13	L	F17R_PLANT_CAPTION	Bezeichnung bei der abgebildeten ganzen Bluetenpflanze	oteeeon oiil	LOCAL_ADDRESS | LOCAL_ADDRESS	BILDADRESSE ; BILDADRESSE	Name oder Kennung fuer Bezeichnung bei der abgebildeten ganzen Bluetenpflanze ; Name oder Kennung fuer Bezeichnung bei der abgebildeten ganzen Bluetenpflanze	2
f77r	f77r.1	L	F77R_UPPER_STATION_LABELS	obere Figuren-, Bogen- und Auslassstation	darchdar	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1
f77r	f77r.2	L	F77R_UPPER_STATION_LABELS	obere Figuren-, Bogen- und Auslassstation	olkchs	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1
f77r	f77r.3	L	F77R_UPPER_STATION_LABELS	obere Figuren-, Bogen- und Auslassstation	otedy	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1
f77r	f77r.4	L	F77R_UPPER_STATION_LABELS	obere Figuren-, Bogen- und Auslassstation	otork	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1
f77r	f77r.5	L	F77R_UPPER_STATION_LABELS	obere Figuren-, Bogen- und Auslassstation	otol	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1
f77r	f77r.6	L	F77R_UPPER_STATION_LABELS	obere Figuren-, Bogen- und Auslassstation	dchdy	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1
f77r	f77r.7	L	F77R_UPPER_STATION_LABELS	obere Figuren-, Bogen- und Auslassstation	soral	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1
f77r	f77r.8	L	F77R_UPPER_STATION_LABELS	obere Figuren-, Bogen- und Auslassstation	dotedy	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1
f77r	f77r.9	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	poldarais ol qokol chey qopchedy qopchedy dylches olkedy loly	P+OL+D_ADDR+AR+A_ADDR+IIN+S | OL | OK+OL | Y | CARRIER_Q+O+P+CHD+Y | CARRIER_Q+O+P+CHD+Y | D_ADDR+Y+L+CH+E+S | SOLK+E+DY | L+OL+Y	EINSETZEN · FORTSETZEN · TEIL · QUELLE · ORT · STUFE · AUSWÄHLEN ; FORTSETZEN ; SETZEN · FORTSETZEN ; POSTEN ; BEGINN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN ; BEGINN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN ; TEIL · POSTEN · LEITEN · NEHMEN · KURZ · AUSWÄHLEN ; AUFFANGEN · KURZ · SCHLUSS ; LEITEN · FORTSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: in Becken oder Anschluss einsetzen · im selben Lauf fortfahren · Teilbecken oder Arbeitsanteil · von Ausgangs-/Entnahmestelle · sichtbare Station · Stationsstufe · sichtbare Station wählen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine neue Stationszelle beginnen · Stationshandlung ausführen · in Becken oder Anschluss einsetzen · zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine neue Stationszelle beginnen · Stationshandlung ausführen · in Becken oder Anschluss einsetzen · zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Teilbecken oder Arbeitsanteil · dieser Stationsposten · über den sichtbaren Weg leiten · aus Becken oder Vorrat entnehmen · kurz halten · sichtbare Station wählen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Empfangsbecken auffangen · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · im selben Lauf fortfahren · dieser Stationsposten	9
f77r	f77r.10	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tolchd ar shey qotaiin qotedy qokol chdy qokain chetey sal	T+OL+CHD | AR | SH+E+Y | OT+AIIN | OT+E+DY | OK+OL | CHD+Y | OK+AIN | CH+E+T+E+Y | S+AL	STELLEN · FORTSETZEN · UMSETZEN ; QUELLE ; HALTEN · KURZ · POSTEN ; DANACH · MASS ; DANACH · KURZ · SCHLUSS ; SETZEN · FORTSETZEN ; UMSETZEN · POSTEN ; SETZEN · PORTION ; NEHMEN · KURZ · STELLEN · KURZ · POSTEN ; AUSWÄHLEN · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stufe oder Stellung setzen · im selben Lauf fortfahren · zur nächsten Station versetzen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: von Ausgangs-/Entnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · kurz halten · Stufe oder Stellung setzen · kurz halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · zur Ziel-/Aufnahmestelle	10
