identity_id	target_surface	required_role_model	candidate_class	candidate_label_de	candidate_renderer_de	candidate_status	required_two_axis_signature	fatal_counter_signature	minimum_distinct_pages_total	ablate_strongest_locus	minimum_remaining_support_pages	evidence_rationale_de	counterevidence_de	tie_policy_de	historical_category_only	default_is_translation	eva_latin_credit	substring_export_credit	confirmed_lexeme
I14_OLS_OILY	ols	R01_NOMINAL_SUBSTANCE_PREPARATION	OILY_PREPARATION	ölige Zubereitung	ölige Zubereitung	CHALLENGER	F01_AMOUNT_DIRECT AND (F08_HOT_R2 OR F06_TARGET_BEFORE_PROCESS)	VISIBLE_OL_SUBSTRING_ONLY OR NO_SECOND_PAGE_HEAT_PROCESS_SUPPORT	2	1	1	Ölige Zubereitung wäre messbar sowie erhitz- oder filtrierbar	Die sichtbare ol-Folge darf keine Ölidentität vererben	Bei Gleichstand gewinnt die allgemeinere Produktkarte	1	0	0	0	0
I15_OLS_STRAIN_PROCESS	ols	R02_PROCESS_OPERATION	STRAIN_PROCESS	Abseihen oder Filtrieren	Abseihen/Filtrieren	CHALLENGER	F05_PROCESS_SLOT_FINAL AND F07_LINE_FINAL_OR_CLOSE	REPEATED_AMOUNT_OR_VALUE_WITHOUT_PROCESS_DIRECTION	2	1	1	Ein Abseihvorgang sollte gerichtet auf eine Zubereitung folgen und häufig abschließen	Drei rechte Wertkontakte sprechen bereits für ein Nomen oder Produkt	Bei Rollenkonflikt gewinnt Produkt vor Vorgang	1	0	0	0	0
I16_OLS_TERMINAL_PRODUCT	ols	R03_PRODUCT_RESULT	GENERIC_TERMINAL_PRODUCT	Abschlussprodukt	fertige Zubereitung	CHALLENGER	(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT) AND F07_LINE_FINAL_OR_CLOSE	NONE	2	1	1	Erklärt Messbarkeit und Endposition ohne unbewiesenes Abseihen	Bleibt weniger konkret als Filtrat	Gewinnt gegen Filtrat, falls kein unabhängiger Prozessbezug wiederholt	0	0	0	0	0
I17_OTAR_NOMINAL_FIELD	otar	R01_NOMINAL_SUBSTANCE_PREPARATION	PORTABLE_BASELINE	nominales Zubereitungsfeld	Zubereitungs-/Übergangsposten	CHALLENGER	ROLE_R01 AND (F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT OR F11_H1_BOUNDED_VALUE)	NONE	2	1	1	Hält ein nominales Mengen- oder Zubereitungsfeld als Gegenmodell offen, ohne die alte komponentenkomponierte Kältebedeutung zu importieren	Die vier Mengenadjazenzen können eingeleitete Mengen statt Eigenmengen sein; 105 von 110 Vorkommen sind medial	Gegen I23 entscheidet lokale Eigenbindung gegen Feldverknüpfung	0	0	0	0	0
I18_OTAR_WATER	otar	R01_NOMINAL_SUBSTANCE_PREPARATION	AQUEOUS_SOLVENT	Wasser	gemessenes Wasser	CHALLENGER	F01_AMOUNT_DIRECT AND F04_MOIST_R2 AND F09_COLD_R2	NO_SECOND_PAGE_MOIST_SUPPORT_AFTER_ABLATION	2	1	1	Wasser passt nur bei wiederholter Messbarkeit plus unabhängiger Feucht- und Kältebindung	Rohe Navigation ist mengenreich, aber feuchtarm	Bei Gleichstand gewinnt I17_OTAR_COLD_FIELD	1	0	0	0	0
I19_OTAR_WINE	otar	R01_NOMINAL_SUBSTANCE_PREPARATION	FERMENTED_SOLVENT	Wein	gemessener Wein	CHALLENGER	F01_AMOUNT_DIRECT AND F04_MOIST_R2 AND F10_PART_OR_CONTENT_R2	NO_INDEPENDENT_ALCOHOL_DISCRIMINATOR	2	1	1	Wein erwartet gemessene Auszugs- oder Einweichrahmen mit Pflanzeninhalt	Kein unabhängiger Weinfelderanker vorhanden	Bei Gleichstand mit Essig keine Einzelidentität ausgeben	1	0	0	0	0
I20_OTAR_VINEGAR	otar	R01_NOMINAL_SUBSTANCE_PREPARATION	FERMENTED_ACID_SOLVENT	Essig	gemessener Essig	CHALLENGER	F01_AMOUNT_DIRECT AND F04_MOIST_R2 AND F10_PART_OR_CONTENT_R2	NO_INDEPENDENT_ACID_OR_PURPOSE_DISCRIMINATOR	2	1	1	Essig erwartet gemessene Feucht- und Pflanzenrahmen	Kein unabhängiger Säureanker vorhanden	Bei Gleichstand mit Wein nur fermentiertes Medium offenlassen	1	0	0	0	0
I21_OTAR_OIL	otar	R01_NOMINAL_SUBSTANCE_PREPARATION	LIQUID_OIL	Öl	gemessenes Öl	CHALLENGER	F01_AMOUNT_DIRECT AND (F08_HOT_R2 OR F06_TARGET_BEFORE_PROCESS)	NO_SECOND_PAGE_HEAT_OR_PROCESS_SUPPORT_AFTER_ABLATION	2	1	1	Öl erwartet Menge plus Hitze- oder Abseihbezug	Rohe Navigation zeigt noch keine spezifische Flüssigkeitsachse	Bei Gleichstand gewinnt I17_OTAR_COLD_FIELD	1	0	0	0	0
I22_OTAR_POWDER	otar	R01_NOMINAL_SUBSTANCE_PREPARATION	DRY_POWDER	Pulver oder Trockengut	gemessenes Pulver/Trockengut	CHALLENGER	F01_AMOUNT_DIRECT AND F03_DRY_R2	NO_SECOND_PAGE_DRY_PLUS_AMOUNT_SUPPORT_AFTER_ABLATION	2	1	1	Pulver erwartet Menge plus unabhängigen Trockenrahmen	Alte Pulverpatienten und EVA-Zeichenwerte sind gesperrt	Bei Gleichstand gewinnt I17_OTAR_COLD_FIELD	1	0	0	0	0
I23_OTAR_LINKER	otar	R05_SEQUENCE_FIELD_LINKER	PORTABLE_SEQUENCE_BASELINE	Folge- oder Feldverbinder	weiter/dann	CURRENT_CONCRETE_DEFAULT	F14_MEDIAL_TWO_SIDED_LINKER AND (F15_STATE_TRANSITION_BRIDGE OR F16_RELATIONAL_AMOUNT_ORDER)	REPEATED_OWN_EXACT_VALUE_OR_BOUNDED_FIELD	2	1	1	105 von 110 Vorkommen sind medial; wiederholte Zustands- und Mengenanschlüsse stützen einen mitlaufenden Folgeschalter	Zweiseitige Mittelposition allein ist häufig und reicht nicht; eine echte gebundene Eigenwertrolle würde die Karte schwächen	Diese Karte darf über gemischte Übergangsrichtungen gewinnen; bis und konkrete Prozesse brauchen engere Richtungsbilder	0	0	0	0	0
I24_OTAR_THEN	otar	R05_SEQUENCE_FIELD_LINKER	SEQUENCE_ADVERB	dann oder danach	dann/danach	REFINEMENT_NOT_RIVAL	F14_MEDIAL_TWO_SIDED_LINKER AND F15_STATE_TRANSITION_BRIDGE	CONSISTENT_SINGLE_TARGET_STATE_REQUIRED_ONLY_FOR_UNTIL	2	1	1	Ein allgemeines Folgewort darf verschiedene Zustands- und Inhaltsgruppen verbinden; die beobachteten gemischten Übergänge passen dazu besser als zu bis oder trocknen	Nur vier saubere Übergangsbrücken tragen die konkrete Lesung, daher bleibt der neutralere Feldverbinder die übergeordnete Karte	I24 verfeinert I23 sprachlich und darf nicht als dessen Gegenmodell ausgegeben werden; gemischte Richtungen widersprechen dieser Karte nicht	1	0	0	0	0
I25_OTAR_UNTIL	otar	R05_SEQUENCE_FIELD_LINKER	TERMINATIVE_LINKER	bis	bis zum folgenden Zustand	CHALLENGER	F15_STATE_TRANSITION_BRIDGE AND F07_LINE_FINAL_OR_CLOSE	MIXED_OR_REVERSED_STATE_DIRECTIONS_WITHOUT_RIGHT_RESULT	2	1	1	Bis erwartet wiederholt rechts einen erreichten Zustand oder Abschluss statt nur eine beliebige Folgegruppe	Viele bekannte otar-Kontexte enden nicht direkt in einem Zustandswort	Bei Gleichstand mit dann bleibt die Ausgabe dann/bis	1	0	0	0	0
I26_OTAR_DRY_PROCESS	otar	R02_PROCESS_OPERATION	DRY_PROCESS	trocknen oder trocknen lassen	trocknen lassen	CHALLENGER	F05_PROCESS_SLOT_FINAL AND F15_STATE_TRANSITION_BRIDGE	MIXED_STATE_DIRECTIONS_OR_REPEATED_NOMINAL_VALUE_BINDING	2	1	1	Ein konkreter Trocknungsvorgang braucht gerichtete moist-to-dry-Patientenrahmen auf mindestens zwei Seiten	Mediale Mischverwendungen und fehlende Patientenrichtung sprechen gegen ein Verb	Bei Scheitern bleibt der Folgeverbinder als Rivalenklasse	1	0	0	0	0
I27_OL_PLANT_EXTRACT	ol	R01_NOMINAL_SUBSTANCE_PREPARATION	PLANT_JUICE_OR_EXTRACT	Pflanzensaft oder Auszug	Pflanzensaft/Auszug	CHALLENGER	F01_AMOUNT_DIRECT AND F10_PART_OR_CONTENT_R2 AND (F06_TARGET_BEFORE_PROCESS OR F08_HOT_R2)	NO_SECOND_PAGE_AMOUNT_CONTENT_PROCESS_SIGNATURE	2	1	1	Historische Pflanzenwässer, Presssäfte und Auszüge sind messbare Stoff- und Zubereitungsnomina und können anschließend erhitzt oder weiterverarbeitet werden	Ohne Inhalt plus Herstellung bleibt die Karte nicht von Wasser, Öl oder allgemeiner Zubereitungsbasis trennbar	Bei nur Hitze plus Menge gewinnt I01_OL_BASE; Auszug braucht den unabhängigen Inhaltskontakt	1	0	0	0	0
I28_OL_DECOCTION	ol	R03_PRODUCT_RESULT	DECOCTION_PRODUCT	Dekokt oder Absud	Pflanzendekokt/Absud	CHALLENGER	F01_AMOUNT_DIRECT AND F08_HOT_R2 AND (F10_PART_OR_CONTENT_R2 OR F07_LINE_FINAL_OR_CLOSE)	NO_SECOND_PAGE_HEAT_PLUS_CONTENT_OR_RESULT_SIGNATURE	2	1	1	Ein Dekokt verbindet messbaren Flüssigkörper mit Hitze und Pflanzeninhalt oder Ergebnisgeometrie	Ein bloß erhitzbarer Stoff kann ebenso Öl oder jede andere Zubereitungsbasis sein	Bei fehlender Ergebnisrolle bleibt Pflanzenauszug vor Dekokt	1	0	0	0	0
I29_CKHY_INFUSION_DECOCTION	ckhy	R01_NOMINAL_SUBSTANCE_PREPARATION	INFUSION_OR_DECOCTION	Infusion oder Dekokt	Infusion/Dekokt	CHALLENGER	(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT) AND (F04_MOIST_R2 OR F08_HOT_R2) AND F10_PART_OR_CONTENT_R2	NO_SECOND_PAGE_CONTENT_PLUS_MOIST_OR_HEAT_SIGNATURE	2	1	1	Ein nominales Anfangspräparat kann historisch ein Aufguss oder Absud sein, wenn Menge, Pflanzeninhalt und Feucht- oder Hitzefeld zusammenkommen	GDT762 fand außerhalb der Entdeckungsstellen keine stabile Feuchtauswahl	Bei Scheitern gewinnt I06_CKHY_MIXTURE	1	0	0	0	0
I30_OLS_LIQUID_PRODUCT	ols	R03_PRODUCT_RESULT	FINISHED_LIQUID_PREPARATION	fertige Flüssigzubereitung	fertige Flüssigzubereitung	CHALLENGER	(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT) AND F07_LINE_FINAL_OR_CLOSE AND (F04_MOIST_R2 OR F06_TARGET_BEFORE_PROCESS)	NO_SECOND_PAGE_VALUE_RESULT_LIQUID_SIGNATURE	2	1	1	Messbarkeit, wiederholte Endposition und ein unabhängiger Feucht- oder Weiterverarbeitungsrahmen könnten ein fertiges Flüssigprodukt tragen	Ohne Feucht- oder Prozessachse bleibt nur allgemeine Zubereitung oder Maßfeld; der aktuelle Bestand identifiziert keine Flüssigkeit	Diese Karte gewinnt vor Filtrat nur mit eigener Flüssigkeitsachse	0	0	0	0	0
I31_OLS_JUICE_DECOCTION	ols	R03_PRODUCT_RESULT	JUICE_EXTRACT_PRODUCT	Saft, Auszug oder Dekokt als Produkt	Saft/Auszug/Dekokt	CHALLENGER	(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT) AND F10_PART_OR_CONTENT_R2 AND (F08_HOT_R2 OR F06_TARGET_BEFORE_PROCESS OR F07_LINE_FINAL_OR_CLOSE)	NO_SECOND_PAGE_CONTENT_PLUS_PRODUCT_SIGNATURE	2	1	1	Historische Säfte, Auszüge und Dekokte sind messbare Ergebnisnomina und können einer Colatur entsprechen	Pflanzeninhalt plus Endposition trennt Saft noch nicht von allgemeiner Zubereitung	Bei fehlender Herstellungsachse gewinnt I30_OLS_LIQUID_PRODUCT	1	0	0	0	0
I32_OTAR_EXTRACT_DECOCTION	otar	R01_NOMINAL_SUBSTANCE_PREPARATION	MEDICINAL_WATER_EXTRACT	Arzneiwasser, Auszug oder Dekokt	gemessenes Arzneiwasser/Auszug	CHALLENGER	F01_AMOUNT_DIRECT AND F10_PART_OR_CONTENT_R2 AND (F08_HOT_R2 OR F06_TARGET_BEFORE_PROCESS)	NO_SECOND_PAGE_AMOUNT_CONTENT_PROCESS_SIGNATURE	2	1	1	Technisches water kann historisch Lösung, Kräuteraufguss, Dekokt oder Destillat heißen; nur Menge plus Inhalt plus Herstellung rechtfertigt diese Klasse	Feuchtnähe allein trennt kein Arzneiwasser von Wein, Essig, Öl oder allgemeinem Ansatz	Bei fehlender Herstellungsachse bleiben Verbinder oder allgemeines Zubereitungsfeld vorn	1	0	0	0	0
I33_OLS_AMOUNT_FIELD	ols	R04_BOUND_RECORD_FIELD	MEASURE_OR_PORTION_FIELD	Maß-, Dosis- oder Portionsfeld	Maß-/Produktposten	CURRENT_CONCRETE_DEFAULT	F02_VALUE_DIRECT AND F12_PARALLEL_VALUE_CELL	REPEATED_TERMINAL_PRODUCT_WITHOUT_PARALLEL_VALUE_ECOLOGY	2	1	1	Drei reader-exakte rechte Werte machen ols plus Wert formal mit Einheit- und Mengenfeldern vergleichbar; die sichtbare f83r-Parallele zu s-aiin ist wegen Lesergrenze ausdrücklich nur Zusatzindiz und gibt F12 keinen Score	Fünf von zwölf Vorkommen sind zeilenfinal und nicht alle besitzen einen Wert; daher bleibt Produktposten neben Maß oder Portion offen	Bei fehlender unabhängiger Produktachse gewinnt diese Karte vor Filtrat, bleibt aber gegen Maß, Dosis, Portion und Endprodukt offen	1	0	0	0	0
I34_OLS_DRY_PRODUCT	ols	R03_PRODUCT_RESULT	DRY_PREPARATION_PRODUCT	Trockenzubereitung oder Pulverprodukt	fertige Trockenzubereitung	CHALLENGER	F02_VALUE_DIRECT AND F03_DRY_R2 AND F07_LINE_FINAL_OR_CLOSE	NO_SECOND_PAGE_VALUE_DRY_RESULT_SIGNATURE	2	1	1	Der direkte cheor-Kontakt und trockene Wertkontexte halten ein dosierbares Trockenprodukt als Gegenmodell zur Flüssigzubereitung offen	Nur ein direkter Trockenanker und kein unabhängiger Mahl- oder Siebrahmen	Ohne zweite Trocken-plus-Ergebnis-Seite bleibt das allgemeine Maß- oder Produktfeld vorn	1	0	0	0	0
I35_CKHY_MIX	ckhy	R02_PROCESS_OPERATION	MIX_PROCESS	mischen oder vermengen	mischen	CURRENT_CONCRETE_DEFAULT	F05_PROCESS_SLOT_FINAL AND F07_LINE_FINAL_OR_CLOSE	REPEATED_OWN_AMOUNT_OR_BOUNDED_VALUE_ROLE	2	1	1	Sechs von 25 exakten Vorkommen stehen zeilenfinal, kein einziges zeileninitial; die Finalrate liegt in der frequenzgematchten 20-bis-30-Kohorte auf Rang 6 von 65, aber nur f17v.5 besitzt einen sauberen linken nominalen Zubereitungspatienten und keinen gebundenen Dosisrahmen	19 Stellen sind medial und das nominale Kompositum bleibt ernst; der Default ist deshalb konkret, aber ersetzbar	Mischen gewinnt nur bei mindestens zwei unabhängigen linken Patienten-/Dosisrahmen nach stärkstem-Locus-Ausschluss	1	0	0	0	0
I36_OL_FIELD_RELATOR	ol	R05_SEQUENCE_FIELD_LINKER	FIELD_RELATOR	Feldrelation oder Mengenanschluss	und/mit; nach einer Menge von/aus	CURRENT_CONCRETE_DEFAULT	F14_MEDIAL_TWO_SIDED_LINKER AND F16_RELATIONAL_AMOUNT_ORDER	REPEATED_OWN_EXACT_VALUE_OR_BOUNDED_FIELD	2	1	1	Die neun exakten Mengenkontakte verteilen sich nahezu symmetrisch auf ol-vor-Menge und Menge-vor-ol über acht Seiten; wiederholte Folgen wie ol-shey-ol-shey und drei ol in einer Zeile fädeln selbständige Felder aneinander	Mehrfachwiederholung ist unter häufigen Formen nicht ungewöhnlich und beweist allein nichts; die konkrete Präposition muss aus der lokalen Reihenfolge kommen	Im normalen Feld liest der Renderer und oder mit, unmittelbar nach einer Menge von oder aus; I01 bleibt das nominale Gegenmodell	0	0	0	0	0
I37_PCHEEY_MOIST_FORM	pcheey	R04_BOUND_RECORD_FIELD	MOIST_PREPARATION_FORM	Paste, Salben- oder Mischform II	Paste/Salben- oder Mischform II	CHALLENGER	F11_H1_BOUNDED_VALUE AND F04_MOIST_R2	NO_INDEPENDENT_BODY_APPLICATION_OR_CONSISTENCY_AXIS	2	1	1	Drei unmittelbare Feuchtvorgänger und zwei gebundene X-daiin-Felder sind mit einer nassen Zubereitungsform vereinbar	Kein Körper-, Auftragungs-, Konsistenz- oder Gefäßanker trennt Paste, Salbe und allgemeine Mischform voneinander	Bei Gleichstand gewinnt I10 als neutrales Zubereitungsfeld	1	0	0	0	0
