strict_template_id	strict_semantic_frame	record_count	page_count	register_count	recurrence_class	recipe_variant_count	recipe_frames	surface_type_count	surface_recurrence_mode	phrase_variant_count	canonical_owner_neutral_phrase_de	phrase_stable	name_slot_count	pages	registers	record_ids	surface_examples	reading_examples_de	claim_status
G480-T011	CATALOGUE[{N1} · ZIELORT · EINHEIT @NONE / AUSGANG @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AL+OR @NONE / AR @NONE]	1	SINGLETON	1	1. Namenseintrag »{N1}« — Zielzuordnung, Einheitsangabe. 2. Eintrag »{N2}« — Ausgangszuordnung.	YES	1	f71v	CELESTIAL	G475-R011	opalor|ar	1. Sternstelle »op« — Zielzuordnung, Einheitsangabe. 2. Eintrag »ar« — Ausgangszuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T012	CATALOGUE[AUSFÜHRUNG · HIER · {N1} @NONE]	2	2	1	CROSS_PAGE	1	CATALOGUE[O+LOCAL_CHAR_F @NONE]	2	MULTIPLE_SURFACES	1	Namenseintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk.	YES	1	f71v|f72r	CELESTIAL	G475-R012|G475-R032	ofaom || ofchdamy	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk. || Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T013	CATALOGUE[DANACH · ZIELORT · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	CATALOGUE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Namenseintrag »{N1}« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	YES	1	f71v	CELESTIAL	G475-R013	otalody	Sternstelle »ody« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T014	COORDINATE[DANACH · ZIELORT · WERT @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	COORDINATE[OT+AL+AIIN @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Adressspur: danach → Zielort → Wert. Reihenfolge konkret: OT — danach Zielort.	YES	0	f71v	CELESTIAL	G475-R014	otalaiin	Adressspur: danach → Zielposition → Positionswert. Reihenfolge konkret: OT — danach Zielort.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T015	INSTRUCTION[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN / HALTEN · AUSGANG @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN / SH+AR @NONE]	1	SINGLETON	1	1. Danach beziehe den Eintrag vom Ausgang. 2. Halte den Eintrag vom Ausgang. Reihenfolge konkret: OT — danach Ausgang.	YES	0	f71v	CELESTIAL	G475-R015	otar|shar	1. Danach beziehe den Eintrag von der Ausgangsposition. 2. Halte den Eintrag von der Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T016	INSTRUCTION[HALTEN · FORTSETZEN · HALTEN · {N1} @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	1	1	SINGLETON	1	INSTRUCTION[SH+OL+SH @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	SINGLETON	1	Weiter halte den Namenseintrag »{N1}« und halte den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	YES	1	f71v	CELESTIAL	G475-R016	sholshdy	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T017	INSTRUCTION[{N1} · HALTEN · {N2} @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[SH @NONE]	1	SINGLETON	1	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}«.	YES	2	f72r	CELESTIAL	G475-R017	oshodady	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T018	CATALOGUE[{N1} · ANTEIL · POSTEN @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AIN+Y @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Anteilsangabe, Postenangabe.	YES	1	f72r	CELESTIAL	G475-R018	chdaiirdainy	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T019	COORDINATE[AUSFÜHRUNG · WERT @NONE / AUSGANG @NONE / AUSGANG · POSTEN @NONE]	1	1	1	SINGLETON	1	COORDINATE[O+AIIN @NONE / AR @NONE / AR+Y @NONE]	1	SINGLETON	1	1. Adressspur: Ausführungspunkt → Wert. 2. Adressspur: Ausgang. 3. Adressspur: Ausgang → Posten.	YES	0	f72r	CELESTIAL	G475-R019	oaiin|ar|ary	1. Adressspur: Ausführungspunkt → Positionswert. 2. Adressspur: Ausgangsposition. 3. Adressspur: Ausgangsposition → Positionsposten.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T020	INSTRUCTION[SETZEN · ZIELORT · HIER @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AL+AM_ADDR @NONE]	1	SINGLETON	1	Setze den Eintrag zum Zielort an der bezeichneten Stelle.	YES	0	f72r	CELESTIAL	G475-R020	okalam	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T021	INSTRUCTION[{N1} · ZIELORT · HALTEN · {N2} @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[AL+SH @NONE]	1	SINGLETON	1	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« zum Zielort.	YES	2	f72r	CELESTIAL	G475-R021	ytalshdy	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T022	CATALOGUE[AUSGANG @NONE / ZIELORT · {N1} @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AR @NONE / AL @NONE]	1	SINGLETON	1	1. Eintrag »{N1}« — Ausgangszuordnung. 2. Namenseintrag »{N2}« — Zielzuordnung.	YES	1	f72r	CELESTIAL	G475-R022	char|alif	1. Eintrag »char« — Ausgangszuordnung. 2. Sternstelle »if« — Zielzuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T023	COORDINATE[DANACH · AUSGANG · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	2	1	1	SAME_PAGE_RECURRENT	1	COORDINATE[OT+AR+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	1	SAME_SURFACE	1	Adressspur: danach → Ausgang → Zielort → Posten. Reihenfolge konkret: OT — danach Ausgang.	YES	0	f72r	CELESTIAL	G475-R023|G475-R037	otaraldy || otaraldy	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang. || Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T024	COORDINATE[DANACH · WERT @START_FRESH_SIBLING:FORWARD_OPEN / DANACH · ANTEIL @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	COORDINATE[OT+AIIN @START_FRESH_SIBLING:FORWARD_OPEN / OT+AIN @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	1. Adressspur: danach → Wert. 2. Adressspur: danach → Anteil. Reihenfolge konkret: OT — danach Wert; OT — danach Anteil.	YES	0	f72r	CELESTIAL	G475-R024	otaiin|otain	1. Adressspur: danach → Positionswert. 2. Adressspur: danach → Sektoranteil. Reihenfolge konkret: OT — danach Wert; OT — danach Anteil.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T025	INSTRUCTION[DANACH · ZIELORT · {N1} @START_FRESH_SIBLING:FORWARD_OPEN / POSTEN · WÄHLEN @NONE / ANTEIL · HIER @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN / Y+S @NONE / AIN+AM_ADDR @NONE]	1	SINGLETON	1	1. Danach beziehe den Namenseintrag »{N1}« zum Zielort. 2. Wähle den Posten. 3. Im selben Gang wähle den Anteil an der bezeichneten Stelle. Reihenfolge konkret: OT — danach Zielort.	YES	1	f72r	CELESTIAL	G475-R025	otalef|ys|ainam	1. Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. 2. Wähle den Positionsposten. 3. Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle. Reihenfolge konkret: OT — danach Zielort.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T026	INSTRUCTION[AUSFÜHRUNG · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / HALTEN · AUSGANG · HIER @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[O+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / SH+AR+AM_ADDR @NONE]	1	SINGLETON	1	1. Weiter beziehe den Eintrag, als Ausführung. 2. Halte den Eintrag vom Ausgang an der bezeichneten Stelle. Reihenfolge konkret: OL — Ausführung weiterführen.	YES	0	f72r	CELESTIAL	G475-R026	ochol|sharam	1. Weiter beziehe den Eintrag, als Ausführung. 2. Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle. Reihenfolge konkret: OL — Ausführung weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T027	COORDINATE[AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG @NONE]	1	1	1	SINGLETON	1	COORDINATE[O+LOCAL_CHAR_F+AR+AL+AR @NONE]	1	SINGLETON	1	Adressspur: Ausführungspunkt → hier → Ausgang → Zielort → Ausgang.	YES	0	f72r	CELESTIAL	G475-R027	ofaralar	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T028	CATALOGUE[DANACH · {N1} · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	CATALOGUE[OT+Y @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Namenseintrag »{N1}« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	1	f72r	CELESTIAL	G475-R028	otchoshy	Sternstelle »cho« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Sternstelle »cho«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T029	CATALOGUE[DANACH · {N1} · ZIELORT @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	CATALOGUE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Namenseintrag »{N1}« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	1	f72r	CELESTIAL	G475-R029	otchdal	Sternstelle »ch« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Sternstelle »ch«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T030	INSTRUCTION[SETZEN · GRAD II · POSTEN @NONE / AUSGANG · POSTEN @NONE]	2	1	1	SAME_PAGE_RECURRENT	1	INSTRUCTION[OK+EE+Y @NONE / AR+Y @NONE]	1	SAME_SURFACE	1	1. Setze den Posten, auf Grad II. 2. Im selben Gang setze den Posten vom Ausgang.	YES	0	f72r	CELESTIAL	G475-R030|G475-R042	okeey|ary || okeey|ary	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition. || 1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T031	COORDINATE[DANACH · ANTEIL · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	COORDINATE[OT+AIN+Y @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Adressspur: danach → Anteil → Posten. Reihenfolge konkret: OT — danach Anteil.	YES	0	f72r	CELESTIAL	G475-R031	otainy	Adressspur: danach → Sektoranteil → Positionsposten. Reihenfolge konkret: OT — danach Anteil.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T032	INSTRUCTION[SETZEN · {N1} · BAHN · {N2} @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AIR @NONE]	1	SINGLETON	1	Setze den Namenseintrag »{N1}« und den Namenseintrag »{N2}« entlang der Bahn.	YES	2	f72r	CELESTIAL	G475-R033	oklairdy	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T033	INSTRUCTION[SETZEN · AUSGANG · HIER @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AR+AM_ADDR @NONE]	1	SINGLETON	1	Setze den Eintrag vom Ausgang an der bezeichneten Stelle.	YES	0	f72r	CELESTIAL	G475-R034	okaram	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T034	INSTRUCTION[SETZEN · BAHN · {N1} @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AIR @NONE]	1	SINGLETON	1	Setze den Namenseintrag »{N1}« entlang der Bahn.	YES	1	f72r	CELESTIAL	G475-R035	okairy	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T035	INSTRUCTION[SETZEN · {N1} · ZIELORT · AUSGANG @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AL+AR @NONE]	1	SINGLETON	1	Setze den Namenseintrag »{N1}« zum Zielort und vom Ausgang.	YES	1	f72r	CELESTIAL	G475-R036	okealar	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T036	INSTRUCTION[SETZEN · ZIELORT · AUSGANG @NONE]	2	1	1	SAME_PAGE_RECURRENT	1	INSTRUCTION[OK+AL+AR @NONE]	1	SAME_SURFACE	1	Setze den Eintrag zum Zielort und vom Ausgang.	YES	0	f72r	CELESTIAL	G475-R038|G475-R077	okalar || okalar	Setze den Eintrag zur Zielposition und von der Ausgangsposition. || Setze den Eintrag zur Zielposition und von der Ausgangsposition.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T037	INSTRUCTION[SETZEN · ZIELORT @NONE]	2	1	1	SAME_PAGE_RECURRENT	1	INSTRUCTION[OK+AL @NONE]	1	SAME_SURFACE	1	Setze den Eintrag zum Zielort.	YES	0	f72r	CELESTIAL	G475-R039|G475-R041	okal || okal	Setze den Eintrag zur Zielposition. || Setze den Eintrag zur Zielposition.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T038	INSTRUCTION[SETZEN · ZIELORT · POSTEN @NONE]	2	1	1	SAME_PAGE_RECURRENT	1	INSTRUCTION[OK+AL+Y @NONE]	1	SAME_SURFACE	1	Setze den Posten zum Zielort.	YES	0	f72r	CELESTIAL	G475-R040|G475-R048	okaly || okaly	Setze den Positionsposten zur Zielposition. || Setze den Positionsposten zur Zielposition.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T039	CATALOGUE[DANACH · {N1} · AUSGANG · {N2} @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	2	f72r	CELESTIAL	G475-R043	oteeary	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Sternstelle »ee«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T040	COORDINATE[DANACH · BAHN @START_FRESH_SIBLING:FORWARD_OPEN / POSTEN @NONE]	1	1	1	SINGLETON	1	COORDINATE[OT+AIR @START_FRESH_SIBLING:FORWARD_OPEN / Y @NONE]	1	SINGLETON	1	1. Adressspur: danach → Bahn. 2. Adressspur: Posten. Reihenfolge konkret: OT — danach Bahn.	YES	0	f72r	CELESTIAL	G475-R044	otair|dy	1. Adressspur: danach → Ringbahn. 2. Adressspur: Positionsposten. Reihenfolge konkret: OT — danach Bahn.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T041	INSTRUCTION[SETZEN · BAHN · {N1} · HIER @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AIR+AM_ADDR @NONE]	1	SINGLETON	1	Setze den Namenseintrag »{N1}« entlang der Bahn an der bezeichneten Stelle.	YES	1	f72r	CELESTIAL	G475-R045	okaircham	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T042	INSTRUCTION[SETZEN · {N1} · ZIELORT @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AL @NONE]	1	SINGLETON	1	Setze den Namenseintrag »{N1}« zum Zielort.	YES	1	f72r	CELESTIAL	G475-R046	okeal	Setze den Sternstelleneintrag »e« zur Zielposition.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T043	COORDINATE[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	COORDINATE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Adressspur: danach → Ausgang. Reihenfolge konkret: OT — danach Ausgang.	YES	0	f72r	CELESTIAL	G475-R047	otar	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T044	CATALOGUE[EINHEIT · AUSGANG · {N1} @NONE]	1	1	1	SINGLETON	1	CATALOGUE[OR+AR @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Einheitsangabe, Ausgangszuordnung.	YES	1	f72r	CELESTIAL	G475-R049	orary	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T045	INSTRUCTION[SETZEN · {N1} @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK @NONE]	1	SINGLETON	1	Setze den Namenseintrag »{N1}«.	YES	1	f72r	CELESTIAL	G475-R050	okyd	Setze den Sternstelleneintrag »yd«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T046	COORDINATE[DANACH · FORTSETZEN · HIER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	1	1	SINGLETON	1	COORDINATE[OT+OL+AM_ADDR @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	SINGLETON	1	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	YES	0	f72r	CELESTIAL	G475-R051	otolam	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T047	COORDINATE[DANACH · ZIELORT @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	COORDINATE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Adressspur: danach → Zielort. Reihenfolge konkret: OT — danach Zielort.	YES	0	f72r	CELESTIAL	G475-R052	otal	Adressspur: danach → Zielposition. Reihenfolge konkret: OT — danach Zielort.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T048	CATALOGUE[{N1} · ZIELORT · ZIELORT @NONE]	2	1	1	SAME_PAGE_RECURRENT	1	CATALOGUE[AL+AL @NONE]	2	MULTIPLE_SURFACES	1	Namenseintrag »{N1}« — Zielzuordnung, Zielzuordnung.	YES	1	f72r	CELESTIAL	G475-R053|G475-R079	ralal || opalal	Sternstelle »r« — Zielzuordnung, Zielzuordnung. || Sternstelle »op« — Zielzuordnung, Zielzuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
