template_assignment_id	record_id	physical_page	register	page_record_ordinal	record_start_role	bundle_count	event_count	bundle_ids	surface_sequence	active_model_sequence	strict_template_id	strict_template_record_count	strict_recurrence_class	strict_semantic_frame	recipe_frame	role_shape_id	role_shape_record_count	role_recurrence_class	role_shape_frame	literal_name_slot_count	owner_neutral_phrase_de	definitive_record_reading_de	all_sequences_have_default
G480-A014	G475-R014	f71v	CELESTIAL	13	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B014	otalaiin	COORDINATE	G480-T014	1	SINGLETON	COORDINATE[DANACH · ZIELORT · WERT @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AL+AIIN @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S014	3	CROSS_REGISTER	COORDINATE[ORDER · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	0	Adressspur: danach → Zielort → Wert. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition → Positionswert. Reihenfolge konkret: OT — danach Zielort.	YES
G480-A015	G475-R015	f71v	CELESTIAL	14	EXPLICIT_NEXT_SIBLING_OT	1	2	G474-B015	otar|shar	INSTRUCTION	G480-T015	1	SINGLETON	INSTRUCTION[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN / HALTEN · AUSGANG @NONE]	INSTRUCTION[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN / SH+AR @NONE]	G480-S015	1	SINGLETON	INSTRUCTION[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN / ACTION · REL @NONE]	0	1. Danach beziehe den Eintrag vom Ausgang. 2. Halte den Eintrag vom Ausgang. Reihenfolge konkret: OT — danach Ausgang.	1. Danach beziehe den Eintrag von der Ausgangsposition. 2. Halte den Eintrag von der Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	YES
G480-A016	G475-R016	f71v	CELESTIAL	15	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	1	G474-B016	sholshdy	INSTRUCTION	G480-T016	1	SINGLETON	INSTRUCTION[HALTEN · FORTSETZEN · HALTEN · {N1} @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	INSTRUCTION[SH+OL+SH @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	G480-S016	1	SINGLETON	INSTRUCTION[ACTION · ORDER · ACTION · NAME @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	Weiter halte den Namenseintrag »{N1}« und halte den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	YES
G480-A017	G475-R017	f72r	CELESTIAL	1	PAGE_START	1	1	G474-B017	oshodady	INSTRUCTION	G480-T017	1	SINGLETON	INSTRUCTION[{N1} · HALTEN · {N2} @NONE]	INSTRUCTION[SH @NONE]	G480-S017	1	SINGLETON	INSTRUCTION[NAME · ACTION · NAME @NONE]	2	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}«.	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	YES
G480-A018	G475-R018	f72r	CELESTIAL	2	UNMARKED_NEW_LOCUS	1	1	G474-B018	chdaiirdainy	CATALOGUE	G480-T018	1	SINGLETON	CATALOGUE[{N1} · ANTEIL · POSTEN @NONE]	CATALOGUE[AIN+Y @NONE]	G480-S018	1	SINGLETON	CATALOGUE[NAME · ARG · ARG @NONE]	1	Namenseintrag »{N1}« — Anteilsangabe, Postenangabe.	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	YES
G480-A019	G475-R019	f72r	CELESTIAL	3	UNMARKED_NEW_LOCUS	1	3	G474-B019	oaiin|ar|ary	COORDINATE	G480-T019	1	SINGLETON	COORDINATE[AUSFÜHRUNG · WERT @NONE / AUSGANG @NONE / AUSGANG · POSTEN @NONE]	COORDINATE[O+AIIN @NONE / AR @NONE / AR+Y @NONE]	G480-S019	1	SINGLETON	COORDINATE[MOD · ARG @NONE / REL @NONE / REL · ARG @NONE]	0	1. Adressspur: Ausführungspunkt → Wert. 2. Adressspur: Ausgang. 3. Adressspur: Ausgang → Posten.	1. Adressspur: Ausführungspunkt → Positionswert. 2. Adressspur: Ausgangsposition. 3. Adressspur: Ausgangsposition → Positionsposten.	YES
G480-A020	G475-R020	f72r	CELESTIAL	4	UNMARKED_NEW_LOCUS	1	1	G474-B020	okalam	INSTRUCTION	G480-T020	1	SINGLETON	INSTRUCTION[SETZEN · ZIELORT · HIER @NONE]	INSTRUCTION[OK+AL+AM_ADDR @NONE]	G480-S020	3	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · MOD @NONE]	0	Setze den Eintrag zum Zielort an der bezeichneten Stelle.	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	YES
G480-A021	G475-R021	f72r	CELESTIAL	5	UNMARKED_NEW_LOCUS	1	1	G474-B021	ytalshdy	INSTRUCTION	G480-T021	1	SINGLETON	INSTRUCTION[{N1} · ZIELORT · HALTEN · {N2} @NONE]	INSTRUCTION[AL+SH @NONE]	G480-S021	2	SAME_PAGE_RECURRENT	INSTRUCTION[NAME · REL · ACTION · NAME @NONE]	2	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« zum Zielort.	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	YES
G480-A022	G475-R022	f72r	CELESTIAL	6	UNMARKED_NEW_LOCUS	1	2	G474-B022	char|alif	CATALOGUE	G480-T022	1	SINGLETON	CATALOGUE[AUSGANG @NONE / ZIELORT · {N1} @NONE]	CATALOGUE[AR @NONE / AL @NONE]	G480-S002	2	CROSS_PAGE	CATALOGUE[REL @NONE / REL · NAME @NONE]	1	1. Eintrag »{N1}« — Ausgangszuordnung. 2. Namenseintrag »{N2}« — Zielzuordnung.	1. Eintrag »char« — Ausgangszuordnung. 2. Sternstelle »if« — Zielzuordnung.	YES
G480-A023	G475-R023	f72r	CELESTIAL	7	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B023	otaraldy	COORDINATE	G480-T023	2	SAME_PAGE_RECURRENT	COORDINATE[DANACH · AUSGANG · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AR+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S022	2	SAME_PAGE_RECURRENT	COORDINATE[ORDER · REL · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	0	Adressspur: danach → Ausgang → Zielort → Posten. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	YES
G480-A024	G475-R024	f72r	CELESTIAL	8	EXPLICIT_NEXT_SIBLING_OT	1	2	G474-B024	otaiin|otain	COORDINATE	G480-T024	1	SINGLETON	COORDINATE[DANACH · WERT @START_FRESH_SIBLING:FORWARD_OPEN / DANACH · ANTEIL @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AIIN @START_FRESH_SIBLING:FORWARD_OPEN / OT+AIN @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S023	1	SINGLETON	COORDINATE[ORDER · ARG @START_FRESH_SIBLING:FORWARD_OPEN / ORDER · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	0	1. Adressspur: danach → Wert. 2. Adressspur: danach → Anteil. Reihenfolge konkret: OT — danach Wert; OT — danach Anteil.	1. Adressspur: danach → Positionswert. 2. Adressspur: danach → Sektoranteil. Reihenfolge konkret: OT — danach Wert; OT — danach Anteil.	YES
G480-A025	G475-R025	f72r	CELESTIAL	9	EXPLICIT_NEXT_SIBLING_OT	1	3	G474-B025	otalef|ys|ainam	INSTRUCTION	G480-T025	1	SINGLETON	INSTRUCTION[DANACH · ZIELORT · {N1} @START_FRESH_SIBLING:FORWARD_OPEN / POSTEN · WÄHLEN @NONE / ANTEIL · HIER @NONE]	INSTRUCTION[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN / Y+S @NONE / AIN+AM_ADDR @NONE]	G480-S024	1	SINGLETON	INSTRUCTION[ORDER · REL · NAME @START_FRESH_SIBLING:FORWARD_OPEN / ARG · ACTION @NONE / ARG · MOD @NONE]	1	1. Danach beziehe den Namenseintrag »{N1}« zum Zielort. 2. Wähle den Posten. 3. Im selben Gang wähle den Anteil an der bezeichneten Stelle. Reihenfolge konkret: OT — danach Zielort.	1. Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. 2. Wähle den Positionsposten. 3. Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle. Reihenfolge konkret: OT — danach Zielort.	YES
G480-A026	G475-R026	f72r	CELESTIAL	10	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	2	G474-B026	ochol|sharam	INSTRUCTION	G480-T026	1	SINGLETON	INSTRUCTION[AUSFÜHRUNG · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / HALTEN · AUSGANG · HIER @NONE]	INSTRUCTION[O+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / SH+AR+AM_ADDR @NONE]	G480-S025	1	SINGLETON	INSTRUCTION[MOD · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / ACTION · REL · MOD @NONE]	0	1. Weiter beziehe den Eintrag, als Ausführung. 2. Halte den Eintrag vom Ausgang an der bezeichneten Stelle. Reihenfolge konkret: OL — Ausführung weiterführen.	1. Weiter beziehe den Eintrag, als Ausführung. 2. Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle. Reihenfolge konkret: OL — Ausführung weiterführen.	YES
G480-A027	G475-R027	f72r	CELESTIAL	11	UNMARKED_NEW_LOCUS	1	1	G474-B027	ofaralar	COORDINATE	G480-T027	1	SINGLETON	COORDINATE[AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG @NONE]	COORDINATE[O+LOCAL_CHAR_F+AR+AL+AR @NONE]	G480-S026	1	SINGLETON	COORDINATE[MOD · MOD · REL · REL · REL @NONE]	0	Adressspur: Ausführungspunkt → hier → Ausgang → Zielort → Ausgang.	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	YES
G480-A028	G475-R028	f72r	CELESTIAL	12	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B028	otchoshy	CATALOGUE	G480-T028	1	SINGLETON	CATALOGUE[DANACH · {N1} · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S027	2	CROSS_REGISTER	CATALOGUE[ORDER · NAME · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Sternstelle »cho« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Sternstelle »cho«.	YES
G480-A029	G475-R029	f72r	CELESTIAL	13	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B029	otchdal	CATALOGUE	G480-T029	1	SINGLETON	CATALOGUE[DANACH · {N1} · ZIELORT @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S028	1	SINGLETON	CATALOGUE[ORDER · NAME · REL @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Sternstelle »ch« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Sternstelle »ch«.	YES
G480-A030	G475-R030	f72r	CELESTIAL	14	UNMARKED_NEW_LOCUS	1	2	G474-B030	okeey|ary	INSTRUCTION	G480-T030	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · GRAD II · POSTEN @NONE / AUSGANG · POSTEN @NONE]	INSTRUCTION[OK+EE+Y @NONE / AR+Y @NONE]	G480-S029	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · MOD · ARG @NONE / REL · ARG @NONE]	0	1. Setze den Posten, auf Grad II. 2. Im selben Gang setze den Posten vom Ausgang.	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	YES
G480-A031	G475-R031	f72r	CELESTIAL	15	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B031	otainy	COORDINATE	G480-T031	1	SINGLETON	COORDINATE[DANACH · ANTEIL · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AIN+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S030	1	SINGLETON	COORDINATE[ORDER · ARG · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	0	Adressspur: danach → Anteil → Posten. Reihenfolge konkret: OT — danach Anteil.	Adressspur: danach → Sektoranteil → Positionsposten. Reihenfolge konkret: OT — danach Anteil.	YES
G480-A032	G475-R032	f72r	CELESTIAL	16	UNMARKED_NEW_LOCUS	1	1	G474-B032	ofchdamy	CATALOGUE	G480-T012	2	CROSS_PAGE	CATALOGUE[AUSFÜHRUNG · HIER · {N1} @NONE]	CATALOGUE[O+LOCAL_CHAR_F @NONE]	G480-S012	2	CROSS_PAGE	CATALOGUE[MOD · MOD · NAME @NONE]	1	Namenseintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk.	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	YES
G480-A033	G475-R033	f72r	CELESTIAL	17	UNMARKED_NEW_LOCUS	1	1	G474-B033	oklairdy	INSTRUCTION	G480-T032	1	SINGLETON	INSTRUCTION[SETZEN · {N1} · BAHN · {N2} @NONE]	INSTRUCTION[OK+AIR @NONE]	G480-S031	1	SINGLETON	INSTRUCTION[ACTION · NAME · REL · NAME @NONE]	2	Setze den Namenseintrag »{N1}« und den Namenseintrag »{N2}« entlang der Bahn.	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	YES
G480-A034	G475-R034	f72r	CELESTIAL	18	UNMARKED_NEW_LOCUS	1	1	G474-B034	okaram	INSTRUCTION	G480-T033	1	SINGLETON	INSTRUCTION[SETZEN · AUSGANG · HIER @NONE]	INSTRUCTION[OK+AR+AM_ADDR @NONE]	G480-S020	3	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · MOD @NONE]	0	Setze den Eintrag vom Ausgang an der bezeichneten Stelle.	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	YES
G480-A035	G475-R035	f72r	CELESTIAL	19	UNMARKED_NEW_LOCUS	1	1	G474-B035	okairy	INSTRUCTION	G480-T034	1	SINGLETON	INSTRUCTION[SETZEN · BAHN · {N1} @NONE]	INSTRUCTION[OK+AIR @NONE]	G480-S032	2	CROSS_REGISTER	INSTRUCTION[ACTION · REL · NAME @NONE]	1	Setze den Namenseintrag »{N1}« entlang der Bahn.	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	YES
G480-A036	G475-R036	f72r	CELESTIAL	20	UNMARKED_NEW_LOCUS	1	1	G474-B036	okealar	INSTRUCTION	G480-T035	1	SINGLETON	INSTRUCTION[SETZEN · {N1} · ZIELORT · AUSGANG @NONE]	INSTRUCTION[OK+AL+AR @NONE]	G480-S033	1	SINGLETON	INSTRUCTION[ACTION · NAME · REL · REL @NONE]	1	Setze den Namenseintrag »{N1}« zum Zielort und vom Ausgang.	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	YES
G480-A037	G475-R037	f72r	CELESTIAL	21	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B037	otaraldy	COORDINATE	G480-T023	2	SAME_PAGE_RECURRENT	COORDINATE[DANACH · AUSGANG · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AR+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S022	2	SAME_PAGE_RECURRENT	COORDINATE[ORDER · REL · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	0	Adressspur: danach → Ausgang → Zielort → Posten. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	YES
G480-A038	G475-R038	f72r	CELESTIAL	22	UNMARKED_NEW_LOCUS	1	1	G474-B038	okalar	INSTRUCTION	G480-T036	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT · AUSGANG @NONE]	INSTRUCTION[OK+AL+AR @NONE]	G480-S034	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · REL @NONE]	0	Setze den Eintrag zum Zielort und vom Ausgang.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	YES
G480-A039	G475-R039	f72r	CELESTIAL	23	UNMARKED_NEW_LOCUS	1	1	G474-B039	okal	INSTRUCTION	G480-T037	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT @NONE]	INSTRUCTION[OK+AL @NONE]	G480-S035	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL @NONE]	0	Setze den Eintrag zum Zielort.	Setze den Eintrag zur Zielposition.	YES
G480-A040	G475-R040	f72r	CELESTIAL	24	UNMARKED_NEW_LOCUS	1	1	G474-B040	okaly	INSTRUCTION	G480-T038	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT · POSTEN @NONE]	INSTRUCTION[OK+AL+Y @NONE]	G480-S008	3	CROSS_PAGE	INSTRUCTION[ACTION · REL · ARG @NONE]	0	Setze den Posten zum Zielort.	Setze den Positionsposten zur Zielposition.	YES
G480-A041	G475-R041	f72r	CELESTIAL	25	UNMARKED_NEW_LOCUS	1	1	G474-B041	okal	INSTRUCTION	G480-T037	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT @NONE]	INSTRUCTION[OK+AL @NONE]	G480-S035	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL @NONE]	0	Setze den Eintrag zum Zielort.	Setze den Eintrag zur Zielposition.	YES
G480-A042	G475-R042	f72r	CELESTIAL	26	UNMARKED_NEW_LOCUS	1	2	G474-B042	okeey|ary	INSTRUCTION	G480-T030	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · GRAD II · POSTEN @NONE / AUSGANG · POSTEN @NONE]	INSTRUCTION[OK+EE+Y @NONE / AR+Y @NONE]	G480-S029	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · MOD · ARG @NONE / REL · ARG @NONE]	0	1. Setze den Posten, auf Grad II. 2. Im selben Gang setze den Posten vom Ausgang.	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	YES
