source_reading_id	surface	model_id	candidate_portable_default_de	candidate_local_renderer_de	decision	evidence_fit_de	conflict_de	portable_default_selected	component_global_export_allowed	score_credit
okeeeey#1	okeeeey	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	Zubereitung vollständig bis zur letzten Heizstufe geführt	Zubereitung vollständig bis zur letzten Heizstufe geführt	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
okeeeey#1	okeeeey	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
okiin#1	okiin	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	erhitzt; Form III	erhitzte Zubereitung, Form III	SELECT	KAIN links liefert heiß Grad II, GDT691 bewahrt für die exakte nominale Form Hitze und den opaken Formwert III ohne Kochsignal.	Zubereitung, Heißansatz und Absud rivalisieren; Form III ist ein gebundener Arbeitscode und kein historisch benannter Formbegriff.	1	0	0
okiin#1	okiin	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	erhitzte Zubereitung, Form III	erhitzte Zubereitung, Form III	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
okiin#1	okiin	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
olord#1	olord	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	abgezogener Holzanteil	abgezogene Portion des Holzauszugs	SELECT	IDENTITY_WOOD und VALUE_QUANTITY sind aktiv; zwischen Holzextraktpulver und Menge IV ist ein abgezogener Holzanteil nominal und die lokale Genitivfassung behebt die alte ungrammatische Ausgabe.	Holzauszug, Holzzubereitung und Holzansatz bleiben rivalisierende Produktkoepfe; abziehen darf nicht als freie Aktion oder Morphembedeutung exportiert werden.	1	0	0
olord#1	olord	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	abgezogene Portion Holzauszug	abgezogene Portion Holzauszug	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
olord#1	olord	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
otsheody#1	otsheody	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	kalt angefeuchtet; fertig	fertiges kalt angefeuchtetes Mazerat	SELECT	Die exakte nominale Stelle traegt MATERIAL_ROLE, STATE_COLD, STATE_WET und STATE_FINISHED; der portable Kern bewahrt alle vier Zustandsinformationen.	Mazerat, Einweichung und feuchte Zubereitung sind austauschbare Produktkoepfe; keine sichtbare Teilfolge wird frei lexikalisiert.	1	0	0
otsheody#1	otsheody	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	fertiges kalt angefeuchtetes Mazerat	fertiges kalt angefeuchtetes Mazerat	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
otsheody#1	otsheody	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
qocho#1	qocho	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	Trockengut	getrocknete Droge nehmen	SELECT	Die einzige aktive Position ist als ACT_TAKE lizenziert und liegt vor cheey trocken am Ende des Grades; GDT691 benoetigt einen handhabbaren trockenen Patienten.	Nehmen ist nur die lokale Aktion; Droge, Trockenzubereitung und Trockenmasse bleiben rivalisierende Patienten- oder Produktkoepfe, und q/cho werden nicht frei exportiert.	1	0	0
qocho#1	qocho	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	getrocknete Droge nehmen	getrocknete Droge nehmen	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
qocho#1	qocho	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
shotchey#1	shotchey	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	kalt angefeuchtet; Trockenstufe II	kalt angefeuchtetes Mazerat, Trockenstufe II	SELECT	Die nominale Stelle traegt MATERIAL_ROLE, STATE_COLD, STATE_DRY, STATE_WET und VALUE_GRADE; der Kern bewahrt den kombinierten Kalt-/Feucht-/Trockenstufenbefund.	Mazerat, Feuchtzubereitung und Einweichung bleiben rivalisierende lokale Produktkoepfe; die alte Drogenquelle verschob die Zustände auf einen unbelegten Patienten und wird entfernt; SH/OT/CHEY erhalten keine freien Werte.	1	0	0
shotchey#1	shotchey	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	Mazerat aus kalt bis Mittelstufe getrockneter Droge	Mazerat aus kalt bis Mittelstufe getrockneter Droge	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
shotchey#1	shotchey	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
solchedy#1	solchedy	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	Samenmaterial; bis zur Mittelstufe getrocknet	bis zur Mittelstufe getrocknete Samenmasse	SELECT	GDT652 hatte an genau dieser Position bereits getrockneten Samen/Saatgutstoff/-ansatz als boundary-unstable Lesung; GDT691 traegt IDENTITY_SEED plus trockene Mittelstufe produktiv weiter.	Masse, Samenrückstand und Samenzubereitung bleiben offene Produktkoepfe; weder CHEDY noch DY noch ein freies SOL-Kompositum wird neu exportiert.	1	0	0
solchedy#1	solchedy	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	bis zur Mittelstufe getrocknete Samenmasse	bis zur Mittelstufe getrocknete Samenmasse	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
solchedy#1	solchedy	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
ykcho#1	ykcho	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	warme Trockenmischung	hieraus eine warme Trockenmischung bereiten	SELECT	Die exakte P242-Aktion traegt ACT_PREPARE, STATE_HOT und STATE_DRY; GDT691 stellt sie der kalten YTCHO-Schwester mit demselben praktischen Mischkopf gegenueber.	Hieraus und bereiten sind positionsgebunden; heiße Trockenzubereitung und Trockenextrakt rivalisieren, und Y/K/CHO erhalten keine Einzelwerte.	1	0	0
ykcho#1	ykcho	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	hieraus eine warme Trockenmischung bereiten	hieraus eine warme Trockenmischung bereiten	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
ykcho#1	ykcho	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
ytcho#1	ytcho	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	kalte Trockenmischung	hieraus eine kalte Trockenmischung herstellen	SELECT	Die exakte P209-Aktion traegt STATE_COLD und STATE_DRY und bildet in GDT691 die kalte Schwester der warmen YKCHO-Trockenmischung.	Hieraus und herstellen sind positionsgebunden; Kaltansatz und Trockenmasse rivalisieren, und Y/T/CHO erhalten keine Einzelwerte.	1	0	0
ytcho#1	ytcho	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	hieraus eine kalte Trockenmischung herstellen	hieraus eine kalte Trockenmischung herstellen	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
ytcho#1	ytcho	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
