decision_id	reading_id	surface	expected_old_meaning_de	new_meaning_de	family	decision_basis	strongest_rival_de	source_evidence	component_export_credit	historical_confirmation
G730-D019	ctholy#GLOBAL	ctholy	Blatt-/Krautdroge, Grundform	Pflanzendroge, Grundform	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT661:EXACT_WHOLE	0	H0_NONE
G730-D020	cthom#GLOBAL	cthom	eine Handvoll Blatt- oder Krautansatz	eine Handvoll Pflanzenansatz	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT645:ROUND_05	0	H0_NONE
G730-D021	cthor#GLOBAL	cthor	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_04	0	H0_NONE
G730-D022	cthory#GLOBAL	cthory	Portion Blatt- oder Krautdroge	eine Portion Pflanzendroge	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT663:EXACT_WHOLE	0	H0_NONE
G730-D023	daiil#GLOBAL	daiil	abgemessene Rohstoffmenge III	abgewogener Rohstoffposten III	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion III	GDT655:READER_UNSTABLE_COMPOSITIONAL_WHOLE	0	H0_NONE
G730-D024	dail#GLOBAL	dail	abgemessene Rohstoffmenge II	abgewogener Rohstoffposten II	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion II	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE
G730-D025	daldy#GLOBAL	daldy	abgemessene Rohstoffmenge I, abgeschlossen	abgewogener Rohstoffposten I, abgeschlossen	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE
G730-D026	daly#GLOBAL	daly	abgemessene Rohstoffmenge I, Grundform	abgewogener Rohstoffposten I, Grundform	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE
G730-D027	dara#GLOBAL	dara	eine gleiche Menge der ersten Fraktion	einen gleich großen Teil des Drogenanteils I abmessen	QUANTITY_WHOLE	VISIBLE_MATERIAL_OR_PREPARATION_HEAD_SELECTS_PORTABLE_PORTION	gleich große Portion der ersten Fraktion	GDT664:DAR_MEASURED_FRACTION_I+A_EQUAL_PART	0	H0_NONE
G730-D028	fshor#GLOBAL	fshor	Blütendroge / Blütenstand	Blütendroge	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT663:EXACT_WHOLE	0	H0_NONE
G730-D029	kol#GLOBAL	kol	heiß; nominal heißes Gut/Material	heißes Material	LEARNED_TECHNICAL_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	alternative Form-, Klassen- oder Bezugslesung bleibt offen	V13:HOT_OL_FORM	0	H0_NONE
G730-D030	laiin#GLOBAL	laiin	Drogenholz, Typ/Charge III	Holzdroge, Charge III	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	Holzmaterial statt Holzdroge	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE
G730-D031	lam#GLOBAL	lam	Drogenholz: Maß-/Einheitsform I	ein Maß Holzdroge	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	Maßform I statt konkreter Portion	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D032	lchdy#GLOBAL	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	getrocknete Holzdroge, Kompaktform	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	getrocknetes Holzmaterial	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D033	lcheo#GLOBAL	lcheo	trockene Drogenholzzubereitung/Trockenansatz	trockene Holzzubereitung	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	getrockneter Holzansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D034	lchol#GLOBAL	lchol	trockener Drogenholzstoff/Trockengut	trockenes Holzmaterial	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	getrocknete Holzdroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D035	lolchedy#GLOBAL	lolchedy	getrockneter Drogenholzstoff/-ansatz	getrockneter Holzdrogenansatz	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	getrockneter Holzstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D036	oaiin#GLOBAL	oaiin	Ansatzmenge III	drei Ansatzportionen	QUANTITY_WHOLE	VISIBLE_MATERIAL_OR_PREPARATION_HEAD_SELECTS_PORTABLE_PORTION	absolutes Maß statt Portion	V13:TARGET_SURFACE_DEFAULT	0	H0_NONE
G730-D037	oaiir#GLOBAL	oaiir	Zubereitung, Teil-/Sortierklasse III	Zubereitungsanteil III	LEARNED_TECHNICAL_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	Sortierklasse III	GDT638:ROUND_12|GDT693:R_INDEXED_SHARE	0	H0_NONE
G730-D038	octhey#GLOBAL	octhey	CTH-Zubereitung/Ansatz, Form I	Pflanzenzubereitung, Form I	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:CTH_PREPARATION_FORM_I	0	H0_NONE
G730-D039	octhy#GLOBAL	octhy	CTH-Zubereitung/Ansatz, Grundform	Pflanzenzubereitung, Grundform	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:CTH_PREPARATION_BASE	0	H0_NONE
G730-D040	odal#GLOBAL	odal	abgemessene Rohstoffmenge I im Ansatz	abgewogener Rohstoffposten I im Ansatz	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Ansatzportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE
G730-D041	okshor#GLOBAL	okshor	heißer Blüten- oder Fruchtansatz	heißer Blütenansatz	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT664:EXACT_WHOLE	0	H0_NONE
G730-D042	paiin#GLOBAL	paiin	Pulver, Typ/Charge III	Pulver, Charge III	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulveransatz statt Pulverstoff	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE
G730-D043	paiir#GLOBAL	paiir	Pulver: Teil-/Sortierklasse III	Pulveranteil III	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulver, Sortierklasse III	GDT637:ATTESTED_LADDER_CELL|GDT693:R_INDEXED_SHARE	0	H0_NONE
G730-D044	pam#GLOBAL	pam	Pulver: Maß-/Einheitsform I	ein Maß Pulver	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulver, Maßform I	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D045	pchdy#GLOBAL	pchdy	Pulver, getrocknete Kurz-/Kompaktform	getrocknetes Pulver, Kompaktform	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulveransatz statt Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D046	pcheo#GLOBAL	pcheo	trockene Pulverzubereitung/Trockenansatz	trockene Pulverzubereitung	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulveransatz statt Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D047	pchol#GLOBAL	pchol	trockener Pulverstoff/Trockengut	trockener Pulverstoff	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulveransatz statt Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D048	polchedy#GLOBAL	polchedy	getrockneter Pulverstoff/-ansatz	getrockneter Pulveransatz	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	getrockneter Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D049	pshedy#GLOBAL	pshedy	angefeuchtetes Pulver/Paste	Pulverpaste	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	angefeuchtetes Pulver	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE
G730-D050	qodal#GLOBAL	qodal	abgemessene Rohstoffmenge I im Ansatz	abgewogener Rohstoffposten I im Ansatz	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Ansatzportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE
G730-D051	raiir#GLOBAL	raiir	Wurzeldroge: Teil-/Sortierklasse III	Wurzeldrogenanteil III	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzeldroge, Sortierklasse III	GDT637:ATTESTED_LADDER_CELL|GDT693:R_INDEXED_SHARE	0	H0_NONE
G730-D052	rchdy#GLOBAL	rchdy	Wurzel/Wurzeldroge, getrocknete Kurz-/Kompaktform	getrocknete Wurzeldroge, Kompaktform	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D053	rcheey#GLOBAL	rcheey	Wurzel/Wurzeldroge, trocken gebunden, Form II	trocken gebundene Wurzeldroge, Form II	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D054	rcheo#GLOBAL	rcheo	trockene Wurzel/Wurzeldrogezubereitung/Trockenansatz	trockene Wurzeldrogezubereitung	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D055	rchey#GLOBAL	rchey	Wurzel/Wurzeldroge, trocken gebunden, Form I	trocken gebundene Wurzeldroge, Form I	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D056	rchol#GLOBAL	rchol	trockener Wurzel/Wurzeldrogestoff/Trockengut	trockener Wurzeldrogenstoff	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D057	rchy#GLOBAL	rchy	Wurzel/Wurzeldroge, trockene Grundform	Wurzeldroge, trockene Grundform	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D058	roaiin#GLOBAL	roaiin	Wurzel/Wurzeldrogezubereitung, Charge III	Wurzeldrogezubereitung, Charge III	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D059	rodaiin#GLOBAL	rodaiin	drei Portionen Wurzel-/Wurzeldrogezubereitung	drei Portionen Wurzeldrogezubereitung	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728	0	H0_NONE
G730-D060	rody#GLOBAL	rody	Wurzel/Wurzeldroge, fertig aufbereitet	fertig aufbereitete Wurzeldroge	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D061	roiin#GLOBAL	roiin	Wurzel/Wurzeldrogezubereitung, Form III	Wurzeldrogezubereitung, Form III	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D062	rolchedy#GLOBAL	rolchedy	getrockneter Wurzel/Wurzeldrogestoff/-ansatz	getrockneter Wurzelansatz	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	getrockneter Wurzeldrogenstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D063	saii#GLOBAL	saii	Saatgutmenge III	drei Portionen Samen	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Saatgut, Mengenstufe III	GDT661:EXACT_WHOLE	0	H0_NONE
G730-D064	saiim#GLOBAL	saiim	Samendroge: Mengenklasse III	Samen, Quantitätsklasse III	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	drei Portionen Samen	GDT637:AIM_AIIM_DISTINCT_QUANTITY_CLASS_LADDER	0	H0_NONE
G730-D065	saiin#GLOBAL	saiin	Samen/Saatgut, Typ/Charge III	Samencharge III	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE
G730-D066	saiir#GLOBAL	saiir	Samendroge: Teil-/Sortierklasse III	Samenanteil III	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samen, Sortierklasse III	GDT637:ATTESTED_LADDER_CELL|GDT693:R_INDEXED_SHARE	0	H0_NONE
G730-D067	saim#GLOBAL	saim	Samendroge: Mengenklasse II	Samen, Quantitätsklasse II	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	zwei Portionen Samen	GDT637:AIM_AIIM_DISTINCT_QUANTITY_CLASS_LADDER	0	H0_NONE
G730-D068	sam#GLOBAL	sam	Samen/Saatgut: Maß-/Einheitsform I	ein Maß Samen	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samen, Maßform I	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D069	schdy#GLOBAL	schdy	Samen/Saatgut, getrocknete Kurz-/Kompaktform	getrocknete Samen, Kompaktform	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	getrocknete Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D070	schedy#GLOBAL	schedy	getrocknete Samen/Saat	getrocknete Samen	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	getrocknete Samendroge	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE
G730-D071	scheey#GLOBAL	scheey	Samen/Saatgut, trocken gebunden, Form II	getrocknete Samen, Form II	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	trocken gebundene Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D072	scheo#GLOBAL	scheo	trockene Samen/Saatgutzubereitung/Trockenansatz	trockene Samenzubereitung	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	getrockneter Samenansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D073	schey#GLOBAL	schey	Samen/Saatgut, trocken gebunden, Form I	getrocknete Samen, Form I	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	trocken gebundene Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D074	schol#GLOBAL	schol	trockener Samen/Saatgutstoff/Trockengut	trockenes Samenmaterial	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	getrockneter Samendrogenstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D075	schy#GLOBAL	schy	Samen/Saatgut, trockene Grundform	getrocknete Samen, Grundform	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samendroge, trockene Grundform	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D076	shcthy#GLOBAL	shcthy	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	feuchtes Pflanzenmaterial	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:MOIST_CTH_MATERIAL	0	H0_NONE
G730-D077	shecthy#GLOBAL	shecthy	feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut	feuchtes Pflanzenmaterial	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:MOIST_BOUND_CTH_MATERIAL	0	H0_NONE
G730-D078	shocthy#GLOBAL	shocthy	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung	feuchte Pflanzenzubereitung	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:MOIST_CTH_PREPARATION	0	H0_NONE
G730-D079	soaiin#GLOBAL	soaiin	Samen/Saatgutzubereitung, Charge III	Samenzubereitung, Charge III	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D080	sodaiin#GLOBAL	sodaiin	drei Portionen Samen-/Saatgutzubereitung	drei Portionen Samenzubereitung	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728	0	H0_NONE
G730-D081	sodal#GLOBAL	sodal	abgemessene Saat-Rohstoffmenge I im Ansatz	abgewogener Samenposten I im Ansatz	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	abgeteilte Samenportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE
G730-D082	sody#GLOBAL	sody	Samen/Saatgut, fertig aufbereitet	fertig aufbereitete Samen	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	aufbereitete Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D083	soiin#GLOBAL	soiin	Samen/Saatgutzubereitung, Form III	Samenzubereitung, Form III	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE
G730-D084	sol#GLOBAL	sol	Samenmaterial/Saatgut	Samenmaterial	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Saatgut	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE
G730-D085	sshedy#GLOBAL	sshedy	eingeweichte Samen/Saat	eingeweichte Samen	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	eingeweichte Samendroge	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE
G730-D086	tchcthy#GLOBAL	tchcthy	kalt-trockenes cth-Blatt-/Krautgut	kaltes, getrocknetes Pflanzenmaterial	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut	V13:NESTED_COLD_DRY_CTH_PART	0	H0_NONE
G730-D087	ychoy#GLOBAL	ychoy	Eintrag/Bezug: Trockenansatz am Gradanfang	Eintrag: Trockenansatz am Gradanfang	LEARNED_TECHNICAL_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	0	H0_NONE
