mark_id	stage	page	unit	source_id	surface	identity	component_recipe	concrete_default_de	owner_or_handle_de	calibration_set
S029	APPLY_B3	f83r	B3-S010	E249	otedy	PROC135	OT+E+DY	DANACH · EIN KURZER ARBEITSGANG · SCHLUSS	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S030	APPLY_B3	f83r	B3-S011	E250	shecthedchy	PROC136	SH+E+CTH+CHD+Y	HALTEN · EIN KURZER ARBEITSGANG · BEREITEN · UMSETZEN · POSTEN	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S031	APPLY_B3	f83r	B3-S011	E251	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S032	APPLY_B3	f83r	B3-S011	E252	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S033	APPLY_B3	f83r	B3-S011	E253	chary	PROC137	AR+Y	QUELLE · POSTEN	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S034	APPLY_B3	f83r	B3-S012	E254	sor	PROC016	OR	ANSATZ	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S035	APPLY_B3	f83r	B3-S012	E255	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S036	APPLY_B3	f83r	B3-S013	E256	qokaiin	PROC038	OK+AIIN	ANSETZEN · EIN KLEINER SCHOEPFBECHER	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S037	APPLY_B3	f83r	B3-S013	E257	chkain	PROC069	K+AIN	ZUGEBEN · EIN ABGEGRENZTER TEIL	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S038	APPLY_B3	f83r	B3-S013	E258	shcthey	PROC117	CTH+E+Y	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S039	APPLY_B3	f83r	B3-S013	E259	qokedy	PROC067	OK+E+DY	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S040	APPLY_B3	f83r	B3-S014	E260	okair	PROC138	OK+AIR	ANSETZEN · WASSER	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S041	APPLY_B3	f83r	B3-S014	E261	sheedy	PROC139	SH+EE+DY	HALTEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S042	APPLY_B3	f83r	B3-S015	E262	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S043	APPLY_B3	f83r	B3-S016	E263	lo	PROC140	L+O	LEITEN · ARBEITSGANG	untere Randfigur im korbartigen Gefäß	PASS874_CAL1_TO_CAL6_UNCHANGED
S044	APPLY_B3	f83r	B3-S016	E264	qokchedy	PROC091	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S045	APPLY_B3	f83r	B3-S017	E265	qokeedy	PROC100	OK+EE+DY	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S046	APPLY_B3	f83r	B3-S018	E266	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S047	APPLY_B3	f83r	B3-S019	E267	qokshedy	PROC141	OK+SH+E+DY	ANSETZEN · HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S048	APPLY_B3	f83r	B3-S020	E268	dal	PROC055	AL	ZIELSTELLE	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S049	APPLY_B3	f83r	B3-S020	E269	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S050	APPLY_B3	f83r	B3-S021	E270	qokaiin	PROC038	OK+AIIN	ANSETZEN · EIN KLEINER SCHOEPFBECHER	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S051	APPLY_B3	f83r	B3-S021	E271	shcthy	PROC014	CTH+Y	BEREITEN · POSTEN	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S052	APPLY_B3	f83r	B3-S021	E272	dal	PROC055	AL	ZIELSTELLE	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S053	APPLY_B3	f83r	B3-S021	E273	sy	PROC019	Y	POSTEN	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S054	APPLY_B3	f83r	B3-S021	E274	saiin	PROC009	AIIN	EIN KLEINER SCHOEPFBECHER	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S055	APPLY_B3	f83r	B3-S021	E275	shedal	PROC142	SHED+AL	STEHENLASSEN · ZIELSTELLE	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S056	APPLY_B3	f83r	B3-S021	E276	shecthy	PROC143	SH+E+CTH+Y	HALTEN · EIN KURZER ARBEITSGANG · BEREITEN · POSTEN	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S057	APPLY_B3	f83r	B3-S021	E277	chey	PROC019	Y	POSTEN	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S058	APPLY_B3	f83r	B3-S021	E278	tal	PROC055	AL	ZIELSTELLE	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S059	APPLY_B3	f83r	B3-S021	E279	shcthy	PROC014	CTH+Y	BEREITEN · POSTEN	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S060	APPLY_B3	f83r	B3-S021	E280	dalchdy	PROC144	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S061	APPLY_B3	f83r	B3-S022	E281	qotchedy	PROC145	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S062	APPLY_B3	f83r	B3-S023	E282	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S063	APPLY_B3	f83r	B3-S024	E283	tchedy	PROC076	CHD+DY	UMSETZEN · SCHLUSS	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S064	APPLY_B3	f83r	B3-S025	E284	qokchdy	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S065	APPLY_B3	f83r	B3-S026	E285	cheedar	PROC146	EE+AR	DREI KURZE ARBEITSGAENGE · QUELLE	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S066	APPLY_B3	f83r	B3-S026	E286	chldaiin	PROC147	L+AIIN	LEITEN · EIN KLEINER SCHOEPFBECHER	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S067	APPLY_B3	f83r	B3-S026	E287	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S068	APPLY_B3	f83r	B3-S026	E288	qokain	PROC080	OK+AIN	ANSETZEN · EIN ABGEGRENZTER TEIL	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S069	APPLY_B3	f83r	B3-S026	E289	checthy	PROC014	CTH+Y	BEREITEN · POSTEN	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S070	APPLY_B3	f83r	B3-S026	E290	chealror	PROC148	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	unverbundener Zwischenbereich	PASS874_CAL1_TO_CAL6_UNCHANGED
S071	APPLY_B3	f83r	B3-S026	E291	solkeedy	PROC098	SOLK+EE+DY	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S072	APPLY_B3	f83r	B3-S027	E292	qoteedy	PROC129	OT+EE+DY	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S073	APPLY_B3	f83r	B3-S028	E293	qokeey	PROC092	OK+EE+Y	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S074	APPLY_B3	f83r	B3-S028	E294	qokedy	PROC067	OK+E+DY	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S075	APPLY_B3	f83r	B3-S029	E295	sol	PROC013	OL	WEITER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S076	APPLY_B3	f83r	B3-S029	E296	cheeety	PROC149	EEE+T+Y	BIS DER GANZE POSTEN ERFASST IST · BEARBEITEN · POSTEN	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S077	APPLY_B3	f83r	B3-S029	E297	qokedy	PROC067	OK+E+DY	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S078	APPLY_B3	f83r	B3-S030	E298	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S079	APPLY_B3	f83r	B3-S030	E299	saiin	PROC009	AIIN	EIN KLEINER SCHOEPFBECHER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S080	APPLY_B3	f83r	B3-S030	E300	schedair	PROC150	CHD+AIR	UMSETZEN · WASSER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S081	APPLY_B3	f83r	B3-S030	E301	otchedy	PROC145	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S082	APPLY_B3	f83r	B3-S031	E302	qokeedy	PROC100	OK+EE+DY	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S083	APPLY_B3	f83r	B3-S032	E303	chedain	PROC151	CHD+AIN	UMSETZEN · EIN ABGEGRENZTER TEIL	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S084	APPLY_B3	f83r	B3-S032	E304	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S085	APPLY_B3	f83r	B3-S032	E305	qotedaiin	PROC152	OT+E+AIIN	DANACH · EIN KURZER ARBEITSGANG · EIN KLEINER SCHOEPFBECHER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S086	APPLY_B3	f83r	B3-S032	E306	otaiin	PROC112	OT+AIIN	DANACH · EIN KLEINER SCHOEPFBECHER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S087	APPLY_B3	f83r	B3-S032	E307	otedy	PROC135	OT+E+DY	DANACH · EIN KURZER ARBEITSGANG · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S088	APPLY_B3	f83r	B3-S033	E308	ldy	PROC108	L+DY	LEITEN · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S089	APPLY_B3	f83r	B3-S034	E309	soiiin	PROC097	O+IIN	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S090	APPLY_B3	f83r	B3-S034	E310	checthy	PROC014	CTH+Y	BEREITEN · POSTEN	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S091	APPLY_B3	f83r	B3-S034	E311	chety	PROC004	T+Y	BEARBEITEN · POSTEN	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S092	APPLY_B3	f83r	B3-S034	E312	otaiin	PROC112	OT+AIIN	DANACH · EIN KLEINER SCHOEPFBECHER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S093	APPLY_B3	f83r	B3-S034	E313	olsaly	PROC153	OL+AL+Y	WEITER · ZIELSTELLE · POSTEN	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S094	APPLY_B3	f83r	B3-S034	E314	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PASS874_CAL1_TO_CAL6_UNCHANGED
S095	CONDITION_C2@f67r2.15	f67r2	f67r2.15	A1:G036	dolchsody	A1:G036	D_ADDR+OL+CH+S_ADDR+O+DY	VON DER TEILADRESSE WEITER ZUM STERNBEZUG; DEN LOKALEN ARBEITSGANG SCHLIESSEN	C2@f67r2.15; linker sichtbarer f67-Stern-/Aspektplatz	PASS874_CAL1_TO_CAL6_UNCHANGED
