edition	page	physical_leaf	window_start	model	status	paragraph_ids	observed_suffixes	unknown_suffixes	pair_conflicts	R5_noninjective	independent_confirmation_leaves
ZL3b	f103r	103	f103r|f103r.18-f103r.20	R1	CONTRADICTED	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36	olor;shol;lotor;chedy;oraiin;cheedalaiin;qokeey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f103r	103	f103r|f103r.18-f103r.20	R5	CONTRADICTED	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36	qokaiin shey qokaiin shedy olor;daiin sheckhy lchedy chckhy shol;qot[ch:ee]y shey olcheedar shey lotor;shokeey qochey qokeey chal chedy;qokal shety otedy shcthy oraiin;qotail shedy sheod oshey cheedalaiin;qokeedy qokeey shdy otey qokeey	1	[[1,2],[1,4],[1,5],[1,6],[1,7],[2,4],[2,5],[2,6],[2,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	1,7	0
ZL3b	f103r	103	f103r|f103r.21-f103r.23	R1	CONTRADICTED	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39	shol;lotor;chedy;oraiin;cheedalaiin;qokeey;oteey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f103r	103	f103r|f103r.21-f103r.23	R5	CONTRADICTED	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39	daiin sheckhy lchedy chckhy shol;qot[ch:ee]y shey olcheedar shey lotor;shokeey qochey qokeey chal chedy;qokal shety otedy shcthy oraiin;qotail shedy sheod oshey cheedalaiin;qokeedy qokeey shdy otey qokeey;qokeey lsheey qotal shedy oteey	1	[[1,3],[1,4],[1,5],[1,6],[1,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	6	0
ZL3b	f103r	103	f103r|f103r.24-f103r.26	R1	CONTRADICTED	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	lotor;chedy;oraiin;cheedalaiin;qokeey;oteey;chalal	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f103r	103	f103r|f103r.24-f103r.26	R5	CONTRADICTED	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	qot[ch:ee]y shey olcheedar shey lotor;shokeey qochey qokeey chal chedy;qokal shety otedy shcthy oraiin;qotail shedy sheod oshey cheedalaiin;qokeedy qokeey shdy otey qokeey;qokeey lsheey qotal shedy oteey;dal tshey sheol cheolshy chalal	1	[[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	5	0
ZL3b	f103r	103	f103r|f103r.27-f103r.29	R1	CONTRADICTED	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	chedy;oraiin;cheedalaiin;qokeey;oteey;chalal;otshedy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f103r	103	f103r|f103r.27-f103r.29	R5	CONTRADICTED	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	shokeey qochey qokeey chal chedy;qokal shety otedy shcthy oraiin;qotail shedy sheod oshey cheedalaiin;qokeedy qokeey shdy otey qokeey;qokeey lsheey qotal shedy oteey;dal tshey sheol cheolshy chalal;odeeey qokeey shey sheal otshedy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	4	0
ZL3b	f103r	103	f103r|f103r.30-f103r.32	R1	CONTRADICTED	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	oraiin;cheedalaiin;qokeey;oteey;chalal;otshedy;oloraiin	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f103r	103	f103r|f103r.30-f103r.32	R5	CONTRADICTED	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	qokal shety otedy shcthy oraiin;qotail shedy sheod oshey cheedalaiin;qokeedy qokeey shdy otey qokeey;qokeey lsheey qotal shedy oteey;dal tshey sheol cheolshy chalal;odeeey qokeey shey sheal otshedy;l lchey qokaly lcheedy oloraiin	1	[[1,2],[1,3],[1,4],[1,5],[1,6],[2,3],[2,4],[2,5],[2,6],[3,4],[3,5],[3,6],[4,5],[4,6],[5,6]]	3	0
ZL3b	f103r	103	f103r|f103r.33-f103r.34	R1	CONTRADICTED	f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	cheedalaiin;qokeey;oteey;chalal;otshedy;oloraiin;cheosaiin	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f103r	103	f103r|f103r.33-f103r.34	R5	CONTRADICTED	f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	qotail shedy sheod oshey cheedalaiin;qokeedy qokeey shdy otey qokeey;qokeey lsheey qotal shedy oteey;dal tshey sheol cheolshy chalal;odeeey qokeey shey sheal otshedy;l lchey qokaly lcheedy oloraiin;qotain saiin cheteey shey cheosaiin	1	[[1,2],[1,3],[1,4],[1,5],[1,7],[2,3],[2,4],[2,5],[2,7],[3,4],[3,5],[3,7],[4,5],[4,7],[5,7]]	2	0
ZL3b	f103r	103	f103r|f103r.35-f103r.36	R1	CONTRADICTED	f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	qokeey;oteey;chalal;otshedy;oloraiin;cheosaiin;qoty	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f103r	103	f103r|f103r.35-f103r.36	R5	CONTRADICTED	f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	qokeedy qokeey shdy otey qokeey;qokeey lsheey qotal shedy oteey;dal tshey sheol cheolshy chalal;odeeey qokeey shey sheal otshedy;l lchey qokaly lcheedy oloraiin;qotain saiin cheteey shey cheosaiin;dsheey qoteeey darchedy qokey qoty	1	[[1,2],[1,3],[1,4],[1,6],[1,7],[2,3],[2,4],[2,6],[2,7],[3,4],[3,6],[3,7],[4,6],[4,7],[6,7]]	1	0
ZL3b	f103v	103	f103v|f103v.1-f103v.4	R1	CONTRADICTED	f103v|f103v.1-f103v.4;f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26	ykeedy;okeey;shed;olshey;kedy;chealainor;oteaiin	3	[[1,2],[1,4],[1,7],[2,4],[2,7],[4,7]]		0
ZL3b	f103v	103	f103v|f103v.1-f103v.4	R5	CONTRADICTED	f103v|f103v.1-f103v.4;f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26	okeey lkees ol qoteedy ykeedy;shey olsheey dair chekoal okeey;qokeedy olkeeshy qoky qokal shed;okeey lr ain okan olshey;qol shedy otain ol kedy;lkeey chalkar cheeey l chealainor;qokeey sheety oteey lshedy oteaiin	5	[[2,7]]		0
ZL3b	f103v	103	f103v|f103v.5-f103v.8	R1	CONTRADICTED	f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29	okeey;shed;olshey;kedy;chealainor;oteaiin;qokeey	3	[[1,3],[1,6],[1,7],[3,6],[3,7],[6,7]]		0
ZL3b	f103v	103	f103v|f103v.5-f103v.8	R5	CONTRADICTED	f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29	shey olsheey dair chekoal okeey;qokeedy olkeeshy qoky qokal shed;okeey lr ain okan olshey;qol shedy otain ol kedy;lkeey chalkar cheeey l chealainor;qokeey sheety oteey lshedy oteaiin;sho chcthy sal araiin qokeey	5	[[1,6]]		0
ZL3b	f103v	103	f103v|f103v.9-f103v.11	R1	CONTRADICTED	f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32	shed;olshey;kedy;chealainor;oteaiin;qokeey;olkam	3	[[2,5],[2,6],[2,7],[5,6],[5,7],[6,7]]		0
ZL3b	f103v	103	f103v|f103v.9-f103v.11	R5	CONTRADICTED	f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32	qokeedy olkeeshy qoky qokal shed;okeey lr ain okan olshey;qol shedy otain ol kedy;lkeey chalkar cheeey l chealainor;qokeey sheety oteey lshedy oteaiin;sho chcthy sal araiin qokeey;qotey chokaiin shal chedy olkam	5	[[5,7]]		0
ZL3b	f103v	103	f103v|f103v.12-f103v.13	R1	CONTRADICTED	f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36	olshey;kedy;chealainor;oteaiin;qokeey;olkam;olshedy	2	[[1,4],[1,5],[1,6],[1,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f103v	103	f103v|f103v.12-f103v.13	R5	CONTRADICTED	f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36	okeey lr ain okan olshey;qol shedy otain ol kedy;lkeey chalkar cheeey l chealainor;qokeey sheety oteey lshedy oteaiin;sho chcthy sal araiin qokeey;qotey chokaiin shal chedy olkam;saiin shey qokeey oshey olshedy	4	[[4,6],[4,7],[6,7]]		0
ZL3b	f103v	103	f103v|f103v.14-f103v.16	R1	CONTRADICTED	f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38	kedy;chealainor;oteaiin;qokeey;olkam;olshedy;keechy	3	[[3,4],[3,5],[3,6],[4,5],[4,6],[5,6]]		0
ZL3b	f103v	103	f103v|f103v.14-f103v.16	R5	CONTRADICTED	f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38	qol shedy otain ol kedy;lkeey chalkar cheeey l chealainor;qokeey sheety oteey lshedy oteaiin;sho chcthy sal araiin qokeey;qotey chokaiin shal chedy olkam;saiin shey qokeey oshey olshedy;ol chey chey chol keechy	4	[[3,5],[3,6],[5,6]]		0
ZL3b	f103v	103	f103v|f103v.17-f103v.19	R1	CONTRADICTED	f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42	chealainor;oteaiin;qokeey;olkam;olshedy;keechy;chsaly	2	[[2,3],[2,4],[2,5],[2,7],[3,4],[3,5],[3,7],[4,5],[4,7],[5,7]]		0
ZL3b	f103v	103	f103v|f103v.17-f103v.19	R5	CONTRADICTED	f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42	lkeey chalkar cheeey l chealainor;qokeey sheety oteey lshedy oteaiin;sho chcthy sal araiin qokeey;qotey chokaiin shal chedy olkam;saiin shey qokeey oshey olshedy;ol chey chey chol keechy;sheykain chey rar arol chsaly	3	[[2,4],[2,5],[2,7],[4,5],[4,7],[5,7]]		0
ZL3b	f103v	103	f103v|f103v.20-f103v.26	R1	CONTRADICTED	f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42;f103v|f103v.43-f103v.46	oteaiin;qokeey;olkam;olshedy;keechy;chsaly;chary	1	[[1,2],[1,3],[1,4],[1,6],[1,7],[2,3],[2,4],[2,6],[2,7],[3,4],[3,6],[3,7],[4,6],[4,7],[6,7]]		0
ZL3b	f103v	103	f103v|f103v.20-f103v.26	R5	CONTRADICTED	f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42;f103v|f103v.43-f103v.46	qokeey sheety oteey lshedy oteaiin;sho chcthy sal araiin qokeey;qotey chokaiin shal chedy olkam;saiin shey qokeey oshey olshedy;ol chey chey chol keechy;sheykain chey rar arol chsaly;rorol chdy raly osaiin chary	2	[[1,3],[1,4],[1,6],[1,7],[3,4],[3,6],[3,7],[4,6],[4,7],[6,7]]		0
ZL3b	f104r	104	f104r|f104r.1-f104r.4	R1	CONTRADICTED	f104r|f104r.1-f104r.4;f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26	chry;dam;olkeedy;cheodaiin;otalkshedy;charaiin;sheody	2	[[1,4],[1,5],[1,6],[1,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f104r	104	f104r|f104r.1-f104r.4	R5	CONTRADICTED	f104r|f104r.1-f104r.4;f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26	qokeedy chedal qodaiin qodaiin chry;ycheeoy qokecho qokol cheeo dam;otoly shodar cheey okar olkeedy;okar otolkeechdy okal kaiin cheodaiin;qokain qolar or chockhar otalkshedy;dsheedy qokaiin chear olkchedy charaiin;airam shar sheey kar sheody	3	[[1,4],[1,5],[1,6],[4,5],[4,6],[5,6]]	1	0
ZL3b	f104r	104	f104r|f104r.5-f104r.9	R1	CONTRADICTED	f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29	dam;olkeedy;cheodaiin;otalkshedy;charaiin;sheody;arodly	2	[[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f104r	104	f104r|f104r.5-f104r.9	R5	CONTRADICTED	f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29	ycheeoy qokecho qokol cheeo dam;otoly shodar cheey okar olkeedy;okar otolkeechdy okal kaiin cheodaiin;qokain qolar or chockhar otalkshedy;dsheedy qokaiin chear olkchedy charaiin;airam shar sheey kar sheody;cheedar or air cheoltar arodly	4	[[3,4],[3,5],[4,5]]		0
ZL3b	f104r	104	f104r|f104r.10-f104r.11	R1	CONTRADICTED	f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33	olkeedy;cheodaiin;otalkshedy;charaiin;sheody;arodly;raly	1	[[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f104r	104	f104r|f104r.10-f104r.11	R5	CONTRADICTED	f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33	otoly shodar cheey okar olkeedy;okar otolkeechdy okal kaiin cheodaiin;qokain qolar or chockhar otalkshedy;dsheedy qokaiin chear olkchedy charaiin;airam shar sheey kar sheody;cheedar or air cheoltar arodly;olkeeey olcheo lkaiin chey raly	3	[[2,3],[2,4],[2,7],[3,4],[3,7],[4,7]]		0
ZL3b	f104r	104	f104r|f104r.12-f104r.15	R1	CONTRADICTED	f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35	cheodaiin;otalkshedy;charaiin;sheody;arodly;raly;olaly	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f104r	104	f104r|f104r.12-f104r.15	R5	CONTRADICTED	f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35	okar otolkeechdy okal kaiin cheodaiin;qokain qolar or chockhar otalkshedy;dsheedy qokaiin chear olkchedy charaiin;airam shar sheey kar sheody;cheedar or air cheoltar arodly;olkeeey olcheo lkaiin chey raly;qodal chey chol cheol olaly	3	[[1,2],[1,3],[1,6],[2,3],[2,6],[3,6]]		0
ZL3b	f104r	104	f104r|f104r.16-f104r.18	R1	CONTRADICTED	f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35;f104r|f104r.36-f104r.38	otalkshedy;charaiin;sheody;arodly;raly;olaly;qotchdy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
