teaching_unit_id	layer	unit_type	recognition_forms	spoken_value_de	concrete_context_values_de	specialist_surface_forms	observed_specialist_events	pages	teaching_rule_de
R-LOCAL_CHAR_F	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_F	NEBENWEG	NEBENWEG		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-CPH	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	CPH	UMLEITEN	UMLEITEN		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-HO	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	HO	TEILSTOFF	TEILSTOFF		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-AN	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	AN	ZUSATZ	Zusatz	dl	2	f81v	Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-G_LABEL	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	G_LABEL	PRÜFEN	PRÜFEN		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-CFH	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	CFH	TRENNEN	TRENNEN		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_G	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_G	EINMAL	EINMAL		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_I	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_I	UNTERSTUFE	UNTERSTUFE		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-OS	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	OS	DAZU	DAZU		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-D_LABEL	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	D_LABEL	RAND	RAND		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-S_LABEL	D_LOCAL_DIAGRAM_SIGN	ROOT_OR_LOCAL_SIGN	S_LABEL	RAHMEN	RAHMEN		0		Nur auf der lokalen Bild-/Diagrammtafel lernen; kein allgemeiner Wortstamm.
R-LOCAL_CHAR_B	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_B	PAAR	PAAR		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-M_LOCAL	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	M_LOCAL	MITTE	MITTE		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-Z_ADDR	D_LOCAL_DIAGRAM_SIGN	ROOT_OR_LOCAL_SIGN	Z_ADDR	AUSSEN	AUSSEN		0		Nur auf der lokalen Bild-/Diagrammtafel lernen; kein allgemeiner Wortstamm.
R-LD	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LD	BEFESTIGEN	befestigen	qokylddy	1	f83r	Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_J	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_J	VERBINDEN	VERBINDEN		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_Z	D_LOCAL_DIAGRAM_SIGN	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_Z	ZWISCHEN	ZWISCHEN		0		Nur auf der lokalen Bild-/Diagrammtafel lernen; kein allgemeiner Wortstamm.
R-RESUME_CARD	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	RESUME_CARD	WIEDER	WIEDER		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
F001	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CHD+Y	UMSETZEN · DIES	UMSETZEN · DIES		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F002	C_LEARNED_FORMULA_CARD	FORMULA_CARD	SHED+DY	ABSETZEN · SCHLIESSEN	ABSETZEN · SCHLIESSEN		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F003	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+E+DY	SETZEN · KURZ · SCHLIESSEN	SETZEN · KURZ · SCHLIESSEN		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F004	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+EE+DY	SETZEN · LÄNGER · SCHLIESSEN	SETZEN · LÄNGER · SCHLIESSEN		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F005	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+Y	SETZEN · DIES	SETZEN · DIES		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F006	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AIN	SETZEN · EINHEIT	SETZEN · EINHEIT		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F007	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+EE+Y	SETZEN · LÄNGER · DIES	SETZEN · LÄNGER · DIES		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F008	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AIIN	SETZEN · SOLLWERT	SETZEN · SOLLWERT		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F009	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AL	SETZEN · ZIEL	SETZEN · ZIEL		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F010	C_LEARNED_FORMULA_CARD	FORMULA_CARD	SH+E+Y	HALTEN · KURZ · DIES	HALTEN · KURZ · DIES		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F011	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+Y	DANACH · DIES	DANACH · DIES		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F012	C_LEARNED_FORMULA_CARD	FORMULA_CARD	D_ADDR+AR	TEIL · QUELLE	TEIL · QUELLE		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F013	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AR	SETZEN · QUELLE	SETZEN · QUELLE		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F014	C_LEARNED_FORMULA_CARD	FORMULA_CARD	SH+EE+Y	HALTEN · LÄNGER · DIES	HALTEN · LÄNGER · DIES		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F015	C_LEARNED_FORMULA_CARD	FORMULA_CARD	L+CHD+DY	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLIESSEN		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F016	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+AR	DANACH · QUELLE	DANACH · QUELLE		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F017	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+E+Y	SETZEN · KURZ · DIES	SETZEN · KURZ · DIES		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F018	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OL+DY	FORTSETZEN · SCHLIESSEN	FORTSETZEN · SCHLIESSEN		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F019	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F020	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CKH+Y	DURCHLASS · DIES	DURCHLASS · DIES		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F021	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+E+DY	DANACH · KURZ · SCHLIESSEN	DANACH · KURZ · SCHLIESSEN		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F022	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+EE+DY	DANACH · LÄNGER · SCHLIESSEN	DANACH · LÄNGER · SCHLIESSEN		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F023	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+EE+Y	DANACH · LÄNGER · DIES	DANACH · LÄNGER · DIES		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F024	C_LEARNED_FORMULA_CARD	FORMULA_CARD	S+AR	AUSWÄHLEN · QUELLE	AUSWÄHLEN · QUELLE		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F025	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CTH+Y	BEREIT · DIES	BEREIT · DIES		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F026	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+OR	DANACH · SATZ	DANACH · SATZ		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F027	C_LEARNED_FORMULA_CARD	FORMULA_CARD	S+AIIN	AUSWÄHLEN · SOLLWERT	AUSWÄHLEN · SOLLWERT		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F035	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+OL	SETZEN · FORTSETZEN	SETZEN · FORTSETZEN		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F036	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OL+Y	FORTSETZEN · DIES	FORTSETZEN · DIES		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
F039	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+AL	DANACH · ZIEL	DANACH · ZIEL		0		Als ganze Karte lernen; innere Stämme nur als Merkhilfe.
W001	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	chary|ral	ABKÜHLEN	abkühlen	chary|ral	2	f81v|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W002	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	lar|lo|sheey	ABLAUF	Ablauf|Bodenablauf	lar|lo|sheey	5	f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W003	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	kchal	ABSEIHEN	abseihen	kchal	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W004	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	oltchy|qotchol	ANWÄRMEN	anwärmen	oltchy|qotchol	2	f10r|f55v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W005	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	sotodan	ANWENDEN	anwenden	sotodan	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W006	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	raly	ARM	Seitenarm	raly	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W007	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	kchol	AUFLEGEN	auflegen	kchol	2	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W008	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	shecthedchy	AUFSTREICHEN	aufstreichen	shecthedchy	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W009	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cheeckhody	AUFTRAGEN	auftragen	cheeckhody	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W010	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	skar	AUSGIESSEN	warm ausgießen	skar	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W011	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cfhy	AUSWRINGEN	auswringen	cfhy	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W012	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cheedar|qolchey	BECKEN	Becken|Sammelbecken	cheedar|qolchey	2	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W013	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	ls	DÜSE	Düse	ls	1	f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W014	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	dsheol	EINREIBEN	einreiben	dsheol	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W015	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	dshedy	FRISCHWASSER	Frischwasser	dshedy	2	f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W016	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	ytey	FÜLLEN	füllen	ytey	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W017	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	keol	GABE	Gabe	keol	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W018	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	os	GEFÄSS	Gefäß	os	1	f10r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W019	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	octheol	GLEICHEN	gleichstellen	octheol	1	f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W020	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	teol	HAHN	Hahn	teol	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W021	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	chealror	KLAR	klar	chealror	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W022	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cheey|shey	KLARLAUF	Klarlauf	cheey|shey	15	f11r|f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W023	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	tshol	KRAUT	Blütenkraut	tshol	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W024	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	ody|tchody	KUEHLEN	kalt stellen|kühlen	ody|tchody	3	f11r|f55v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W025	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	sheckhal	MASS	Mittelmaß	sheckhal	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W026	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cphy	NACHSEIHEN	nachseihen	cphy	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W027	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	qoctholy	PRESSEN	pressen	qoctholy	1	f10r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W028	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	shoyty	RESERVE	Blütenreserve	shoyty	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W029	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	etyd	REST	Wurzelrest	etyd	1	f10r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W030	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	qekey	ROH	roh	qekey	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W031	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	ly	SCHALE	Auffangschale	ly	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W032	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	sshkchdy	SCHWENKEN	schwenken	sshkchdy	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W033	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cheeety|tshey	SPÜLUNG	Spülwasser|erste Spülung	cheeety|tshey	2	f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W034	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	sh	STÄNGEL	Stängel	sh	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W035	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	shfydaiin	STEHZEIT	vorgeschriebene Stehzeit	shfydaiin	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W036	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	lcheey|qolky	STELLE	Arbeitsstelle|Nassstelle	lcheey|qolky	2	f81v|f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W037	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	schoal	SUD	Weinsud	schoal	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W038	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	ches	TEILEN	gleichteilen	ches	1	f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
