clause_serial	clause_id	statement_id	record_id	page	image_owner	head_event_id	member_event_ids	member_event_count	surface_sequence	atom_sequence	action_head	source_clause_family	short_head_de	latin_like_source_clause	german_clause_reading_de
15	H2-S002-U04	H2-S002	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	E029	E029|E030|E031	3	chol daiin dar	OL | AIIN | AR	OL	CONTINUE	fortsetzen	continua ad mensuram ab fonte.	Führe fort; dazu Sollmaß; aus dem Ansatz
16	H2-S003-U01	H2-S003	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	E032	E032|E033|E034|E035|E036|E037|E038	7	oykchor shor chor chy kaiiin dy chodaiin	Y+KCH+OR | OR | OR | Y | IIN | Y | HO+AIIN	KCH	PROCESS	bearbeiten	opera materiam ad mensuram ad gradum in praeparato hoc.	Bearbeite den aktuellen Ansatz; dazu Ansatz; Ansatz; dieser Posten; Weichstufe; dieser Posten; Zutatenmaß
17	H3-S001-U01	H3-S001	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E039	E039|E040	2	tshol schoal	HO+L | HO+AL	L	LEAD_OUT	herausführen	educ materiam ad locum.	Entnimm den Eingangsposten; dazu Zutat an die Arbeitsstelle geben
18	H3-S001-U02	H3-S001	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E041	E041	1	cfhy	CFH+Y	CFH	SQUEEZE	auswringen	exprime hoc.	Wringe den aktuellen Posten aus
19	H3-S001-U03	H3-S001	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E042	E042	1	shfydaiin	SH+AIIN	SH	HOLD	halten	tene ad mensuram.	Halte bis zum Vorgabewert
20	H3-S001-U04	H3-S001	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E043	E043|E044|E045	3	cphy shey tchody	CPH+Y | CHEEY | HO+CLOSE	CPH	STRAIN_AGAIN	nachseihen	itera cola materiam hoc et comple.	Seihe den aktuellen Posten nach; dazu klarer Auszug; Eingangsposten beiseitestellen; Schluss
21	H3-S002-U01	H3-S002	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E046	E046	1	shoyty	HO+Y+TY	OWNER_SUPPLIED_ACTION	OWNER_ACTION	mit dem Bildbesitzer arbeiten	fac de imagine materiam partem hoc WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT.	Nimm einen Teil des Eingangspostens
22	H3-S003-U01	H3-S003	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E049	E049|E047|E048|E050|E051	5	dchol chy kchy dy daiin	DCHOL | Y | KCH+Y | Y | AIIN	KCH	PROCESS	bearbeiten	opera ad mensuram hoc.	Vorgabe vorigen Posten fortsetzen; dieser Posten: Bearbeite den aktuellen Posten; dazu dieser Posten; Sollmaß
23	H3-S004-U01	H3-S004	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E053	E053|E052	2	qotchy okchol	OT+Y | OK+OL	OK	SET	ansetzen	pone hoc.	Vorgabe anschließender Arbeitsposten: Setze die Fortsetzung
24	H3-S004-U02	H3-S004	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E054	E054|E055	2	cthy dy	CTH+Y | Y	CTH	READY	bereitstellen	ad statum para hoc.	Halte den Posten bereit; dazu dieser Posten
25	H4-S001-U01	H4-S001	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E056	E056|E057|E058	3	qokaiin chaiin ykain	OK+AIIN | AIIN | Y+AIN	OK	SET	ansetzen	pone portionem ad mensuram hoc.	Stelle auf den Vorgabewert ein; dazu Sollmaß; Postenportion
26	H4-S001-U02	H4-S001	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E060	E060|E059	2	ykan ody	Y+AIN | ODY	ODY	WITHDRAW	zurücknehmen	remove portionem hoc.	Vorgabe dieser Anteil: Nimm zurück
27	H4-S002-U01	H4-S002	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E062	E062|E061	2	daiin chedy	AIIN | CHD+Y	CHD	TRANSFER	umsetzen	transfer ad mensuram hoc.	Vorgabe Sollmaß: Übertrage den aktuellen Posten
28	H4-S002-U02	H4-S002	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E063	E063	1	talam	AL+AM	AM	STORE	am Ziel verwahren	serva ad locum ad locum.	Verwahre am Ziel
29	H4-S003-U01	H4-S003	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E066	E066|E064|E065	3	ykaiin cheoar cheeky	Y+AIIN | CHEO+AR | CHK+EE+Y	CHK	WARM	wärmen	calefac extractum ad mensuram ab fonte diutius hoc.	Vorgabe Postenmaß; Auszug entnehmen: Wärme länger
30	H4-S003-U02	H4-S003	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E067	E067	1	oldy	OL+CLOSE	OL	CONTINUE	fortsetzen	continua et comple.	Führe fort und schließe
31	H4-S004-U01	H4-S004	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E069	E069|E068	2	aiin okal	AIIN | OK+AL	OK	SET	ansetzen	pone ad mensuram ad locum.	Vorgabe Sollmaß: Setze am Ziel
32	H4-S004-U02	H4-S004	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E070	E070|E071|E072|E073	4	oltchy or y orain	OL+CTH+Y | OR | Y | OR+AIN	OL	CONTINUE	fortsetzen	continua portionem in praeparato hoc.	Führe den bereiten Posten fort; dazu Ansatz; dieser Posten; Ansatzportion
33	H5-S001-U01	H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E079	E079|E074|E075|E076|E077|E078	6	chochor cho chodaly daiin sho kchol	HO+OR | HO | HO+AL+Y | AIIN | HO | KCH+OL	KCH	PROCESS	bearbeiten	opera materiam ad mensuram ad locum in praeparato hoc.	Vorgabe Zutatenansatz; Zutat; diese Zutat zur Stelle bringen; Sollmaß; Zutat: Bearbeite weiter
34	H5-S001-U02	H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E081	E081|E080|E082	3	otchor choky dal	OT+OR | OK+Y | AL	OK	SET	ansetzen	pone ad locum in praeparato hoc.	Vorgabe Folgeansatz: Setze den aktuellen Posten; dazu dorthin
35	H5-S002-U01	H5-S002	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E085	E085|E083|E084	3	schol choy choky	DCHOL | HO+Y | OK+Y	OK	SET	ansetzen	pone materiam hoc.	Vorgabe vorigen Posten fortsetzen; diese Zutat: Setze den aktuellen Posten
36	H5-S002-U02	H5-S002	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E086	E086	1	cheeckhody	EE+CKH+HO+CLOSE	CKH	PASSAGE	durchführen	per conductum duc materiam diutius et comple.	Führe den Eingangsposten länger und schließe
37	H5-S003-U01	H5-S003	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E087	E087|E088	2	sh cho	SH | HO	SH	HOLD	halten	tene materiam.	Halte den aktuellen Posten; dazu Zutat
38	H5-S003-U02	H5-S003	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E089	E089	1	kchey	KCH+E+Y	KCH	PROCESS	bearbeiten	opera breviter hoc.	Bearbeite kurz
39	H5-S003-U03	H5-S003	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E090	E090	1	qokokchy	OK+OK+Y	OK	SET	ansetzen	pone hoc.	Setze den aktuellen Posten erneut
40	H5-S004-U01	H5-S004	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E091	E091	1	okchy	OK+Y	OK	SET	ansetzen	pone hoc.	Setze den aktuellen Posten
41	H5-S004-U02	H5-S004	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E092	E092	1	chokcheo	OK+CHEO	OK	SET	ansetzen	pone extractum.	Setze den Auszug
42	H5-S004-U03	H5-S004	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E093	E093	1	kchal	KCH+AL	KCH	PROCESS	bearbeiten	opera ad locum.	Bearbeite am Ziel
43	H5-S005-U01	H5-S005	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E095	E095|E094|E096	3	sho chokchy kchoar	HO | OK+Y | CHEO+AR	OK	SET	ansetzen	pone materiam extractum ab fonte hoc.	Vorgabe Zutat: Setze den aktuellen Posten; dazu Auszug daraus
44	H5-S005-U02	H5-S005	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E097	E097	1	sotodan	OT+DAN	DAN	APPLY	anwenden	applica.	Wende danach an
45	H5-S006-U01	H5-S006	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E099	E099|E098|E100	3	otchey keol daiin	OT+Y | E+OL | AIIN	OL	CONTINUE	fortsetzen	continua ad mensuram breviter hoc.	Vorgabe nächster Teilposten: Führe kurz fort; dazu Sollmaß
46	B1-S001-U01	B1-S001	B1	f81v	B1_SHARED_TWO_ROW_POOL	E101	E101	1	qokedy	OK+E+CLOSE	OK	SET	ansetzen	pone breviter et comple.	Setze kurz und schließe
47	B1-S002-U01	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E102	E102|E103	2	okaiin kair	OK+AIIN | AIR	OK	SET	ansetzen	pone ad mensuram per cursum.	Stelle auf den Vorgabewert ein; dazu Beckenwasser
48	B1-S002-U02	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E104	E104|E105	2	okal sar	OK+AL | AR	OK	SET	ansetzen	pone ab fonte ad locum.	Setze am Ziel; dazu aus dem Ansatz
49	B1-S002-U03	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E106	E106|E107	2	ol kain	OL | AIN	OL	CONTINUE	fortsetzen	continua portionem.	Führe fort; dazu eine Portion
50	B1-S002-U04	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E108	E108|E109	2	olkain al	OL+AIN | AL	OL	CONTINUE	fortsetzen	continua portionem ad locum.	Nimm einen weiteren Anteil; dazu dorthin
51	B1-S002-U05	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E110	E110	1	ol	OL	OL	CONTINUE	fortsetzen	continua.	Führe fort
52	B1-S002-U06	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E111	E111|E112	2	rol dl	OL | LOCAL_WHOLE	OL	CONTINUE	fortsetzen	continua.	Führe fort; dazu Zusatz
53	B1-S002-U07	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E113	E113	1	olor	OL+OR	OL	CONTINUE	fortsetzen	continua in praeparato.	Führe den Ansatz weiter
54	B1-S002-U08	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E114	E114	1	ol	OL	OL	CONTINUE	fortsetzen	continua.	Führe fort
55	B1-S002-U09	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E115	E115|E116	2	sheckhal daiin	CKH+E+AL | AIIN	CKH	PASSAGE	durchführen	per conductum duc ad mensuram ad locum breviter.	Leite kurz zum Ziel durch; dazu Sollmaß
56	B1-S002-U10	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E117	E117|E118	2	qokeedal daiin	OK+EE+AL | AIIN	OK	SET	ansetzen	pone ad mensuram ad locum diutius.	Halte länger am Ziel; dazu Sollmaß
57	B1-S002-U11	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E119	E119	1	chckhy	CKH+Y	CKH	PASSAGE	durchführen	per conductum duc hoc.	Leite den aktuellen Posten durch
58	B1-S002-U12	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	E120	E120	1	schedy	CHD+CLOSE	CHD	TRANSFER	umsetzen	transfer et comple.	Übertrage und schließe
59	B1-S003-U01	B1-S003	B1	f81v	B1_SHARED_TWO_ROW_POOL	E121	E121	1	qol	OL	OL	CONTINUE	fortsetzen	continua.	Führe fort
60	B1-S003-U02	B1-S003	B1	f81v	B1_SHARED_TWO_ROW_POOL	E122	E122	1	sshkchdy	SH+KCH+CHD+CLOSE	SH	HOLD	halten	tene et comple.	Halte, bearbeite, übertrage und schließe
61	B1-S004-U01	B1-S004	B1	f81v	B1_SHARED_TWO_ROW_POOL	E123	E123	1	chedy	CHD+Y	CHD	TRANSFER	umsetzen	transfer hoc.	Übertrage den aktuellen Posten
62	B1-S004-U02	B1-S004	B1	f81v	B1_SHARED_TWO_ROW_POOL	E124	E124	1	ol	OL	OL	CONTINUE	fortsetzen	continua.	Führe fort
63	B1-S004-U03	B1-S004	B1	f81v	B1_SHARED_TWO_ROW_POOL	E125	E125	1	shedy	SHED+E+CLOSE	SHED	SETTLE	absetzen lassen	dimitte stare breviter et comple.	Lass kurz absetzen und schließe
64	B1-S005-U01	B1-S005	B1	f81v	B1_SHARED_TWO_ROW_POOL	E126	E126	1	qolchedy	OL+CHD+CLOSE	OL	CONTINUE	fortsetzen	continua et comple.	Übertrage weiter und schließe
65	B1-S006-U01	B1-S006	B1	f81v	B1_SHARED_TWO_ROW_POOL	E127	E127	1	qokain	OK+AIN	OK	SET	ansetzen	pone portionem.	Gib einen gezählten Anteil zu
66	B1-S006-U02	B1-S006	B1	f81v	B1_SHARED_TWO_ROW_POOL	E128	E128|E129|E130	3	shckhy dl ral	CKH+Y | LOCAL_WHOLE | AL	CKH	PASSAGE	durchführen	per conductum duc ad locum hoc.	Leite den aktuellen Posten durch; dazu Zusatz; zur Zielstelle
67	B1-S007-U01	B1-S007	B1	f81v	B1_SHARED_TWO_ROW_POOL	E131	E131	1	qokchdy	OK+CHD+CLOSE	OK	SET	ansetzen	pone et comple.	Setze an, übertrage und schließe
68	B1-S008-U01	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	E133	E133|E132	2	chey ol	Y | OL	OL	CONTINUE	fortsetzen	continua hoc.	Vorgabe dieser Posten: Führe fort
69	B1-S008-U02	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	E134	E134	1	cheky	CHK+E+Y	CHK	WARM	wärmen	calefac breviter hoc.	Wärme kurz
70	B1-S008-U03	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	E135	E135	1	ol	OL	OL	CONTINUE	fortsetzen	continua.	Führe fort
71	B1-S008-U04	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	E136	E136	1	shedy	SHED+E+CLOSE	SHED	SETTLE	absetzen lassen	dimitte stare breviter et comple.	Lass kurz absetzen und schließe
72	B1-S009-U01	B1-S009	B1	f81v	B1_SHARED_TWO_ROW_POOL	E137	E137	1	qokedy	OK+E+CLOSE	OK	SET	ansetzen	pone breviter et comple.	Setze kurz und schließe
73	B1-S010-U01	B1-S010	B1	f81v	B1_SHARED_TWO_ROW_POOL	E138	E138	1	qokedy	OK+E+CLOSE	OK	SET	ansetzen	pone breviter et comple.	Setze kurz und schließe
74	B1-S011-U01	B1-S011	B1	f81v	B1_SHARED_TWO_ROW_POOL	E139	E139	1	chckhy	CKH+Y	CKH	PASSAGE	durchführen	per conductum duc hoc.	Leite den aktuellen Posten durch
75	B1-S011-U02	B1-S011	B1	f81v	B1_SHARED_TWO_ROW_POOL	E140	E140	1	qoky	OK+Y	OK	SET	ansetzen	pone hoc.	Setze den aktuellen Posten
76	B1-S012-U01	B1-S012	B1	f81v	B1_SHARED_TWO_ROW_POOL	E141	E141	1	lsho	WASH	WASH	WASH	waschen	lava.	Führe den Waschgang aus
77	B1-S012-U02	B1-S012	B1	f81v	B1_SHARED_TWO_ROW_POOL	E142	E142	1	qokey	OK+E+Y	OK	SET	ansetzen	pone breviter hoc.	Setze die kurze Stufe
78	B1-S012-U03	B1-S012	B1	f81v	B1_SHARED_TWO_ROW_POOL	E143	E143	1	lshedy	WASH+CLOSE	WASH	WASH	waschen	lava et comple.	Wasche und schließe
79	B1-S013-U01	B1-S013	B1	f81v	B1_SHARED_TWO_ROW_POOL	E144	E144	1	lshedy	WASH+CLOSE	WASH	WASH	waschen	lava et comple.	Wasche und schließe
80	B1-S014-U01	B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	E145	E145	1	chedy	CHD+Y	CHD	TRANSFER	umsetzen	transfer hoc.	Übertrage den aktuellen Posten
81	B1-S014-U02	B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	E146	E146	1	qolky	OL	OL	CONTINUE	fortsetzen	continua.	Führe auf dem Arbeitsweg fort
82	B1-S014-U03	B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	E147	E147	1	lchedal	L+CHD+AL	L	LEAD_OUT	herausführen	educ ad locum.	Führe zum Ziel ab
83	B1-S014-U04	B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	E148	E148|E149	2	qol otar	OL | OT+AR	OL	CONTINUE	fortsetzen	continua ab fonte.	Führe fort; dazu danach von dort
84	B1-S015-U01	B1-S015	B1	f81v	B1_SHARED_TWO_ROW_POOL	E151	E151|E150	2	ytey okchedy	Y+E+TY | OK+CHD+CLOSE	OK	SET	ansetzen	pone partem breviter hoc et comple.	Vorgabe kurzen Teil des aktuellen Postens nehmen: Setze an, übertrage und schließe
85	B1-S016-U01	B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	E152	E152	1	qokal	OK+AL	OK	SET	ansetzen	pone ad locum.	Setze am Ziel
86	B1-S016-U02	B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	E153	E153	1	okeey	OK+EE+Y	OK	SET	ansetzen	pone diutius hoc.	Setze die lange Stufe
87	B1-S016-U03	B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	E154	E154	1	qol	OL	OL	CONTINUE	fortsetzen	continua.	Führe fort
88	B1-S016-U04	B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	E155	E155	1	cheedy	SHED+E+CLOSE	SHED	SETTLE	absetzen lassen	dimitte stare breviter et comple.	Lass kurz absetzen und schließe
89	B1-S017-U01	B1-S017	B1	f81v	B1_SHARED_TWO_ROW_POOL	E157	E157|E156	2	sal teol	AL | E+OL	OL	CONTINUE	fortsetzen	continua ad locum breviter.	Vorgabe dorthin: Führe kurz fort
90	B1-S017-U02	B1-S017	B1	f81v	B1_SHARED_TWO_ROW_POOL	E158	E158	1	dchdy	CHD+CLOSE	CHD	TRANSFER	umsetzen	transfer et comple.	Übertrage und schließe
91	B1-S018-U01	B1-S018	B1	f81v	B1_SHARED_TWO_ROW_POOL	E159	E159	1	ly	L+Y	L	LEAD_OUT	herausführen	educ hoc.	Führe den aktuellen Posten ab
92	B1-S018-U02	B1-S018	B1	f81v	B1_SHARED_TWO_ROW_POOL	E160	E160|E161	2	dsheol oiiin	SH+E+OL | IIN	SH	HOLD	halten	tene ad gradum breviter.	Halte kurz und führe fort; dazu Sollstufe
93	B1-S018-U03	B1-S018	B1	f81v	B1_SHARED_TWO_ROW_POOL	E162	E162	1	olkeedy	SOLK+EE+CLOSE	SOLK	COLLECT	auffangen	collige diutius et comple.	Sammle länger und schließe
94	B1-S019-U01	B1-S019	B1	f81v	B1_SHARED_TWO_ROW_POOL	E163	E163	1	tedy	SHED+E+CLOSE	SHED	SETTLE	absetzen lassen	dimitte stare breviter et comple.	Lass kurz absetzen und schließe
95	B1-S020-U01	B1-S020	B1	f81v	B1_SHARED_TWO_ROW_POOL	E164	E164	1	cheky	CHK+E+Y	CHK	WARM	wärmen	calefac breviter hoc.	Wärme kurz
96	B1-S020-U02	B1-S020	B1	f81v	B1_SHARED_TWO_ROW_POOL	E165	E165	1	shckhedy	CKHE+CLOSE	CKHE	STRAIN	seihen	cola et comple.	Seihe und schließe
97	B1-S021-U01	B1-S021	B1	f81v	B1_SHARED_TWO_ROW_POOL	E166	E166	1	chal	AL	OWNER_SUPPLIED_ACTION	OWNER_ACTION	mit dem Bildbesitzer arbeiten	fac de imagine ad locum B1_SHARED_TWO_ROW_POOL.	Führe zum Ziel
98	B2-S001-U01	B2-S001	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E167	E167	1	dchedy	CHD+CLOSE	CHD	TRANSFER	umsetzen	transfer et comple.	Übertrage und schließe
99	B2-S002-U01	B2-S002	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E168	E168	1	qolchedy	OL+CHD+CLOSE	OL	CONTINUE	fortsetzen	continua et comple.	Übertrage weiter und schließe
100	B2-S003-U01	B2-S003	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E169	E169|E170	2	qokain dy	OK+AIN | Y	OK	SET	ansetzen	pone portionem hoc.	Gib einen gezählten Anteil zu; dazu dieser Posten
101	B2-S003-U02	B2-S003	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E171	E171	1	qokeedy	OK+EE+CLOSE	OK	SET	ansetzen	pone diutius et comple.	Setze länger und schließe
102	B2-S004-U01	B2-S004	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E172	E172	1	qokal	OK+AL	OK	SET	ansetzen	pone ad locum.	Setze am Ziel
103	B2-S004-U02	B2-S004	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E173	E173	1	lcheckhy	L+CKH+Y	L	LEAD_OUT	herausführen	educ hoc.	Führe den Posten durch den Ausgang
104	B2-S004-U03	B2-S004	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E174	E174	1	lched	L+CHD	L	LEAD_OUT	herausführen	educ.	Führe ab
105	B2-S004-U04	B2-S004	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E175	E175	1	qokeey	OK+EE+Y	OK	SET	ansetzen	pone diutius hoc.	Setze die lange Stufe
106	B2-S004-U05	B2-S004	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E176	E176	1	lcheckhedy	L+CKHE+CLOSE	L	LEAD_OUT	herausführen	educ et comple.	Seihe ab und schließe
107	B2-S005-U01	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E177	E177	1	qokaly	OK+AL+Y	OK	SET	ansetzen	pone ad locum hoc.	Setze den aktuellen Posten am Ziel
108	B2-S005-U02	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E178	E178	1	solkaiin	SOLK+AIIN	SOLK	COLLECT	auffangen	collige ad mensuram.	Sammle bis zum Vorgabewert
109	B2-S005-U03	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E179	E179	1	chckhy	CKH+Y	CKH	PASSAGE	durchführen	per conductum duc hoc.	Leite den aktuellen Posten durch
110	B2-S005-U04	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E180	E180	1	qokaiin	OK+AIIN	OK	SET	ansetzen	pone ad mensuram.	Stelle auf den Vorgabewert ein
111	B2-S005-U05	B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E181	E181	1	qokaiin	OK+AIIN	OK	SET	ansetzen	pone ad mensuram.	Stelle auf den Vorgabewert ein
