statement_id	record_id	page	image_owner	clause_count	group_count	clause_ids	source_clause_chain	latin_like_source_chain	surface_sequence	current_surface_sequence	german_clause_chain_de	continuous_owner_reading_de	surface_chain_matches_current
H5-S003	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	3	4	H5-S003-U01|H5-S003-U02|H5-S003-U03	HOLD ; PROCESS ; SET	tene materiam. opera breviter hoc. pone hoc.	sh cho kchey qokokchy	sh cho kchey qokokchy	Halte den aktuellen Posten; dazu Zutat / Bearbeite kurz / Setze den aktuellen Posten erneut	Nimm vom übrigen Kraut die blühenden Stiele. Trockne sie im Schatten. Zerreibe sie grob. Verwahre sie trocken.	YES
H5-S004	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	3	3	H5-S004-U01|H5-S004-U02|H5-S004-U03	SET ; SET ; PROCESS	pone hoc. pone extractum. opera ad locum.	okchy chokcheo kchal	okchy chokcheo kchal	Setze den aktuellen Posten / Setze den Auszug / Bearbeite am Ziel	Setze daraus einen schwachen Auszug an. Nimm milden Wein als Medium. Seihe ihn durch ein Tuch.	YES
H5-S005	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	2	4	H5-S005-U01|H5-S005-U02	SET ; APPLY	pone materiam extractum ab fonte hoc. applica.	sho chokchy kchoar sotodan	sho chokchy kchoar sotodan	Vorgabe Zutat: Setze den aktuellen Posten; dazu Auszug daraus / Wende danach an	Gib Honig hinzu. Erwärme gelinde. Gib den Auszug als Brusttrank. Gebrauche ihn bei trockenem Husten.	YES
H5-S006	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	1	3	H5-S006-U01	CONTINUE	continua ad mensuram breviter hoc.	otchey keol daiin	otchey keol daiin	Vorgabe nächster Teilposten: Führe kurz fort; dazu Sollmaß	Führe den ausgewählten Trankanteil als Gabe. Je Gabe. Nimm ein kleines örtliches Maß.	YES
B1-S001	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	1	B1-S001-U01	SET	pone breviter et comple.	qokedy	qokedy	Setze kurz und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	YES
B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	12	19	B1-S002-U01|B1-S002-U02|B1-S002-U03|B1-S002-U04|B1-S002-U05|B1-S002-U06|B1-S002-U07|B1-S002-U08|B1-S002-U09|B1-S002-U10|B1-S002-U11|B1-S002-U12	SET ; SET ; CONTINUE ; CONTINUE ; CONTINUE ; CONTINUE ; CONTINUE ; CONTINUE ; PASSAGE ; SET ; PASSAGE ; TRANSFER	pone ad mensuram per cursum. pone ab fonte ad locum. continua portionem. continua portionem ad locum. continua. continua. continua in praeparato. continua. per conductum duc ad mensuram ad locum breviter. pone ad mensuram ad locum diutius. per conductum duc hoc. transfer et comple.	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	Stelle auf den Vorgabewert ein; dazu Beckenwasser / Setze am Ziel; dazu aus dem Ansatz / Führe fort; dazu eine Portion / Nimm einen weiteren Anteil; dazu dorthin / Führe fort / Führe fort; dazu Zusatz / Führe den Ansatz weiter / Führe fort / Leite kurz zum Ziel durch; dazu Sollmaß / Halte länger am Ziel; dazu Sollmaß / Leite den aktuellen Posten durch / Übertrage und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der zurücklaufende Strom. Den aktiven Posten an der örtlich bezeichneten Station führen. Daraus, aus demselben Ansatz. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Ein abgemessener Anteil. Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bevor es abkühlt. Der vorbereitete Bade- oder Waschzusatz. Den vorigen recordlokalen Posten wieder aufnehmen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Eine mäßige Menge. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der eingetauchte Teil. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Durch die verbundenen Läufe. Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	YES
B1-S003	B1	f81v	B1_SHARED_TWO_ROW_POOL	2	2	B1-S003-U01|B1-S003-U02	CONTINUE ; HOLD	continua. tene et comple.	qol sshkchdy	qol sshkchdy	Führe fort / Halte, bearbeite, übertrage und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Halte es warm und beende den Schritt.	YES
B1-S004	B1	f81v	B1_SHARED_TWO_ROW_POOL	3	3	B1-S004-U01|B1-S004-U02|B1-S004-U03	TRANSFER ; CONTINUE ; SETTLE	transfer hoc. continua. dimitte stare breviter et comple.	chedy ol shedy	chedy ol shedy	Übertrage den aktuellen Posten / Führe fort / Lass kurz absetzen und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B1-S005	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	1	B1-S005-U01	CONTINUE	continua et comple.	qolchedy	qolchedy	Übertrage weiter und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	YES
B1-S006	B1	f81v	B1_SHARED_TWO_ROW_POOL	2	4	B1-S006-U01|B1-S006-U02	SET ; PASSAGE	pone portionem. per conductum duc ad locum hoc.	qokain shckhy dl ral	qokain shckhy dl ral	Gib einen gezählten Anteil zu / Leite den aktuellen Posten durch; dazu Zusatz; zur Zielstelle	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Gib einen abgemessenen Anteil in das Gefäß. Durch die verbundenen Läufe. Der vorbereitete Bade- oder Waschzusatz. Und lasse es abkühlen.	YES
B1-S007	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	1	B1-S007-U01	SET	pone et comple.	qokchdy	qokchdy	Setze an, übertrage und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Erwärme es einmal und beende den Schritt.	YES
B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	4	5	B1-S008-U01|B1-S008-U02|B1-S008-U03|B1-S008-U04	CONTINUE ; WARM ; CONTINUE ; SETTLE	continua hoc. calefac breviter hoc. continua. dimitte stare breviter et comple.	chey ol cheky ol shedy	chey ol cheky ol shedy	Vorgabe dieser Posten: Führe fort / Wärme kurz / Führe fort / Lass kurz absetzen und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Diese aktive Portion. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bei sanfter Wärme. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B1-S009	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	1	B1-S009-U01	SET	pone breviter et comple.	qokedy	qokedy	Setze kurz und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	YES
B1-S010	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	1	B1-S010-U01	SET	pone breviter et comple.	qokedy	qokedy	Setze kurz und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	YES
B1-S011	B1	f81v	B1_SHARED_TWO_ROW_POOL	2	2	B1-S011-U01|B1-S011-U02	PASSAGE ; SET	per conductum duc hoc. pone hoc.	chckhy qoky	chckhy qoky	Leite den aktuellen Posten durch / Setze den aktuellen Posten	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Durch die verbundenen Läufe. Die Badecharge am vorgesehenen Waschplatz gebrauchen.	YES
B1-S012	B1	f81v	B1_SHARED_TWO_ROW_POOL	3	3	B1-S012-U01|B1-S012-U02|B1-S012-U03	WASH ; SET ; WASH	lava. pone breviter hoc. lava et comple.	lsho qokey lshedy	lsho qokey lshedy	Führe den Waschgang aus / Setze die kurze Stufe / Wasche und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Beginne die Spülung. Warmes Wasser. Wasche einmal und beende diesen Durchgang.	YES
B1-S013	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	1	B1-S013-U01	WASH	lava et comple.	lshedy	lshedy	Wasche und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Wasche einmal und beende diesen Durchgang.	YES
B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	4	5	B1-S014-U01|B1-S014-U02|B1-S014-U03|B1-S014-U04	TRANSFER ; CONTINUE ; LEAD_OUT ; CONTINUE	transfer hoc. continua. educ ad locum. continua ab fonte.	chedy qolky lchedal qol otar	chedy qolky lchedal qol otar	Übertrage den aktuellen Posten / Führe auf dem Arbeitsweg fort / Führe zum Ziel ab / Führe fort; dazu danach von dort	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Rühre, bis alles gleichmäßig vermischt ist. Die betroffene Stelle. Das untere Becken. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Benutze danach den unteren Ablauf.	YES
B1-S015	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	2	B1-S015-U01	SET	pone partem breviter hoc et comple.	ytey okchedy	ytey okchedy	Vorgabe kurzen Teil des aktuellen Postens nehmen: Setze an, übertrage und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Fülle danach das Gefäß. Lasse es abkühlen und beende den Schritt.	YES
B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	4	4	B1-S016-U01|B1-S016-U02|B1-S016-U03|B1-S016-U04	SET ; SET ; CONTINUE ; SETTLE	pone ad locum. pone diutius hoc. continua. dimitte stare breviter et comple.	qokal okeey qol cheedy	qokal okeey qol cheedy	Setze am Ziel / Setze die lange Stufe / Führe fort / Lass kurz absetzen und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die Charge für den vorgesehenen Gebrauch temperieren. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B1-S017	B1	f81v	B1_SHARED_TWO_ROW_POOL	2	3	B1-S017-U01|B1-S017-U02	CONTINUE ; TRANSFER	continua ad locum breviter. transfer et comple.	sal teol dchdy	sal teol dchdy	Vorgabe dorthin: Führe kurz fort / Übertrage und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die erste Öffnung. Seihe es klar und beende den Schritt.	YES
B1-S018	B1	f81v	B1_SHARED_TWO_ROW_POOL	3	4	B1-S018-U01|B1-S018-U02|B1-S018-U03	LEAD_OUT ; HOLD ; COLLECT	educ hoc. tene ad gradum breviter. collige diutius et comple.	ly dsheol oiiin olkeedy	ly dsheol oiiin olkeedy	Führe den aktuellen Posten ab / Halte kurz und führe fort; dazu Sollstufe / Sammle länger und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Fülle danach das Gefäß. Wende es an der markierten Stelle an. Bis es klar ist. Lasse die Flüssigkeit sich setzen und beende den Schritt.	YES
B1-S019	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	1	B1-S019-U01	SETTLE	dimitte stare breviter et comple.	tedy	tedy	Lass kurz absetzen und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B1-S020	B1	f81v	B1_SHARED_TWO_ROW_POOL	2	2	B1-S020-U01|B1-S020-U02	WARM ; STRAIN	calefac breviter hoc. cola et comple.	cheky shckhedy	cheky shckhedy	Wärme kurz / Seihe und schließe	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Bei sanfter Wärme. Seihe es einmal durch ein Tuch und beende den Schritt.	YES
B1-S021	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	1	B1-S021-U01	OWNER_ACTION	fac de imagine ad locum B1_SHARED_TWO_ROW_POOL.	chal	chal	Führe zum Ziel	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen.	YES
B2-S001	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	1	1	B2-S001-U01	TRANSFER	transfer et comple.	dchedy	dchedy	Übertrage und schließe	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	YES
B2-S002	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	1	1	B2-S002-U01	CONTINUE	continua et comple.	qolchedy	qolchedy	Übertrage weiter und schließe	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	YES
B2-S003	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	2	3	B2-S003-U01|B2-S003-U02	SET ; SET	pone portionem hoc. pone diutius et comple.	qokain dy qokeedy	qokain dy qokeedy	Gib einen gezählten Anteil zu; dazu dieser Posten / Setze länger und schließe	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Gib einen abgemessenen Anteil in das Gefäß. Diese aktive Portion. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	YES
B2-S004	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	5	5	B2-S004-U01|B2-S004-U02|B2-S004-U03|B2-S004-U04|B2-S004-U05	SET ; LEAD_OUT ; LEAD_OUT ; SET ; LEAD_OUT	pone ad locum. educ hoc. educ. pone diutius hoc. educ et comple.	qokal lcheckhy lched qokeey lcheckhedy	qokal lcheckhy lched qokeey lcheckhedy	Setze am Ziel / Führe den Posten durch den Ausgang / Führe ab / Setze die lange Stufe / Seihe ab und schließe	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die zweite Öffnung. Und gehe zum nächsten Becken weiter. Die Charge für den vorgesehenen Gebrauch temperieren. Seihe es klar und beende den Schritt.	YES
B2-S005	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	8	8	B2-S005-U01|B2-S005-U02|B2-S005-U03|B2-S005-U04|B2-S005-U05|B2-S005-U06|B2-S005-U07|B2-S005-U08	SET ; COLLECT ; PASSAGE ; SET ; SET ; READY ; WARM ; LEAD_OUT	pone ad locum hoc. collige ad mensuram. per conductum duc hoc. pone ad mensuram. pone ad mensuram. ad statum para. calefac diutius hoc. educ et comple.	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	Setze den aktuellen Posten am Ziel / Sammle bis zum Vorgabewert / Leite den aktuellen Posten durch / Stelle auf den Vorgabewert ein / Stelle auf den Vorgabewert ein / Führe den bereiten Posten fort / Wärme länger / Führe ab und schließe	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Fahre am zweiten Lauf fort. Durch ein Tuch. Durch die verbundenen Läufe. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Unter derselben Einstellung. Das breite Gefäß. Ziehe es ab und beende den Schritt.	YES
B2-S006	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	3	4	B2-S006-U01|B2-S006-U02|B2-S006-U03	SET ; PASSAGE ; SET	pone ad locum diutius hoc. per conductum duc breviter hoc. pone hoc.	oteey qokal sheckhy qoky	oteey qokal sheckhy qoky	Vorgabe langer Folgeposten: Setze am Ziel / Leite kurz durch / Setze den aktuellen Posten	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten an der örtlich bezeichneten Station führen. Über der örtlich bezeichneten Stelle. Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.	YES
B2-S007	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	1	1	B2-S007-U01	SETTLE	dimitte stare breviter et comple.	dshedy	dshedy	Lass kurz absetzen und schließe	[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Gib sauberes Wasser hinzu und beende den Schritt.	YES
