event_serial	statement_id	record_unit_id	page	locus	field_id	field_position	locus_position	master_card_id	card_value_de	observed_surface	observed_habit	base_schedule_rule	base_predicted_habit	applied_layers	custom_predicted_habit	predicted_canonical_surface	habit_match	exact_surface_match	apprentice_treatment	master_recovery
21	H2-S001	H2	f10r	f10r.6	F003	MIDDLE	MIDDLE	MC123	dies	chy	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chey	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
22	H2-S001	H2	f10r	f10r.6	F003	MIDDLE	MIDDLE	MC039	Sollmaß	taiin	HARD_D_T_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
23	H2-S001	H2	f10r	f10r.6	F003	LAST	LAST	MC123	dies	shy	S_FLOW_ENTRY	H_FIELD_CLOSE	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dy	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
24	H2-S002	H2	f10r	f10r.8	F004	FIRST	FIRST	MC013	Folgeansatz	qotchor	Q_CELL_ENTRY	H_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qotchor	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
25	H2-S002	H2	f10r	f10r.8	F004	MIDDLE	MIDDLE	MC080	Ansatz	chor	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chor	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
27	H2-S002	H2	f10r	f10r.8	F004	MIDDLE	MIDDLE	MC153	weiter	chol	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	cheol	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
28	H2-S002	H2	f10r	f10r.8	F004	MIDDLE	MIDDLE	MC157	derselbe Ansatz	cholor	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	cholor	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
29	H2-S002	H2	f10r	f10r.8	F004	MIDDLE	MIDDLE	MC153	weiter	chol	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	cheol	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
30	H2-S002	H2	f10r	f10r.8	F004	MIDDLE	MIDDLE	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
31	H2-S002	H2	f10r	f10r.8	F004	LAST	LAST	MC055	davon	dar	HARD_D_T_ENTRY	H_FIELD_CLOSE	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dar	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
33	H2-S003	H2	f10r	f10r.9	F005	MIDDLE	MIDDLE	MC080	Ansatz	shor	S_FLOW_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chor	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
34	H2-S003	H2	f10r	f10r.9	F005	MIDDLE	MIDDLE	MC080	Ansatz	chor	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chor	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
35	H2-S003	H2	f10r	f10r.9	F005	MIDDLE	MIDDLE	MC123	dies	chy	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chey	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
37	H2-S003	H2	f10r	f10r.9	F005	MIDDLE	MIDDLE	MC123	dies	dy	HARD_D_T_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chey	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
44	H3-S001	H3	f11r	f11r.1	F006	MIDDLE	MIDDLE	MC119	Klarauszug	shey	S_FLOW_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	S_FLOW_ENTRY	shey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
47	H3-S003	H3	f11r	f11r.4	F008	FIRST	FIRST	MC142	vom vorigen	dchol	HARD_D_T_ENTRY	H_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	schol	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
48	H3-S003	H3	f11r	f11r.4	F008	MIDDLE	MIDDLE	MC123	dies	chy	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	HARD_D_T_ENTRY	dy	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
50	H3-S003	H3	f11r	f11r.4	F008	MIDDLE	MIDDLE	MC123	dies	dy	HARD_D_T_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	HARD_D_T_ENTRY	dy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
51	H3-S003	H3	f11r	f11r.4	F008	LAST	LAST	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	H_FIELD_CLOSE	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	daiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
54	H3-S004	H3	f11r	f11r.7	F009	MIDDLE	MIDDLE	MC161	bereit	cthy	BARE_OR_INTERNAL	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	cthy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
55	H3-S004	H3	f11r	f11r.7	F009	LAST	LAST	MC123	dies	dy	HARD_D_T_ENTRY	H_FIELD_CLOSE	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
56	H4-S001	H4	f55v	f55v.5	F010	FIRST	FIRST	MC120	bemessen	qokaiin	Q_CELL_ENTRY	H_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
57	H4-S001	H4	f55v	f55v.5	F010	MIDDLE	MIDDLE	MC039	Sollmaß	chaiin	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
61	H4-S002	H4	f55v	f55v.5	F011	FIRST	MIDDLE	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	H_FIELD_OPEN	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	aiin	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
62	H4-S002	H4	f55v	f55v.5	F011	MIDDLE	MIDDLE	MC074	überführen	chedy	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
66	H4-S003	H4	f55v	f55v.11	F012	MIDDLE	MIDDLE	MC032	länger bearbeiten	cheeky	BARE_OR_INTERNAL	H_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	cheeky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
67	H4-S003	H4	f55v	f55v.11	F012	LAST	MIDDLE	MC019	fertig	oldy	BARE_OR_INTERNAL	H_FIELD_CLOSE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	oldy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
68	H4-S004	H4	f55v	f55v.11	F013	FIRST	MIDDLE	MC039	Sollmaß	aiin	BARE_OR_INTERNAL	H_FIELD_OPEN	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	aiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
69	H4-S004	H4	f55v	f55v.11	F013	MIDDLE	MIDDLE	MC040	dorthin einsetzen	okal	BARE_OR_INTERNAL	H_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	okal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
71	H4-S004	H4	f55v	f55v.11	F013	MIDDLE	MIDDLE	MC080	Ansatz	or	BARE_OR_INTERNAL	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chor	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
72	H4-S004	H4	f55v	f55v.11	F013	MIDDLE	MIDDLE	MC123	dies	y	BARE_OR_INTERNAL	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chey	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
75	H5-S001	H5	f56r	f56r.5	F014	MIDDLE	MIDDLE	MC034	weitere Zutat	cho	HARD_D_T_ENTRY	H_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	cho	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
77	H5-S001	H5	f56r	f56r.5	F014	LAST	LAST	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	H_FIELD_CLOSE	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	daiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
78	H5-S001	H5	f56r	f56r.7	F015	FIRST	FIRST	MC034	weitere Zutat	sho	S_FLOW_ENTRY	H_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sho	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
80	H5-S001	H5	f56r	f56r.7	F015	MIDDLE	MIDDLE	MC013	Folgeansatz	otchor	BARE_OR_INTERNAL	H_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	otchor	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
81	H5-S001	H5	f56r	f56r.7	F015	MIDDLE	MIDDLE	MC026	einsetzen	choky	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	choky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
82	H5-S001	H5	f56r	f56r.7	F015	LAST	LAST	MC154	dorthin	dal	HARD_D_T_ENTRY	H_FIELD_CLOSE	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
83	H5-S002	H5	f56r	f56r.8	F016	FIRST	FIRST	MC142	vom vorigen	schol	S_FLOW_ENTRY	H_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	schol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
85	H5-S002	H5	f56r	f56r.8	F016	MIDDLE	MIDDLE	MC026	einsetzen	choky	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	choky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
88	H5-S003	H5	f56r	f56r.12	F017	MIDDLE	MIDDLE	MC034	weitere Zutat	cho	HARD_D_T_ENTRY	H_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	cho	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
91	H5-S004	H5	f56r	f56r.13	F018	FIRST	FIRST	MC103	weiterbearbeiten	okchy	BARE_OR_INTERNAL	H_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokchy	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
94	H5-S005	H5	f56r	f56r.18	F019	FIRST	FIRST	MC034	weitere Zutat	sho	S_FLOW_ENTRY	H_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sho	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
95	H5-S005	H5	f56r	f56r.18	F019	MIDDLE	MIDDLE	MC103	weiterbearbeiten	chokchy	OPEN_CH_ENTRY	H_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chokchy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
98	H5-S006	H5	f56r	f56r.19	F020	FIRST	FIRST	MC171	das nächste	otchey	BARE_OR_INTERNAL	H_FIELD_OPEN	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	otchey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
100	H5-S006	H5	f56r	f56r.19	F020	LAST	LAST	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	H_FIELD_CLOSE	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	daiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
101	B1-S001	B1	f81v	f81v.2	F021	SINGLE	FIRST	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
102	B1-S002	B1	f81v	f81v.2	F022	FIRST	MIDDLE	MC120	bemessen	okaiin	BARE_OR_INTERNAL	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
104	B1-S002	B1	f81v	f81v.2	F022	MIDDLE	MIDDLE	MC040	dorthin einsetzen	okal	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	okal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
105	B1-S002	B1	f81v	f81v.2	F022	MIDDLE	MIDDLE	MC055	davon	sar	S_FLOW_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	S_FLOW_ENTRY	sar	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
106	B1-S002	B1	f81v	f81v.2	F022	MIDDLE	MIDDLE	MC153	weiter	ol	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
107	B1-S002	B1	f81v	f81v.2	F022	MIDDLE	MIDDLE	MC105	Anteil	kain	BARE_OR_INTERNAL	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	kain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
108	B1-S002	B1	f81v	f81v.2	F022	MIDDLE	MIDDLE	MC097	weiterer Anteil	olkain	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	olkain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
109	B1-S002	B1	f81v	f81v.2	F022	MIDDLE	MIDDLE	MC154	dorthin	al	BARE_OR_INTERNAL	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	al	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
110	B1-S002	B1	f81v	f81v.2	F022	MIDDLE	MIDDLE	MC153	weiter	ol	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
112	B1-S002	B1	f81v	f81v.2	F022	LAST	LAST	MC012	Zusatz	dl	BARE_OR_INTERNAL	B_FIELD_AND_LINE_CLOSE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	dl	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
113	B1-S002	B1	f81v	f81v.7	F023	FIRST	FIRST	MC157	derselbe Ansatz	olor	BARE_OR_INTERNAL	B_LINE_FIELD_OPEN	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	olor	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
114	B1-S002	B1	f81v	f81v.7	F023	MIDDLE	MIDDLE	MC153	weiter	ol	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
116	B1-S002	B1	f81v	f81v.7	F023	MIDDLE	MIDDLE	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
118	B1-S002	B1	f81v	f81v.7	F023	MIDDLE	MIDDLE	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
119	B1-S002	B1	f81v	f81v.7	F023	MIDDLE	MIDDLE	MC035	durchleiten	chckhy	HARD_D_T_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	S_FLOW_ENTRY	shckhy	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
120	B1-S002	B1	f81v	f81v.7	F023	LAST	MIDDLE	MC025	überführen; Schluss	schedy	S_FLOW_ENTRY	B_FIELD_CLOSE_INSIDE_LINE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	schedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
121	B1-S003	B1	f81v	f81v.7	F024	SINGLE	LAST	MC153	weiter	qol	Q_CELL_ENTRY	B_SINGLE_CELL	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
123	B1-S004	B1	f81v	f81v.17	F026	FIRST	MIDDLE	MC074	überführen	chedy	OPEN_CH_ENTRY	B_FIELD_OPEN	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
124	B1-S004	B1	f81v	f81v.17	F026	MIDDLE	MIDDLE	MC153	weiter	ol	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
125	B1-S004	B1	f81v	f81v.17	F026	LAST	MIDDLE	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	B_FIELD_CLOSE_INSIDE_LINE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
126	B1-S005	B1	f81v	f81v.17	F027	SINGLE	MIDDLE	MC028	weiterführen; Schluss	qolchedy	Q_CELL_ENTRY	B_SINGLE_CELL	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qolchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
127	B1-S006	B1	f81v	f81v.17	F028	FIRST	MIDDLE	MC017	Anteil zugeben	qokain	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
128	B1-S006	B1	f81v	f81v.17	F028	MIDDLE	MIDDLE	MC035	durchleiten	shckhy	S_FLOW_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	S_FLOW_ENTRY	shckhy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
129	B1-S006	B1	f81v	f81v.17	F028	MIDDLE	MIDDLE	MC012	Zusatz	dl	BARE_OR_INTERNAL	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	dl	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
131	B1-S007	B1	f81v	f81v.18	F029	SINGLE	FIRST	MC088	einführen; Schluss	qokchdy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokchdy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
132	B1-S008	B1	f81v	f81v.18	F030	FIRST	MIDDLE	MC123	dies	chey	OPEN_CH_ENTRY	B_FIELD_OPEN	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
133	B1-S008	B1	f81v	f81v.18	F030	MIDDLE	MIDDLE	MC153	weiter	ol	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
134	B1-S008	B1	f81v	f81v.18	F030	MIDDLE	MIDDLE	MC147	kurz wärmen	cheky	BARE_OR_INTERNAL	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	cheky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
135	B1-S008	B1	f81v	f81v.18	F030	MIDDLE	MIDDLE	MC153	weiter	ol	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
